ticker,LDOS US Equity,LDOS US Equity,LDOS US Equity,LDOS US Equity,LDOS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2010-02-25,53.4042,53.0737,52.9139,52.0579,50.1487,UP,1
2010-02-26,54.258,53.5694,53.2389,52.0827,50.1669,DOWN,0
2010-03-01,53.7347,54.258,53.5143,52.0915,50.1897,DOWN,0
2010-03-02,53.4593,54.1754,53.7016,52.0893,50.2118,DOWN,0
2010-03-03,52.936,53.6796,53.5584,52.0838,50.2309,DOWN,0
2010-03-04,52.8809,53.3491,53.4537,52.1031,50.2547,UP,1
2010-03-05,53.1838,53.1563,53.2389,52.1102,50.2828,UP,1
2010-03-08,53.2389,53.2389,53.1398,52.1273,50.3111,UP,1
2010-03-09,53.6796,53.1012,53.1838,52.1477,50.3458,DOWN,0
2010-03-10,53.6245,53.652,53.3215,52.1719,50.3796,DOWN,0
2010-03-11,53.4042,53.4317,53.4262,52.1824,50.4105,DOWN,0
2010-03-12,53.1563,53.4317,53.4207,52.1973,50.4395,UP,1
2010-03-15,53.294,53.1563,53.4317,52.2144,50.4664,DOWN,0
2010-03-16,53.2114,53.1563,53.3381,52.2353,50.4919,DOWN,0
2010-03-17,53.0737,53.1563,53.2279,52.2441,50.5131,DOWN,0
2010-03-18,52.7156,52.9084,53.0902,52.2502,50.5315,DOWN,0
2010-03-19,52.7156,52.7707,53.0021,52.2535,50.5527,UP,1
2010-03-22,53.5143,52.5228,53.0461,52.2722,50.5628,DOWN,0
2010-03-23,52.991,53.4317,53.0021,52.2821,50.5669,DOWN,0
2010-03-24,52.4677,52.936,52.8809,52.2843,50.5766,UP,1
2010-03-25,52.6054,52.6605,52.8588,52.2882,50.5885,UP,1
2010-03-26,53.0461,52.7982,52.9249,52.3052,50.6038,DOWN,0
2010-03-29,52.0821,53.294,52.6385,52.3003,50.6161,UP,1
2010-03-30,52.2749,52.2474,52.4953,52.3047,50.6275,DOWN,0
2010-03-31,48.7496,49.1902,51.7516,52.227,50.6249,DOWN,0
2010-04-01,47.9784,48.7496,50.8262,52.146,50.6198,DOWN,0
2010-04-05,47.9784,48.1712,49.8127,52.0755,50.6129,DOWN,0
2010-04-06,47.6479,47.9508,48.9258,52.0144,50.6013,DOWN,0
2010-04-07,47.3724,47.758,47.9453,51.9362,50.5884,DOWN,0
2010-04-08,47.3724,47.2347,47.6699,51.8728,50.5749,UP,1
2010-04-09,48.2263,47.6203,47.7195,51.831,50.5631,DOWN,0
2010-04-12,47.9233,48.6394,47.7085,51.7819,50.5516,UP,1
2010-04-13,48.1987,47.9508,47.8186,51.7362,50.5397,UP,1
2010-04-14,48.8046,48.2263,48.1051,51.6877,50.5303,UP,1
2010-04-15,49.5758,49.3555,48.5457,51.6525,50.5233,DOWN,0
2010-04-16,49.4932,49.4106,48.7991,51.6216,50.5153,UP,1
2010-04-19,50.0991,49.6034,49.2343,51.6057,50.5106,UP,1
2010-04-20,50.3745,49.4932,49.6695,51.5842,50.5114,DOWN,0
2010-04-21,50.2919,50.1542,49.9669,51.5792,50.5149,UP,1
2010-04-22,50.5673,50.1267,50.1652,51.571,50.5252,UP,1
2010-04-23,50.8428,50.5673,50.4351,51.5655,50.5388,DOWN,0
2010-04-26,50.1817,50.5673,50.4517,51.5412,50.5529,DOWN,0
2010-04-27,49.6034,49.9889,50.2974,51.5005,50.5631,DOWN,0
2010-04-28,48.8322,49.8788,50.0055,51.4305,50.5661,DOWN,0
2010-04-29,48.8322,48.8597,49.6584,51.3512,50.5666,DOWN,0
2010-04-30,47.9508,48.9423,49.0801,51.2603,50.5599,UP,1
2010-05-03,48.0335,48.1712,48.6504,51.1683,50.5529,UP,1
2010-05-04,48.0885,47.6754,48.3474,51.0829,50.5474,DOWN,0
2010-05-05,48.0059,47.9508,48.1822,50.9926,50.5408,DOWN,0
2010-05-06,47.6203,47.8131,47.9398,50.8719,50.5304,UP,1
2010-05-07,48.3089,47.5928,48.0114,50.77,50.5202,DOWN,0
2010-05-10,48.0059,49.2178,48.0059,50.645,50.5153,DOWN,0
2010-05-11,47.2347,47.6754,47.8352,50.515,50.5034,UP,1
2010-05-12,47.5102,47.4275,47.736,50.396,50.4931,DOWN,0
2010-05-13,47.4,47.4826,47.6919,50.2853,50.4799,UP,1
2010-05-14,47.4275,47.4,47.5157,50.1762,50.4668,UP,1
2010-05-17,48.419,47.3724,47.5983,50.0809,50.4545,DOWN,0
2010-05-18,48.2813,48.4466,47.8076,49.9818,50.4468,DOWN,0
2010-05-19,47.758,48.0059,47.8572,49.8634,50.4413,DOWN,0
2010-05-20,46.5462,47.2072,47.6864,49.7218,50.4284,UP,1
2010-05-21,47.2623,46.1055,47.6534,49.599,50.4216,DOWN,0
2010-05-24,47.1797,46.8767,47.4055,49.4794,50.4182,DOWN,0
2010-05-25,47.1521,46.6288,47.1797,49.3566,50.4108,DOWN,0
2010-05-26,46.9042,47.3724,47.0089,49.2304,50.4032,UP,1
2010-05-27,47.5102,47.4551,47.2017,49.1192,50.3997,DOWN,0
2010-05-28,47.3449,47.4826,47.2182,49.0118,50.3929,DOWN,0
2010-06-01,47.0144,47.1521,47.1852,48.8977,50.3845,UP,1
2010-06-02,48.0335,47.1246,47.3614,48.7881,50.382,UP,1
2010-06-03,48.5292,47.6754,47.6864,48.6989,50.3814,DOWN,0
2010-06-04,48.419,48.1712,47.8682,48.6179,50.3769,DOWN,0
2010-06-07,48.1712,48.6118,48.0335,48.5292,50.3693,DOWN,0
2010-06-08,47.8957,48.2813,48.2097,48.4262,50.3608,UP,1
2010-06-09,47.9233,47.9508,48.1877,48.343,50.3486,UP,1
2010-06-10,48.722,48.1987,48.2263,48.272,50.3437,DOWN,0
2010-06-11,48.2538,48.2813,48.1932,48.2621,50.3361,UP,1
2010-06-14,48.2813,48.7496,48.2152,48.2681,50.3257,UP,1
2010-06-15,48.8046,48.2813,48.397,48.2846,50.3155,UP,1
2010-06-16,49.4381,48.7771,48.7,48.3204,50.3083,UP,1
2010-06-17,49.8237,49.5758,48.9203,48.3695,50.3028,DOWN,0
2010-06-18,49.5483,49.8788,49.1792,48.413,50.2999,DOWN,0
2010-06-21,48.9423,49.7411,49.3114,48.4273,50.2956,DOWN,0
2010-06-22,48.1436,48.722,49.1792,48.4317,50.2903,DOWN,0
2010-06-23,47.5652,48.061,48.8046,48.419,50.2843,DOWN,0
2010-06-24,47.2623,47.4,48.2924,48.3882,50.2763,UP,1
2010-06-25,47.2898,47.3174,47.8407,48.3425,50.2689,DOWN,0
2010-06-28,47.0695,47.4551,47.4661,48.294,50.2589,DOWN,0
2010-06-29,46.3258,46.8491,47.1025,48.2185,50.2454,DOWN,0
2010-06-30,46.1055,46.5462,46.8106,48.1332,50.2291,DOWN,0
2010-07-01,45.5822,45.9953,46.4746,48.039,50.2129,DOWN,0
2010-07-02,45.2517,45.6924,46.0669,47.9327,50.1939,UP,1
2010-07-06,45.4445,45.8852,45.742,47.8247,50.1764,UP,1
2010-07-07,45.9403,45.2792,45.6648,47.7399,50.1622,UP,1
2010-07-08,46.3534,46.0504,45.7144,47.6749,50.1484,UP,1
2010-07-09,46.4085,46.2983,45.8797,47.6264,50.1395,UP,1
2010-07-12,46.5186,46.3258,46.1331,47.5801,50.1312,UP,1
2010-07-13,46.6013,46.7941,46.3644,47.5531,50.124,UP,1
2010-07-14,46.9593,46.2157,46.5682,47.5316,50.1192,DOWN,0
2010-07-15,46.5462,46.7941,46.6068,47.5008,50.1108,DOWN,0
2010-07-16,45.3343,46.2708,46.3919,47.4474,50.0975,UP,1
2010-07-19,45.5547,45.1966,46.1992,47.406,50.0837,UP,1
2010-07-20,45.9678,45.3343,46.0725,47.3592,50.0731,DOWN,0
2010-07-21,45.3619,46.1606,45.753,47.3063,50.0595,UP,1
2010-07-22,46.3534,45.6373,45.7144,47.2887,50.0491,UP,1
2010-07-23,46.7665,46.2157,46.0008,47.2738,50.0358,DOWN,0
2010-07-26,46.7114,46.739,46.2322,47.2601,50.0201,DOWN,0
2010-07-27,46.6564,46.7114,46.3699,47.2447,49.9961,DOWN,0
2010-07-28,46.4911,46.4636,46.5958,47.2061,49.9702,DOWN,0
2010-07-29,46.0504,46.6564,46.5352,47.1615,49.9472,DOWN,0
2010-07-30,45.8025,45.8025,46.3424,47.1224,49.9246,UP,1
2010-08-02,46.7114,46.078,46.3424,47.1257,49.9043,UP,1
2010-08-03,46.8767,46.6839,46.3864,47.118,49.8815,DOWN,0
2010-08-04,46.8767,47.0144,46.4636,47.1119,49.857,UP,1
2010-08-05,47.2623,46.7941,46.7059,47.1141,49.8326,DOWN,0
2010-08-06,46.7941,47.0144,46.9042,47.1119,49.8088,DOWN,0
2010-08-09,46.6839,46.8491,46.8987,47.0954,49.7869,DOWN,0
2010-08-10,45.6924,46.2983,46.6619,47.0623,49.7586,DOWN,0
2010-08-11,43.8746,45.3894,46.0614,46.9995,49.7254,DOWN,0
2010-08-12,43.7093,43.0759,45.3509,46.913,49.6934,DOWN,0
2010-08-13,43.4615,43.7093,44.6843,46.8117,49.6608,DOWN,0
2010-08-16,42.8005,43.2687,43.9076,46.6993,49.6277,UP,1
2010-08-17,43.4339,42.828,43.456,46.6046,49.5921,DOWN,0
2010-08-18,42.828,43.3788,43.2466,46.5032,49.5623,DOWN,0
2010-08-19,42.7454,42.9657,43.0538,46.3997,49.5323,UP,1
2010-08-20,42.828,42.4975,42.9271,46.2818,49.5008,DOWN,0
2010-08-23,42.1119,42.8005,42.7894,46.1589,49.4659,DOWN,0
2010-08-24,41.864,41.4233,42.4755,46.0306,49.4235,DOWN,0
2010-08-25,41.8089,41.6161,42.2716,45.8907,49.3779,DOWN,0
2010-08-26,41.7539,41.7263,42.0733,45.737,49.3317,UP,1
2010-08-27,42.167,41.864,41.9411,45.5839,49.2934,DOWN,0
2010-08-30,41.6712,42.0293,41.853,45.4263,49.251,DOWN,0
2010-08-31,40.9827,41.5611,41.6767,45.2671,49.2041,UP,1
2010-09-01,42.3322,41.5886,41.7814,45.1509,49.1617,DOWN,0
2010-09-02,41.8089,43.186,41.7924,45.0358,49.1167,UP,1
2010-09-03,42.7178,42.0844,41.9026,44.9449,49.0787,DOWN,0
2010-09-07,42.2496,42.6352,42.0183,44.8441,49.0382,DOWN,0
2010-09-08,42.0017,42.0844,42.2221,44.7427,48.9976,DOWN,0
2010-09-09,41.7814,42.2772,42.1119,44.6518,48.9589,DOWN,0
2010-09-10,41.7539,41.9466,42.1009,44.5648,48.9192,UP,1
2010-09-13,42.1394,42.0017,41.9852,44.4959,48.8827,DOWN,0
2010-09-14,42.1119,42.1119,41.9577,44.4332,48.8433,DOWN,0
2010-09-15,41.864,42.1119,41.9301,44.3615,48.8048,UP,1
2010-09-16,43.2136,42.3322,42.2166,44.307,48.7754,DOWN,0
2010-09-17,43.0208,43.2687,42.4699,44.2404,48.7442,UP,1
2010-09-20,43.5992,43.1585,42.7619,44.1842,48.716,UP,1
2010-09-21,43.6267,43.4615,43.0649,44.1263,48.6912,UP,1
2010-09-22,43.9021,43.5992,43.4725,44.0723,48.665,DOWN,0
2010-09-23,43.3788,43.6267,43.5055,44.0007,48.6335,UP,1
2010-09-24,44.3428,43.8195,43.7699,43.9567,48.6067,DOWN,0
2010-09-27,43.4064,44.2877,43.7314,43.9181,48.5742,UP,1
2010-09-28,43.8471,43.5441,43.7754,43.884,48.5413,DOWN,0
2010-09-29,43.7369,43.5441,43.7424,43.8393,48.5066,UP,1
2010-09-30,44.0123,43.8746,43.8691,43.8124,48.4616,UP,1
2010-10-01,44.15,44.0398,43.8305,43.7683,48.4159,DOWN,0
2010-10-04,43.131,44.0674,43.7754,43.6956,48.3637,UP,1
2010-10-05,44.0398,43.3238,43.814,43.6421,48.3178,DOWN,0
2010-10-06,43.9021,44.15,43.8471,43.5871,48.2778,DOWN,0
2010-10-07,43.792,44.0674,43.803,43.5331,48.2326,DOWN,0
2010-10-08,43.7369,43.792,43.7204,43.4868,48.1893,UP,1
2010-10-11,44.1776,43.6818,43.9297,43.4543,48.1469,DOWN,0
2010-10-12,44.15,44.0398,43.9517,43.4031,48.1056,DOWN,0
2010-10-13,43.8195,44.2602,43.9352,43.3419,48.0603,DOWN,0
2010-10-14,43.8195,43.792,43.9407,43.2808,48.0173,UP,1
2010-10-15,44.2877,44.0674,44.0509,43.2213,47.9766,DOWN,0
2010-10-18,44.2602,44.2051,44.0674,43.1706,47.9371,DOWN,0
2010-10-19,43.4339,43.9848,43.9242,43.1056,47.8911,DOWN,0
2010-10-20,43.4064,43.4615,43.8415,43.0599,47.846,UP,1
2010-10-21,43.7093,43.5716,43.8195,43.0566,47.8018,DOWN,0
2010-10-22,43.4064,43.7369,43.6432,43.0505,47.756,DOWN,0
2010-10-25,43.2136,43.5441,43.4339,43.0456,47.7096,DOWN,0
2010-10-26,43.131,43.1585,43.3733,43.0522,47.6634,DOWN,0
2010-10-27,42.1945,42.828,43.131,43.0274,47.6123,UP,1
2010-10-28,42.8831,42.3322,42.9657,43.0285,47.5658,DOWN,0
2010-10-29,42.8005,42.7729,42.8445,43.0296,47.5181,UP,1
2010-11-01,43.3788,43.3513,42.8776,43.0406,47.4748,UP,1
2010-11-02,43.8471,43.6818,43.0208,43.0753,47.4308,DOWN,0
2010-11-03,43.8195,43.8195,43.3458,43.1144,47.3898,UP,1
2010-11-04,44.1776,44.1225,43.6047,43.1618,47.3532,UP,1
2010-11-05,44.3979,44.0674,43.9242,43.2147,47.3216,DOWN,0
2010-11-08,44.3153,44.3153,44.1115,43.2577,47.2868,DOWN,0
2010-11-09,43.4339,43.8746,44.0288,43.2929,47.2513,UP,1
2010-11-10,43.5165,43.4615,43.9682,43.3436,47.2172,DOWN,0
2010-11-11,42.828,43.0759,43.6983,43.3535,47.1795,DOWN,0
2010-11-12,42.7729,42.6352,43.3733,43.3728,47.141,DOWN,0
2010-11-15,42.7454,42.8005,43.0594,43.3733,47.0985,DOWN,0
2010-11-16,41.9466,42.5526,42.7619,43.3673,47.0516,UP,1
2010-11-17,42.0017,41.8916,42.4589,43.3673,47.0064,UP,1
2010-11-18,42.6627,42.4149,42.4259,43.3849,46.9652,UP,1
2010-11-19,42.7729,42.6627,42.4259,43.4053,46.9219,UP,1
2010-11-22,42.9932,42.5526,42.4755,43.4224,46.8841,DOWN,0
2010-11-23,42.4975,42.6077,42.5856,43.4301,46.8417,UP,1
2010-11-24,43.3238,42.7729,42.85,43.4593,46.8027,DOWN,0
2010-11-26,42.6903,43.0483,42.8555,43.4488,46.7592,DOWN,0
2010-11-29,42.2221,42.4699,42.7454,43.4328,46.7121,DOWN,0
2010-11-30,42.1945,41.8916,42.5856,43.4047,46.6614,UP,1
2010-12-01,43.5441,42.6077,42.7949,43.4031,46.6152,UP,1
2010-12-02,44.0949,43.5165,42.9492,43.4069,46.5732,DOWN,0
2010-12-03,43.7369,43.9021,43.1585,43.4141,46.5287,DOWN,0
2010-12-06,43.4339,43.5716,43.4009,43.3959,46.4841,UP,1
2010-12-07,43.7093,43.5992,43.7038,43.402,46.44,UP,1
2010-12-08,44.6458,43.6818,43.9242,43.4179,46.395,DOWN,0
2010-12-09,41.7814,42.4975,43.4615,43.3788,46.3369,DOWN,0
2010-12-10,41.6712,41.8089,43.0483,43.332,46.2739,UP,1
2010-12-13,42.3873,41.9466,42.839,43.2968,46.2172,DOWN,0
2010-12-14,42.3873,42.3322,42.5746,43.2819,46.1618,UP,1
2010-12-15,42.5526,41.8365,42.156,43.2521,46.1099,UP,1
2010-12-16,42.6352,42.4699,42.3267,43.2268,46.0587,UP,1
2010-12-17,43.2411,42.828,42.6407,43.2158,46.009,UP,1
2010-12-20,43.4339,43.5165,42.85,43.2097,45.9599,DOWN,0
2010-12-21,43.3513,43.489,43.0428,43.1932,45.9083,UP,1
2010-12-22,43.4339,43.2962,43.2191,43.1789,45.8574,UP,1
2010-12-23,43.5992,43.3513,43.4119,43.1745,45.8083,DOWN,0
2010-12-27,43.5441,43.4339,43.4725,43.169,45.7603,UP,1
2010-12-28,43.6543,43.5165,43.5165,43.1563,45.7121,UP,1
2010-12-29,43.9572,43.5716,43.6377,43.1502,45.6658,UP,1
2010-12-30,44.0398,43.9021,43.7589,43.1624,45.6206,DOWN,0
2010-12-31,43.6818,43.9848,43.7754,43.1679,45.5755,UP,1
2011-01-03,44.1776,43.8471,43.9021,43.1772,45.5328,DOWN,0
2011-01-04,43.9572,43.9297,43.9627,43.1882,45.485,UP,1
2011-01-05,44.2326,43.792,44.0178,43.2086,45.4412,DOWN,0
2011-01-06,44.2326,44.2051,44.0564,43.2307,45.4,DOWN,0
2011-01-07,44.2326,44.2051,44.1665,43.2714,45.3582,DOWN,0
2011-01-10,44.0949,44.0123,44.15,43.2957,45.3134,UP,1
2011-01-11,44.5356,44.0674,44.2657,43.3304,45.2757,DOWN,0
2011-01-12,44.2326,44.5907,44.2657,43.3474,45.2355,UP,1
2011-01-13,44.6733,44.15,44.3538,43.364,45.2151,UP,1
2011-01-14,45.3343,44.5356,44.5742,43.3943,45.2019,UP,1
2011-01-18,45.4445,45.0038,44.8441,43.4196,45.1892,DOWN,0
2011-01-19,45.1691,45.5271,44.9708,43.435,45.1768,UP,1
2011-01-20,45.3343,45.1691,45.1911,43.4554,45.1666,UP,1
2011-01-21,45.3894,45.6098,45.3343,43.4945,45.1567,UP,1
2011-01-24,45.472,45.3894,45.3619,43.5336,45.1429,UP,1
2011-01-25,45.4996,45.4996,45.3729,43.5871,45.1308,UP,1
2011-01-26,45.9678,45.5822,45.5326,43.651,45.1196,DOWN,0
2011-01-27,45.8576,46.0229,45.6373,43.7132,45.1049,DOWN,0
2011-01-28,45.1691,45.8301,45.5932,43.7776,45.0829,UP,1
2011-01-31,45.6373,45.1966,45.6263,43.8504,45.0636,UP,1
2011-02-01,45.8301,45.6924,45.6924,43.9137,45.0422,DOWN,0
2011-02-02,45.6648,45.6373,45.6318,43.9715,45.0187,UP,1
2011-02-03,45.7475,45.5822,45.6098,44.0266,44.996,UP,1
2011-02-04,45.9953,45.8576,45.775,44.0966,44.9731,UP,1
2011-02-07,46.1331,46.078,45.8742,44.1528,44.9496,UP,1
2011-02-08,46.5462,46.0504,46.0174,44.2299,44.9314,DOWN,0
2011-02-09,46.2432,46.3809,46.1331,44.3103,44.9146,UP,1
2011-02-10,46.3809,46.1331,46.2597,44.394,44.9023,DOWN,0
2011-02-11,45.3068,46.1331,46.122,44.4293,44.8847,DOWN,0
2011-02-14,45.1691,45.1966,45.9292,44.4508,44.8708,UP,1
2011-02-15,45.3068,45.1415,45.6814,44.4822,44.8572,DOWN,0
2011-02-16,45.2792,45.472,45.4886,44.5191,44.8431,UP,1
2011-02-17,45.3343,45.1691,45.2792,44.5516,44.8298,UP,1
2011-02-18,45.4996,45.3894,45.3178,44.5687,44.8192,DOWN,0
2011-02-22,44.4254,45.0314,45.1691,44.6215,44.7997,DOWN,0
2011-02-23,43.9297,44.3704,44.8937,44.6667,44.7794,DOWN,0
2011-02-24,43.7369,43.9297,44.5852,44.6937,44.7619,UP,1
2011-02-25,43.8195,43.8471,44.2822,44.7223,44.7434,UP,1
2011-02-28,45.0038,44.2877,44.1831,44.7714,44.7314,UP,1
2011-03-01,45.2792,45.0038,44.3538,44.8242,44.7207,DOWN,0
2011-03-02,45.114,45.1415,44.5907,44.8617,44.7042,UP,1
2011-03-03,45.4996,45.3894,44.9432,44.903,44.6903,UP,1
2011-03-04,45.6648,45.4445,45.3123,44.9493,44.6798,DOWN,0
2011-03-07,45.5271,45.6098,45.417,44.9912,44.6747,UP,1
2011-03-08,46.4911,45.7199,45.6593,45.049,44.6708,DOWN,0
2011-03-09,46.436,46.3534,45.9237,45.1068,44.6671,DOWN,0
2011-03-10,45.7199,46.2157,45.9678,45.1481,44.66,UP,1
2011-03-11,45.9127,45.4996,46.0174,45.1873,44.655,DOWN,0
2011-03-14,45.6373,45.6648,46.0394,45.2192,44.6456,DOWN,0
2011-03-15,45.3343,45.0865,45.8081,45.2523,44.6356,DOWN,0
2011-03-16,44.8937,45.1415,45.4996,45.2666,44.625,UP,1
2011-03-17,45.5547,45.3619,45.4665,45.2985,44.6126,UP,1
2011-03-18,46.1881,45.8301,45.5216,45.3376,44.6009,UP,1
2011-03-21,46.3809,46.2983,45.6703,45.3806,44.5907,UP,1
2011-03-22,46.436,46.2432,45.8907,45.4247,44.582,UP,1
2011-03-23,46.7114,46.2708,46.2542,45.477,44.5761,UP,1
2011-03-24,46.9318,46.8491,46.5297,45.5249,44.5711,DOWN,0
2011-03-25,45.9403,46.6288,46.4801,45.5591,44.5572,UP,1
2011-03-28,46.5737,45.9953,46.5186,45.5971,44.5488,UP,1
2011-03-29,46.7114,46.5186,46.5737,45.6246,44.541,DOWN,0
2011-03-30,46.3534,46.8216,46.5021,45.6428,44.5287,UP,1
2011-03-31,46.6013,46.2708,46.436,45.6714,44.5145,UP,1
2011-04-01,47.5102,46.6839,46.75,45.715,44.503,UP,1
2011-04-04,47.6479,47.4826,46.9648,45.7601,44.4935,UP,1
2011-04-05,47.6754,47.4551,47.1576,45.8042,44.4871,UP,1
2011-04-06,47.9784,47.7305,47.4826,45.8538,44.4863,DOWN,0
2011-04-07,47.6479,47.8682,47.6919,45.8874,44.4867,DOWN,0
2011-04-08,47.5102,47.758,47.6919,45.9204,44.488,UP,1
2011-04-11,48.0335,47.5102,47.7691,45.9777,44.4917,DOWN,0
2011-04-12,47.703,47.7305,47.7746,46.019,44.4948,DOWN,0
2011-04-13,46.8216,47.7856,47.5432,46.0389,44.4973,DOWN,0
2011-04-14,46.6013,46.739,47.3339,46.0576,44.4998,UP,1
2011-04-15,46.8216,46.5462,47.1962,46.0791,44.506,DOWN,0
2011-04-18,46.7665,46.5737,46.9428,46.0945,44.5136,UP,1
2011-04-19,46.8491,46.739,46.772,46.1088,44.5206,UP,1
2011-04-20,47.4551,47.1246,46.8987,46.127,44.5282,UP,1
2011-04-21,47.5102,47.5102,47.0805,46.1523,44.534,DOWN,0
2011-04-25,47.4275,47.3174,47.2017,46.1733,44.5391,UP,1
2011-04-26,47.9784,47.5652,47.4441,46.2267,44.5463,UP,1
2011-04-27,48.3364,48.0335,47.7415,46.29,44.555,DOWN,0
2011-04-28,48.2813,48.2538,47.9068,46.3495,44.5616,DOWN,0
2011-04-29,47.9233,48.2813,47.9894,46.4024,44.5685,UP,1
2011-05-02,48.0885,48.0885,48.1216,46.4575,44.5823,DOWN,0
2011-05-03,48.061,47.9784,48.1381,46.5087,44.5948,DOWN,0
2011-05-04,48.0059,48.2263,48.072,46.5803,44.605,DOWN,0
2011-05-05,47.6754,47.9233,47.9508,46.6552,44.6166,DOWN,0
2011-05-06,47.5377,47.9784,47.8737,46.7313,44.6225,UP,1
2011-05-09,48.0059,47.5102,47.8572,46.815,44.6287,UP,1
2011-05-10,48.0885,48.1161,47.8627,46.8767,44.6356,DOWN,0
2011-05-11,47.5928,48.0885,47.7801,46.923,44.6403,UP,1
2011-05-12,48.1987,47.5652,47.8847,46.9847,44.6488,DOWN,0
2011-05-13,47.9233,48.1436,47.9618,47.0331,44.6582,DOWN,0
2011-05-16,47.703,47.8407,47.9013,47.0739,44.6677,DOWN,0
2011-05-17,47.6754,47.5102,47.8186,47.1169,44.6725,UP,1
2011-05-18,48.1436,47.6754,47.9288,47.1499,44.6788,UP,1
2011-05-19,48.2813,48.3089,47.9453,47.1868,44.6859,DOWN,0
2011-05-20,48.2263,48.2538,48.0059,47.2369,44.6907,DOWN,0
2011-05-23,47.6754,47.8131,48.0004,47.2722,44.6951,DOWN,0
2011-05-24,47.1521,47.5928,47.8957,47.3025,44.6974,UP,1
2011-05-25,47.5102,47.0144,47.7691,47.346,44.7065,UP,1
2011-05-26,47.8131,47.4551,47.6754,47.4044,44.7262,DOWN,0
2011-05-27,47.5652,47.758,47.5432,47.4446,44.7455,UP,1
2011-05-31,48.364,47.8957,47.6809,47.4881,44.77,DOWN,0
2011-06-01,47.5652,48.2813,47.7635,47.5118,44.7938,DOWN,0
2011-06-02,47.4,47.5377,47.7415,47.5311,44.8136,DOWN,0
2011-06-03,46.1606,47.0419,47.411,47.5201,44.8303,DOWN,0
2011-06-06,45.8025,45.9953,47.0585,47.4975,44.8456,DOWN,0
2011-06-07,45.3894,46.0229,46.4636,47.4865,44.8584,DOWN,0
2011-06-08,45.2792,45.1966,46.0064,47.4606,44.8742,UP,1
2011-06-09,45.5822,45.3619,45.6428,47.438,44.8928,DOWN,0
2011-06-10,44.6182,45.3619,45.3343,47.4033,44.9069,DOWN,0
2011-06-13,44.4254,44.9487,45.0589,47.3598,44.9202,UP,1
2011-06-14,44.7284,44.7009,44.9267,47.3041,44.933,DOWN,0
2011-06-15,44.5356,44.4805,44.778,47.2419,44.9474,UP,1
2011-06-16,44.7559,44.5632,44.6127,47.1835,44.9662,UP,1
2011-06-17,45.472,45.0314,44.7835,47.1334,44.9819,UP,1
2011-06-20,45.4996,45.2517,44.9983,47.0904,45.0004,UP,1
2011-06-21,45.8852,45.5547,45.2297,47.0579,45.0162,UP,1
2011-06-22,45.9127,45.8025,45.5051,47.0155,45.0345,DOWN,0
2011-06-23,45.775,45.417,45.7089,46.9769,45.0534,DOWN,0
2011-06-24,45.5822,45.775,45.7309,46.9522,45.0724,UP,1
2011-06-27,46.0229,45.5822,45.8356,46.9406,45.0937,UP,1
2011-06-28,46.2708,46.0504,45.9127,46.9296,45.1144,UP,1
2011-06-29,46.4636,46.4085,46.0229,46.9235,45.1362,DOWN,0
2011-06-30,46.3258,46.5737,46.1331,46.913,45.1585,UP,1
2011-07-01,46.8216,46.2708,46.3809,46.9004,45.1765,DOWN,0
2011-07-05,44.6182,45.472,46.1,46.8425,45.1845,UP,1
2011-07-06,45.3894,44.6182,45.9237,46.8018,45.1935,UP,1
2011-07-07,46.2157,45.775,45.8742,46.7665,45.2064,DOWN,0
2011-07-08,46.0229,45.8025,45.8136,46.7202,45.217,DOWN,0
2011-07-11,45.417,45.5547,45.5326,46.663,45.2272,UP,1
2011-07-12,45.4445,45.2517,45.6979,46.6134,45.2327,UP,1
2011-07-13,45.4996,45.7199,45.7199,46.5616,45.2432,DOWN,0
2011-07-14,45.4445,45.4445,45.5657,46.5093,45.2512,DOWN,0
2011-07-15,45.3343,45.5547,45.428,46.4558,45.2591,DOWN,0
2011-07-18,44.8386,45.114,45.3123,46.3991,45.2633,UP,1
2011-07-19,45.3619,44.8937,45.2958,46.3556,45.2693,UP,1
2011-07-20,45.5547,45.4445,45.3068,46.3066,45.2814,UP,1
2011-07-21,46.0504,45.5547,45.428,46.2658,45.2915,DOWN,0
2011-07-22,45.6373,45.9678,45.4886,46.2267,45.3002,DOWN,0
2011-07-25,45.472,45.3343,45.6153,46.1722,45.3086,DOWN,0
2011-07-26,45.4445,45.5547,45.6318,46.1226,45.3171,DOWN,0
2011-07-27,44.7009,45.1966,45.461,46.0625,45.3197,DOWN,0
2011-07-28,44.453,44.5907,45.1415,45.9981,45.3212,DOWN,0
2011-07-29,44.15,44.1225,44.8441,45.9182,45.3229,DOWN,0
2011-08-01,42.9382,44.5081,44.3373,45.8114,45.3185,DOWN,0
2011-08-02,42.0844,42.5801,43.6653,45.6885,45.3075,UP,1
2011-08-03,42.4149,42.1945,43.2081,45.5833,45.2982,DOWN,0
2011-08-04,40.9,41.7814,42.4975,45.4583,45.2856,UP,1
2011-08-05,41.1479,41.2306,41.8971,45.331,45.2743,DOWN,0
2011-08-08,38.8619,40.4318,41.0818,45.152,45.2501,UP,1
2011-08-09,39.7157,39.3301,40.6081,44.995,45.2316,DOWN,0
