ticker,FRC US Equity,FRC US Equity,FRC US Equity,FRC US Equity,FRC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-07-20,32.82,32.58,32.932,32.5056,30.811,DOWN,0
2012-07-23,32.3,32.38,32.79,32.4998,30.8514,DOWN,0
2012-07-24,32.21,32.43,32.594,32.472,30.8891,DOWN,0
2012-07-25,32.21,32.29,32.486,32.4518,30.9333,UP,1
2012-07-26,32.41,32.44,32.39,32.4416,30.9702,UP,1
2012-07-27,32.57,31.9,32.34,32.4208,31.0073,DOWN,0
2012-07-30,32.42,32.52,32.364,32.4092,31.0401,UP,1
2012-07-31,32.53,32.39,32.428,32.4108,31.0773,DOWN,0
2012-08-01,32.28,32.575,32.442,32.402,31.1107,DOWN,0
2012-08-02,32.19,32.17,32.398,32.3864,31.1463,UP,1
2012-08-03,32.25,32.42,32.334,32.3756,31.1756,DOWN,0
2012-08-06,32.14,32.39,32.278,32.3594,31.2071,UP,1
2012-08-07,32.35,32.16,32.242,32.3494,31.2425,DOWN,0
2012-08-08,32.28,32.16,32.242,32.3386,31.2714,UP,1
2012-08-09,32.3,32.15,32.264,32.3486,31.2962,DOWN,0
2012-08-10,32.25,32.27,32.264,32.3656,31.3223,DOWN,0
2012-08-13,32.1,32.26,32.256,32.4054,31.3414,DOWN,0
2012-08-14,32.05,32.19,32.196,32.4558,31.3566,UP,1
2012-08-15,32.22,32.04,32.184,32.4972,31.3747,UP,1
2012-08-16,32.38,32.33,32.2,32.5196,31.3981,UP,1
2012-08-17,32.5,32.43,32.25,32.5428,31.4262,UP,1
2012-08-20,32.88,32.53,32.406,32.5642,31.4513,UP,1
2012-08-21,33.05,32.89,32.606,32.5952,31.4758,DOWN,0
2012-08-22,32.7,32.96,32.702,32.6128,31.498,DOWN,0
2012-08-23,32.32,32.55,32.69,32.6224,31.5159,UP,1
2012-08-24,32.45,32.23,32.68,32.6364,31.5334,DOWN,0
2012-08-27,32.25,32.64,32.554,32.6422,31.5556,UP,1
2012-08-28,32.31,32.21,32.406,32.6444,31.5772,UP,1
2012-08-29,32.61,32.41,32.388,32.6446,31.5983,DOWN,0
2012-08-30,32.55,32.45,32.434,32.6328,31.622,UP,1
2012-08-31,32.69,32.68,32.482,32.6326,31.6455,UP,1
2012-09-04,32.85,32.7,32.602,32.6426,31.67,DOWN,0
2012-09-05,32.85,32.79,32.71,32.651,31.6911,UP,1
2012-09-06,33.01,33.0,32.79,32.658,31.7115,UP,1
2012-09-07,33.25,33.21,32.93,32.6678,31.7362,DOWN,0
2012-09-10,32.73,33.37,32.938,32.662,31.7563,UP,1
2012-09-11,32.81,32.71,32.93,32.6462,31.7826,UP,1
2012-09-12,33.08,32.97,32.976,32.638,31.8089,DOWN,0
2012-09-13,33.04,33.04,32.982,32.6264,31.8337,UP,1
2012-09-14,33.99,32.42,33.13,32.6386,31.8618,DOWN,0
2012-09-17,33.57,33.91,33.298,32.6474,31.8878,UP,1
2012-09-18,34.0,33.6,33.536,32.6676,31.9157,DOWN,0
2012-09-19,33.9,34.08,33.7,32.6868,31.9404,UP,1
2012-09-20,34.13,33.75,33.918,32.7128,31.9623,UP,1
2012-09-21,34.66,34.44,34.052,32.7502,31.9899,DOWN,0
2012-09-24,34.54,34.52,34.246,32.7764,32.0156,DOWN,0
2012-09-25,34.43,34.55,34.332,32.8048,32.0436,DOWN,0
2012-09-26,34.35,34.4,34.422,32.828,32.0691,DOWN,0
2012-09-27,34.1,34.5,34.416,32.855,32.0947,UP,1
2012-09-28,34.46,34.05,34.376,32.8864,32.1207,DOWN,0
2012-10-01,33.37,34.5,34.142,32.8974,32.1406,UP,1
2012-10-02,33.38,33.24,33.932,32.919,32.1588,UP,1
2012-10-03,33.75,33.5,33.812,32.9498,32.1785,UP,1
2012-10-04,33.79,33.78,33.75,32.9814,32.199,UP,1
2012-10-05,33.87,33.93,33.632,33.0106,32.2181,DOWN,0
2012-10-08,33.76,33.65,33.71,33.0344,32.2375,DOWN,0
2012-10-09,33.42,33.8,33.718,33.0544,32.2504,UP,1
2012-10-10,33.57,33.67,33.682,33.0752,32.264,UP,1
2012-10-11,33.83,33.89,33.69,33.1062,32.2762,DOWN,0
2012-10-12,33.5,33.68,33.616,33.1324,32.2896,UP,1
2012-10-15,33.74,33.57,33.612,33.1622,32.3046,DOWN,0
2012-10-16,33.71,33.72,33.67,33.1936,32.3202,UP,1
2012-10-17,34.07,33.79,33.77,33.228,32.3362,DOWN,0
2012-10-18,34.0,34.04,33.804,33.2624,32.3499,DOWN,0
2012-10-19,33.75,34.0,33.854,33.2914,32.3627,UP,1
2012-10-22,34.07,34.0,33.92,33.3278,32.378,DOWN,0
2012-10-23,33.88,33.8,33.954,33.3634,32.3908,UP,1
2012-10-24,34.02,34.01,33.944,33.4028,32.4039,UP,1
2012-10-25,34.62,34.23,34.068,33.4508,32.4185,DOWN,0
2012-10-26,34.08,34.6,34.134,33.4848,32.4317,UP,1
2012-10-31,34.35,34.19,34.19,33.5218,32.4446,UP,1
2012-11-01,35.02,34.34,34.418,33.5646,32.4634,DOWN,0
2012-11-02,34.5,35.14,34.514,33.5936,32.4797,UP,1
2012-11-05,34.62,34.6,34.514,33.632,32.4972,UP,1
2012-11-06,34.95,34.6,34.688,33.6846,32.518,DOWN,0
2012-11-07,34.25,34.65,34.668,33.7206,32.5366,DOWN,0
2012-11-08,33.48,34.51,34.36,33.7452,32.5532,UP,1
2012-11-09,33.89,33.38,34.238,33.7768,32.5698,UP,1
2012-11-12,34.25,33.96,34.164,33.8096,32.5914,DOWN,0
2012-11-13,33.81,34.05,33.936,33.8348,32.6106,DOWN,0
2012-11-14,33.31,34.0,33.748,33.8472,32.6281,DOWN,0
2012-11-15,32.94,33.59,33.64,33.849,32.6428,UP,1
2012-11-16,33.0,32.82,33.462,33.852,32.6553,UP,1
2012-11-19,33.7,33.3,33.352,33.8658,32.6719,DOWN,0
2012-11-20,33.56,33.72,33.302,33.872,32.6847,UP,1
2012-11-21,33.78,34.07,33.396,33.893,32.6978,UP,1
2012-11-23,34.2,33.79,33.648,33.9208,32.7126,DOWN,0
2012-11-26,34.0,34.22,33.848,33.9392,32.7256,DOWN,0
2012-11-27,33.6,33.87,33.828,33.9504,32.7378,DOWN,0
2012-11-28,33.4,33.38,33.796,33.9386,32.7506,UP,1
2012-11-29,33.5,33.38,33.74,33.9372,32.7623,UP,1
2012-11-30,33.82,33.39,33.664,33.9336,32.7761,DOWN,0
2012-12-03,33.49,33.6,33.562,33.9254,32.7867,DOWN,0
2012-12-04,32.96,32.66,33.434,33.902,32.7918,UP,1
2012-12-05,33.45,33.01,33.444,33.8778,32.7967,DOWN,0
2012-12-06,33.15,33.27,33.374,33.85,32.8012,DOWN,0
2012-12-07,33.01,33.31,33.212,33.8216,32.8061,DOWN,0
2012-12-10,32.63,33.02,33.04,33.7872,32.8084,UP,1
2012-12-11,32.7,32.75,32.988,33.7592,32.812,DOWN,0
2012-12-12,32.0,32.0,32.698,33.71,32.813,UP,1
2012-12-13,32.02,31.95,32.472,33.683,32.8212,DOWN,0
2012-12-14,32.02,32.08,32.274,33.6558,32.8314,UP,1
2012-12-17,32.92,32.15,32.332,33.6392,32.8457,UP,1
2012-12-18,33.57,32.92,32.506,33.6348,32.8635,DOWN,0
2012-12-19,33.31,33.65,32.768,33.6236,32.8802,UP,1
2012-12-20,33.38,33.29,33.04,33.616,32.8988,DOWN,0
2012-12-21,33.12,33.04,33.26,33.61,32.9138,DOWN,0
2012-12-24,32.96,33.16,33.268,33.5978,32.9284,DOWN,0
2012-12-26,32.74,33.0,33.102,33.576,32.9392,DOWN,0
2012-12-27,32.6,32.75,32.96,33.558,32.9497,UP,1
2012-12-28,32.64,32.34,32.812,33.536,32.9562,UP,1
2012-12-31,32.78,32.58,32.744,33.5174,32.9636,UP,1
2013-01-02,33.15,33.41,32.782,33.499,32.9713,UP,1
2013-01-03,33.69,33.2,32.972,33.4928,32.9806,UP,1
2013-01-04,34.79,34.13,33.41,33.5136,32.9947,DOWN,0
2013-01-07,34.47,34.67,33.776,33.5216,33.0074,UP,1
2013-01-08,34.95,34.53,34.21,33.543,33.0238,DOWN,0
2013-01-09,34.35,34.96,34.45,33.5496,33.0381,UP,1
2013-01-10,34.49,34.48,34.61,33.547,33.0505,UP,1
2013-01-11,34.66,34.55,34.584,33.5586,33.0623,DOWN,0
2013-01-14,34.65,34.55,34.62,33.5646,33.0703,DOWN,0
2013-01-15,34.54,34.49,34.538,33.555,33.0746,UP,1
2013-01-16,35.6,34.94,34.788,33.577,33.0865,UP,1
2013-01-17,35.87,36.06,35.064,33.602,33.1012,UP,1
2013-01-18,35.89,35.86,35.31,33.6208,33.1152,UP,1
2013-01-22,36.08,35.83,35.596,33.6574,33.1282,DOWN,0
2013-01-23,35.94,35.95,35.876,33.7066,33.1436,DOWN,0
2013-01-24,35.6,35.99,35.876,33.7408,33.1582,DOWN,0
2013-01-25,35.34,35.65,35.77,33.7626,33.1741,UP,1
2013-01-28,35.35,35.48,35.662,33.7934,33.1918,UP,1
2013-01-29,35.42,35.44,35.53,33.8356,33.2062,UP,1
2013-01-30,35.58,35.41,35.458,33.8884,33.2193,UP,1
2013-01-31,35.69,35.59,35.476,33.9422,33.2368,UP,1
2013-02-01,36.3,35.81,35.668,33.9942,33.2557,DOWN,0
2013-02-04,36.15,35.99,35.828,34.046,33.2689,UP,1
2013-02-05,36.73,36.15,36.09,34.105,33.2876,UP,1
2013-02-06,37.09,36.49,36.392,34.1628,33.3067,DOWN,0
2013-02-07,36.81,37.0,36.616,34.219,33.3255,UP,1
2013-02-08,36.93,36.78,36.742,34.2856,33.3468,UP,1
2013-02-11,37.26,36.94,36.964,34.3628,33.3683,DOWN,0
2013-02-12,37.19,37.23,37.056,34.4366,33.3872,DOWN,0
2013-02-13,37.17,37.26,37.072,34.5036,33.4063,UP,1
2013-02-14,37.24,37.18,37.158,34.5786,33.4243,DOWN,0
2013-02-15,37.11,37.09,37.194,34.6616,33.4447,DOWN,0
2013-02-19,37.05,37.18,37.152,34.7336,33.4624,DOWN,0
2013-02-20,36.68,37.11,37.05,34.8042,33.4788,DOWN,0
2013-02-21,36.4,36.75,36.896,34.872,33.495,UP,1
2013-02-22,36.91,36.56,36.83,34.9576,33.5158,DOWN,0
2013-02-25,36.06,37.0,36.62,35.0248,33.5327,UP,1
2013-02-26,36.42,36.16,36.494,35.1132,33.5516,UP,1
2013-02-27,36.45,36.32,36.448,35.2018,33.572,DOWN,0
2013-02-28,36.45,36.36,36.458,35.2904,33.5913,UP,1
2013-03-01,36.86,36.37,36.448,35.3692,33.6075,UP,1
2013-03-04,37.01,36.79,36.638,35.438,33.6265,UP,1
2013-03-05,37.17,37.08,36.788,35.5152,33.6477,UP,1
2013-03-06,37.39,37.31,36.976,35.5954,33.6666,UP,1
2013-03-07,37.86,37.36,37.258,35.6902,33.691,UP,1
2013-03-08,38.43,38.04,37.572,35.7996,33.7209,DOWN,0
2013-03-11,37.9,38.43,37.75,35.9028,33.7468,DOWN,0
2013-03-12,37.82,37.95,37.88,36.0072,33.771,UP,1
2013-03-13,37.92,37.93,37.986,36.1128,33.7966,UP,1
2013-03-14,38.09,38.01,38.032,36.219,33.8224,DOWN,0
2013-03-15,38.09,38.06,37.964,36.3178,33.8485,DOWN,0
2013-03-18,37.75,37.75,37.934,36.399,33.8732,UP,1
2013-03-19,37.89,37.74,37.948,36.461,33.9037,UP,1
2013-03-20,38.06,38.01,37.976,36.5328,33.937,UP,1
2013-03-21,38.1,37.94,37.978,36.5958,33.9769,UP,1
2013-03-22,38.16,38.1,37.992,36.672,34.0201,UP,1
2013-03-25,38.43,38.33,38.128,36.7508,34.0615,DOWN,0
2013-03-26,38.4,38.6,38.23,36.8256,34.0972,UP,1
2013-03-27,38.49,38.28,38.316,36.9024,34.1329,UP,1
2013-03-28,38.62,38.44,38.42,36.984,34.167,DOWN,0
2013-04-01,37.87,38.51,38.362,37.0294,34.1988,DOWN,0
2013-04-02,37.73,38.07,38.222,37.0666,34.2284,DOWN,0
2013-04-03,37.42,37.72,38.026,37.0972,34.2563,DOWN,0
2013-04-04,37.4,37.36,37.808,37.1236,34.2845,UP,1
2013-04-05,37.49,37.01,37.582,37.1546,34.3121,UP,1
2013-04-08,37.79,37.52,37.566,37.1984,34.3401,UP,1
2013-04-09,39.47,38.62,37.914,37.281,34.3744,UP,1
2013-04-10,39.84,39.73,38.398,37.3708,34.408,UP,1
2013-04-11,40.03,39.81,38.924,37.463,34.4446,DOWN,0
2013-04-12,40.0,39.81,39.426,37.5514,34.4828,DOWN,0
2013-04-15,38.22,39.94,39.512,37.602,34.5118,DOWN,0
2013-04-16,37.84,38.4,39.186,37.6328,34.5377,DOWN,0
2013-04-17,36.78,37.8,38.574,37.6454,34.5578,DOWN,0
2013-04-18,36.69,36.91,37.906,37.6446,34.5761,UP,1
2013-04-19,36.89,36.81,37.284,37.6406,34.5926,UP,1
2013-04-22,37.03,36.93,37.046,37.645,34.6103,UP,1
2013-04-23,37.59,37.18,36.996,37.6582,34.6301,UP,1
2013-04-24,37.6,37.6,37.16,37.665,34.6512,UP,1
2013-04-25,37.79,37.71,37.38,37.677,34.6745,DOWN,0
2013-04-26,37.5,37.79,37.502,37.6836,34.6971,UP,1
2013-04-29,37.52,37.5,37.6,37.6892,34.72,UP,1
2013-04-30,37.98,37.45,37.678,37.7066,34.7457,DOWN,0
2013-05-01,37.41,37.88,37.64,37.7138,34.7688,UP,1
2013-05-02,37.99,37.48,37.68,37.74,34.7926,UP,1
2013-05-03,38.22,38.33,37.824,37.7764,34.8187,UP,1
2013-05-06,38.3,38.29,37.98,37.8042,34.8442,UP,1
2013-05-07,38.94,38.5,38.172,37.8618,34.8752,UP,1
2013-05-08,39.09,38.84,38.508,37.9152,34.9062,UP,1
2013-05-09,39.34,39.08,38.778,37.973,34.9388,UP,1
2013-05-10,39.38,39.37,39.01,38.0316,34.9742,UP,1
2013-05-13,39.49,39.24,39.248,38.0842,35.0106,UP,1
2013-05-14,39.84,39.37,39.428,38.1408,35.0488,UP,1
2013-05-15,40.03,39.83,39.616,38.198,35.0869,DOWN,0
2013-05-16,39.81,40.03,39.71,38.2464,35.1231,DOWN,0
2013-05-17,39.74,39.97,39.782,38.284,35.1597,UP,1
2013-05-20,39.93,39.86,39.87,38.314,35.1967,DOWN,0
2013-05-21,39.01,39.41,39.704,38.3362,35.2303,DOWN,0
2013-05-22,38.54,38.97,39.406,38.3506,35.2621,DOWN,0
2013-05-23,38.26,38.47,39.096,38.3574,35.2921,UP,1
2013-05-24,38.58,38.2,38.864,38.3672,35.3243,DOWN,0
2013-05-28,38.37,38.98,38.552,38.3728,35.3544,DOWN,0
2013-05-29,37.54,38.27,38.258,38.3686,35.3807,UP,1
2013-05-30,37.71,37.54,38.092,38.365,35.4078,DOWN,0
2013-05-31,37.16,37.67,37.872,38.347,35.4323,UP,1
2013-06-03,37.6,37.31,37.676,38.337,35.4598,DOWN,0
2013-06-04,36.9,37.73,37.382,38.3118,35.484,UP,1
2013-06-05,37.43,36.78,37.36,38.2918,35.5101,UP,1
2013-06-06,37.94,37.55,37.406,38.2826,35.5379,UP,1
2013-06-07,38.37,38.1,37.648,38.2802,35.5672,UP,1
2013-06-10,38.7,38.4,37.868,38.2818,35.5963,DOWN,0
2013-06-11,38.06,38.44,38.1,38.2856,35.6214,UP,1
2013-06-12,38.24,38.56,38.262,38.2958,35.6491,UP,1
2013-06-13,38.73,38.17,38.42,38.322,35.6811,DOWN,0
2013-06-14,38.56,38.8,38.458,38.3452,35.7117,UP,1
2013-06-17,38.74,38.76,38.466,38.3702,35.7442,DOWN,0
2013-06-18,38.51,38.68,38.556,38.3846,35.7751,DOWN,0
2013-06-19,38.09,38.49,38.526,38.357,35.8025,DOWN,0
2013-06-20,37.7,37.78,38.32,38.3142,35.8283,UP,1
2013-06-21,37.85,37.98,38.178,38.2706,35.8541,DOWN,0
2013-06-24,37.37,37.78,37.904,38.218,35.8767,UP,1
2013-06-25,37.87,37.76,37.776,38.211,35.9018,UP,1
2013-06-26,37.9,38.16,37.738,38.2122,35.9262,UP,1
2013-06-27,38.44,38.12,37.886,38.2454,35.9522,UP,1
2013-06-28,38.48,38.44,38.012,38.2812,35.9809,UP,1
2013-07-01,38.76,38.73,38.29,38.3186,36.0107,UP,1
2013-07-02,39.41,38.54,38.598,38.3662,36.0423,DOWN,0
2013-07-03,39.11,39.51,38.84,38.3966,36.0727,DOWN,0
2013-07-05,38.38,39.3,38.828,38.4122,36.0946,UP,1
2013-07-08,39.15,38.43,38.962,38.4394,36.1225,UP,1
2013-07-09,39.64,39.45,39.138,38.4822,36.1507,DOWN,0
2013-07-10,39.55,39.64,39.166,38.5228,36.179,DOWN,0
2013-07-11,39.37,40.0,39.218,38.5506,36.2052,UP,1
2013-07-12,40.01,39.38,39.544,38.6026,36.2319,UP,1
2013-07-15,40.15,40.13,39.744,38.6458,36.26,DOWN,0
2013-07-16,39.7,40.62,39.756,38.6754,36.2863,UP,1
2013-07-17,41.8,40.03,40.206,38.7454,36.3236,UP,1
2013-07-18,43.7,42.23,41.072,38.8406,36.3716,DOWN,0
2013-07-19,43.2,43.78,41.71,38.9228,36.4153,DOWN,0
2013-07-22,42.49,43.05,42.178,38.9858,36.4609,UP,1
2013-07-23,43.11,42.2,42.86,39.0604,36.5095,DOWN,0
2013-07-24,42.98,42.94,43.096,39.1302,36.5557,DOWN,0
2013-07-25,42.94,42.93,42.944,39.1922,36.6014,DOWN,0
2013-07-26,42.61,42.75,42.826,39.2438,36.6451,DOWN,0
2013-07-29,42.11,42.56,42.75,39.2898,36.6869,UP,1
2013-07-30,42.74,42.29,42.676,39.3498,36.7335,UP,1
2013-07-31,43.19,42.74,42.718,39.415,36.7816,UP,1
2013-08-01,44.59,43.33,43.048,39.5266,36.8354,DOWN,0
2013-08-02,44.35,44.57,43.396,39.6428,36.8896,UP,1
2013-08-05,44.47,44.27,43.868,39.767,36.9433,UP,1
2013-08-06,44.51,44.32,44.222,39.8856,36.9973,UP,1
2013-08-07,44.58,44.35,44.5,40.0098,37.0498,DOWN,0
2013-08-08,44.4,44.9,44.462,40.147,37.1018,UP,1
2013-08-09,44.67,44.26,44.526,40.2862,37.1564,DOWN,0
2013-08-12,44.55,44.55,44.542,40.434,37.2088,DOWN,0
2013-08-13,44.45,44.55,44.53,40.571,37.2617,UP,1
2013-08-14,44.48,44.22,44.51,40.7226,37.314,DOWN,0
2013-08-15,44.03,44.33,44.436,40.8546,37.361,DOWN,0
2013-08-16,43.83,44.15,44.268,40.9724,37.4098,DOWN,0
2013-08-19,43.71,44.0,44.1,41.0792,37.4566,UP,1
2013-08-20,44.52,43.7,44.114,41.1956,37.5041,UP,1
2013-08-21,44.63,44.54,44.144,41.327,37.5547,UP,1
2013-08-22,45.71,44.72,44.48,41.4764,37.6102,UP,1
2013-08-23,45.91,45.82,44.896,41.62,37.665,DOWN,0
2013-08-26,45.35,45.84,45.224,41.7558,37.7205,DOWN,0
2013-08-27,43.82,44.96,45.084,41.8574,37.7722,UP,1
2013-08-28,44.21,43.89,45.0,41.9714,37.8238,UP,1
2013-08-29,44.49,44.2,44.756,42.0994,37.875,DOWN,0
2013-08-30,44.28,44.55,44.43,42.231,37.9273,UP,1
2013-09-03,44.49,44.96,44.258,42.3638,37.9832,UP,1
2013-09-04,44.95,44.64,44.484,42.5154,38.0433,UP,1
2013-09-05,45.35,44.94,44.712,42.665,38.105,DOWN,0
2013-09-06,44.9,45.43,44.794,42.805,38.161,UP,1
2013-09-09,45.36,44.9,45.01,42.9434,38.22,UP,1
2013-09-10,45.75,45.5,45.262,43.0888,38.2799,DOWN,0
2013-09-11,45.53,45.47,45.378,43.2242,38.3365,DOWN,0
2013-09-12,45.21,45.55,45.35,43.3402,38.3926,UP,1
2013-09-13,45.55,45.16,45.48,43.469,38.4523,UP,1
2013-09-16,46.0,46.05,45.608,43.6214,38.5153,UP,1
2013-09-17,46.78,46.41,45.814,43.774,38.5817,UP,1
2013-09-18,46.9,46.86,46.088,43.9192,38.6471,DOWN,0
2013-09-19,46.0,46.93,46.246,44.0482,38.7097,UP,1
2013-09-20,47.03,46.07,46.542,44.2014,38.78,DOWN,0
2013-09-23,46.68,46.87,46.678,44.3348,38.8462,UP,1
2013-09-24,47.05,46.66,46.732,44.4728,38.9157,DOWN,0
2013-09-25,46.76,47.04,46.704,44.614,38.9844,DOWN,0
2013-09-26,46.65,46.77,46.834,44.711,39.0545,UP,1
2013-09-27,46.72,46.46,46.772,44.7714,39.1246,DOWN,0
2013-09-30,46.63,46.33,46.762,44.84,39.1978,UP,1
2013-10-01,47.29,46.66,46.81,44.936,39.2741,DOWN,0
2013-10-02,47.04,47.03,46.866,45.0146,39.3492,DOWN,0
2013-10-03,46.6,47.02,46.856,45.087,39.4176,UP,1
2013-10-04,47.0,46.59,46.912,45.1682,39.4848,DOWN,0
2013-10-07,46.57,46.86,46.9,45.2474,39.5511,DOWN,0
2013-10-08,45.84,46.75,46.61,45.322,39.6134,UP,1
2013-10-09,46.13,45.86,46.428,45.3898,39.6784,UP,1
2013-10-10,47.01,46.74,46.51,45.4662,39.7487,UP,1
2013-10-11,47.64,46.8,46.638,45.5272,39.8232,UP,1
2013-10-14,47.68,47.19,46.86,45.5938,39.8986,DOWN,0
2013-10-15,47.38,47.01,47.168,45.652,39.9723,UP,1
2013-10-16,48.4,46.93,47.622,45.7298,40.0504,UP,1
2013-10-17,49.35,48.34,48.09,45.8252,40.1314,UP,1
2013-10-18,49.78,49.84,48.518,45.9328,40.2118,UP,1
2013-10-21,50.4,49.75,49.062,46.0474,40.2899,DOWN,0
2013-10-22,50.12,50.22,49.61,46.1588,40.3681,DOWN,0
2013-10-23,49.88,49.65,49.906,46.2674,40.4428,UP,1
2013-10-24,50.54,49.86,50.144,46.3886,40.5237,UP,1
2013-10-25,50.97,50.71,50.382,46.5274,40.6061,UP,1
2013-10-28,51.64,50.88,50.63,46.6836,40.691,DOWN,0
2013-10-29,51.55,51.65,50.916,46.8404,40.7755,DOWN,0
2013-10-30,51.37,51.58,51.214,46.9774,40.8597,DOWN,0
2013-10-31,51.07,51.2,51.32,47.1062,40.937,DOWN,0
2013-11-01,50.66,51.0,51.258,47.2052,41.011,DOWN,0
2013-11-04,50.36,50.62,51.002,47.2942,41.0833,DOWN,0
2013-11-05,50.22,50.06,50.736,47.3916,41.154,UP,1
2013-11-06,50.46,50.5,50.554,47.5244,41.2266,DOWN,0
2013-11-07,49.92,50.55,50.324,47.6386,41.2982,UP,1
2013-11-08,50.99,49.93,50.39,47.7686,41.3765,DOWN,0
2013-11-11,50.43,50.98,50.404,47.8916,41.4519,DOWN,0
2013-11-12,49.79,50.25,50.318,47.9976,41.5237,DOWN,0
2013-11-13,49.41,49.63,50.108,48.0868,41.5929,UP,1
2013-11-14,49.73,49.59,50.07,48.1744,41.6631,DOWN,0
2013-11-15,49.41,49.94,49.754,48.2646,41.7286,DOWN,0
2013-11-18,49.23,49.42,49.514,48.342,41.794,DOWN,0
2013-11-19,48.38,49.15,49.232,48.3946,41.8523,UP,1
2013-11-20,49.4,48.81,49.23,48.472,41.9138,UP,1
2013-11-21,50.74,49.52,49.432,48.5826,41.9835,UP,1
2013-11-22,51.08,50.87,49.766,48.6932,42.0542,DOWN,0
2013-11-25,51.06,51.19,50.132,48.7944,42.1232,DOWN,0
2013-11-26,50.95,51.05,50.646,48.8778,42.192,UP,1
2013-11-27,51.41,51.09,51.048,48.968,42.2632,DOWN,0
2013-11-29,51.1,51.37,51.12,49.07,42.3325,UP,1
2013-12-02,51.42,51.05,51.188,49.1578,42.4041,DOWN,0
2013-12-03,50.3,51.36,51.036,49.2302,42.4703,UP,1
2013-12-04,50.37,50.23,50.92,49.2966,42.5388,DOWN,0
2013-12-05,50.15,50.21,50.668,49.3644,42.6075,UP,1
2013-12-06,50.93,50.65,50.634,49.45,42.6776,UP,1
2013-12-09,51.13,51.11,50.576,49.5382,42.753,DOWN,0
2013-12-10,50.9,50.98,50.696,49.6236,42.8254,DOWN,0
2013-12-11,50.71,50.94,50.764,49.692,42.8967,UP,1
2013-12-12,51.01,50.64,50.936,49.7714,42.9695,DOWN,0
2013-12-13,50.92,51.06,50.934,49.8578,43.0398,UP,1
2013-12-16,51.53,50.94,51.014,49.9484,43.1124,DOWN,0
2013-12-17,51.03,51.73,51.04,50.0376,43.1817,UP,1
2013-12-18,51.88,51.14,51.274,50.1584,43.2541,DOWN,0
2013-12-19,51.52,51.72,51.376,50.2662,43.3224,UP,1
2013-12-20,52.06,51.72,51.604,50.3672,43.3906,UP,1
2013-12-23,52.4,52.35,51.778,50.4624,43.4631,UP,1
2013-12-24,52.5,52.7,52.072,50.5588,43.5365,DOWN,0
2013-12-26,52.31,52.53,52.158,50.6574,43.6084,UP,1
2013-12-27,52.72,52.79,52.398,50.7438,43.6816,DOWN,0
2013-12-30,52.35,52.68,52.456,50.8038,43.7529,DOWN,0
2013-12-31,52.35,52.34,52.446,50.8552,43.8259,DOWN,0
2014-01-02,51.38,52.35,52.222,50.8748,43.8933,UP,1
2014-01-03,51.57,51.36,52.074,50.9038,43.9609,DOWN,0
2014-01-06,51.32,50.59,51.794,50.9326,44.027,DOWN,0
2014-01-07,50.67,50.61,51.458,50.9352,44.0895,UP,1
2014-01-08,51.08,50.79,51.204,50.9374,44.1528,UP,1
2014-01-09,51.5,51.33,51.228,50.9346,44.2183,UP,1
2014-01-10,51.98,51.67,51.31,50.9432,44.2857,DOWN,0
2014-01-13,51.57,51.97,51.36,50.9472,44.3505,UP,1
2014-01-14,51.62,51.63,51.55,50.9582,44.4192,UP,1
2014-01-15,52.17,51.77,51.768,50.9884,44.4914,DOWN,0
2014-01-16,51.69,52.0,51.806,51.015,44.5628,DOWN,0
2014-01-17,51.22,51.72,51.654,51.035,44.6319,UP,1
2014-01-21,51.83,51.21,51.706,51.0624,44.7036,UP,1
2014-01-22,52.1,51.83,51.802,51.106,44.7751,DOWN,0
2014-01-23,51.53,51.92,51.674,51.1168,44.8354,DOWN,0
2014-01-24,50.71,51.42,51.478,51.1224,44.8898,DOWN,0
2014-01-27,49.34,50.7,51.102,51.1134,44.9363,UP,1
2014-01-28,49.45,49.45,50.626,51.1142,44.9836,DOWN,0
2014-01-29,48.96,49.01,49.998,51.0988,45.0373,UP,1
2014-01-30,49.43,49.39,49.578,51.0992,45.0952,DOWN,0
2014-01-31,48.53,48.81,49.142,51.0852,45.154,DOWN,0
2014-02-03,47.65,48.54,48.804,51.0706,45.2088,UP,1
2014-02-04,49.0,48.44,48.714,51.0626,45.2693,DOWN,0
2014-02-05,48.56,48.94,48.634,51.019,45.327,UP,1
2014-02-06,49.17,48.62,48.582,50.9808,45.3849,UP,1
2014-02-07,49.39,49.27,48.754,50.9474,45.4438,DOWN,0
2014-02-10,49.37,49.34,49.098,50.9158,45.5017,UP,1
2014-02-11,50.17,49.37,49.332,50.891,45.5651,DOWN,0
2014-02-12,49.8,50.23,49.58,50.865,45.6265,DOWN,0
2014-02-13,49.44,49.46,49.634,50.8254,45.6838,UP,1
2014-02-14,50.28,49.51,49.812,50.825,45.7481,UP,1
2014-02-18,50.85,50.25,50.108,50.8346,45.8124,DOWN,0
2014-02-19,49.64,50.78,50.002,50.8244,45.8695,UP,1
2014-02-20,49.91,49.67,50.024,50.804,45.9276,UP,1
2014-02-21,50.45,49.94,50.226,50.7904,45.9851,UP,1
2014-02-24,51.64,50.56,50.498,50.8052,46.0479,DOWN,0
2014-02-25,51.15,51.56,50.558,50.814,46.1069,UP,1
