ticker,DLTR US Equity,DLTR US Equity,DLTR US Equity,DLTR US Equity,DLTR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-03-06,45.71,45.9,37.8206,45.342,42.904,UP,1
2012-03-07,45.825,45.96,37.8934,45.656,43.0039,UP,1
2012-03-08,46.285,46.11,37.9694,45.837,43.097,UP,1
2012-03-09,46.56,46.355,38.0472,46.087,43.1848,UP,1
2012-03-12,46.67,46.635,38.1263,46.21,43.2792,UP,1
2012-03-13,46.75,47.095,38.2026,46.418,43.3736,UP,1
2012-03-14,47.08,46.75,38.28,46.669,43.4841,DOWN,0
2012-03-15,46.755,47.07,38.3544,46.763,43.5949,DOWN,0
2012-03-16,46.64,46.865,38.4309,46.779,43.7017,UP,1
2012-03-19,46.845,46.725,38.5101,46.814,43.8085,UP,1
2012-03-20,47.095,46.53,38.5915,46.883,43.9247,UP,1
2012-03-21,47.365,47.1,38.6746,46.94,44.0397,UP,1
2012-03-22,47.52,47.2,38.7555,47.093,44.1631,DOWN,0
2012-03-23,47.37,47.44,38.8372,47.239,44.2904,UP,1
2012-03-26,47.91,47.53,38.9207,47.452,44.4188,DOWN,0
2012-03-27,47.825,48.0,39.0055,47.598,44.5478,DOWN,0
2012-03-28,47.3,47.72,39.0861,47.585,44.6542,DOWN,0
2012-03-29,47.225,47.1,39.1644,47.526,44.7435,UP,1
2012-03-30,47.245,47.47,39.2438,47.501,44.83,UP,1
2012-04-02,47.48,47.29,39.3244,47.415,44.935,UP,1
2012-04-03,47.875,47.45,39.4071,47.425,45.0346,DOWN,0
2012-04-04,47.28,47.625,39.4831,47.421,45.1204,UP,1
2012-04-05,48.075,47.055,39.5597,47.591,45.2285,DOWN,0
2012-04-09,47.66,47.73,39.6348,47.674,45.3451,DOWN,0
2012-04-10,46.695,47.495,39.7034,47.517,45.4326,UP,1
2012-04-11,47.3725,46.905,39.7771,47.4165,45.5304,UP,1
2012-04-12,47.955,47.43,39.8517,47.5515,45.6415,UP,1
2012-04-13,48.01,47.745,39.9243,47.5385,45.7449,UP,1
2012-04-16,48.285,48.12,39.9978,47.6635,45.8503,UP,1
2012-04-17,49.105,48.495,40.0768,48.1455,45.9759,UP,1
2012-04-18,49.27,49.055,40.1526,48.525,46.103,DOWN,0
2012-04-19,49.2075,49.195,40.2256,48.7755,46.2269,UP,1
2012-04-20,49.775,49.25,40.3006,49.1285,46.3696,DOWN,0
2012-04-23,49.445,49.55,40.3723,49.3605,46.4895,DOWN,0
2012-04-24,48.375,49.18,40.4394,49.2145,46.5887,UP,1
2012-04-25,49.42,48.75,40.5125,49.2445,46.6999,UP,1
2012-04-26,49.965,49.435,40.5893,49.396,46.8142,UP,1
2012-04-27,50.975,50.25,40.6712,49.636,46.9568,DOWN,0
2012-04-30,50.83,51.045,40.7531,49.913,47.0958,UP,1
2012-05-01,51.025,50.935,40.8361,50.443,47.2228,UP,1
2012-05-02,51.94,51.075,40.927,50.947,47.3815,DOWN,0
2012-05-03,51.69,52.0,41.0131,51.292,47.5417,DOWN,0
2012-05-04,50.9365,51.32,41.0965,51.2843,47.6798,UP,1
2012-05-07,51.425,50.735,41.1818,51.4033,47.8301,DOWN,0
2012-05-08,50.8,51.425,41.2639,51.3583,47.9621,UP,1
2012-05-09,50.935,50.615,41.3499,51.1573,48.0956,UP,1
2012-05-10,51.125,51.21,41.4376,51.0443,48.233,UP,1
2012-05-11,51.355,51.01,41.5271,51.128,48.3525,DOWN,0
2012-05-14,49.86,50.985,41.6101,50.815,48.4435,UP,1
2012-05-15,50.56,50.09,41.6974,50.767,48.5336,UP,1
2012-05-16,50.65,50.79,41.784,50.71,48.6324,DOWN,0
2012-05-17,47.565,48.6,41.8597,49.998,48.6672,UP,1
2012-05-18,47.595,47.61,41.9323,49.246,48.6934,UP,1
2012-05-21,48.445,47.64,42.0157,48.963,48.7311,UP,1
2012-05-22,49.055,48.595,42.1039,48.662,48.7788,UP,1
2012-05-23,49.665,48.76,42.1998,48.465,48.8371,UP,1
2012-05-24,50.855,49.895,42.2924,49.123,48.9126,UP,1
2012-05-25,51.1,50.975,42.3896,49.824,48.9995,DOWN,0
2012-05-29,51.1,51.5,42.4816,50.355,49.0887,UP,1
2012-05-30,51.34,50.895,42.5714,50.812,49.1786,UP,1
2012-05-31,51.59,51.255,42.6595,51.197,49.2685,DOWN,0
2012-06-01,49.97,51.185,42.7356,51.02,49.3206,UP,1
2012-06-04,50.995,49.855,42.8244,50.999,49.3901,DOWN,0
2012-06-05,50.57,50.87,42.9134,50.893,49.4541,UP,1
2012-06-06,52.4,51.02,43.0132,51.105,49.5439,UP,1
2012-06-07,52.415,52.66,43.1129,51.27,49.6357,UP,1
2012-06-08,53.36,52.425,43.2134,51.948,49.7569,DOWN,0
2012-06-11,52.865,53.71,43.3073,52.322,49.8697,UP,1
2012-06-12,53.575,53.17,43.4061,52.923,49.9963,DOWN,0
2012-06-13,53.265,53.555,43.4962,53.096,50.112,UP,1
2012-06-14,53.955,53.33,43.5815,53.404,50.2336,UP,1
2012-06-15,55.17,54.03,43.6739,53.766,50.3914,UP,1
2012-06-18,56.34,55.275,43.7771,54.461,50.5567,UP,1
2012-06-19,56.745,56.515,43.8813,55.095,50.7384,DOWN,0
2012-06-20,55.57,56.785,43.9812,55.556,50.9159,DOWN,0
2012-06-21,54.13,55.81,44.0714,55.591,51.0511,UP,1
2012-06-22,54.77,54.325,44.1652,55.511,51.1874,DOWN,0
2012-06-25,54.77,54.515,44.2611,55.197,51.3226,UP,1
2012-06-26,55.49,54.78,44.3628,54.946,51.4667,DOWN,0
2012-06-27,53.48,55.59,44.4507,54.528,51.5542,DOWN,0
2012-06-28,52.18,52.4,44.5316,54.138,51.6124,UP,1
2012-06-29,53.8,53.33,44.6137,53.944,51.7042,DOWN,0
