ticker,CSGP US Equity,CSGP US Equity,CSGP US Equity,CSGP US Equity,CSGP US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2012-09-21,8.104,8.15,7.1447,8.2438,8.1783,8.154
2012-09-24,8.154,8.063,7.1525,8.2132,8.1818,8.126
2012-09-25,8.126,8.176,7.1609,8.1762,8.1854,8.136
2012-09-26,8.136,8.132,7.1681,8.1356,8.1879,8.259
2012-09-27,8.259,8.172,7.1768,8.1558,8.1929,8.154
2012-09-28,8.154,8.217,7.1853,8.1658,8.1974,8.24
2012-10-01,8.24,8.207,7.1952,8.183,8.2049,8.331
2012-10-02,8.331,8.267,7.2049,8.224,8.216,8.363
2012-10-03,8.363,8.348,7.2144,8.2694,8.2262,8.368
2012-10-04,8.368,8.416,7.2235,8.2912,8.2364,8.351
2012-10-05,8.351,8.386,7.2311,8.3306,8.239,8.287
2012-10-08,8.287,8.332,7.2393,8.34,8.234,8.17
2012-10-09,8.17,8.27,7.2469,8.3078,8.2291,8.186
2012-10-10,8.186,8.171,7.2543,8.2724,8.2277,8.234
2012-10-11,8.234,8.239,7.2621,8.2456,8.2326,8.14
2012-10-12,8.14,8.235,7.2699,8.2034,8.2368,8.139
2012-10-15,8.139,8.136,7.2772,8.1738,8.2343,8.216
2012-10-16,8.216,8.203,7.2849,8.183,8.2332,8.2
2012-10-17,8.2,8.211,7.2929,8.1858,8.2326,8.096
2012-10-18,8.096,8.182,7.3015,8.1582,8.2281,7.747
2012-10-19,7.747,8.041,7.3086,8.0796,8.2166,7.733
2012-10-22,7.733,7.752,7.3161,7.9984,8.2051,7.772
2012-10-23,7.772,7.691,7.3243,7.9096,8.1935,7.835
2012-10-24,7.835,7.779,7.3324,7.8366,8.1837,8.314
2012-10-25,8.314,8.0,7.3431,7.8802,8.1816,8.449
2012-10-26,8.449,8.294,7.3543,8.0206,8.1869,8.29
2012-10-31,8.29,8.451,7.365,8.132,8.1874,8.322
2012-11-01,8.322,8.294,7.3759,8.242,8.1871,8.1
2012-11-02,8.1,8.334,7.3853,8.295,8.1832,8.111
2012-11-05,8.111,8.1,7.3951,8.2544,8.1786,8.238
2012-11-06,8.238,8.152,7.406,8.2122,8.1783,8.037
2012-11-07,8.037,8.163,7.416,8.1616,8.1784,7.891
2012-11-08,7.891,8.027,7.4254,8.0754,8.1739,7.795
2012-11-09,7.795,7.842,7.4344,8.0144,8.1668,7.852
2012-11-12,7.852,7.823,7.4436,7.9626,8.1615,7.857
2012-11-13,7.857,7.794,7.4527,7.8864,8.1567,7.706
2012-11-14,7.706,7.876,7.4612,7.8202,8.1483,7.853
2012-11-15,7.853,7.685,7.4721,7.8126,8.1405,7.821
2012-11-16,7.821,7.818,7.4828,7.8178,8.1332,8.194
2012-11-19,8.194,7.902,7.4952,7.8862,8.1321,8.343
2012-11-20,8.343,8.159,7.5073,7.9834,8.1345,8.377
2012-11-21,8.377,8.358,7.5202,8.1176,8.1373,8.484
2012-11-23,8.484,8.4,7.5336,8.2438,8.1438,8.71
2012-11-26,8.71,8.529,7.5482,8.4216,8.1555,8.538
2012-11-27,8.538,8.728,7.5619,8.4904,8.1616,8.675
2012-11-28,8.675,8.51,7.5764,8.5568,8.1683,8.69
2012-11-29,8.69,8.758,7.5905,8.6194,8.1759,8.686
2012-11-30,8.686,8.727,7.6045,8.6598,8.1834,8.61
2012-12-03,8.61,8.723,7.6183,8.6398,8.1888,8.551
2012-12-04,8.551,8.633,7.6309,8.6424,8.1967,8.573
2012-12-05,8.573,8.573,7.6441,8.622,8.2061,8.498
2012-12-06,8.498,8.544,7.6571,8.5836,8.213,8.64
2012-12-07,8.64,8.519,7.6712,8.5744,8.2232,8.605
2012-12-10,8.605,8.651,7.684,8.5734,8.2326,8.725
2012-12-11,8.725,8.687,7.6973,8.6082,8.2419,8.61
2012-12-12,8.61,8.742,7.7101,8.6156,8.2511,8.618
2012-12-13,8.618,8.593,7.7228,8.6396,8.2586,8.573
2012-12-14,8.573,8.601,7.7357,8.6262,8.2635,8.659
2012-12-17,8.659,8.618,7.7485,8.637,8.2694,8.869
2012-12-18,8.869,8.648,7.7634,8.6658,8.2794,8.749
2012-12-19,8.749,8.87,7.7777,8.6936,8.2874,8.954
2012-12-20,8.954,8.744,7.793,8.7608,8.3007,8.809
2012-12-21,8.809,8.872,7.8069,8.808,8.3135,8.802
2012-12-24,8.802,8.791,7.8203,8.8366,8.3258,8.682
2012-12-26,8.682,8.797,7.8324,8.7992,8.3348,8.731
2012-12-27,8.731,8.706,7.8445,8.7956,8.3466,8.725
2012-12-28,8.725,8.674,7.8554,8.7498,8.3583,8.937
2012-12-31,8.937,8.73,7.8674,8.7754,8.3727,9.308
2013-01-02,9.308,9.148,7.8806,8.8766,8.3949,9.101
2013-01-03,9.101,9.3,7.8926,8.9604,8.415,9.142
2013-01-04,9.142,9.156,7.9046,9.0426,8.4429,9.083
2013-01-07,9.083,9.068,7.9167,9.1142,8.4699,9.068
2013-01-08,9.068,9.064,7.9284,9.1404,8.4958,9.04
2013-01-09,9.04,9.11,7.94,9.0868,8.5199,9.011
2013-01-10,9.011,9.099,7.9509,9.0688,8.5338,9.03
2013-01-11,9.03,9.029,7.9613,9.0464,8.5455,9.036
2013-01-14,9.036,9.04,7.9719,9.037,8.5604,9.0
2013-01-15,9.0,8.973,7.982,9.0234,8.5739,8.928
2013-01-16,8.928,8.959,7.9917,9.001,8.5905,8.985
2013-01-17,8.985,8.984,8.0021,8.9958,8.608,8.985
2013-01-18,8.985,8.96,8.0123,8.9868,8.6229,9.146
2013-01-22,9.146,8.969,8.0236,9.0088,8.6451,9.202
2013-01-23,9.202,9.183,8.0348,9.0492,8.6713,9.264
2013-01-24,9.264,9.198,8.0467,9.1164,8.7007,9.227
2013-01-25,9.227,9.3,8.0586,9.1648,8.7282,9.553
2013-01-28,9.553,9.214,8.0727,9.2784,8.7621,9.417
2013-01-29,9.417,9.552,8.0859,9.3326,8.7963,9.331
2013-01-30,9.331,9.38,8.0984,9.3584,8.8259,9.378
2013-01-31,9.378,9.335,8.1115,9.3812,8.857,9.559
2013-02-01,9.559,9.378,8.1253,9.4476,8.8843,9.334
2013-02-04,9.334,9.468,8.1376,9.4038,8.9042,9.62
2013-02-05,9.62,9.389,8.1496,9.4444,8.929,9.682
2013-02-06,9.682,9.553,8.1627,9.5146,8.953,9.589
2013-02-07,9.589,9.676,8.1751,9.5568,8.9706,9.622
2013-02-08,9.622,9.575,8.1879,9.5694,8.9922,9.599
2013-02-11,9.599,9.635,8.2009,9.6224,9.0107,9.645
2013-02-12,9.645,9.632,8.2132,9.6274,9.0298,9.6
2013-02-13,9.6,9.654,8.2248,9.611,9.0481,9.599
2013-02-14,9.599,9.59,8.2362,9.613,9.0679,9.614
2013-02-15,9.614,9.667,8.2478,9.6114,9.0891,9.729
2013-02-19,9.729,9.608,8.2601,9.6374,9.1123,9.618
2013-02-20,9.618,9.751,8.2725,9.632,9.1347,9.59
2013-02-21,9.59,9.599,8.2852,9.63,9.1537,9.64
2013-02-22,9.64,9.658,8.2981,9.6382,9.1744,9.734
2013-02-25,9.734,9.694,8.3115,9.6622,9.1945,9.603
2013-02-26,9.603,9.781,8.3249,9.637,9.2144,9.742
2013-02-27,9.742,9.576,8.3394,9.6618,9.2369,10.074
2013-02-28,10.074,10.005,8.3547,9.7586,9.2669,10.341
2013-03-01,10.341,10.003,8.3714,9.8988,9.3005,10.317
2013-03-04,10.317,10.283,8.3881,10.0154,9.3295,10.432
2013-03-05,10.432,10.274,8.405,10.1812,9.3632,10.389
2013-03-06,10.389,10.442,8.4216,10.3106,9.3919,10.275
2013-03-07,10.275,10.358,8.4379,10.3508,9.4212,10.308
2013-03-08,10.308,10.32,8.4549,10.3442,9.4513,10.216
2013-03-11,10.216,10.265,8.4706,10.324,9.482,10.106
2013-03-12,10.106,10.2,8.4855,10.2588,9.5095,10.054
2013-03-13,10.054,10.099,8.4997,10.1918,9.5361,9.979
2013-03-14,9.979,10.05,8.5131,10.1326,9.5569,10.211
2013-03-15,10.211,9.976,8.5278,10.1132,9.575,10.218
2013-03-18,10.218,10.086,8.5421,10.1136,9.5973,10.133
2013-03-19,10.133,10.235,8.5559,10.119,9.6171,10.32
2013-03-20,10.32,10.167,8.5705,10.1722,9.6419,10.464
2013-03-21,10.464,10.234,8.5868,10.2692,9.6698,10.526
2013-03-22,10.526,10.5,8.6034,10.3322,9.6995,10.661
2013-03-25,10.661,10.54,8.6199,10.4208,9.7325,10.904
2013-03-26,10.904,10.691,8.6364,10.575,9.77,10.867
2013-03-27,10.867,10.824,8.6526,10.6844,9.8066,10.946
2013-03-28,10.946,10.904,8.6687,10.7808,9.8455,10.773
2013-04-01,10.773,10.922,8.6838,10.8302,9.8824,10.725
2013-04-02,10.725,10.814,8.6984,10.843,9.9172,10.6
2013-04-03,10.6,10.776,8.7129,10.7822,9.9495,10.764
2013-04-04,10.764,10.624,8.7277,10.7616,9.9819,10.774
2013-04-05,10.774,10.579,8.7424,10.7272,10.0133,10.892
2013-04-08,10.892,10.828,8.7574,10.751,10.0459,10.864
2013-04-09,10.864,10.9,8.7718,10.7788,10.0786,11.05
2013-04-10,11.05,10.867,8.7882,10.8688,10.1086,11.05
2013-04-11,11.05,11.028,8.8048,10.926,10.1412,11.018
2013-04-12,11.018,11.013,8.8212,10.9748,10.175,10.652
2013-04-15,10.652,10.96,8.8359,10.9268,10.2004,10.907
2013-04-16,10.907,10.714,8.8509,10.9354,10.2274,10.764
2013-04-17,10.764,10.835,8.8647,10.8782,10.256,10.573
2013-04-18,10.573,10.775,8.8779,10.7828,10.2751,10.731
2013-04-19,10.731,10.56,8.8909,10.7254,10.296,10.879
2013-04-22,10.879,10.741,8.9034,10.7708,10.3218,10.95
2013-04-23,10.95,10.978,8.9155,10.7794,10.3484,10.908
2013-04-24,10.908,10.91,8.9277,10.8082,10.3746,10.922
2013-04-25,10.922,10.963,8.9419,10.878,10.4001,10.725
2013-04-26,10.725,10.908,8.9549,10.8768,10.4226,10.844
2013-04-29,10.844,10.808,8.9689,10.8698,10.4475,10.841
2013-04-30,10.841,10.798,8.983,10.848,10.4721,10.617
2013-05-01,10.617,10.788,8.9966,10.7898,10.4898,10.794
2013-05-02,10.794,10.645,9.0107,10.7642,10.5133,11.077
2013-05-03,11.077,10.947,9.0263,10.8346,10.5431,11.119
2013-05-06,11.119,11.044,9.0419,10.8896,10.5727,11.269
2013-05-07,11.269,11.119,9.0582,10.9752,10.6034,11.333
2013-05-08,11.333,11.266,9.0752,11.1184,10.638,11.208
2013-05-09,11.208,11.291,9.0919,11.2012,10.6673,11.084
2013-05-10,11.084,11.241,9.1084,11.2026,10.6875,11.114
2013-05-13,11.114,11.06,9.1248,11.2016,10.7029,11.196
2013-05-14,11.196,11.203,9.1415,11.187,10.7205,11.142
2013-05-15,11.142,11.143,9.156,11.1488,10.7347,11.214
2013-05-16,11.214,11.172,9.1695,11.15,10.7512,11.557
2013-05-17,11.557,11.303,9.1851,11.2446,10.7769,11.463
2013-05-20,11.463,11.507,9.2012,11.3144,10.8,11.431
2013-05-21,11.431,11.463,9.2184,11.3614,10.8243,11.203
2013-05-22,11.203,11.412,9.2348,11.3736,10.8462,11.461
2013-05-23,11.461,11.201,9.2508,11.423,10.8743,11.365
2013-05-24,11.365,11.42,9.2662,11.3846,10.9021,11.405
2013-05-28,11.405,11.51,9.2821,11.373,10.9259,11.226
2013-05-29,11.226,11.293,9.2966,11.332,10.9461,11.28
2013-05-30,11.28,11.259,9.3114,11.3474,10.969,11.181
2013-05-31,11.181,11.194,9.3258,11.2914,10.9863,11.26
2013-06-03,11.26,11.185,9.3403,11.2704,11.0022,11.286
2013-06-04,11.286,11.245,9.3551,11.2466,11.0174,11.226
2013-06-05,11.226,11.25,9.3691,11.2466,11.0287,11.311
2013-06-06,11.311,11.212,9.3848,11.2528,11.0368,11.526
2013-06-07,11.526,11.421,9.4011,11.3218,11.05,11.661
2013-06-10,11.661,11.54,9.4177,11.402,11.0643,11.558
2013-06-11,11.558,11.552,9.434,11.4564,11.08,11.556
2013-06-12,11.556,11.681,9.4501,11.5224,11.0966,11.539
2013-06-13,11.539,11.55,9.4665,11.568,11.1154,11.559
2013-06-14,11.559,11.546,9.4842,11.5746,11.1313,11.845
2013-06-17,11.845,11.641,9.5028,11.6114,11.1527,12.42
2013-06-18,12.42,11.85,9.5242,11.7838,11.1833,12.182
2013-06-19,12.182,12.382,9.5445,11.909,11.2096,12.13
2013-06-20,12.13,12.031,9.5647,12.0272,11.2312,12.463
2013-06-21,12.463,12.184,9.5863,12.208,11.2595,12.504
2013-06-24,12.504,12.329,9.6076,12.3398,11.2892,12.57
2013-06-25,12.57,12.6,9.6296,12.3698,11.3276,12.803
2013-06-26,12.803,12.652,9.6523,12.494,11.3655,12.951
2013-06-27,12.951,12.858,9.676,12.6582,11.4092,12.907
2013-06-28,12.907,12.897,9.6993,12.747,11.4559,13.103
2013-07-01,13.103,12.983,9.724,12.8668,11.5034,13.188
2013-07-02,13.188,13.141,9.7494,12.9904,11.5495,13.248
2013-07-03,13.248,13.234,9.7744,13.0794,11.5955,13.559
2013-07-05,13.559,13.419,9.8005,13.201,11.6485,13.731
2013-07-08,13.731,13.604,9.8276,13.3658,11.7047,13.7
2013-07-09,13.7,13.81,9.8546,13.4852,11.7642,13.59
2013-07-10,13.59,13.732,9.8808,13.5656,11.8191,13.64
2013-07-11,13.64,13.741,9.9082,13.644,11.8751,13.319
2013-07-12,13.319,13.621,9.9343,13.596,11.9291,13.655
2013-07-15,13.655,13.42,9.9618,13.5808,11.9864,13.674
2013-07-16,13.674,13.667,9.9896,13.5756,12.0383,13.667
2013-07-17,13.667,13.715,10.0172,13.591,12.0893,13.678
2013-07-18,13.678,13.687,10.0443,13.5986,12.1374,13.727
2013-07-19,13.727,13.665,10.0722,13.6802,12.1853,13.674
2013-07-22,13.674,13.652,10.0994,13.684,12.2346,13.511
2013-07-23,13.511,13.667,10.1253,13.6514,12.2832,13.397
2013-07-24,13.397,13.594,10.1504,13.5974,12.3288,15.702
2013-07-25,15.702,13.969,10.1871,14.0022,12.419,16.006
2013-07-26,16.006,15.596,10.2254,14.458,12.5162,15.676
2013-07-29,15.676,15.971,10.2623,14.8584,12.6055,15.748
2013-07-30,15.748,15.7,10.3002,15.3058,12.6893,15.655
2013-07-31,15.655,15.745,10.3375,15.7574,12.7731,15.919
2013-08-01,15.919,15.764,10.376,15.8008,12.8629,15.956
2013-08-02,15.956,15.833,10.4151,15.7908,12.958,16.137
2013-08-05,16.137,15.971,10.455,15.883,13.0515,16.272
2013-08-06,16.272,16.066,10.4953,15.9878,13.1496,16.241
2013-08-07,16.241,16.283,10.5355,16.105,13.2463,16.176
2013-08-08,16.176,16.345,10.5759,16.1564,13.3453,16.089
2013-08-09,16.089,16.11,10.6176,16.183,13.4415,16.282
2013-08-12,16.282,15.947,10.6604,16.212,13.5435,16.153
2013-08-13,16.153,16.276,10.7023,16.1882,13.6414,15.979
2013-08-14,15.979,16.103,10.743,16.1358,13.7353,15.367
2013-08-15,15.367,15.825,10.7783,15.974,13.8181,15.465
2013-08-16,15.465,15.289,10.8134,15.8492,13.9012,15.233
2013-08-19,15.233,15.445,10.8481,15.6394,13.9753,15.383
2013-08-20,15.383,15.265,10.8834,15.4854,14.0497,15.171
2013-08-21,15.171,15.332,10.9187,15.3238,14.122,15.3
2013-08-22,15.3,15.17,10.9547,15.3104,14.1969,15.254
2013-08-23,15.254,15.3,10.9898,15.2682,14.2712,15.076
2013-08-26,15.076,15.242,11.025,15.2368,14.3415,14.942
2013-08-27,14.942,14.883,11.0602,15.1486,14.4035,14.994
2013-08-28,14.994,14.909,11.0962,15.1132,14.4549,15.078
2013-08-29,15.078,15.01,11.1323,15.0688,14.5129,14.851
2013-08-30,14.851,15.019,11.1673,14.9882,14.5673,15.208
2013-09-03,15.208,15.065,11.2048,15.0146,14.6222,15.603
2013-09-04,15.603,15.209,11.2436,15.1468,14.6842,15.655
2013-09-05,15.655,15.647,11.2827,15.279,14.7459,15.794
2013-09-06,15.794,15.759,11.3207,15.4222,14.8057,16.119
2013-09-09,16.119,15.832,11.3596,15.6758,14.869,16.557
2013-09-10,16.557,16.138,11.4005,15.9456,14.942,16.769
2013-09-11,16.769,16.571,11.4419,16.1788,15.0154,16.772
2013-09-12,16.772,16.859,11.4822,16.4022,15.087,16.797
2013-09-13,16.797,16.86,11.5235,16.6028,15.158,16.778
2013-09-16,16.778,16.965,11.5641,16.7346,15.2224,16.936
2013-09-17,16.936,16.778,11.6053,16.8104,15.2865,17.009
2013-09-18,17.009,16.896,11.6469,16.8584,15.3527,16.856
2013-09-19,16.856,16.996,11.6881,16.8752,15.418,16.664
2013-09-20,16.664,16.86,11.7287,16.8486,15.4785,16.569
2013-09-23,16.569,16.628,11.7687,16.8068,15.5435,16.707
2013-09-24,16.707,16.635,11.8097,16.761,15.6045,16.478
2013-09-25,16.478,16.707,11.8489,16.6548,15.6606,16.75
2013-09-26,16.75,16.647,11.8896,16.6336,15.7223,16.666
2013-09-27,16.666,16.663,11.9293,16.634,15.782,16.791
2013-09-30,16.791,16.543,11.9702,16.6784,15.8433,17.129
2013-10-01,17.129,16.8,12.0128,16.7628,15.9124,17.168
2013-10-02,17.168,17.0,12.0558,16.9008,15.9855,17.0
2013-10-03,17.0,17.134,12.0975,16.9508,16.0576,17.228
2013-10-04,17.228,16.955,12.1393,17.0632,16.0881,17.165
2013-10-07,17.165,17.106,12.1814,17.138,16.1113,16.76
2013-10-08,16.76,17.179,12.2204,17.0642,16.133,16.129
2013-10-09,16.129,16.74,12.257,16.8564,16.1406,16.174
2013-10-10,16.174,16.368,12.2938,16.6912,16.151,16.231
2013-10-11,16.231,16.093,12.3316,16.4918,16.1572,16.572
2013-10-14,16.572,16.207,12.3708,16.3732,16.1695,16.751
2013-10-15,16.751,16.564,12.4109,16.3714,16.1818,16.957
2013-10-16,16.957,16.852,12.451,16.537,16.1955,17.133
2013-10-17,17.133,16.841,12.4902,16.7288,16.2134,17.455
2013-10-18,17.455,17.318,12.5319,16.9736,16.2389,17.645
2013-10-21,17.645,17.5,12.5744,17.1882,16.2701,17.629
2013-10-22,17.629,17.767,12.6172,17.3638,16.297,17.581
2013-10-23,17.581,17.48,12.6597,17.4886,16.3256,17.635
2013-10-24,17.635,17.878,12.7027,17.589,16.3587,17.957
2013-10-25,17.957,17.744,12.7474,17.6894,16.4105,17.945
2013-10-28,17.945,18.0,12.792,17.7494,16.4601,18.132
2013-10-29,18.132,18.0,12.8375,17.85,16.5181,18.004
2013-10-30,18.004,18.117,12.8825,17.9346,16.5705,17.699
2013-10-31,17.699,18.055,12.9264,17.9474,16.621,17.278
2013-11-01,17.278,17.671,12.9678,17.8116,16.6606,17.36
2013-11-04,17.36,17.386,13.0097,17.6946,16.7027,17.576
2013-11-05,17.576,17.323,13.0519,17.5834,16.7527,17.635
2013-11-06,17.635,17.72,13.094,17.5096,16.8066,17.042
2013-11-07,17.042,17.675,13.1329,17.3782,16.8475,17.405
2013-11-08,17.405,16.97,13.1738,17.4036,16.8941,17.215
2013-11-11,17.215,17.358,13.2121,17.3746,16.9414,17.151
2013-11-12,17.151,17.176,13.2508,17.2896,16.9802,17.618
2013-11-13,17.618,17.075,13.2922,17.2862,17.0205,17.654
2013-11-14,17.654,17.574,13.3336,17.4086,17.0605,17.617
2013-11-15,17.617,17.629,13.3739,17.451,17.097,17.706
2013-11-18,17.706,17.624,13.4157,17.5492,17.1287,17.725
2013-11-19,17.725,17.672,13.4563,17.664,17.1521,17.76
2013-11-20,17.76,17.736,13.4967,17.6924,17.1719,18.121
2013-11-21,18.121,17.805,13.5393,17.7858,17.1989,18.056
2013-11-22,18.056,18.113,13.5815,17.8736,17.224,18.021
2013-11-25,18.021,18.196,13.6236,17.9366,17.2489,18.346
2013-11-26,18.346,18.062,13.6671,18.0608,17.2771,18.662
2013-11-27,18.662,18.412,13.7124,18.2412,17.3102,18.624
2013-11-29,18.624,18.783,13.7575,18.3418,17.3455,18.528
2013-12-02,18.528,18.562,13.8021,18.4362,17.3828,18.288
2013-12-03,18.288,18.453,13.8449,18.4896,17.4172,17.704
2013-12-04,17.704,18.172,13.8853,18.3612,17.4371,17.915
2013-12-05,17.915,17.679,13.927,18.2118,17.4659,18.572
2013-12-06,18.572,17.986,13.9716,18.2014,17.5023,18.548
2013-12-09,18.548,18.592,14.0157,18.2054,17.5399,18.396
2013-12-10,18.396,18.524,14.0597,18.227,17.572,17.82
2013-12-11,17.82,18.463,14.1,18.2502,17.5859,17.609
2013-12-12,17.609,17.792,14.1377,18.189,17.5947,17.708
2013-12-13,17.708,17.691,14.1746,18.0162,17.6088,17.955
2013-12-16,17.955,17.815,14.2127,17.8976,17.6234,17.801
2013-12-17,17.801,17.945,14.2496,17.7786,17.6361,18.128
2013-12-18,18.128,17.838,14.2883,17.8402,17.6635,17.808
2013-12-19,17.808,18.161,14.326,17.88,17.697,18.316
2013-12-20,18.316,17.895,14.366,18.0016,17.7399,18.307
2013-12-23,18.307,18.37,14.4064,18.072,17.7814,18.386
2013-12-24,18.386,18.339,14.4478,18.189,17.8177,18.438
2013-12-26,18.438,18.487,14.4898,18.251,17.8514,18.396
2013-12-27,18.396,18.498,14.5319,18.3686,17.8802,18.225
2013-12-30,18.225,18.397,14.5719,18.3504,17.902,18.458
2013-12-31,18.458,18.297,14.6131,18.3806,17.9221,18.188
2014-01-02,18.188,18.392,14.6534,18.341,17.933,18.408
2014-01-03,18.408,18.226,14.6938,18.335,17.9485,18.215
2014-01-06,18.215,18.523,14.7326,18.2988,17.9612,18.245
2014-01-07,18.245,18.281,14.7712,18.3028,17.9734,18.007
2014-01-08,18.007,18.184,14.8079,18.2126,17.9744,18.019
2014-01-09,18.019,18.114,14.8435,18.1788,17.9759,17.763
2014-01-10,17.763,18.027,14.878,18.0498,17.9685,17.453
2014-01-13,17.453,17.673,14.9105,17.8974,17.9575,17.881
2014-01-14,17.881,17.56,14.946,17.8246,17.9611,17.796
2014-01-15,17.796,17.869,14.9814,17.7824,17.9715,17.902
2014-01-16,17.902,17.711,15.0179,17.759,17.9823,17.882
2014-01-17,17.882,17.899,15.0535,17.7828,17.9885,17.641
2014-01-21,17.641,18.047,15.0878,17.8204,17.9886,17.95
2014-01-22,17.95,17.628,15.1231,17.8342,18.0067,17.918
2014-01-23,17.918,17.897,15.1584,17.8586,18.017,17.619
2014-01-24,17.619,17.746,15.1912,17.802,18.0251,16.786
2014-01-27,16.786,17.648,15.2199,17.5828,18.0178,17.043
2014-01-28,17.043,16.791,15.25,17.4632,18.0063,16.678
2014-01-29,16.678,16.79,15.2802,17.2088,17.9868,16.909
2014-01-30,16.909,16.882,15.3102,17.007,17.9726,17.204
2014-01-31,17.204,16.571,15.3424,16.924,17.9626,16.916
2014-02-03,16.916,17.205,15.3741,16.95,17.9464,16.901
2014-02-04,16.901,16.961,15.405,16.9216,17.9292,16.925
2014-02-05,16.925,16.837,15.4352,16.971,17.9053,17.225
2014-02-06,17.225,17.026,15.4666,17.0342,17.8887,17.53
2014-02-07,17.53,17.214,15.4997,17.0994,17.8788,17.358
2014-02-10,17.358,17.49,15.5318,17.1878,17.8591,17.367
2014-02-11,17.367,17.376,15.5651,17.281,17.8332,17.357
2014-02-12,17.357,17.348,15.5976,17.3674,17.8078,18.225
2014-02-13,18.225,17.274,15.6345,17.5674,17.8018,18.16
2014-02-14,18.16,18.23,15.6723,17.6934,17.7992,18.292
2014-02-18,18.292,18.262,15.7097,17.8802,17.811,18.162
2014-02-19,18.162,18.179,15.7452,18.0392,17.8159,18.3
2014-02-20,18.3,18.251,15.7811,18.2278,17.8105,19.797
2014-02-21,19.797,18.45,15.8237,18.5422,17.8355,20.484
2014-02-24,20.484,19.86,15.8695,19.007,17.8772,20.445
2014-02-25,20.445,20.586,15.9157,19.4376,17.9297,20.263
2014-02-26,20.263,20.509,15.9616,19.8578,17.9828,20.381
2014-02-27,20.381,20.179,16.0079,20.274,18.0363,20.104
2014-02-28,20.104,20.37,16.0524,20.3354,18.0792,20.028
2014-03-03,20.028,20.17,16.0969,20.2442,18.1238,21.4
2014-03-04,21.4,20.499,16.1478,20.4352,18.1892,21.199
2014-03-05,21.199,21.259,16.196,20.6224,18.257,21.12
2014-03-06,21.12,21.206,16.2443,20.7702,18.3131,21.178
2014-03-07,21.178,21.168,16.293,20.985,18.3705,20.893
2014-03-10,20.893,21.116,16.3415,21.158,18.4207,20.781
2014-03-11,20.781,20.858,16.3881,21.0342,18.4675,20.999
2014-03-12,20.999,20.639,16.4362,20.9942,18.5196,20.778
2014-03-13,20.778,21.101,16.4831,20.9258,18.5707,20.735
2014-03-14,20.735,20.671,16.5306,20.8372,18.6162,20.847
2014-03-17,20.847,20.825,16.5785,20.828,18.6694,20.9
2014-03-18,20.9,20.934,16.6271,20.8518,18.7192,20.515
2014-03-19,20.515,20.866,16.6734,20.755,18.7652,21.059
2014-03-20,21.059,20.419,16.7222,20.8112,18.8215,20.699
2014-03-21,20.699,21.104,16.7696,20.804,18.8753,20.332
2014-03-24,20.332,20.669,16.8147,20.701,18.9216,19.865
2014-03-25,19.865,20.494,16.8564,20.494,18.9636,19.403
2014-03-26,19.403,20.018,16.8951,20.2716,19.0026,19.013
2014-03-27,19.013,19.439,16.9324,19.8624,19.0253,18.592
2014-03-28,18.592,18.994,16.9675,19.441,19.0412,18.674
2014-03-31,18.674,18.761,17.0032,19.1094,19.0566,18.895
2014-04-01,18.895,18.75,17.0399,18.9154,19.0769,18.667
2014-04-02,18.667,18.996,17.074,18.7682,19.0974,18.693
2014-04-03,18.693,18.616,17.1054,18.7042,19.1123,17.498
2014-04-04,17.498,18.882,17.132,18.4854,19.1039,16.643
2014-04-07,16.643,17.354,17.1545,18.0792,19.0844,16.83
2014-04-08,16.83,16.711,17.1764,17.6662,19.0852,17.437
2014-04-09,17.437,16.834,17.201,17.4202,19.0931,16.192
2014-04-10,16.192,17.389,17.2191,16.92,19.0834,15.493
2014-04-11,15.493,16.035,17.2326,16.519,19.0551,15.523
2014-04-14,15.523,15.687,17.2454,16.295,19.0215,15.527
2014-04-15,15.527,15.536,17.2585,16.0344,18.9937,16.234
2014-04-16,16.234,15.672,17.2742,15.7938,18.9803,16.56
2014-04-17,16.56,16.231,17.2911,15.8674,18.973,17.197
2014-04-21,17.197,17.131,17.3108,16.2082,18.9725,17.51
2014-04-22,17.51,17.253,17.3306,16.6056,18.9721,17.369
2014-04-23,17.369,17.522,17.3487,16.974,18.9723,16.315
2014-04-24,16.315,17.98,17.3618,16.9902,18.9513,15.934
2014-04-25,15.934,16.202,17.3735,16.865,18.9228,15.654
2014-04-28,15.654,16.042,17.3836,16.5564,18.8714,16.12
2014-04-29,16.12,15.777,17.3976,16.2784,18.8306,16.089
2014-04-30,16.089,16.008,17.4098,16.0224,18.7865,16.127
2014-05-01,16.127,16.049,17.4221,15.9848,18.7458,16.194
2014-05-02,16.194,16.146,17.4347,16.0368,18.7037,16.342
2014-05-05,16.342,16.029,17.448,16.1744,18.6346,15.812
2014-05-06,15.812,16.217,17.4584,16.1128,18.5412,15.472
2014-05-07,15.472,15.886,17.4674,15.9894,18.4417,15.578
2014-05-08,15.578,15.391,17.4778,15.8796,18.348,15.789
2014-05-09,15.789,15.491,17.4897,15.7986,18.2562,16.098
2014-05-12,16.098,15.829,17.4917,15.7498,18.176,15.575
2014-05-13,15.575,16.102,17.4895,15.7024,18.087,15.237
2014-05-14,15.237,15.571,17.4873,15.6554,17.9637,15.242
2014-05-15,15.242,15.148,17.4848,15.5882,17.8446,15.394
