ticker,IQV US Equity,IQV US Equity,IQV US Equity,IQV US Equity,IQV US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2016-10-26,73.12,74.46,74.106,77.141,69.5667,72.1
2016-10-27,72.1,72.42,73.642,77.077,69.6084,71.77
2016-10-28,71.77,71.81,73.192,77.0072,69.6475,71.74
2016-10-31,71.74,72.09,72.632,76.941,69.6895,71.66
2016-11-01,71.66,71.94,72.078,76.8424,69.731,72.36
2016-11-02,72.36,70.88,71.926,76.7694,69.7765,72.21
2016-11-03,72.21,72.43,71.948,76.7054,69.8252,72.59
2016-11-04,72.59,72.42,72.112,76.6436,69.8701,74.59
2016-11-07,74.59,73.54,72.682,76.6216,69.9281,75.94
2016-11-08,75.94,74.27,73.538,76.592,69.9903,77.68
2016-11-09,77.68,77.54,74.602,76.6028,70.069,78.34
2016-11-10,78.34,78.1,75.828,76.6236,70.1586,77.13
2016-11-11,77.13,77.89,76.736,76.6178,70.2401,76.89
2016-11-14,76.89,77.39,77.196,76.6164,70.3219,77.94
2016-11-15,77.94,76.98,77.596,76.6444,70.4202,77.31
2016-11-16,77.31,77.85,77.522,76.6368,70.514,79.48
2016-11-17,79.48,77.38,77.75,76.6694,70.6137,79.88
2016-11-18,79.88,79.55,78.3,76.7256,70.7256,80.02
2016-11-21,80.02,79.98,78.926,76.7712,70.8462,80.2
2016-11-22,80.2,80.07,79.378,76.8246,70.9637,79.87
2016-11-23,79.87,79.27,79.89,76.864,71.0713,80.57
2016-11-25,80.57,79.91,80.108,76.9184,71.1791,79.82
2016-11-28,79.82,80.63,80.096,76.9686,71.2761,80.93
2016-11-29,80.93,80.02,80.278,77.0396,71.3718,76.83
2016-11-30,76.83,81.18,79.604,77.0268,71.4401,73.0
2016-12-01,73.0,75.6,78.23,76.9268,71.4914,74.03
2016-12-02,74.03,72.46,76.922,76.8448,71.5444,75.7
2016-12-05,75.7,74.73,76.098,76.7706,71.6104,77.58
2016-12-06,77.58,75.98,75.428,76.7426,71.6901,76.93
2016-12-07,76.93,77.55,75.448,76.6872,71.7642,77.54
2016-12-08,77.54,77.08,76.356,76.6466,71.8376,78.34
2016-12-09,78.34,77.87,77.218,76.6322,71.9126,79.41
2016-12-12,79.41,78.0,77.96,76.5992,71.9961,79.32
2016-12-13,79.32,80.04,78.308,76.5816,72.0659,79.39
2016-12-14,79.39,79.21,78.8,76.5936,72.1356,80.54
2016-12-15,80.54,79.4,79.4,76.5936,72.215,77.88
2016-12-16,77.88,78.28,79.308,76.5658,72.2772,76.68
2016-12-19,76.68,78.15,78.762,76.5102,72.334,76.89
2016-12-20,76.89,77.13,78.276,76.4518,72.3902,75.44
2016-12-21,75.44,77.47,77.486,76.416,72.4398,74.95
2016-12-22,74.95,75.63,76.368,76.3972,72.4882,76.22
2016-12-23,76.22,74.84,76.036,76.4076,72.5323,75.85
2016-12-27,75.85,76.33,75.87,76.4178,72.5774,75.96
2016-12-28,75.96,76.24,75.684,76.4314,72.6302,75.88
2016-12-29,75.88,75.84,75.772,76.4224,72.6844,76.05
2016-12-30,76.05,75.89,75.992,76.4392,72.7414,76.93
2017-01-03,76.93,76.71,76.134,76.4894,72.8017,77.28
2017-01-04,77.28,77.39,76.42,76.5546,72.8651,77.0
2017-01-05,77.0,77.02,76.628,76.6038,72.9236,77.82
2017-01-06,77.82,77.06,77.016,76.6716,72.99,77.99
2017-01-09,77.99,78.08,77.404,76.769,73.0588,77.88
2017-01-10,77.88,77.72,77.594,76.8846,73.1293,76.98
2017-01-11,76.98,77.85,77.534,76.9888,73.1889,77.19
2017-01-12,77.19,76.91,77.572,77.0978,73.2513,77.16
2017-01-13,77.16,77.23,77.44,77.2078,73.3116,76.79
2017-01-17,76.79,77.15,77.2,77.2964,73.358,75.59
2017-01-18,75.59,77.1,76.742,77.364,73.3938,76.07
2017-01-19,76.07,75.49,76.56,77.4336,73.4357,76.1
2017-01-20,76.1,75.79,76.342,77.4638,73.4653,75.85
2017-01-23,75.85,75.89,76.08,77.462,73.4937,75.35
2017-01-24,75.35,76.16,75.792,77.4154,73.5163,75.53
2017-01-25,75.53,75.79,75.78,77.3592,73.5422,75.54
2017-01-26,75.54,75.5,75.674,77.3274,73.5729,76.36
2017-01-27,76.36,75.74,75.726,77.3168,73.6047,75.35
2017-01-30,75.35,76.11,75.626,77.265,73.6331,78.49
2017-01-31,78.49,75.16,76.254,77.2886,73.6751,78.56
2017-02-01,78.56,78.28,76.86,77.2702,73.7188,78.21
2017-02-02,78.21,77.9,77.394,77.2368,73.7611,77.62
2017-02-03,77.62,76.53,77.646,77.1888,73.8006,77.75
2017-02-06,77.75,77.81,78.126,77.1398,73.8392,77.99
2017-02-07,77.99,78.16,78.026,77.1022,73.879,78.13
2017-02-08,78.13,77.58,77.94,77.0534,73.9196,78.85
2017-02-09,78.85,78.04,78.068,77.034,73.9635,79.56
2017-02-10,79.56,79.1,78.456,77.0066,74.0122,80.0
2017-02-13,80.0,79.5,78.906,77.07,74.0623,82.3
2017-02-14,82.3,79.3,79.768,77.256,74.1284,77.85
2017-02-15,77.85,81.36,79.712,77.3324,74.1722,76.87
2017-02-16,76.87,77.86,79.316,77.3558,74.2192,76.75
2017-02-17,76.75,77.63,78.754,77.3392,74.2778,76.25
2017-02-21,76.25,76.61,78.004,77.3256,74.3365,77.35
2017-02-22,77.35,76.34,77.014,77.3218,74.3934,78.12
2017-02-23,78.12,77.53,77.068,77.3174,74.4489,77.64
2017-02-24,77.64,78.51,77.222,77.282,74.4988,79.47
2017-02-27,79.47,77.64,77.766,77.285,74.5664,77.39
2017-02-28,77.39,79.0,77.994,77.245,74.6268,77.1
2017-03-01,77.1,77.51,77.944,77.1762,74.6836,76.78
2017-03-02,76.78,76.87,77.676,77.1542,74.7396,77.85
2017-03-03,77.85,76.9,77.718,77.1776,74.801,77.9
2017-03-06,77.9,77.42,77.404,77.1978,74.8612,77.48
2017-03-07,77.48,77.64,77.422,77.2386,74.924,79.13
2017-03-08,79.13,77.25,77.828,77.3222,74.9869,79.8
2017-03-09,79.8,79.4,78.432,77.3938,75.0561,80.7
2017-03-10,80.7,80.03,79.002,77.4908,75.125,80.54
2017-03-13,80.54,80.7,79.53,77.5824,75.1924,79.63
2017-03-14,79.63,80.16,79.96,77.6574,75.2568,80.84
2017-03-15,80.84,79.74,80.302,77.7532,75.3275,80.41
2017-03-16,80.41,80.58,80.424,77.8228,75.3901,81.51
2017-03-17,81.51,81.0,80.586,77.9074,75.4584,80.0
2017-03-20,80.0,81.38,80.478,77.9674,75.5192,77.92
2017-03-21,77.92,79.71,80.136,77.9694,75.5727,77.53
2017-03-22,77.53,77.85,79.474,77.9602,75.6243,77.47
2017-03-23,77.47,77.81,78.886,77.952,75.6755,77.99
2017-03-24,77.99,77.86,78.182,77.9722,75.7314,78.7
2017-03-27,78.7,77.74,77.922,78.0024,75.7922,78.7
2017-03-28,78.7,78.7,78.078,78.0332,75.8579,80.15
2017-03-29,80.15,78.79,78.602,78.1004,75.9316,79.93
2017-03-30,79.93,79.91,79.094,78.1872,76.0054,80.53
2017-03-31,80.53,80.37,79.602,78.2764,76.0826,80.02
2017-04-03,80.02,80.39,79.866,78.3548,76.1583,78.85
2017-04-04,78.85,79.97,79.896,78.4148,76.2356,78.23
2017-04-05,78.23,78.94,79.512,78.4724,76.3083,79.33
2017-04-06,79.33,78.79,79.392,78.5484,76.3858,79.19
2017-04-07,79.19,79.2,79.124,78.6214,76.4621,78.85
2017-04-10,78.85,78.95,78.89,78.6712,76.5313,78.76
2017-04-11,78.76,79.03,78.872,78.7394,76.6085,78.67
2017-04-12,78.67,78.99,78.96,78.743,76.6952,78.95
2017-04-13,78.95,78.85,78.884,78.7508,76.778,79.48
2017-04-17,79.48,79.0,78.942,78.7762,76.8579,79.99
2017-04-18,79.99,79.16,79.17,78.8236,76.9313,81.3
2017-04-19,81.3,80.5,79.678,78.8946,77.0035,82.88
2017-04-20,82.88,81.5,80.52,78.9924,77.0817,82.25
2017-04-21,82.25,82.91,81.18,79.0748,77.1514,82.75
2017-04-24,82.75,83.0,81.834,79.1528,77.2202,82.65
2017-04-25,82.65,82.59,82.366,79.2146,77.2764,83.02
2017-04-26,83.02,82.66,82.71,79.275,77.3374,83.68
2017-04-27,83.68,83.3,82.87,79.3026,77.4005,84.28
2017-04-28,84.28,83.62,83.276,79.4312,77.4666,84.59
2017-05-01,84.59,84.75,83.644,79.5856,77.5255,85.34
2017-05-02,85.34,84.66,84.182,79.7574,77.5938,82.64
2017-05-03,82.64,85.0,84.106,79.8852,77.6452,82.2
2017-05-04,82.2,83.1,83.81,79.9822,77.6955,83.3
2017-05-05,83.3,82.49,83.614,80.0858,77.7459,83.64
2017-05-08,83.64,82.66,83.424,80.2058,77.7996,84.27
2017-05-09,84.27,83.79,83.21,80.3018,77.8508,83.8
2017-05-10,83.8,84.01,83.442,80.43,77.8994,83.46
2017-05-11,83.46,83.87,83.694,80.5572,77.9395,82.89
2017-05-12,82.89,83.16,83.612,80.6794,77.9789,83.62
2017-05-15,83.62,83.0,83.608,80.7948,78.0074,83.19
2017-05-16,83.19,82.1,83.392,80.9006,78.0352,82.22
2017-05-17,82.22,82.81,83.076,80.9954,78.0532,83.09
2017-05-18,83.09,82.29,83.002,81.0746,78.0809,83.05
2017-05-19,83.05,83.42,83.034,81.1396,78.1109,83.54
2017-05-22,83.54,83.32,83.018,81.1964,78.1417,83.8
2017-05-23,83.8,84.0,83.14,81.2616,78.1718,84.22
2017-05-24,84.22,83.98,83.54,81.3534,78.2101,84.7
2017-05-25,84.7,84.2,83.862,81.4306,78.2512,86.02
2017-05-26,86.02,84.93,84.456,81.5428,78.2973,85.5
2017-05-30,85.5,85.72,84.848,81.6226,78.341,86.44
2017-05-31,86.44,85.64,85.376,81.7514,78.3912,87.13
2017-06-01,87.13,86.81,85.958,81.9356,78.4443,87.93
2017-06-02,87.93,87.5,86.604,82.1436,78.5034,87.29
2017-06-05,87.29,88.22,86.858,82.34,78.5634,87.09
2017-06-06,87.09,87.04,87.176,82.522,78.6225,87.57
2017-06-07,87.57,87.01,87.402,82.6994,78.6851,87.8
2017-06-08,87.8,88.0,87.536,82.8814,78.7412,86.15
2017-06-09,86.15,87.66,87.18,83.0014,78.7919,85.59
2017-06-12,85.59,86.15,86.84,83.1146,78.8428,86.73
2017-06-13,86.73,85.95,86.768,83.2386,78.898,86.35
2017-06-14,86.35,86.65,86.524,83.3652,78.9513,86.63
2017-06-15,86.63,85.97,86.29,83.5208,78.9974,87.13
2017-06-16,87.13,86.9,86.486,83.6988,79.0473,87.87
2017-06-19,87.87,87.1,86.942,83.8696,79.1002,88.39
2017-06-20,88.39,88.06,87.274,84.0536,79.155,89.78
2017-06-21,89.78,88.8,87.96,84.2722,79.2191,90.88
2017-06-22,90.88,91.67,88.81,84.5146,79.2908,91.08
2017-06-23,91.08,90.77,89.6,84.7628,79.3578,90.18
2017-06-26,90.18,91.18,90.062,84.9874,79.4194,89.47
2017-06-27,89.47,90.23,90.278,85.1872,79.4814,90.59
2017-06-28,90.59,89.9,90.44,85.3992,79.5457,89.42
2017-06-29,89.42,90.75,90.148,85.5616,79.6051,89.5
2017-06-30,89.5,89.61,89.832,85.694,79.6631,88.23
2017-07-03,88.23,89.6,89.442,85.8136,79.715,89.16
2017-07-05,89.16,88.48,89.38,85.9418,79.7743,87.86
2017-07-06,87.86,88.68,88.834,86.046,79.8267,88.85
2017-07-07,88.85,88.95,88.72,86.1626,79.8836,88.27
2017-07-10,88.27,88.98,88.474,86.2544,79.9349,88.12
2017-07-11,88.12,88.27,88.452,86.3312,79.9849,88.91
2017-07-12,88.91,88.68,88.402,86.4176,80.0324,89.22
2017-07-13,89.22,89.23,88.674,86.4952,80.0836,89.38
2017-07-14,89.38,89.26,88.78,86.63,80.132,90.08
2017-07-17,90.08,89.88,89.142,86.7876,80.1845,90.07
2017-07-18,90.07,89.94,89.532,86.923,80.2396,90.96
2017-07-19,90.96,90.39,89.942,87.0694,80.2891,90.3
2017-07-20,90.3,90.89,90.158,87.19,80.3396,91.15
2017-07-21,91.15,90.4,90.512,87.337,80.4014,91.72
2017-07-24,91.72,91.74,90.84,87.5022,80.4573,90.52
2017-07-25,90.52,91.7,90.93,87.6548,80.5135,91.7
2017-07-26,91.7,90.82,91.078,87.8164,80.5747,91.59
2017-07-27,91.59,91.96,91.336,87.9844,80.6336,90.65
2017-07-28,90.65,91.16,91.236,88.153,80.7007,90.55
2017-07-31,90.55,90.84,91.002,88.3022,80.774,91.29
2017-08-01,91.29,90.62,91.156,88.467,80.852,91.62
2017-08-02,91.62,91.81,91.14,88.6286,80.9334,91.1
2017-08-03,91.1,90.25,91.042,88.7746,81.0125,90.42
2017-08-04,90.42,92.65,90.996,88.8986,81.0829,91.19
2017-08-07,91.19,90.62,91.124,89.0284,81.1628,90.67
2017-08-08,90.67,91.17,91.0,89.1214,81.2441,90.1
2017-08-09,90.1,90.06,90.696,89.2134,81.3245,87.57
2017-08-10,87.57,89.88,89.99,89.236,81.3896,88.91
2017-08-11,88.91,87.7,89.688,89.2716,81.462,89.99
2017-08-14,89.99,89.43,89.448,89.3128,81.5464,91.53
2017-08-15,91.53,90.04,89.62,89.3976,81.6435,92.59
2017-08-16,92.59,91.67,90.118,89.5076,81.7476,91.7
2017-08-17,91.7,92.21,90.944,89.5902,81.8474,91.55
2017-08-18,91.55,91.53,91.472,89.6652,81.9469,93.08
2017-08-21,93.08,91.55,92.09,89.8038,82.0505,94.73
2017-08-22,94.73,93.3,92.73,89.9866,82.1631,94.11
2017-08-23,94.11,94.3,93.034,90.1342,82.2707,95.11
2017-08-24,95.11,94.55,93.716,90.3094,82.3733,98.82
2017-08-25,98.82,98.35,95.17,90.5532,82.4877,95.55
2017-08-28,95.55,97.46,95.664,90.7216,82.577,96.0
2017-08-29,96.0,95.41,95.918,90.8842,82.6653,95.79
2017-08-30,95.79,95.87,96.254,91.0322,82.7586,96.03
2017-08-31,96.03,95.96,96.438,91.1572,82.8543,95.68
2017-09-01,95.68,96.05,95.81,91.2532,82.943,96.95
2017-09-05,96.95,95.5,96.09,91.3706,83.0412,96.25
2017-09-06,96.25,97.59,96.14,91.492,83.1251,96.74
2017-09-07,96.74,96.69,96.33,91.6374,83.2094,97.0
2017-09-08,97.0,96.48,96.524,91.7656,83.2943,96.94
2017-09-11,96.94,97.5,96.776,91.916,83.378,97.52
2017-09-12,97.52,96.88,96.89,92.0764,83.4662,96.57
2017-09-13,96.57,97.57,96.954,92.2432,83.5462,95.45
2017-09-14,95.45,95.95,96.696,92.369,83.6244,94.47
2017-09-15,94.47,94.94,96.19,92.5012,83.6921,95.07
2017-09-18,95.07,94.52,95.816,92.6256,83.7833,95.0
2017-09-19,95.0,95.5,95.312,92.7602,83.8933,94.64
2017-09-20,94.64,94.93,94.926,92.8906,83.9963,94.22
2017-09-21,94.22,94.41,94.68,92.9968,84.0889,94.7
2017-09-22,94.7,93.84,94.726,93.1064,84.1745,94.95
2017-09-25,94.95,94.56,94.702,93.2178,84.2646,94.08
2017-09-26,94.08,94.88,94.518,93.2978,84.3473,95.21
2017-09-27,95.21,94.22,94.632,93.4006,84.4317,94.96
2017-09-28,94.96,95.0,94.78,93.4806,84.5094,95.07
2017-09-29,95.07,95.0,94.854,93.576,84.5882,95.0
2017-10-02,95.0,95.17,94.864,93.653,84.6662,95.1
2017-10-03,95.1,95.0,95.068,93.7206,84.739,95.25
2017-10-04,95.25,94.95,95.076,93.8152,84.8259,95.6
2017-10-05,95.6,95.48,95.204,93.8932,84.9205,95.7
2017-10-06,95.7,95.71,95.33,93.9754,85.0145,95.79
2017-10-09,95.79,95.6,95.488,94.0782,85.1163,96.2
2017-10-10,96.2,95.9,95.708,94.1912,85.2225,97.76
2017-10-11,97.76,96.49,96.21,94.3206,85.3302,98.45
2017-10-12,98.45,97.63,96.78,94.4572,85.4432,99.85
2017-10-13,99.85,98.5,97.61,94.6322,85.5627,99.33
2017-10-16,99.33,100.1,98.318,94.8104,85.6799,99.67
2017-10-17,99.67,99.26,99.012,94.98,85.798,100.93
2017-10-18,100.93,99.86,99.646,95.1852,85.918,101.82
2017-10-19,101.82,100.1,100.32,95.4196,86.0407,103.03
2017-10-20,103.03,102.24,100.956,95.7288,86.1709,102.16
2017-10-23,102.16,103.18,101.522,95.9938,86.2926,102.33
2017-10-24,102.33,102.52,102.054,96.2406,86.4143,101.5
2017-10-25,101.5,101.89,102.168,96.44,86.5324,105.5
2017-10-26,105.5,101.59,102.904,96.6982,86.675,107.66
2017-10-27,107.66,107.06,103.83,97.0174,86.8273,107.17
2017-10-30,107.17,107.46,104.832,97.3298,86.9774,108.1
2017-10-31,108.1,107.14,105.986,97.6302,87.1339,108.43
2017-11-01,108.43,108.25,107.372,97.9042,87.2981,107.3
2017-11-02,107.3,108.4,107.732,98.168,87.4543,108.02
2017-11-03,108.02,107.12,107.804,98.4262,87.6139,108.56
2017-11-06,108.56,107.0,108.082,98.621,87.7774,108.19
2017-11-07,108.19,108.89,108.1,98.8738,87.9416,104.72
2017-11-08,104.72,108.52,107.358,99.0482,88.0876,103.51
2017-11-09,103.51,103.55,106.6,99.2026,88.2274,104.05
2017-11-10,104.05,103.7,105.806,99.363,88.3659,102.91
2017-11-13,102.91,101.98,104.676,99.5076,88.5037,103.48
2017-11-14,103.48,102.58,103.734,99.6382,88.6286,103.84
2017-11-15,103.84,102.67,103.558,99.79,88.755,104.44
2017-11-16,104.44,104.55,103.744,99.944,88.8862,104.46
2017-11-17,104.46,103.73,103.826,100.0932,89.0204,103.9
2017-11-20,103.9,104.44,104.024,100.2324,89.1511,104.36
2017-11-21,104.36,103.88,104.2,100.3692,89.283,103.95
2017-11-22,103.95,104.21,104.222,100.5168,89.4121,104.27
2017-11-24,104.27,103.95,104.188,100.6932,89.5392,102.55
2017-11-27,102.55,104.27,103.806,100.8548,89.6541,101.73
2017-11-28,101.73,102.25,103.372,100.988,89.7628,101.31
2017-11-29,101.31,101.73,102.762,101.1142,89.8578,102.01
2017-11-30,102.01,101.9,102.374,101.2616,89.9786,102.27
2017-12-01,102.27,102.43,101.974,101.4226,90.1056,101.27
2017-12-04,101.27,102.64,101.718,101.554,90.2282,101.0
2017-12-05,101.0,101.15,101.572,101.675,90.352,101.01
2017-12-06,101.01,100.93,101.512,101.8136,90.4703,100.92
2017-12-07,100.92,101.1,101.294,101.9278,90.5843,101.35
2017-12-08,101.35,101.06,101.11,102.0556,90.7028,101.68
2017-12-11,101.68,101.93,101.192,102.1878,90.8139,101.65
2017-12-12,101.65,101.68,101.322,102.3208,90.9352,102.22
2017-12-13,102.22,101.83,101.564,102.4632,91.0608,101.47
2017-12-14,101.47,102.51,101.674,102.5876,91.1842,102.06
2017-12-15,102.06,101.8,101.816,102.7168,91.3053,102.48
2017-12-18,102.48,102.54,101.976,102.8524,91.4282,101.26
2017-12-19,101.26,102.54,101.898,102.9618,91.5471,100.32
2017-12-20,100.32,101.23,101.518,103.0442,91.653,100.14
2017-12-21,100.14,100.73,101.252,103.0918,91.7547,99.38
2017-12-22,99.38,99.78,100.716,103.1104,91.8481,98.35
2017-12-26,98.35,99.56,99.89,103.0804,91.9372,98.54
2017-12-27,98.54,98.29,99.346,103.0646,92.0317,98.31
2017-12-28,98.31,98.88,98.944,103.0374,92.1191,97.9
2017-12-29,97.9,98.68,98.496,102.9768,92.2065,99.76
2018-01-02,99.76,98.52,98.572,102.9356,92.2978,99.52
2018-01-03,99.52,99.76,98.806,102.8654,92.3954,97.28
2018-01-04,97.28,99.45,98.554,102.7678,92.4922,98.56
2018-01-05,98.56,97.44,98.604,102.6924,92.5973,98.6
2018-01-08,98.6,98.48,98.744,102.6344,92.703,98.54
2018-01-09,98.54,98.96,98.5,102.4952,92.8057,98.87
2018-01-10,98.87,98.37,98.37,102.3194,92.9066,99.86
2018-01-11,99.86,99.27,98.886,102.1732,93.0124,100.04
2018-01-12,100.04,99.93,99.182,102.012,93.1118,99.93
2018-01-16,99.93,100.43,99.448,101.842,93.2118,100.22
2018-01-17,100.22,100.5,99.784,101.7004,93.3103,99.92
2018-01-18,99.92,100.37,99.994,101.5384,93.4098,103.0
2018-01-19,103.0,100.34,100.622,101.4272,93.5305,102.84
2018-01-22,102.84,102.76,101.182,101.3202,93.6536,103.21
2018-01-23,103.21,102.96,101.838,101.29,93.773,103.5
2018-01-24,103.5,103.21,102.494,101.2898,93.8945,104.58
2018-01-25,104.58,103.5,103.426,101.3004,94.0232,106.01
2018-01-26,106.01,105.0,104.028,101.3624,94.1594,105.58
2018-01-29,105.58,105.04,104.576,101.4044,94.294,104.37
2018-01-30,104.37,105.3,104.808,101.415,94.4211,102.19
2018-01-31,102.19,104.59,104.546,101.37,94.5346,104.12
2018-02-01,104.12,102.12,104.454,101.3632,94.6553,100.54
2018-02-02,100.54,103.33,103.36,101.296,94.7515,96.75
2018-02-05,96.75,100.32,101.594,101.1438,94.8208,98.06
2018-02-06,98.06,95.21,100.332,101.026,94.8999,98.21
2018-02-07,98.21,98.19,99.536,100.9048,94.9772,95.23
2018-02-08,95.23,98.29,97.758,100.7584,95.0401,96.05
2018-02-09,96.05,96.26,96.86,100.6448,95.1052,98.63
2018-02-12,98.63,96.9,97.236,100.5912,95.18,100.06
2018-02-13,100.06,98.1,97.636,100.5522,95.2589,104.68
2018-02-14,104.68,100.98,98.93,100.6004,95.3593,101.57
2018-02-15,101.57,105.51,100.198,100.6064,95.4405,101.72
2018-02-16,101.72,101.39,101.332,100.6208,95.5359,100.26
2018-02-20,100.26,101.58,101.658,100.6058,95.6262,99.76
2018-02-21,99.76,100.64,101.598,100.5826,95.7085,98.38
2018-02-22,98.38,100.02,100.338,100.5232,95.7822,99.78
2018-02-23,99.78,98.87,99.98,100.4852,95.8597,99.97
2018-02-26,99.97,100.0,99.63,100.4516,95.9406,99.57
2018-02-27,99.57,99.97,99.492,100.3986,96.0211,98.33
2018-02-28,98.33,99.86,99.206,100.3358,96.0984,97.2
2018-03-01,97.2,98.43,98.97,100.2386,96.1663,98.17
2018-03-02,98.17,96.94,98.648,100.1524,96.2412,99.69
2018-03-05,99.69,98.03,98.592,100.121,96.3285,100.66
2018-03-06,100.66,99.92,98.81,100.1278,96.4163,101.93
2018-03-07,101.93,100.74,99.53,100.1636,96.5107,103.25
2018-03-08,103.25,102.27,100.74,100.241,96.6093,105.6
2018-03-09,105.6,103.78,102.226,100.386,96.7183,105.93
2018-03-12,105.93,105.96,103.474,100.5338,96.8268,105.68
2018-03-13,105.68,106.12,104.478,100.6812,96.9317,104.84
2018-03-14,104.84,106.08,105.06,100.82,97.0258,105.34
2018-03-15,105.34,105.32,105.478,100.9316,97.125,105.69
2018-03-16,105.69,105.27,105.496,101.055,97.2213,104.76
2018-03-19,104.76,105.46,105.262,101.2046,97.3094,104.81
2018-03-20,104.81,104.57,105.088,101.3296,97.3938,104.11
2018-03-21,104.11,105.0,104.942,101.4398,97.4779,101.88
2018-03-22,101.88,103.27,104.25,101.5066,97.5519,99.72
2018-03-23,99.72,102.06,103.056,101.5236,97.6126,101.66
2018-03-26,101.66,101.05,102.436,101.5596,97.6819,100.06
2018-03-27,100.06,102.19,101.486,101.56,97.7515,98.62
2018-03-28,98.62,100.09,100.388,101.5338,97.8166,98.11
2018-03-29,98.11,99.02,99.634,101.4916,97.8735,95.7
2018-04-02,95.7,98.18,98.83,101.4072,97.9203,95.72
2018-04-03,95.72,95.84,97.642,101.2616,97.9657,96.83
2018-04-04,96.83,95.58,96.996,101.1414,98.0142,97.0
2018-04-05,97.0,97.6,96.672,101.0172,98.0599,94.85
2018-04-06,94.85,96.54,96.02,100.8442,98.0922,95.48
2018-04-09,95.48,94.85,95.976,100.6622,98.1207,96.61
2018-04-10,96.61,96.31,96.154,100.4742,98.1494,95.98
2018-04-11,95.98,95.91,95.984,100.2822,98.1738,96.12
2018-04-12,96.12,96.24,95.808,100.1172,98.2035,97.71
2018-04-13,97.71,98.5,96.38,100.0276,98.2447,98.04
2018-04-16,98.04,98.34,96.892,99.906,98.282,98.8
2018-04-17,98.8,98.57,97.33,99.8712,98.3289,99.25
2018-04-18,99.25,98.88,97.984,99.9212,98.3776,98.07
2018-04-19,98.07,99.21,98.374,99.9214,98.4268,97.27
2018-04-20,97.27,98.38,98.286,99.9026,98.4674,98.01
2018-04-23,98.01,97.44,98.28,99.9582,98.5181,96.74
2018-04-24,96.74,97.84,97.868,99.972,98.5576,96.49
2018-04-25,96.49,96.56,97.316,99.9292,98.5987,96.5
2018-04-26,96.5,96.92,97.002,99.858,98.6406,96.45
2018-04-27,96.45,96.4,96.838,99.6934,98.6783,95.76
2018-04-30,95.76,96.8,96.388,99.5772,98.711,97.99
2018-05-01,97.99,95.64,96.638,99.5026,98.754,96.91
2018-05-02,96.91,97.61,96.722,99.4356,98.7882,97.3
2018-05-03,97.3,96.85,96.882,99.3864,98.8243,99.02
2018-05-04,99.02,96.43,97.396,99.3992,98.8646,98.17
2018-05-07,98.17,99.22,97.878,99.367,98.904,98.25
2018-05-08,98.25,97.65,97.93,99.3326,98.9395,99.39
2018-05-09,99.39,98.53,98.426,99.329,98.9778,100.93
2018-05-10,100.93,99.6,99.152,99.381,99.0299,103.02
2018-05-11,103.02,100.55,99.952,99.4974,99.0865,102.89
2018-05-14,102.89,103.11,100.896,99.5918,99.143,102.1
2018-05-15,102.1,102.46,101.666,99.64,99.2002,99.13
2018-05-16,99.13,101.35,101.614,99.6094,99.2431,97.83
2018-05-17,97.83,99.35,100.994,99.5274,99.2758,101.63
2018-05-18,101.63,99.84,100.716,99.495,99.3259,102.21
2018-05-21,102.21,101.71,100.58,99.4272,99.3814,102.63
2018-05-22,102.63,102.15,100.686,99.3612,99.4425,102.44
2018-05-23,102.44,101.81,101.348,99.2964,99.4987,101.76
2018-05-24,101.76,102.66,102.134,99.2348,99.5542,100.5
2018-05-25,100.5,101.76,101.908,99.138,99.6062,99.18
2018-05-29,99.18,100.18,101.302,99.0078,99.6643,100.48
2018-05-30,100.48,99.88,100.872,98.9222,99.7221,98.93
2018-05-31,98.93,100.58,100.17,98.8046,99.7668,100.49
2018-06-01,100.49,99.46,99.916,98.7322,99.8116,101.24
2018-06-04,101.24,100.41,100.064,98.7194,99.8549,101.88
2018-06-05,101.88,101.36,100.604,98.7626,99.9058,103.69
2018-06-06,103.69,101.8,101.246,98.8032,99.9665,103.17
2018-06-07,103.17,103.8,102.094,98.8654,100.0169,104.6
2018-06-08,104.6,103.28,102.916,98.985,100.0662,104.17
2018-06-11,104.17,104.53,103.502,99.1062,100.1165,104.95
2018-06-12,104.95,104.16,104.116,99.2912,100.1657,103.36
2018-06-13,103.36,103.0,104.05,99.444,100.1884,103.16
2018-06-14,103.16,103.77,104.048,99.5706,100.2265,103.28
2018-06-15,103.28,102.63,103.784,99.6962,100.2629,104.88
2018-06-18,104.88,104.0,103.926,99.8968,100.3083,105.95
2018-06-19,105.95,104.5,104.126,100.1062,100.3579,105.61
2018-06-20,105.61,105.83,104.576,100.2862,100.4076,104.73
2018-06-21,104.73,105.95,104.89,100.4612,100.4465,103.84
2018-06-22,103.84,105.22,105.002,100.6156,100.4844,100.81
2018-06-25,100.81,103.7,104.188,100.6776,100.5048,100.7
2018-06-26,100.7,100.96,103.138,100.7308,100.5233,98.7
2018-06-27,98.7,100.89,101.756,100.7288,100.5321,99.19
2018-06-28,99.19,98.34,100.648,100.7276,100.5404,99.82
2018-06-29,99.82,99.76,99.844,100.7626,100.5567,99.3
2018-07-02,99.3,99.42,99.542,100.8032,100.5759,100.61
2018-07-03,100.61,101.0,99.524,100.8552,100.6066,100.4
