ticker,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2015-12-18,36.966,37.326,37.38,36.0525,30.5931,37.389
2015-12-21,37.389,37.307,37.38,36.1567,30.6382,37.5
2015-12-22,37.5,37.582,37.446,36.26,30.6873,37.515
2015-12-23,37.515,37.674,37.3682,36.358,30.7375,37.42
2015-12-24,37.42,37.478,37.3579,36.4553,30.7861,38.126
2015-12-28,38.126,37.646,37.5899,36.556,30.8402,38.83
2015-12-29,38.83,38.335,37.8782,36.6704,30.8961,38.55
2015-12-30,38.55,38.83,38.0882,36.7753,30.9516,37.944
2015-12-31,37.944,38.475,38.1739,36.8839,31.0018,37.092
2016-01-04,37.092,37.15,38.1083,36.9832,31.0481,37.129
2016-01-05,37.129,37.323,37.909,37.0739,31.0941,37.181
2016-01-06,37.181,36.5,37.5792,37.1156,31.1407,36.32
2016-01-07,36.32,36.515,37.1331,37.1292,31.1801,35.724
2016-01-08,35.724,36.573,36.689,37.1352,31.2194,35.802
2016-01-11,35.802,35.831,36.4309,37.1382,31.26,36.304
2016-01-12,36.304,36.084,36.2658,37.1474,31.3048,35.028
2016-01-13,35.028,36.543,35.8352,37.1371,31.3423,35.736
2016-01-14,35.736,35.269,35.7185,37.1307,31.3844,34.723
2016-01-15,34.723,34.615,35.5183,37.103,31.4227,35.09
2016-01-19,35.09,35.165,35.3759,37.0767,31.4647,34.923
2016-01-20,34.923,34.431,35.0997,37.0439,31.5054,35.33
2016-01-21,35.33,35.109,35.16,37.0167,31.5482,36.263
2016-01-22,36.263,36.18,35.2653,37.0171,31.5945,35.584
2016-01-25,35.584,36.179,35.4375,37.0005,31.6376,35.652
2016-01-26,35.652,35.693,35.55,36.9781,31.6812,35.0
2016-01-27,35.0,35.683,35.5654,36.9469,31.7218,36.548
2016-01-28,36.548,36.111,35.8091,36.9608,31.7723,37.148
2016-01-29,37.148,36.576,35.9861,36.9748,31.8252,37.6
2016-02-01,37.6,37.523,36.3894,37.0015,31.8802,38.233
2016-02-02,38.233,39.225,36.9055,37.0262,31.9407,36.348
2016-02-03,36.348,38.511,37.1751,37.0147,31.9889,35.401
2016-02-04,35.401,36.14,36.9456,36.9661,32.0328,34.179
2016-02-05,34.179,35.194,36.3518,36.8937,32.0692,34.137
2016-02-08,34.137,33.393,35.6592,36.8282,32.1035,33.906
2016-02-09,33.906,33.616,34.7938,36.7581,32.1322,34.206
2016-02-10,34.206,34.343,34.3655,36.692,32.1644,34.156
2016-02-11,34.156,33.75,34.1165,36.6325,32.1967,34.12
2016-02-12,34.12,34.513,34.1048,36.5478,32.2301,34.55
2016-02-16,34.55,34.649,34.1874,36.4765,32.2685,35.42
2016-02-17,35.42,34.95,34.4903,36.4323,32.3111,34.868
2016-02-18,34.868,35.5,34.6226,36.3629,32.3502,35.046
2016-02-19,35.046,34.752,34.8006,36.3005,32.3928,35.323
2016-02-22,35.323,35.373,35.0412,36.2446,32.4383,34.793
2016-02-23,34.793,35.073,35.0897,36.1889,32.4796,34.978
2016-02-24,34.978,34.446,35.0013,36.139,32.52,35.288
2016-02-25,35.288,35.001,35.0853,36.1058,32.5625,35.254
2016-02-26,35.254,35.429,35.1269,36.0631,32.6065,34.889
2016-02-29,34.889,35.016,35.04,36.0175,32.6485,35.941
2016-03-01,35.941,35.181,35.2696,35.9782,32.6936,35.943
2016-03-02,35.943,35.95,35.4625,35.9476,32.7399,35.621
2016-03-03,35.621,35.934,35.5292,35.9208,32.7849,35.545
2016-03-04,35.545,35.75,35.5874,35.8839,32.8283,34.758
2016-03-07,34.758,35.345,35.5613,35.829,32.8673,34.699
2016-03-08,34.699,34.43,35.3129,35.7727,32.9051,35.262
2016-03-09,35.262,34.924,35.1768,35.7295,32.9464,35.641
2016-03-10,35.641,35.406,35.1808,35.6798,32.9915,36.341
2016-03-11,36.341,36.0,35.3401,35.6301,33.0383,36.525
2016-03-14,36.525,36.341,35.6934,35.5896,33.086,36.417
2016-03-15,36.417,36.346,36.037,35.559,33.135,36.805
2016-03-16,36.805,36.319,36.3455,35.5533,33.1855,36.889
2016-03-17,36.889,36.823,36.5951,35.5485,33.2352,36.88
2016-03-18,36.88,37.093,36.7029,35.5424,33.2845,37.105
2016-03-21,37.105,36.825,36.8189,35.5581,33.3359,37.038
2016-03-22,37.038,36.873,36.9431,35.5844,33.3877,36.903
2016-03-23,36.903,37.118,36.9628,35.6064,33.4405,36.765
2016-03-24,36.765,36.601,36.938,35.6157,33.4927,36.677
2016-03-28,36.677,36.84,36.8973,35.6486,33.5419,37.239
2016-03-29,37.239,36.73,36.9241,35.6787,33.5944,37.527
2016-03-30,37.527,37.505,37.0219,35.7348,33.649,37.248
2016-03-31,37.248,37.463,37.0908,35.7779,33.7034,37.496
2016-04-01,37.496,36.93,37.2369,35.8294,33.7589,37.265
2016-04-04,37.265,37.503,37.3545,35.8681,33.8129,36.89
2016-04-05,36.89,36.9,37.2848,35.8806,33.8631,37.285
2016-04-06,37.285,36.789,37.2364,35.9147,33.9154,37.014
2016-04-07,37.014,37.269,37.1897,35.9419,33.9659,36.957
2016-04-08,36.957,37.199,37.0821,35.9811,34.0156,36.805
2016-04-11,36.805,37.151,36.9902,35.9862,34.0651,37.155
2016-04-12,37.155,36.9,37.0431,35.9863,34.1171,37.586
2016-04-13,37.586,37.458,37.1034,35.9861,34.1721,37.66
2016-04-14,37.66,37.701,37.2326,35.9746,34.23,37.95
2016-04-15,37.95,37.699,37.4311,36.0067,34.2896,38.331
2016-04-18,38.331,38.023,37.7362,36.0653,34.3508,37.697
2016-04-19,37.697,38.476,37.8446,36.1356,34.4085,37.634
2016-04-20,37.634,37.9,37.8541,36.2055,34.4659,37.957
2016-04-21,37.957,37.769,37.9135,36.2866,34.5245,35.939
2016-04-22,35.939,36.315,37.5112,36.3212,34.5749,36.158
2016-04-25,36.158,35.805,37.0766,36.3613,34.6256,35.407
2016-04-26,35.407,36.271,36.6187,36.387,34.6701,35.292
2016-04-27,35.292,35.365,36.1504,36.4018,34.7099,34.551
2016-04-28,34.551,35.413,35.4692,36.3845,34.7424,34.651
2016-04-29,34.651,34.535,35.2116,36.3801,34.7756,34.911
2016-05-02,34.911,34.882,34.9622,36.3774,34.8051,34.618
2016-05-03,34.618,34.844,34.8044,36.3633,34.81,34.785
2016-05-04,34.785,34.525,34.703,36.3632,34.8182,35.072
2016-05-05,35.072,34.885,34.8071,36.365,34.828,35.556
2016-05-06,35.556,34.919,34.9882,36.3704,34.8402,35.645
2016-05-09,35.645,35.6,35.1351,36.3782,34.8574,36.159
2016-05-10,36.159,35.838,35.4433,36.4037,34.8823,35.765
2016-05-11,35.765,36.171,35.6392,36.4001,34.9043,35.665
2016-05-12,35.665,35.853,35.758,36.3946,34.9256,35.542
2016-05-13,35.542,35.597,35.7551,36.393,34.9453,35.825
2016-05-16,35.825,35.457,35.791,36.3986,34.9663,35.312
2016-05-17,35.312,35.8,35.6215,36.4097,34.9865,35.332
2016-05-18,35.332,35.183,35.5349,36.4223,35.0053,35.016
2016-05-19,35.016,35.118,35.405,36.4174,35.0231,35.487
2016-05-20,35.487,35.081,35.3941,36.4143,35.0396,35.212
2016-05-23,35.212,35.326,35.2716,36.3918,35.055,36.005
2016-05-24,36.005,35.343,35.4102,36.3814,35.0762,36.264
2016-05-25,36.264,36.038,35.5966,36.3783,35.099,36.206
2016-05-26,36.206,36.144,35.8346,36.3663,35.1149,36.633
2016-05-27,36.633,36.201,36.0638,36.3612,35.1332,36.786
2016-05-31,36.786,36.587,36.3786,36.3593,35.153,36.707
2016-06-01,36.707,36.727,36.5192,36.3514,35.1722,36.52
2016-06-02,36.52,36.625,36.5705,36.341,35.1896,36.117
2016-06-03,36.117,36.463,36.5527,36.3253,35.2062,35.828
2016-06-06,35.828,36.246,36.3916,36.3066,35.2201,35.832
2016-06-07,35.832,35.992,36.2009,36.2897,35.2375,36.414
2016-06-08,36.414,36.198,36.1422,36.2732,35.2665,36.429
2016-06-09,36.429,36.144,36.124,36.2513,35.3012,35.971
2016-06-10,35.971,35.974,36.0947,36.2257,35.3356,35.918
2016-06-13,35.918,35.826,36.1128,36.1942,35.358,35.914
2016-06-14,35.914,35.824,36.129,36.1671,35.3782,35.946
2016-06-15,35.946,35.95,36.0354,36.1483,35.4003,35.518
2016-06-16,35.518,35.746,35.8532,36.1129,35.4233,34.586
2016-06-17,34.586,35.433,35.5763,36.0644,35.4468,34.686
2016-06-20,34.686,34.939,35.3298,36.0189,35.4667,34.797
2016-06-21,34.797,34.92,35.1065,35.9788,35.4891,34.873
2016-06-22,34.873,34.953,34.8919,35.9331,35.5133,35.094
2016-06-23,35.094,34.873,34.807,35.8833,35.5351,33.761
2016-06-24,33.761,33.759,34.642,35.8053,35.5507,33.413
2016-06-27,33.413,33.55,34.3875,35.7146,35.5624,34.002
2016-06-28,34.002,33.949,34.2285,35.628,35.576,34.206
2016-06-29,34.206,34.15,34.095,35.5582,35.5912,34.605
2016-06-30,34.605,34.274,33.9973,35.4976,35.6054,34.961
2016-07-01,34.961,34.61,34.2372,35.4377,35.6213,34.725
2016-07-05,34.725,34.803,34.4995,35.4134,35.6342,34.889
2016-07-06,34.889,34.499,34.6768,35.388,35.6513,34.768
2016-07-07,34.768,34.904,34.7893,35.3752,35.6663,35.282
2016-07-08,35.282,34.975,34.9246,35.375,35.687,35.755
2016-07-11,35.755,35.402,35.0834,35.3991,35.7102,36.032
2016-07-12,36.032,35.956,35.3449,35.4267,35.7339,35.849
2016-07-13,35.849,36.181,35.537,35.4455,35.7601,36.048
2016-07-14,36.048,36.079,35.7929,35.4741,35.7917,35.993
2016-07-15,35.993,36.287,35.9351,35.4982,35.8229,36.689
2016-07-18,36.689,36.136,36.122,35.5306,35.8542,36.848
2016-07-19,36.848,36.495,36.2852,35.5564,35.8856,37.06
2016-07-20,37.06,36.867,36.5273,35.5847,35.9142,36.932
2016-07-21,36.932,37.018,36.7041,35.6002,35.9385,37.137
2016-07-22,37.137,37.093,36.933,35.6276,35.9628,36.989
2016-07-25,36.989,37.034,36.9929,35.6541,35.9872,36.921
2016-07-26,36.921,36.952,37.0075,35.6817,36.012,37.088
2016-07-27,37.088,36.914,37.0133,35.7069,36.0365,37.296
2016-07-28,37.296,37.352,37.0861,35.7466,36.0613,38.439
2016-07-29,38.439,38.636,37.3466,35.8088,36.0905,38.644
2016-08-01,38.644,38.055,37.6777,35.8813,36.1209,38.554
2016-08-02,38.554,38.435,38.0042,35.9427,36.1482,38.659
2016-08-03,38.659,38.359,38.3183,36.0116,36.176,38.581
2016-08-04,38.581,38.611,38.5753,36.0631,36.2023,39.111
2016-08-05,39.111,38.689,38.7096,36.1201,36.2353,39.088
2016-08-08,39.088,39.1,38.7984,36.1777,36.2701,39.213
2016-08-09,39.213,39.055,38.9303,36.2293,36.3032,39.234
2016-08-10,39.234,39.188,39.0453,36.2783,36.3239,39.243
2016-08-11,39.243,39.25,39.1777,36.329,36.3419,39.161
2016-08-12,39.161,39.075,39.1877,36.3818,36.3606,39.122
2016-08-15,39.122,39.188,39.1945,36.4419,36.378,38.857
2016-08-16,38.857,39.015,39.1233,36.5025,36.393,38.996
2016-08-17,38.996,38.866,39.0756,36.5658,36.4103,38.875
2016-08-18,38.875,39.001,39.0021,36.615,36.4244,38.771
2016-08-19,38.771,38.75,38.9241,36.6618,36.4377,38.608
2016-08-22,38.608,38.664,38.8212,36.7146,36.4487,38.604
2016-08-23,38.604,38.774,38.7706,36.7683,36.4589,38.482
2016-08-24,38.482,38.529,38.6679,36.8196,36.4679,38.471
2016-08-25,38.471,38.35,38.587,36.8701,36.479,38.477
2016-08-26,38.477,38.45,38.5282,36.9293,36.4893,38.608
2016-08-29,38.608,38.437,38.5282,37.0097,36.4985,38.455
2016-08-30,38.455,38.467,38.4983,37.0851,36.508,38.353
2016-08-31,38.353,38.351,38.4724,37.1562,36.5205,38.439
2016-09-01,38.439,38.463,38.4661,37.2276,36.5305,38.573
2016-09-02,38.573,38.651,38.4853,37.2971,36.542,39.004
2016-09-06,39.004,38.673,38.5646,37.402,36.552,39.018
2016-09-07,39.018,39.0,38.6772,37.5141,36.5625,38.766
2016-09-08,38.766,38.93,38.7599,37.6094,36.5672,37.983
2016-09-09,37.983,38.505,38.6687,37.6849,36.5681,38.451
2016-09-12,38.451,37.757,38.6443,37.7618,36.5733,37.985
2016-09-13,37.985,38.224,38.4404,37.8223,36.5762,38.125
2016-09-14,38.125,37.981,38.2618,37.8903,36.5792,38.588
2016-09-15,38.588,38.145,38.2262,37.9643,36.5865,38.444
2016-09-16,38.444,38.488,38.3184,38.0378,36.587,38.285
2016-09-19,38.285,38.621,38.2852,38.0979,36.5878,38.57
2016-09-20,38.57,38.45,38.4024,38.1542,36.5925,38.811
2016-09-21,38.811,38.633,38.5397,38.2098,36.5949,39.361
2016-09-22,39.361,39.0,38.6942,38.28,36.6009,39.345
2016-09-23,39.345,39.33,38.8744,38.346,36.607,38.711
2016-09-26,38.711,39.137,38.9595,38.4003,36.6127,39.151
2016-09-27,39.151,38.775,39.0755,38.4496,36.621,39.078
2016-09-28,39.078,38.893,39.1289,38.4942,36.6317,38.751
2016-09-29,38.751,39.072,39.0069,38.528,36.6385,38.865
2016-09-30,38.865,38.817,38.9108,38.5667,36.647,38.628
2016-10-03,38.628,38.713,38.8943,38.5965,36.6506,38.822
2016-10-04,38.822,38.802,38.8285,38.6331,36.6574,38.824
2016-10-05,38.824,38.966,38.7776,38.6712,36.6667,38.843
2016-10-06,38.843,38.95,38.7961,38.7063,36.6739,38.754
2016-10-07,38.754,38.983,38.774,38.7354,36.6802,39.297
2016-10-10,39.297,38.886,38.9078,38.7526,36.6891,39.154
2016-10-11,39.154,39.333,38.9742,38.7628,36.6978,39.307
2016-10-12,39.307,39.188,39.0709,38.7779,36.7037,38.91
2016-10-13,38.91,39.061,39.0842,38.7829,36.7041,38.927
2016-10-14,38.927,39.082,39.1187,38.7898,36.706,38.998
2016-10-17,38.998,38.99,39.0589,38.7875,36.7112,39.763
2016-10-18,39.763,39.393,39.1808,38.801,36.7246,40.078
2016-10-19,40.078,39.943,39.335,38.8183,36.7393,39.849
2016-10-20,39.849,40.165,39.5228,38.8306,36.7527,39.969
2016-10-21,39.969,39.75,39.7312,38.8451,36.7709,40.656
2016-10-24,40.656,40.245,40.0627,38.875,36.7956,40.384
2016-10-25,40.384,40.834,40.1868,38.9003,36.8185,39.954
2016-10-26,39.954,40.317,40.1619,38.9222,36.8367,39.768
2016-10-27,39.768,40.05,40.1457,38.9376,36.8604,39.769
2016-10-28,39.769,40.418,40.1057,38.9555,36.8806,39.227
2016-10-31,39.227,39.774,39.82,38.9646,36.9031,39.181
2016-11-01,39.181,39.145,39.5794,38.9761,36.9236,38.435
2016-11-02,38.435,38.91,39.2757,38.9727,36.9411,38.107
2016-11-03,38.107,38.363,38.9435,38.9652,36.955,38.101
2016-11-04,38.101,37.533,38.61,38.9578,36.9642,39.126
2016-11-07,39.126,38.725,38.5898,38.9708,36.9819,39.526
2016-11-08,39.526,39.17,38.6588,38.9891,37.0013,39.265
2016-11-09,39.265,38.997,38.8249,39.0054,37.0226,38.128
2016-11-10,38.128,39.558,38.8292,39.0009,37.0305,37.701
2016-11-11,37.701,37.827,38.7492,38.9861,37.0333,36.804
2016-11-14,36.804,37.78,38.2848,38.9507,37.0293,37.925
2016-11-15,37.925,37.349,37.9646,38.9291,37.0278,38.224
2016-11-16,38.224,37.76,37.7563,38.9133,37.0372,38.562
2016-11-17,38.562,38.346,37.843,38.9092,37.053,38.027
2016-11-18,38.027,38.569,37.9082,38.9101,37.0722,38.46
2016-11-21,38.46,38.131,38.2394,38.9102,37.0938,38.414
2016-11-22,38.414,38.632,38.3372,38.9188,37.1164,38.05
2016-11-23,38.05,38.387,38.3023,38.9173,37.1356,38.084
2016-11-25,38.084,38.213,38.2068,38.9072,37.1552,38.412
2016-11-28,38.412,38.0,38.2838,38.9066,37.1767,38.542
2016-11-29,38.542,38.576,38.3002,38.9117,37.1966,37.902
2016-11-30,37.902,38.504,38.1979,38.8984,37.209,37.396
2016-12-01,37.396,37.872,38.0672,38.8701,37.2217,37.525
2016-12-02,37.525,37.23,37.9554,38.8334,37.2341,38.126
2016-12-05,38.126,37.886,37.8982,38.809,37.2481,37.956
2016-12-06,37.956,38.237,37.7809,38.7939,37.2639,38.56
2016-12-07,38.56,38.05,37.9124,38.7821,37.2818,38.821
2016-12-08,38.821,38.624,38.1974,38.7769,37.2995,39.465
2016-12-09,39.465,39.0,38.5853,38.7912,37.3205,39.463
2016-12-12,39.463,39.252,38.8528,38.8032,37.3434,39.805
2016-12-13,39.805,39.695,39.2227,38.8267,37.3627,39.854
2016-12-14,39.854,39.87,39.4815,38.8474,37.3823,39.893
2016-12-15,39.893,39.867,39.6958,38.8687,37.4037,39.54
2016-12-16,39.54,40.02,39.7109,38.8827,37.4236,39.71
2016-12-19,39.71,39.511,39.7602,38.9018,37.4484,39.821
2016-12-20,39.821,39.838,39.7634,38.9123,37.474,39.728
2016-12-21,39.728,39.792,39.7383,38.9238,37.4963,39.563
2016-12-22,39.563,39.618,39.6724,38.9289,37.5159,39.496
2016-12-23,39.496,39.545,39.6635,38.9406,37.5317,39.578
2016-12-27,39.578,39.534,39.637,38.9536,37.547,39.253
2016-12-28,39.253,39.685,39.5233,38.9587,37.5612,39.14
2016-12-29,39.14,39.167,39.4056,38.9463,37.5728,38.591
2016-12-30,38.591,39.138,39.2112,38.9165,37.5813,39.307
2017-01-03,39.307,38.941,39.1735,38.9057,37.5935,39.345
2017-01-04,39.345,39.418,39.127,38.8932,37.6047,39.701
2017-01-05,39.701,39.304,39.2167,38.8741,37.618,40.308
2017-01-06,40.308,39.763,39.4503,38.8726,37.635,40.332
2017-01-09,40.332,40.32,39.7986,38.8802,37.6529,40.24
2017-01-10,40.24,40.393,39.9851,38.8896,37.6707,40.396
2017-01-11,40.396,40.25,40.1952,38.9022,37.6865,40.318
2017-01-12,40.318,40.357,40.3186,38.924,37.7004,40.394
2017-01-13,40.394,40.374,40.3359,38.9483,37.7162,40.231
2017-01-17,40.231,40.354,40.3155,38.9842,37.7298,40.304
2017-01-18,40.304,40.29,40.3283,39.0281,37.745,40.109
2017-01-19,40.109,40.256,40.271,39.0683,37.7611,40.251
2017-01-20,40.251,40.346,40.2576,39.0908,37.7759,40.966
2017-01-23,40.966,40.363,40.3719,39.1196,37.7957,41.194
2017-01-24,41.194,41.115,40.5645,39.1581,37.8169,41.784
2017-01-25,41.784,41.481,40.8605,39.2312,37.8418,41.608
2017-01-26,41.608,41.89,41.1602,39.3094,37.864,41.165
2017-01-27,41.165,41.736,41.3431,39.3966,37.8819,40.116
2017-01-30,40.116,40.733,41.1732,39.4404,37.8942,39.84
2017-01-31,39.84,39.843,40.9024,39.4727,37.9037,39.785
2017-02-01,39.785,39.984,40.5027,39.4972,37.9109,39.927
2017-02-02,39.927,39.69,40.1665,39.5352,37.9221,40.075
2017-02-03,40.075,40.15,39.9483,39.5675,37.9343,40.067
2017-02-06,40.067,39.985,39.9385,39.6005,37.9448,40.349
2017-02-07,40.349,40.2,40.0403,39.6465,37.9669,40.419
2017-02-08,40.419,40.35,40.1671,39.6932,37.9882,40.478
2017-02-09,40.478,40.476,40.2774,39.7345,38.0136,40.683
2017-02-10,40.683,40.585,40.3992,39.7774,38.0405,40.962
2017-02-13,40.962,40.8,40.5782,39.8386,38.0726,41.023
2017-02-14,41.023,40.95,40.713,39.9111,38.1044,40.949
2017-02-15,40.949,40.968,40.819,39.9796,38.1346,41.208
2017-02-16,41.208,40.997,40.965,40.0412,38.1676,41.404
2017-02-17,41.404,41.151,41.109,40.1102,38.2007,41.583
2017-02-21,41.583,41.433,41.2332,40.1707,38.2332,41.538
2017-02-22,41.538,41.433,41.3363,40.225,38.2631,41.567
2017-02-23,41.567,41.506,41.4598,40.267,38.2927,41.432
2017-02-24,41.432,41.387,41.5046,40.3064,38.3191,41.464
2017-02-27,41.464,41.228,41.5167,40.3396,38.3476,41.161
2017-02-28,41.161,41.281,41.4322,40.3657,38.3751,41.762
2017-03-01,41.762,41.443,41.477,40.4031,38.4062,41.532
2017-03-02,41.532,41.693,41.47,40.4429,38.4347,41.454
2017-03-03,41.454,41.528,41.4744,40.4778,38.4654,41.389
2017-03-06,41.389,41.348,41.4594,40.5092,38.4957,41.596
2017-03-07,41.596,41.37,41.5464,40.5465,38.5286,41.769
2017-03-08,41.769,41.676,41.5477,40.5906,38.56,41.934
2017-03-09,41.934,41.8,41.6282,40.6394,38.5936,42.163
2017-03-10,42.163,42.164,41.7699,40.6911,38.6244,42.277
2017-03-13,42.277,42.2,41.9475,40.7516,38.6545,42.281
2017-03-14,42.281,42.182,42.0846,40.8144,38.6849,42.36
2017-03-15,42.36,42.38,42.2029,40.8898,38.7135,42.439
2017-03-16,42.439,42.451,42.3039,40.9525,38.7418,42.606
2017-03-17,42.606,42.581,42.3926,41.0177,38.7713,42.42
2017-03-20,42.42,42.501,42.4212,41.0721,38.8008,41.523
2017-03-21,41.523,42.57,42.2696,41.0964,38.8278,41.48
2017-03-22,41.48,41.596,42.0935,41.1193,38.856,40.879
2017-03-23,40.879,41.05,41.7815,41.1321,38.8813,40.722
2017-03-24,40.722,41.004,41.4046,41.1386,38.9028,40.976
2017-03-27,40.976,40.348,41.1157,41.1518,38.9255,41.046
2017-03-28,41.046,41.021,41.0203,41.1648,38.9509,41.57
2017-03-29,41.57,41.25,41.0385,41.1916,38.9792,41.575
2017-03-30,41.575,41.675,41.1777,41.217,39.0075,41.478
2017-03-31,41.478,41.449,41.329,41.2444,39.0352,41.927
2017-04-03,41.927,41.461,41.5194,41.2779,39.0672,41.729
2017-04-04,41.729,41.568,41.6559,41.2932,39.1029,41.57
2017-04-05,41.57,41.776,41.6559,41.3007,39.1373,41.394
2017-04-06,41.394,41.62,41.6197,41.293,39.1703,41.234
2017-04-07,41.234,41.398,41.5708,41.2855,39.2021,41.237
2017-04-10,41.237,41.27,41.4326,41.2869,39.2328,41.168
2017-04-11,41.168,41.236,41.3204,41.3079,39.2699,41.216
2017-04-12,41.216,41.097,41.2495,41.3355,39.3089,41.178
2017-04-13,41.178,41.107,41.2063,41.3633,39.3448,41.859
2017-04-17,41.859,41.251,41.3313,41.402,39.383,41.841
2017-04-18,41.841,41.711,41.4522,41.4373,39.4192,41.911
2017-04-19,41.911,41.99,41.6008,41.4742,39.454,42.082
2017-04-20,42.082,42.072,41.7741,41.5088,39.4908,42.16
2017-04-21,42.16,42.144,41.9704,41.5436,39.5271,43.138
2017-04-24,43.138,42.56,42.2263,41.5968,39.569,43.615
2017-04-25,43.615,43.25,42.5811,41.6555,39.6106,43.587
2017-04-26,43.587,43.712,42.9163,41.708,39.6498,43.713
2017-04-27,43.713,43.68,43.2423,41.7618,39.6882,45.298
2017-04-28,45.298,45.533,43.87,41.8487,39.7354,45.629
2017-05-01,45.629,45.097,44.3681,41.9372,39.7833,45.822
2017-05-02,45.822,45.481,44.8095,42.0255,39.8325,46.352
2017-05-03,46.352,45.743,45.3626,42.1209,39.8808,46.583
2017-05-04,46.583,46.304,45.9367,42.2218,39.9295,46.357
2017-05-05,46.357,46.677,46.1484,42.3176,39.976,46.715
2017-05-08,46.715,46.306,46.3657,42.4233,40.0249,46.609
2017-05-09,46.609,46.848,46.523,42.5262,40.0722,46.439
2017-05-10,46.439,46.599,46.5404,42.6317,40.1195,46.53
2017-05-11,46.53,46.266,46.5298,42.7271,40.1675,46.611
2017-05-12,46.611,46.576,46.5807,42.8287,40.2151,46.854
2017-05-15,46.854,46.648,46.6085,42.9367,40.2629,47.15
2017-05-16,47.15,47.0,46.7168,43.0519,40.3065,45.981
2017-05-17,45.981,46.784,46.6252,43.1396,40.3432,46.512
2017-05-18,46.512,46.05,46.6216,43.2345,40.383,46.701
2017-05-19,46.701,46.574,46.6395,43.3298,40.4232,47.093
2017-05-22,47.093,46.75,46.6873,43.4284,40.4657,47.441
2017-05-23,47.441,47.396,46.7455,43.5317,40.5074,47.748
2017-05-24,47.748,47.649,47.0989,43.641,40.5507,48.477
2017-05-25,48.477,47.867,47.4919,43.7634,40.597,48.574
2017-05-26,48.574,48.485,47.8665,43.8861,40.6437,48.794
2017-05-30,48.794,48.515,48.2067,44.0098,40.6915,48.243
2017-05-31,48.243,48.751,48.3671,44.1263,40.7369,48.348
2017-06-01,48.348,48.448,48.487,44.2628,40.783,48.78
2017-06-02,48.78,48.473,48.5476,44.4088,40.8326,49.184
2017-06-05,49.184,48.828,48.6697,44.5749,40.8836,48.829
2017-06-06,48.829,49.158,48.6766,44.737,40.9333,49.054
2017-06-07,49.054,48.983,48.8388,44.8986,40.9847,49.171
2017-06-08,49.171,49.118,49.0034,45.0611,41.0376,47.492
2017-06-09,47.492,49.225,48.7457,45.1795,41.082,47.145
2017-06-12,47.145,46.978,48.3379,45.2909,41.1253,47.67
2017-06-13,47.67,47.596,48.1062,45.4147,41.1713,47.538
2017-06-14,47.538,47.996,47.803,45.527,41.2166,47.116
2017-06-15,47.116,46.699,47.392,45.6347,41.2591,46.989
2017-06-16,46.989,47.0,47.2915,45.7431,41.3018,47.869
2017-06-19,47.869,47.498,47.4362,45.8726,41.3494,47.532
2017-06-20,47.532,47.876,47.4085,45.9985,41.3949,47.973
2017-06-21,47.973,47.682,47.4954,46.1332,41.4419,47.855
2017-06-22,47.855,47.935,47.6432,46.267,41.4861,48.28
2017-06-23,48.28,47.842,47.9013,46.4082,41.5324,47.614
2017-06-26,47.614,48.495,47.8503,46.537,41.5767,46.367
2017-06-27,46.367,47.123,47.6173,46.6271,41.6186,47.025
2017-06-28,47.025,46.45,47.4277,46.7308,41.6614,45.89
2017-06-29,45.89,46.496,47.0347,46.8104,41.701,45.437
2017-06-30,45.437,46.302,46.4661,46.8774,41.7375,44.935
2017-07-03,44.935,45.609,45.9304,46.933,41.7693,45.586
2017-07-05,45.586,45.088,45.7742,46.9819,41.805,45.335
2017-07-06,45.335,45.206,45.4362,47.0163,41.8402,45.93
2017-07-07,45.93,45.443,45.4442,47.0632,41.877,46.44
2017-07-10,46.44,46.088,45.6449,47.1177,41.9152,46.505
2017-07-11,46.505,46.477,45.9588,47.1418,41.9509,47.192
2017-07-12,47.192,46.934,46.28,47.1731,41.9901,47.358
2017-07-13,47.358,47.314,46.6847,47.2038,42.0334,47.8
2017-07-14,47.8,47.6,47.0587,47.2328,42.0766,47.671
2017-07-17,47.671,47.85,47.3049,47.2545,42.1196,48.27
2017-07-18,48.27,47.65,47.658,47.2928,42.1672,48.545
2017-07-19,48.545,48.392,47.9286,47.3294,42.2156,48.408
2017-07-20,48.408,48.75,48.1385,47.3654,42.2645,48.646
2017-07-21,48.646,48.113,48.3078,47.4095,42.3136,49.017
2017-07-24,49.017,48.611,48.577,47.4592,42.3645,47.535
2017-07-25,47.535,47.691,48.43,47.4777,42.408,47.39
2017-07-26,47.39,47.734,48.1991,47.4884,42.4512,46.705
2017-07-27,46.705,47.589,47.8585,47.4795,42.4882,47.076
2017-07-28,47.076,46.47,47.5446,47.5014,42.5278,46.525
2017-07-31,46.525,47.095,47.0462,47.5017,42.5639,46.542
2017-08-01,46.542,46.619,46.8475,47.4985,42.6021,46.52
2017-08-02,46.52,46.431,46.6734,47.4871,42.6401,46.183
2017-08-03,46.183,46.517,46.569,47.4619,42.676,46.398
2017-08-04,46.398,46.338,46.4333,47.4349,42.7092,46.468
2017-08-07,46.468,46.453,46.4219,47.3947,42.7411,46.34
2017-08-08,46.34,46.355,46.3815,47.35,42.7736,46.145
