ticker,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2014-11-11,28.065,27.926,27.7898,28.5765,28.6755,27.913
2014-11-12,27.913,28.057,27.8128,28.5453,28.6765,27.822
2014-11-13,27.822,28.04,27.8603,28.5086,28.6736,27.76
2014-11-14,27.76,27.9,27.894,28.466,28.6646,27.332
2014-11-17,27.332,27.76,27.7781,28.411,28.6594,27.226
2014-11-18,27.226,27.396,27.6103,28.3635,28.6532,27.36
2014-11-19,27.36,27.238,27.4998,28.3173,28.6469,27.188
2014-11-20,27.188,27.105,27.373,28.2699,28.6377,27.295
2014-11-21,27.295,27.552,27.28,28.2309,28.6269,27.374
2014-11-24,27.374,27.329,27.2884,28.1968,28.617,27.462
2014-11-25,27.462,27.361,27.3356,28.1572,28.6054,27.387
2014-11-26,27.387,27.462,27.3409,28.1117,28.5938,27.454
2014-11-28,27.454,27.35,27.3941,28.0635,28.581,26.982
2014-12-01,26.982,27.255,27.3317,27.9977,28.5654,26.93
2014-12-02,26.93,26.973,27.2428,27.939,28.5485,26.849
2014-12-03,26.849,26.875,27.1202,27.8848,28.5323,27.129
2014-12-04,27.129,26.882,27.0687,27.829,28.5173,26.404
2014-12-05,26.404,26.835,26.8587,27.7718,28.4987,26.537
2014-12-08,26.537,26.461,26.7695,27.7147,28.4797,26.806
2014-12-09,26.806,26.294,26.7447,27.663,28.4611,26.402
2014-12-10,26.402,26.795,26.6554,27.6026,28.4404,26.606
2014-12-11,26.606,26.501,26.5507,27.5551,28.4209,26.075
2014-12-12,26.075,26.372,26.485,27.4957,28.3992,25.792
2014-12-15,25.792,26.188,26.3361,27.4253,28.3776,24.908
2014-12-16,24.908,25.68,25.9566,27.3357,28.3502,25.322
2014-12-17,25.322,24.993,25.7407,27.268,28.3244,25.731
2014-12-18,25.731,25.8,25.5658,27.1989,28.3004,26.002
2014-12-19,26.002,25.85,25.5511,27.1481,28.2784,26.615
2014-12-22,26.615,26.031,25.7157,27.1252,28.2599,26.938
2014-12-23,26.938,26.726,26.1218,27.1193,28.2445,26.847
2014-12-24,26.847,26.941,26.4266,27.1075,28.2276,27.076
2014-12-26,27.076,26.847,26.6956,27.1083,28.2142,26.865
2014-12-29,26.865,27.025,26.8683,27.1087,28.2018,26.764
2014-12-30,26.764,26.748,26.8981,27.121,28.1865,26.533
2014-12-31,26.533,26.887,26.817,27.1193,28.1676,26.478
2015-01-02,26.478,26.63,26.7432,27.1108,28.1499,25.973
2015-01-05,25.973,26.357,26.5226,27.0876,28.13,25.332
2015-01-06,25.332,26.025,26.2159,27.0405,28.1086,25.258
2015-01-07,25.258,25.548,25.9146,26.9968,28.09,25.346
2015-01-08,25.346,25.075,25.6771,26.9538,28.0718,25.036
2015-01-09,25.036,25.409,25.3888,26.8956,28.0553,24.853
2015-01-12,24.853,24.962,25.1648,26.8342,28.0402,25.09
2015-01-13,25.09,25.129,25.1164,26.7757,28.0255,25.297
2015-01-14,25.297,25.021,25.1242,26.7138,28.0125,25.2
2015-01-15,25.2,25.444,25.0952,26.654,27.9965,25.523
2015-01-16,25.523,25.158,25.1926,26.6003,27.9821,25.497
2015-01-20,25.497,25.639,25.3214,26.5543,27.9667,26.02
2015-01-21,26.02,25.542,25.5073,26.523,27.9605,26.865
2015-01-22,26.865,26.15,25.821,26.5085,27.9597,27.098
2015-01-23,27.098,26.902,26.2004,26.4922,27.9558,26.836
2015-01-26,26.836,27.075,26.463,26.4676,27.9482,26.06
2015-01-27,26.06,26.57,26.5755,26.4306,27.9418,25.621
2015-01-28,25.621,26.25,26.4959,26.3866,27.9355,25.662
2015-01-29,25.662,25.645,26.2552,26.3446,27.9275,26.877
2015-01-30,26.877,25.95,26.2112,26.3355,27.9247,26.61
2015-02-02,26.61,26.716,26.166,26.3232,27.9168,26.665
2015-02-03,26.665,26.497,26.2871,26.3093,27.9143,26.305
2015-02-04,26.305,26.657,26.4238,26.2916,27.911,26.492
2015-02-05,26.492,26.396,26.5898,26.2756,27.907,26.694
2015-02-06,26.694,26.551,26.5531,26.262,27.9061,26.464
2015-02-09,26.464,26.553,26.5239,26.242,27.9048,27.008
2015-02-10,27.008,26.607,26.5925,26.2345,27.9091,26.9
2015-02-11,26.9,26.987,26.7115,26.2234,27.9129,27.301
2015-02-12,27.301,26.983,26.8733,26.2297,27.9153,27.558
2015-02-13,27.558,27.376,27.0461,26.2423,27.9193,27.251
2015-02-17,27.251,27.558,27.2034,26.2503,27.921,27.133
2015-02-18,27.133,27.191,27.2283,26.2504,27.9232,27.323
2015-02-19,27.323,27.124,27.3128,26.2688,27.9259,27.09
2015-02-20,27.09,27.379,27.2707,26.2799,27.9308,26.75
2015-02-23,26.75,26.95,27.1091,26.2787,27.935,26.932
2015-02-24,26.932,26.577,27.0455,26.2894,27.9396,27.367
2015-02-25,27.367,26.922,27.0923,26.3046,27.9448,27.964
2015-02-26,27.964,27.287,27.2207,26.3424,27.95,28.132
2015-02-27,28.132,27.908,27.429,26.3891,27.9553,28.751
2015-03-02,28.751,28.35,27.8292,26.466,27.9654,28.94
2015-03-03,28.94,28.818,28.2307,26.5384,27.9779,28.917
2015-03-04,28.917,28.849,28.5407,26.6021,27.9904,29.072
2015-03-05,29.072,28.981,28.7621,26.6635,28.001,28.645
2015-03-06,28.645,29.1,28.8648,26.7041,28.0091,28.705
2015-03-09,28.705,28.546,28.8556,26.7394,28.0152,27.993
2015-03-10,27.993,28.424,28.6662,26.7623,28.0163,27.785
2015-03-11,27.785,27.99,28.4398,26.7765,28.0143,28.059
2015-03-12,28.059,27.924,28.2371,26.8003,28.0109,27.65
2015-03-13,27.65,27.962,28.0381,26.8181,28.0065,28.082
2015-03-16,28.082,27.847,27.9135,26.849,28.0043,27.881
2015-03-17,27.881,27.914,27.8911,26.8771,28.0008,28.308
2015-03-18,28.308,27.887,27.9958,26.9238,28.0012,28.184
2015-03-19,28.184,28.226,28.0208,26.9808,28.0035,28.248
2015-03-20,28.248,28.336,28.1403,27.0406,28.0063,28.269
2015-03-23,28.269,28.3,28.1776,27.0991,28.0064,28.877
2015-03-24,28.877,28.427,28.3769,27.1759,28.0093,28.35
2015-03-25,28.35,28.879,28.3853,27.2458,28.0084,28.182
2015-03-26,28.182,28.232,28.385,27.3077,28.0072,27.877
2015-03-27,27.877,28.092,28.311,27.3593,28.0047,28.057
2015-03-30,28.057,28.013,28.2687,27.4164,28.0051,27.735
2015-03-31,27.735,27.897,28.0403,27.4607,28.0037,27.475
2015-04-01,27.475,27.742,27.8652,27.5002,28.003,27.065
2015-04-02,27.065,27.371,27.6419,27.5211,28.0007,27.198
2015-04-06,27.198,26.942,27.5059,27.5278,27.9965,27.243
2015-04-07,27.243,27.25,27.3431,27.5307,27.9915,27.442
2015-04-08,27.442,27.3,27.2845,27.5428,27.9871,27.401
2015-04-09,27.401,27.461,27.2698,27.5697,27.9805,27.427
2015-04-10,27.427,27.479,27.3421,27.6058,27.9745,27.432
2015-04-13,27.432,27.353,27.389,27.6412,27.9652,26.989
2015-04-14,26.989,27.329,27.3382,27.6434,27.9539,27.052
2015-04-15,27.052,26.898,27.2602,27.6522,27.9428,27.176
2015-04-16,27.176,26.918,27.2152,27.6625,27.9325,26.637
2015-04-17,26.637,26.865,27.0572,27.6691,27.9178,27.226
2015-04-20,27.226,26.688,27.0161,27.6838,27.9062,27.146
2015-04-21,27.146,27.315,27.0476,27.6929,27.8937,27.459
2015-04-22,27.459,27.153,27.129,27.7128,27.8833,27.873
2015-04-23,27.873,27.521,27.2684,27.7301,27.8781,28.683
2015-04-24,28.683,29.002,27.6776,27.7657,27.8756,28.306
2015-04-27,28.306,28.639,27.8935,27.7858,27.8722,28.219
2015-04-28,28.219,28.216,28.1079,27.799,27.8666,28.069
2015-04-29,28.069,28.026,28.23,27.8154,27.8584,27.438
2015-04-30,27.438,27.928,28.1431,27.8215,27.8473,27.558
2015-05-01,27.558,27.526,27.9181,27.8262,27.8374,27.642
2015-05-04,27.642,27.55,27.7853,27.8373,27.8304,27.152
2015-05-05,27.152,27.508,27.5721,27.8453,27.8149,26.754
2015-05-06,26.754,27.132,27.309,27.8418,27.7991,27.102
2015-05-07,27.102,26.795,27.2417,27.8365,27.7837,27.448
2015-05-08,27.448,27.444,27.2196,27.8261,27.7696,27.289
2015-05-11,27.289,27.425,27.149,27.8093,27.7553,26.937
2015-05-12,26.937,27.14,27.1058,27.773,27.7405,26.975
2015-05-13,26.975,27.024,27.1499,27.7337,27.7256,27.46
2015-05-14,27.46,27.199,27.2215,27.7046,27.7144,27.325
2015-05-15,27.325,27.52,27.1969,27.6696,27.7022,27.333
2015-05-18,27.333,27.191,27.2058,27.6434,27.694,27.464
2015-05-19,27.464,27.4,27.3113,27.6186,27.6879,27.626
2015-05-20,27.626,27.546,27.4415,27.6112,27.6804,27.841
2015-05-21,27.841,27.51,27.5176,27.6123,27.6764,27.726
2015-05-22,27.726,27.723,27.5979,27.6057,27.6714,27.36
2015-05-26,27.36,27.629,27.6031,27.5999,27.6652,27.713
2015-05-27,27.713,27.434,27.6528,27.5925,27.6593,27.709
2015-05-28,27.709,27.69,27.6695,27.5891,27.6535,27.266
2015-05-29,27.266,27.66,27.5546,27.5682,27.6468,27.461
2015-06-01,27.461,27.437,27.5015,27.5538,27.638,27.698
2015-06-02,27.698,27.371,27.5691,27.5428,27.6303,27.765
2015-06-03,27.765,27.755,27.5795,27.5327,27.6232,27.585
2015-06-04,27.585,27.609,27.5546,27.5068,27.613,27.476
2015-06-05,27.476,27.6,27.5967,27.4894,27.6011,27.174
2015-06-08,27.174,27.481,27.5394,27.4692,27.5881,27.108
2015-06-09,27.108,27.171,27.4215,27.4538,27.5755,27.63
2015-06-10,27.63,27.285,27.3946,27.4453,27.5655,27.502
2015-06-11,27.502,27.725,27.3781,27.4406,27.5554,27.374
2015-06-12,27.374,27.357,27.3575,27.4386,27.5452,27.15
2015-06-15,27.15,27.137,27.3527,27.4403,27.5352,27.244
2015-06-16,27.244,27.224,27.3798,27.4412,27.5264,27.33
2015-06-17,27.33,27.271,27.3198,27.4429,27.5174,27.809
2015-06-18,27.809,27.4,27.3812,27.4503,27.5093,27.876
2015-06-19,27.876,27.826,27.4817,27.4598,27.5013,27.984
2015-06-22,27.984,27.97,27.6485,27.4709,27.493,28.17
2015-06-23,28.17,27.99,27.8337,27.4857,27.4844,27.929
2015-06-24,27.929,28.124,27.9534,27.5045,27.4736,27.898
2015-06-25,27.898,28.015,27.9711,27.5214,27.4651,27.653
2015-06-26,27.653,27.986,27.9265,27.5309,27.455,27.063
2015-06-29,27.063,27.338,27.7422,27.5394,27.4425,27.002
2015-06-30,27.002,27.255,27.5087,27.5349,27.4313,27.165
2015-07-01,27.165,27.183,27.356,27.5353,27.4217,27.367
2015-07-02,27.367,27.237,27.2499,27.5335,27.4114,27.281
2015-07-06,27.281,27.113,27.1755,27.5216,27.3995,27.502
2015-07-07,27.502,27.371,27.2633,27.498,27.3876,27.085
2015-07-08,27.085,27.28,27.2799,27.4736,27.3717,27.232
2015-07-09,27.232,27.432,27.2934,27.4539,27.3586,27.806
2015-07-10,27.806,27.686,27.3811,27.4486,27.3498,28.587
2015-07-13,28.587,27.976,27.6422,27.4715,27.3431,29.209
2015-07-14,29.209,28.725,27.9837,27.5046,27.3429,29.198
2015-07-15,29.198,29.187,28.4063,27.5357,27.3419,30.089
2015-07-16,30.089,29.475,28.9776,27.5944,27.3454,34.981
2015-07-17,34.981,34.0,30.4127,27.759,27.3732,34.642
2015-07-20,34.642,34.449,31.6238,27.9098,27.4015,34.768
2015-07-21,34.768,34.244,32.7355,28.0562,27.4301,34.755
2015-07-22,34.755,34.701,33.8469,28.2055,27.4573,33.737
2015-07-23,33.737,34.593,34.5764,28.3415,27.479,32.739
2015-07-24,32.739,33.838,34.1279,28.4568,27.4992,32.914
2015-07-27,32.914,32.579,33.7822,28.5658,27.5178,32.983
2015-07-28,32.983,33.088,33.4253,28.679,27.5401,33.072
2015-07-29,33.072,33.113,33.0886,28.7938,27.5666,33.228
2015-07-30,33.228,32.872,32.9869,28.909,27.5966,32.875
2015-07-31,32.875,33.235,33.0142,29.014,27.6238,33.236
2015-08-03,33.236,32.883,33.0787,29.1219,27.6548,33.064
2015-08-04,33.064,33.217,33.0949,29.2287,27.6859,33.665
2015-08-05,33.665,33.288,33.2135,29.3548,27.7234,33.508
2015-08-06,33.508,33.7,33.2694,29.4707,27.7579,33.22
2015-08-07,33.22,33.389,33.3383,29.5809,27.7895,33.157
2015-08-10,33.157,33.355,33.3225,29.6987,27.8196,34.515
2015-08-11,34.515,34.979,33.6127,29.8398,27.8537,34.574
2015-08-12,34.574,34.725,33.7945,29.9773,27.8894,34.326
2015-08-13,34.326,34.46,33.9581,30.1086,27.9235,34.469
2015-08-14,34.469,34.202,34.2079,30.2462,27.9561,34.706
2015-08-17,34.706,34.402,34.5176,30.3908,27.9901,34.437
2015-08-18,34.437,34.554,34.5019,30.5361,28.0222,34.702
2015-08-19,34.702,34.506,34.5276,30.6879,28.0537,33.974
2015-08-20,33.974,34.455,34.4573,30.8148,28.0826,32.201
2015-08-21,32.201,33.552,34.0039,30.9088,28.1026,30.906
2015-08-24,30.906,30.03,33.2439,30.9795,28.1181,30.624
2015-08-25,30.624,32.323,32.4813,31.0489,28.1333,32.987
2015-08-26,32.987,32.155,32.1383,31.1638,28.1603,33.398
2015-08-27,33.398,33.6,32.0231,31.2852,28.1878,32.985
2015-08-28,32.985,33.288,32.1797,31.3887,28.2124,32.391
2015-08-31,32.391,32.717,32.4768,31.479,28.2347,31.478
2015-09-01,31.478,31.69,32.6477,31.5488,28.253,32.246
2015-09-02,32.246,31.9,32.4994,31.6304,28.2755,31.853
2015-09-03,31.853,32.396,32.1903,31.7088,28.2981,31.448
2015-09-04,31.448,31.485,31.883,31.7799,28.3192,32.194
2015-09-08,32.194,32.05,31.8436,31.8707,28.3433,32.17
2015-09-09,32.17,32.594,31.9821,31.9728,28.3683,32.554
2015-09-10,32.554,32.195,32.0438,32.0839,28.3946,32.765
2015-09-11,32.765,32.511,32.2263,32.1959,28.4215,32.624
2015-09-14,32.624,32.782,32.4614,32.301,28.4473,33.254
2015-09-15,33.254,32.836,32.6733,32.4205,28.4767,33.276
2015-09-16,33.276,33.277,32.8944,32.536,28.5058,33.584
2015-09-17,33.584,33.375,33.1003,32.6659,28.5388,33.046
2015-09-18,33.046,33.253,33.1565,32.7822,28.5694,33.349
2015-09-21,33.349,33.276,33.3016,32.8931,28.6019,32.66
2015-09-22,32.66,32.874,33.1829,32.9745,28.6295,32.664
2015-09-23,32.664,32.645,33.0606,33.0436,28.6608,32.746
2015-09-24,32.746,32.449,32.893,33.1146,28.6919,32.008
2015-09-25,32.008,32.929,32.6853,33.153,28.7179,31.213
2015-09-28,31.213,31.952,32.258,33.0776,28.7419,31.131
2015-09-29,31.131,31.275,31.9521,33.0074,28.7645,31.919
2015-09-30,31.919,31.592,31.8029,32.9504,28.7938,32.1
2015-10-01,32.1,31.897,31.6738,32.8973,28.8253,32.85
2015-10-02,32.85,31.901,31.8422,32.8795,28.865,33.584
2015-10-05,33.584,33.08,32.3165,32.8965,28.9063,33.582
2015-10-06,33.582,33.468,32.8068,32.9098,28.9456,33.5
2015-10-07,33.5,33.87,33.1231,32.9202,28.9831,33.35
2015-10-08,33.35,33.473,33.3731,32.9257,29.0167,33.562
2015-10-09,33.562,33.375,33.5156,32.9324,29.0499,33.822
2015-10-12,33.822,33.46,33.5631,32.9513,29.0847,34.159
2015-10-13,34.159,33.713,33.6784,32.9698,29.1201,34.021
2015-10-14,34.021,34.187,33.7825,32.9889,29.1559,34.651
2015-10-15,34.651,34.263,34.0427,33.0086,29.1953,34.766
2015-10-16,34.766,34.77,34.2835,33.0338,29.2365,34.998
2015-10-19,34.998,34.7,34.5187,33.0694,29.2791,34.0
2015-10-20,34.0,34.895,34.487,33.0862,29.3192,33.59
2015-10-21,33.59,34.161,34.4009,33.0677,29.3605,34.057
2015-10-22,34.057,33.772,34.2821,33.0574,29.4045,35.967
2015-10-23,35.967,37.503,34.5222,33.0902,29.4576,36.556
2015-10-26,36.556,36.001,34.8339,33.132,29.5152,36.641
2015-10-27,36.641,36.329,35.3621,33.1707,29.5742,36.846
2015-10-28,36.846,36.65,36.0133,33.2189,29.633,37.243
2015-10-29,37.243,36.832,36.6504,33.2697,29.6927,36.87
2015-10-30,36.87,37.278,36.831,33.3276,29.751,37.387
2015-11-02,37.387,36.894,36.9972,33.4313,29.8104,37.441
2015-11-03,37.441,37.271,37.1572,33.562,29.8701,37.765
2015-11-04,37.765,37.495,37.3411,33.7049,29.9288,38.034
2015-11-05,38.034,37.941,37.4993,33.8058,29.9846,38.08
2015-11-06,38.08,37.97,37.7414,33.8994,30.0396,37.739
2015-11-09,37.739,37.926,37.8117,33.9945,30.0941,37.913
2015-11-10,37.913,37.674,37.9061,34.105,30.1533,38.263
2015-11-11,38.263,38.119,38.0055,34.2406,30.2165,37.826
2015-11-12,37.826,38.009,37.9641,34.3523,30.2774,37.004
2015-11-13,37.004,37.702,37.7488,34.4553,30.328,37.521
2015-11-16,37.521,37.011,37.7053,34.5767,30.3826,37.299
2015-11-17,37.299,37.624,37.5825,34.6788,30.4357,38.001
2015-11-18,38.001,37.479,37.5301,34.7954,30.4942,37.997
2015-11-19,37.997,37.989,37.5642,34.9043,30.5517,38.85
2015-11-20,38.85,38.465,37.9335,35.026,30.6125,38.835
2015-11-23,38.835,38.874,38.1963,35.1502,30.6744,38.482
2015-11-24,38.482,38.648,38.4328,35.2548,30.7317,38.463
2015-11-25,38.463,38.585,38.5253,35.3585,30.7896,38.599
2015-11-27,38.599,38.458,38.6456,35.4588,30.846,38.143
2015-11-30,38.143,38.594,38.5041,35.5608,30.899,39.189
2015-12-01,39.189,38.347,38.575,35.6776,30.9587,38.893
2015-12-02,38.893,39.263,38.6572,35.8022,31.0175,38.41
2015-12-03,38.41,39.028,38.6466,35.9171,31.0729,38.961
2015-12-04,38.961,38.486,38.719,36.0414,31.1322,38.65
2015-12-07,38.65,39.003,38.8204,36.1743,31.1917,38.757
2015-12-08,38.757,38.225,38.7339,36.3252,31.2509,38.128
2015-12-09,38.128,38.555,38.5809,36.4651,31.3047,38.002
2015-12-10,38.002,38.18,38.4993,36.5868,31.3549,37.521
2015-12-11,37.521,37.45,38.2114,36.6952,31.4018,38.127
2015-12-14,38.127,37.563,38.1069,36.8007,31.4487,38.005
2015-12-15,38.005,38.39,37.9564,36.8891,31.494,38.83
2015-12-16,38.83,38.329,38.0968,36.9941,31.5436,38.492
2015-12-17,38.492,39.058,38.1947,37.0939,31.5907,37.843
2015-12-18,37.843,38.362,38.259,37.1838,31.6367,38.04
2015-12-21,38.04,38.152,38.2416,37.2733,31.6833,38.357
2015-12-22,38.357,38.213,38.312,37.364,31.7352,38.426
2015-12-23,38.426,38.535,38.2312,37.4494,31.7884,38.292
2015-12-24,38.292,38.426,38.1913,37.5348,31.8395,39.112
2015-12-28,39.112,38.5,38.4452,37.624,31.8968,39.698
2015-12-29,39.698,39.35,38.7768,37.7227,31.9549,39.515
2015-12-30,39.515,39.698,39.0085,37.813,32.0131,38.901
2015-12-31,38.901,39.391,39.1035,37.911,32.0661,37.972
2016-01-04,37.972,38.11,39.0395,37.9987,32.115,38.076
2016-01-05,38.076,38.205,38.8324,38.0791,32.1641,37.967
2016-01-06,37.967,37.519,38.4861,38.1191,32.2126,37.05
2016-01-07,37.05,37.325,37.9931,38.1289,32.2535,36.546
2016-01-08,36.546,37.39,37.5221,38.127,32.2945,36.654
2016-01-11,36.654,36.598,37.2584,38.1232,32.3368,37.267
2016-01-12,37.267,37.038,37.0965,38.1237,32.3838,35.979
2016-01-13,35.979,37.467,36.6989,38.1058,32.4234,36.57
2016-01-14,36.57,36.222,36.6028,38.0895,32.4676,35.525
2016-01-15,35.525,35.5,36.3986,38.0512,32.5078,35.954
2016-01-19,35.954,36.008,36.2587,38.0149,32.5523,35.928
2016-01-20,35.928,35.295,35.9909,37.9728,32.5959,36.334
2016-01-21,36.334,36.009,36.0619,37.9379,32.6414,37.273
2016-01-22,37.273,37.1,36.2026,37.9286,32.6905,36.681
2016-01-25,36.681,37.192,36.4339,37.9039,32.7369,36.689
2016-01-26,36.689,36.761,36.581,37.8725,32.7832,35.879
2016-01-27,35.879,36.795,36.5712,37.8335,32.8255,37.415
2016-01-28,37.415,36.91,36.7875,37.8418,32.8776,38.068
2016-01-29,38.068,37.448,36.9464,37.8527,32.9327,38.539
2016-02-01,38.539,38.563,37.3179,37.8775,32.9895,39.046
2016-02-02,39.046,40.025,37.7891,37.8984,33.0515,37.469
2016-02-03,37.469,39.314,38.1071,37.8878,33.1027,36.502
2016-02-04,36.502,37.23,37.9244,37.8409,33.1495,35.188
2016-02-05,35.188,36.275,37.3485,37.7679,33.1882,35.208
2016-02-08,35.208,34.384,36.6824,37.7025,33.2248,35.051
2016-02-09,35.051,34.648,35.8835,37.6342,33.2567,35.343
2016-02-10,35.343,35.59,35.4582,37.5691,33.2919,35.318
2016-02-11,35.318,34.817,35.2215,37.5126,33.3274,35.345
2016-02-12,35.345,35.611,35.2528,37.4357,33.3637,35.882
2016-02-16,35.882,35.933,35.3876,37.3755,33.4059,36.599
2016-02-17,36.599,36.35,35.6971,37.3393,33.4511,35.876
2016-02-18,35.876,36.698,35.8037,37.2776,33.4923,36.106
2016-02-19,36.106,35.795,35.9612,37.2267,33.5371,36.453
2016-02-22,36.453,36.476,36.1828,37.1806,33.5856,35.865
2016-02-23,35.865,36.305,36.1793,37.1353,33.6294,36.045
2016-02-24,36.045,35.531,36.0686,37.0962,33.6724,36.456
2016-02-25,36.456,36.146,36.1847,37.0749,33.7182,36.243
2016-02-26,36.243,36.68,36.2122,37.0372,33.7647,35.861
2016-02-29,35.861,36.05,36.0939,36.9943,33.8092,37.109
2016-03-01,37.109,36.065,36.3427,36.9599,33.8574,36.974
2016-03-02,36.974,37.144,36.5285,36.9296,33.9057,36.58
2016-03-03,36.58,36.974,36.5532,36.9043,33.9519,36.511
2016-03-04,36.511,36.74,36.6068,36.8737,33.9971,35.64
2016-03-07,35.64,36.258,36.5626,36.8194,34.0372,35.677
2016-03-08,35.677,35.42,36.2762,36.7644,34.0764,36.271
2016-03-09,36.271,35.758,36.1355,36.724,34.1191,36.609
2016-03-10,36.609,36.39,36.1413,36.6739,34.1653,37.244
2016-03-11,37.244,36.998,36.2878,36.6248,34.213,37.512
2016-03-14,37.512,37.249,36.6622,36.5848,34.262,37.529
2016-03-15,37.529,37.301,37.0326,36.5573,34.3133,37.868
2016-03-16,37.868,37.453,37.3521,36.5552,34.3654,37.924
2016-03-17,37.924,37.883,37.6152,36.5522,34.4165,37.771
2016-03-18,37.771,38.082,37.7206,36.5483,34.4665,38.108
2016-03-21,38.108,37.695,37.8398,36.5694,34.5191,38.003
2016-03-22,38.003,37.922,37.9346,36.5986,34.5718,37.878
2016-03-23,37.878,38.168,37.9366,36.6231,34.6253,37.742
2016-03-24,37.742,37.56,37.9002,36.6326,34.6785,37.664
2016-03-28,37.664,37.808,37.8789,36.6663,34.7286,38.295
2016-03-29,38.295,37.684,37.9162,36.7008,34.7826,38.417
2016-03-30,38.417,38.411,37.9991,36.7586,34.8378,38.145
2016-03-31,38.145,38.417,38.0525,36.8025,34.8928,38.484
2016-04-01,38.484,37.858,38.2008,36.8536,34.949,38.256
2016-04-04,38.256,38.476,38.3192,36.892,35.0036,37.929
2016-04-05,37.929,37.907,38.246,36.9051,35.0542,38.404
2016-04-06,38.404,37.892,38.2433,36.9396,35.1069,38.006
2016-04-07,38.006,38.266,38.2155,36.9659,35.157,37.974
2016-04-08,37.974,38.294,38.1135,37.0078,35.206,37.877
2016-04-11,37.877,38.273,38.0377,37.017,35.2557,38.216
2016-04-12,38.216,37.921,38.0952,37.02,35.3073,38.596
2016-04-13,38.596,38.515,38.1336,37.0211,35.362,38.77
2016-04-14,38.77,38.768,38.2863,37.0156,35.4206,39.0
2016-04-15,39.0,38.775,38.4916,37.0462,35.4806,39.384
2016-04-18,39.384,39.01,38.793,37.1039,35.5417,38.813
2016-04-19,38.813,39.525,38.9123,37.1764,35.5989,38.746
2016-04-20,38.746,38.958,38.9424,37.2471,35.6562,39.0
2016-04-21,39.0,38.866,38.9885,37.3261,35.7137,36.889
2016-04-22,36.889,37.195,38.5662,37.357,35.7627,37.111
2016-04-25,37.111,36.768,38.1115,37.3929,35.8121,36.269
2016-04-26,36.269,37.221,37.6027,37.4114,35.8544,36.073
2016-04-27,36.073,36.266,37.0681,37.4152,35.8919,35.253
2016-04-28,35.253,36.165,36.3187,37.3883,35.9221,35.394
2016-04-29,35.394,35.206,36.0198,37.3787,35.9531,35.721
2016-05-02,35.721,35.596,35.7418,37.371,35.9812,35.422
2016-05-03,35.422,35.625,35.5725,37.3503,35.9834,35.569
2016-05-04,35.569,35.338,35.4716,37.3444,35.9881,35.736
2016-05-05,35.736,35.75,35.5681,37.3382,35.9929,36.259
2016-05-06,36.259,35.61,35.7411,37.3343,36.0004,36.457
2016-05-09,36.457,36.335,35.8883,37.3386,36.014,36.969
2016-05-10,36.969,36.748,36.1977,37.3607,36.0352,36.527
2016-05-11,36.527,37.026,36.3895,37.3491,36.0532,36.404
2016-05-12,36.404,36.6,36.5231,37.3377,36.0703,36.242
2016-05-13,36.242,36.331,36.5196,37.3309,36.0862,36.515
2016-05-16,36.515,36.216,36.5313,37.331,36.1026,36.01
2016-05-17,36.01,36.553,36.3394,37.3384,36.1183,36.089
2016-05-18,36.089,35.925,36.2517,37.3466,36.1326,35.765
2016-05-19,35.765,35.915,36.1241,37.3365,36.1461,36.086
2016-05-20,36.086,35.823,36.0929,37.3261,36.1582,35.863
2016-05-23,35.863,35.999,35.9624,37.2985,36.1699,36.652
2016-05-24,36.652,35.993,36.0908,37.2813,36.1871,36.905
2016-05-25,36.905,36.75,36.254,37.2688,36.2058,36.847
2016-05-26,36.847,36.8,36.4702,37.2484,36.2175,37.38
2016-05-27,37.38,36.876,36.7291,37.2375,36.2315,37.443
2016-05-31,37.443,37.438,37.0451,37.2309,36.2471,37.423
2016-06-01,37.423,37.424,37.1994,37.2172,36.2619,37.213
2016-06-02,37.213,37.305,37.2611,37.2014,36.2744,36.793
2016-06-03,36.793,37.075,37.2504,37.1797,36.2862,36.503
2016-06-06,36.503,36.925,37.075,37.155,36.2952,36.555
2016-06-07,36.555,36.664,36.8974,37.1328,36.3081,37.146
2016-06-08,37.146,36.975,36.8421,37.1098,36.3328,37.126
2016-06-09,37.126,36.854,36.8246,37.084,36.364,36.66
2016-06-10,36.66,36.798,36.7979,37.0543,36.3941,36.594
2016-06-13,36.594,36.491,36.8161,37.0165,36.4122,36.663
2016-06-14,36.663,36.466,36.8377,36.9846,36.4285,36.61
2016-06-15,36.61,36.746,36.7303,36.9582,36.4466,36.213
2016-06-16,36.213,36.398,36.5476,36.9144,36.4657,35.213
2016-06-17,35.213,36.07,36.2582,36.8586,36.4844,35.307
2016-06-20,35.307,35.515,36.0007,36.8052,36.4997,35.444
2016-06-21,35.444,35.503,35.757,36.7566,36.5177,35.524
2016-06-22,35.524,35.703,35.5398,36.7027,36.538,35.744
2016-06-23,35.744,35.527,35.446,36.6457,36.5558,34.26
2016-06-24,34.26,34.509,35.2555,36.5555,36.5662,34.057
2016-06-27,34.057,34.125,35.0056,36.4566,36.5737,34.563
2016-06-28,34.563,34.569,34.8294,36.3602,36.5827,34.76
2016-06-29,34.76,34.713,34.6766,36.2791,36.5934,35.177
