ticker,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2010-07-12,13.47,13.5025,12.9765,13.4065,12.9816,13.8425
2010-07-13,13.8425,13.67,12.9844,13.5475,12.9924,13.845
2010-07-14,13.845,13.82,12.9925,13.639,13.0041,13.8575
2010-07-15,13.8575,13.885,12.999,13.7185,13.0202,13.4875
2010-07-16,13.4875,13.745,13.0041,13.7005,13.029,13.575
2010-07-19,13.575,13.5175,13.0105,13.7215,13.047,13.81
2010-07-20,13.81,13.4375,13.0182,13.715,13.0757,13.7375
2010-07-21,13.7375,13.85,13.0258,13.6935,13.0929,13.9625
2010-07-22,13.9625,14.0625,13.033,13.7145,13.1145,14.3
2010-07-23,14.3,13.9625,13.0422,13.877,13.14,14.4825
2010-07-26,14.4825,14.275,13.0514,14.0585,13.1711,14.445
2010-07-27,14.445,14.515,13.0597,14.1855,13.2055,14.2725
2010-07-28,14.2725,14.3825,13.0666,14.2925,13.2331,14.2625
2010-07-29,14.2625,14.38,13.0728,14.3525,13.2628,14.56
2010-07-30,14.56,14.155,13.081,14.4045,13.3004,14.74
2010-08-02,14.74,14.7425,13.0894,14.456,13.3504,14.7025
2010-08-03,14.7025,14.685,13.0976,14.5075,13.3943,14.67
2010-08-04,14.67,14.7075,13.1068,14.587,13.4435,14.73
2010-08-05,14.73,14.56,13.1159,14.6805,13.495,14.615
2010-08-06,14.615,14.635,13.1246,14.6915,13.546,14.6975
2010-08-09,14.6975,14.6425,13.1348,14.683,13.5912,14.6975
2010-08-10,14.6975,14.5725,13.1444,14.682,13.6389,14.3
2010-08-11,14.3,14.4875,13.1532,14.608,13.6827,14.3575
2010-08-12,14.3575,14.125,13.1627,14.5335,13.7182,14.2925
2010-08-13,14.2925,14.29,13.1718,14.469,13.7466,14.155
2010-08-16,14.155,14.1875,13.1821,14.3605,13.7739,14.425
2010-08-17,14.425,14.2675,13.1912,14.306,13.8114,14.575
2010-08-18,14.575,14.4575,13.2024,14.361,13.8508,14.3375
2010-08-19,14.3375,14.5275,13.2129,14.357,13.8858,14.285
2010-08-20,14.285,14.3175,13.2227,14.3555,13.9129,14.305
2010-08-23,14.305,14.3175,13.2333,14.3855,13.9373,14.0625
2010-08-24,14.0625,14.1375,13.242,14.313,13.9578,14.085
2010-08-25,14.085,13.975,13.2506,14.215,13.9723,13.875
2010-08-26,13.875,14.115,13.2564,14.1225,13.9776,14.1225
2010-08-27,14.1225,13.885,13.2639,14.09,13.9834,13.8725
2010-08-30,13.8725,14.105,13.2703,14.0035,13.9851,14.02
2010-08-31,14.02,13.8475,13.278,13.995,13.9877,14.44
2010-09-01,14.44,14.185,13.2875,14.066,14.0021,14.675
2010-09-02,14.675,14.3925,13.2973,14.226,14.0225,14.77
2010-09-03,14.77,14.7575,13.307,14.3555,14.05,14.6275
2010-09-07,14.6275,14.6775,13.3163,14.5065,14.0733,14.6775
2010-09-08,14.6775,14.4638,13.3266,14.638,14.0998,14.72
2010-09-09,14.72,14.805,13.3372,14.694,14.1302,14.85
2010-09-10,14.85,14.7275,13.348,14.729,14.163,14.9175
2010-09-13,14.9175,14.96,13.3596,14.7585,14.2004,14.955
2010-09-14,14.955,14.9175,13.371,14.824,14.2406,14.93
2010-09-15,14.93,14.9325,13.3833,14.8745,14.2764,14.9275
2010-09-16,14.9275,14.84,13.3962,14.916,14.3072,14.9925
2010-09-17,14.9925,14.875,13.4091,14.9445,14.3379,15.005
2010-09-20,15.005,14.98,13.4228,14.962,14.3664,14.9375
2010-09-21,14.9375,14.965,13.4371,14.9585,14.3958,14.8525
2010-09-22,14.8525,14.8925,13.4498,14.943,14.416,14.7225
2010-09-23,14.7225,14.735,13.4609,14.902,14.4335,15.0525
2010-09-24,15.0525,14.885,13.4712,14.914,14.4574,14.855
2010-09-27,14.855,15.0375,13.4812,14.884,14.4848,14.9375
2010-09-28,14.9375,14.8625,13.4916,14.884,14.512,14.7175
2010-09-29,14.7175,14.87,13.5008,14.857,14.5302,14.7125
2010-09-30,14.7125,14.835,13.5092,14.855,14.5497,14.8475
2010-10-01,14.8475,14.795,13.5186,14.814,14.5674,14.7475
2010-10-04,14.7475,14.8325,13.5271,14.7925,14.5763,15.125
2010-10-05,15.125,14.905,13.5386,14.83,14.5892,15.055
2010-10-06,15.055,15.0975,13.5498,14.8975,14.6014,15.0
2010-10-07,15.0,15.135,13.5603,14.955,14.6159,15.03
2010-10-08,15.03,15.0725,13.5707,14.9915,14.6313,15.155
2010-10-11,15.155,15.065,13.5818,15.073,14.6432,15.2025
2010-10-12,15.2025,15.155,13.5928,15.0885,14.6524,15.4925
2010-10-13,15.4925,15.25,13.6051,15.176,14.6682,15.435
2010-10-14,15.435,15.5075,13.6171,15.263,14.6835,15.545
2010-10-15,15.545,15.55,13.6296,15.366,14.6998,15.595
2010-10-18,15.595,15.5225,13.643,15.454,14.7194,15.3875
2010-10-19,15.3875,15.4375,13.6543,15.491,14.7332,15.535
2010-10-20,15.535,15.4375,13.6671,15.4995,14.75,15.535
2010-10-21,15.535,15.61,13.6798,15.5195,14.7747,15.345
2010-10-22,15.345,15.57,13.6917,15.4795,14.7944,15.375
2010-10-25,15.375,15.4825,13.7035,15.4355,14.8161,15.3925
2010-10-26,15.3925,15.29,13.7157,15.4365,14.8408,15.2
2010-10-27,15.2,15.2675,13.727,15.3695,14.8563,15.45
2010-10-28,15.45,15.3975,13.7394,15.3525,14.8738,16.09
2010-10-29,16.09,15.51,13.7552,15.5015,14.9089,15.79
2010-11-01,15.79,16.1025,13.7699,15.5845,14.939,16.0725
2010-11-02,16.0725,15.9725,13.7853,15.7205,14.9743,16.115
2010-11-03,16.115,16.075,13.8016,15.9035,15.0154,16.4325
2010-11-04,16.4325,16.25,13.8198,16.1,15.0623,16.515
2010-11-05,16.515,16.425,13.8388,16.185,15.1151,16.3875
2010-11-08,16.3875,16.4325,13.8572,16.3045,15.1604,16.37
2010-11-09,16.37,16.405,13.8759,16.364,15.2104,16.4225
2010-11-10,16.4225,16.3825,13.8949,16.4255,15.2584,16.4375
2010-11-11,16.4375,16.3075,13.9139,16.4265,15.2984,16.22
2010-11-12,16.22,16.3275,13.9315,16.3675,15.3293,16.3225
2010-11-15,16.3225,16.3125,13.9495,16.3545,15.3603,16.1225
2010-11-16,16.1225,16.145,13.9649,16.305,15.3902,16.1
2010-11-17,16.1,16.1175,13.9809,16.2405,15.4187,16.36
2010-11-18,16.36,16.2225,14.0002,16.225,15.4515,16.3625
2010-11-19,16.3625,16.3675,14.0189,16.2535,15.4817,16.425
2010-11-22,16.425,16.265,14.0382,16.274,15.5119,16.0825
2010-11-23,16.0825,16.2575,14.0554,16.266,15.5344,16.375
2010-11-24,16.375,16.1325,14.0746,16.321,15.5633,16.2175
2010-11-26,16.2175,16.26,14.0919,16.2925,15.5891,16.1375
2010-11-29,16.1375,16.095,14.1084,16.2475,15.612,16.47
2010-11-30,16.47,15.985,14.1257,16.2565,15.6413,16.985
2010-12-01,16.985,16.6925,14.1454,16.437,15.6823,17.265
2010-12-02,17.265,17.0075,14.1656,16.615,15.7305,17.2125
2010-12-03,17.2125,17.2025,14.1859,16.814,15.7803,16.9925
2010-12-06,16.9925,17.175,14.205,16.985,15.8191,16.995
2010-12-07,16.995,17.12,14.2246,17.09,15.8619,16.8325
2010-12-08,16.8325,17.0,14.2425,17.0595,15.8998,16.94
2010-12-09,16.94,16.9875,14.2608,16.9945,15.9443,16.995
2010-12-10,16.995,17.0,14.2782,16.951,15.9899,17.065
2010-12-13,17.065,17.03,14.2953,16.9655,16.0343,17.26
2010-12-14,17.26,17.1125,14.3138,17.0185,16.0845,17.095
2010-12-15,17.095,17.2375,14.3311,17.071,16.1239,17.1925
2010-12-16,17.1925,17.08,14.349,17.1215,16.1667,17.125
2010-12-17,17.125,16.9875,14.366,17.1475,16.2092,17.1
2010-12-20,17.1,17.125,14.3835,17.1545,16.2506,17.3225
2010-12-21,17.3225,17.1925,14.4025,17.167,16.2939,17.4125
2010-12-22,17.4125,17.3525,14.4219,17.2305,16.3381,17.3025
2010-12-23,17.3025,17.3575,14.4403,17.2525,16.3743,17.3175
2010-12-27,17.3175,17.25,14.4589,17.291,16.412,17.37
2010-12-28,17.37,17.335,14.4779,17.345,16.4485,17.3275
2010-12-29,17.3275,17.4,14.4964,17.346,16.4831,17.25
2010-12-30,17.25,17.345,14.5142,17.3135,16.5204,17.0125
2010-12-31,17.0125,17.2125,14.5314,17.2555,16.5499,17.2225
2011-01-03,17.2225,17.1875,14.5497,17.2365,16.5837,17.4125
2011-01-04,17.4125,17.2775,14.5691,17.245,16.625,17.5425
2011-01-05,17.5425,17.33,14.5887,17.288,16.6684,17.6625
2011-01-06,17.6625,17.5675,14.6095,17.3705,16.7138,17.52
2011-01-07,17.52,17.715,14.6306,17.472,16.7602,17.195
2011-01-10,17.195,17.3525,14.6491,17.4665,16.7951,17.33
2011-01-11,17.33,17.2475,14.6682,17.45,16.8199,17.51
2011-01-12,17.51,17.3725,14.6889,17.4435,16.8543,17.6825
2011-01-13,17.6825,17.495,14.7106,17.4475,16.8865,17.4525
2011-01-14,17.4525,17.6625,14.73,17.434,16.9132,17.735
2011-01-18,17.735,17.5025,14.7507,17.542,16.9393,17.41
2011-01-19,17.41,17.285,14.7701,17.558,16.9572,17.3
2011-01-20,17.3,17.3825,14.7892,17.516,16.9754,17.385
2011-01-21,17.385,17.4725,14.8087,17.4565,16.9957,17.5575
2011-01-24,17.5575,17.39,14.8285,17.4775,17.0184,17.5125
2011-01-25,17.5125,17.535,14.8487,17.433,17.0399,17.9175
2011-01-26,17.9175,17.5825,14.8713,17.5345,17.0739,18.09
2011-01-27,18.09,18.1125,14.894,17.6925,17.1092,17.73
2011-01-28,17.73,18.21,14.9145,17.7615,17.1414,17.7825
2011-01-31,17.7825,18.0175,14.9355,17.8065,17.175,18.125
2011-02-01,18.125,17.8625,14.9586,17.929,17.2103,18.3025
2011-02-02,18.3025,18.0025,14.9822,18.006,17.2491,18.4875
2011-02-03,18.4875,18.255,15.0068,18.0855,17.2904,18.43
2011-02-04,18.43,18.5275,15.0305,18.2255,17.3373,18.3675
2011-02-07,18.3675,18.5,15.0532,18.3425,17.3772,18.3875
2011-02-08,18.3875,18.4075,15.0761,18.395,17.4206,18.45
2011-02-09,18.45,18.3525,15.1001,18.4245,17.4668,18.5325
2011-02-10,18.5325,18.33,15.1243,18.4335,17.5081,18.5125
2011-02-11,18.5125,18.51,15.1495,18.45,17.5386,18.47
2011-02-14,18.47,18.4875,15.1754,18.4705,17.5627,18.4325
2011-02-15,18.4325,18.445,15.2012,18.4795,17.5871,18.415
2011-02-16,18.415,18.545,15.2281,18.4725,17.6156,18.45
2011-02-17,18.45,18.405,15.2551,18.456,17.6447,18.5
2011-02-18,18.5,18.49,15.2842,18.4535,17.678,17.91
2011-02-22,17.91,18.365,15.3119,18.3415,17.6974,17.945
2011-02-23,17.945,17.92,15.3372,18.244,17.7164,18.0
2011-02-24,18.0,17.895,15.3628,18.161,17.7351,18.05
2011-02-25,18.05,18.08,15.3879,18.081,17.7509,18.05
2011-02-28,18.05,18.095,15.4135,17.991,17.77,17.81
2011-03-01,17.81,18.085,15.4389,17.971,17.7824,17.905
2011-03-02,17.905,17.75,15.464,17.963,17.798,18.135
2011-03-03,18.135,18.085,15.4908,17.99,17.8187,17.915
2011-03-04,17.915,18.09,15.517,17.963,17.8305,17.84
2011-03-07,17.84,17.965,15.545,17.921,17.8391,18.12
2011-03-08,18.12,17.93,15.573,17.983,17.8554,17.95
2011-03-09,17.95,18.055,15.6017,17.992,17.8681,17.46
2011-03-10,17.46,17.765,15.6283,17.857,17.8699,17.495
2011-03-11,17.495,17.415,15.6554,17.773,17.8732,17.325
2011-03-14,17.325,17.35,15.6799,17.67,17.8747,17.09
2011-03-15,17.09,16.885,15.7037,17.464,17.8763,16.91
2011-03-16,16.91,17.025,15.7277,17.256,17.87,16.89
2011-03-17,16.89,17.135,15.7493,17.142,17.8596,17.145
2011-03-18,17.145,17.11,15.7706,17.072,17.8516,17.535
2011-03-21,17.535,17.37,15.7944,17.114,17.8491,17.42
2011-03-22,17.42,17.54,15.8187,17.18,17.8471,17.6
2011-03-23,17.6,17.415,15.8437,17.318,17.8552,17.65
2011-03-24,17.65,17.735,15.869,17.47,17.8616,17.755
2011-03-25,17.755,17.705,15.8931,17.592,17.8665,17.55
2011-03-28,17.55,17.815,15.9154,17.595,17.8638,17.69
2011-03-29,17.69,17.565,15.9387,17.649,17.8686,17.85
2011-03-30,17.85,17.73,15.9612,17.699,17.8709,17.925
2011-03-31,17.925,17.87,15.9827,17.754,17.8812,17.885
2011-04-01,17.885,18.04,16.003,17.78,17.8929,17.995
2011-04-04,17.995,17.935,16.024,17.869,17.9051,18.085
2011-04-05,18.085,18.045,16.045,17.948,17.9156,18.325
2011-04-06,18.325,18.19,16.068,18.043,17.9319,18.235
2011-04-07,18.235,18.255,16.0909,18.105,17.9382,18.005
2011-04-08,18.005,18.335,16.114,18.129,17.9365,18.14
2011-04-11,18.14,18.055,16.1374,18.158,17.9447,18.015
2011-04-12,18.015,18.01,16.1607,18.144,17.9494,18.125
2011-04-13,18.125,18.165,16.1853,18.104,17.9494,18.22
2011-04-14,18.22,18.055,16.2104,18.101,17.9477,18.395
2011-04-15,18.395,18.26,16.2371,18.179,17.9459,18.295
2011-04-18,18.295,18.16,16.2638,18.21,17.9432,18.445
2011-04-19,18.445,18.335,16.2904,18.296,17.9447,18.39
2011-04-20,18.39,18.695,16.3154,18.349,17.9448,18.53
2011-04-21,18.53,18.445,16.3407,18.411,17.9464,18.38
2011-04-25,18.38,18.475,16.3648,18.408,17.9433,18.63
2011-04-26,18.63,18.485,16.3906,18.475,17.9457,18.505
2011-04-27,18.505,18.695,16.4139,18.487,17.9464,18.72
2011-04-28,18.72,18.55,16.4382,18.553,17.9521,18.655
2011-04-29,18.655,18.75,16.4622,18.578,17.9569,18.735
2011-05-02,18.735,18.77,16.4885,18.649,17.9626,18.85
2011-05-03,18.85,18.725,16.5148,18.693,17.9696,18.85
2011-05-04,18.85,18.835,16.54,18.762,17.9884,18.885
2011-05-05,18.885,18.78,16.5658,18.795,18.0072,19.015
2011-05-06,19.015,19.1,16.591,18.867,18.0275,19.13
2011-05-09,19.13,19.015,16.6152,18.946,18.0491,19.36
2011-05-10,19.36,19.15,16.6396,19.048,18.0753,19.31
2011-05-11,19.31,19.375,16.6639,19.14,18.1053,19.515
2011-05-12,19.515,19.355,16.6901,19.266,18.1375,19.23
2011-05-13,19.23,19.495,16.715,19.309,18.1594,19.255
2011-05-16,19.255,19.22,16.7384,19.334,18.1862,19.225
2011-05-17,19.225,19.22,16.7609,19.307,18.2139,19.63
2011-05-18,19.63,19.28,16.7855,19.371,18.2441,19.71
2011-05-19,19.71,19.655,16.8107,19.41,18.2793,19.52
2011-05-20,19.52,19.695,16.8346,19.468,18.3205,19.325
2011-05-23,19.325,19.335,16.8582,19.482,18.3571,19.23
2011-05-24,19.23,19.335,16.8809,19.483,18.3952,19.26
2011-05-25,19.26,19.14,16.9037,19.409,18.4386,19.4
2011-05-26,19.4,19.165,16.9292,19.347,18.4884,19.54
2011-05-27,19.54,19.43,16.9551,19.351,18.5414,19.755
2011-05-31,19.755,19.66,16.9824,19.437,18.5936,19.365
2011-06-01,19.365,19.75,17.0084,19.464,18.6302,19.31
2011-06-02,19.31,19.35,17.0329,19.474,18.668,19.03
2011-06-03,19.03,19.03,17.0551,19.4,18.6966,18.995
2011-06-06,18.995,19.04,17.0784,19.291,18.7235,19.375
2011-06-07,19.375,19.09,17.1039,19.215,18.7559,19.06
2011-06-08,19.06,19.32,17.1277,19.154,18.7861,19.33
2011-06-09,19.33,19.125,17.154,19.158,18.8189,19.05
2011-06-10,19.05,19.275,17.1788,19.162,18.8429,18.98
2011-06-13,18.98,19.055,17.2043,19.159,18.864,19.165
2011-06-14,19.165,19.1,17.2296,19.117,18.8896,18.77
2011-06-15,18.77,18.945,17.254,19.059,18.9051,18.745
2011-06-16,18.745,18.79,17.2777,18.942,18.9183,18.91
2011-06-17,18.91,18.88,17.3,18.914,18.93,18.88
2011-06-20,18.88,18.825,17.321,18.894,18.9429,19.06
2011-06-21,19.06,19.0,17.3425,18.873,18.964,19.0
2011-06-22,19.0,19.04,17.3644,18.919,18.9812,18.905
2011-06-23,18.905,18.795,17.3855,18.951,18.999,18.745
2011-06-24,18.745,18.905,17.4056,18.918,19.0114,18.9
2011-06-27,18.9,18.7725,17.4259,18.922,19.025,19.035
2011-06-28,19.035,18.93,17.4465,18.917,19.0378,19.04
2011-06-29,19.04,19.105,17.4669,18.925,19.0527,19.23
2011-06-30,19.23,19.055,17.4884,18.99,19.0684,19.57
2011-07-01,19.57,19.29,17.5116,19.155,19.092,19.645
2011-07-05,19.645,19.505,17.5349,19.304,19.1143,19.825
2011-07-06,19.825,19.64,17.559,19.462,19.1432,20.035
2011-07-07,20.035,19.9675,17.5844,19.661,19.1713,20.18
2011-07-08,20.18,19.855,17.6111,19.851,19.2048,19.96
2011-07-11,19.96,19.935,17.6373,19.929,19.2296,19.75
2011-07-12,19.75,19.87,17.6608,19.95,19.2515,19.88
2011-07-13,19.88,19.845,17.6859,19.961,19.2744,19.64
2011-07-14,19.64,19.945,17.7094,19.882,19.2902,19.72
2011-07-15,19.72,19.715,17.7344,19.79,19.3076,19.12
2011-07-18,19.12,19.59,17.7564,19.622,19.3123,19.31
2011-07-19,19.31,19.245,17.7788,19.534,19.3182,19.34
2011-07-20,19.34,19.44,17.8017,19.426,19.3224,19.63
2011-07-21,19.63,19.48,17.8242,19.424,19.3278,19.655
2011-07-22,19.655,19.6,17.8472,19.411,19.3347,19.765
2011-07-25,19.765,19.485,17.8711,19.54,19.3397,19.79
2011-07-26,19.79,19.8,17.8949,19.636,19.3509,19.64
2011-07-27,19.64,19.635,17.9173,19.696,19.3586,19.29
2011-07-28,19.29,19.035,17.9377,19.628,19.3599,19.4
2011-07-29,19.4,19.145,17.9573,19.577,19.3553,19.08
2011-08-01,19.08,19.595,17.9755,19.44,19.3427,18.275
2011-08-02,18.275,18.955,17.9891,19.137,19.3178,18.26
2011-08-03,18.26,18.32,18.0025,18.861,19.2965,17.6
2011-08-04,17.6,18.065,18.0135,18.523,19.2639,17.72
2011-08-05,17.72,17.84,18.0245,18.187,19.2331,16.36
2011-08-08,16.36,17.315,18.0286,17.643,19.1723,17.995
2011-08-09,17.995,16.58,18.0418,17.587,19.1414,17.0
2011-08-10,17.0,17.6,18.05,17.335,19.0863,17.775
2011-08-11,17.775,17.165,18.0619,17.37,19.0545,17.965
2011-08-12,17.965,17.88,18.0757,17.419,19.0276,18.14
2011-08-15,18.14,18.09,18.0891,17.775,19.0098,17.9
2011-08-16,17.9,18.04,18.0982,17.756,18.9879,17.86
2011-08-17,17.86,18.0,18.1085,17.928,18.9576,17.215
2011-08-18,17.215,17.435,18.1143,17.816,18.9207,17.0
2011-08-19,17.0,17.015,18.1187,17.623,18.8741,16.88
2011-08-22,16.88,17.37,18.1209,17.371,18.8307,17.45
2011-08-23,17.45,16.955,18.1256,17.281,18.8001,17.57
2011-08-24,17.57,17.45,18.1315,17.223,18.7682,17.31
2011-08-25,17.31,17.62,18.1362,17.242,18.739,17.505
2011-08-26,17.505,17.215,18.1416,17.343,18.7142,17.825
2011-08-29,17.825,17.75,18.1486,17.532,18.6925,17.895
2011-08-30,17.895,17.77,18.1569,17.621,18.6728,17.96
2011-08-31,17.96,18.005,18.1651,17.699,18.6508,17.845
2011-09-01,17.845,17.965,18.1737,17.806,18.6277,17.51
2011-09-02,17.51,17.48,18.1808,17.807,18.5998,17.425
2011-09-06,17.425,16.905,18.1861,17.727,18.5734,17.68
2011-09-07,17.68,17.6251,18.1927,17.684,18.549,17.41
2011-09-08,17.41,17.535,18.1976,17.574,18.5165,17.015
2011-09-09,17.015,17.16,18.2023,17.408,18.476,16.865
2011-09-12,16.865,16.68,18.2047,17.279,18.4287,16.945
2011-09-13,16.945,16.91,18.2084,17.183,18.3762,17.095
2011-09-14,17.095,17.125,18.2132,17.066,18.3252,17.115
2011-09-15,17.115,17.24,18.2164,17.007,18.271,17.155
2011-09-16,17.155,17.165,18.2172,17.035,18.2134,16.855
2011-09-19,16.855,16.885,18.2152,17.033,18.1469,16.755
2011-09-20,16.755,16.88,18.2129,16.995,18.0828,16.385
2011-09-21,16.385,16.715,18.2099,16.853,18.0155,15.63
2011-09-22,15.63,15.995,18.203,16.556,17.9305,15.475
2011-09-23,15.475,15.54,18.1962,16.22,17.8472,15.725
2011-09-26,15.725,15.655,18.1902,15.994,17.7673,16.08
2011-09-27,16.08,16.1,18.1856,15.859,17.7065,15.64
2011-09-28,15.64,16.115,18.1785,15.71,17.6331,15.805
2011-09-29,15.805,15.96,18.1712,15.745,17.5624,15.51
2011-09-30,15.51,15.645,18.1633,15.752,17.48,15.11
2011-10-03,15.11,15.395,18.1529,15.629,17.3891,15.75
2011-10-04,15.75,14.9,18.146,15.563,17.3088,15.845
2011-10-05,15.845,15.805,18.1397,15.604,17.2299,16.26
2011-10-06,16.26,15.74,18.1344,15.695,17.1623,16.225
2011-10-07,16.225,16.42,18.1285,15.838,17.101,16.67
2011-10-10,16.67,16.51,18.1253,16.15,17.0464,16.76
2011-10-11,16.76,16.505,18.1225,16.352,17.0,16.805
2011-10-12,16.805,16.79,18.1197,16.544,16.9706,16.73
2011-10-13,16.73,16.645,18.1167,16.638,16.94,16.98
2011-10-14,16.98,16.905,18.1153,16.789,16.9276,16.73
2011-10-17,16.73,16.86,18.1139,16.801,16.9078,17.135
2011-10-18,17.135,16.745,18.1135,16.876,16.9233,17.045
2011-10-19,17.045,17.175,18.1117,16.924,16.9043,17.265
2011-10-20,17.265,17.12,18.1103,17.031,16.9096,17.41
2011-10-21,17.41,17.48,18.109,17.117,16.9023,17.55
2011-10-24,17.55,17.48,18.1092,17.281,16.894,17.205
2011-10-25,17.205,17.51,18.1092,17.295,16.8753,17.365
2011-10-26,17.365,17.445,18.1094,17.359,16.8646,17.865
2011-10-27,17.865,17.1,18.1112,17.479,16.8647,17.83
2011-10-28,17.83,17.85,18.1119,17.563,16.877,17.285
2011-10-31,17.285,17.695,18.1111,17.51,16.8827,16.9
2011-11-01,16.9,16.85,18.1069,17.449,16.8831,16.97
2011-11-02,16.97,17.14,18.1047,17.37,16.8735,17.41
2011-11-03,17.41,17.145,18.1052,17.279,16.8703,17.435
2011-11-04,17.435,17.29,18.1055,17.2,16.8728,17.43
2011-11-07,17.43,17.475,18.1048,17.229,16.8713,17.745
2011-11-08,17.745,17.5,18.106,17.398,16.8697,17.03
2011-11-09,17.03,17.41,18.1016,17.41,16.8524,17.245
2011-11-10,17.245,17.205,18.0973,17.377,16.8381,17.705
2011-11-11,17.705,17.475,18.0972,17.431,16.8353,17.38
2011-11-14,17.38,17.615,18.0952,17.421,16.8327,17.375
2011-11-15,17.375,17.28,18.0915,17.347,16.8317,17.14
2011-11-16,17.14,17.135,18.0856,17.369,16.8209,16.975
2011-11-17,16.975,17.14,18.0781,17.315,16.8122,16.955
2011-11-18,16.955,17.105,18.0707,17.165,16.811,16.77
2011-11-21,16.77,16.705,18.0627,17.043,16.8091,16.635
2011-11-22,16.635,16.73,18.054,16.895,16.8029,16.525
2011-11-23,16.525,16.46,18.0443,16.772,16.7915,16.59
2011-11-25,16.59,16.53,18.0346,16.695,16.781,16.985
2011-11-28,16.985,16.985,18.027,16.701,16.7776,17.0
2011-11-29,17.0,16.96,18.0196,16.747,16.7805,17.555
2011-11-30,17.555,17.51,18.0152,16.931,16.7965,17.515
2011-12-01,17.515,17.505,18.0107,17.129,16.8191,17.46
2011-12-02,17.46,17.635,18.0058,17.303,16.8557,17.605
2011-12-05,17.605,17.66,18.0013,17.427,16.8983,17.555
2011-12-06,17.555,17.74,17.9995,17.538,16.9349,17.535
2011-12-07,17.535,17.485,17.9975,17.534,16.964,17.175
2011-12-08,17.175,17.445,17.9934,17.466,16.9947,17.46
2011-12-09,17.46,17.21,17.9904,17.466,17.0278,17.155
2011-12-12,17.155,17.295,17.9859,17.376,17.0607,17.11
2011-12-13,17.11,17.23,17.9824,17.287,17.1007,17.085
2011-12-14,17.085,17.045,17.9783,17.197,17.1274,17.405
2011-12-15,17.405,17.245,17.9747,17.243,17.1586,17.315
2011-12-16,17.315,17.49,17.9717,17.214,17.1797,17.29
2011-12-19,17.29,17.32,17.9689,17.241,17.201,17.55
2011-12-20,17.55,17.55,17.9661,17.329,17.2186,17.715
2011-12-21,17.715,17.6,17.9649,17.455,17.2377,17.835
2011-12-22,17.835,17.75,17.9668,17.541,17.2583,17.9
2011-12-23,17.9,17.94,17.9688,17.658,17.2817,17.94
2011-12-27,17.94,17.9,17.9719,17.788,17.3009,17.555
2011-12-28,17.555,17.93,17.9742,17.789,17.3174,17.9
2011-12-29,17.9,17.635,17.9792,17.826,17.3327,17.855
2011-12-30,17.855,17.855,17.984,17.83,17.3489,18.16
2012-01-03,18.16,18.12,17.9891,17.882,17.3668,18.125
2012-01-04,18.125,18.1,17.992,17.919,17.3811,18.135
2012-01-05,18.135,18.05,17.9956,18.035,17.3928,18.56
2012-01-06,18.56,18.17,18.0004,18.167,17.4199,18.415
2012-01-09,18.415,18.565,18.0042,18.279,17.4409,18.43
2012-01-10,18.43,18.545,18.0076,18.333,17.4522,18.455
2012-01-11,18.455,18.41,18.0121,18.399,17.4647,18.91
2012-01-12,18.91,18.825,18.0182,18.554,17.4972,18.82
2012-01-13,18.82,18.775,18.0231,18.606,17.5356,18.57
2012-01-17,18.57,18.88,18.0263,18.637,17.5676,18.845
2012-01-18,18.845,18.495,18.0311,18.72,17.5963,19.075
2012-01-19,19.075,18.86,18.0365,18.844,17.6291,18.955
2012-01-20,18.955,19.1,18.0408,18.853,17.6596,18.895
2012-01-23,18.895,18.9,18.0437,18.868,17.6826,18.875
2012-01-24,18.875,18.925,18.0469,18.929,17.7195,18.85
2012-01-25,18.85,18.805,18.0511,18.93,17.7516,19.68
2012-01-26,19.68,18.95,18.0588,19.051,17.7911,19.72
2012-01-27,19.72,19.74,18.0673,19.204,17.8379,19.59
2012-01-30,19.59,19.49,18.0747,19.343,17.8822,19.63
2012-01-31,19.63,19.635,18.0817,19.494,17.932,20.16
2012-02-01,20.16,19.725,18.0905,19.756,17.9957,19.85
2012-02-02,19.85,20.145,18.0983,19.79,18.0536,19.9
2012-02-03,19.9,20.0,18.1056,19.826,18.1162,20.0
2012-02-06,20.0,19.84,18.1136,19.908,18.1835,19.9
2012-02-07,19.9,19.935,18.1205,19.962,18.251,19.925
2012-02-08,19.925,19.935,18.1282,19.915,18.3177,20.02
2012-02-09,20.02,19.95,18.1352,19.949,18.3784,19.905
2012-02-10,19.905,19.825,18.1422,19.95,18.4365,19.98
2012-02-13,19.98,20.025,18.1485,19.946,18.485,19.935
2012-02-14,19.935,19.915,18.1549,19.953,18.5334,19.865
2012-02-15,19.865,19.96,18.1605,19.941,18.5815,20.16
2012-02-16,20.16,19.885,18.1671,19.969,18.6326,20.055
2012-02-17,20.055,20.25,18.1731,19.999,18.6826,20.12
2012-02-21,20.12,20.06,18.1793,20.027,18.7343,19.85
2012-02-22,19.85,20.085,18.1834,20.01,18.7878,19.925
2012-02-23,19.925,19.85,18.1874,20.022,18.8371,19.89
2012-02-24,19.89,19.96,18.1901,19.968,18.8918,19.95
2012-02-27,19.95,19.835,18.1933,19.947,18.9486,20.035
2012-02-28,20.035,19.95,18.1959,19.93,19.0076,20.04
