ticker,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,BALL US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2003-09-04,6.62,6.65,6.3943,6.5605,6.0,6.6688
2003-09-05,6.6688,6.6263,6.3984,6.6283,6.019,6.6475
2003-09-08,6.6475,6.6625,6.4028,6.6378,6.0366,6.5838
2003-09-09,6.5838,6.6,6.4068,6.634,6.0533,6.425
2003-09-10,6.425,6.5838,6.4095,6.589,6.068,6.3588
2003-09-11,6.3588,6.4563,6.411,6.5368,6.083,6.5725
2003-09-12,6.5725,6.3375,6.414,6.5175,6.1014,6.665
2003-09-15,6.665,6.5875,6.4177,6.521,6.1219,6.6725
2003-09-16,6.6725,6.6638,6.4206,6.5388,6.1404,6.6813
2003-09-17,6.6813,6.6725,6.4231,6.59,6.1612,6.775
2003-09-18,6.775,6.7125,6.4262,6.6733,6.1849,6.75
2003-09-19,6.75,6.7738,6.4299,6.7088,6.2097,6.685
2003-09-22,6.685,6.7063,6.4324,6.7128,6.2334,6.775
2003-09-23,6.775,6.75,6.4357,6.7333,6.2607,6.8125
2003-09-24,6.8125,6.7875,6.4394,6.7595,6.2905,6.75
2003-09-25,6.75,6.8138,6.442,6.7545,6.3123,6.805
2003-09-26,6.805,6.765,6.4442,6.7655,6.3359,6.7613
2003-09-29,6.7613,6.875,6.4464,6.7808,6.3568,6.75
2003-09-30,6.75,6.7663,6.4486,6.7758,6.3807,6.86
2003-10-01,6.86,6.75,6.4518,6.7853,6.403,6.9313
2003-10-02,6.9313,6.86,6.4543,6.8215,6.4201,6.97
2003-10-03,6.97,6.9938,6.4577,6.8545,6.435,6.9813
2003-10-06,6.9813,7.0,6.4614,6.8985,6.4488,7.0363
2003-10-07,7.0363,6.9813,6.4653,6.9558,6.4636,7.03
2003-10-08,7.03,7.05,6.469,6.9898,6.48,7.0713
2003-10-09,7.0713,7.1125,6.4728,7.0178,6.4978,7.0125
2003-10-10,7.0125,7.0963,6.4762,7.0263,6.5138,7.0925
2003-10-13,7.0925,7.0688,6.4797,7.0485,6.5346,7.055
2003-10-14,7.055,7.0875,6.4836,7.0523,6.5535,7.0263
2003-10-15,7.0263,7.075,6.4868,7.0515,6.5731,7.0125
2003-10-16,7.0125,7.0375,6.4899,7.0398,6.5922,6.8775
2003-10-17,6.8775,7.0438,6.4912,7.0128,6.6075,6.875
2003-10-20,6.875,6.9,6.4924,6.9693,6.6223,6.8013
2003-10-21,6.8013,6.875,6.4926,6.9185,6.6358,6.7013
2003-10-22,6.7013,6.8013,6.4928,6.8535,6.6474,6.755
2003-10-23,6.755,6.7013,6.4937,6.802,6.6595,6.7613
2003-10-24,6.7613,6.6813,6.4953,6.7788,6.6695,6.8275
2003-10-27,6.8275,6.7613,6.4971,6.7693,6.6808,7.0425
2003-10-28,7.0425,6.9875,6.4994,6.8175,6.6964,7.06
2003-10-29,7.06,7.04,6.5021,6.8893,6.7122,7.1913
2003-10-30,7.1913,7.1313,6.5055,6.9765,6.7318,7.025
2003-10-31,7.025,7.0375,6.5077,7.0293,6.7473,7.0275
2003-11-03,7.0275,7.0438,6.5099,7.0693,6.7647,6.9825
2003-11-04,6.9825,7.05,6.512,7.0573,6.7828,7.035
2003-11-05,7.035,6.9875,6.5148,7.0523,6.802,7.0188
2003-11-06,7.0188,7.0313,6.5172,7.0178,6.82,6.975
2003-11-07,6.975,7.015,6.52,7.0078,6.8329,6.9325
2003-11-10,6.9325,6.9688,6.5241,6.9888,6.8396,6.9763
2003-11-11,6.9763,6.925,6.5281,6.9875,6.8471,6.9263
2003-11-12,6.9263,6.97,6.5298,6.9658,6.8526,6.9
2003-11-13,6.9,6.915,6.5318,6.942,6.8582,6.9
2003-11-14,6.9,6.8875,6.5335,6.927,6.8628,6.8738
2003-11-17,6.8738,6.9,6.535,6.9153,6.8673,6.8575
2003-11-18,6.8575,6.8625,6.5364,6.8915,6.8728,6.8225
2003-11-19,6.8225,6.8625,6.537,6.8708,6.8807,6.8438
2003-11-20,6.8438,6.8225,6.5382,6.8595,6.8905,6.85
2003-11-21,6.85,6.8625,6.5396,6.8495,6.896,6.855
2003-11-24,6.855,6.85,6.5411,6.8458,6.8998,6.9763
2003-11-25,6.9763,6.875,6.5435,6.8695,6.9059,6.9513
2003-11-26,6.9513,6.9875,6.5462,6.8953,6.9113,6.9938
2003-11-28,6.9938,6.9513,6.5487,6.9253,6.9157,7.0725
2003-12-01,7.0725,6.9625,6.5512,6.9698,6.9221,7.04
2003-12-02,7.04,7.05,6.5529,7.0068,6.9292,7.1638
2003-12-03,7.1638,7.0413,6.5554,7.0443,6.937,7.35
2003-12-04,7.35,7.2,6.559,7.124,6.9477,7.2563
2003-12-05,7.2563,7.325,6.5622,7.1765,6.9579,7.3513
2003-12-08,7.3513,7.2638,6.5662,7.2323,6.9688,7.3213
2003-12-09,7.3213,7.3813,6.5701,7.2885,6.98,7.2013
2003-12-10,7.2013,7.2688,6.5736,7.296,6.989,7.2575
2003-12-11,7.2575,7.2013,6.5773,7.2775,6.997,7.2125
2003-12-12,7.2125,7.2813,6.5801,7.2688,7.0026,7.0975
2003-12-15,7.0975,7.25,6.5821,7.218,7.0051,7.1763
2003-12-16,7.1763,7.0975,6.5847,7.189,7.009,7.29
2003-12-17,7.29,7.1688,6.5886,7.2068,7.0141,7.3113
2003-12-18,7.3113,7.3125,6.5932,7.2175,7.0197,7.355
2003-12-19,7.355,7.325,6.5976,7.246,7.0254,7.4375
2003-12-22,7.4375,7.3688,6.6035,7.314,7.0339,7.4063
2003-12-23,7.4063,7.4338,6.6093,7.36,7.0402,7.3663
2003-12-24,7.3663,7.4,6.6148,7.3753,7.0464,7.3788
2003-12-26,7.3788,7.3663,6.619,7.3888,7.0535,7.3425
2003-12-29,7.3425,7.375,6.6231,7.3863,7.0601,7.325
2003-12-30,7.325,7.35,6.6262,7.3638,7.069,7.4463
2003-12-31,7.4463,7.3125,6.6296,7.3718,7.0804,7.31
2004-01-02,7.31,7.425,6.632,7.3605,7.0906,7.375
2004-01-05,7.375,7.3,6.635,7.3598,7.1041,7.2938
2004-01-06,7.2938,7.35,6.6366,7.35,7.1149,7.25
2004-01-07,7.25,7.2688,6.6379,7.335,7.1246,7.3338
2004-01-08,7.3338,7.25,6.6395,7.3125,7.1348,7.205
2004-01-09,7.205,7.325,6.6407,7.2915,7.138,7.165
2004-01-12,7.165,7.2,6.6414,7.2495,7.1401,7.1475
2004-01-13,7.1475,7.15,6.6418,7.2203,7.1392,7.2163
2004-01-14,7.2163,7.1475,6.6431,7.2135,7.1431,7.1888
2004-01-15,7.1888,7.215,6.6434,7.1845,7.1463,7.2988
2004-01-16,7.2988,7.2063,6.6435,7.2033,7.1526,7.315
2004-01-20,7.315,7.3375,6.644,7.2333,7.1582,7.3375
2004-01-21,7.3375,7.3163,6.6448,7.2713,7.1646,7.3513
2004-01-22,7.3513,7.325,6.6458,7.2983,7.1721,7.3513
2004-01-23,7.3513,7.3513,6.6468,7.3308,7.1805,7.3788
2004-01-26,7.3788,7.3525,6.6484,7.3468,7.1885,7.55
2004-01-27,7.55,7.38,6.6507,7.3938,7.201,7.475
2004-01-28,7.475,7.6875,6.6523,7.4213,7.2125,7.615
2004-01-29,7.615,7.7375,6.6545,7.474,7.2268,7.8213
2004-01-30,7.8213,7.6438,6.6576,7.568,7.2458,8.015
2004-02-02,8.015,7.8238,6.6627,7.6953,7.2689,7.93
2004-02-03,7.93,7.9375,6.6673,7.7713,7.2911,7.9688
2004-02-04,7.9688,7.8688,6.6726,7.87,7.3136,8.0
2004-02-05,8.0,7.975,6.6774,7.947,7.3366,8.0712
2004-02-06,8.0712,8.0125,6.6826,7.997,7.3609,8.0688
2004-02-09,8.0688,8.075,6.6874,8.0078,7.3827,8.0725
2004-02-10,8.0725,8.0813,6.6928,8.0363,7.4052,8.095
2004-02-11,8.095,8.0475,6.6976,8.0615,7.4272,8.1113
2004-02-12,8.1113,8.095,6.7029,8.0838,7.448,8.0125
2004-02-13,8.0125,8.1188,6.7078,8.072,7.4674,8.01
2004-02-17,8.01,8.0688,6.7126,8.0603,7.4843,8.0238
