ticker,FOXA US Equity,FOXA US Equity,FOXA US Equity,FOXA US Equity,FOXA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2020-12-09,29.24,29.33,29.667,27.7347,26.9119,29.11
2020-12-10,29.11,29.08,29.425,27.7603,26.9007,29.32
2020-12-11,29.32,28.91,29.321,27.7863,26.8936,28.78
2020-12-14,28.78,29.74,29.141,27.8003,26.877,28.58
2020-12-15,28.58,28.88,29.006,27.7977,26.8649,28.45
2020-12-16,28.45,28.64,28.848,27.8083,26.8525,28.54
2020-12-17,28.54,28.57,28.734,27.7997,26.848,28.16
2020-12-18,28.16,28.54,28.502,27.7717,26.8446,27.72
2020-12-21,27.72,27.78,28.29,27.7423,26.8458,27.27
2020-12-22,27.27,27.51,28.028,27.7089,26.8366,28.11
2020-12-23,28.11,27.35,27.96,27.7265,26.8383,28.31
2020-12-24,28.31,28.05,27.914,27.7541,26.8487,29.14
2020-12-28,29.14,28.46,28.11,27.7983,26.8637,29.02
2020-12-29,29.02,29.19,28.37,27.8415,26.8887,29.09
2020-12-30,29.09,29.14,28.734,27.9029,26.9085,29.12
2020-12-31,29.12,29.13,28.936,27.9643,26.9424,28.81
2021-01-04,28.81,29.24,29.036,28.0091,26.9723,29.445
2021-01-05,29.445,28.83,29.097,28.0488,27.0146,32.01
2021-01-06,32.01,30.1,29.695,28.1474,27.0736,30.94
2021-01-07,30.94,31.99,30.065,28.238,27.1169,30.09
2021-01-08,30.09,30.83,30.259,28.3161,27.1466,30.33
2021-01-11,30.33,29.97,30.563,28.4165,27.1734,29.77
2021-01-12,29.77,30.42,30.628,28.5005,27.2097,29.96
2021-01-13,29.96,29.59,30.218,28.5693,27.238,31.27
2021-01-14,31.27,30.18,30.284,28.6467,27.2762,31.49
2021-01-15,31.49,31.13,30.564,28.7357,27.3219,30.01
2021-01-19,30.01,31.66,30.5,28.8233,27.3586,31.02
2021-01-20,31.02,30.03,30.75,28.9115,27.4022,31.04
2021-01-21,31.04,30.73,30.966,29.0133,27.4321,30.16
2021-01-22,30.16,30.85,30.744,29.0915,27.4555,32.09
2021-01-25,32.09,30.2,30.864,29.1963,27.4844,34.93
2021-01-26,34.93,32.19,31.848,29.3457,27.5291,34.38
2021-01-27,34.38,35.34,32.52,29.5205,27.5711,31.9
2021-01-28,31.9,34.38,32.692,29.6258,27.598,31.18
2021-01-29,31.18,31.79,32.896,29.7058,27.6254,31.88
2021-02-01,31.88,31.25,32.854,29.7802,27.6571,30.51
2021-02-02,30.51,31.95,31.97,29.8372,27.6753,30.28
2021-02-03,30.28,30.59,31.15,29.8886,27.6964,30.42
2021-02-04,30.42,30.32,30.854,29.9404,27.7208,31.42
2021-02-05,31.42,30.39,30.902,29.9982,27.7541,32.69
2021-02-08,32.69,31.66,31.064,30.0624,27.7932,30.73
2021-02-09,30.73,32.7487,31.108,30.091,27.8227,31.78
2021-02-10,31.78,30.91,31.408,30.1434,27.8496,32.0
2021-02-11,32.0,31.58,31.724,30.2066,27.8739,32.59
2021-02-12,32.59,31.94,31.958,30.2556,27.895,31.73
2021-02-16,31.73,32.54,31.766,30.2782,27.9243,31.75
2021-02-17,31.75,31.85,31.97,30.3068,27.9559,32.175
2021-02-18,32.175,31.8,32.049,30.3535,27.9918,33.78
2021-02-19,33.78,32.34,32.405,30.4355,28.0402,34.69
2021-02-22,34.69,33.76,32.825,30.5442,28.0896,34.12
2021-02-23,34.12,34.79,33.303,30.6418,28.134,34.04
2021-02-24,34.04,33.84,33.761,30.7404,28.1742,33.04
2021-02-25,33.04,34.3,33.934,30.8148,28.211,33.31
2021-02-26,33.31,33.15,33.84,30.9054,28.2508,34.79
2021-03-01,34.79,34.06,33.86,31.0296,28.3022,37.95
2021-03-02,37.95,34.65,34.626,31.2196,28.3631,39.33
2021-03-03,39.33,38.16,35.684,31.4354,28.4294,39.09
2021-03-04,39.09,39.66,36.894,31.654,28.4875,41.29
2021-03-05,41.29,39.62,38.49,31.9254,28.5561,42.33
2021-03-08,42.33,40.88,39.998,32.2266,28.6287,40.32
2021-03-09,40.32,42.15,40.472,32.4708,28.6922,41.46
2021-03-10,41.46,40.6,40.898,32.7338,28.7605,41.845
2021-03-11,41.845,41.2,41.449,32.9879,28.8246,42.78
2021-03-12,42.78,41.74,41.747,33.2631,28.8902,42.7
2021-03-15,42.7,43.0,41.821,33.5353,28.9591,44.18
2021-03-16,44.18,43.11,42.593,33.8365,29.0341,42.92
2021-03-17,42.92,43.56,42.885,34.1187,29.101,42.88
2021-03-18,42.88,42.49,43.092,34.3874,29.1689,42.925
2021-03-19,42.925,43.0,43.121,34.6057,29.2297,43.65
2021-03-22,43.65,42.87,43.311,34.8599,29.2953,41.81
2021-03-23,41.81,43.34,42.837,35.0943,29.3501,40.12
2021-03-24,40.12,41.8,42.277,35.2901,29.3883,40.3
2021-03-25,40.3,40.19,41.761,35.5007,29.4358,37.8
2021-03-26,37.8,39.99,40.736,35.6575,29.4741,37.23
2021-03-29,37.23,37.75,39.452,35.7767,29.5199,37.11
2021-03-30,37.11,37.41,38.512,35.8891,29.564,36.11
2021-03-31,36.11,37.17,37.71,36.0111,29.5981,36.31
2021-04-01,36.31,36.45,36.912,36.1169,29.6381,36.4
2021-04-05,36.4,36.625,36.632,36.2241,29.6797,37.05
2021-04-06,37.05,36.2,36.596,36.3619,29.72,37.31
2021-04-07,37.31,37.37,36.636,36.4663,29.7649,37.0
2021-04-08,37.0,37.21,36.814,36.5077,29.8094,37.46
2021-04-09,37.46,37.01,37.044,36.5693,29.8554,37.42
2021-04-12,37.42,37.76,37.248,36.6797,29.9056,37.47
2021-04-13,37.47,37.54,37.332,36.8055,29.9583,37.23
2021-04-14,37.23,37.18,37.316,36.9125,30.0159,37.885
2021-04-15,37.885,37.81,37.493,37.06,30.0709,37.945
2021-04-16,37.945,38.13,37.59,37.2133,30.1265,37.68
2021-04-19,37.68,37.79,37.642,37.3585,30.1803,37.8
2021-04-20,37.8,37.76,37.708,37.4861,30.2364,38.61
2021-04-21,38.61,37.59,37.984,37.6045,30.297,38.12
2021-04-22,38.12,38.53,38.031,37.7523,30.3591,38.41
2021-04-23,38.41,38.46,38.124,37.8849,30.4247,38.2
2021-04-26,38.2,38.53,38.228,38.0089,30.4938,38.28
2021-04-27,38.28,38.06,38.324,38.1227,30.5586,37.82
2021-04-28,37.82,37.93,38.166,38.2445,30.6229,37.77
2021-04-29,37.77,38.03,38.096,38.3649,30.6866,37.42
2021-04-30,37.42,37.79,37.898,38.4698,30.7434,36.61
2021-05-03,36.61,37.86,37.58,38.5264,30.7956,36.74
2021-05-04,36.74,36.91,37.272,38.5674,30.8529,36.34
2021-05-05,36.34,36.96,36.976,38.6118,30.9108,37.57
2021-05-06,37.57,36.58,36.936,38.6824,30.9717,38.32
2021-05-07,38.32,37.49,37.116,38.788,31.0337,38.83
2021-05-10,38.83,38.32,37.56,38.8984,31.0967,38.505
2021-05-11,38.505,38.59,37.913,38.9727,31.1559,37.935
2021-05-12,37.935,38.3,38.232,38.9724,31.217,38.74
2021-05-13,38.74,37.93,38.466,38.9606,31.282,37.26
2021-05-14,37.26,38.4,38.254,38.924,31.339,36.77
2021-05-17,36.77,37.75,37.842,38.8336,31.3938,37.35
2021-05-18,37.35,37.04,37.611,38.734,31.4517,37.35
2021-05-19,37.35,36.92,37.494,38.6746,31.5066,37.25
2021-05-20,37.25,37.29,37.196,38.5904,31.5595,37.58
2021-05-21,37.58,37.28,37.26,38.5051,31.6238,37.44
2021-05-24,37.44,37.53,37.394,38.3983,31.686,37.15
2021-05-25,37.15,37.71,37.354,38.2873,31.7484,37.51
2021-05-26,37.51,37.17,37.386,38.1539,31.814,37.95
2021-05-27,37.95,37.72,37.526,38.0545,31.8804,37.35
2021-05-28,37.35,37.94,37.48,37.9439,31.9426,37.32
2021-06-01,37.32,37.63,37.456,37.8318,32.0013,36.78
2021-06-02,36.78,37.39,37.382,37.6944,32.0565,36.62
2021-06-03,36.62,36.87,37.204,37.5906,32.1118,37.19
2021-06-04,37.19,36.63,37.052,37.532,32.1696,37.15
2021-06-07,37.15,37.28,37.012,37.469,32.2261,36.59
2021-06-08,36.59,37.15,36.866,37.4448,32.2796,37.64
2021-06-09,37.64,37.31,37.038,37.453,32.3378,37.47
2021-06-10,37.47,37.75,37.208,37.4602,32.3902,37.93
2021-06-11,37.93,37.58,37.356,37.4966,32.4454,37.68
2021-06-14,37.68,37.98,37.462,37.524,32.4981,37.71
2021-06-15,37.71,37.97,37.686,37.5502,32.5488,37.67
2021-06-16,37.67,37.65,37.692,37.5626,32.598,37.15
2021-06-17,37.15,37.67,37.628,37.5594,32.6445,37.63
2021-06-18,37.63,37.38,37.568,37.572,32.6954,37.49
2021-06-21,37.49,37.76,37.53,37.5726,32.7435,37.65
2021-06-22,37.65,37.53,37.518,37.5772,32.795,37.6
2021-06-23,37.6,37.63,37.504,37.5798,32.8447,38.3
2021-06-24,38.3,37.73,37.734,37.6012,32.8977,38.36
2021-06-25,38.36,38.38,37.88,37.6107,32.9485,38.31
2021-06-28,38.31,38.66,38.044,37.618,32.9991,36.83
2021-06-29,36.83,37.54,37.88,37.601,33.0426,37.13
2021-06-30,37.13,37.0,37.786,37.5876,33.0849,37.55
2021-07-01,37.55,37.13,37.636,37.5664,33.1296,37.32
2021-07-02,37.32,37.56,37.428,37.5504,33.1695,36.73
2021-07-06,36.73,37.3,37.112,37.5168,33.21,36.4
2021-07-07,36.4,36.58,37.026,37.4808,33.2522,35.7
2021-07-08,35.7,36.3,36.74,37.4292,33.2968,36.45
2021-07-09,36.45,35.75,36.52,37.4018,33.3452,36.8
2021-07-12,36.8,36.32,36.416,37.3824,33.3997,35.95
2021-07-13,35.95,36.96,36.26,37.353,33.4484,36.36
2021-07-14,36.36,36.13,36.252,37.348,33.4967,35.84
2021-07-15,35.84,36.24,36.28,37.33,33.5367,35.28
2021-07-16,35.28,35.75,36.046,37.3088,33.5743,34.72
2021-07-19,34.72,34.98,35.63,37.2518,33.6087,34.97
2021-07-20,34.97,34.9,35.434,37.1848,33.6435,36.19
2021-07-21,36.19,35.05,35.4,37.132,33.684,36.0
2021-07-22,36.0,36.2,35.432,37.0819,33.7205,36.19
2021-07-23,36.19,36.13,35.614,37.047,33.7618,36.56
2021-07-26,36.56,36.11,35.982,37.0034,33.7998,36.2
2021-07-27,36.2,36.28,36.228,36.9822,33.833,36.32
2021-07-28,36.32,36.27,36.254,36.9732,33.8686,36.3
2021-07-29,36.3,36.37,36.314,36.9522,33.9054,35.66
2021-07-30,35.66,36.0,36.208,36.9184,33.9476,35.64
2021-08-02,35.64,35.77,36.024,36.8862,33.9911,35.03
2021-08-03,35.03,35.75,35.79,36.8352,34.0316,34.91
2021-08-04,34.91,34.8,35.508,36.7846,34.0719,37.21
2021-08-05,37.21,36.0,35.69,36.7858,34.1278,36.48
2021-08-06,36.48,37.29,35.854,36.7652,34.18,36.51
2021-08-09,36.51,36.32,36.028,36.7364,34.2297,36.98
2021-08-10,36.98,36.52,36.418,36.729,34.2773,37.47
2021-08-11,37.47,37.265,36.93,36.732,34.3292,37.03
2021-08-12,37.03,37.62,36.894,36.737,34.3823,37.0
2021-08-13,37.0,37.43,36.998,36.7446,34.4364,37.19
2021-08-16,37.19,36.82,37.134,36.7446,34.4958,36.98
2021-08-17,36.98,36.84,37.134,36.7412,34.5528,36.56
2021-08-18,36.56,37.02,36.952,36.7406,34.603,36.18
2021-08-19,36.18,36.37,36.782,36.7114,34.6469,36.76
2021-08-20,36.76,36.11,36.734,36.6972,34.6956,37.14
2021-08-23,37.14,36.84,36.724,36.6814,34.7531,37.07
2021-08-24,37.07,37.28,36.742,36.6692,34.8054,37.04
2021-08-25,37.04,37.25,36.838,36.6558,34.8609,36.68
2021-08-26,36.68,37.04,36.938,36.636,34.913,37.2
2021-08-27,37.2,36.65,37.026,36.637,34.9647,37.07
2021-08-30,37.07,37.2,37.012,36.6258,35.0128,37.44
2021-08-31,37.44,36.85,37.086,36.6248,35.0718,37.0
2021-09-01,37.0,37.53,37.078,36.6118,35.1236,37.17
2021-09-02,37.17,37.16,37.176,36.6032,35.1736,36.89
2021-09-03,36.89,37.07,37.114,36.575,35.2172,36.75
2021-09-07,36.75,36.83,37.05,36.5428,35.2627,35.96
2021-09-08,35.96,36.72,36.754,36.4958,35.3039,36.36
2021-09-09,36.36,36.325,36.626,36.4864,35.3466,35.94
2021-09-10,35.94,36.43,36.38,36.4626,35.3836,36.34
2021-09-13,36.34,36.24,36.27,36.4384,35.4179,35.3
2021-09-14,35.3,36.68,35.98,36.398,35.4479,36.56
2021-09-15,36.56,35.34,36.1,36.3946,35.4849,37.33
2021-09-16,37.33,36.49,36.294,36.4132,35.5274,37.71
2021-09-17,37.71,37.22,36.648,36.4534,35.5652,37.13
2021-09-20,37.13,37.29,36.806,36.467,35.5979,37.13
2021-09-21,37.13,37.37,37.172,36.4736,35.6319,38.21
2021-09-22,38.21,37.4,37.502,36.5188,35.6738,38.42
2021-09-23,38.42,38.0,37.72,36.56,35.7175,39.26
2021-09-24,39.26,38.5,38.03,36.6284,35.7675,40.12
2021-09-27,40.12,39.15,38.628,36.7252,35.8219,39.83
2021-09-28,39.83,40.0,39.168,36.8274,35.8755,40.25
2021-09-29,40.25,39.85,39.576,36.933,35.9302,40.11
2021-09-30,40.11,40.93,39.914,37.0114,35.9868,40.78
2021-10-01,40.78,40.28,40.218,37.107,36.0478,41.48
2021-10-04,41.48,40.78,40.49,37.2128,36.1129,41.9
2021-10-05,41.9,41.66,40.904,37.3196,36.1797,41.55
2021-10-06,41.55,41.46,41.164,37.4266,36.2467,42.15
2021-10-07,42.15,41.85,41.572,37.5432,36.3188,42.25
2021-10-08,42.25,42.31,41.866,37.6622,36.3937,42.1
2021-10-11,42.1,42.36,41.99,37.791,36.4637,42.0
2021-10-12,42.0,40.6319,42.01,37.9182,36.5321,42.35
2021-10-13,42.35,42.1,42.17,38.0646,36.5982,42.45
2021-10-14,42.45,42.58,42.23,38.2154,36.6653,41.61
2021-10-15,41.61,42.69,42.102,38.3034,36.7279,41.93
2021-10-18,41.93,41.63,42.068,38.4124,36.792,43.03
2021-10-19,43.03,42.16,42.274,38.5428,36.8631,43.21
2021-10-20,43.21,43.02,42.446,38.6674,36.9319,42.61
2021-10-21,42.61,43.04,42.478,38.7702,36.9849,42.52
2021-10-22,42.52,42.52,42.66,38.88,37.0428,41.83
2021-10-25,41.83,42.6,42.64,38.9766,37.1015,41.59
2021-10-26,41.59,42.02,42.352,39.0646,37.1578,40.2
2021-10-27,40.2,41.69,41.75,39.129,37.21,40.76
2021-10-28,40.76,40.29,41.38,39.213,37.264,39.74
2021-10-29,39.74,40.7,40.824,39.2842,37.3063,41.06
2021-11-01,41.06,40.04,40.67,39.3702,37.3542,41.6
2021-11-02,41.6,41.17,40.672,39.4594,37.4121,41.58
2021-11-03,41.58,41.22,40.948,39.5496,37.4649,41.33
2021-11-04,41.33,41.78,41.062,39.6354,37.5164,41.48
2021-11-05,41.48,41.53,41.41,39.7314,37.573,40.56
2021-11-08,40.56,41.54,41.31,39.7986,37.6153,40.54
2021-11-09,40.54,40.61,41.098,39.868,37.6434,40.69
2021-11-10,40.69,40.65,40.92,39.933,37.6749,41.15
2021-11-11,41.15,39.85,40.884,40.016,37.7212,41.1
2021-11-12,41.1,41.15,40.808,40.0946,37.7708,41.27
2021-11-15,41.27,41.16,40.95,40.1822,37.8177,40.42
2021-11-16,40.42,41.25,40.926,40.2556,37.8673,40.29
2021-11-17,40.29,40.25,40.846,40.3422,37.9173,39.57
2021-11-18,39.57,40.29,40.53,40.4064,37.9631,38.99
2021-11-19,38.99,39.28,40.108,40.4674,38.0009,38.74
2021-11-22,38.74,38.99,39.602,40.5154,38.0312,39.13
2021-11-23,39.13,39.03,39.344,40.592,38.0732,38.5
2021-11-24,38.5,38.94,38.986,40.6308,38.1068,37.62
2021-11-26,37.62,37.76,38.596,40.6366,38.1349,36.92
2021-11-29,36.92,37.69,38.182,40.6208,38.1565,35.71
2021-11-30,35.71,36.76,37.576,40.5924,38.1764,34.44
2021-12-01,34.44,36.27,36.638,40.5386,38.1899,35.33
2021-12-02,35.33,34.5,36.004,40.481,38.2056,36.04
2021-12-03,36.04,35.51,35.688,40.4334,38.2169,36.52
2021-12-06,36.52,36.4,35.608,40.3786,38.2261,36.48
2021-12-07,36.48,36.735,35.762,40.3058,38.2379,36.75
2021-12-08,36.75,36.54,36.224,40.2442,38.2514,36.54
2021-12-09,36.54,36.63,36.466,40.17,38.2689,36.82
2021-12-10,36.82,36.75,36.622,40.1042,38.2865,36.31
2021-12-13,36.31,36.42,36.58,40.0148,38.2941,35.98
2021-12-14,35.98,36.16,36.48,39.9048,38.2842,36.25
2021-12-15,36.25,35.93,36.38,39.7918,38.2688,37.01
2021-12-16,37.01,36.45,36.474,39.701,38.2584,36.96
2021-12-17,36.96,37.31,36.502,39.5972,38.2368,36.39
2021-12-20,36.39,36.55,36.518,39.48,38.2071,36.9
2021-12-21,36.9,36.72,36.702,39.376,38.19,36.82
2021-12-22,36.82,36.95,36.816,39.2724,38.1668,37.28
2021-12-23,37.28,36.98,36.87,39.171,38.144,37.32
2021-12-27,37.32,37.22,36.942,39.0684,38.1167,37.49
2021-12-28,37.49,37.27,37.162,38.986,38.0906,37.09
2021-12-29,37.09,37.47,37.2,38.8892,38.0552,37.53
2021-12-30,37.53,37.16,37.342,38.7792,38.0282,36.9
2021-12-31,36.9,37.61,37.266,38.653,37.9983,37.64
2022-01-03,37.64,37.08,37.33,38.5536,37.9719,37.97
2022-01-04,37.97,37.88,37.426,38.4626,37.9435,37.61
2022-01-05,37.61,38.23,37.53,38.3782,37.9225,38.43
2022-01-06,38.43,37.86,37.71,38.315,37.914,39.02
2022-01-07,39.02,38.57,38.134,38.2914,37.9076,39.03
2022-01-10,39.03,39.21,38.412,38.2568,37.9138,38.95
2022-01-11,38.95,39.2,38.608,38.241,37.9224,39.29
2022-01-12,39.29,39.07,38.944,38.2056,37.9333,40.07
2022-01-13,40.07,39.45,39.272,38.175,37.9531,41.02
2022-01-14,41.02,39.9,39.672,38.1638,37.9766,39.9
2022-01-18,39.9,41.04,39.846,38.1352,37.9941,39.66
2022-01-19,39.66,39.95,39.988,38.0988,38.0072,38.19
2022-01-20,38.19,39.69,39.768,38.0514,38.0116,37.69
2022-01-21,37.69,37.98,39.292,37.9944,38.015,39.09
2022-01-24,39.09,38.0,38.906,37.9624,38.0232,39.16
2022-01-25,39.16,38.85,38.758,37.9226,38.0319,38.04
2022-01-26,38.04,39.2,38.434,37.8614,38.0347,38.25
2022-01-27,38.25,38.06,38.446,37.801,38.0398,40.1
2022-01-28,40.1,38.05,38.928,37.7946,38.0509,40.61
2022-01-31,40.61,39.98,39.232,37.801,38.0642,40.31
2022-02-01,40.31,40.78,39.462,37.8158,38.0774,40.67
2022-02-02,40.67,40.0,39.988,37.8494,38.0917,40.9
2022-02-03,40.9,40.575,40.518,37.8926,38.1032,40.69
2022-02-04,40.69,40.9,40.636,37.9238,38.116,40.61
2022-02-07,40.61,40.95,40.636,37.966,38.127,40.82
2022-02-08,40.82,40.82,40.738,38.03,38.1401,43.85
2022-02-09,43.85,41.4,41.374,38.1686,38.168,44.0
2022-02-10,44.0,43.46,41.994,38.3344,38.1989,43.4
2022-02-11,43.4,43.95,42.536,38.5136,38.227,42.67
2022-02-14,42.67,43.41,42.948,38.6604,38.2533,43.15
2022-02-15,43.15,42.9,43.414,38.8026,38.286,43.01
2022-02-16,43.01,42.71,43.246,38.9324,38.3173,42.91
2022-02-17,42.91,42.51,43.028,39.061,38.3502,42.38
2022-02-18,42.38,42.77,42.824,39.1736,38.3742,41.82
2022-02-22,41.82,42.22,42.654,39.2792,38.3917,40.97
2022-02-23,40.97,42.0,42.218,39.3622,38.4024,40.87
2022-02-24,40.87,40.54,41.79,39.4534,38.4143,41.77
2022-02-25,41.77,41.09,41.562,39.5692,38.4334,41.83
2022-02-28,41.83,41.11,41.452,39.6808,38.4489,41.26
2022-03-01,41.26,41.42,41.34,39.7658,38.4689,43.09
2022-03-02,43.09,41.38,41.764,39.8884,38.5005,43.16
2022-03-03,43.16,43.06,42.222,40.0238,38.5295,42.69
2022-03-04,42.69,42.69,42.406,40.1396,38.5562,41.6
2022-03-07,41.6,42.55,42.36,40.2352,38.578,41.84
2022-03-08,41.84,41.48,42.476,40.3264,38.5993,40.87
2022-03-09,40.87,42.39,42.032,40.3974,38.6164,39.79
2022-03-10,39.79,40.58,41.358,40.4434,38.6296,39.33
2022-03-11,39.33,40.09,40.686,40.4882,38.6387,38.75
2022-03-14,38.75,39.44,40.116,40.5126,38.6427,39.78
2022-03-15,39.78,39.02,39.704,40.5702,38.6549,40.67
2022-03-16,40.67,40.08,39.664,40.6308,38.6716,40.28
2022-03-17,40.28,40.37,39.762,40.677,38.6891,40.87
2022-03-18,40.87,40.29,40.07,40.7422,38.7104,40.85
2022-03-21,40.85,41.07,40.49,40.7906,38.7287,41.1
2022-03-22,41.1,41.13,40.754,40.8322,38.7484,40.56
2022-03-23,40.56,40.79,40.732,40.8628,38.7683,40.91
2022-03-24,40.91,40.48,40.858,40.902,38.7846,41.22
2022-03-25,41.22,40.94,40.928,40.9406,38.8034,40.5
2022-03-28,40.5,41.03,40.858,40.9492,38.8162,40.8
2022-03-29,40.8,40.71,40.798,40.9448,38.8318,40.14
2022-03-30,40.14,40.72,40.714,40.9496,38.844,39.45
2022-03-31,39.45,40.28,40.422,40.9454,38.8529,39.36
2022-04-01,39.36,39.96,40.05,40.9688,38.8639,39.55
2022-04-04,39.55,39.13,39.86,41.006,38.8735,38.66
2022-04-05,38.66,39.19,39.432,40.9974,38.8794,38.76
2022-04-06,38.76,38.53,39.156,40.9894,38.8849,38.42
2022-04-07,38.42,38.66,38.95,40.997,38.889,38.97
2022-04-08,38.97,38.51,38.872,41.0114,38.8924,38.72
2022-04-11,38.72,38.95,38.706,40.9838,38.8942,38.84
2022-04-12,38.84,39.22,38.742,40.9484,38.8968,39.11
2022-04-13,39.11,38.77,38.812,40.9244,38.9082,39.12
2022-04-14,39.12,39.21,38.952,40.8934,38.9182,38.99
2022-04-18,38.99,38.97,38.956,40.8552,38.9254,39.18
2022-04-19,39.18,39.04,39.048,40.825,38.9347,39.56
2022-04-20,39.56,38.95,39.192,40.804,38.9488,38.93
2022-04-21,38.93,39.64,39.156,40.7662,38.9615,38.21
2022-04-22,38.21,38.93,38.974,40.6534,38.974,37.99
2022-04-25,37.99,37.94,38.774,40.5332,38.9817,36.6
2022-04-26,36.6,37.78,38.258,40.3972,38.9807,36.26
2022-04-27,36.26,36.51,37.598,40.269,38.9823,36.54
2022-04-28,36.54,36.48,37.12,40.1368,38.9832,35.84
2022-04-29,35.84,36.42,36.646,39.9934,38.9832,36.57
2022-05-02,36.57,35.95,36.362,39.8666,38.9896,36.24
2022-05-03,36.24,36.67,36.29,39.7438,38.9972,37.04
2022-05-04,37.04,36.23,36.446,39.6482,39.0076,36.54
2022-05-05,36.54,36.74,36.446,39.5596,39.0093,34.6
2022-05-06,34.6,36.28,36.198,39.4342,39.0023,33.21
2022-05-09,33.21,34.22,35.526,39.263,38.9874,32.42
2022-05-10,32.42,32.08,34.762,39.0748,38.9667,33.21
2022-05-11,33.21,32.53,33.996,38.9138,38.9518,33.45
2022-05-12,33.45,33.11,33.378,38.721,38.9374,33.8
2022-05-13,33.8,33.76,33.218,38.5338,38.9249,33.69
2022-05-16,33.69,33.75,33.314,38.3538,38.9151,34.74
2022-05-17,34.74,34.01,33.778,38.2166,38.9106,33.49
2022-05-18,33.49,34.5,33.834,38.0496,38.9029,33.33
2022-05-19,33.33,33.21,33.81,37.8988,38.895,33.46
2022-05-20,33.46,33.8,33.742,37.7722,38.8762,34.19
2022-05-23,34.19,34.128,33.842,37.6694,38.8648,32.49
2022-05-24,32.49,34.0,33.392,37.5442,38.8447,33.3
2022-05-25,33.3,32.47,33.354,37.4146,38.8263,34.54
2022-05-26,34.54,33.53,33.596,37.292,38.8116,35.46
2022-05-27,35.46,34.51,33.996,37.1956,38.8038,35.51
2022-05-31,35.51,35.34,34.26,37.0884,38.7963,34.86
2022-06-01,34.86,35.7,34.734,36.9686,38.7847,34.42
2022-06-02,34.42,34.22,34.958,36.835,38.7719,34.13
2022-06-03,34.13,34.13,34.876,36.7064,38.7597,34.08
2022-06-06,34.08,34.105,34.6,36.5698,38.7492,34.6
2022-06-07,34.6,33.76,34.418,36.4374,38.7384,34.06
2022-06-08,34.06,34.38,34.258,36.3086,38.723,33.48
2022-06-09,33.48,34.29,34.07,36.1622,38.7051,32.39
2022-06-10,32.39,33.06,33.722,36.0072,38.6818,31.52
2022-06-13,31.52,31.79,33.21,35.8486,38.656,32.03
2022-06-14,32.03,31.57,32.696,35.702,38.6302,32.83
2022-06-15,32.83,32.27,32.45,35.5676,38.609,32.28
2022-06-16,32.28,32.35,32.21,35.44,38.5832,32.07
2022-06-17,32.07,32.28,32.146,35.3062,38.5585,32.56
2022-06-21,32.56,32.53,32.354,35.189,38.5355,32.06
2022-06-22,32.06,32.21,32.36,35.0508,38.5113,32.07
2022-06-23,32.07,32.09,32.208,34.9178,38.4879,32.8
2022-06-24,32.8,32.28,32.312,34.797,38.4721,33.04
2022-06-27,33.04,32.89,32.506,34.6756,38.4555,32.71
2022-06-28,32.71,33.16,32.536,34.5474,38.4394,32.64
2022-06-29,32.64,32.68,32.652,34.4204,38.4209,32.16
2022-06-30,32.16,32.26,32.67,34.28,38.4052,33.07
2022-07-01,33.07,32.05,32.724,34.1502,38.3877,33.17
2022-07-05,33.17,32.64,32.75,34.035,38.3669,33.16
2022-07-06,33.16,33.33,32.84,33.934,38.3442,33.5
2022-07-07,33.5,33.18,33.012,33.8442,38.326,33.24
2022-07-08,33.24,33.56,33.228,33.777,38.3066,32.9
2022-07-11,32.9,32.95,33.194,33.7098,38.28,33.22
2022-07-12,33.22,32.86,33.204,33.6434,38.254,32.84
2022-07-13,32.84,32.86,33.14,33.5834,38.2219,32.51
2022-07-14,32.51,32.435,32.942,33.5022,38.1839,33.68
2022-07-15,33.68,32.81,33.03,33.451,38.1531,33.23
2022-07-18,33.23,33.21,33.096,33.3748,38.118,34.25
2022-07-19,34.25,33.54,33.302,33.329,38.0887,34.74
2022-07-20,34.74,34.32,33.682,33.3318,38.0585,34.95
2022-07-21,34.95,34.67,34.17,33.3666,38.0259,35.16
2022-07-22,35.16,35.0,34.466,33.4214,37.9922,35.28
2022-07-25,35.28,35.089,34.876,33.4628,37.9608,34.1
2022-07-26,34.1,35.0,34.846,33.4758,37.9206,34.67
2022-07-27,34.67,34.26,34.832,33.4932,37.8827,34.88
2022-07-28,34.88,34.53,34.818,33.517,37.8466,33.11
2022-07-29,33.11,34.91,34.408,33.4844,37.8021,33.44
2022-08-01,33.44,32.83,34.04,33.4834,37.7576,33.2
2022-08-02,33.2,33.4,33.86,33.4808,37.7113,33.57
2022-08-03,33.57,33.0,33.64,33.483,37.6711,33.53
2022-08-04,33.53,33.47,33.37,33.4698,37.6291,33.33
2022-08-05,33.33,33.17,33.414,33.4866,37.5806,33.47
2022-08-08,33.47,33.49,33.42,33.49,37.5319,33.74
2022-08-09,33.74,33.58,33.528,33.474,37.4876,34.88
2022-08-10,34.88,34.79,33.79,33.4624,37.4494,36.43
2022-08-11,36.43,35.18,34.37,33.4808,37.4224,36.5
2022-08-12,36.5,36.66,35.004,33.5136,37.3969,36.38
2022-08-15,36.38,36.25,35.586,33.5528,37.3778,36.5
2022-08-16,36.5,36.31,36.138,33.6002,37.3565,36.17
