ticker,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2013-11-07,9.318,9.613,10.7348,11.5166,6.9257,9.197
2013-11-08,9.197,9.099,10.4119,11.4791,6.9594,9.647
2013-11-11,9.647,9.4,10.0052,11.4467,6.9949,9.187
2013-11-12,9.187,9.646,9.4851,11.4052,7.0282,9.247
2013-11-13,9.247,9.389,9.3189,11.3626,7.0619,9.173
2013-11-14,9.173,9.261,9.29,11.3195,7.0953,9.03
2013-11-15,9.03,9.123,9.2566,11.2775,7.1277,8.105
2013-11-18,8.105,9.018,8.9484,11.2253,7.1556,8.406
2013-11-19,8.406,7.962,8.7923,11.1716,7.185,8.074
2013-11-20,8.074,8.405,8.5577,11.1151,7.2123,8.14
2013-11-21,8.14,8.193,8.3511,11.058,7.2398,8.092
2013-11-22,8.092,8.105,8.1635,10.9991,7.2672,8.056
2013-11-25,8.056,8.3,8.1536,10.9381,7.2947,8.033
2013-11-26,8.033,7.959,8.0791,10.8771,7.3222,8.463
2013-11-27,8.463,8.087,8.1568,10.8247,7.3517,8.485
2013-11-29,8.485,8.651,8.2259,10.7572,7.3814,8.278
2013-12-02,8.278,8.423,8.2631,10.6783,7.4104,9.647
2013-12-03,9.647,8.845,8.5812,10.6297,7.4455,9.263
2013-12-04,9.263,9.621,8.8272,10.5719,7.479,9.365
2013-12-05,9.365,9.343,9.0077,10.5122,7.5141,9.157
2013-12-06,9.157,9.434,9.1421,10.4438,7.5479,9.44
2013-12-09,9.44,9.133,9.3745,10.3781,7.5836,9.479
2013-12-10,9.479,9.337,9.3411,10.3099,7.6195,9.31
2013-12-11,9.31,9.459,9.3504,10.2387,7.6544,9.831
2013-12-12,9.831,9.313,9.4436,10.1941,7.6919,9.844
2013-12-13,9.844,9.87,9.5809,10.1599,7.7296,9.863
2013-12-16,9.863,9.899,9.6654,10.1158,7.767,10.164
2013-12-17,10.164,9.839,9.8023,10.075,7.8056,9.865
2013-12-18,9.865,10.149,9.9134,10.0393,7.8424,9.381
2013-12-19,9.381,9.793,9.8234,10.0019,7.8766,9.549
2013-12-20,9.549,9.439,9.7645,9.9623,7.9115,9.57
2013-12-23,9.57,9.657,9.706,9.9155,7.9463,10.094
2013-12-24,10.094,10.0,9.692,9.8777,7.9837,10.367
2013-12-26,10.367,10.336,9.7923,9.8398,8.0226,10.075
2013-12-27,10.075,10.353,9.9309,9.7966,8.0607,10.163
2013-12-30,10.163,10.075,10.0536,9.7561,8.0997,10.029
2013-12-31,10.029,10.155,10.1453,9.7121,8.1381,10.007
2014-01-02,10.007,9.987,10.1279,9.6821,8.1765,9.971
2014-01-03,9.971,10.0,10.0487,9.6528,8.2144,9.8
2014-01-06,9.8,10.0,9.9937,9.6295,8.2514,9.957
2014-01-07,9.957,9.841,9.9527,9.5978,8.2889,10.085
2014-01-08,10.085,9.923,9.964,9.5732,8.3268,9.835
2014-01-09,9.835,10.167,9.9297,9.5528,8.3634,9.715
2014-01-10,9.715,9.897,9.8785,9.5278,8.3993,9.289
2014-01-13,9.289,9.719,9.7764,9.5013,8.4331,10.751
2014-01-14,10.751,9.367,9.9352,9.5031,8.4722,10.942
2014-01-15,10.942,11.23,10.1065,9.5057,8.5121,11.398
2014-01-16,11.398,10.833,10.4191,9.5,8.5554,11.334
2014-01-17,11.334,11.346,10.7429,9.491,8.5981,11.779
2014-01-21,11.779,11.416,11.2408,9.525,8.6432,11.904
2014-01-22,11.904,11.854,11.4713,9.5767,8.6888,12.1
2014-01-23,12.1,11.815,11.7029,9.6348,8.7358,11.64
2014-01-24,11.64,11.857,11.7513,9.6747,8.78,11.308
2014-01-27,11.308,11.677,11.7461,9.7171,8.822,11.892
2014-01-28,11.892,11.433,11.7688,9.77,8.8669,11.682
2014-01-29,11.682,11.687,11.7244,9.8202,8.9109,12.189
2014-01-30,12.189,11.867,11.7423,9.8834,8.9566,12.094
2014-01-31,12.094,11.923,11.8331,9.9631,9.0019,11.807
2014-02-03,11.807,12.193,11.9329,10.0312,9.0453,11.915
2014-02-04,11.915,12.047,11.9376,10.108,9.0889,11.628
2014-02-05,11.628,11.887,11.9268,10.1777,9.1304,11.892
2014-02-06,11.892,11.753,11.8673,10.2537,9.1728,12.435
2014-02-07,12.435,12.067,11.9356,10.3413,9.2182,13.104
2014-02-10,13.104,12.623,12.1949,10.4427,9.2664,13.108
2014-02-11,13.108,13.265,12.4335,10.5356,9.3148,13.021
2014-02-12,13.021,13.052,12.7121,10.6264,9.3616,13.309
2014-02-13,13.309,12.889,12.9955,10.727,9.4102,13.215
2014-02-14,13.215,13.207,13.1515,10.7984,9.4585,13.58
2014-02-18,13.58,13.683,13.2467,10.8847,9.5084,12.909
2014-02-19,12.909,13.58,13.2069,10.9556,9.5547,13.998
2014-02-20,13.998,14.334,13.4023,11.0524,9.6049,13.973
2014-02-21,13.973,14.109,13.5352,11.143,9.6562,14.51
2014-02-24,14.51,13.917,13.7941,11.2437,9.7102,16.533
2014-02-25,16.533,15.333,14.3848,11.3881,9.7697,16.867
2014-02-26,16.867,17.239,15.1763,11.5288,9.8285,16.836
2014-02-27,16.836,17.417,15.7439,11.6687,9.8834,16.321
2014-02-28,16.321,16.643,16.2133,11.7978,9.9372,16.704
2014-03-03,16.704,15.817,16.6521,11.9286,9.9925,16.989
2014-03-04,16.989,17.232,16.7433,12.0711,10.0467,16.844
2014-03-05,16.844,17.115,16.7388,12.2204,10.1004,16.863
2014-03-06,16.863,16.943,16.7441,12.3666,10.1547,16.414
2014-03-07,16.414,16.863,16.7628,12.5035,10.2076,15.923
2014-03-10,15.923,16.18,16.6065,12.6201,10.2581,15.627
2014-03-11,15.627,15.767,16.3341,12.7253,10.3054,16.099
2014-03-12,16.099,15.433,16.1852,12.8458,10.3535,15.853
2014-03-13,15.853,16.253,15.9832,12.9596,10.396,15.398
2014-03-14,15.398,15.686,15.78,13.067,10.4381,15.599
2014-03-17,15.599,15.663,15.7152,13.1788,10.4811,16.003
2014-03-18,16.003,15.797,15.7903,13.2995,10.5285,15.723
2014-03-19,15.723,16.093,15.7149,13.4179,10.5763,15.661
2014-03-20,15.661,15.744,15.6765,13.532,10.623,15.259
2014-03-21,15.259,15.735,15.6488,13.6355,10.6675,14.678
2014-03-24,14.678,15.317,15.4647,13.7323,10.7084,14.696
2014-03-25,14.696,14.943,15.2033,13.8319,10.7479,14.197
2014-03-26,14.197,14.797,14.8983,13.9301,10.7855,13.821
2014-03-27,13.821,14.158,14.5304,13.9915,10.8232,14.158
2014-03-28,14.158,14.187,14.3101,14.0558,10.8614,13.897
2014-03-31,13.897,14.433,14.1539,14.1058,10.8981,14.465
2014-04-01,14.465,13.935,14.1076,14.1684,10.937,15.353
2014-04-02,15.353,14.667,14.3387,14.2399,10.9797,15.027
2014-04-03,15.027,15.353,14.5797,14.3023,11.0204,14.148
2014-04-04,14.148,15.067,14.5778,14.3433,11.0562,13.835
2014-04-07,13.835,13.721,14.5654,14.3872,11.0918,14.364
2014-04-08,14.364,14.003,14.5453,14.4483,11.1305,14.462
2014-04-09,14.462,14.451,14.3671,14.4997,11.169,13.613
2014-04-10,13.613,14.455,14.0843,14.5383,11.2029,13.585
2014-04-11,13.585,13.374,13.9717,14.5663,11.2356,13.206
2014-04-14,13.206,13.84,13.846,14.5885,11.2652,12.927
2014-04-15,12.927,13.273,13.5587,14.6109,11.294,13.274
2014-04-16,13.274,13.133,13.3211,14.6381,11.3214,13.208
2014-04-17,13.208,13.307,13.2401,14.6697,11.3481,13.625
2014-04-21,13.625,13.139,13.2481,14.7043,11.3778,14.576
2014-04-22,14.576,13.757,13.5221,14.7472,11.4107,13.866
2014-04-23,13.866,14.422,13.7099,14.7624,11.4395,13.857
2014-04-24,13.857,14.054,13.8265,14.7774,11.4676,13.323
2014-04-25,13.323,13.467,13.8496,14.7834,11.4935,13.234
2014-04-28,13.234,13.333,13.7713,14.7819,11.5178,13.795
2014-04-29,13.795,13.214,13.6151,14.7935,11.5434,13.859
2014-04-30,13.859,13.573,13.6137,14.7991,11.5703,13.849
2014-05-01,13.849,13.805,13.612,14.8179,11.6032,14.061
2014-05-02,14.061,13.907,13.7595,14.8191,11.6334,14.441
2014-05-05,14.441,13.965,14.0008,14.8285,11.666,13.819
2014-05-06,13.819,14.44,14.0056,14.8147,11.6952,13.423
2014-05-07,13.423,13.976,13.9184,14.7525,11.7215,11.906
2014-05-08,11.906,12.133,13.5299,14.6532,11.7401,12.151
2014-05-09,12.151,11.991,13.1479,14.5595,11.7603,12.311
2014-05-12,12.311,12.258,12.722,14.4794,11.7805,12.677
2014-05-13,12.677,12.251,12.4937,14.3988,11.8007,12.708
2014-05-14,12.708,12.597,12.3507,14.3132,11.8194,12.573
2014-05-15,12.573,12.665,12.484,14.2278,11.8383,12.771
2014-05-16,12.771,12.597,12.608,14.1459,11.8574,13.073
2014-05-19,13.073,12.715,12.7603,14.0791,11.8776,13.02
2014-05-20,13.02,13.129,12.8288,14.021,11.8967,13.297
2014-05-21,13.297,13.079,12.9465,13.9744,11.915,13.659
2014-05-22,13.659,13.357,13.1637,13.9256,11.9359,13.82
2014-05-23,13.82,13.635,13.3736,13.885,11.9602,14.104
2014-05-27,14.104,13.901,13.5799,13.8591,11.9796,14.016
2014-05-28,14.016,14.001,13.7791,13.8274,11.9987,14.016
2014-05-29,14.016,14.038,13.9229,13.7877,12.0196,13.851
2014-05-30,13.851,14.02,13.9615,13.7503,12.0404,13.647
2014-06-02,13.647,13.822,13.9268,13.71,12.0622,13.663
2014-06-03,13.663,13.566,13.8385,13.6781,12.084,13.599
2014-06-04,13.599,13.623,13.7552,13.6565,12.1046,13.793
2014-06-05,13.793,13.631,13.7107,13.6384,12.1253,13.878
2014-06-06,13.878,13.983,13.716,13.632,12.1448,13.687
2014-06-09,13.687,13.863,13.7241,13.6294,12.164,13.487
2014-06-10,13.487,13.629,13.6889,13.6159,12.179,13.631
2014-06-11,13.631,13.433,13.6953,13.6106,12.1932,13.568
2014-06-12,13.568,13.673,13.6503,13.5927,12.2063,13.761
2014-06-13,13.761,13.652,13.6269,13.5609,12.2195,14.974
2014-06-16,14.974,13.784,13.8843,13.5598,12.2389,15.445
2014-06-17,15.445,14.941,14.2759,13.5857,12.2607,15.141
2014-06-18,15.141,15.433,14.5779,13.6119,12.2801,15.186
2014-06-19,15.186,15.259,14.9015,13.6283,12.2997,15.306
2014-06-20,15.306,15.235,15.2104,13.6452,12.3194,15.815
2014-06-23,15.815,15.301,15.3785,13.6892,12.3418,15.5
2014-06-24,15.5,15.931,15.3896,13.7275,12.3637,15.793
2014-06-25,15.793,15.537,15.5199,13.7793,12.3891,15.707
2014-06-26,15.707,15.811,15.624,13.8349,12.4121,15.937
2014-06-27,15.937,15.646,15.7503,13.8881,12.4373,16.004
2014-06-30,16.004,15.97,15.7881,13.944,12.4624,15.981
2014-07-01,15.981,16.164,15.8844,13.9912,12.4871,15.295
2014-07-02,15.295,16.044,15.7849,14.0055,12.508,15.283
2014-07-03,15.283,15.419,15.7002,14.0339,12.529,14.844
2014-07-07,14.844,15.167,15.4815,14.0536,12.5478,14.605
2014-07-08,14.605,14.577,15.2017,14.0792,12.5616,14.871
2014-07-09,14.871,14.751,14.9795,14.112,12.5748,14.631
2014-07-10,14.631,14.479,14.8467,14.1287,12.5876,14.542
2014-07-11,14.542,14.707,14.6984,14.1424,12.5995,15.113
2014-07-14,15.113,14.666,14.7523,14.1676,12.6133,14.639
2014-07-15,14.639,15.115,14.7591,14.1792,12.6236,14.477
2014-07-16,14.477,14.788,14.6804,14.1799,12.6324,14.36
2014-07-17,14.36,14.411,14.6263,14.1908,12.6397,14.668
2014-07-18,14.668,14.397,14.6515,14.2157,12.6487,14.703
2014-07-21,14.703,14.483,14.5693,14.2716,12.6619,14.639
2014-07-22,14.639,14.813,14.5693,14.3214,12.6774,14.833
2014-07-23,14.833,14.667,14.6404,14.3718,12.6912,14.903
2014-07-24,14.903,14.883,14.7489,14.4163,12.7047,14.905
2014-07-25,14.905,14.848,14.7963,14.4602,12.721,14.988
2014-07-28,14.988,14.95,14.8533,14.5085,12.7396,15.001
2014-07-29,15.001,15.107,14.9257,14.5531,12.757,15.261
2014-07-30,15.261,14.795,15.0115,14.5969,12.7737,14.887
2014-07-31,14.887,15.284,15.0083,14.6342,12.7883,15.551
2014-08-01,15.551,15.073,15.1376,14.6793,12.8047,15.901
2014-08-04,15.901,15.625,15.3203,14.7242,12.823,15.899
2014-08-05,15.899,15.831,15.5,14.7658,12.8416,16.595
2014-08-06,16.595,15.927,15.7668,14.8156,12.8634,16.826
2014-08-07,16.826,16.675,16.1547,14.8718,12.89,16.542
2014-08-08,16.542,16.744,16.3528,14.9223,12.9156,17.288
2014-08-11,17.288,17.032,16.6301,14.991,12.9472,17.331
2014-08-12,17.331,17.205,16.9164,15.0647,12.9761,17.354
2014-08-13,17.354,17.467,17.0681,15.1386,13.0063,17.425
2014-08-14,17.425,17.499,17.188,15.2151,13.0392,17.467
2014-08-15,17.467,17.432,17.3731,15.2886,13.0717,17.329
2014-08-18,17.329,17.55,17.3813,15.3576,13.1053,17.117
2014-08-19,17.117,17.258,17.3387,15.4262,13.1375,17.047
2014-08-20,17.047,16.978,17.2773,15.4974,13.1687,16.956
2014-08-21,16.956,17.101,17.1835,15.5639,13.1951,17.119
2014-08-22,17.119,16.969,17.1137,15.6349,13.2217,17.503
2014-08-25,17.503,17.213,17.1485,15.7097,13.2589,17.449
2014-08-26,17.449,17.665,17.2149,15.7592,13.2995,17.55
2014-08-27,17.55,17.567,17.3155,15.8014,13.3413,17.591
2014-08-28,17.591,17.459,17.4424,15.8503,13.381,17.98
2014-08-29,17.98,17.913,17.6147,15.9062,13.425,18.941
2014-09-02,18.941,18.367,17.9023,15.9789,13.4735,18.746
2014-09-03,18.746,19.178,18.1616,16.0376,13.5213,19.069
2014-09-04,19.069,18.934,18.4655,16.1089,13.5715,18.493
2014-09-05,18.493,18.837,18.6459,16.1629,13.6235,18.807
2014-09-08,18.807,18.508,18.8113,16.225,13.6755,18.565
2014-09-09,18.565,18.866,18.7361,16.2775,13.7279,18.74
2014-09-10,18.74,18.633,18.7349,16.3322,13.7809,18.687
2014-09-11,18.687,18.697,18.6585,16.3864,13.8339,18.613
2014-09-12,18.613,18.7,18.6827,16.4527,13.8867,16.924
2014-09-15,16.924,18.291,18.306,16.4855,13.9311,17.383
2014-09-16,17.383,17.01,18.0695,16.5363,13.9757,17.425
2014-09-17,17.425,17.494,17.8065,16.5927,14.0204,17.588
2014-09-18,17.588,17.557,17.5867,16.6471,14.067,17.288
2014-09-19,17.288,17.199,17.3216,16.7002,14.1052,16.669
2014-09-22,16.669,17.0,17.2705,16.7427,14.1422,16.694
2014-09-23,16.694,16.348,17.1328,16.7744,14.1789,16.809
2014-09-24,16.809,16.741,17.0096,16.8178,14.2171,16.463
2014-09-25,16.463,16.835,16.7847,16.8575,14.2522,16.44
2014-09-26,16.44,16.55,16.6151,16.8991,14.287,16.351
2014-09-29,16.351,16.267,16.5515,16.9327,14.3222,16.179
2014-09-30,16.179,16.461,16.4484,16.9623,14.354,16.016
2014-10-01,16.016,16.147,16.2897,16.9898,14.3848,16.761
2014-10-02,16.761,16.68,16.3493,17.0284,14.4193,17.014
2014-10-03,17.014,16.871,16.4641,17.0706,14.4536,17.375
2014-10-06,17.375,17.275,16.6689,17.12,14.4911,17.305
2014-10-07,17.305,17.235,16.8941,17.1663,14.5308,17.285
2014-10-08,17.285,17.34,17.148,17.212,14.5694,17.134
2014-10-09,17.134,17.483,17.2225,17.2495,14.6073,15.794
2014-10-10,15.794,16.309,16.9785,17.2676,14.6358,14.973
2014-10-13,14.973,15.905,16.4981,17.2561,14.6588,15.137
2014-10-14,15.137,15.217,16.0647,17.2408,14.6841,15.313
2014-10-15,15.313,14.667,15.6703,17.2291,14.7099,15.09
2014-10-16,15.09,14.648,15.2615,17.199,14.7352,15.165
2014-10-17,15.165,15.559,15.1357,17.1657,14.761,15.365
2014-10-20,15.365,15.115,15.2141,17.1422,14.7879,15.689
2014-10-21,15.689,15.618,15.3245,17.1102,14.8174,15.407
2014-10-22,15.407,15.546,15.3432,17.0717,14.8446,15.686
2014-10-23,15.686,15.644,15.4624,17.0384,14.8726,15.683
2014-10-24,15.683,15.751,15.5659,17.0035,14.9019,14.778
2014-10-27,14.778,15.617,15.4485,16.9497,14.9272,16.185
2014-10-28,16.185,15.307,15.5476,16.9269,14.9616,15.873
2014-10-29,15.873,16.075,15.6409,16.902,14.9873,15.911
2014-10-30,15.911,15.876,15.6859,16.8792,15.0121,16.113
2014-10-31,16.113,16.167,15.772,16.8624,15.0357,16.173
2014-11-03,16.173,16.2,16.0509,16.8435,15.0599,15.929
2014-11-04,15.929,16.033,15.9997,16.812,15.0806,15.398
2014-11-05,15.398,16.067,15.9047,16.7709,15.0981,16.081
2014-11-06,16.081,15.633,15.9388,16.7416,15.118,16.013
2014-11-07,16.013,16.146,15.9188,16.71,15.1399,16.129
2014-11-10,16.129,15.941,15.91,16.673,15.164,16.739
2014-11-11,16.739,16.17,16.072,16.6289,15.1882,16.607
2014-11-12,16.607,16.648,16.3137,16.5862,15.2128,16.78
2014-11-13,16.78,16.708,16.4535,16.5404,15.2358,17.245
2014-11-14,17.245,16.667,16.6999,16.5154,15.2615,16.932
2014-11-17,16.932,17.166,16.8605,16.4779,15.2872,17.18
2014-11-18,17.18,17.057,16.9488,16.4502,15.3135,16.516
2014-11-19,16.516,16.707,16.9307,16.4057,15.3379,16.581
2014-11-20,16.581,16.53,16.8908,16.3636,15.3614,16.185
2014-11-21,16.185,16.814,16.6788,16.315,15.3801,16.448
2014-11-24,16.448,16.347,16.582,16.3055,15.3968,16.539
2014-11-25,16.539,16.49,16.4539,16.2887,15.414,16.563
2014-11-26,16.563,16.556,16.4632,16.2714,15.4317,16.301
2014-11-28,16.301,16.357,16.4073,16.2457,15.4467,15.443
2014-12-01,15.443,16.077,16.2588,16.2088,15.4578,15.429
2014-12-02,15.429,15.638,16.0549,16.184,15.467,15.287
2014-12-03,15.287,15.083,15.8044,16.1558,15.4789,15.219
2014-12-04,15.219,15.24,15.5356,16.124,15.485,14.914
2014-12-05,14.914,15.245,15.2581,16.093,15.4897,14.291
2014-12-08,14.291,14.769,15.0277,16.05,15.4886,14.459
2014-12-09,14.459,13.956,14.8339,16.0122,15.4783,13.989
2014-12-10,13.989,14.275,14.5744,15.9684,15.4639,13.925
2014-12-11,13.925,14.035,14.3157,15.9266,15.4493,13.8
2014-12-12,13.8,13.655,14.0929,15.8674,15.4367,13.603
2014-12-15,13.603,13.953,13.9553,15.7991,15.4212,13.187
2014-12-16,13.187,13.393,13.7009,15.7154,15.4022,13.721
2014-12-17,13.721,12.871,13.6473,15.6437,15.3866,14.551
2014-12-18,14.551,14.159,13.7724,15.589,15.375,14.619
2014-12-19,14.619,14.679,13.9363,15.5387,15.3661,14.84
2014-12-22,14.84,14.667,14.1837,15.5197,15.3606,14.731
2014-12-23,14.731,14.921,14.4925,15.5148,15.3562,14.817
2014-12-24,14.817,14.651,14.7117,15.5084,15.3498,15.188
2014-12-26,15.188,14.767,14.8392,15.5059,15.3464,15.047
2014-12-29,15.047,15.127,14.9248,15.5051,15.3447,14.815
2014-12-30,14.815,14.933,14.9199,15.4981,15.3408,14.827
2014-12-31,14.827,14.873,14.9391,15.4873,15.3349,14.621
2015-01-02,14.621,14.858,14.8997,15.466,15.3294,14.006
2015-01-05,14.006,14.303,14.6633,15.4379,15.3211,14.085
2015-01-06,14.085,14.004,14.4709,15.4059,15.3152,14.063
2015-01-07,14.063,14.223,14.3205,15.3735,15.3122,14.041
2015-01-08,14.041,14.187,14.1633,15.3588,15.3089,13.777
2015-01-09,13.777,13.928,13.9946,15.3107,15.3068,13.481
2015-01-12,13.481,13.537,13.8895,15.2628,15.3051,13.617
2015-01-13,13.617,13.555,13.7958,15.2169,15.3024,12.846
2015-01-14,12.846,12.389,13.5523,15.1516,15.2971,12.791
2015-01-15,12.791,12.966,13.3024,15.084,15.2888,12.871
2015-01-16,12.871,12.713,13.1212,15.0228,15.2763,12.795
2015-01-20,12.795,12.925,12.9841,14.9708,15.2652,13.105
2015-01-21,13.105,12.637,12.8817,14.9112,15.26,13.441
2015-01-22,13.441,13.133,13.0008,14.8598,15.258,13.419
2015-01-23,13.419,13.353,13.1264,14.8056,15.2533,13.77
2015-01-26,13.77,13.455,13.3061,14.7462,15.2498,13.732
2015-01-27,13.732,13.628,13.4935,14.6887,15.2504,13.291
2015-01-28,13.291,13.741,13.5308,14.619,15.249,13.68
2015-01-29,13.68,13.405,13.5785,14.5476,15.2513,13.573
2015-01-30,13.573,13.597,13.6093,14.4805,15.2546,14.063
2015-02-02,14.063,13.598,13.6679,14.4181,15.2585,14.557
2015-02-03,14.557,14.215,13.8329,14.379,15.2652,14.57
2015-02-04,14.57,14.553,14.0887,14.3387,15.27,14.733
2015-02-05,14.733,14.659,14.2992,14.3097,15.2707,14.491
2015-02-06,14.491,14.8,14.4827,14.2705,15.2739,14.499
2015-02-09,14.499,14.359,14.5699,14.2297,15.2771,14.419
2015-02-10,14.419,14.503,14.5423,14.1869,15.2826,14.187
2015-02-11,14.187,14.147,14.4656,14.1446,15.2873,13.525
2015-02-12,13.525,12.905,14.2241,14.1062,15.286,13.585
2015-02-13,13.585,13.527,14.0429,14.0693,15.2846,13.623
2015-02-17,13.623,13.713,13.8679,14.0361,15.2835,13.631
2015-02-18,13.631,13.611,13.7101,14.0043,15.2813,14.114
2015-02-19,14.114,13.667,13.6955,13.9883,15.2797,14.474
2015-02-20,14.474,14.052,13.8853,13.992,15.283,13.822
2015-02-23,13.822,14.377,13.9328,13.9792,15.285,13.607
2015-02-24,13.607,13.819,13.9296,13.9716,15.2935,13.584
2015-02-25,13.584,13.663,13.9203,13.9648,15.3006,13.813
2015-02-26,13.813,13.6,13.8601,13.965,15.3081,13.556
2015-02-27,13.556,13.793,13.6765,13.9641,15.3125,13.155
2015-03-02,13.155,13.513,13.543,13.9634,15.3148,13.304
2015-03-03,13.304,13.121,13.4823,13.9551,15.3184,13.496
2015-03-04,13.496,13.283,13.4647,13.934,15.3221,13.375
2015-03-05,13.375,13.523,13.3772,13.9091,15.3236,12.925
2015-03-06,12.925,13.281,13.2511,13.8708,15.3231,12.725
2015-03-09,12.725,12.959,13.1651,13.8307,15.3202,12.688
2015-03-10,12.688,12.564,13.0419,13.7881,15.3154,12.916
2015-03-11,12.916,12.743,12.926,13.7427,15.3109,12.738
2015-03-12,12.738,12.917,12.7985,13.6965,15.304,12.579
2015-03-13,12.579,12.597,12.7292,13.6518,15.2968,13.047
2015-03-16,13.047,12.8,12.7935,13.6161,15.292,12.982
2015-03-17,12.982,13.029,12.8523,13.5834,15.2877,13.381
2015-03-18,13.381,12.997,12.9452,13.5709,15.2863,13.043
2015-03-19,13.043,13.467,13.0063,13.55,15.2832,13.205
2015-03-20,13.205,13.163,13.1316,13.5329,15.2813,13.309
2015-03-23,13.309,13.233,13.184,13.5182,15.2788,13.448
2015-03-24,13.448,13.439,13.2772,13.5116,15.2767,12.953
2015-03-25,12.953,13.218,13.1917,13.5011,15.273,12.694
2015-03-26,12.694,12.928,13.1218,13.4826,15.269,12.333
2015-03-27,12.333,12.605,12.9474,13.4724,15.2626,12.705
2015-03-30,12.705,12.39,12.8266,13.4706,15.2582,12.585
2015-03-31,12.585,12.902,12.6539,13.4649,15.2524,12.506
2015-04-01,12.506,12.58,12.5645,13.4591,15.24,12.733
2015-04-02,12.733,12.682,12.5724,13.4517,15.2265,13.54
2015-04-06,13.54,13.2,12.8137,13.4537,15.2185,13.55
2015-04-07,13.55,13.501,12.9828,13.4563,15.2103,13.845
2015-04-08,13.845,13.88,13.2348,13.4578,15.203,14.006
2015-04-09,14.006,13.895,13.5348,13.4632,15.1939,14.06
2015-04-10,14.06,13.99,13.8001,13.4786,15.1867,13.985
2015-04-13,13.985,14.029,13.8892,13.4847,15.1777,13.831
2015-04-14,13.831,13.905,13.9453,13.4899,15.1683,13.855
2015-04-15,13.855,13.831,13.9475,13.4857,15.1579,13.78
2015-04-16,13.78,13.847,13.9023,13.4702,15.1468,13.786
2015-04-17,13.786,13.666,13.8475,13.4545,15.1358,13.685
2015-04-20,13.685,13.785,13.7873,13.4335,15.1277,13.961
2015-04-21,13.961,13.72,13.8133,13.4229,15.1211,14.629
2015-04-22,14.629,14.167,13.9681,13.4256,15.1201,14.573
2015-04-23,14.573,14.551,14.1268,13.4286,15.1199,14.562
2015-04-24,14.562,14.7,14.2819,13.4361,15.1184,15.437
2015-04-27,15.437,14.837,14.6323,13.4744,15.1224,15.365
2015-04-28,15.365,15.65,14.9133,13.51,15.1265,15.497
2015-04-29,15.497,15.337,15.0867,13.5474,15.1284,15.07
2015-04-30,15.07,15.359,15.1861,13.5762,15.1306,15.069
2015-05-01,15.069,15.329,15.2875,13.5953,15.1335,15.367
2015-05-04,15.367,15.212,15.2736,13.6132,15.1386,15.53
2015-05-05,15.53,15.851,15.3065,13.6473,15.1429,15.362
2015-05-06,15.362,15.607,15.2796,13.6824,15.1462,15.787
2015-05-07,15.787,14.733,15.4229,13.7265,15.1519,15.774
2015-05-08,15.774,15.733,15.564,13.7657,15.1566,15.966
2015-05-11,15.966,15.753,15.6837,13.8139,15.1619,16.316
2015-05-12,16.316,16.007,15.8409,13.8771,15.169,16.212
2015-05-13,16.212,16.507,16.0109,13.9353,15.1751,16.273
2015-05-14,16.273,16.321,16.1083,13.9909,15.1815,16.589
2015-05-15,16.589,16.262,16.2713,14.0551,15.1881,16.583
2015-05-18,16.583,16.467,16.3948,14.1283,15.1966,16.476
2015-05-19,16.476,16.562,16.4268,14.2033,15.2012,16.29
2015-05-20,16.29,16.475,16.4424,14.2753,15.2032,16.375
2015-05-21,16.375,16.202,16.4627,14.3445,15.2055,16.515
2015-05-22,16.515,16.359,16.4479,14.4201,15.2051,16.497
2015-05-26,16.497,16.512,16.4306,14.4984,15.2035,16.495
2015-05-27,16.495,16.567,16.4345,14.5674,15.2033,16.763
2015-05-28,16.763,16.469,16.5291,14.643,15.2006,16.72
2015-05-29,16.72,16.733,16.5982,14.7098,15.1976,16.63
2015-06-01,16.63,16.761,16.6211,14.7816,15.194,16.557
2015-06-02,16.557,16.595,16.6331,14.8486,15.1896,16.599
2015-06-03,16.599,16.547,16.6539,14.9144,15.1853,16.395
2015-06-04,16.395,16.5,16.5801,14.9733,15.1806,16.609
2015-06-05,16.609,16.4,16.558,15.0464,15.1781,17.086
2015-06-08,17.086,16.723,16.6492,15.1343,15.1783,17.067
2015-06-09,17.067,17.027,16.7512,15.229,15.1788,16.713
2015-06-10,16.713,16.793,16.774,15.3091,15.1768,16.761
2015-06-11,16.761,16.884,16.8472,15.3927,15.1731,16.713
2015-06-12,16.713,16.681,16.8679,15.4768,15.1694,16.692
2015-06-15,16.692,16.647,16.7891,15.556,15.1651,16.875
2015-06-16,16.875,16.675,16.7507,15.6227,15.1615,17.361
2015-06-17,17.361,16.811,16.8801,15.6989,15.1584,17.459
2015-06-18,17.459,17.467,17.0199,15.7712,15.151,17.501
2015-06-19,17.501,17.493,17.1775,15.8411,15.1448,17.319
2015-06-22,17.319,17.477,17.3029,15.9062,15.136,17.845
2015-06-23,17.845,17.355,17.4969,15.9834,15.1328,17.678
2015-06-24,17.678,17.799,17.5604,16.0604,15.1272,17.919
2015-06-25,17.919,17.763,17.6524,16.1417,15.1239,17.806
2015-06-26,17.806,17.926,17.7135,16.2222,15.1193,17.468
