ticker,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,CAT US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2004-05-05,39.4,39.495,37.8532,39.249,39.3383,38.925
2004-05-06,38.925,39.2,37.8874,39.276,39.345,38.56
2004-05-07,38.56,38.7,37.918,39.215,39.3367,36.44
2004-05-10,36.44,38.05,37.9407,38.566,39.308,36.55
2004-05-11,36.55,36.63,37.9602,37.975,39.2706,37.43
2004-05-12,37.43,36.65,37.9846,37.581,39.2433,37.33
2004-05-13,37.33,37.24,38.0079,37.262,39.2167,37.845
2004-05-14,37.845,37.25,38.031,37.119,39.2046,36.77
2004-05-17,36.77,37.15,38.0461,37.185,39.1763,36.875
2004-05-18,36.875,37.275,38.0625,37.25,39.1449,36.9
2004-05-19,36.9,37.25,38.0792,37.144,39.1189,36.13
2004-05-20,36.13,36.9,38.0931,36.904,39.1064,36.515
2004-05-21,36.515,36.28,38.1104,36.638,39.1052,37.0
2004-05-24,37.0,37.5,38.1275,36.684,39.0959,37.325
2004-05-25,37.325,36.9,38.1436,36.774,39.1026,37.425
2004-05-26,37.425,37.325,38.1591,36.879,39.0976,37.585
2004-05-27,37.585,37.625,38.1712,37.17,39.0771,37.675
2004-05-28,37.675,37.625,38.1836,37.402,39.0586,37.98
2004-06-01,37.98,37.675,38.1969,37.598,39.0552,38.21
2004-06-02,38.21,38.05,38.2105,37.775,39.0644,37.575
2004-06-03,37.575,38.015,38.2158,37.805,39.0574,37.75
2004-06-04,37.75,37.805,38.2223,37.838,39.0491,38.85
2004-06-07,38.85,38.1,38.2359,38.073,39.0546,38.56
2004-06-08,38.56,38.6,38.2452,38.189,39.0514,37.7
2004-06-09,37.7,38.49,38.2545,38.087,39.0106,37.8
2004-06-10,37.8,37.825,38.2693,38.132,38.9666,37.38
2004-06-14,37.38,37.8,38.2823,38.058,38.9235,37.695
2004-06-15,37.695,37.5,38.2954,37.827,38.8874,37.005
2004-06-16,37.005,37.71,38.3038,37.516,38.8155,37.36
2004-06-17,37.36,37.005,38.311,37.448,38.7386,37.21
2004-06-18,37.21,37.225,38.3159,37.33,38.6537,37.49
2004-06-21,37.49,37.45,38.3235,37.352,38.5825,38.325
2004-06-22,38.325,38.0,38.3374,37.478,38.5292,38.945
2004-06-23,38.945,38.345,38.3568,37.866,38.4706,39.55
2004-06-24,39.55,39.07,38.3783,38.304,38.4414,39.075
2004-06-25,39.075,39.425,38.4002,38.677,38.4126,38.74
2004-06-28,38.74,39.275,38.4214,38.927,38.3794,39.41
2004-06-29,39.41,38.7,38.4482,39.144,38.3479,39.72
2004-06-30,39.72,39.4,38.4768,39.299,38.3323,39.09
2004-07-01,39.09,39.6,38.4997,39.207,38.3143,38.36
2004-07-02,38.36,39.09,38.5173,39.064,38.2707,38.365
2004-07-06,38.365,38.36,38.5335,38.989,38.197,38.75
2004-07-07,38.75,38.24,38.549,38.857,38.1524,38.265
2004-07-08,38.265,38.675,38.5624,38.566,38.1087,38.54
2004-07-09,38.54,38.55,38.5789,38.456,38.0615,39.115
2004-07-12,39.115,38.54,38.5959,38.607,38.0468,39.635
2004-07-13,39.635,38.78,38.6179,38.861,38.0637,39.39
2004-07-14,39.39,39.475,38.6426,38.989,38.0742,39.7
2004-07-15,39.7,39.39,38.6705,39.276,38.0745,38.905
2004-07-16,38.905,39.74,38.6921,39.349,38.0625,39.095
2004-07-19,39.095,38.91,38.7154,39.345,38.0564,39.035
2004-07-20,39.035,39.1,38.7323,39.225,38.0586,38.475
2004-07-21,38.475,39.225,38.7429,39.042,38.0569,36.765
2004-07-22,36.765,36.25,38.7433,38.455,38.0634,36.61
2004-07-23,36.61,36.765,38.7413,37.996,38.0646,36.3
2004-07-26,36.3,36.615,38.7367,37.437,38.042,36.085
2004-07-27,36.085,36.3,38.7289,36.847,38.0171,36.715
2004-07-28,36.715,36.09,38.7223,36.495,37.9945,36.965
2004-07-29,36.965,36.975,38.7177,36.535,37.9984,36.745
2004-07-30,36.745,36.965,38.7092,36.562,37.9958,36.55
2004-08-02,36.55,36.62,38.6998,36.612,37.9888,35.84
2004-08-03,35.84,36.55,38.6822,36.563,37.983,35.85
2004-08-04,35.85,36.0,38.6756,36.39,37.9697,34.81
2004-08-05,34.81,35.925,38.6657,35.959,37.9259,35.125
2004-08-06,35.125,34.575,38.6563,35.635,37.8819,35.035
2004-08-09,35.035,35.375,38.6496,35.332,37.8341,35.63
2004-08-10,35.63,35.03,38.6488,35.29,37.795,36.03
2004-08-11,36.03,35.505,38.6506,35.326,37.7621,35.88
2004-08-12,35.88,35.75,38.6523,35.54,37.7201,35.875
2004-08-13,35.875,35.825,38.6525,35.69,37.6734,36.435
2004-08-16,36.435,35.875,38.6527,35.97,37.6506,36.24
2004-08-17,36.24,36.8,38.6502,36.092,37.6204,36.25
2004-08-18,36.25,36.115,38.6468,36.136,37.5684,35.645
2004-08-19,35.645,36.25,38.6419,36.089,37.5101,36.12
2004-08-20,36.12,35.5,38.6373,36.138,37.4785,36.025
2004-08-23,36.025,36.245,38.6304,36.056,37.443,36.575
2004-08-24,36.575,36.925,38.626,36.123,37.4269,36.935
2004-08-25,36.935,36.665,38.6243,36.26,37.4117,36.855
2004-08-26,36.855,36.935,38.6272,36.502,37.4087,36.85
2004-08-27,36.85,36.93,38.6312,36.648,37.3985,36.125
2004-08-30,36.125,36.775,38.6319,36.668,37.3768,36.35
2004-08-31,36.35,36.22,38.6295,36.623,37.354,36.31
2004-09-01,36.31,36.435,38.6274,36.498,37.3137,36.575
2004-09-02,36.575,36.385,38.6287,36.442,37.2663,36.78
2004-09-03,36.78,36.75,38.6314,36.428,37.2109,37.72
2004-09-07,37.72,37.115,38.6418,36.747,37.1838,37.6
2004-09-08,37.6,37.615,38.6478,36.997,37.161,37.435
2004-09-09,37.435,37.6,38.6531,37.222,37.1215,37.55
2004-09-10,37.55,37.6,38.6587,37.417,37.0781,37.98
2004-09-13,37.98,37.65,38.6652,37.657,37.0559,37.86
2004-09-14,37.86,38.0,38.6669,37.685,37.0459,37.325
2004-09-15,37.325,37.8,38.665,37.63,37.0251,37.42
2004-09-16,37.42,37.325,38.662,37.627,36.9985,38.06
2004-09-17,38.06,37.625,38.6603,37.729,36.9944,37.94
2004-09-20,37.94,37.85,38.6611,37.721,36.9824,38.165
2004-09-21,38.165,37.995,38.6632,37.782,36.9634,37.68
2004-09-22,37.68,38.05,38.6643,37.853,36.9243,37.25
2004-09-23,37.25,37.68,38.6593,37.819,36.8815,37.38
2004-09-24,37.38,37.1,38.6542,37.683,36.8351,37.21
2004-09-27,37.21,37.11,38.6491,37.537,36.8012,38.45
2004-09-28,38.45,37.275,38.6513,37.594,36.7883,40.25
2004-09-29,40.25,38.625,38.6577,38.108,36.8126,40.225
2004-09-30,40.225,40.2,38.6638,38.703,36.8476,40.3
2004-10-01,40.3,40.22,38.669,39.287,36.9183,40.625
2004-10-04,40.625,40.375,38.6696,39.97,36.9986,40.185
2004-10-05,40.185,40.625,38.6654,40.317,37.0763,40.5
2004-10-06,40.5,40.185,38.6587,40.367,37.1646,40.0
2004-10-07,40.0,40.65,38.6468,40.322,37.2303,39.75
2004-10-08,39.75,40.005,38.6361,40.212,37.286,39.705
2004-10-11,39.705,39.75,38.6255,40.028,37.3452,39.87
2004-10-12,39.87,39.585,38.6161,39.965,37.4116,39.545
2004-10-13,39.545,39.875,38.6045,39.774,37.4857,39.75
2004-10-14,39.75,39.545,38.5918,39.724,37.5637,40.545
2004-10-15,40.545,39.755,38.5843,39.883,37.6784,40.565
2004-10-18,40.565,40.505,38.5796,40.055,37.7872,40.435
2004-10-19,40.435,40.665,38.5751,40.168,37.8952,40.395
2004-10-20,40.395,40.56,38.5649,40.338,37.9905,38.515
2004-10-21,38.515,40.19,38.5489,40.091,38.0402,38.67
2004-10-22,38.67,39.015,38.5361,39.716,38.096,39.17
2004-10-25,39.17,38.675,38.5273,39.437,38.1619,39.705
2004-10-26,39.705,39.1,38.5247,39.291,38.2273,40.4
2004-10-27,40.4,39.58,38.5206,39.292,38.3105,39.765
2004-10-28,39.765,40.2,38.5131,39.542,38.3808,40.27
2004-10-29,40.27,39.77,38.5052,39.862,38.4733,40.92
2004-11-01,40.92,40.45,38.5014,40.212,38.5693,40.995
2004-11-02,40.995,40.985,38.496,40.47,38.6687,42.125
2004-11-03,42.125,42.0,38.5013,40.815,38.7797,42.94
2004-11-04,42.94,42.235,38.5075,41.45,38.8998,43.585
2004-11-05,43.585,43.1,38.5154,42.113,39.0344,43.505
2004-11-08,43.505,43.505,38.5225,42.63,39.1675,44.155
2004-11-09,44.155,43.4,38.5307,43.262,39.3281,44.37
2004-11-10,44.37,44.255,38.5476,43.711,39.4885,44.925
2004-11-11,44.925,44.49,38.5732,44.108,39.6608,44.985
2004-11-12,44.985,44.975,38.6049,44.388,39.829,44.845
2004-11-15,44.845,44.91,38.6338,44.656,39.9903,44.94
2004-11-16,44.94,44.97,38.6648,44.813,40.1347,45.44
2004-11-17,45.44,45.45,38.6994,45.027,40.2915,45.72
2004-11-18,45.72,45.44,38.7383,45.186,40.4572,45.09
2004-11-19,45.09,45.72,38.7729,45.207,40.608,45.05
2004-11-22,45.05,45.125,38.8019,45.248,40.7494,45.445
2004-11-23,45.445,45.7,38.835,45.349,40.9011,46.03
2004-11-24,46.03,45.5,38.8737,45.467,41.0752,46.4
2004-11-26,46.4,46.125,38.9083,45.603,41.2548,45.58
2004-11-29,45.58,46.4,38.9395,45.701,41.4052,45.775
2004-11-30,45.775,45.4,38.9748,45.846,41.5619,46.325
2004-12-01,46.325,45.775,39.0076,46.022,41.7251,45.865
2004-12-02,45.865,46.325,39.0397,45.989,41.8888,45.46
2004-12-03,45.46,45.74,39.0707,45.801,42.053,45.285
2004-12-06,45.285,45.465,39.105,45.742,42.2111,45.41
2004-12-07,45.41,45.41,39.139,45.669,42.3751,45.315
2004-12-08,45.315,45.41,39.1739,45.467,42.5124,45.735
2004-12-09,45.735,45.1,39.2096,45.441,42.6221,45.81
2004-12-10,45.81,45.735,39.2438,45.511,42.7338,46.99
2004-12-13,46.99,46.175,39.2893,45.852,42.8676,46.85
2004-12-14,46.85,46.985,39.3315,46.14,42.9921,47.44
2004-12-15,47.44,46.855,39.3747,46.565,43.1372,47.395
2004-12-16,47.395,47.45,39.4184,46.897,43.2751,47.12
2004-12-17,47.12,47.395,39.4617,47.159,43.4175,47.175
2004-12-20,47.175,47.45,39.5067,47.196,43.566,48.13
2004-12-21,48.13,47.425,39.5551,47.452,43.7345,48.575
2004-12-22,48.575,48.265,39.607,47.679,43.9086,48.655
2004-12-23,48.655,48.575,39.6665,47.931,44.0908,48.05
2004-12-27,48.05,48.74,39.7239,48.117,44.2568,49.235
2004-12-28,49.235,48.315,39.7827,48.529,44.4306,49.235
2004-12-29,49.235,49.0,39.8439,48.75,44.604,48.77
2004-12-30,48.77,49.24,39.8994,48.789,44.7707,48.755
2004-12-31,48.755,48.775,39.9501,48.809,44.9379,47.535
2005-01-03,47.535,48.05,39.9948,48.706,45.1183,47.01
2005-01-04,47.01,48.025,40.0391,48.261,45.2851,46.11
2005-01-05,46.11,47.125,40.0809,47.636,45.4239,46.79
2005-01-06,46.79,46.2,40.1252,47.24,45.5656,46.69
2005-01-07,46.69,46.835,40.1679,46.827,45.6914,46.26
2005-01-10,46.26,46.75,40.2063,46.572,45.8213,45.62
2005-01-11,45.62,46.26,40.2408,46.294,45.9283,46.185
2005-01-12,46.185,46.0,40.273,46.309,46.0336,46.43
2005-01-13,46.43,46.1,40.3052,46.237,46.1423,46.845
2005-01-14,46.845,46.745,40.3417,46.268,46.2367,46.265
2005-01-18,46.265,46.655,40.3755,46.269,46.3032,45.755
2005-01-19,45.755,46.15,40.4013,46.296,46.3466,45.04
2005-01-20,45.04,45.755,40.4205,46.067,46.3773,44.615
2005-01-21,44.615,44.965,40.4363,45.704,46.3865,44.06
2005-01-24,44.06,44.775,40.4513,45.147,46.3803,45.25
2005-01-25,45.25,44.37,40.4726,44.944,46.3868,45.56
2005-01-26,45.56,45.25,40.4911,44.905,46.3983,43.26
2005-01-27,43.26,43.7,40.5023,44.549,46.3666,43.73
2005-01-28,43.73,43.5,40.5184,44.372,46.3424,44.55
2005-01-31,44.55,44.0,40.5391,44.47,46.3246,45.06
2005-02-01,45.06,44.8,40.5595,44.432,46.3114,45.505
2005-02-02,45.505,45.045,40.5845,44.421,46.3197,45.9
2005-02-03,45.9,45.26,40.6141,44.949,46.3367,45.95
2005-02-04,45.95,45.9,40.6411,45.393,46.3468,45.68
2005-02-07,45.68,45.95,40.6593,45.619,46.3398,45.74
2005-02-08,45.74,45.7,40.6831,45.755,46.3266,45.32
2005-02-09,45.32,45.74,40.7074,45.718,46.3214,46.03
2005-02-10,46.03,45.5,40.7331,45.744,46.3265,46.39
2005-02-11,46.39,46.15,40.7658,45.832,46.3278,46.11
2005-02-14,46.11,46.57,40.8024,45.918,46.3327,45.75
2005-02-15,45.75,46.01,40.8368,45.92,46.3385,46.27
2005-02-16,46.27,45.625,40.8697,46.11,46.3582,45.91
2005-02-17,45.91,46.27,40.9018,46.086,46.3682,45.42
2005-02-18,45.42,45.91,40.9319,45.892,46.3703,44.73
2005-02-22,44.73,45.305,40.9609,45.616,46.3502,45.23
2005-02-23,45.23,44.955,40.9942,45.512,46.3386,46.58
2005-02-24,46.58,45.375,41.0449,45.574,46.3304,47.41
2005-02-25,47.41,46.54,41.0992,45.874,46.3416,47.525
2005-02-28,47.525,47.3,41.1497,46.295,46.3433,48.685
2005-03-01,48.685,47.485,41.2065,47.086,46.3691,48.585
2005-03-02,48.585,48.315,41.2602,47.757,46.3984,48.87
2005-03-03,48.87,48.585,41.3207,48.215,46.4323,49.98
2005-03-04,49.98,48.925,41.3862,48.729,46.4693,49.45
2005-03-07,49.45,49.95,41.449,49.114,46.4868,49.5
2005-03-08,49.5,49.55,41.5158,49.277,46.5037,48.405
2005-03-09,48.405,49.25,41.5753,49.241,46.5108,49.13
2005-03-10,49.13,48.495,41.6359,49.293,46.5087,49.5
2005-03-11,49.5,49.13,41.6968,49.197,46.514,48.265
2005-03-14,48.265,48.95,41.751,48.96,46.5039,48.375
2005-03-15,48.375,48.38,41.8049,48.735,46.4963,48.135
2005-03-16,48.135,48.375,41.8572,48.681,46.5083,48.41
2005-03-17,48.41,48.2,41.9094,48.537,46.5363,48.2
2005-03-18,48.2,48.75,41.9593,48.277,46.5781,48.09
2005-03-21,48.09,48.2,42.0119,48.242,46.6041,47.355
2005-03-22,47.355,48.275,42.0599,48.038,46.6174,46.82
2005-03-23,46.82,47.385,42.0998,47.775,46.6286,46.79
2005-03-24,46.79,46.925,42.1409,47.451,46.652,47.11
2005-03-28,47.11,46.795,42.188,47.233,46.6705,44.9
2005-03-29,44.9,46.7,42.2235,46.595,46.6399,45.74
2005-03-30,45.74,45.235,42.2653,46.272,46.6178,45.72
2005-03-31,45.72,45.75,42.3054,46.052,46.6069,45.075
2005-04-01,45.075,46.0,42.3458,45.709,46.5933,45.105
2005-04-04,45.105,44.9,42.3845,45.308,46.5946,45.18
2005-04-05,45.18,45.215,42.4243,45.364,46.6059,45.695
2005-04-06,45.695,45.305,42.4654,45.355,46.6386,45.79
2005-04-07,45.79,45.65,42.5027,45.369,46.6494,45.345
2005-04-08,45.345,45.99,42.5347,45.423,46.6451,45.085
2005-04-11,45.085,45.255,42.5624,45.419,46.6816,45.695
2005-04-12,45.695,45.085,42.5955,45.522,46.7209,44.3
2005-04-13,44.3,45.62,42.6233,45.243,46.7159,42.7
2005-04-14,42.7,44.295,42.6397,44.625,46.6687,41.73
2005-04-15,41.73,42.7,42.6498,43.902,46.5932,41.79
2005-04-18,41.79,41.82,42.6633,43.243,46.511,42.475
2005-04-19,42.475,42.2,42.6838,42.599,46.4415,44.02
2005-04-20,44.02,44.8,42.7121,42.543,46.4083,44.83
2005-04-21,44.83,44.15,42.7425,42.969,46.3901,44.905
2005-04-22,44.905,44.83,42.7757,43.604,46.3818,45.565
2005-04-25,45.565,45.225,42.8108,44.359,46.3725,44.43
2005-04-26,44.43,45.57,42.8374,44.75,46.3333,44.025
2005-04-27,44.025,44.235,42.8594,44.751,46.2916,43.35
2005-04-28,43.35,44.025,42.8792,44.455,46.2436,44.025
2005-04-29,44.025,43.8,42.9008,44.279,46.1987,44.2
2005-05-02,44.2,44.11,42.9273,44.006,46.1645,43.79
2005-05-03,43.79,44.2,42.9507,43.878,46.1319,44.71
2005-05-04,44.71,43.915,42.9791,44.015,46.1315,44.925
2005-05-05,44.925,44.71,43.0114,44.33,46.1254,45.08
2005-05-06,45.08,45.63,43.0529,44.541,46.0954,45.14
2005-05-09,45.14,45.08,43.0956,44.729,46.05,44.825
2005-05-10,44.825,45.05,43.1382,44.936,45.996,45.45
2005-05-11,45.45,44.9,43.185,45.084,45.9313,44.44
2005-05-12,44.44,45.475,43.2237,44.987,45.8484,44.5
2005-05-13,44.5,44.5,43.2613,44.871,45.761,45.19
2005-05-16,45.19,44.505,43.3036,44.881,45.6652,45.98
2005-05-17,45.98,45.315,43.3507,45.112,45.5958,46.76
2005-05-18,46.76,46.0,43.4053,45.374,45.541,46.75
2005-05-19,46.75,46.745,43.4598,45.836,45.5079,46.815
2005-05-20,46.815,46.925,43.5198,46.299,45.4616,47.02
2005-05-23,47.02,46.775,43.5793,46.665,45.412,46.915
2005-05-24,46.915,47.0,43.6387,46.852,45.385,46.235
2005-05-25,46.235,46.65,43.6917,46.747,45.3422,47.215
2005-05-26,47.215,46.36,43.7477,46.84,45.3238,47.155
2005-05-27,47.155,47.2,43.804,46.908,45.2987,47.055
2005-05-31,47.055,47.16,43.8599,46.915,45.2758,47.735
2005-06-01,47.735,46.975,43.9164,47.079,45.2687,47.59
2005-06-02,47.59,47.745,43.9732,47.35,45.2734,46.985
2005-06-03,46.985,47.525,44.0269,47.304,45.2767,47.075
2005-06-06,47.075,47.08,44.084,47.288,45.2824,47.265
2005-06-07,47.265,47.11,44.1397,47.33,45.2855,48.29
2005-06-08,48.29,48.0,44.2011,47.441,45.3533,48.725
2005-06-09,48.725,48.475,44.2618,47.668,45.413,48.51
2005-06-10,48.51,48.925,44.3197,47.973,45.4688,48.79
2005-06-13,48.79,48.525,44.3794,48.316,45.5431,49.285
2005-06-14,49.285,48.8,44.4415,48.72,45.6267,49.29
2005-06-15,49.29,49.29,44.5074,48.92,45.7089,49.155
2005-06-16,49.155,49.45,44.5714,49.006,45.7781,50.1
2005-06-17,50.1,49.5,44.6403,49.324,45.8643,50.4
2005-06-20,50.4,50.0,44.7095,49.646,45.9654,51.1
2005-06-21,51.1,50.6,44.7811,50.009,46.0857,50.285
2005-06-22,50.285,51.0,44.8439,50.208,46.1775,49.235
2005-06-23,49.235,50.25,44.9021,50.224,46.2762,48.43
2005-06-24,48.43,49.235,44.957,49.89,46.3908,48.46
2005-06-27,48.46,48.43,45.0116,49.502,46.5254,48.9
2005-06-28,48.9,48.625,45.0662,49.062,46.6676,48.32
2005-06-29,48.32,48.9,45.1185,48.669,46.7845,47.655
2005-06-30,47.655,48.15,45.1701,48.353,46.8572,47.965
2005-07-01,47.965,47.875,45.2229,48.26,46.9199,48.085
2005-07-05,48.085,47.925,45.273,48.185,46.9835,47.65
2005-07-06,47.65,47.8,45.3215,47.935,47.0252,48.675
2005-07-07,48.675,47.655,45.3741,48.006,47.1101,49.35
2005-07-08,49.35,48.875,45.4324,48.345,47.2166,49.985
2005-07-11,49.985,49.715,45.4961,48.749,47.3493,49.48
2005-07-12,49.48,49.985,45.5566,49.028,47.4584,49.92
2005-07-13,49.92,49.48,45.6202,49.482,47.5728,51.0
2005-07-14,51.0,50.2,45.6829,49.947,47.717,50.67
2005-07-15,50.67,51.0,45.735,50.211,47.8362,50.82
2005-07-18,50.82,50.75,45.788,50.378,47.9541,53.4
2005-07-19,53.4,52.37,45.8535,51.162,48.1205,53.2
2005-07-20,53.2,53.09,45.9164,51.818,48.2817,52.3
2005-07-21,52.3,53.27,45.9769,52.078,48.4312,52.41
2005-07-22,52.41,52.75,46.0365,52.426,48.5704,51.85
2005-07-25,51.85,52.55,46.0957,52.632,48.7186,51.82
2005-07-26,51.82,52.0,46.1561,52.316,48.865,52.79
2005-07-27,52.79,52.0,46.2215,52.234,49.017,54.45
2005-07-28,54.45,53.0,46.2944,52.664,49.1864,53.91
2005-07-29,53.91,54.05,46.3662,52.964,49.3294,54.02
2005-08-01,54.02,54.2,46.4376,53.398,49.4748,54.46
2005-08-02,54.46,54.05,46.5072,53.926,49.6277,54.39
2005-08-03,54.39,54.23,46.5763,54.246,49.7751,54.02
2005-08-04,54.02,54.06,46.6442,54.16,49.9172,53.61
2005-08-05,53.61,54.0,46.7103,54.1,50.0647,53.68
2005-08-08,53.68,53.98,46.7861,54.032,50.194,54.34
2005-08-09,54.34,54.0,46.8645,54.008,50.3377,55.0
2005-08-10,55.0,54.63,46.9436,54.13,50.4966,55.5
2005-08-11,55.5,55.15,47.0226,54.426,50.6519,54.8
2005-08-12,54.8,55.36,47.0946,54.664,50.7961,55.26
2005-08-15,55.26,55.21,47.1721,54.98,50.9616,53.69
2005-08-16,53.69,54.4,47.2392,54.85,51.0939,53.46
2005-08-17,53.46,53.6,47.3019,54.542,51.2178,53.15
2005-08-18,53.15,53.35,47.3626,54.072,51.315,54.82
2005-08-19,54.82,53.4,47.4261,54.076,51.4369,54.81
2005-08-22,54.81,55.0,47.4855,53.986,51.5629,54.69
2005-08-23,54.69,54.85,47.541,54.186,51.6809,53.21
2005-08-24,53.21,54.6,47.5895,54.136,51.7594,53.4
2005-08-25,53.4,53.22,47.6357,54.186,51.8416,53.49
2005-08-26,53.49,53.9,47.6813,53.92,51.9283,53.7
2005-08-29,53.7,53.15,47.7252,53.698,52.0003,53.78
2005-08-30,53.78,53.4,47.7692,53.516,52.0679,55.49
2005-08-31,55.49,54.11,47.8224,53.972,52.1557,56.94
2005-09-01,56.94,55.97,47.8824,54.68,52.2888,58.25
2005-09-02,58.25,57.2,47.9465,55.632,52.4691,58.51
2005-09-06,58.51,57.78,48.0104,56.594,52.6707,59.07
2005-09-07,59.07,58.949,48.0803,57.652,52.8829,58.33
2005-09-08,58.33,58.2,48.1467,58.22,53.0715,58.86
2005-09-09,58.86,58.75,48.2138,58.604,53.2823,59.29
2005-09-12,59.29,58.95,48.2801,58.812,53.515,59.4
2005-09-13,59.4,59.32,48.3451,58.99,53.7437,58.3
2005-09-14,58.3,59.4,48.4087,58.836,53.948,57.74
2005-09-15,57.74,58.33,48.4685,58.718,54.1498,57.72
2005-09-16,57.72,58.0,48.5255,58.49,54.3307,56.97
2005-09-19,56.97,57.7,48.581,58.026,54.4831,56.81
2005-09-20,56.81,57.45,48.6378,57.508,54.6196,57.11
2005-09-21,57.11,56.7,48.6969,57.27,54.7722,58.0
2005-09-22,58.0,58.0,48.7598,57.322,54.9338,58.92
2005-09-23,58.92,58.38,48.8279,57.562,55.0922,58.34
2005-09-26,58.34,58.4,48.8909,57.836,55.2456,58.72
2005-09-27,58.72,58.4,48.9554,58.218,55.4036,57.55
2005-09-28,57.55,59.46,49.0082,58.306,55.4866,57.99
2005-09-29,57.99,57.56,49.0639,58.304,55.5824,58.75
2005-09-30,58.75,58.28,49.1205,58.27,55.7114,59.01
2005-10-03,59.01,58.76,49.1786,58.404,55.8434,57.78
2005-10-04,57.78,58.9,49.2319,58.216,55.962,56.22
2005-10-05,56.22,56.8,49.2771,57.95,56.05,55.19
2005-10-06,55.19,56.35,49.3124,57.39,56.098,56.62
2005-10-07,56.62,55.52,49.3526,56.964,56.1414,55.57
2005-10-10,55.57,56.55,49.3872,56.276,56.1746,55.56
2005-10-11,55.56,55.86,49.4247,55.832,56.2054,54.76
2005-10-12,54.76,55.65,49.4524,55.54,56.2114,54.0
2005-10-13,54.0,54.56,49.4762,55.302,56.2036,54.74
2005-10-14,54.74,54.4,49.506,54.926,56.218,55.03
2005-10-17,55.03,55.2,49.5374,54.818,56.2464,53.96
2005-10-18,53.96,54.87,49.5695,54.498,56.252,55.43
2005-10-19,55.43,53.97,49.6116,54.632,56.2738,54.03
2005-10-20,54.03,55.18,49.6512,54.638,56.2544,48.92
2005-10-21,48.92,49.26,49.6619,53.474,56.1228,50.31
2005-10-24,50.31,49.5,49.68,52.53,56.033,50.29
2005-10-25,50.29,50.43,49.7001,51.796,55.9336,50.55
2005-10-26,50.55,50.3,49.7248,50.82,55.8708,49.9
2005-10-27,49.9,50.45,49.7434,49.994,55.7996,51.07
2005-10-28,51.07,50.15,49.7666,50.424,55.758,52.59
2005-10-31,52.59,52.0,49.7953,50.88,55.7134,52.72
2005-11-01,52.72,52.61,49.8276,51.366,55.6716,53.69
2005-11-02,53.69,52.85,49.8672,51.994,55.6516,53.48
2005-11-03,53.48,54.1,49.9094,52.71,55.657,53.55
2005-11-04,53.55,53.76,49.9541,53.206,55.66,54.25
2005-11-07,54.25,53.75,50.0051,53.538,55.6752,54.25
2005-11-08,54.25,54.25,50.0501,53.844,55.6862,54.1
2005-11-09,54.1,54.26,50.0928,53.926,55.6926,54.69
2005-11-10,54.69,53.93,50.1499,54.168,55.6766,54.87
2005-11-11,54.87,54.82,50.2056,54.432,55.6352,55.43
2005-11-14,55.43,54.8,50.26,54.668,55.5788,55.9
2005-11-15,55.9,55.4,50.3142,54.998,55.5266,56.73
2005-11-16,56.73,55.9,50.3703,55.524,55.4798,57.47
2005-11-17,57.47,56.98,50.4282,56.08,55.4626,57.28
2005-11-18,57.28,58.0,50.4848,56.562,55.431,57.71
2005-11-21,57.71,57.1,50.545,57.018,55.3994,58.76
2005-11-22,58.76,57.71,50.6101,57.59,55.3866,58.01
2005-11-23,58.01,58.6,50.6735,57.846,55.3808,57.95
2005-11-25,57.95,58.02,50.7331,57.942,55.385,57.45
2005-11-28,57.45,57.98,50.7884,57.976,55.3796,57.1
2005-11-29,57.1,57.45,50.8434,57.854,55.3822,57.78
2005-11-30,57.78,57.25,50.9035,57.658,55.4016,59.0
2005-12-01,59.0,58.0,50.9672,57.856,55.4394,58.81
2005-12-02,58.81,58.9,51.0317,58.028,55.4556,58.33
2005-12-05,58.33,58.65,51.0962,58.204,55.4438,58.8
2005-12-06,58.8,58.25,51.1666,58.544,55.453,57.78
2005-12-07,57.78,58.8,51.2293,58.544,55.4342,57.34
2005-12-08,57.34,57.63,51.2831,58.212,55.43,58.09
2005-12-09,58.09,57.59,51.3365,58.068,55.432,58.03
2005-12-12,58.03,58.02,51.3891,58.008,55.4176,58.97
2005-12-13,58.97,57.93,51.4405,58.042,55.4168,58.75
2005-12-14,58.75,58.73,51.4913,58.236,55.4362,58.71
2005-12-15,58.71,59.05,51.5405,58.51,55.486,59.64
2005-12-16,59.64,59.0,51.5888,58.82,55.575,56.83
2005-12-19,56.83,58.65,51.6257,58.58,55.5792,56.74
2005-12-20,56.74,57.0,51.6619,58.134,55.6026,57.08
2005-12-21,57.08,57.1,51.7053,57.8,55.633,58.45
2005-12-22,58.45,57.4,51.7519,57.748,55.7068,58.51
2005-12-23,58.51,58.46,51.7969,57.522,55.797,57.89
2005-12-27,57.89,58.52,51.8451,57.734,55.86,57.84
2005-12-28,57.84,58.05,51.8924,57.954,55.9162,58.14
2005-12-29,58.14,57.9,51.9424,58.166,55.9998,57.77
2005-12-30,57.77,57.85,51.9892,58.03,56.0466,57.8
2006-01-03,57.8,57.87,52.0372,57.888,56.122,59.27
2006-01-04,59.27,57.95,52.0931,58.164,56.329,59.27
2006-01-05,59.27,59.02,52.1527,58.45,56.5082,60.45
2006-01-06,60.45,59.47,52.2208,58.912,56.7114,61.55
