ticker,ENPH US Equity,ENPH US Equity,ENPH US Equity,ENPH US Equity,ENPH US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2012-08-09,5.56,5.43,5.932,6.1692,,5.63
2012-08-10,5.63,5.58,5.852,6.1438,,5.07
2012-08-13,5.07,5.65,5.6,6.1262,,5.17
2012-08-14,5.17,5.07,5.3,6.1304,,5.04
2012-08-15,5.04,5.17,5.294,6.1246,,5.06
2012-08-16,5.06,5.04,5.194,6.092,,5.26
2012-08-17,5.26,5.1,5.12,6.0652,,5.23
2012-08-20,5.23,5.32,5.152,6.0302,,5.14
2012-08-21,5.14,5.25,5.146,6.004,,5.0
2012-08-22,5.0,5.05,5.138,5.9624,,4.97
2012-08-23,4.97,4.99,5.12,5.9214,,4.94
2012-08-24,4.94,4.96,5.056,5.8754,,5.1
2012-08-27,5.1,4.98,5.03,5.8372,,5.01
2012-08-28,5.01,5.16,5.004,5.7984,,5.11
2012-08-29,5.11,5.06,5.026,5.7606,,4.9
2012-08-30,4.9,5.37,5.012,5.7226,,4.96
2012-08-31,4.96,4.99,5.016,5.6898,,4.96
2012-09-04,4.96,4.98,4.988,5.6568,,5.28
2012-09-05,5.28,4.98,5.042,5.6368,,4.98
2012-09-06,4.98,5.33,5.016,5.6166,,4.53
2012-09-07,4.53,5.02,4.942,5.5902,,4.61
2012-09-10,4.61,4.55,4.872,5.5566,,4.68
2012-09-11,4.68,4.68,4.816,5.5258,,4.84
2012-09-12,4.84,4.68,4.728,5.4988,,4.9
2012-09-13,4.9,4.89,4.712,5.473,,5.22
2012-09-14,5.22,4.93,4.85,5.4536,,4.99
2012-09-17,4.99,5.16,4.926,5.4286,,4.97
2012-09-18,4.97,5.01,4.984,5.404,,5.11
2012-09-19,5.11,5.01,5.038,5.39,,5.12
2012-09-20,5.12,5.05,5.082,5.3776,,5.11
2012-09-21,5.11,5.21,5.06,5.37,,4.88
2012-09-24,4.88,5.09,5.038,5.3468,,4.75
2012-09-25,4.75,4.92,4.994,5.3284,,4.75
2012-09-26,4.75,4.79,4.922,5.3104,,4.6
2012-09-27,4.6,4.81,4.818,5.283,,4.14
2012-09-28,4.14,4.5,4.624,5.2482,,3.89
2012-10-01,3.89,4.2,4.426,5.204,,3.84
2012-10-02,3.84,3.94,4.244,5.1566,,3.94
2012-10-03,3.94,3.89,4.082,5.1188,,3.85
2012-10-04,3.85,3.95,3.932,5.0806,,3.65
2012-10-05,3.65,3.85,3.834,5.0362,,3.64
2012-10-08,3.64,3.66,3.784,4.9922,,3.33
2012-10-09,3.33,3.64,3.682,4.9408,,3.15
2012-10-10,3.15,3.37,3.524,4.8876,,3.32
2012-10-11,3.32,3.2,3.418,4.8412,,3.63
2012-10-12,3.63,3.34,3.414,4.7982,,3.8
2012-10-15,3.8,3.68,3.446,4.7536,,3.62
2012-10-16,3.62,3.84,3.504,4.6994,,3.76
2012-10-17,3.76,3.67,3.626,4.6412,,3.7
2012-10-18,3.7,3.79,3.702,4.6138,,3.7
2012-10-19,3.7,3.65,3.716,4.5766,,3.51
2012-10-22,3.51,3.7,3.658,4.5342,,3.42
2012-10-23,3.42,3.48,3.618,4.5012,,3.49
2012-10-24,3.49,3.46,3.564,4.4676,,3.64
2012-10-25,3.64,3.55,3.552,4.4396,,3.51
2012-10-26,3.51,3.63,3.514,4.4086,,3.67
2012-10-31,3.67,3.57,3.546,4.3768,,3.5
2012-11-01,3.5,3.74,3.562,4.3422,,3.33
2012-11-02,3.33,3.64,3.53,4.306,,3.43
2012-11-05,3.43,3.27,3.488,4.2746,,3.52
2012-11-06,3.52,3.6,3.49,4.2456,,3.28
2012-11-07,3.28,3.57,3.412,4.2124,,2.45
2012-11-08,2.45,3.32,3.202,4.1594,,2.65
2012-11-09,2.65,2.63,3.066,4.1122,,2.42
2012-11-12,2.42,2.7,2.864,4.0584,,2.21
2012-11-13,2.21,2.43,2.602,4.0046,,2.11
2012-11-14,2.11,2.86,2.368,3.9476,,2.0
2012-11-15,2.0,2.11,2.278,3.8884,,1.99
2012-11-16,1.99,2.02,2.146,3.8226,,2.22
2012-11-19,2.22,2.04,2.106,3.7674,,2.59
2012-11-20,2.59,2.31,2.182,3.7286,,2.73
2012-11-21,2.73,2.62,2.306,3.691,,2.58
2012-11-23,2.58,2.78,2.422,3.649,,2.81
2012-11-26,2.81,2.58,2.586,3.6084,,2.71
2012-11-27,2.71,2.86,2.684,3.5646,,2.58
2012-11-28,2.58,2.7,2.682,3.5118,,2.6
2012-11-29,2.6,2.55,2.656,3.464,,2.79
2012-11-30,2.79,2.6,2.698,3.4204,,2.98
2012-12-03,2.98,2.85,2.732,3.3778,,2.88
2012-12-04,2.88,2.98,2.766,3.333,,2.8
2012-12-05,2.8,3.01,2.81,3.2868,,2.72
2012-12-06,2.72,2.76,2.834,3.2436,,2.67
2012-12-07,2.67,2.75,2.81,3.202,,2.54
2012-12-10,2.54,2.65,2.722,3.1578,,2.91
2012-12-11,2.91,2.57,2.728,3.124,,3.03
2012-12-12,3.03,2.91,2.774,3.1018,,2.95
2012-12-13,2.95,3.03,2.82,3.083,,3.22
2012-12-14,3.22,2.95,2.93,3.0706,,3.35
2012-12-17,3.35,3.32,3.092,3.0588,,3.38
2012-12-18,3.38,3.36,3.186,3.0494,,3.18
2012-12-19,3.18,3.47,3.216,3.04,,3.15
2012-12-20,3.15,3.2,3.256,3.0302,,3.03
2012-12-21,3.03,3.09,3.218,3.0242,,3.09
2012-12-24,3.09,3.0,3.166,3.023,,3.03
2012-12-26,3.03,3.08,3.096,3.0172,,3.51
2012-12-27,3.51,3.08,3.162,3.0148,,3.6
2012-12-28,3.6,3.52,3.252,3.0108,,3.65
2012-12-31,3.65,3.57,3.376,3.0114,,3.79
2013-01-02,3.79,3.87,3.516,3.012,,3.73
2013-01-03,3.73,3.84,3.656,3.0126,,3.9
2013-01-04,3.9,3.76,3.734,3.0166,,3.75
2013-01-07,3.75,3.9,3.764,3.0214,,3.71
2013-01-08,3.71,3.8,3.776,3.0272,,3.75
2013-01-09,3.75,3.81,3.768,3.0324,,3.72
2013-01-10,3.72,3.74,3.766,3.034,,3.78
2013-01-11,3.78,3.72,3.742,3.0394,,3.78
2013-01-14,3.78,3.8,3.748,3.0416,,3.84
2013-01-15,3.84,3.78,3.774,3.0484,5.2113,3.85
2013-01-16,3.85,3.87,3.794,3.0588,5.2005,3.91
2013-01-17,3.91,3.84,3.832,3.0684,5.1834,3.78
2013-01-18,3.78,3.91,3.832,3.0736,5.1632,3.78
2013-01-22,3.78,3.8,3.832,3.0836,5.1439,3.72
2013-01-23,3.72,3.78,3.808,3.109,5.1252,3.71
2013-01-24,3.71,3.7,3.78,3.1302,5.1067,3.68
2013-01-25,3.68,3.75,3.734,3.1554,5.0901,3.67
2013-01-28,3.67,3.7,3.712,3.1846,5.0731,3.77
2013-01-29,3.77,3.66,3.71,3.2178,5.0563,3.79
2013-01-30,3.79,3.75,3.724,3.2536,5.0388,3.77
2013-01-31,3.77,3.77,3.736,3.2892,5.0221,4.08
2013-02-01,4.08,3.84,3.816,3.3264,5.0067,3.91
2013-02-04,3.91,4.11,3.864,3.3528,4.9913,4.33
2013-02-05,4.33,3.97,3.976,3.3848,4.9765,4.11
2013-02-06,4.11,4.04,4.04,3.4154,4.9619,4.24
2013-02-07,4.24,4.07,4.134,3.444,4.948,4.23
2013-02-08,4.23,4.2,4.164,3.4744,4.9342,4.27
2013-02-11,4.27,4.24,4.236,3.5082,4.921,4.48
2013-02-12,4.48,4.25,4.266,3.5458,4.909,4.33
2013-02-13,4.33,4.45,4.31,3.5766,4.8964,5.1
2013-02-14,5.1,4.33,4.482,3.619,4.8881,5.03
2013-02-15,5.03,5.1,4.642,3.662,4.8769,5.21
2013-02-19,5.21,5.1,4.83,3.7102,4.8633,4.99
2013-02-20,4.99,5.16,4.932,3.7556,4.8483,5.24
2013-02-21,5.24,4.96,5.114,3.807,4.8304,5.24
2013-02-22,5.24,5.29,5.142,3.861,4.8148,4.84
2013-02-25,4.84,5.36,5.104,3.8996,4.7973,5.05
2013-02-26,5.05,4.81,5.072,3.94,4.7801,4.63
2013-02-27,4.63,5.0,5.0,3.9736,4.76,4.93
2013-02-28,4.93,4.64,4.938,4.0078,4.7417,4.75
2013-03-01,4.75,5.03,4.84,4.0358,4.7233,4.67
2013-03-04,4.67,4.75,4.806,4.0616,4.7055,4.88
2013-03-05,4.88,4.66,4.772,4.0956,4.6879,4.92
2013-03-06,4.92,4.88,4.83,4.131,4.6709,4.76
2013-03-07,4.76,4.9,4.796,4.1656,4.6526,5.24
2013-03-08,5.24,4.77,4.894,4.2086,4.6389,5.2
2013-03-11,5.2,5.06,5.0,4.252,4.6244,5.88
2013-03-12,5.88,5.18,5.2,4.2994,4.6139,5.5
2013-03-13,5.5,5.9,5.316,4.3374,4.6019,5.92
2013-03-14,5.92,5.5,5.548,4.3828,4.5922,5.87
2013-03-15,5.87,5.94,5.674,4.4244,4.5826,5.6
2013-03-18,5.6,5.9,5.754,4.4618,4.5716,5.8
2013-03-19,5.8,5.7,5.738,4.4998,4.5656,6.02
2013-03-20,6.02,5.83,5.842,4.5452,4.5612,6.04
2013-03-21,6.04,5.93,5.866,4.5918,4.5616,5.96
2013-03-22,5.96,6.14,5.884,4.636,4.5666,6.46
2013-03-25,6.46,6.05,6.056,4.6908,4.5722,6.52
2013-03-26,6.52,6.53,6.2,4.7456,4.5714,6.42
2013-03-27,6.42,6.14,6.28,4.7984,4.5705,6.2
2013-03-28,6.2,6.45,6.312,4.8456,4.5666,5.86
2013-04-01,5.86,6.13,6.292,4.8858,4.5636,5.9
2013-04-02,5.9,5.9,6.18,4.9256,4.5577,5.68
2013-04-03,5.68,5.9,6.012,4.9636,4.551,6.15
2013-04-04,6.15,5.69,5.958,5.011,4.5456,6.1
2013-04-05,6.1,6.15,5.938,5.0586,4.541,5.78
2013-04-08,5.78,6.1,5.922,5.1,4.5352,6.15
2013-04-09,6.15,5.81,5.972,5.1494,4.5309,6.1
2013-04-10,6.1,6.19,6.056,5.198,4.5274,5.97
2013-04-11,5.97,6.11,6.02,5.242,4.5243,5.88
2013-04-12,5.88,5.89,5.976,5.2838,4.5206,5.24
2013-04-15,5.24,5.9,5.868,5.3132,4.5154,5.94
2013-04-16,5.94,5.39,5.826,5.3504,4.5152,5.57
2013-04-17,5.57,5.91,5.72,5.3836,4.5138,5.47
2013-04-18,5.47,5.63,5.62,5.4064,4.5097,5.55
2013-04-19,5.55,5.5,5.554,5.4352,4.5063,5.81
2013-04-22,5.81,5.68,5.668,5.4666,4.5044,5.97
2013-04-23,5.97,5.89,5.674,5.5014,4.5033,6.2
2013-04-24,6.2,5.97,5.8,5.54,4.5034,6.7
2013-04-25,6.7,6.24,6.046,5.5844,4.5057,7.25
2013-04-26,7.25,6.7,6.386,5.6428,4.5109,7.11
2013-04-29,7.11,7.32,6.646,5.683,4.5174,7.04
2013-04-30,7.04,7.19,6.86,5.7232,4.5239,6.95
2013-05-01,6.95,6.92,7.01,5.758,4.5312,7.5
2013-05-02,7.5,7.0,7.17,5.8082,4.5385,7.74
2013-05-03,7.74,7.59,7.268,5.8582,4.5489,7.85
2013-05-06,7.85,7.76,7.416,5.9104,4.5599,7.63
2013-05-07,7.63,7.9,7.534,5.9662,4.5682,7.44
2013-05-08,7.44,7.91,7.632,6.014,4.576,7.89
2013-05-09,7.89,7.45,7.71,6.0792,4.5849,7.92
2013-05-10,7.92,7.95,7.746,6.139,4.5935,8.91
2013-05-13,8.91,8.0,7.958,6.2222,4.6089,9.66
2013-05-14,9.66,9.0,8.364,6.322,4.6284,9.4
2013-05-15,9.4,9.65,8.756,6.4124,4.646,8.94
2013-05-16,8.94,9.27,8.966,6.4928,4.6615,9.05
2013-05-17,9.05,9.05,9.192,6.5786,4.6773,9.1
2013-05-20,9.1,9.09,9.23,6.6558,4.6937,8.99
2013-05-21,8.99,9.36,9.096,6.7316,4.7105,8.43
2013-05-22,8.43,9.0,8.902,6.7826,4.7237,8.22
2013-05-23,8.22,8.12,8.758,6.837,4.7347,8.15
2013-05-24,8.15,8.07,8.578,6.8816,4.7438,8.38
2013-05-28,8.38,8.3,8.434,6.9318,4.7523,7.9
2013-05-29,7.9,8.31,8.216,6.9778,4.7665,7.79
2013-05-30,7.79,8.05,8.088,7.0176,4.7776,7.72
2013-05-31,7.72,7.81,7.988,7.0516,4.7881,7.42
2013-06-03,7.42,7.71,7.842,7.0792,4.7998,7.04
2013-06-04,7.04,7.38,7.574,7.1008,4.8092,6.94
2013-06-05,6.94,6.96,7.382,7.1104,4.8187,6.96
2013-06-06,6.96,6.94,7.216,7.1192,4.8282,6.98
2013-06-07,6.98,7.05,7.068,7.1304,4.8368,7.0
2013-06-10,7.0,6.99,6.984,7.1464,4.8456,6.8
2013-06-11,6.8,6.89,6.936,7.1652,4.8539,6.17
2013-06-12,6.17,6.85,6.782,7.1706,4.8598,6.66
2013-06-13,6.66,6.15,6.722,7.1902,4.8682,6.6
2013-06-14,6.6,6.71,6.646,7.1992,4.8765,6.7
2013-06-17,6.7,6.64,6.586,7.2112,4.8845,6.91
2013-06-18,6.91,6.7,6.608,7.2338,4.894,6.64
2013-06-19,6.64,6.91,6.702,7.2436,4.9017,6.53
2013-06-20,6.53,6.49,6.676,7.2522,4.9098,7.19
2013-06-21,7.19,6.58,6.794,7.2766,4.921,6.65
2013-06-24,6.65,7.0,6.784,7.292,4.9294,6.82
2013-06-25,6.82,6.73,6.766,7.3236,4.9371,6.94
2013-06-26,6.94,6.97,6.826,7.3436,4.9469,7.57
2013-06-27,7.57,7.04,7.034,7.3836,4.9621,7.73
2013-06-28,7.73,7.53,7.142,7.4288,4.9777,7.68
2013-07-01,7.68,7.85,7.348,7.4714,4.9927,7.32
2013-07-02,7.32,7.65,7.448,7.5016,5.0051,7.43
2013-07-03,7.43,7.19,7.546,7.5308,5.0178,7.5
2013-07-05,7.5,7.57,7.532,7.5568,5.0292,8.01
2013-07-08,8.01,7.65,7.588,7.583,5.0443,8.15
2013-07-09,8.15,8.04,7.682,7.601,5.0602,7.98
2013-07-10,7.98,8.12,7.814,7.6184,5.0745,7.91
2013-07-11,7.91,8.25,7.91,7.6358,5.0885,7.62
2013-07-12,7.62,7.94,7.934,7.6492,5.101,8.08
2013-07-15,8.08,7.74,7.948,7.6608,5.117,8.2
2013-07-16,8.2,8.13,7.958,7.67,5.1343,7.95
2013-07-17,7.95,8.25,7.952,7.672,5.1503,7.83
2013-07-18,7.83,8.06,7.936,7.676,5.1664,7.4
2013-07-19,7.4,7.8,7.892,7.6752,5.1827,7.07
2013-07-22,7.07,7.51,7.69,7.6588,5.1986,7.24
2013-07-23,7.24,7.15,7.498,7.6452,5.2156,6.4
2013-07-24,6.4,7.25,7.188,7.595,5.2279,6.71
2013-07-25,6.71,6.62,6.964,7.536,5.2422,6.6
2013-07-26,6.6,6.63,6.804,7.48,5.257,6.3
2013-07-29,6.3,6.7,6.65,7.4272,5.2703,6.31
2013-07-30,6.31,6.37,6.464,7.3724,5.2852,6.35
2013-07-31,6.35,6.35,6.454,7.3174,5.3012,6.25
2013-08-01,6.25,6.43,6.362,7.2626,5.3158,6.28
2013-08-02,6.28,6.22,6.298,7.2196,5.3291,6.6
2013-08-05,6.6,6.44,6.358,7.1872,5.3431,6.06
2013-08-06,6.06,6.58,6.308,7.1454,5.3553,6.0
2013-08-07,6.0,5.7,6.238,7.0978,5.3665,6.05
2013-08-08,6.05,6.17,6.198,7.0608,5.3782,6.07
2013-08-09,6.07,6.08,6.156,7.0264,5.3901,6.47
2013-08-12,6.47,6.12,6.13,7.0014,5.4049,6.5
2013-08-13,6.5,6.55,6.218,6.983,5.4203,7.11
2013-08-14,7.11,6.49,6.44,6.9844,5.4384,6.85
2013-08-15,6.85,6.93,6.6,6.9826,5.4544,6.5
2013-08-16,6.5,6.78,6.686,6.9734,5.4694,6.49
2013-08-19,6.49,6.5,6.69,6.9636,5.4835,6.41
2013-08-20,6.41,6.55,6.672,6.9518,5.498,6.36
2013-08-21,6.36,6.38,6.522,6.943,5.5132,6.61
2013-08-22,6.61,6.42,6.474,6.9518,5.5291,6.98
2013-08-23,6.98,6.68,6.57,6.9582,5.5464,7.23
2013-08-26,7.23,7.0,6.718,6.9708,5.5661,6.58
2013-08-27,6.58,7.01,6.752,6.9684,5.5868,6.51
2013-08-28,6.51,6.59,6.782,6.9604,5.6061,6.44
2013-08-29,6.44,6.48,6.748,6.9564,5.6262,6.29
2013-08-30,6.29,6.43,6.61,6.9516,5.6466,6.61
2013-09-03,6.61,6.82,6.486,6.94,5.6691,6.98
2013-09-04,6.98,6.65,6.566,6.9466,5.694,7.11
2013-09-05,7.11,7.12,6.686,6.9524,5.7196,6.94
2013-09-06,6.94,7.19,6.786,6.9524,5.7432,7.44
2013-09-09,7.44,7.15,7.016,6.9498,5.7674,7.79
2013-09-10,7.79,7.76,7.252,6.951,5.7927,8.0
2013-09-11,8.0,7.83,7.456,6.9574,5.8198,7.88
2013-09-12,7.88,8.0,7.61,6.9686,5.8452,8.06
2013-09-13,8.06,7.89,7.834,6.9812,5.8719,8.14
2013-09-16,8.14,8.26,7.974,6.994,5.8997,8.08
2013-09-17,8.08,8.12,8.032,6.9954,5.9271,8.25
2013-09-18,8.25,8.05,8.082,6.9974,5.9544,8.3
2013-09-19,8.3,8.33,8.166,7.0038,5.981,8.73
2013-09-20,8.73,8.34,8.3,7.0202,6.0103,8.52
2013-09-23,8.52,8.68,8.376,7.0382,6.0389,8.05
2013-09-24,8.05,8.49,8.37,7.0376,6.0655,7.99
2013-09-25,7.99,8.11,8.318,7.0334,6.0921,8.05
2013-09-26,8.05,8.11,8.268,7.0354,6.1197,7.94
2013-09-27,7.94,8.03,8.11,7.0376,6.1448,8.12
2013-09-30,8.12,7.63,8.03,7.052,6.1703,8.32
2013-10-01,8.32,8.14,8.084,7.077,6.1971,8.36
2013-10-02,8.36,8.1,8.158,7.0994,6.2228,8.34
2013-10-03,8.34,8.23,8.216,7.1382,6.2478,8.93
2013-10-04,8.93,8.41,8.414,7.1826,6.2755,8.66
2013-10-07,8.66,8.76,8.522,7.2238,6.3029,8.06
2013-10-08,8.06,8.64,8.47,7.259,6.3275,7.62
2013-10-09,7.62,8.03,8.322,7.2852,6.3504,8.19
2013-10-10,8.19,7.85,8.292,7.322,6.3759,8.69
2013-10-11,8.69,8.17,8.244,7.3708,6.4042,8.75
2013-10-14,8.75,8.55,8.262,7.4202,6.4304,8.58
2013-10-15,8.58,8.68,8.366,7.4598,6.4553,8.59
2013-10-16,8.59,8.66,8.56,7.5104,6.48,8.66
2013-10-17,8.66,8.52,8.654,7.5636,6.5044,8.84
2013-10-18,8.84,8.71,8.684,7.6194,6.5299,9.08
2013-10-21,9.08,8.98,8.75,7.6796,6.5558,9.0
2013-10-22,9.0,9.16,8.834,7.7302,6.5821,8.74
2013-10-23,8.74,8.96,8.864,7.775,6.6072,8.725
2013-10-24,8.725,8.8,8.877,7.8073,6.6321,7.9
2013-10-25,7.9,8.77,8.689,7.8283,6.653,7.86
2013-10-28,7.86,8.11,8.445,7.8555,6.6734,7.88
2013-10-29,7.88,7.93,8.221,7.8833,6.6939,7.67
2013-10-30,7.67,8.24,8.007,7.9085,6.7131,7.55
2013-10-31,7.55,7.76,7.772,7.9323,6.7316,7.61
2013-11-01,7.61,7.82,7.714,7.9523,6.7501,7.93
2013-11-04,7.93,7.84,7.728,7.9713,6.7708,8.25
2013-11-05,8.25,8.09,7.802,7.9917,6.7932,8.0
2013-11-06,8.0,7.72,7.868,8.0201,6.8146,7.68
2013-11-07,7.68,8.02,7.894,8.0435,6.8344,7.84
2013-11-08,7.84,7.82,7.94,8.0715,6.8552,8.16
2013-11-11,8.16,7.79,7.986,8.1089,6.8777,8.22
2013-11-12,8.22,8.07,7.98,8.1411,6.8999,7.95
2013-11-13,7.95,8.1,7.97,8.1605,6.9207,7.84
2013-11-14,7.84,7.99,8.002,8.1751,6.9411,7.77
2013-11-15,7.77,7.72,7.988,8.1917,6.9595,7.68
2013-11-18,7.68,7.77,7.892,8.1965,6.9784,7.11
2013-11-19,7.11,7.67,7.67,8.1829,6.9923,6.8
2013-11-20,6.8,7.26,7.44,8.1589,7.0057,7.07
2013-11-21,7.07,6.83,7.286,8.1427,7.0199,7.11
2013-11-22,7.11,7.1,7.154,8.1237,7.0343,7.05
2013-11-25,7.05,7.2,7.028,8.1019,7.0482,7.14
2013-11-26,7.14,7.09,7.034,8.0831,7.0615,7.24
2013-11-27,7.24,7.08,7.122,8.0629,7.076,7.25
2013-11-29,7.25,7.32,7.158,8.0419,7.0868,6.91
2013-12-02,6.91,7.29,7.118,8.0055,7.0962,6.6
2013-12-03,6.6,6.75,7.028,7.9671,7.1031,6.41
2013-12-04,6.41,6.55,6.882,7.9343,7.1102,6.27
2013-12-05,6.27,6.26,6.688,7.8999,7.1154,6.0
2013-12-06,6.0,6.36,6.438,7.8589,7.1192,5.72
2013-12-09,5.72,6.15,6.2,7.8145,7.1236,5.65
2013-12-10,5.65,5.71,6.01,7.7651,7.1266,5.17
2013-12-11,5.17,5.65,5.762,7.7021,7.1293,4.89
