ticker,ENPH US Equity,ENPH US Equity,ENPH US Equity,ENPH US Equity,ENPH US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2015-03-31,13.19,13.1,12.72,13.1909,12.4596,13.07
2015-04-01,13.07,13.21,12.96,13.2403,12.4821,13.36
2015-04-02,13.36,13.01,13.186,13.2989,12.5056,12.95
2015-04-06,12.95,13.27,13.158,13.3377,12.5264,13.27
2015-04-07,13.27,13.3,13.168,13.3663,12.5494,12.91
2015-04-08,12.91,13.22,13.112,13.3823,12.5716,13.22
2015-04-09,13.22,12.96,13.142,13.4041,12.5953,13.23
2015-04-10,13.23,13.26,13.116,13.4269,12.6196,13.35
2015-04-13,13.35,13.24,13.196,13.4343,12.6438,13.02
2015-04-14,13.02,13.34,13.146,13.4469,12.6664,13.65
2015-04-15,13.65,13.6,13.294,13.4565,12.6922,13.99
2015-04-16,13.99,13.6,13.448,13.4631,12.7194,13.65
2015-04-17,13.65,13.93,13.532,13.4701,12.7426,13.31
2015-04-20,13.31,13.7,13.524,13.4647,12.7638,13.35
2015-04-21,13.35,13.35,13.59,13.4545,12.7838,13.38
2015-04-22,13.38,13.38,13.536,13.4327,12.8044,13.9
2015-04-23,13.9,13.34,13.518,13.4215,12.8281,13.47
2015-04-24,13.47,13.94,13.482,13.3951,12.8492,13.0
2015-04-27,13.0,13.54,13.42,13.3595,12.8683,13.21
2015-04-28,13.21,13.05,13.392,13.3207,12.8877,12.85
2015-04-29,12.85,13.11,13.286,13.2993,12.9035,12.57
2015-04-30,12.57,12.81,13.02,13.2694,12.9186,12.75
2015-05-01,12.75,12.39,12.876,13.2528,12.9353,12.18
2015-05-04,12.18,12.89,12.712,13.2304,12.9501,12.11
2015-05-05,12.11,12.21,12.492,13.2024,12.9622,10.62
2015-05-06,10.62,11.38,12.046,13.1394,12.9585,10.92
2015-05-07,10.92,10.78,11.716,13.0804,12.9551,10.26
2015-05-08,10.26,11.0,11.218,13.0134,12.9497,10.58
2015-05-11,10.58,10.34,10.898,12.9494,12.9446,10.2
2015-05-12,10.2,10.43,10.516,12.8772,12.9384,9.82
2015-05-13,9.82,10.25,10.356,12.8062,12.9347,10.09
2015-05-14,10.09,9.89,10.19,12.7358,12.9337,10.54
2015-05-15,10.54,10.34,10.246,12.66,12.9339,10.71
2015-05-18,10.71,10.41,10.272,12.5722,12.936,10.37
2015-05-19,10.37,11.2,10.306,12.496,12.9387,10.09
2015-05-20,10.09,10.39,10.36,12.4358,12.9406,10.01
2015-05-21,10.01,10.1,10.344,12.3858,12.9421,9.95
2015-05-22,9.95,10.0,10.226,12.3194,12.9366,9.79
2015-05-26,9.79,9.91,10.042,12.2502,12.928,9.9
2015-05-27,9.9,9.79,9.948,12.1864,12.9196,9.82
2015-05-28,9.82,9.95,9.894,12.1178,12.9101,9.47
2015-05-29,9.47,9.81,9.786,12.0538,12.9013,9.29
2015-06-01,9.29,9.52,9.654,11.9822,12.89,9.77
2015-06-02,9.77,9.34,9.65,11.928,12.8769,9.89
2015-06-03,9.89,9.81,9.648,11.8738,12.8632,9.26
2015-06-04,9.26,9.7,9.536,11.814,12.8435,9.13
2015-06-05,9.13,9.01,9.468,11.7592,12.822,8.99
2015-06-08,8.99,9.11,9.408,11.6944,12.7996,8.86
2015-06-09,8.86,8.93,9.226,11.6098,12.7764,8.79
2015-06-10,8.79,8.9,9.006,11.5212,12.751,9.03
2015-06-11,9.03,8.77,8.96,11.438,12.7274,9.15
2015-06-12,9.15,9.01,8.964,11.3596,12.7006,8.97
2015-06-15,8.97,8.97,8.96,11.2718,12.6731,9.07
2015-06-16,9.07,8.97,9.002,11.1942,12.6485,9.05
2015-06-17,9.05,9.1,9.054,11.1098,12.6234,9.0
2015-06-18,9.0,9.06,9.048,11.0316,12.5963,9.09
2015-06-19,9.09,9.0,9.036,10.949,12.5688,8.89
2015-06-22,8.89,9.31,9.02,10.8622,12.5369,8.87
2015-06-23,8.87,8.89,8.98,10.7726,12.5061,8.68
2015-06-24,8.68,8.85,8.906,10.6858,12.4729,8.5
2015-06-25,8.5,8.72,8.806,10.5828,12.4381,8.06
2015-06-26,8.06,8.48,8.6,10.4642,12.397,7.84
2015-06-29,7.84,7.99,8.39,10.348,12.3521,7.61
2015-06-30,7.61,7.95,8.138,10.234,12.3062,7.61
2015-07-01,7.61,7.7,7.924,10.1192,12.2642,7.62
2015-07-02,7.62,7.62,7.748,10.004,12.2174,7.45
2015-07-06,7.45,7.53,7.626,9.875,12.1677,7.57
2015-07-07,7.57,7.45,7.572,9.757,12.1188,6.2
2015-07-08,6.2,7.17,7.29,9.621,12.0655,5.87
2015-07-09,5.87,6.46,6.942,9.4742,12.0146,5.99
2015-07-10,5.99,6.17,6.616,9.337,11.9666,6.33
2015-07-13,6.33,6.02,6.392,9.2122,11.9246,6.68
2015-07-14,6.68,6.36,6.214,9.0908,11.8881,6.3
2015-07-15,6.3,6.65,6.234,8.9732,11.847,6.33
2015-07-16,6.33,6.31,6.326,8.8576,11.8026,6.45
2015-07-17,6.45,6.35,6.418,8.7742,11.7599,6.16
2015-07-20,6.16,6.58,6.384,8.679,11.7185,6.21
2015-07-21,6.21,6.09,6.29,8.598,11.687,5.88
2015-07-22,5.88,6.16,6.206,8.504,11.6538,5.72
2015-07-23,5.72,5.79,6.084,8.4144,11.6257,5.76
2015-07-24,5.76,5.72,5.946,8.3332,11.5962,5.64
2015-07-27,5.64,5.61,5.842,8.2442,11.5647,5.63
2015-07-28,5.63,5.8,5.726,8.146,11.5367,5.97
2015-07-29,5.97,5.6,5.744,8.0512,11.5138,5.99
2015-07-30,5.99,5.98,5.798,7.9636,11.4931,5.91
2015-07-31,5.91,6.0,5.828,7.88,11.4703,5.47
2015-08-03,5.47,5.97,5.794,7.7892,11.441,5.64
2015-08-04,5.64,5.47,5.796,7.703,11.4052,6.98
2015-08-05,6.98,6.0,5.998,7.6468,11.38,6.84
2015-08-06,6.84,6.96,6.168,7.5856,11.353,6.24
2015-08-07,6.24,6.82,6.234,7.514,11.3152,6.14
2015-08-10,6.14,6.41,6.368,7.4474,11.2808,5.67
2015-08-11,5.67,5.95,6.374,7.375,11.2412,5.57
2015-08-12,5.57,5.46,6.092,7.291,11.202,5.44
2015-08-13,5.44,5.55,5.812,7.202,11.1635,5.5
2015-08-14,5.5,5.48,5.664,7.1268,11.1218,5.6
2015-08-17,5.6,5.49,5.556,7.0562,11.0801,5.01
2015-08-18,5.01,5.36,5.424,6.9766,11.0345,4.97
2015-08-19,4.97,4.99,5.304,6.8988,10.9842,4.51
2015-08-20,4.51,4.9,5.118,6.8132,10.9326,4.42
2015-08-21,4.42,4.52,4.902,6.721,10.8767,4.86
2015-08-24,4.86,4.01,4.754,6.6352,10.8407,4.34
2015-08-25,4.34,5.1,4.62,6.5426,10.8054,4.48
2015-08-26,4.48,4.45,4.522,6.4508,10.7688,4.63
2015-08-27,4.63,4.5,4.546,6.3624,10.7358,4.58
2015-08-28,4.58,4.66,4.578,6.274,10.7062,4.6
2015-08-31,4.6,4.57,4.526,6.1842,10.6761,4.42
2015-09-01,4.42,4.57,4.542,6.0948,10.645,4.42
2015-09-02,4.42,4.44,4.53,6.0058,10.6118,4.46
2015-09-03,4.46,4.78,4.496,5.9214,10.5811,4.49
2015-09-04,4.49,4.38,4.478,5.8412,10.5481,4.6
2015-09-08,4.6,4.59,4.478,5.772,10.5176,4.44
2015-09-09,4.44,4.67,4.482,5.704,10.4844,4.4
2015-09-10,4.4,4.43,4.478,5.6398,10.449,4.49
2015-09-11,4.49,4.33,4.484,5.5774,10.4137,4.42
2015-09-14,4.42,4.46,4.47,5.5134,10.3785,4.48
2015-09-15,4.48,4.38,4.446,5.454,10.3437,4.63
2015-09-16,4.63,4.51,4.484,5.3952,10.3143,4.63
2015-09-17,4.63,4.6,4.53,5.3638,10.285,4.66
2015-09-18,4.66,4.55,4.564,5.3396,10.25,4.39
2015-09-21,4.39,4.63,4.558,5.3076,10.211,4.17
2015-09-22,4.17,4.38,4.496,5.2644,10.1726,4.03
2015-09-23,4.03,4.15,4.376,5.2114,10.1284,3.97
2015-09-24,3.97,3.98,4.244,5.1648,10.0868,3.9
2015-09-25,3.9,4.04,4.092,5.1162,10.0423,3.62
2015-09-28,3.62,3.87,3.938,5.0596,9.9966,3.55
2015-09-29,3.55,3.63,3.814,5.0074,9.9516,3.7
2015-09-30,3.7,3.55,3.748,4.9572,9.9079,3.65
2015-10-01,3.65,3.76,3.684,4.9126,9.8642,4.07
2015-10-02,4.07,3.66,3.718,4.8796,9.8223,4.64
2015-10-05,4.64,4.19,3.922,4.8572,9.7783,4.77
2015-10-06,4.77,4.62,4.166,4.8398,9.7322,5.05
2015-10-07,5.05,4.82,4.436,4.8282,9.687,5.22
2015-10-08,5.22,5.05,4.75,4.8132,9.6401,5.16
2015-10-09,5.16,5.21,4.968,4.7966,9.5939,5.08
2015-10-12,5.08,5.16,5.056,4.78,9.5474,4.88
2015-10-13,4.88,5.01,5.078,4.7682,9.4977,4.99
2015-10-14,4.99,4.9,5.066,4.7552,9.4512,5.21
2015-10-15,5.21,5.04,5.064,4.7198,9.4068,4.96
2015-10-16,4.96,5.19,5.024,4.6822,9.3601,4.98
2015-10-19,4.98,4.9,5.004,4.657,9.314,3.75
2015-10-20,3.75,4.37,4.778,4.6092,9.2633,3.98
2015-10-21,3.98,4.01,4.576,4.5754,9.2185,3.83
2015-10-22,3.83,3.99,4.3,4.5406,9.1807,3.87
2015-10-23,3.87,3.9,4.082,4.5092,9.1414,4.03
2015-10-26,4.03,3.94,3.892,4.4798,9.1039,3.5
2015-10-27,3.5,3.96,3.842,4.4378,9.0668,3.7
2015-10-28,3.7,3.54,3.786,4.4116,9.0302,3.7
2015-10-29,3.7,3.7,3.76,4.3862,8.9946,3.6
2015-10-30,3.6,3.67,3.706,4.368,8.9613,3.49
2015-11-02,3.49,3.61,3.598,4.3494,8.9248,3.72
2015-11-03,3.72,3.49,3.642,4.3266,8.8904,2.33
2015-11-04,2.33,2.27,3.368,4.2864,8.8499,2.3
2015-11-05,2.3,2.4,3.088,4.2428,8.8064,2.19
2015-11-06,2.19,2.27,2.806,4.194,8.7581,2.1
2015-11-09,2.1,2.16,2.528,4.1444,8.7081,1.92
2015-11-10,1.92,2.13,2.168,4.0908,8.657,1.87
2015-11-11,1.87,1.93,2.076,4.0398,8.6059,1.855
2015-11-12,1.855,1.83,1.987,3.9885,8.5503,1.88
2015-11-13,1.88,1.84,1.925,3.9369,8.4977,2.12
2015-11-16,2.12,1.88,1.929,3.8895,8.4425,1.89
2015-11-17,1.89,2.18,1.923,3.8353,8.3836,1.9
2015-11-18,1.9,1.95,1.929,3.7845,8.3266,1.725
2015-11-19,1.725,1.87,1.903,3.731,8.2674,1.71
2015-11-20,1.71,1.71,1.869,3.6754,8.2066,1.69
2015-11-23,1.69,1.71,1.783,3.6208,8.1427,1.73
2015-11-24,1.73,1.69,1.751,3.5658,8.0791,1.75
2015-11-25,1.75,1.73,1.721,3.5082,8.0139,1.77
2015-11-27,1.77,1.76,1.73,3.451,7.9488,1.67
2015-11-30,1.67,1.8,1.722,3.3912,7.8814,1.89
2015-12-01,1.89,1.67,1.762,3.3412,7.8213,2.02
2015-12-02,2.02,1.9,1.82,3.2982,7.761,2.13
2015-12-03,2.13,2.05,1.896,3.2602,7.7038,2.08
2015-12-04,2.08,2.11,1.958,3.2224,7.6477,2.26
2015-12-07,2.26,2.1,2.076,3.1896,7.5914,2.105
2015-12-08,2.105,2.2,2.119,3.1593,7.5331,2.22
2015-12-09,2.22,2.09,2.159,3.1327,7.4749,2.15
2015-12-10,2.15,2.23,2.163,3.1017,7.4176,2.1
2015-12-11,2.1,2.13,2.167,3.0707,7.3592,2.23
2015-12-14,2.23,2.13,2.161,3.0339,7.3013,2.41
2015-12-15,2.41,2.25,2.222,2.9893,7.2465,3.34
2015-12-16,3.34,2.9,2.446,2.9607,7.1951,3.16
2015-12-17,3.16,3.54,2.648,2.9229,7.1393,3.01
2015-12-18,3.01,3.25,2.83,2.8787,7.0788,3.59
2015-12-21,3.59,3.2,3.102,2.8473,7.0259,3.54
2015-12-22,3.54,3.65,3.328,2.8165,6.9781,3.68
2015-12-23,3.68,3.64,3.396,2.7925,6.9339,3.62
2015-12-24,3.62,3.66,3.488,2.7651,6.8857,3.59
2015-12-28,3.59,3.58,3.604,2.7327,6.8374,3.46
2015-12-29,3.46,3.66,3.578,2.7027,6.7892,3.5
2015-12-30,3.5,3.54,3.57,2.6731,6.7405,3.51
2015-12-31,3.51,3.51,3.536,2.6683,6.6947,3.49
2016-01-04,3.49,3.43,3.51,2.6585,6.6478,3.35
2016-01-05,3.35,3.63,3.462,2.6489,6.6021,3.16
2016-01-06,3.16,3.3,3.402,2.6347,6.5549,3.0
2016-01-07,3.0,3.02,3.302,2.6141,6.5087,2.99
2016-01-08,2.99,3.1,3.198,2.6039,6.4643,2.8
2016-01-11,2.8,3.0,3.06,2.5859,6.4171,2.71
2016-01-12,2.71,2.83,2.932,2.5661,6.3652,2.5
2016-01-13,2.5,2.68,2.8,2.5441,6.3116,2.35
2016-01-14,2.35,2.49,2.67,2.5213,6.2574,2.19
2016-01-15,2.19,2.25,2.51,2.4907,6.203,2.19
2016-01-19,2.19,2.27,2.388,2.4879,6.1472,2.04
2016-01-20,2.04,2.1,2.254,2.4827,6.0926,2.46
2016-01-21,2.46,2.1,2.246,2.4881,6.0386,2.36
2016-01-22,2.36,2.55,2.248,2.4933,5.9858,2.31
2016-01-25,2.31,2.43,2.272,2.5011,5.9313,2.34
2016-01-26,2.34,2.35,2.302,2.5105,5.8768,2.26
2016-01-27,2.26,2.31,2.346,2.5186,5.8214,2.31
2016-01-28,2.31,2.34,2.316,2.5272,5.7678,2.43
2016-01-29,2.43,2.33,2.33,2.5334,5.7117,2.39
2016-02-01,2.39,2.44,2.346,2.5434,5.6537,2.21
2016-02-02,2.21,2.21,2.32,2.5496,5.5965,2.31
2016-02-03,2.31,2.22,2.33,2.5613,5.5415,2.31
2016-02-04,2.31,2.35,2.33,2.5733,5.4863,2.13
2016-02-05,2.13,2.32,2.27,2.5821,5.4301,2.09
2016-02-08,2.09,2.12,2.21,2.5893,5.371,1.94
2016-02-09,1.94,2.04,2.156,2.5931,5.3134,1.9
2016-02-10,1.9,2.0,2.074,2.5957,5.2579,1.83
2016-02-11,1.83,1.84,1.978,2.5989,5.201,1.95
2016-02-12,1.95,1.88,1.942,2.6001,5.1465,2.13
2016-02-16,2.13,2.07,1.95,2.6023,5.0943,2.24
2016-02-17,2.24,2.12,2.01,2.6045,5.0417,2.1
2016-02-18,2.1,2.26,2.05,2.6049,4.9913,2.14
2016-02-19,2.14,2.08,2.112,2.6025,4.9415,2.21
2016-02-22,2.21,2.14,2.164,2.6046,4.8994,2.35
2016-02-23,2.35,2.22,2.208,2.6072,4.8566,1.98
2016-02-24,1.98,1.85,2.156,2.6038,4.8152,1.96
2016-02-25,1.96,1.95,2.128,2.601,4.7721,1.92
2016-02-26,1.92,1.92,2.084,2.5948,4.7307,2.33
2016-02-29,2.33,1.93,2.108,2.5932,4.6932,2.44
2016-03-01,2.44,2.45,2.126,2.5752,4.655,2.61
2016-03-02,2.61,2.44,2.252,2.5642,4.6153,3.33
2016-03-03,3.33,2.65,2.526,2.5706,4.5784,3.05
2016-03-04,3.05,3.3,2.752,2.5598,4.5418,3.3
2016-03-07,3.3,3.09,2.946,2.555,4.5079,2.92
2016-03-08,2.92,3.29,3.042,2.5398,4.4724,3.11
2016-03-09,3.11,2.95,3.142,2.5296,4.4382,2.94
2016-03-10,2.94,3.17,3.064,2.5166,4.404,2.94
2016-03-11,2.94,2.91,3.042,2.5062,4.3692,2.82
2016-03-14,2.82,2.88,2.946,2.4926,4.3342,2.67
2016-03-15,2.67,2.78,2.896,2.4758,4.3002,2.56
2016-03-16,2.56,2.66,2.786,2.4572,4.2665,2.7
2016-03-17,2.7,2.61,2.738,2.4442,4.2312,2.63
2016-03-18,2.63,2.77,2.676,2.4336,4.1949,2.54
2016-03-21,2.54,2.62,2.62,2.4244,4.1613,2.46
2016-03-22,2.46,2.5,2.578,2.4138,4.1279,2.26
2016-03-23,2.26,2.45,2.518,2.403,4.0943,2.21
2016-03-24,2.21,2.29,2.42,2.393,4.061,2.13
2016-03-28,2.13,2.2,2.32,2.3856,4.0277,2.14
2016-03-29,2.14,2.11,2.24,2.3814,3.9933,2.29
2016-03-30,2.29,2.21,2.206,2.3834,3.959,2.33
2016-03-31,2.33,2.27,2.22,2.3862,3.9258,2.39
2016-04-01,2.39,2.35,2.256,2.3932,3.8924,2.57
2016-04-04,2.57,2.48,2.344,2.3954,3.86,2.59
2016-04-05,2.59,2.6,2.434,2.4,3.8279,2.575
2016-04-06,2.575,2.58,2.491,2.4053,3.7953,2.45
2016-04-07,2.45,2.55,2.515,2.4075,3.7631,2.31
2016-04-08,2.31,2.51,2.499,2.4085,3.7303,2.32
2016-04-11,2.32,2.31,2.449,2.4087,3.6985,2.39
2016-04-12,2.39,2.31,2.409,2.4079,3.668,2.56
2016-04-13,2.56,2.39,2.406,2.4113,3.6405,2.71
2016-04-14,2.71,2.55,2.458,2.4213,3.6148,2.57
2016-04-15,2.57,2.68,2.51,2.4265,3.5896,2.63
2016-04-18,2.63,2.51,2.572,2.4329,3.5647,2.53
2016-04-19,2.53,2.6,2.6,2.4409,3.5393,2.54
2016-04-20,2.54,2.53,2.596,2.4499,3.5147,2.49
2016-04-21,2.49,2.55,2.552,2.4609,3.4893,2.57
2016-04-22,2.57,2.48,2.552,2.4743,3.4712,2.5
2016-04-25,2.5,2.58,2.526,2.4877,3.4543,2.64
2016-04-26,2.64,2.52,2.548,2.5015,3.4376,2.68
2016-04-27,2.68,2.62,2.576,2.5125,3.4193,2.58
2016-04-28,2.58,2.63,2.594,2.5193,3.3988,2.51
2016-04-29,2.51,2.61,2.582,2.5275,3.3799,2.56
2016-05-02,2.56,2.51,2.594,2.5359,3.361,2.46
2016-05-03,2.46,2.41,2.558,2.5409,3.3411,2.1
2016-05-04,2.1,2.25,2.442,2.5359,3.3208,2.08
2016-05-05,2.08,2.24,2.342,2.5379,3.3001,1.92
2016-05-06,1.92,2.1,2.224,2.5371,3.2803,1.93
2016-05-09,1.93,1.98,2.098,2.5373,3.2614,1.94
2016-05-10,1.94,1.9,1.994,2.5295,3.2423,1.9
2016-05-11,1.9,1.91,1.954,2.5187,3.2236,1.8
2016-05-12,1.8,1.91,1.898,2.5025,3.2044,1.77
2016-05-13,1.77,1.79,1.868,2.4713,3.1834,1.81
2016-05-16,1.81,1.8,1.844,2.4465,3.1625,1.79
2016-05-17,1.79,1.8,1.814,2.4163,3.1419,1.85
2016-05-18,1.85,1.78,1.804,2.3949,3.1238,1.84
2016-05-19,1.84,1.84,1.812,2.3695,3.1048,1.85
2016-05-20,1.85,1.86,1.828,2.3477,3.0792,1.98
2016-05-23,1.98,1.85,1.862,2.3285,3.0549,1.94
2016-05-24,1.94,2.0,1.892,2.3109,3.0334,2.05
2016-05-25,2.05,1.97,1.932,2.2985,3.0129,2.01
2016-05-26,2.01,2.08,1.966,2.2875,2.9946,2.11
2016-05-27,2.11,2.0,2.018,2.2757,2.9773,2.09
2016-05-31,2.09,2.11,2.04,2.2649,2.9606,2.09
2016-06-01,2.09,2.06,2.07,2.2559,2.9435,2.09
2016-06-02,2.09,2.08,2.078,2.2485,2.926,2.01
2016-06-03,2.01,2.06,2.078,2.2435,2.911,2.29
2016-06-06,2.29,2.01,2.114,2.2451,2.8976,2.23
2016-06-07,2.23,2.28,2.142,2.2471,2.8862,2.23
2016-06-08,2.23,2.23,2.17,2.2489,2.8752,2.1
2016-06-09,2.1,2.21,2.172,2.2451,2.8614,2.03
2016-06-10,2.03,2.09,2.176,2.2391,2.8499,1.94
2016-06-13,1.94,2.02,2.106,2.2301,2.8372,2.0
2016-06-14,2.0,2.02,2.06,2.2187,2.824,2.07
2016-06-15,2.07,2.0,2.028,2.2083,2.8115,2.01
2016-06-16,2.01,2.05,2.01,2.197,2.7985,2.12
2016-06-17,2.12,2.03,2.028,2.1904,2.787,2.14
2016-06-20,2.14,2.15,2.068,2.187,2.7756,2.15
2016-06-21,2.15,2.13,2.098,2.1836,2.7641,2.13
2016-06-22,2.13,2.15,2.11,2.1784,2.7523,2.28
2016-06-23,2.28,2.16,2.164,2.1728,2.7407,2.08
2016-06-24,2.08,2.08,2.156,2.1602,2.7289,1.91
2016-06-27,1.91,2.04,2.11,2.147,2.7164,1.95
2016-06-28,1.95,1.95,2.07,2.1334,2.7037,1.89
2016-06-29,1.89,1.99,2.022,2.1206,2.6911,1.99
2016-06-30,1.99,1.93,1.964,2.1096,2.6786,1.96
2016-07-01,1.96,1.95,1.94,2.099,2.6653,1.9
2016-07-05,1.9,1.93,1.938,2.0856,2.6516,1.89
2016-07-06,1.89,1.9,1.926,2.0734,2.6378,1.89
2016-07-07,1.89,1.89,1.926,2.0584,2.6253,1.96
2016-07-08,1.96,1.89,1.92,2.044,2.6142,2.06
2016-07-11,2.06,1.98,1.94,2.0336,2.6044,2.05
2016-07-12,2.05,2.09,1.97,2.0244,2.5948,1.96
2016-07-13,1.96,2.04,1.984,2.0124,2.5851,1.9
2016-07-14,1.9,1.97,1.986,2.0012,2.5765,1.88
2016-07-15,1.88,1.87,1.97,1.9968,2.5681,1.89
2016-07-18,1.89,1.87,1.936,1.993,2.5591,1.82
2016-07-19,1.82,1.9,1.89,1.991,2.5499,1.84
2016-07-20,1.84,1.82,1.866,1.9892,2.5388,1.85
2016-07-21,1.85,1.86,1.856,1.9874,2.5248,1.85
2016-07-22,1.85,1.85,1.85,1.9864,2.5102,1.76
2016-07-25,1.76,1.85,1.824,1.9856,2.4938,1.78
2016-07-26,1.78,1.76,1.816,1.9858,2.4766,1.81
2016-07-27,1.81,1.77,1.81,1.9858,2.4598,1.8
2016-07-28,1.8,1.82,1.8,1.986,2.4434,1.8
2016-07-29,1.8,1.8,1.79,1.985,2.428,1.81
2016-08-01,1.81,1.77,1.8,1.9844,2.4121,1.79
2016-08-02,1.79,1.81,1.802,1.9832,2.395,1.79
2016-08-03,1.79,1.77,1.798,1.9794,2.3792,1.8
2016-08-04,1.8,1.8,1.798,1.9766,2.3633,1.89
2016-08-05,1.89,1.81,1.816,1.9734,2.354,1.925
2016-08-08,1.925,1.88,1.839,1.9717,2.3437,1.98
2016-08-09,1.98,1.94,1.877,1.9691,2.3345,1.83
2016-08-10,1.83,1.95,1.885,1.9639,2.3243,1.78
2016-08-11,1.78,1.82,1.881,1.9577,2.313,1.78
2016-08-12,1.78,1.77,1.859,1.9515,2.3044,1.89
2016-08-15,1.89,1.81,1.852,1.9491,2.2954,1.82
2016-08-16,1.82,1.78,1.82,1.9397,2.286,1.83
2016-08-17,1.83,1.84,1.82,1.9317,2.2771,1.89
2016-08-18,1.89,1.84,1.842,1.9249,2.2691,1.95
2016-08-19,1.95,1.88,1.876,1.9219,2.2603,1.9
2016-08-22,1.9,1.94,1.878,1.9193,2.2581,1.92
2016-08-23,1.92,1.89,1.898,1.9189,2.2562,1.87
2016-08-24,1.87,1.92,1.906,1.9163,2.2546,1.84
2016-08-25,1.84,1.83,1.896,1.9117,2.2533,1.81
2016-08-26,1.81,1.84,1.868,1.9077,2.2528,1.84
2016-08-29,1.84,1.8,1.856,1.9021,2.2526,1.84
2016-08-30,1.84,1.86,1.84,1.8961,2.2525,1.82
2016-08-31,1.82,1.85,1.83,1.8895,2.2522,1.82
2016-09-01,1.82,1.83,1.826,1.8833,2.2507,1.82
2016-09-02,1.82,1.83,1.828,1.8741,2.2504,1.85
2016-09-06,1.85,1.81,1.83,1.8695,2.2501,1.82
2016-09-07,1.82,1.82,1.826,1.8677,2.2506,1.8
2016-09-08,1.8,1.82,1.822,1.8647,2.2511,1.8
2016-09-09,1.8,1.81,1.818,1.8629,2.2516,1.8
2016-09-12,1.8,1.81,1.814,1.8591,2.252,1.75
2016-09-13,1.75,1.8,1.794,1.8549,2.252,1.7
2016-09-14,1.7,1.86,1.77,1.8509,2.2516,1.67
2016-09-15,1.67,1.68,1.744,1.8465,2.2516,1.44
2016-09-16,1.44,1.66,1.672,1.8375,2.2494,1.48
2016-09-19,1.48,1.47,1.608,1.8279,2.2467,1.4
2016-09-20,1.4,1.52,1.538,1.8147,2.243,1.48
2016-09-21,1.48,1.42,1.494,1.8033,2.24,1.67
2016-09-22,1.67,1.5,1.494,1.7975,2.2371,1.2
2016-09-23,1.2,1.17,1.446,1.7835,2.2325,1.2
2016-09-26,1.2,1.22,1.39,1.7699,2.2274,1.2
2016-09-27,1.2,1.2,1.35,1.7561,2.2227,1.19
2016-09-28,1.19,1.21,1.292,1.7435,2.2181,1.2
2016-09-29,1.2,1.2,1.198,1.7307,2.213,1.18
2016-09-30,1.18,1.2,1.194,1.7173,2.2068,1.19
2016-10-03,1.19,1.19,1.192,1.7041,2.1961,1.2
2016-10-04,1.2,1.2,1.192,1.6929,2.1863,1.19
2016-10-05,1.19,1.19,1.192,1.6811,2.1772,1.21
2016-10-06,1.21,1.2,1.194,1.6691,2.1653,1.16
2016-10-07,1.16,1.22,1.19,1.6563,2.1534,1.06
2016-10-10,1.06,1.19,1.164,1.6415,2.1403,1.07
2016-10-11,1.07,1.02,1.138,1.6267,2.1275,1.09
2016-10-12,1.09,1.1,1.118,1.6127,2.115,1.1
2016-10-13,1.1,1.1,1.096,1.5989,2.1032,1.14
2016-10-14,1.14,1.12,1.092,1.5857,2.0914,1.15
2016-10-17,1.15,1.16,1.11,1.5709,2.0796,1.13
2016-10-18,1.13,1.15,1.122,1.555,2.0678,1.12
2016-10-19,1.12,1.13,1.128,1.5378,2.0567,1.15
2016-10-20,1.15,1.14,1.138,1.5242,2.0466,1.16
2016-10-21,1.16,1.17,1.142,1.5118,2.0374,1.14
2016-10-24,1.14,1.22,1.14,1.499,2.0282,1.11
2016-10-25,1.11,1.13,1.136,1.4834,2.0197,1.06
2016-10-26,1.06,1.12,1.124,1.4682,2.0115,1.09
2016-10-27,1.09,1.05,1.112,1.4534,2.0044,1.07
2016-10-28,1.07,1.09,1.094,1.437,1.998,1.0
2016-10-31,1.0,1.07,1.066,1.418,1.9921,1.01
2016-11-01,1.01,0.99,1.046,1.4002,1.9862,1.17
2016-11-02,1.17,1.1,1.068,1.3852,1.9818,1.2
2016-11-03,1.2,1.21,1.09,1.3718,1.9755,1.17
2016-11-04,1.17,1.19,1.11,1.3584,1.9696,1.16
2016-11-07,1.16,1.2,1.142,1.3454,1.9638,1.2
2016-11-08,1.2,1.2,1.18,1.3326,1.9581,1.11
2016-11-09,1.11,1.04,1.168,1.318,1.9524,1.12
2016-11-10,1.12,1.09,1.152,1.304,1.9464,1.14
2016-11-11,1.14,1.09,1.146,1.2904,1.94,1.14
2016-11-14,1.14,1.17,1.142,1.2768,1.9337,1.05
2016-11-15,1.05,1.15,1.112,1.2608,1.9279,1.11
2016-11-16,1.11,1.05,1.112,1.2466,1.9219,1.13
2016-11-17,1.13,1.11,1.114,1.2332,1.916,1.1
2016-11-18,1.1,1.1,1.106,1.2192,1.9109,1.08
2016-11-21,1.08,1.1,1.094,1.2048,1.9058,1.09
2016-11-22,1.09,1.07,1.102,1.1916,1.9016,1.14
2016-11-23,1.14,1.11,1.108,1.1804,1.8978,1.14
2016-11-25,1.14,1.14,1.11,1.1698,1.8943,1.13
2016-11-28,1.13,1.1,1.116,1.1636,1.8902,1.12
2016-11-29,1.12,1.11,1.124,1.1564,1.8852,1.12
2016-11-30,1.12,1.12,1.13,1.1508,1.8796,1.11
