ticker,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,OKE US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2011-04-08,28.6493,28.9426,23.0891,29.0923,27.7859,28.4085
2011-04-11,28.4085,28.7062,23.1322,28.8603,27.8398,28.1897
2011-04-12,28.1897,28.2247,23.173,28.6046,27.888,28.2072
2011-04-13,28.2072,28.251,23.2184,28.4436,27.9337,28.2116
2011-04-14,28.2116,28.0496,23.2648,28.3333,27.9826,28.4742
2011-04-15,28.4742,28.2116,23.3141,28.2982,28.034,28.1153
2011-04-18,28.1153,28.159,23.3621,28.2396,28.0797,28.1678
2011-04-19,28.1678,28.1153,23.4092,28.2352,28.1221,29.1264
2011-04-20,29.1264,28.5311,23.4583,28.4191,28.1836,29.2752
2011-04-21,29.2752,29.2621,23.5064,28.6318,28.251,29.4109
2011-04-25,29.4109,29.3015,23.5542,28.8191,28.3157,29.9756
2011-04-26,29.9756,29.5466,23.6051,29.1912,28.3872,30.0281
2011-04-27,30.0281,29.9143,23.6545,29.5633,28.4572,30.247
2011-04-28,30.247,30.0019,23.7057,29.7874,28.5254,30.6147
2011-04-29,30.6147,30.2733,23.7581,30.0553,28.5949,30.5315
2011-05-02,30.5315,30.6891,23.8121,30.2794,28.6533,30.4309
2011-05-03,30.4309,30.3521,23.8651,30.3704,28.696,29.5248
2011-05-04,29.5248,29.2884,23.9124,30.2698,28.732,29.5641
2011-05-05,29.5641,29.319,23.9616,30.1332,28.7685,30.4133
2011-05-06,30.4133,30.0281,24.0138,30.0929,28.8247,30.8073
2011-05-09,30.8073,30.3477,24.0672,30.1481,28.8804,31.0305
2011-05-10,31.0305,30.9211,24.1194,30.268,28.9357,30.5053
2011-05-11,30.5053,30.8598,24.167,30.4641,28.9901,30.3958
2011-05-12,30.3958,30.3739,24.2161,30.6305,29.0405,30.2995
2011-05-13,30.2995,30.4965,24.2658,30.6077,29.0792,30.247
2011-05-16,30.247,30.2295,24.3152,30.4956,29.1192,30.2383
2011-05-17,30.2383,30.0807,24.3617,30.3372,29.163,30.9167
2011-05-18,30.9167,30.3783,24.4125,30.4195,29.2131,30.9211
2011-05-19,30.9211,31.0349,24.4635,30.5245,29.2594,30.8905
2011-05-20,30.8905,30.9036,24.5146,30.6427,29.3081,30.6235
2011-05-23,30.6235,30.4571,24.5656,30.718,29.3486,30.5534
2011-05-24,30.5534,30.7723,24.6157,30.781,29.3943,30.8336
2011-05-25,30.8336,30.4615,24.6675,30.7644,29.4609,30.6322
2011-05-26,30.6322,30.7066,24.722,30.7066,29.529,30.6453
2011-05-27,30.6453,30.7285,24.777,30.6576,29.5859,31.1181
2011-05-31,31.1181,30.9999,24.8336,30.7565,29.6476,30.8161
2011-06-01,30.8161,31.0043,24.8892,30.809,29.6846,30.6453
2011-06-02,30.6453,30.8642,24.9423,30.7714,29.7195,30.5096
2011-06-03,30.5096,30.2164,24.9955,30.7469,29.7513,29.9406
2011-06-06,29.9406,30.3958,25.0476,30.6059,29.7769,30.1726
2011-06-07,30.1726,30.1201,25.1021,30.4168,29.802,30.247
2011-06-08,30.247,30.1901,25.1576,30.303,29.8316,30.4352
2011-06-09,30.4352,30.2995,25.2147,30.261,29.8685,30.2207
2011-06-10,30.2207,30.3302,25.2705,30.2032,29.8958,30.1288
2011-06-13,30.1288,30.3127,25.3259,30.2409,29.9128,30.5053
2011-06-14,30.5053,30.4177,25.3815,30.3074,29.9332,30.0807
2011-06-15,30.0807,30.2601,25.4373,30.2741,29.9434,29.9537
2011-06-16,29.9537,30.1244,25.4931,30.1778,29.9531,30.3652
2011-06-17,30.3652,30.1813,25.5482,30.2067,29.9802,30.9386
2011-06-20,30.9386,30.2251,25.6065,30.3687,30.0237,31.4332
2011-06-21,31.4332,31.14,25.6655,30.5543,30.0794,31.5164
2011-06-22,31.5164,31.4026,25.7276,30.8414,30.1415,31.6609
2011-06-23,31.6609,31.14,25.7899,31.1829,30.2109,32.0723
2011-06-24,32.0723,31.6696,25.8532,31.5243,30.2882,32.1686
2011-06-27,32.1686,32.1686,25.9168,31.7703,30.3674,32.0373
2011-06-28,32.0373,32.3131,25.9795,31.8911,30.4386,32.3437
2011-06-29,32.3437,32.173,26.0436,32.0566,30.5232,32.3962
2011-06-30,32.3962,32.4707,26.1085,32.2036,30.6078,32.9828
2011-07-01,32.9828,32.4269,26.1766,32.3857,30.6849,32.9259
2011-07-05,32.9259,32.904,26.2451,32.5372,30.7579,33.0616
2011-07-06,33.0616,32.834,26.3133,32.7421,30.8309,32.9959
2011-07-07,32.9959,33.2673,26.3819,32.8725,30.8913,32.939
2011-07-08,32.939,32.6326,26.4499,32.9811,30.9496,32.4138
2011-07-11,32.4138,32.5888,26.5159,32.8672,30.9929,32.3437
2011-07-12,32.3437,32.3175,26.5795,32.7508,31.0275,32.2956
2011-07-13,32.2956,32.4794,26.6436,32.5976,31.0628,32.2343
2011-07-14,32.2343,32.44,26.7072,32.4453,31.0988,32.567
2011-07-15,32.567,32.3962,26.7726,32.3709,31.1597,32.3656
2011-07-18,32.3656,32.4488,26.8358,32.3612,31.2157,32.7596
2011-07-19,32.7596,32.4663,26.8997,32.4444,31.2626,32.6239
2011-07-20,32.6239,32.7946,26.9626,32.5101,31.299,33.2454
2011-07-21,33.2454,32.8515,27.0243,32.7123,31.3433,33.1141
2011-07-22,33.1141,33.3549,27.086,32.8217,31.3954,32.9128
2011-07-25,32.9128,32.9128,27.1458,32.9312,31.4458,32.6851
2011-07-26,32.6851,32.8734,27.2039,32.9163,31.4935,32.3218
2011-07-27,32.3218,32.5276,27.26,32.8559,31.535,31.941
2011-07-28,31.941,32.1861,27.3142,32.595,31.569,31.8622
2011-07-29,31.8622,31.5996,27.3667,32.3446,31.5879,31.8447
2011-08-01,31.8447,32.2168,27.419,32.131,31.6064,31.2976
2011-08-02,31.2976,31.6915,27.4675,31.8535,31.6146,30.2689
2011-08-03,30.2689,31.0918,27.5105,31.4429,31.6075,28.2159
2011-08-04,28.2159,29.8224,27.5458,30.6979,31.5607,27.8833
2011-08-05,27.8833,28.3954,27.5775,29.9021,31.5017,25.9616
2011-08-08,25.9616,27.1348,27.5996,28.7255,31.4083,27.8001
2011-08-09,27.8001,26.3906,27.629,28.026,31.3514,27.2529
2011-08-10,27.2529,27.3098,27.6554,27.4228,31.2741,28.9294
2011-08-11,28.9294,27.3711,27.6905,27.5655,31.2364,29.0301
2011-08-12,29.0301,29.2577,27.7269,27.7949,31.2041,29.853
2011-08-15,29.853,29.3103,27.7675,28.5731,31.1909,29.8399
2011-08-16,29.8399,29.5685,27.8076,28.9811,31.1889,29.9362
2011-08-17,29.9362,30.0719,27.8482,29.5177,31.1842,29.1658
2011-08-18,29.1658,29.2446,27.8838,29.565,31.1626,28.785
2011-08-19,28.785,28.82,27.9175,29.516,31.1296,28.6099
2011-08-22,28.6099,29.4285,27.9493,29.2674,31.0973,29.4591
2011-08-23,29.4591,28.7106,27.9847,29.1912,31.0839,29.9231
2011-08-24,29.9231,29.2621,28.0224,29.1886,31.0723,29.4897
2011-08-25,29.4897,30.015,28.0589,29.2534,31.0605,30.1157
2011-08-26,30.1157,29.3146,28.0976,29.5195,31.0637,31.0393
2011-08-29,31.0393,30.4921,28.1405,30.0054,31.0772,31.0656
2011-08-30,31.0656,30.8598,28.1823,30.3267,31.0797,31.0349
2011-08-31,31.0349,31.2275,28.2238,30.549,31.0718,31.0612
2011-09-01,31.0612,31.14,28.2686,30.8633,31.0627,30.0063
2011-09-02,30.0063,30.4527,28.3085,30.8414,31.0296,29.5641
2011-09-06,29.5641,29.0126,28.3454,30.5464,30.9794,30.3564
2011-09-07,30.3564,30.0456,28.3859,30.4046,30.9432,29.9318
2011-09-08,29.9318,30.2689,28.4231,30.184,30.9011,29.087
2011-09-09,29.087,29.6429,28.4569,29.7891,30.8359,28.8331
2011-09-12,28.8331,28.7719,28.4879,29.5545,30.7647,29.3278
2011-09-13,29.3278,28.9776,28.5225,29.5072,30.6916,29.5992
2011-09-14,29.5992,29.4416,28.5587,29.3558,30.625,29.8749
2011-09-15,29.8749,29.7961,28.5962,29.3444,30.5613,29.8837
2011-09-16,29.8837,30.0106,28.633,29.5037,30.499,29.7392
2011-09-19,29.7392,29.2928,28.6668,29.685,30.4351,29.7918
2011-09-20,29.7918,29.8793,28.6998,29.7778,30.3826,29.0695
2011-09-21,29.0695,29.7392,28.7286,29.6718,30.3171,28.1722
2011-09-22,28.1722,28.1984,28.7526,29.3313,30.2347,28.1766
2011-09-23,28.1766,27.9796,28.7755,28.9898,30.1535,28.6668
2011-09-26,28.6668,28.4523,28.8002,28.7754,30.0755,29.5729
2011-09-27,29.5729,29.3453,28.8294,28.7316,30.0196,29.2227
2011-09-28,29.2227,29.6998,28.8568,28.7622,29.9489,29.6211
2011-09-29,29.6211,29.8662,28.8851,29.052,29.8889,28.9076
2011-09-30,28.9076,29.2402,28.9119,29.1982,29.8021,28.251
2011-10-03,28.251,28.8419,28.9353,29.115,29.7048,28.1065
2011-10-04,28.1065,27.9533,28.9573,28.8218,29.6087,28.8113
2011-10-05,28.8113,28.2597,28.9813,28.7395,29.5312,29.5379
2011-10-06,29.5379,28.7018,29.0086,28.7228,29.4756,29.7305
2011-10-07,29.7305,29.8312,29.0363,28.8874,29.4313,31.2144
2011-10-10,31.2144,30.2514,29.071,29.4801,29.4184,30.8905
2011-10-11,30.8905,30.9386,29.1041,30.0369,29.3993,30.8248
2011-10-12,30.8248,31.1706,29.1368,30.4396,29.3898,30.7241
2011-10-13,30.7241,30.549,29.1686,30.6769,29.399,30.9299
2011-10-14,30.9299,31.1312,29.2013,30.9167,29.4532,31.0874
2011-10-17,31.0874,31.0043,29.2354,30.8913,29.5173,31.6258
2011-10-18,31.6258,31.1312,29.27,31.0384,29.6306,31.4551
2011-10-19,31.4551,31.6696,29.3055,31.1645,29.7037,31.6609
2011-10-20,31.6609,31.5514,29.3426,31.3518,29.7919,32.243
2011-10-21,32.243,32.0767,29.3819,31.6145,29.8581,32.7158
2011-10-24,32.7158,32.1774,29.4234,31.9401,29.9318,32.3087
2011-10-25,32.3087,32.5363,29.4633,32.0767,29.981,32.6195
2011-10-26,32.6195,32.6414,29.5026,32.3096,30.0365,33.5956
2011-10-27,33.5956,33.3286,29.545,32.6965,30.1097,33.5737
2011-10-28,33.5737,33.4862,29.5865,32.9627,30.1979,33.2892
2011-10-31,33.2892,33.2192,29.6265,33.0774,30.288,32.2868
2011-11-01,32.2868,32.3043,29.6614,33.073,30.3615,33.1141
2011-11-02,33.1141,33.0879,29.701,33.1719,30.4346,33.7138
2011-11-03,33.7138,33.1929,29.7421,33.1955,30.5104,33.9371
2011-11-04,33.9371,33.2454,29.7837,33.2682,30.5994,33.9327
2011-11-07,33.9327,34.0027,29.8243,33.3969,30.6757,34.1253
2011-11-08,34.1253,33.9064,29.8668,33.7646,30.7374,33.0134
2011-11-09,33.0134,33.4205,29.9025,33.7445,30.7764,33.7751
2011-11-10,33.7751,33.4162,29.9421,33.7567,30.8312,34.4536
2011-11-11,34.4536,34.099,29.9857,33.86,30.899,34.2347
2011-11-14,34.2347,34.3266,30.028,33.9204,30.9836,34.8256
2011-11-15,34.8256,34.4798,30.0725,34.0605,31.0888,34.7819
2011-11-16,34.7819,34.4798,30.1176,34.4142,31.1774,34.8125
2011-11-17,34.8125,34.6812,30.1622,34.6217,31.275,34.8694
2011-11-18,34.8694,34.9176,30.2074,34.7048,31.3906,34.4098
2011-11-21,34.4098,34.4623,30.2492,34.7398,31.5021,34.4973
2011-11-22,34.4973,34.4317,30.2914,34.6742,31.6055,33.8758
2011-11-23,33.8758,34.1953,30.3312,34.493,31.6911,34.0246
2011-11-25,34.0246,33.8889,30.3705,34.3354,31.7741,34.9132
2011-11-28,34.9132,35.0007,30.4131,34.3441,31.8747,35.2634
2011-11-29,35.2634,35.0708,30.4567,34.5149,31.9851,36.4015
2011-11-30,36.4015,36.1651,30.5046,34.8957,32.1173,36.4058
2011-12-01,36.4058,36.2351,30.5509,35.4017,32.2641,36.384
2011-12-02,36.384,36.7516,30.5948,35.8736,32.4283,36.721
2011-12-05,36.721,36.7692,30.6369,36.2351,32.5992,36.3927
2011-12-06,36.3927,36.6904,30.6802,36.461,32.7537,36.3095
2011-12-07,36.3095,36.3927,30.7231,36.4426,32.8884,35.4735
2011-12-08,35.4735,36.1126,30.7624,36.2561,33.0134,36.5547
2011-12-09,36.5547,35.6923,30.8051,36.2903,33.1521,36.0425
2011-12-12,36.0425,36.2789,30.844,36.1546,33.2948,36.0557
2011-12-13,36.0557,36.419,30.8853,36.0872,33.4509,35.5041
2011-12-14,35.5041,35.8499,30.9234,35.9261,33.5989,36.0994
2011-12-15,36.0994,35.8368,30.9621,36.0513,33.7446,35.92
2011-12-16,35.92,36.1476,31.0005,35.9243,33.8723,36.1301
2011-12-19,36.1301,36.1126,31.0409,35.9418,34.0003,37.0143
2011-12-20,37.0143,36.7341,31.0839,36.1336,34.1163,37.4608
2011-12-21,37.4608,36.988,31.1282,36.5249,34.2477,37.4564
2011-12-22,37.4564,37.6577,31.1732,36.7963,34.3803,37.8591
2011-12-23,37.8591,37.4651,31.2195,37.1841,34.523,37.951
2011-12-27,37.951,37.7322,31.2679,37.5483,34.6634,37.6008
2011-12-28,37.6008,38.0035,31.3184,37.6656,34.7937,37.951
2011-12-29,37.951,37.7891,31.372,37.7637,34.9202,37.9466
2011-12-30,37.9466,37.7847,31.4227,37.8617,35.05,38.2662
2012-01-03,38.2662,38.5244,31.4739,37.9431,35.1821,38.2355
2012-01-04,38.2355,38.2837,31.5203,38.0,35.302,38.2749
2012-01-05,38.2749,38.0911,31.5671,38.1349,35.4132,38.1743
2012-01-06,38.1743,38.2793,31.6134,38.1795,35.5305,37.9773
2012-01-09,37.9773,38.183,31.66,38.1856,35.6376,38.5901
2012-01-10,38.5901,38.31,31.7084,38.2504,35.7375,38.6776
2012-01-11,38.6776,38.5901,31.7579,38.3388,35.8396,38.3669
2012-01-12,38.3669,38.682,31.8068,38.3572,35.9411,38.8746
2012-01-13,38.8746,38.0911,31.8569,38.4973,36.0729,38.5288
2012-01-17,38.5288,39.0891,31.9031,38.6076,36.1812,38.844
2012-01-18,38.844,38.5551,31.9499,38.6584,36.2838,38.7302
2012-01-19,38.7302,38.914,31.9957,38.6689,36.3797,38.485
2012-01-20,38.485,38.7477,32.0408,38.6925,36.4707,38.4894
2012-01-23,38.4894,38.4369,32.0882,38.6155,36.558,38.1918
2012-01-24,38.1918,38.3318,32.1353,38.5481,36.6616,38.3669
2012-01-25,38.3669,38.0211,32.1839,38.4527,36.7534,38.5288
2012-01-26,38.5288,38.4106,32.2345,38.4124,36.8349,37.2507
2012-01-27,37.2507,38.3012,32.2798,38.1655,36.8952,36.6116
2012-01-30,36.6116,36.9486,32.3219,37.7899,36.9309,36.4015
2012-01-31,36.4015,36.6816,32.3628,37.4319,36.9633,35.7755
2012-02-01,35.7755,35.7274,32.3993,36.9136,36.9826,35.4122
2012-02-02,35.4122,35.8455,32.4358,36.2903,36.9934,35.7624
2012-02-03,35.7624,35.2459,32.4738,35.9926,37.0205,35.7755
2012-02-06,35.7755,35.561,32.507,35.8254,37.0461,36.1388
2012-02-07,36.1388,35.6136,32.5413,35.7729,37.0913,35.8718
2012-02-08,35.8718,36.152,32.5736,35.7921,37.1283,35.7668
2012-02-09,35.7668,35.8718,32.6026,35.8631,37.1453,35.4603
2012-02-10,35.4603,35.5566,32.6298,35.8026,37.1493,35.6967
2012-02-13,35.6967,35.5917,32.657,35.7869,37.1352,35.5742
2012-02-14,35.5742,35.6967,32.6818,35.674,37.1185,35.2152
2012-02-15,35.2152,35.6223,32.7052,35.5426,37.0952,36.0557
2012-02-16,36.0557,35.3465,32.7333,35.6004,37.0819,35.9331
2012-02-17,35.9331,36.3533,32.7654,35.695,37.0727,36.4452
2012-02-21,36.4452,36.0819,32.7998,35.8447,37.0754,36.4803
2012-02-22,36.4803,36.1957,32.8301,36.0259,37.0955,36.8392
2012-02-23,36.8392,36.5109,32.8603,36.3507,37.1012,36.7122
2012-02-24,36.7122,36.8873,32.8887,36.482,37.1146,36.4803
2012-02-27,36.4803,36.4671,32.9186,36.5914,37.1231,35.9287
2012-02-28,35.9287,36.4584,32.9462,36.4881,37.1316,36.1738
2012-02-29,36.1738,36.0338,32.9756,36.4268,37.1331,36.1563
2012-03-01,36.1563,36.187,33.0052,36.2903,37.1378,36.2395
2012-03-02,36.2395,36.152,33.0352,36.1957,37.14,36.384
2012-03-05,36.384,36.1082,33.0625,36.1765,37.1274,36.1301
2012-03-06,36.1301,36.1738,33.0885,36.2167,37.1008,36.0338
2012-03-07,36.0338,36.1432,33.1143,36.1887,37.0723,36.1563
2012-03-08,36.1563,36.1738,33.1419,36.1887,37.0383,36.4452
2012-03-09,36.4452,36.2132,33.1714,36.2299,37.0082,36.9836
2012-03-12,36.9836,36.6116,33.2021,36.3498,36.9958,37.2113
2012-03-13,37.2113,37.1281,33.235,36.566,36.981,36.7298
2012-03-14,36.7298,37.2069,33.2654,36.7052,36.9567,36.5809
2012-03-15,36.5809,36.7385,33.2928,36.7902,36.923,36.2658
2012-03-16,36.2658,36.5547,33.32,36.7543,36.8836,36.3533
2012-03-19,36.3533,36.2614,33.3485,36.6282,36.8451,36.257
2012-03-20,36.257,36.1826,33.3773,36.4374,36.8068,36.0163
2012-03-21,36.0163,36.2176,33.4077,36.2947,36.7676,35.6836
2012-03-22,35.6836,35.8237,33.4352,36.1152,36.7094,35.9725
2012-03-23,35.9725,35.6967,33.4638,36.0565,36.6553,36.1563
2012-03-26,36.1563,36.1826,33.4925,36.0171,36.6111,36.0644
2012-03-27,36.0644,36.1388,33.5217,35.9786,36.5549,35.8193
2012-03-28,35.8193,35.9594,33.5501,35.9392,36.5007,35.8455
2012-03-29,35.8455,35.5566,33.5768,35.9716,36.4408,35.7449
2012-03-30,35.7449,35.9637,33.6051,35.9261,36.3811,35.723
2012-04-02,35.723,35.6136,33.634,35.8394,36.3258,35.8499
2012-04-03,35.8499,35.7449,33.6614,35.7965,36.273,35.4341
2012-04-04,35.4341,35.5829,33.6839,35.7195,36.2179,35.4997
2012-04-05,35.4997,35.3465,33.7042,35.6503,36.1605,35.3159
2012-04-09,35.3159,35.1452,33.7232,35.5645,36.0963,34.7381
2012-04-10,34.7381,35.3159,33.7386,35.3675,36.046,35.2546
2012-04-11,35.2546,35.0664,33.7545,35.2485,36.0189,35.224
2012-04-12,35.224,35.2677,33.7698,35.2065,35.9953,35.1145
2012-04-13,35.1145,35.1714,33.7852,35.1294,35.9821,35.0182
2012-04-16,35.0182,35.2546,33.7986,35.0699,35.9742,35.4954
2012-04-17,35.4954,35.1714,33.8141,35.2213,35.9689,35.4253
2012-04-18,35.4253,35.364,33.8263,35.2555,35.9619,35.4297
2012-04-19,35.4297,35.3947,33.8388,35.2966,35.9477,36.257
2012-04-20,36.257,35.5172,33.8548,35.5251,35.9554,35.9725
2012-04-23,35.9725,35.8937,33.8696,35.716,35.9595,36.1957
2012-04-24,36.1957,35.9462,33.8859,35.8561,35.9742,36.9267
2012-04-25,36.9267,36.4627,33.9085,36.1563,35.9988,37.1894
2012-04-26,37.1894,36.7735,33.9327,36.5083,36.0311,37.4214
2012-04-27,37.4214,37.3863,33.9583,36.7411,36.0753,37.5965
2012-04-30,37.5965,37.3951,33.9852,37.0659,36.1061,37.986
2012-05-01,37.986,37.6665,34.0123,37.424,36.1471,37.9072
2012-05-02,37.9072,37.6446,34.04,37.6201,36.1764,37.8985
2012-05-03,37.8985,37.881,34.0657,37.7619,36.2047,37.916
2012-05-04,37.916,37.6621,34.0921,37.8608,36.2263,37.7934
2012-05-07,37.7934,37.8897,34.1149,37.9002,36.2479,37.5571
2012-05-08,37.5571,37.6008,34.1371,37.8144,36.2694,37.3163
2012-05-09,37.3163,37.2507,34.1591,37.6963,36.2972,37.9598
2012-05-10,37.9598,37.5746,34.1855,37.7085,36.3329,37.8416
2012-05-11,37.8416,37.7978,34.2131,37.6936,36.3666,37.0362
2012-05-14,37.0362,37.5527,34.2385,37.5422,36.3826,36.9267
2012-05-15,36.9267,37.0931,34.2639,37.4161,36.3934,36.883
2012-05-16,36.883,37.0187,34.2891,37.3294,36.4085,35.9681
2012-05-17,35.9681,36.8611,34.3124,36.9311,36.4072,35.7055
2012-05-18,35.7055,36.0381,34.3396,36.5039,36.3981,36.5722
2012-05-21,36.5722,35.7405,34.3814,36.4111,36.4007,36.8479
2012-05-22,36.8479,36.6947,34.4262,36.3953,36.398,36.2483
2012-05-23,36.2483,36.7254,34.4776,36.2684,36.3787,36.6203
2012-05-24,36.6203,36.3314,34.5217,36.3988,36.3765,36.5941
2012-05-25,36.5941,36.6772,34.5684,36.5766,36.3768,37.0712
2012-05-29,37.0712,36.756,34.6091,36.6764,36.3929,36.4233
2012-05-30,36.4233,36.7604,34.6461,36.5914,36.3943,36.327
2012-05-31,36.327,36.419,34.6785,36.6072,36.3957,34.9307
2012-06-01,34.9307,35.8674,34.7039,36.2693,36.374,34.5718
2012-06-04,34.5718,34.8694,34.7271,35.8648,36.3517,35.1583
2012-06-05,35.1583,34.6155,34.7571,35.4822,36.3355,36.1738
2012-06-06,36.1738,35.3246,34.794,35.4323,36.3358,36.1738
2012-06-07,36.1738,36.7429,34.8318,35.4017,36.338,36.1388
2012-06-08,36.1388,36.0425,34.8652,35.6433,36.3444,36.06
2012-06-11,36.06,36.3402,34.8959,35.941,36.3487,36.8129
2012-06-12,36.8129,36.0688,34.9325,36.2719,36.37,36.8042
2012-06-13,36.8042,36.7429,34.966,36.398,36.3917,37.0843
2012-06-14,37.0843,36.9005,34.9962,36.5801,36.4163,37.5658
2012-06-15,37.5658,37.3732,35.0287,36.8655,36.459,38.0211
2012-06-18,38.0211,37.5308,35.0636,37.2577,36.5094,38.5026
2012-06-19,38.5026,38.1786,35.1008,37.5956,36.5731,38.1086
2012-06-20,38.1086,38.45,35.1414,37.8565,36.6405,37.0405
2012-06-21,37.0405,38.1086,35.1787,37.8477,36.6763,37.2857
2012-06-22,37.2857,37.1806,35.2134,37.7917,36.7175,36.3752
2012-06-25,36.3752,36.8917,35.2456,37.4625,36.7427,36.1038
2012-06-26,36.1038,36.3927,35.2807,36.9828,36.7644,36.3489
2012-06-27,36.3489,36.1126,35.3183,36.6308,36.7815,36.3752
2012-06-28,36.3752,36.1563,35.3535,36.4978,36.8005,37.0405
2012-06-29,37.0405,36.883,35.3907,36.4487,36.8327,37.4082
2012-07-02,37.4082,37.2769,35.4284,36.6553,36.8557,37.6446
2012-07-03,37.6446,37.4695,35.4672,36.9635,36.8892,37.5658
2012-07-05,37.5658,37.4257,35.5063,37.2069,36.9166,37.452
2012-07-06,37.452,37.1631,35.5446,37.4222,36.9271,37.2944
2012-07-09,37.2944,37.2944,35.5857,37.473,36.9292,36.9968
2012-07-10,36.9968,37.3119,35.6299,37.3907,36.9207,37.0581
2012-07-11,37.0581,37.0143,35.6743,37.2734,36.9099,37.5833
2012-07-12,37.5833,37.2682,35.7188,37.2769,36.9019,37.8985
2012-07-13,37.8985,37.6008,35.7605,37.3662,36.9017,38.0035
2012-07-16,38.0035,37.7934,35.8044,37.508,36.9038,38.3887
2012-07-17,38.3887,38.1699,35.8482,37.7864,36.9133,38.5201
2012-07-18,38.5201,38.1874,35.8963,38.0788,36.9278,38.6076
2012-07-19,38.6076,38.5026,35.9481,38.2837,36.9488,38.5726
2012-07-20,38.5726,38.3275,36.0004,38.4185,36.9739,38.4763
2012-07-23,38.4763,38.4063,36.0487,38.5131,36.9843,37.9598
2012-07-24,37.9598,38.4325,36.0908,38.4273,36.9866,37.7497
2012-07-25,37.7497,38.0998,36.1309,38.2732,37.0009,38.1699
2012-07-26,38.1699,38.3975,36.1657,38.1856,37.0257,39.6757
2012-07-27,39.6757,38.345,36.2096,38.4063,37.0816,39.7019
2012-07-30,39.7019,39.6144,36.254,38.6514,37.1563,38.9665
2012-07-31,38.9665,39.6319,36.2952,38.8527,37.2215,39.1154
2012-08-01,39.1154,38.7302,36.3362,39.1259,37.2724,38.5551
2012-08-02,38.5551,38.2924,36.3735,39.2029,37.3065,39.1504
2012-08-03,39.1504,39.1854,36.4111,39.0979,37.3645,39.3868
2012-08-06,39.3868,39.343,36.4508,39.0348,37.4199,39.2467
2012-08-07,39.2467,39.5706,36.4887,39.0909,37.4729,39.0804
2012-08-08,39.0804,39.0366,36.5229,39.0839,37.5131,39.0891
2012-08-09,39.0891,38.9315,36.5548,39.1907,37.5664,39.1767
2012-08-10,39.1767,38.9403,36.5891,39.1959,37.6234,38.9053
2012-08-13,38.9053,39.0804,36.6205,39.0996,37.7029,38.844
2012-08-14,38.844,38.9578,36.6468,39.0191,37.7884,38.844
2012-08-15,38.844,38.914,36.6731,38.9718,37.8621,38.9841
2012-08-16,38.9841,38.9578,36.7016,38.9508,37.9183,38.7827
2012-08-17,38.7827,39.0979,36.7341,38.872,37.9705,38.8702
2012-08-20,38.8702,38.809,36.7628,38.865,38.0251,38.9578
2012-08-21,38.9578,38.879,36.7891,38.8878,38.083,38.949
2012-08-22,38.949,38.8527,36.8141,38.9088,38.1258,38.809
2012-08-23,38.809,38.8265,36.8385,38.8737,38.1659,39.0366
2012-08-24,39.0366,38.7039,36.8631,38.9245,38.2049,39.1066
2012-08-27,39.1066,39.0103,36.8935,38.9718,38.2357,38.9315
2012-08-28,38.9315,38.9665,36.9193,38.9665,38.2539,39.1767
2012-08-29,39.1767,38.9928,36.9429,39.0121,38.2674,38.9578
2012-08-30,38.9578,38.9928,36.9665,39.0418,38.2844,38.9841
2012-08-31,38.9841,39.2029,36.9873,39.0313,38.3233,39.3955
2012-09-04,39.3955,38.9753,37.0104,39.0891,38.3655,39.2905
2012-09-05,39.2905,39.4918,37.0328,39.1609,38.4238,39.9033
2012-09-06,39.9033,39.4656,37.058,39.3062,38.4998,40.0521
2012-09-07,40.0521,39.9208,37.0862,39.5251,38.5738,40.1834
2012-09-10,40.1834,40.1922,37.1146,39.765,38.65,40.4023
2012-09-11,40.4023,40.2447,37.1472,39.9663,38.7172,40.5424
2012-09-12,40.5424,40.4811,37.1798,40.2167,38.7799,41.1114
2012-09-13,41.1114,40.5249,37.2108,40.4583,38.8492,41.2252
2012-09-14,41.2252,41.0852,37.2406,40.6929,38.9224,41.1289
2012-09-17,41.1289,41.0764,37.2643,40.882,38.996,40.9363
2012-09-18,40.9363,41.1289,37.2869,40.9888,39.0688,41.0676
2012-09-19,41.0676,40.9626,37.3103,41.0939,39.1502,41.1289
2012-09-20,41.1289,40.8313,37.3324,41.0974,39.2316,41.2427
2012-09-21,41.2427,41.3653,37.3566,41.1009,39.3048,41.8556
2012-09-24,41.8556,41.199,37.3844,41.2462,39.384,41.2427
2012-09-25,41.2427,42.3808,37.4132,41.3075,39.4487,41.8468
2012-09-26,41.8468,41.3215,37.4397,41.4633,39.5179,42.0482
2012-09-27,42.0482,41.9343,37.4697,41.6472,39.5885,42.2933
2012-09-28,42.2933,41.8643,37.5009,41.8573,39.6622,42.0919
2012-10-01,42.0919,42.3983,37.5338,41.9046,39.7326,42.1094
2012-10-02,42.1094,42.232,37.5639,42.0779,39.8052,42.7485
2012-10-03,42.7485,42.1882,37.598,42.2583,39.901,42.9936
2012-10-04,42.9936,42.9061,37.6323,42.4474,40.0059,43.2388
2012-10-05,43.2388,43.16,37.6635,42.6365,40.1073,42.9586
2012-10-08,42.9586,43.1775,37.6909,42.8098,40.1729,42.6172
2012-10-09,42.6172,42.9849,37.7167,42.9114,40.2312,42.0744
