ticker,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2002-03-13,28.275,28.225,28.215,26.8921,,28.25
2002-03-14,28.25,28.225,28.239,26.9621,,28.45
2002-03-15,28.45,28.25,28.304,27.0431,,29.15
2002-03-18,29.15,28.375,28.474,27.1416,,28.2
2002-03-19,28.2,29.05,28.465,27.227,,28.2
2002-03-20,28.2,28.15,28.45,27.3208,,28.65
2002-03-21,28.65,28.25,28.53,27.4198,,28.4
2002-03-22,28.4,28.7,28.52,27.5118,,28.3
2002-03-25,28.3,28.275,28.35,27.5768,,27.99
2002-03-26,27.99,28.3,28.308,27.6216,,29.0
2002-03-27,29.0,27.99,28.468,27.6826,,28.785
2002-03-28,28.785,29.0,28.495,27.7513,,29.125
2002-04-01,29.125,28.91,28.64,27.8239,,30.0
2002-04-02,30.0,29.225,28.98,27.9209,,29.675
2002-04-03,29.675,30.0,29.317,28.0046,,30.375
2002-04-04,30.375,29.625,29.592,28.0946,,30.96
2002-04-05,30.96,30.4,30.027,28.1912,,30.685
2002-04-08,30.685,30.96,30.339,28.2769,,30.425
2002-04-09,30.425,30.675,30.424,28.3466,,30.6
2002-04-10,30.6,30.425,30.609,28.4211,,30.42
2002-04-11,30.42,30.55,30.618,28.4975,,30.32
2002-04-12,30.32,30.35,30.49,28.5787,,30.475
2002-04-15,30.475,30.475,30.448,28.6562,,31.105
2002-04-16,31.105,30.8,30.584,28.7468,,32.325
2002-04-17,32.325,31.1,30.929,28.8713,,34.125
2002-04-18,34.125,32.95,31.67,29.0114,,34.18
2002-04-19,34.18,34.0,32.442,29.13,,33.675
2002-04-22,33.675,34.125,33.082,29.2275,,32.975
2002-04-23,32.975,33.0,33.456,29.31,,33.875
2002-04-24,33.875,32.85,33.766,29.412,,35.6
2002-04-25,35.6,34.25,34.061,29.555,,35.35
2002-04-26,35.35,35.6,34.295,29.7015,,33.325
2002-04-29,33.325,33.475,34.225,29.8039,,34.1
2002-04-30,34.1,33.425,34.45,29.9249,,35.38
2002-05-01,35.38,33.9,34.751,30.0888,,35.55
2002-05-02,35.55,35.325,34.741,30.2598,,35.93
2002-05-03,35.93,35.6,34.857,30.4229,,34.75
2002-05-06,34.75,35.85,35.142,30.5544,,33.795
2002-05-07,33.795,34.75,35.081,30.6598,,34.25
2002-05-08,34.25,33.795,34.855,30.7623,,34.075
2002-05-09,34.075,34.255,34.56,30.864,,34.08
2002-05-10,34.08,34.075,34.19,30.9646,,33.0
2002-05-13,33.0,34.0,33.84,31.0441,,32.475
2002-05-14,32.475,33.0,33.576,31.1386,,32.21
2002-05-15,32.21,32.3,33.168,31.2363,,33.675
2002-05-16,33.675,32.3,33.088,31.3463,,34.95
2002-05-17,34.95,34.125,33.262,31.4827,,33.245
2002-05-20,33.245,34.425,33.311,31.5851,,33.675
2002-05-21,33.675,33.3,33.551,31.6926,,32.85
2002-05-22,32.85,33.55,33.679,31.7847,,32.935
2002-05-23,32.935,32.825,33.531,31.8779,,33.58
2002-05-24,33.58,32.935,33.257,31.9845,,33.25
2002-05-28,33.25,33.55,33.258,32.0805,,33.9
2002-05-29,33.9,33.25,33.303,32.1755,,35.375
2002-05-30,35.375,33.9,33.808,32.319,,35.45
2002-05-31,35.45,35.3,34.311,32.464,,35.135
2002-06-03,35.135,35.375,34.622,32.5937,,34.65
2002-06-04,34.65,34.75,34.902,32.7187,,36.0
2002-06-05,36.0,34.625,35.322,32.8727,,35.225
2002-06-06,35.225,36.0,35.292,33.0174,,35.95
2002-06-07,35.95,35.23,35.392,33.1564,,36.35
2002-06-10,36.35,36.0,35.635,33.3077,,36.625
2002-06-11,36.625,37.5,36.03,33.4577,,37.3
2002-06-12,37.3,36.825,36.29,33.6037,,36.2
2002-06-13,36.2,37.275,36.485,33.7342,,35.695
2002-06-14,35.695,35.975,36.434,33.8406,,36.75
2002-06-17,36.75,35.95,36.514,33.9564,,36.875
2002-06-18,36.875,36.755,36.564,34.0802,,36.715
2002-06-19,36.715,36.725,36.447,34.206,,36.27
2002-06-20,36.27,36.59,36.461,34.3194,,36.25
2002-06-21,36.25,36.17,36.572,34.436,,34.6
2002-06-24,34.6,36.175,36.142,34.5216,,33.18
2002-06-25,33.18,34.5,35.403,34.5757,,33.0
2002-06-26,33.0,32.2,34.66,34.6136,,33.45
2002-06-27,33.45,33.375,34.096,34.6361,,33.74
2002-06-28,33.74,33.5,33.594,34.6284,,32.125
2002-07-01,32.125,33.615,33.099,34.5873,,31.875
2002-07-02,31.875,32.125,32.838,34.5513,,32.375
2002-07-03,32.375,31.875,32.713,34.5393,,32.95
2002-07-05,32.95,32.725,32.613,34.5208,,33.35
2002-07-08,33.35,33.025,32.535,34.4758,,31.765
2002-07-09,31.765,33.35,32.463,34.4041,,30.275
2002-07-10,30.275,31.675,32.143,34.3431,,31.025
2002-07-11,31.025,30.275,31.873,34.2816,,32.175
2002-07-12,32.175,31.5,31.718,34.2175,,31.75
2002-07-15,31.75,32.1,31.398,34.1415,,30.9
2002-07-16,30.9,31.625,31.225,34.0409,,32.425
2002-07-17,32.425,31.75,31.655,33.9944,,32.75
2002-07-18,32.75,32.75,32.0,33.9735,,31.4
2002-07-19,31.4,32.5,31.845,33.9165,,29.3
2002-07-22,29.3,31.375,31.355,33.821,,28.875
2002-07-23,28.875,29.5,30.95,33.7169,,31.505
2002-07-24,31.505,29.75,30.766,33.687,,32.32
2002-07-25,32.32,31.5,30.68,33.6839,,32.0
2002-07-26,32.0,32.57,30.8,33.6797,,34.3
2002-07-29,34.3,32.25,31.8,33.6922,,32.955
2002-07-30,32.955,33.925,32.616,33.6523,,33.94
2002-07-31,33.94,32.625,33.103,33.6662,,34.445
2002-08-01,34.445,33.965,33.528,33.6816,,33.35
2002-08-02,33.35,34.325,33.798,33.6916,,30.25
2002-08-05,30.25,33.0,32.988,33.6379,,30.745
2002-08-06,30.745,31.1,32.546,33.5812,,30.8
2002-08-07,30.8,31.125,31.918,33.5322,,32.1
2002-08-08,32.1,30.925,31.449,33.4962,,31.68
2002-08-09,31.68,31.975,31.115,33.4223,,30.625
2002-08-12,30.625,31.6,31.19,33.3258,,30.66
2002-08-13,30.66,30.8,31.173,33.2363,,30.94
2002-08-14,30.94,30.0,31.201,33.1621,29.192,29.825
2002-08-15,29.825,31.315,30.746,33.0386,29.2511,29.35
2002-08-16,29.35,29.75,30.28,32.9211,29.2956,30.995
2002-08-19,30.995,29.5,30.354,32.822,29.3459,31.26
2002-08-20,31.26,30.95,30.474,32.7202,29.3968,30.8
2002-08-21,30.8,31.325,30.446,32.6037,29.4435,32.42
2002-08-22,32.42,30.75,30.965,32.5061,29.4984,32.25
2002-08-23,32.25,32.34,31.545,32.4271,29.5495,32.19
2002-08-26,32.19,32.25,31.784,32.357,29.6023,31.16
2002-08-27,31.16,32.19,31.764,32.2452,29.6514,30.595
2002-08-28,30.595,30.95,31.723,32.1196,29.6994,31.95
2002-08-29,31.95,30.47,31.629,32.0243,29.752,31.555
2002-08-30,31.555,31.825,31.49,31.93,29.8029,30.105
2002-09-03,30.105,31.5,31.073,31.8071,29.8385,30.455
2002-09-04,30.455,30.0,30.932,31.7242,29.8739,31.0
2002-09-05,31.0,30.44,31.013,31.6806,29.9119,31.5
2002-09-06,31.5,31.375,30.923,31.6506,29.9507,31.95
2002-09-09,31.95,31.375,31.002,31.6206,29.9884,32.24
2002-09-10,32.24,31.95,31.429,31.5906,30.0271,32.71
2002-09-11,32.71,32.6,31.88,31.6023,30.0677,32.885
2002-09-12,32.885,32.5,32.257,31.6225,30.1108,34.0
2002-09-13,34.0,32.775,32.757,31.655,30.1593,34.45
2002-09-16,34.45,33.75,33.257,31.685,30.2091,34.525
2002-09-17,34.525,34.975,33.714,31.7085,30.2567,34.62
2002-09-18,34.62,34.5,34.096,31.7656,30.3027,32.845
2002-09-19,32.845,34.245,34.088,31.817,30.3387,32.655
2002-09-20,32.655,32.85,33.819,31.8496,30.3732,32.425
2002-09-23,32.425,32.655,33.414,31.8546,30.4132,31.705
2002-09-24,31.705,32.43,32.85,31.8537,30.4505,32.95
2002-09-25,32.95,31.83,32.516,31.8947,30.4937,32.32
2002-09-26,32.32,33.0,32.411,31.8926,30.5347,32.125
2002-09-27,32.125,32.32,32.305,31.8801,30.5748,32.5
2002-09-30,32.5,32.125,32.32,31.9021,30.6177,32.16
2002-10-01,32.16,32.45,32.411,31.9593,30.6582,32.5
2002-10-02,32.5,32.25,32.321,32.0318,30.7007,33.38
2002-10-03,33.38,32.75,32.533,32.0693,30.7445,33.335
2002-10-04,33.335,33.5,32.775,32.0896,30.7879,32.11
2002-10-07,32.11,33.3,32.697,32.0918,30.8285,32.4
2002-10-08,32.4,32.325,32.745,32.0538,30.8732,32.675
2002-10-09,32.675,32.325,32.78,32.0482,30.9222,33.22
2002-10-10,33.22,33.625,32.748,32.0338,30.9743,33.9
2002-10-11,33.9,33.975,32.861,32.0229,31.0282,34.335
2002-10-14,34.335,33.85,33.306,32.0426,31.0826,35.8
2002-10-15,35.8,34.995,33.986,32.1536,31.1404,36.75
2002-10-16,36.75,35.675,34.801,32.2737,31.2004,34.95
2002-10-17,34.95,37.75,35.147,32.3567,31.2531,35.275
2002-10-18,35.275,34.955,35.422,32.4202,31.3084,36.085
2002-10-21,36.085,35.2,35.772,32.5083,31.3691,35.635
2002-10-22,35.635,36.085,35.739,32.6085,31.4298,36.07
2002-10-23,36.07,35.445,35.603,32.7167,31.4916,34.625
2002-10-24,34.625,36.05,35.538,32.7904,31.5457,34.545
2002-10-25,34.545,33.525,35.392,32.8848,31.5932,33.71
2002-10-28,33.71,34.75,34.917,32.972,31.633,32.79
2002-10-29,32.79,33.71,34.348,33.0079,31.6672,32.94
2002-10-30,32.94,32.855,33.722,33.0415,31.7052,31.5
2002-10-31,31.5,33.625,33.097,33.0555,31.7352,31.725
2002-11-01,31.725,31.75,32.533,33.0416,31.7681,32.0
2002-11-04,32.0,33.75,32.191,33.0366,31.8006,30.915
2002-11-05,30.915,32.075,31.816,33.0111,31.8258,32.06
2002-11-06,32.06,31.5,31.64,33.0291,31.8555,32.825
2002-11-07,32.825,32.15,31.905,33.0737,31.8876,30.815
2002-11-08,30.815,32.83,31.723,33.051,31.907,30.65
2002-11-11,30.65,31.125,31.453,33.0329,31.9258,31.045
2002-11-12,31.045,30.875,31.479,33.0517,31.9481,31.475
2002-11-13,31.475,30.95,31.362,33.0721,31.9741,31.665
2002-11-14,31.665,31.825,31.13,33.0854,31.9995,32.34
2002-11-15,32.34,31.6,31.435,33.1022,32.0283,32.21
2002-11-18,32.21,32.5,31.747,33.1074,32.0588,31.25
2002-11-19,31.25,32.215,31.788,33.0876,32.0795,31.125
2002-11-20,31.125,30.375,31.718,33.0559,32.0939,29.375
2002-11-21,29.375,31.2,31.26,32.9857,32.0967,29.72
2002-11-22,29.72,29.25,30.736,32.9001,32.1011,27.485
2002-11-25,27.485,29.725,29.791,32.7608,32.0946,28.3
2002-11-26,28.3,28.0,29.201,32.6363,32.0939,29.105
2002-11-27,29.105,28.625,28.797,32.526,32.0993,29.625
2002-11-29,29.625,29.15,28.847,32.4616,32.1064,28.56
2002-12-02,28.56,30.25,28.615,32.3797,32.1089,29.595
2002-12-03,29.595,28.625,29.037,32.3231,32.121,31.005
2002-12-04,31.005,29.48,29.578,32.3091,32.141,30.75
2002-12-05,30.75,30.9,29.907,32.2651,32.1559,30.86
2002-12-06,30.86,30.775,30.154,32.2359,32.1693,30.825
2002-12-09,30.825,30.775,30.607,32.2099,32.1808,31.42
2002-12-10,31.42,31.125,30.972,32.1883,32.1923,31.775
2002-12-11,31.775,31.415,31.126,32.1806,32.2062,31.65
2002-12-12,31.65,31.8,31.306,32.1636,32.2192,31.215
2002-12-13,31.215,31.6,31.377,32.1203,32.2302,31.7
2002-12-16,31.7,31.575,31.552,32.0876,32.2499,31.425
2002-12-17,31.425,31.7,31.553,32.0739,32.2704,30.85
2002-12-18,30.85,31.525,31.368,32.0429,32.2838,30.385
2002-12-19,30.385,30.65,31.115,31.9971,32.2951,30.975
2002-12-20,30.975,30.675,31.067,31.9522,32.3093,31.61
2002-12-23,31.61,31.35,31.049,31.9064,32.3259,31.555
2002-12-24,31.555,32.1,31.075,31.8508,32.3424,31.275
2002-12-26,31.275,31.675,31.16,31.7603,32.3574,30.675
2002-12-27,30.675,31.275,31.218,31.6388,32.3695,30.7
2002-12-30,30.7,30.725,31.163,31.5538,32.3808,31.45
2002-12-31,31.45,30.9,31.131,31.4773,32.3923,31.675
2003-01-02,31.675,31.35,31.155,31.3891,32.4097,31.3
2003-01-03,31.3,31.575,31.16,31.3024,32.4252,31.11
2003-01-06,31.11,31.3,31.247,31.2032,32.4375,30.6
2003-01-07,30.6,30.975,31.227,31.1227,32.4485,30.575
2003-01-08,30.575,30.725,31.052,31.0433,32.4598,30.55
2003-01-09,30.55,30.525,30.827,30.9801,32.4727,30.18
2003-01-10,30.18,30.425,30.603,30.9279,32.4786,30.32
2003-01-13,30.32,30.3,30.445,30.8755,32.4862,29.795
2003-01-14,29.795,30.325,30.284,30.8414,32.4896,29.725
2003-01-15,29.725,29.78,30.114,30.8014,32.4882,29.86
2003-01-16,29.86,29.75,29.976,30.7586,32.4891,30.49
2003-01-17,30.49,29.855,30.038,30.7501,32.4897,30.15
2003-01-21,30.15,30.485,30.004,30.7119,32.4856,30.5
2003-01-22,30.5,30.21,30.145,30.6654,32.4847,31.25
2003-01-23,31.25,31.05,30.45,30.6741,32.4888,30.625
2003-01-24,30.625,31.255,30.603,30.6736,32.489,30.045
2003-01-27,30.045,30.55,30.514,30.6536,32.4871,30.375
2003-01-28,30.375,30.17,30.559,30.6316,32.4874,30.785
2003-01-29,30.785,30.15,30.616,30.614,32.4889,30.625
2003-01-30,30.625,30.575,30.491,30.5797,32.4865,31.04
2003-01-31,31.04,30.675,30.574,30.5563,32.4801,29.875
2003-02-03,29.875,31.06,30.54,30.5288,32.4588,29.035
2003-02-04,29.035,29.88,30.272,30.487,32.4331,29.125
2003-02-05,29.125,29.155,29.94,30.482,32.4104,29.0
2003-02-06,29.0,29.125,29.615,30.4676,32.3905,28.91
2003-02-07,28.91,29.2,29.189,30.4961,32.3657,28.95
2003-02-10,28.95,28.91,29.004,30.5091,32.3324,28.08
2003-02-11,28.08,29.075,28.813,30.4886,32.2961,27.105
2003-02-12,27.105,28.1,28.409,30.4382,32.265,27.5
2003-02-13,27.5,27.275,28.109,30.417,32.232,27.19
2003-02-14,27.19,27.505,27.765,30.3689,32.191,28.055
2003-02-18,28.055,27.3,27.586,30.3099,32.1535,28.31
2003-02-19,28.31,28.3,27.632,30.2611,32.1154,28.06
2003-02-20,28.06,28.5,27.823,30.2051,32.082,28.955
2003-02-21,28.955,28.15,28.114,30.1677,32.0578,28.015
2003-02-24,28.015,28.825,28.279,30.0996,32.0266,28.51
2003-02-25,28.51,27.875,28.37,30.0343,31.9988,29.18
2003-02-26,29.18,28.515,28.544,29.9849,31.9743,29.475
2003-02-27,29.475,29.5,28.827,29.9501,31.9567,29.805
2003-02-28,29.805,29.62,28.997,29.9122,31.9433,29.505
2003-03-03,29.505,29.975,29.295,29.8738,31.9298,29.05
2003-03-04,29.05,29.7,29.403,29.8378,31.9067,29.79
2003-03-05,29.79,29.09,29.525,29.8259,31.8809,29.96
2003-03-06,29.96,29.74,29.622,29.8056,31.8644,30.25
2003-03-07,30.25,29.8,29.711,29.7784,31.8473,29.48
2003-03-10,29.48,30.175,29.706,29.7369,31.8305,29.335
2003-03-11,29.335,29.485,29.763,29.6981,31.8125,29.2
2003-03-12,29.2,29.25,29.645,29.6686,31.7906,30.24
2003-03-13,30.24,29.325,29.701,29.6594,31.7755,29.5
2003-03-14,29.5,30.31,29.551,29.6204,31.7535,30.65
2003-03-17,30.65,29.425,29.785,29.5999,31.7299,30.93
2003-03-18,30.93,30.635,30.104,29.5925,31.7073,31.34
2003-03-19,31.34,30.935,30.532,29.5971,31.6883,31.52
2003-03-20,31.52,31.345,30.788,29.6155,31.6727,31.24
2003-03-21,31.24,31.625,31.136,29.6288,31.6489,31.155
2003-03-24,31.155,31.245,31.237,29.6409,31.6285,31.65
2003-03-25,31.65,31.475,31.381,29.6703,31.607,31.45
2003-03-26,31.45,31.65,31.403,29.6929,31.5825,31.59
2003-03-27,31.59,31.45,31.417,29.7288,31.5573,32.475
2003-03-28,32.475,31.5,31.664,29.7838,31.5332,33.125
2003-03-31,33.125,32.48,32.058,29.8491,31.5178,33.475
2003-04-01,33.475,33.125,32.423,29.9088,31.5067,33.47
2003-04-02,33.47,33.62,32.827,29.9752,31.4903,33.79
2003-04-03,33.79,33.42,33.267,30.041,31.4749,33.145
2003-04-04,33.145,33.84,33.401,30.0789,31.4571,33.255
2003-04-07,33.255,33.52,33.427,30.1315,31.442,33.03
2003-04-08,33.03,33.0,33.338,30.1912,31.4259,32.7
2003-04-09,32.7,33.04,33.184,30.2377,31.4164,32.73
2003-04-10,32.73,32.7,32.972,30.2766,31.4141,33.38
2003-04-11,33.38,32.8,33.019,30.3317,31.416,34.045
2003-04-14,34.045,33.38,33.177,30.3918,31.419,33.89
2003-04-15,33.89,34.045,33.349,30.4721,31.4198,32.37
2003-04-16,32.37,34.375,33.283,30.5388,31.421,33.465
2003-04-17,33.465,32.915,33.43,30.6256,31.4289,33.005
2003-04-21,33.005,33.465,33.355,30.7057,31.4321,34.1
2003-04-22,34.1,33.06,33.366,30.8095,31.4378,33.96
2003-04-23,33.96,34.125,33.38,30.9097,31.4409,33.695
2003-04-24,33.695,34.21,33.645,31.022,31.4505,33.65
2003-04-25,33.65,33.575,33.682,31.1529,31.4674,33.9
2003-04-28,33.9,33.775,33.861,31.2809,31.4818,33.6
2003-04-29,33.6,33.9,33.761,31.4091,31.4889,34.32
2003-04-30,34.32,33.6,33.833,31.5344,31.5018,34.82
2003-05-01,34.82,34.36,34.058,31.6646,31.5214,34.865
2003-05-02,34.865,34.425,34.301,31.8007,31.5336,35.5
2003-05-05,35.5,35.125,34.621,31.9316,31.5473,36.06
2003-05-06,36.06,35.6,35.113,32.0925,31.5706,35.585
2003-05-07,35.585,36.06,35.366,32.234,31.602,35.27
2003-05-08,35.27,35.495,35.456,32.3558,31.634,35.35
2003-05-09,35.35,35.2,35.553,32.4733,31.6532,35.85
2003-05-12,35.85,35.35,35.623,32.5942,31.6709,35.48
2003-05-13,35.48,35.8,35.507,32.7137,31.6883,35.525
2003-05-14,35.525,35.48,35.495,32.8432,31.6944,35.835
2003-05-15,35.835,35.525,35.608,32.9641,31.7088,36.8
2003-05-16,36.8,35.95,35.898,33.1009,31.7231,36.45
2003-05-19,36.45,36.8,36.018,33.2249,31.7331,37.325
2003-05-20,37.325,36.45,36.387,33.3818,31.753,37.51
2003-05-21,37.51,37.225,36.784,33.5453,31.7893,37.5
2003-05-22,37.5,37.55,37.117,33.7113,31.8231,37.33
2003-05-23,37.33,37.6,37.223,33.8531,31.8557,37.42
2003-05-27,37.42,37.5,37.417,34.0115,31.8823,37.115
2003-05-28,37.115,37.5,37.375,34.1408,31.9095,36.79
2003-05-29,36.79,36.95,37.231,34.258,31.9403,36.675
2003-05-30,36.675,36.71,37.066,34.3647,31.9704,36.235
2003-06-02,36.235,36.74,36.847,34.459,31.9969,36.19
2003-06-03,36.19,36.335,36.601,34.558,32.0287,36.395
2003-06-04,36.395,36.19,36.457,34.6628,32.0639,37.03
2003-06-05,37.03,36.395,36.505,34.7704,32.0941,37.075
2003-06-06,37.075,37.15,36.585,34.8829,32.1232,36.58
2003-06-09,36.58,37.0,36.654,34.9827,32.1521,37.19
2003-06-10,37.19,36.68,36.854,35.077,32.1759,38.46
2003-06-11,38.46,37.24,37.267,35.1837,32.207,38.175
2003-06-12,38.175,38.425,37.496,35.2777,32.2369,38.21
2003-06-13,38.21,38.2,37.723,35.3725,32.2722,39.52
2003-06-16,39.52,38.335,38.311,35.4871,32.3168,40.43
2003-06-17,40.43,39.96,38.959,35.6328,32.3592,41.01
2003-06-18,41.01,40.525,39.469,35.7879,32.4065,39.575
2003-06-19,39.575,40.885,39.749,35.9188,32.4538,39.655
2003-06-20,39.655,39.725,40.038,36.0579,32.4998,38.935
2003-06-23,38.935,39.38,39.921,36.182,32.5395,39.41
2003-06-24,39.41,38.9,39.717,36.3026,32.579,38.82
2003-06-25,38.82,39.5,39.279,36.3981,32.6134,39.445
2003-06-26,39.445,38.82,39.253,36.5092,32.6494,38.95
2003-06-27,38.95,39.625,39.112,36.6408,32.6806,38.575
2003-06-30,38.575,38.89,39.04,36.743,32.7091,38.2
2003-07-01,38.2,38.575,38.798,36.8469,32.7301,38.79
2003-07-02,38.79,38.475,38.792,36.9407,32.7518,38.425
2003-07-03,38.425,38.79,38.588,37.03,32.7713,39.055
2003-07-07,39.055,38.595,38.609,37.1372,32.7934,39.495
2003-07-08,39.495,39.005,38.793,37.2541,32.8267,39.875
2003-07-09,39.875,39.445,39.128,37.3736,32.8628,39.135
2003-07-10,39.135,39.5,39.197,37.4843,32.8963,39.75
2003-07-11,39.75,39.335,39.462,37.5929,32.9366,39.085
2003-07-14,39.085,39.75,39.468,37.6782,32.9672,38.565
2003-07-15,38.565,39.175,39.282,37.7522,32.9985,37.675
2003-07-16,37.675,38.7,38.842,37.7957,33.0262,38.2
2003-07-17,38.2,37.75,38.655,37.8385,33.0547,38.925
2003-07-18,38.925,38.65,38.49,37.9053,33.0885,38.825
2003-07-21,38.825,38.925,38.438,37.9764,33.1202,38.99
2003-07-22,38.99,39.0,38.523,38.0492,33.1482,40.06
2003-07-23,40.06,39.65,39.0,38.1334,33.1818,39.485
2003-07-24,39.485,40.06,39.257,38.2135,33.2187,40.1
2003-07-25,40.1,39.435,39.492,38.305,33.2572,40.51
2003-07-28,40.51,40.185,39.829,38.3985,33.2964,40.525
2003-07-29,40.525,40.61,40.136,38.473,33.3329,39.485
2003-07-30,39.485,40.65,40.021,38.5337,33.3608,37.755
2003-07-31,37.755,39.49,39.675,38.5423,33.3779,37.245
2003-08-01,37.245,37.81,39.104,38.537,33.3852,37.125
2003-08-04,37.125,37.245,38.427,38.5295,33.387,36.13
2003-08-05,36.13,37.13,37.548,38.5055,33.3929,34.2
2003-08-06,34.2,35.55,36.491,38.4411,33.3876,35.35
2003-08-07,35.35,34.2,36.01,38.4058,33.3839,35.765
2003-08-08,35.765,35.5,35.714,38.3853,33.3845,36.305
2003-08-11,36.305,35.85,35.55,38.3779,33.3857,36.49
