ticker,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2007-09-19,79.92,80.97,79.71,78.926,79.9107,79.17
2007-09-20,79.17,79.7,79.628,78.8894,79.9268,79.89
2007-09-21,79.89,79.5,79.742,78.8426,79.9485,80.73
2007-09-24,80.73,79.73,80.076,78.8216,79.9749,80.66
2007-09-25,80.66,80.67,80.074,78.7946,79.9984,79.56
2007-09-26,79.56,79.85,80.002,78.7468,80.0161,79.65
2007-09-27,79.65,79.8,80.098,78.6784,80.0321,78.92
2007-09-28,78.92,79.75,79.904,78.6198,80.0427,78.95
2007-10-01,78.95,79.67,79.548,78.5748,80.0533,77.43
2007-10-02,77.43,78.7,78.902,78.4916,80.0549,76.56
2007-10-03,76.56,77.1,78.302,78.3794,80.0522,78.32
2007-10-04,78.32,76.25,78.036,78.346,80.0581,78.46
2007-10-05,78.46,78.23,77.944,78.3522,80.0638,78.91
2007-10-08,78.91,78.46,77.936,78.4118,80.0656,79.65
2007-10-09,79.65,79.27,78.38,78.4948,80.0727,80.14
2007-10-10,80.14,79.45,79.096,78.5952,80.0807,78.56
2007-10-11,78.56,80.5,79.144,78.6774,80.0824,79.59
2007-10-12,79.59,78.9,79.37,78.7524,80.088,78.96
2007-10-15,78.96,79.45,79.38,78.8306,80.0928,78.49
2007-10-16,78.49,78.96,79.148,78.8744,80.0927,78.89
2007-10-17,78.89,78.71,78.898,78.9144,80.0937,79.66
2007-10-18,79.66,78.75,79.118,78.9614,80.1011,78.78
2007-10-19,78.78,79.38,78.956,79.0214,80.1056,78.69
2007-10-22,78.69,78.44,78.902,79.0548,80.1066,79.48
2007-10-23,79.48,78.61,79.1,79.089,80.1092,78.34
2007-10-24,78.34,78.39,78.99,79.1164,80.1199,78.64
2007-10-25,78.64,78.5,78.786,79.1214,80.1315,78.7
2007-10-26,78.7,78.95,78.77,79.1346,80.1383,79.08
2007-10-29,79.08,78.85,78.848,79.1252,80.1447,79.02
2007-10-30,79.02,79.07,78.756,79.1246,80.1476,79.23
2007-10-31,79.23,79.1,78.934,79.1568,80.1498,78.06
2007-11-01,78.06,79.21,78.818,79.1692,80.156,78.31
2007-11-02,78.31,78.06,78.74,79.188,80.1609,78.72
2007-11-05,78.72,77.65,78.668,79.1988,80.1705,79.01
2007-11-06,79.01,78.66,78.666,79.2172,80.1804,78.05
2007-11-07,78.05,78.39,78.43,79.2182,80.1906,79.03
2007-11-08,79.03,78.0,78.624,79.2158,80.2058,79.9
2007-11-09,79.9,78.27,78.942,79.2204,80.2254,80.9
2007-11-12,80.9,79.92,79.378,79.2266,80.2476,81.59
2007-11-13,81.59,81.42,79.894,79.2248,80.2663,81.6
2007-11-14,81.6,81.92,80.604,79.2368,80.2824,81.16
2007-11-15,81.16,81.15,81.03,79.2648,80.2917,81.63
2007-11-16,81.63,81.49,81.376,79.3162,80.3063,81.99
2007-11-19,81.99,82.2,81.594,79.3712,80.3167,82.21
2007-11-20,82.21,81.96,81.718,79.421,80.327,81.27
2007-11-21,81.27,81.7,81.652,79.4618,80.3244,81.76
2007-11-23,81.76,81.55,81.772,79.5054,80.3257,82.15
2007-11-26,82.15,81.6,81.876,79.562,80.333,83.63
2007-11-27,83.63,82.41,82.204,79.6534,80.3477,83.78
2007-11-28,83.78,84.09,82.518,79.7156,80.3623,84.3
2007-11-29,84.3,83.68,83.124,79.8032,80.3789,84.21
2007-11-30,84.21,84.47,83.614,79.904,80.3879,84.24
2007-12-03,84.24,83.5,84.032,79.991,80.3978,83.86
2007-12-04,83.86,83.57,84.078,80.0536,80.4076,84.47
2007-12-05,84.47,84.31,84.216,80.1298,80.4215,86.11
2007-12-06,86.11,84.44,84.578,80.2608,80.4433,85.97
2007-12-07,85.97,86.18,84.93,80.3872,80.4656,85.78
2007-12-10,85.78,86.34,85.238,80.5244,80.4889,84.92
2007-12-11,84.92,85.77,85.45,80.6438,80.524,84.75
2007-12-12,84.75,86.65,85.506,80.7902,80.5508,86.63
2007-12-13,86.63,84.5,85.61,80.9916,80.5799,86.16
2007-12-14,86.16,86.35,85.648,81.1484,80.6104,84.96
2007-12-17,84.96,85.96,85.484,81.2784,80.6337,86.13
2007-12-18,86.13,85.19,85.726,81.4228,80.664,86.57
2007-12-19,86.57,86.13,86.09,81.5612,80.698,88.49
2007-12-20,88.49,87.03,86.462,81.7282,80.7429,89.46
2007-12-21,89.46,89.54,87.122,81.9462,80.7986,89.72
2007-12-24,89.72,89.61,88.074,82.1488,80.8522,89.57
2007-12-26,89.57,89.92,88.762,82.361,80.9106,87.74
2007-12-27,87.74,89.33,88.996,82.546,80.9588,88.1
2007-12-28,88.1,88.44,88.918,82.7302,81.0078,87.73
2007-12-31,87.73,87.76,88.572,82.8916,81.0524,87.0
2008-01-02,87.0,87.84,88.028,83.056,81.0925,88.0
2008-01-03,88.0,86.95,87.714,83.2422,81.1374,87.57
2008-01-04,87.57,88.05,87.68,83.404,81.176,89.28
2008-01-07,89.28,87.93,87.916,83.6228,81.2178,88.48
2008-01-08,88.48,89.54,88.066,83.8196,81.2519,88.23
2008-01-09,88.23,88.83,88.312,84.0102,81.2836,88.37
2008-01-10,88.37,87.74,88.386,84.196,81.3182,87.63
2008-01-11,87.63,87.73,88.398,84.3682,81.3483,86.33
2008-01-14,86.33,88.5,87.808,84.5102,81.3779,83.76
2008-01-15,83.76,85.43,86.864,84.6242,81.3912,83.46
2008-01-16,83.46,83.36,85.91,84.7272,81.4033,82.41
2008-01-17,82.41,83.86,84.718,84.801,81.4045,82.88
2008-01-18,82.88,82.89,83.768,84.8784,81.4061,78.75
2008-01-22,78.75,73.5,82.252,84.8924,81.3902,75.85
2008-01-23,75.85,74.75,80.67,84.8288,81.3582,76.62
2008-01-24,76.62,77.97,79.302,84.7632,81.3316,74.69
2008-01-25,74.69,77.4,77.758,84.639,81.3003,76.02
2008-01-28,76.02,74.9,76.386,84.5276,81.2711,76.48
2008-01-29,76.48,76.52,75.932,84.4252,81.2423,77.47
2008-01-30,77.47,76.3,76.256,84.3514,81.2119,78.2
2008-01-31,78.2,76.41,76.572,84.2828,81.1826,78.92
2008-02-01,78.92,78.37,77.418,84.2214,81.1542,78.8
2008-02-04,78.8,78.64,77.974,84.1532,81.133,78.56
2008-02-05,78.56,77.9,78.39,84.099,81.1115,78.92
2008-02-06,78.92,78.94,78.68,84.0422,81.0913,77.62
2008-02-07,77.62,78.14,78.564,83.9516,81.0682,76.63
2008-02-08,76.63,77.36,78.106,83.8116,81.0572,75.64
2008-02-11,75.64,76.46,77.474,83.6488,81.0403,75.88
2008-02-12,75.88,75.95,76.938,83.4804,81.0237,74.42
2008-02-13,74.42,75.95,76.038,83.2846,81.001,73.71
2008-02-14,73.71,74.53,75.256,83.074,80.9709,75.07
2008-02-15,75.07,73.57,74.944,82.8982,80.9408,75.01
2008-02-19,75.01,75.78,74.818,82.709,80.9098,74.99
2008-02-20,74.99,74.51,74.64,82.4866,80.8776,74.23
2008-02-21,74.23,75.1,74.602,82.2518,80.8385,73.93
2008-02-22,73.93,74.39,74.646,82.0148,80.7983,74.58
2008-02-25,74.58,73.83,74.548,81.808,80.7604,74.47
2008-02-26,74.47,74.09,74.44,81.6024,80.722,73.75
2008-02-27,73.75,73.89,74.192,81.3448,80.6733,72.65
2008-02-28,72.65,73.37,73.876,81.0746,80.619,70.08
2008-02-29,70.08,72.42,73.106,80.777,80.5517,70.8
2008-03-03,70.8,69.9,72.35,80.4704,80.4814,70.71
2008-03-04,70.71,70.01,71.598,80.1532,80.4099,71.44
2008-03-05,71.44,70.96,71.136,79.8122,80.3418,69.19
2008-03-06,69.19,71.23,70.444,79.4068,80.2656,67.12
2008-03-07,67.12,68.65,69.852,78.9548,80.1782,65.92
2008-03-10,65.92,66.4,68.876,78.4818,80.0855,47.26
2008-03-11,47.26,51.55,64.186,77.6722,79.8994,46.45
2008-03-12,46.45,45.0,59.188,76.8392,79.7117,47.46
2008-03-13,47.46,46.42,54.842,76.0338,79.528,47.09
2008-03-14,47.09,48.42,50.836,75.2356,79.3414,48.33
2008-03-17,48.33,46.61,47.318,74.4422,79.176,47.14
2008-03-18,47.14,48.34,47.294,73.6336,79.0028,44.96
2008-03-19,44.96,46.88,46.996,72.7472,78.8215,45.84
2008-03-20,45.84,45.0,46.672,71.8944,78.6435,45.96
2008-03-24,45.96,45.92,46.446,71.049,78.4661,45.8
2008-03-25,45.8,46.25,45.94,70.1976,78.2899,45.56
2008-03-26,45.56,45.79,45.624,69.3562,78.1099,44.85
2008-03-27,44.85,45.29,45.602,68.5266,77.9276,43.23
2008-03-28,43.23,43.85,45.08,67.716,77.7391,44.13
2008-03-31,44.13,43.1,44.714,66.9294,77.5529,46.41
2008-04-01,46.41,44.98,44.836,66.2094,77.3788,45.98
2008-04-02,45.98,46.55,44.92,65.4714,77.2035,46.23
2008-04-03,46.23,46.39,45.196,64.821,77.0297,46.2
2008-04-04,46.2,46.64,45.79,64.228,76.8557,45.8
2008-04-07,45.8,46.44,46.124,63.6116,76.683,46.57
2008-04-08,46.57,45.82,46.156,63.0492,76.5147,46.11
2008-04-09,46.11,46.75,46.182,62.451,76.3477,46.34
2008-04-10,46.34,46.05,46.204,61.8482,76.179,46.0
2008-04-11,46.0,46.1,46.164,61.2188,76.0052,47.37
2008-04-14,47.37,46.46,46.478,60.6022,75.8391,48.89
2008-04-15,48.89,47.62,46.942,60.0016,75.6817,48.22
2008-04-16,48.22,48.86,47.364,59.39,75.5236,48.34
2008-04-17,48.34,46.91,47.764,58.7856,75.36,48.44
2008-04-18,48.44,48.71,48.252,58.176,75.197,48.33
2008-04-21,48.33,48.26,48.444,57.5902,75.0301,46.55
2008-04-22,46.55,46.33,47.976,56.9886,74.8517,49.94
2008-04-23,49.94,45.42,48.32,56.4746,74.6938,49.0
2008-04-24,49.0,49.88,48.452,55.937,74.5366,51.07
2008-04-25,51.07,48.84,48.978,55.47,74.387,50.1
2008-04-28,50.1,51.66,49.332,54.9978,74.2263,49.86
2008-04-29,49.86,50.17,49.994,54.4936,74.0667,49.75
2008-04-30,49.75,49.86,49.956,53.9884,73.9054,50.94
2008-05-01,50.94,49.34,50.344,53.5074,73.7504,51.33
2008-05-02,51.33,51.3,50.396,53.0494,73.5917,52.03
2008-05-05,52.03,51.59,50.782,52.6114,73.4426,51.83
2008-05-06,51.83,51.61,51.176,52.1564,73.2957,52.1
2008-05-07,52.1,51.87,51.646,51.709,73.1483,52.51
2008-05-08,52.51,52.3,51.96,51.2842,73.0,52.73
2008-05-09,52.73,51.65,52.24,50.8858,72.8637,52.52
2008-05-12,52.52,52.3,52.338,50.5346,72.7355,51.19
2008-05-13,51.19,52.36,52.21,50.1424,72.6118,50.94
2008-05-14,50.94,51.08,51.978,49.747,72.489,49.88
2008-05-15,49.88,50.78,51.452,49.3158,72.3628,51.53
2008-05-16,51.53,49.86,51.212,48.9626,72.2482,51.6
2008-05-19,51.6,51.45,51.028,48.6522,72.127,52.44
2008-05-20,52.44,51.58,51.278,48.3826,72.014,53.69
2008-05-21,53.69,52.63,51.828,48.5112,71.9009,55.45
2008-05-22,55.45,53.9,52.942,48.6912,71.7937,53.94
2008-05-23,53.94,55.68,53.424,48.8208,71.6769,54.99
2008-05-27,54.99,55.01,54.102,48.9788,71.5729,55.48
2008-05-28,55.48,55.15,54.71,49.1218,71.4652,56.66
2008-05-29,56.66,55.44,55.304,49.3122,71.3597,55.82
2008-05-30,55.82,56.5,55.378,49.5294,71.2539,55.24
2008-06-02,55.24,55.72,55.638,49.7174,71.1382,54.55
2008-06-03,54.55,55.2,55.55,49.8892,71.0207,54.97
2008-06-04,54.97,54.5,55.448,50.0726,70.8978,56.48
2008-06-05,56.48,55.36,55.412,50.291,70.785,55.44
2008-06-06,55.44,55.7,55.336,50.5028,70.6741,55.28
2008-06-09,55.28,55.44,55.344,50.7438,70.5633,54.58
2008-06-10,54.58,55.2,55.35,50.9528,70.4493,53.55
2008-06-11,53.55,54.25,55.066,51.0956,70.3262,52.46
2008-06-12,52.46,53.85,54.262,51.2252,70.198,53.81
2008-06-13,53.81,52.5,53.936,51.3768,70.0771,53.14
2008-06-16,53.14,53.25,53.508,51.5156,69.947,53.03
2008-06-17,53.03,53.48,53.198,51.6602,69.8138,51.96
2008-06-18,51.96,52.85,52.88,51.768,69.6707,49.28
2008-06-19,49.28,48.47,52.244,51.8314,69.5087,48.3
2008-06-20,48.3,49.37,51.142,51.8706,69.3452,49.1
2008-06-23,49.1,48.48,50.334,51.9326,69.1919,49.0
2008-06-24,49.0,49.02,49.528,51.9652,69.0416,48.95
2008-06-25,48.95,48.99,48.926,51.9664,68.8901,47.78
2008-06-26,47.78,46.95,48.626,51.9576,68.7304,48.08
2008-06-27,48.08,47.92,48.582,51.9524,68.5747,47.66
2008-06-30,47.66,48.25,48.294,51.9368,68.4151,46.6
2008-07-01,46.6,47.2,47.814,51.9022,68.2515,47.15
2008-07-02,47.15,47.8,47.454,51.9142,68.0919,44.98
2008-07-03,44.98,46.8,46.894,51.815,67.9135,45.8
2008-07-07,45.8,45.33,46.438,51.751,67.7429,46.78
2008-07-08,46.78,45.45,46.262,51.6652,67.5809,47.55
2008-07-09,47.55,46.71,46.452,51.6142,67.4192,45.92
2008-07-10,45.92,47.63,46.206,51.5354,67.2452,44.87
2008-07-11,44.87,45.37,46.184,51.4378,67.0662,44.94
2008-07-14,44.94,44.87,46.012,51.3178,66.8931,44.4
2008-07-15,44.4,44.5,45.536,51.1792,66.7169,44.93
2008-07-16,44.93,44.15,45.012,51.0372,66.5469,46.07
2008-07-17,46.07,44.98,45.042,50.922,66.3825,46.25
2008-07-18,46.25,46.1,45.318,50.805,66.2266,45.66
2008-07-21,45.66,46.14,45.462,50.668,66.0721,48.75
2008-07-22,48.75,46.85,46.332,50.5884,65.9243,53.17
2008-07-23,53.17,52.28,47.98,50.6014,65.7978,52.33
2008-07-24,52.33,52.6,49.232,50.6242,65.6649,52.9
2008-07-25,52.9,52.28,50.562,50.6634,65.5312,52.76
2008-07-28,52.76,52.97,51.982,50.721,65.3943,53.0
2008-07-29,53.0,53.19,52.832,50.7504,65.2665,52.91
2008-07-30,52.91,52.88,52.78,50.7766,65.1331,52.45
2008-07-31,52.45,52.99,52.804,50.7768,65.0005,51.57
2008-08-01,51.57,52.06,52.538,50.7344,64.8659,53.54
2008-08-04,53.54,52.01,52.694,50.6962,64.7392,55.02
2008-08-05,55.02,53.66,53.098,50.7178,64.616,53.79
2008-08-06,53.79,54.85,53.274,50.6938,64.491,53.94
2008-08-07,53.94,53.77,53.572,50.663,64.3673,55.83
2008-08-08,55.83,54.1,54.424,50.6464,64.249,56.29
2008-08-11,56.29,55.69,54.974,50.6558,64.1388,56.09
2008-08-12,56.09,56.42,55.188,50.6728,64.026,55.73
2008-08-13,55.73,55.74,55.576,50.6964,63.9112,56.1
2008-08-14,56.1,55.73,56.008,50.719,63.7963,57.57
2008-08-15,57.57,56.24,56.356,50.7408,63.689,55.96
2008-08-18,55.96,57.6,56.29,50.7512,63.5727,54.47
2008-08-19,54.47,55.76,55.966,50.735,63.4547,53.25
2008-08-20,53.25,54.62,55.47,50.7084,63.3294,53.65
2008-08-21,53.65,53.03,54.98,50.7104,63.2041,54.49
2008-08-22,54.49,53.85,54.364,50.751,63.0815,52.56
2008-08-25,52.56,54.28,53.684,50.726,62.954,52.49
2008-08-26,52.49,52.65,53.288,50.713,62.8213,52.43
2008-08-27,52.43,52.47,53.124,50.701,62.684,53.06
2008-08-28,53.06,52.64,53.006,50.723,62.5448,52.79
2008-08-29,52.79,53.04,52.666,50.7932,62.4008,52.27
2008-09-02,52.27,53.3,52.608,50.8726,62.2541,52.8
2008-09-03,52.8,52.36,52.67,50.9466,62.1123,50.24
2008-09-04,50.24,52.42,52.232,50.9714,61.9554,49.02
2008-09-05,49.02,49.97,51.424,50.9728,61.7905,50.94
2008-09-08,50.94,49.54,51.054,51.036,61.6342,49.55
2008-09-09,49.55,50.8,50.51,51.0654,61.4756,49.17
2008-09-10,49.17,49.61,49.784,51.0956,61.3126,50.1
2008-09-11,50.1,47.53,49.756,51.1656,61.1524,51.14
2008-09-12,51.14,50.0,50.18,51.2454,60.9899,50.08
2008-09-15,50.08,50.35,50.008,51.3474,60.8214,49.23
2008-09-16,49.23,49.12,49.944,51.416,60.6461,47.7
2008-09-17,47.7,48.4,49.65,51.4344,60.4635,47.62
2008-09-18,47.62,47.89,49.154,51.4358,60.2804,48.02
2008-09-19,48.02,51.96,48.53,51.4778,60.1012,46.12
2008-09-22,46.12,47.75,47.738,51.5028,59.9095,45.36
2008-09-23,45.36,46.18,46.964,51.5112,59.7057,45.64
2008-09-24,45.64,45.29,46.552,51.536,59.5041,47.36
2008-09-25,47.36,45.47,46.5,51.5846,59.312,46.69
2008-09-26,46.69,46.88,46.234,51.597,59.1208,44.46
2008-09-29,44.46,46.49,45.902,51.5612,58.9194,46.77
2008-09-30,46.77,45.01,46.184,51.5834,58.7201,47.5
2008-10-01,47.5,46.04,46.556,51.5584,58.5268,45.51
2008-10-02,45.51,47.49,46.186,51.4052,58.3295,44.46
2008-10-03,44.46,46.11,45.74,51.2478,58.1212,42.01
2008-10-06,42.01,43.75,45.25,51.03,57.8984,39.35
2008-10-07,39.35,42.19,43.766,50.7618,57.6527,40.44
2008-10-08,40.44,38.85,42.354,50.5106,57.4076,36.5
2008-10-09,36.5,40.51,40.552,50.1824,57.1415,35.3
2008-10-10,35.3,34.94,38.72,49.8394,56.8701,41.8
2008-10-13,41.8,36.05,38.678,49.644,56.6404,44.07
2008-10-14,44.07,43.06,39.622,49.4546,56.4203,39.83
2008-10-15,39.83,43.56,39.5,49.1508,56.1808,39.92
2008-10-16,39.92,40.4,40.184,48.8734,55.9454,40.3
2008-10-17,40.3,39.37,41.184,48.6006,55.7069,41.98
2008-10-20,41.98,40.65,41.22,48.3236,55.4789,41.85
2008-10-21,41.85,42.38,40.776,48.0348,55.2418,39.8
2008-10-22,39.8,40.49,40.77,47.709,54.9984,41.15
2008-10-23,41.15,39.9,41.016,47.4174,54.763,40.4
2008-10-24,40.4,39.5,41.036,47.1034,54.5231,38.51
2008-10-27,38.51,40.24,40.342,46.7222,54.2775,40.33
2008-10-28,40.33,38.81,40.038,46.4096,54.0475,36.97
2008-10-29,36.97,40.34,39.472,46.0596,53.8136,37.14
2008-10-30,37.14,37.9,38.67,45.7374,53.582,38.87
2008-10-31,38.87,37.16,38.364,45.4418,53.3643,39.75
2008-11-03,39.75,38.8,38.612,45.147,53.1486,39.59
2008-11-04,39.59,40.4,38.464,44.8876,52.9528,38.51
2008-11-05,38.51,38.86,38.772,44.608,52.7661,38.02
2008-11-06,38.02,38.17,38.948,44.3198,52.5731,38.71
2008-11-07,38.71,38.31,38.916,44.0328,52.3932,37.89
2008-11-10,37.89,39.19,38.544,43.7348,52.2026,36.24
2008-11-11,36.24,37.41,37.874,43.4142,52.0014,34.19
2008-11-12,34.19,35.67,37.01,43.042,51.785,35.5
2008-11-13,35.5,34.1,36.506,42.7472,51.5715,35.24
2008-11-14,35.24,35.03,35.812,42.4716,51.3531,34.06
2008-11-17,34.06,34.06,35.046,42.134,51.1294,33.98
2008-11-18,33.98,33.55,34.594,41.8226,50.9065,32.11
2008-11-19,32.11,33.83,34.178,41.4814,50.6724,29.44
2008-11-20,29.44,31.99,32.966,41.0682,50.4315,30.08
2008-11-21,30.08,29.86,31.934,40.647,50.1988,31.86
2008-11-24,31.86,30.43,31.494,40.2826,49.9799,33.93
2008-11-25,33.93,33.0,31.484,39.9766,49.7701,34.62
2008-11-26,34.62,33.35,31.986,39.715,49.5711,35.6
2008-11-28,35.6,34.84,33.218,39.4746,49.3806,34.34
2008-12-01,34.34,34.94,34.07,39.201,49.1769,33.71
2008-12-02,33.71,34.5,34.44,38.9528,48.9704,34.14
2008-12-03,34.14,33.12,34.482,38.7284,48.7662,34.17
2008-12-04,34.17,33.82,34.392,38.499,48.5659,36.0
2008-12-05,36.0,33.75,34.472,38.2718,48.3762,36.77
2008-12-08,36.77,36.55,34.958,38.0734,48.1872,35.52
2008-12-09,35.52,36.51,35.32,37.8946,47.9924,35.62
2008-12-10,35.62,35.78,35.616,37.6716,47.8018,36.66
2008-12-11,36.66,35.48,36.114,37.4548,47.6218,36.62
2008-12-12,36.62,36.06,36.238,37.277,47.4545,37.1
2008-12-15,37.1,36.71,36.304,37.1298,47.286,39.48
2008-12-16,39.48,36.92,37.096,37.0792,47.1299,38.81
2008-12-17,38.81,39.08,37.734,37.0684,46.9667,40.37
2008-12-18,40.37,39.08,38.476,37.067,46.8226,42.26
2008-12-19,42.26,40.99,39.604,37.1822,46.6983,40.49
2008-12-22,40.49,41.64,40.282,37.286,46.5712,40.17
2008-12-23,40.17,40.85,40.42,37.2534,46.5357,40.5
2008-12-24,40.5,39.81,40.758,37.182,46.506,40.7
2008-12-26,40.7,40.77,40.824,37.1994,46.4722,40.46
2008-12-29,40.46,40.68,40.464,37.2102,46.439,43.11
2008-12-30,43.11,40.7,40.988,37.2664,46.4129,42.13
2008-12-31,42.13,43.11,41.38,37.2694,46.3879,43.85
2009-01-02,43.85,42.25,42.05,37.3094,46.3823,44.47
2009-01-05,44.47,43.5,42.804,37.4028,46.3755,43.98
2009-01-06,43.98,45.0,43.508,37.4594,46.3656,44.05
2009-01-07,44.05,43.45,43.696,37.5324,46.3568,43.67
2009-01-08,43.67,43.89,44.004,37.6356,46.3474,42.56
2009-01-09,42.56,43.79,43.746,37.6802,46.3359,40.96
2009-01-12,40.96,41.45,43.044,37.76,46.3246,38.81
2009-01-13,38.81,37.4,42.01,37.7934,46.298,36.88
2009-01-14,36.88,38.07,40.576,37.7536,46.2503,37.85
2009-01-15,37.85,37.41,39.412,37.7156,46.2097,37.89
2009-01-16,37.89,38.59,38.478,37.6816,46.168,36.38
2009-01-20,36.38,37.82,37.562,37.639,46.1189,37.73
2009-01-21,37.73,36.45,37.346,37.6332,46.0785,39.23
2009-01-22,39.23,37.4,37.816,37.6436,46.0418,40.13
2009-01-23,40.13,38.16,38.272,37.6884,46.0119,41.21
2009-01-26,41.21,40.3,38.936,37.7878,45.9863,42.62
2009-01-27,42.62,41.57,40.184,37.9564,45.9694,44.5
2009-01-28,44.5,44.01,41.538,38.1364,45.955,42.69
2009-01-29,42.69,44.15,42.23,38.2854,45.924,41.45
2009-01-30,41.45,42.45,42.494,38.4332,45.8902,42.84
2009-02-02,42.84,41.03,42.82,38.6104,45.8627,44.27
2009-02-03,44.27,42.75,43.15,38.8536,45.8418,43.44
2009-02-04,43.44,44.47,42.938,39.1336,45.8174,44.71
2009-02-05,44.71,43.1,43.342,39.4262,45.8082,45.71
2009-02-06,45.71,44.42,44.194,39.7032,45.787,46.1
2009-02-09,46.1,45.16,44.846,39.9466,45.7725,43.44
2009-02-10,43.44,45.69,44.68,40.123,45.7344,43.79
2009-02-11,43.79,42.0,44.75,40.2868,45.7028,43.59
2009-02-12,43.59,43.14,44.526,40.4718,45.6715,43.75
2009-02-13,43.75,43.47,44.134,40.6726,45.6415,41.89
2009-02-17,41.89,42.4,43.292,40.8276,45.5962,40.79
2009-02-18,40.79,41.96,42.762,40.96,45.5435,41.26
2009-02-19,41.26,41.12,42.256,41.0652,45.4897,41.45
2009-02-20,41.45,40.85,41.828,41.1588,45.4378,39.32
2009-02-23,39.32,40.4,40.942,41.2348,45.3739,40.84
2009-02-24,40.84,39.11,40.732,41.3392,45.3155,39.12
2009-02-25,39.12,41.0,40.398,41.3884,45.2475,35.34
2009-02-26,35.34,38.9,39.214,41.3628,45.1616,33.92
2009-02-27,33.92,34.71,37.708,41.2992,45.0752,30.1
2009-03-02,30.1,33.57,35.864,41.1116,44.971,30.64
2009-03-03,30.64,30.38,33.824,40.9482,44.8748,32.83
2009-03-04,32.83,31.1,32.566,40.7974,44.7813,31.05
2009-03-05,31.05,32.86,31.708,40.5732,44.6786,31.41
2009-03-06,31.41,31.24,31.206,40.3916,44.5734,31.03
2009-03-09,31.03,31.01,31.392,40.2088,44.4601,33.72
2009-03-10,33.72,31.55,32.008,40.0732,44.3515,33.39
2009-03-11,33.39,33.8,32.12,39.927,44.2487,35.8
2009-03-12,35.8,33.57,33.07,39.8338,44.1528,36.8
2009-03-13,36.8,35.87,34.148,39.7076,44.0594,36.2
2009-03-16,36.2,37.0,35.182,39.589,43.9571,37.26
2009-03-17,37.26,36.15,35.89,39.4572,43.8643,38.02
2009-03-18,38.02,37.1,36.816,39.3282,43.7782,36.14
2009-03-19,36.14,38.34,36.884,39.1714,43.6861,35.37
2009-03-20,35.37,36.17,36.598,38.9978,43.5881,37.67
2009-03-23,37.67,36.13,36.892,38.8778,43.4941,36.05
2009-03-24,36.05,37.31,36.65,38.7476,43.3971,36.63
2009-03-25,36.63,36.24,36.372,38.661,43.3039,38.01
2009-03-26,38.01,36.81,36.746,38.645,43.221,36.42
2009-03-27,36.42,37.61,36.956,38.6358,43.1354,35.73
2009-03-30,35.73,35.66,36.568,38.5934,43.0517,37.97
2009-03-31,37.97,35.79,36.952,38.595,42.9725,37.96
2009-04-01,37.96,37.54,37.218,38.6266,42.8966,39.83
2009-04-02,39.83,38.61,37.582,38.6686,42.8306,38.44
2009-04-03,38.44,39.88,37.986,38.6528,42.763,38.74
2009-04-06,38.74,37.7,38.588,38.625,42.7103,39.62
2009-04-07,39.62,38.24,38.918,38.5932,42.6669,39.34
2009-04-08,39.34,40.19,39.194,38.5276,42.6181,40.34
2009-04-09,40.34,40.01,39.296,38.4444,42.5748,43.58
2009-04-13,43.58,43.12,40.324,38.4622,42.548,42.77
2009-04-14,42.77,43.14,41.13,38.4886,42.5229,44.2
2009-04-15,44.2,42.63,42.046,38.5158,42.5035,43.22
2009-04-16,43.22,44.34,42.822,38.4948,42.4813,42.41
2009-04-17,42.41,43.42,43.236,38.4742,42.4604,41.43
2009-04-20,41.43,41.63,42.806,38.4086,42.4318,41.76
2009-04-21,41.76,42.17,42.604,38.3296,42.4157,41.98
2009-04-22,41.98,41.62,42.16,38.2472,42.3966,41.28
2009-04-23,41.28,41.63,41.772,38.204,42.3691,40.94
2009-04-24,40.94,41.53,41.478,38.147,42.336,40.19
2009-04-27,40.19,40.69,41.23,38.079,42.3074,42.02
2009-04-28,42.02,40.12,41.282,38.0444,42.2931,42.97
2009-04-29,42.97,42.16,41.48,38.066,42.2833,42.76
2009-04-30,42.76,43.52,41.776,38.1054,42.2751,42.38
2009-05-01,42.38,42.6,42.064,38.1278,42.2623,43.82
2009-05-04,43.82,43.13,42.79,38.1752,42.2511,44.9
2009-05-05,44.9,43.87,43.366,38.2868,42.2443,45.54
2009-05-06,45.54,44.89,43.88,38.3808,42.2437,47.48
2009-05-07,47.48,45.99,44.824,38.548,42.2374,48.86
2009-05-08,48.86,48.08,46.12,38.8184,42.2158,47.25
2009-05-11,47.25,48.22,46.806,39.085,42.1904,46.48
2009-05-12,46.48,46.49,47.122,39.4126,42.1583,46.51
2009-05-13,46.51,45.89,47.316,39.73,42.1271,46.86
2009-05-14,46.86,46.32,47.192,40.0106,42.0964,46.88
2009-05-15,46.88,46.56,46.796,40.3272,42.0662,48.0
2009-05-18,48.0,47.8,46.946,40.659,42.044,47.07
2009-05-19,47.07,47.89,47.064,40.9798,42.0215,46.53
2009-05-20,46.53,47.48,47.068,41.236,41.9864,45.39
2009-05-21,45.39,45.98,46.774,41.476,41.9383,44.75
2009-05-22,44.75,45.02,46.348,41.655,41.8931,46.19
2009-05-26,46.19,44.49,45.986,41.8428,41.8543,46.32
2009-05-27,46.32,46.95,45.836,42.0452,41.8068,46.78
