ticker,APA US Equity,APA US Equity,APA US Equity,APA US Equity,APA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2005-09-15,72.1,71.65,60.4889,71.07,69.6542,73.42
2005-09-16,73.42,72.95,60.5967,71.382,69.7302,76.6
2005-09-19,76.6,75.1,60.7305,72.686,69.8746,75.6
2005-09-20,75.6,75.5,60.8549,73.744,69.9912,77.26
2005-09-21,77.26,77.35,60.9886,74.996,70.1306,75.74
2005-09-22,75.74,77.51,61.118,75.724,70.2502,73.86
2005-09-23,73.86,75.28,61.2387,75.812,70.3896,75.71
2005-09-26,75.71,73.86,61.3645,75.634,70.5674,75.35
2005-09-27,75.35,74.9,61.492,75.584,70.7562,76.23
2005-09-28,76.23,75.36,61.6187,75.378,70.9462,76.66
2005-09-29,76.66,76.5,61.7463,75.562,71.1378,75.22
2005-09-30,75.22,76.66,61.864,75.834,71.3204,75.15
2005-10-03,75.15,75.5,61.9873,75.722,71.4244,71.71
2005-10-04,71.71,74.15,62.0936,74.994,71.4442,69.12
2005-10-05,69.12,71.94,62.185,73.572,71.4302,65.72
2005-10-06,65.72,68.01,62.258,71.384,71.3348,66.56
2005-10-07,66.56,66.5,62.3393,69.652,71.2672,65.99
2005-10-10,65.99,66.57,62.416,67.82,71.219,67.95
2005-10-11,67.95,66.65,62.508,67.068,71.2018,65.71
2005-10-12,65.71,67.71,62.585,66.386,71.116,63.59
2005-10-13,63.59,65.3,62.6499,65.96,71.0092,64.48
2005-10-14,64.48,63.5,62.7196,65.544,70.9188,65.08
2005-10-17,65.08,65.4,62.7922,65.362,70.8518,62.46
2005-10-18,62.46,64.99,62.8631,64.264,70.7074,63.65
2005-10-19,63.65,62.5,62.9419,63.852,70.5916,60.75
2005-10-20,60.75,63.45,63.007,63.284,70.368,60.03
2005-10-21,60.03,60.25,63.0646,62.394,70.1236,62.95
2005-10-24,62.95,59.69,63.1384,61.968,69.936,64.67
2005-10-25,64.67,63.1,63.2191,62.41,69.8074,62.67
2005-10-26,62.67,64.67,63.2877,62.214,69.6752,60.58
2005-10-27,60.58,62.68,63.3421,62.18,69.5382,62.97
2005-10-28,62.97,60.58,63.4012,62.768,69.4496,63.83
2005-10-31,63.83,63.0,63.46,62.944,69.3502,64.36
2005-11-01,64.36,63.85,63.5196,62.882,69.261,66.84
2005-11-02,66.84,65.7,63.5936,63.716,69.2094,67.94
2005-11-03,67.94,67.9,63.6752,65.188,69.153,66.8
2005-11-04,66.8,67.95,63.7523,65.954,69.0746,65.9
2005-11-07,65.9,66.8,63.8225,66.368,68.9958,66.69
2005-11-08,66.69,65.55,63.8941,66.834,68.935,66.18
2005-11-09,66.18,66.69,63.9595,66.702,68.8434,64.4
2005-11-10,64.4,65.3,64.0095,65.994,68.699,64.74
2005-11-11,64.74,64.4,64.0624,65.582,68.5634,64.6
2005-11-14,64.6,65.04,64.1133,65.322,68.4468,65.08
2005-11-15,65.08,64.6,64.163,65.0,68.3352,66.78
2005-11-16,66.78,65.5,64.2188,65.12,68.2698,66.2
2005-11-17,66.2,67.65,64.2729,65.48,68.1826,66.04
2005-11-18,66.04,67.0,64.3275,65.74,68.0662,68.41
2005-11-21,68.41,66.9,64.3984,66.502,68.0328,69.39
2005-11-22,69.39,69.4,64.4714,67.364,68.0144,68.79
2005-11-23,68.79,69.14,64.5409,67.766,67.9702,69.5
2005-11-25,69.5,69.18,64.6036,68.426,67.9182,66.23
2005-11-28,66.23,69.25,64.6474,68.464,67.7744,66.0
2005-11-29,66.0,66.41,64.6894,67.982,67.5624,65.28
2005-11-30,65.28,65.58,64.7279,67.16,67.356,67.24
2005-12-01,67.24,66.0,64.7661,66.85,67.1556,68.18
2005-12-02,68.18,69.22,64.8188,66.586,67.0044,68.54
2005-12-05,68.54,68.72,64.8645,67.048,66.898,69.56
2005-12-06,69.56,68.55,64.9162,67.76,66.775,69.27
2005-12-07,69.27,70.25,64.9622,68.558,66.6534,70.98
2005-12-08,70.98,69.95,65.0124,69.306,66.5484,69.8
2005-12-09,69.8,70.5,65.0478,69.63,66.4112,71.13
2005-12-12,71.13,71.5,65.089,70.148,66.3294,72.16
2005-12-13,72.16,72.75,65.1446,70.668,66.2696,73.34
2005-12-14,73.34,72.17,65.2014,71.482,66.3022,71.22
2005-12-15,71.22,73.34,65.24,71.53,66.3442,69.5
2005-12-16,69.5,71.0,65.259,71.47,66.4198,69.17
2005-12-19,69.17,70.45,65.2825,71.078,66.472,70.45
2005-12-20,70.45,69.4,65.313,70.736,66.5612,70.96
2005-12-21,70.96,71.0,65.3536,70.26,66.6214,71.15
2005-12-22,71.15,71.1,65.4055,70.246,66.7302,70.31
2005-12-23,70.31,70.8,65.4495,70.408,66.8646,67.54
2005-12-27,67.54,69.8,65.4757,70.082,66.9258,68.42
2005-12-28,68.42,67.6,65.5106,69.676,66.9926,68.06
2005-12-29,68.06,68.5,65.5437,69.096,67.1046,68.52
2005-12-30,68.52,67.99,65.5734,68.57,67.202,70.9
2006-01-03,70.9,69.83,65.6122,68.688,67.405,70.7
2006-01-04,70.7,69.95,65.6526,69.32,67.6184,69.18
2006-01-05,69.18,70.62,65.6894,69.472,67.743,70.13
2006-01-06,70.13,70.8,65.7416,69.886,67.8522,70.43
2006-01-09,70.43,70.35,65.7954,70.268,68.0074,70.65
2006-01-10,70.65,70.27,65.8512,70.218,68.2088,71.0
2006-01-11,71.0,70.65,65.9134,70.278,68.3694,70.11
2006-01-12,70.11,71.75,65.967,70.464,68.495,71.37
2006-01-13,71.37,70.11,66.0177,70.712,68.6352,73.37
2006-01-17,73.37,72.33,66.0709,71.3,68.7658,72.08
2006-01-18,72.08,73.17,66.1146,71.586,68.8486,73.23
2006-01-19,73.23,71.5,66.1681,72.032,68.9772,74.09
2006-01-20,74.09,74.8,66.2218,72.828,69.141,73.09
2006-01-23,73.09,73.88,66.2768,73.172,69.269,73.0
2006-01-24,73.0,72.9,66.339,73.098,69.4054,70.66
2006-01-25,70.66,73.25,66.388,72.814,69.5306,69.62
2006-01-26,69.62,70.55,66.439,72.092,69.6282,71.36
2006-01-27,71.36,71.21,66.5075,71.546,69.7634,73.19
2006-01-30,73.19,71.75,66.5823,71.566,69.9256,75.53
2006-01-31,75.53,72.98,66.6821,72.072,70.1006,73.9
2006-02-01,73.9,75.48,66.7647,72.72,70.2546,73.14
2006-02-02,73.14,72.85,66.8373,73.424,70.3966,73.4
2006-02-03,73.4,73.14,66.9178,73.832,70.4964,74.1
2006-02-06,74.1,74.8,66.9927,74.014,70.5906,71.24
2006-02-07,71.24,72.8,67.0544,73.156,70.6396,71.25
2006-02-08,71.25,72.4,67.1107,72.626,70.6746,69.12
2006-02-09,69.12,71.45,67.1615,71.822,70.7324,69.29
2006-02-10,69.29,70.2,67.2193,71.0,70.7982,68.44
2006-02-13,68.44,69.29,67.2784,69.868,70.8614,68.25
2006-02-14,68.25,67.53,67.3382,69.27,70.8816,68.31
2006-02-15,68.31,68.8,67.3938,68.682,70.8842,70.2
2006-02-16,70.2,69.25,67.4667,68.898,70.9174,69.95
2006-02-17,69.95,70.8,67.5369,69.03,70.9252,70.72
2006-02-21,70.72,71.05,67.6069,69.486,70.9542,68.46
2006-02-22,68.46,69.5,67.6661,69.528,70.9038,68.1
2006-02-23,68.1,68.51,67.7198,69.486,70.8698,69.17
2006-02-24,69.17,69.4,67.7852,69.28,70.8306,67.41
2006-02-27,67.41,68.65,67.8377,68.772,70.7356,66.92
2006-02-28,66.92,66.9,67.9039,68.012,70.6072,68.2
2006-03-01,68.2,67.18,67.9809,67.96,70.5468,69.63
2006-03-02,69.63,68.45,68.0625,68.266,70.5494,70.01
2006-03-03,70.01,68.8,68.1398,68.434,70.5662,67.1
2006-03-06,67.1,68.84,68.2052,68.372,70.4992,66.03
2006-03-07,66.03,67.18,68.2599,68.194,70.4006,64.94
2006-03-08,64.94,65.0,68.3095,67.542,70.2764,64.24
2006-03-09,64.24,65.4,68.3514,66.464,70.155,64.15
2006-03-10,64.15,63.6,68.3876,65.292,70.0872,65.32
2006-03-13,65.32,64.77,68.4276,64.936,70.0252,65.23
2006-03-14,65.23,65.298,68.4646,64.776,69.9686,65.44
2006-03-15,65.44,65.0,68.4963,64.876,69.907,66.41
2006-03-16,66.41,65.45,68.5345,65.31,69.8172,66.07
2006-03-17,66.07,66.84,68.5656,65.694,69.7246,64.52
2006-03-20,64.52,66.05,68.5912,65.534,69.6314,64.0
2006-03-21,64.0,64.3,68.611,65.288,69.5088,63.97
2006-03-22,63.97,63.17,68.6274,64.994,69.3796,64.7
2006-03-23,64.7,65.69,68.6508,64.652,69.2606,65.62
2006-03-24,65.62,64.7,68.6766,64.562,69.153,65.95
2006-03-27,65.95,65.95,68.6954,64.848,69.0698,66.37
2006-03-28,66.37,66.5,68.7156,65.322,68.9698,66.8
2006-03-29,66.8,66.62,68.7352,65.888,68.8384,66.53
2006-03-30,66.53,67.0,68.7505,66.254,68.7274,65.51
2006-03-31,65.51,65.6,68.7574,66.232,68.573,65.71
2006-04-03,65.71,66.26,68.7613,66.184,68.4054,66.63
2006-04-04,66.63,64.75,68.7613,66.236,68.2762,67.92
2006-04-05,67.92,66.7,68.7611,66.46,68.1746,67.77
2006-04-06,67.77,68.26,68.7714,66.708,68.1168,67.02
2006-04-07,67.02,67.77,68.7768,67.01,68.0648,68.54
2006-04-10,68.54,67.9,68.7892,67.576,68.0084,68.98
2006-04-11,68.98,69.48,68.8058,68.046,67.9242,67.81
2006-04-12,67.81,68.74,68.8116,68.024,67.7698,68.7
2006-04-13,68.7,67.49,68.8323,68.21,67.6658,68.89
2006-04-17,68.89,69.65,68.8533,68.584,67.5808,70.23
2006-04-18,70.23,69.55,68.8815,68.922,67.5174,73.73
2006-04-19,73.73,72.0,68.9156,69.872,67.51,74.29
2006-04-20,74.29,73.77,68.9405,71.168,67.571,75.22
2006-04-21,75.22,74.74,68.9743,72.472,67.6504,74.58
2006-04-24,74.58,75.22,68.9991,73.61,67.7596,74.38
2006-04-25,74.38,75.1,69.0241,74.44,67.8614,72.38
2006-04-26,72.38,73.1,69.0372,74.17,67.9402,71.58
2006-04-27,71.58,70.48,69.0436,73.628,68.0068,71.04
2006-04-28,71.04,70.95,69.05,72.792,68.0614,71.92
2006-05-01,71.92,71.14,69.0752,72.26,68.0958,72.57
2006-05-02,72.57,72.3,69.1039,71.898,68.1482,71.88
2006-05-03,71.88,72.57,69.1338,71.798,68.1714,70.73
2006-05-04,70.73,71.25,69.1538,71.628,68.2168,71.75
2006-05-05,71.75,71.98,69.1771,71.77,68.2898,71.33
2006-05-08,71.33,71.33,69.2033,71.652,68.333,71.64
2006-05-09,71.64,71.33,69.2118,71.466,68.4176,72.59
2006-05-10,72.59,71.5,69.2211,71.608,68.531,72.06
2006-05-11,72.06,73.25,69.2323,71.874,68.6082,68.82
2006-05-12,68.82,71.9,69.224,71.288,68.592,67.44
2006-05-15,67.44,67.17,69.2115,70.51,68.5406,67.44
2006-05-16,67.44,67.7,69.2067,69.67,68.5474,65.75
2006-05-17,65.75,67.44,69.1914,68.302,68.5418,64.23
2006-05-18,64.23,65.57,69.1625,66.736,68.5276,64.58
2006-05-19,64.58,64.35,69.1408,65.888,68.5344,63.93
2006-05-22,63.93,63.4,69.1154,65.186,68.53,64.01
2006-05-23,64.01,66.0,69.0933,64.5,68.5038,62.28
2006-05-24,62.28,63.3,69.0563,63.806,68.4448,63.96
2006-05-25,63.96,63.4,69.0289,63.752,68.4152,64.63
2006-05-26,64.63,64.4,68.9924,63.762,68.3796,64.23
2006-05-30,64.23,65.3,68.9523,63.822,68.3428,64.88
2006-05-31,64.88,64.45,68.9151,63.996,68.35,65.27
2006-06-01,65.27,63.91,68.8859,64.594,68.3754,65.89
2006-06-02,65.89,65.95,68.869,64.98,68.4138,63.51
2006-06-05,63.51,66.44,68.8494,64.756,68.39,63.46
2006-06-06,63.46,63.51,68.8297,64.602,68.3468,61.07
2006-06-07,61.07,63.05,68.791,63.84,68.2492,61.65
2006-06-08,61.65,60.1,68.7552,63.116,68.1548,61.23
2006-06-09,61.23,61.92,68.7142,62.184,68.0434,59.89
2006-06-12,59.89,61.5,68.6599,61.46,67.9106,57.23
2006-06-13,57.23,59.27,68.5924,60.214,67.745,59.07
2006-06-14,59.07,57.47,68.5386,59.814,67.6122,61.61
2006-06-15,61.61,60.35,68.498,59.806,67.5118,61.24
2006-06-16,61.24,61.6,68.4504,59.808,67.3782,58.9
2006-06-19,58.9,61.0,68.3868,59.61,67.2008,58.99
2006-06-20,58.99,59.75,68.3241,59.962,67.0402,60.66
2006-06-21,60.66,59.3,68.2753,60.28,66.8826,60.8
2006-06-22,60.8,60.66,68.226,60.118,66.719,62.96
2006-06-23,62.96,62.4,68.1905,60.462,66.622,63.93
2006-06-26,63.93,62.71,68.1574,61.468,66.5266,63.38
2006-06-27,63.38,64.2,68.115,62.346,66.4164,65.38
2006-06-28,65.38,64.0,68.0915,63.29,66.3194,66.27
2006-06-29,66.27,66.0,68.0713,64.384,66.1702,68.25
2006-06-30,68.25,66.9,68.0575,65.442,66.0494,68.82
2006-07-03,68.82,68.9,68.0411,66.42,65.9214,68.72
2006-07-05,68.72,68.83,68.0176,67.488,65.8042,68.75
2006-07-06,68.75,68.4,67.9784,68.162,65.6916,67.83
2006-07-07,67.83,69.39,67.9395,68.474,65.6006,67.69
2006-07-10,67.69,67.83,67.8917,68.362,65.5228,68.82
2006-07-11,68.82,68.09,67.8571,68.362,65.4784,68.74
2006-07-12,68.74,69.18,67.8315,68.366,65.4148,67.51
2006-07-13,67.51,68.94,67.7905,68.118,65.3136,67.73
2006-07-14,67.73,67.94,67.7524,68.098,65.2306,66.29
2006-07-17,66.29,67.42,67.7027,67.818,65.1418,65.44
2006-07-18,65.44,66.8,67.6466,67.142,65.0156,65.29
2006-07-19,65.29,65.47,67.5969,66.452,64.8948,63.96
2006-07-20,63.96,65.25,67.541,65.742,64.7412,62.81
2006-07-21,62.81,64.3,67.4965,64.758,64.5456,65.03
2006-07-24,65.03,62.99,67.476,64.506,64.405,67.09
2006-07-25,67.09,65.38,67.4829,64.836,64.3704,68.71
2006-07-26,68.71,67.1,67.4936,65.52,64.3958,68.52
2006-07-27,68.52,69.95,67.5063,66.432,64.4174,69.42
2006-07-28,69.42,68.21,67.5136,67.754,64.4908,70.47
2006-07-31,70.47,70.0,67.5374,68.842,64.6156,69.75
2006-08-01,69.75,70.57,67.5682,69.374,64.719,69.95
2006-08-02,69.95,70.499,67.5956,69.622,64.8394,69.63
2006-08-03,69.63,68.5,67.6183,69.844,64.9518,69.2
2006-08-04,69.2,70.0,67.652,69.8,65.0902,70.16
2006-08-07,70.16,69.38,67.6846,69.738,65.2142,71.01
2006-08-08,71.01,70.16,67.7359,69.99,65.3418,71.09
2006-08-09,71.09,71.88,67.7912,70.218,65.479,69.85
2006-08-10,69.85,70.7,67.8257,70.262,65.5784,69.11
2006-08-11,69.11,69.85,67.8479,70.244,65.6552,67.77
2006-08-14,67.77,69.0,67.8734,69.766,65.6928,67.98
2006-08-15,67.98,68.08,67.9104,69.16,65.7822,67.66
2006-08-16,67.66,68.1,67.9338,68.474,65.8662,67.25
2006-08-17,67.25,67.26,67.9509,67.954,65.9898,68.01
2006-08-18,68.01,67.25,67.9692,67.734,66.117,68.34
2006-08-21,68.34,68.2,67.9767,67.848,66.2592,68.77
2006-08-22,68.77,68.35,67.9808,68.006,66.4368,67.07
2006-08-23,67.07,68.67,67.9822,67.888,66.6336,67.99
2006-08-24,67.99,67.17,67.9926,68.036,66.812,67.85
2006-08-25,67.85,68.56,67.9984,68.004,66.9368,66.84
2006-08-28,66.84,67.0,68.0017,67.704,67.0488,66.45
2006-08-29,66.45,66.85,68.012,67.24,67.1998,65.86
2006-08-30,65.86,66.6,68.0176,66.998,67.3372,65.28
2006-08-31,65.28,65.85,68.021,66.456,67.4296,66.43
2006-09-01,66.43,65.43,68.0277,66.172,67.5422,66.53
2006-09-05,66.53,65.97,68.0265,66.11,67.6136,65.64
2006-09-06,65.64,66.2,68.0237,65.948,67.6478,65.25
2006-09-07,65.25,65.18,68.0197,65.826,67.6852,64.76
2006-09-08,64.76,65.1,68.0015,65.722,67.6728,62.69
2006-09-11,62.69,64.5,67.968,64.974,67.6012,63.14
2006-09-12,63.14,62.5,67.9397,64.296,67.499,64.51
2006-09-13,64.51,63.12,67.9148,64.07,67.4128,63.46
2006-09-14,63.46,64.51,67.9009,63.712,67.3076,62.98
2006-09-15,62.98,63.46,67.8858,63.356,67.1922,63.5
2006-09-18,63.5,63.23,67.8769,63.518,67.1056,62.23
2006-09-19,62.23,63.9,67.8519,63.336,66.9964,60.88
2006-09-20,60.88,61.56,67.8154,62.61,66.8376,61.77
2006-09-21,61.77,61.0,67.7815,62.272,66.6982,60.67
2006-09-22,60.67,61.81,67.7371,61.81,66.5614,60.49
2006-09-25,60.49,60.2,67.6932,61.208,66.4166,62.44
2006-09-26,62.44,61.99,67.6505,61.25,66.3396,63.38
2006-09-27,63.38,63.22,67.6184,61.75,66.2984,63.15
2006-09-28,63.15,63.5,67.5785,62.026,66.2556,63.2
2006-09-29,63.2,62.9,67.5337,62.532,66.2404,61.99
2006-10-02,61.99,63.2,67.4769,62.832,66.224,60.75
2006-10-03,60.75,61.76,67.4246,62.494,66.1384,61.81
2006-10-04,61.81,60.9,67.3861,62.18,66.0328,63.85
2006-10-05,63.85,62.99,67.3595,62.32,65.9356,63.61
2006-10-06,63.61,63.75,67.3253,62.402,65.8374,63.25
2006-10-09,63.25,64.25,67.2868,62.654,65.714,64.54
2006-10-10,64.54,63.14,67.2537,63.412,65.5954,63.39
2006-10-11,63.39,64.48,67.2191,63.728,65.4682,64.1
2006-10-12,64.1,63.45,67.2019,63.778,65.3512,64.61
2006-10-13,64.61,64.43,67.1829,63.978,65.2508,66.06
2006-10-16,66.06,64.85,67.1729,64.54,65.188,65.39
2006-10-17,65.39,66.2,67.1572,64.71,65.0926,65.1
2006-10-18,65.1,65.43,67.1282,65.052,64.9744,67.13
2006-10-19,67.13,65.6,67.1104,65.658,64.8952,65.94
2006-10-20,65.94,67.25,67.0942,65.924,64.817,65.89
2006-10-23,65.89,65.15,67.073,65.89,64.7526,67.71
2006-10-24,67.71,65.65,67.0594,66.354,64.7514,68.91
2006-10-25,68.91,66.03,67.0507,67.116,64.77,68.21
2006-10-26,68.21,69.88,67.0367,67.332,64.781,66.52
2006-10-27,66.52,67.4,67.0188,67.448,64.7664,65.32
2006-10-30,65.32,65.52,66.9885,67.334,64.7126,65.32
2006-10-31,65.32,65.2,66.9483,66.856,64.6522,63.98
2006-11-01,63.98,65.37,66.9078,65.87,64.5564,64.15
2006-11-02,64.15,63.52,66.8624,65.058,64.498,65.65
2006-11-03,65.65,65.15,66.8202,64.884,64.4512,65.91
2006-11-06,65.91,65.5,66.7843,65.002,64.4124,64.9
2006-11-07,64.9,65.75,66.7438,64.918,64.3736,65.24
2006-11-08,65.24,64.57,66.7167,65.17,64.3494,66.51
2006-11-09,66.51,66.35,66.7011,65.642,64.3624,65.19
2006-11-10,65.19,65.86,66.6703,65.55,64.3606,64.56
2006-11-13,64.56,64.27,66.6271,65.28,64.3232,64.75
2006-11-14,64.75,64.81,66.5732,65.25,64.2876,65.65
2006-11-15,65.65,65.49,66.532,65.332,64.2878,64.05
2006-11-16,64.05,66.01,66.4865,64.84,64.2638,65.49
2006-11-17,65.49,63.8,66.447,64.9,64.2784,64.78
2006-11-20,64.78,64.88,66.4004,64.944,64.3202,65.7
2006-11-21,65.7,65.34,66.3727,65.134,64.3714,65.06
2006-11-22,65.06,65.7,66.3417,65.016,64.3824,65.17
2006-11-24,65.17,65.11,66.322,65.24,64.4166,65.46
2006-11-27,65.46,66.25,66.3028,65.234,64.4662,66.04
2006-11-28,66.04,65.71,66.2908,65.486,64.517,69.28
2006-11-29,69.28,66.5,66.296,66.202,64.658,69.93
2006-11-30,69.93,69.0,66.3041,67.176,64.839,69.55
2006-12-01,69.55,69.0,66.3008,68.052,64.9946,68.86
2006-12-04,68.86,69.49,66.2954,68.732,65.1584,69.14
2006-12-05,69.14,69.23,66.2875,69.352,65.3314,69.12
2006-12-06,69.12,68.9,66.2908,69.32,65.465,68.84
2006-12-07,68.84,69.51,66.2945,69.102,65.5742,69.08
2006-12-08,69.08,69.5,66.294,69.008,65.6928,68.55
2006-12-11,68.55,68.51,66.2997,68.946,65.7998,68.61
2006-12-12,68.61,69.92,66.3082,68.84,65.9322,69.01
2006-12-13,69.01,68.57,66.3122,68.818,66.0974,69.85
2006-12-14,69.85,69.99,66.3133,69.02,66.2582,68.84
2006-12-15,68.84,69.91,66.3075,68.972,66.358,66.57
2006-12-18,66.57,68.26,66.3048,68.576,66.4172,67.85
2006-12-19,67.85,66.57,66.3139,68.424,66.5092,67.02
2006-12-20,67.02,67.85,66.3243,68.026,66.5588,67.09
2006-12-21,67.09,67.17,66.3386,67.474,66.6328,66.68
2006-12-22,66.68,67.0,66.3512,67.042,66.6844,66.29
2006-12-26,66.29,66.68,66.3561,66.986,66.718,66.25
2006-12-27,66.25,66.05,66.3612,66.666,66.7218,66.73
2006-12-28,66.73,66.25,66.3676,66.608,66.7486,66.51
2006-12-29,66.51,66.33,66.3681,66.492,66.7768,64.55
2007-01-03,64.55,68.24,66.3605,66.066,66.7252,63.7
2007-01-04,63.7,64.56,66.3564,65.548,66.6804,65.25
2007-01-05,65.25,64.04,66.3627,65.348,66.6676,65.67
2007-01-08,65.67,65.66,66.3712,65.136,66.6268,64.53
2007-01-09,64.53,63.98,66.3703,64.74,66.5392,63.52
2007-01-10,63.52,64.42,66.3598,64.534,66.4454,63.16
2007-01-11,63.16,63.51,66.3459,64.426,66.3782,64.29
2007-01-12,64.29,63.33,66.3355,64.234,66.3576,65.04
2007-01-16,65.04,64.28,66.3267,64.108,66.352,66.01
2007-01-17,66.01,65.04,66.3241,64.404,66.3926,65.65
2007-01-18,65.65,66.5,66.3248,64.83,66.4226,67.91
2007-01-19,67.91,66.38,66.3358,65.78,66.4678,67.91
2007-01-22,67.91,68.5,66.3422,66.504,66.5078,70.29
2007-01-23,70.29,68.26,66.354,67.554,66.6156,70.45
2007-01-24,70.45,69.67,66.3674,68.442,66.7198,69.52
2007-01-25,69.52,70.44,66.3799,69.216,66.78,69.82
2007-01-26,69.82,69.78,66.3863,69.598,66.8726,70.14
2007-01-29,70.14,69.67,66.3921,70.044,66.9842,72.73
2007-01-30,72.73,70.38,66.4167,70.532,67.1438,72.97
2007-01-31,72.97,71.67,66.4381,71.036,67.2902,71.57
2007-02-01,71.57,72.69,66.4515,71.446,67.4406,70.71
2007-02-02,70.71,70.28,66.4539,71.624,67.545,69.62
2007-02-05,69.62,70.96,66.4333,71.52,67.6418,69.9
2007-02-06,69.9,70.07,66.4114,70.954,67.7258,69.2
2007-02-07,69.2,69.72,66.3813,70.2,67.8086,70.13
2007-02-08,70.13,69.29,66.359,69.912,67.9078,70.0
2007-02-09,70.0,70.97,66.3371,69.77,67.9986,68.69
2007-02-12,68.69,69.21,66.3187,69.584,68.0516,69.59
2007-02-13,69.59,68.9,66.3087,69.522,68.0578,69.26
2007-02-14,69.26,69.59,66.2998,69.534,68.0444,68.72
2007-02-15,68.72,69.26,66.2838,69.252,68.0278,68.8
2007-02-16,68.8,68.72,66.265,69.012,68.0266,68.39
2007-02-20,68.39,68.5,66.2475,68.952,68.0116,69.12
2007-02-21,69.12,68.11,66.2395,68.858,68.0116,70.4
2007-02-22,70.4,69.13,66.2327,69.086,68.0428,70.47
2007-02-23,70.47,71.05,66.2284,69.436,68.0706,70.8
2007-02-26,70.8,70.61,66.2242,69.836,68.1156,68.91
2007-02-27,68.91,69.98,66.2058,69.94,68.1216,68.46
2007-02-28,68.46,68.71,66.1878,69.808,68.1106,68.48
2007-03-01,68.48,68.3,66.1861,69.424,68.0832,67.21
2007-03-02,67.21,68.48,66.185,68.772,68.0506,67.06
2007-03-05,67.06,66.38,66.1831,68.024,68.0604,68.0
2007-03-06,68.0,67.75,66.1943,67.842,68.0634,68.63
2007-03-07,68.63,67.72,66.2163,67.876,68.0956,68.18
2007-03-08,68.18,69.21,66.2343,67.816,68.1174,68.37
2007-03-09,68.37,68.72,66.2565,68.048,68.1512,67.89
2007-03-12,67.89,67.75,66.2759,68.214,68.1832,67.16
2007-03-13,67.16,67.69,66.3003,68.046,68.2014,68.4
2007-03-14,68.4,67.17,66.3225,68.0,68.2348,67.74
2007-03-15,67.74,68.19,66.3381,67.912,68.2594,67.31
2007-03-16,67.31,67.74,66.3535,67.7,68.3146,68.31
2007-03-19,68.31,67.85,66.3706,67.784,68.4068,68.91
2007-03-20,68.91,68.34,66.3888,68.134,68.48,69.56
2007-03-21,69.56,69.5,66.4072,68.366,68.5578,70.4
2007-03-22,70.4,70.12,66.4416,68.898,68.6752,70.03
2007-03-23,70.03,70.4,66.4745,69.442,68.8054,70.29
2007-03-26,70.29,70.65,66.5206,69.838,68.948,70.05
2007-03-27,70.05,69.81,66.5626,70.066,69.0632,70.08
2007-03-28,70.08,70.69,66.6068,70.17,69.164,71.5
2007-03-29,71.5,70.37,66.6649,70.39,69.2738,70.7
2007-03-30,70.7,71.5,66.7322,70.524,69.3748,71.26
2007-04-02,71.26,70.65,66.7932,70.718,69.4418,71.84
2007-04-03,71.84,71.26,66.8443,71.076,69.5204,71.8
2007-04-04,71.8,71.48,66.8971,71.42,69.5506,72.09
2007-04-05,72.09,71.8,66.9631,71.538,69.5834,72.19
2007-04-09,72.19,72.1,67.0291,71.836,69.6368,73.1
2007-04-10,73.1,72.15,67.0913,72.204,69.7024,72.89
2007-04-11,72.89,73.11,67.1517,72.414,69.7574,74.64
2007-04-12,74.64,73.2,67.2101,72.982,69.7956,75.12
2007-04-13,75.12,74.64,67.2661,73.588,69.8386,74.72
2007-04-16,74.72,75.05,67.3228,74.094,69.9016,74.76
2007-04-17,74.76,74.9,67.3697,74.426,69.9826,74.8
2007-04-18,74.8,74.37,67.4123,74.808,70.0862,74.03
2007-04-19,74.03,74.38,67.4412,74.686,70.1688,75.08
2007-04-20,75.08,74.13,67.4725,74.678,70.2864,75.09
2007-04-23,75.09,75.09,67.5044,74.752,70.3856,75.18
2007-04-24,75.18,75.41,67.5365,74.836,70.4892,76.4
2007-04-25,76.4,75.99,67.5794,75.156,70.6434,74.42
2007-04-26,74.42,76.21,67.613,75.234,70.74,73.53
2007-04-27,73.53,73.65,67.6366,74.924,70.8254,72.5
2007-04-30,72.5,73.32,67.6554,74.406,70.901,73.29
2007-05-01,73.29,72.4,67.6843,74.028,70.9908,74.1
2007-05-02,74.1,73.28,67.7161,73.568,71.105,74.74
2007-05-03,74.74,73.91,67.7584,73.632,71.2174,75.11
2007-05-04,75.11,75.14,67.8067,73.948,71.3116,75.12
2007-05-07,75.12,74.45,67.8559,74.472,71.4046,74.42
2007-05-08,74.42,74.92,67.9082,74.698,71.477,74.09
2007-05-09,74.09,74.48,67.9646,74.696,71.5806,72.95
2007-05-10,72.95,73.88,68.0042,74.338,71.6704,73.93
2007-05-11,73.93,73.61,68.0384,74.102,71.7794,73.91
2007-05-14,73.91,73.75,68.0644,73.86,71.9134,73.6
2007-05-15,73.6,72.62,68.0898,73.696,72.0442,74.95
2007-05-16,74.95,73.61,68.1174,73.868,72.1832,76.34
2007-05-17,76.34,75.0,68.1468,74.546,72.3374,77.79
2007-05-18,77.79,76.12,68.187,75.318,72.5296,78.71
2007-05-21,78.71,78.2,68.2308,76.278,72.7364,78.4
2007-05-22,78.4,78.9,68.2746,77.238,72.9466,78.4
2007-05-23,78.4,78.55,68.3206,77.928,73.1714,77.56
