ticker,APA US Equity,APA US Equity,APA US Equity,APA US Equity,APA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2000-02-09,15.1786,15.882,16.7891,16.0444,15.5557,15.855
2000-02-10,15.855,15.5844,16.8064,15.9199,15.5628,15.4762
2000-02-11,15.4762,16.0173,16.8156,15.8117,15.5568,16.342
2000-02-14,16.342,15.4221,16.8309,15.7684,15.5774,17.316
2000-02-15,17.316,16.7208,16.8466,16.0335,15.6228,17.3701
2000-02-16,17.3701,17.3431,16.8616,16.4719,15.6883,17.0455
2000-02-17,17.0455,17.5325,16.8747,16.71,15.7608,16.1797
2000-02-18,16.1797,16.9372,16.8839,16.8506,15.8041,15.8009
2000-02-22,15.8009,16.3149,16.8911,16.7424,15.8409,15.395
2000-02-23,15.395,15.9091,16.8975,16.3582,15.8718,14.5022
2000-02-24,14.5022,15.395,16.901,15.7846,15.8685,14.1504
2000-02-25,14.1504,14.6104,16.9045,15.2056,15.8609,14.8268
2000-02-28,14.8268,14.1775,16.9072,14.9351,15.8566,15.8009
2000-02-29,15.8009,14.7457,16.9148,14.9351,15.8631,15.5303
2000-03-01,15.5303,15.9091,16.9195,14.9621,15.8663,16.3149
2000-03-02,16.3149,15.5844,16.9259,15.3247,15.8977,16.4502
2000-03-03,16.4502,16.8831,16.9321,15.7846,15.9215,16.9372
2000-03-06,16.9372,16.342,16.9409,16.2067,15.9583,18.5877
2000-03-07,18.5877,17.316,16.9563,16.7641,16.0173,18.3171
2000-03-08,18.3171,18.8312,16.9725,17.3214,16.0622,17.9654
2000-03-09,17.9654,18.3442,16.9881,17.6515,16.1147,17.6407
2000-03-10,17.6407,18.0195,16.9997,17.8896,16.1472,17.8301
2000-03-13,17.8301,17.3701,17.0125,18.0682,16.1889,17.8842
2000-03-14,17.8842,17.7489,17.024,17.9275,16.2267,17.4242
2000-03-15,17.4242,17.9924,17.0356,17.7489,16.2798,18.3171
2000-03-16,18.3171,17.0996,17.0503,17.8193,16.3636,17.803
2000-03-17,17.803,18.6688,17.057,17.8517,16.4291,17.5325
2000-03-20,17.5325,18.0736,17.0632,17.7922,16.4616,17.9924
2000-03-21,17.9924,17.6407,17.0685,17.8139,16.5043,18.7229
2000-03-22,18.7229,17.9113,17.0774,18.0736,16.5741,18.4794
2000-03-23,18.4794,18.4524,17.0878,18.1061,16.638,18.4794
2000-03-24,18.4794,18.4794,17.0984,18.2413,16.7035,18.4524
2000-03-27,18.4524,18.5335,17.1074,18.4253,16.7619,19.1829
2000-03-28,19.1829,18.6147,17.1211,18.6634,16.8377,20.671
2000-03-29,20.671,18.7229,17.1411,19.053,16.9145,21.4286
2000-03-30,21.4286,21.2662,17.1659,19.6429,17.0087,21.5368
2000-03-31,21.5368,21.8615,17.191,20.2543,17.1028,21.158
2000-04-03,21.158,21.4286,17.2121,20.7955,17.1775,20.6981
2000-04-04,20.6981,21.3203,17.2351,21.0985,17.2522,20.184
2000-04-05,20.184,20.3463,17.2576,21.0011,17.3128,20.8604
2000-04-06,20.8604,20.4004,17.2821,20.8874,17.3907,21.1039
2000-04-07,21.1039,20.7522,17.3075,20.8009,17.4892,20.1028
2000-04-10,20.1028,20.9416,17.3271,20.5898,17.5698,20.9145
2000-04-11,20.9145,20.4545,17.3524,20.6331,17.6721,21.645
2000-04-12,21.645,21.2121,17.376,20.9253,17.7765,21.2933
2000-04-13,21.2933,21.5368,17.398,21.0119,17.8745,20.8063
2000-04-14,20.8063,20.9145,17.4174,20.9524,17.961,19.5887
2000-04-17,19.5887,20.2381,17.4294,20.8496,18.0325,20.1299
2000-04-18,20.1299,19.4805,17.4431,20.6926,18.1039,20.9957
2000-04-19,20.9957,20.2381,17.462,20.5628,18.204,20.4816
2000-04-20,20.4816,20.7792,17.477,20.4004,18.3101,21.2121
2000-04-24,21.2121,20.5898,17.496,20.4816,18.4172,20.7251
2000-04-25,20.7251,21.2392,17.5137,20.7089,18.5222,20.8063
2000-04-26,20.8063,20.4545,17.5311,20.8442,18.6115,20.7251
2000-04-27,20.7251,20.7792,17.5493,20.79,18.6797,20.9686
2000-04-28,20.9686,20.7251,17.569,20.8874,18.7516,21.7803
2000-05-01,21.7803,21.2121,17.5929,21.0011,18.8463,21.9156
2000-05-02,21.9156,21.6721,17.6185,21.2392,18.961,21.2662
2000-05-03,21.2662,22.0238,17.6437,21.3312,19.0703,23.0519
2000-05-04,23.0519,21.3203,17.6768,21.7965,19.2235,24.2424
2000-05-05,24.2424,23.2684,17.717,22.4513,19.4183,24.7835
2000-05-08,24.7835,24.0801,17.7577,23.0519,19.631,24.2424
2000-05-09,24.2424,24.7835,17.7971,23.5173,19.8193,24.2424
2000-05-10,24.2424,24.2424,17.836,24.1126,19.9881,24.9729
2000-05-11,24.9729,24.6753,17.8765,24.4968,20.1769,25.8117
2000-05-12,25.8117,25.2165,17.9184,24.8106,20.3669,25.7576
2000-05-15,25.7576,25.9199,17.9554,25.0054,20.553,24.9729
2000-05-16,24.9729,25.5952,17.99,25.1515,20.7137,25.487
2000-05-17,25.487,25.0,18.0258,25.4004,20.8517,26.204
2000-05-18,26.204,25.8658,18.0627,25.6466,21.0095,25.487
2000-05-19,25.487,25.8929,18.0936,25.5817,21.1599,25.1353
2000-05-22,25.1353,25.4329,18.1217,25.4573,21.3098,24.4318
2000-05-23,24.4318,24.8918,18.1425,25.349,21.4418,23.8095
2000-05-24,23.8095,25.0541,18.1647,25.0135,21.5603,24.1883
2000-05-25,24.1883,23.9177,18.1888,24.6104,21.6956,24.6077
2000-05-26,24.6077,24.8918,18.2151,24.4345,21.8214,24.8241
2000-05-30,24.8241,24.6483,18.2425,24.3723,21.9619,26.3393
2000-05-31,26.3393,24.8377,18.2799,24.7538,22.138,25.9199
2000-06-01,25.9199,26.2446,18.3129,25.1759,22.2965,24.2424
2000-06-02,24.2424,25.9199,18.34,25.1867,22.4069,23.7554
2000-06-05,23.7554,24.2965,18.3626,25.0162,22.5124,24.4318
2000-06-06,24.4318,23.2684,18.3884,24.9378,22.6315,23.9448
2000-06-07,23.9448,24.2695,18.4114,24.4589,22.7413,24.3236
2000-06-08,24.3236,23.9719,18.4353,24.1396,22.8442,24.026
2000-06-09,24.026,24.513,18.4605,24.0963,22.9113,24.7565
2000-06-12,24.7565,24.2424,18.4899,24.2965,22.9778,24.5942
2000-06-13,24.5942,24.6753,18.5171,24.329,23.039,25.5141
2000-06-14,25.5141,24.6212,18.5502,24.6429,23.1261,24.7835
2000-06-15,24.7835,25.4329,18.5756,24.7348,23.2078,25.7153
2000-06-16,25.7153,25.0,18.6064,25.0727,23.3184,24.6212
2000-06-19,24.6212,25.7035,18.6336,25.0457,23.3936,24.3506
2000-06-20,24.3506,24.54,18.6575,24.997,23.4586,25.3247
2000-06-21,25.3247,24.3506,18.679,24.9591,23.563,24.3777
2000-06-22,24.3777,25.2706,18.6964,24.8779,23.6323,25.0
2000-06-23,25.0,24.4048,18.7139,24.7348,23.6994,24.8918
2000-06-26,24.8918,25.4329,18.7325,24.789,23.7713,24.7024
2000-06-27,24.7024,25.0,18.7524,24.8593,23.8493,25.2097
2000-06-28,25.2097,24.8106,18.7753,24.8363,23.9617,25.974
2000-06-29,25.974,25.1353,18.8074,25.1556,24.0786,25.46
2000-06-30,25.46,25.6494,18.8373,25.2476,24.1679,25.8387
2000-07-03,25.8387,25.46,18.8715,25.437,24.275,23.7554
2000-07-05,23.7554,25.1082,18.8979,25.2476,24.3259,23.1061
2000-07-06,23.1061,24.3506,18.9268,24.8268,24.3735,23.3496
2000-07-07,23.3496,23.079,18.9538,24.3019,24.4243,23.0519
2000-07-10,23.0519,23.2413,18.9804,23.8203,24.4709,24.7835
2000-07-11,24.7835,23.1061,19.0179,23.6093,24.5472,24.2154
2000-07-12,24.2154,24.7835,19.046,23.7013,24.5959,23.566
2000-07-13,23.566,24.6753,19.0769,23.7933,24.6289,23.4578
2000-07-14,23.4578,23.566,19.1031,23.8149,24.6727,22.9708
2000-07-17,22.9708,23.7013,19.1245,23.7987,24.6711,23.4578
2000-07-18,23.4578,22.9167,19.151,23.5335,24.6554,23.0249
2000-07-19,23.0249,23.7554,19.176,23.2955,24.6202,22.132
2000-07-20,22.132,23.0519,19.2015,23.0087,24.578,21.0768
2000-07-21,21.0768,22.2944,19.218,22.5325,24.5147,20.671
2000-07-24,20.671,21.4286,19.2339,22.0725,24.4287,20.4816
2000-07-25,20.4816,20.8874,19.2541,21.4773,24.3221,21.2392
2000-07-26,21.2392,20.6169,19.2736,21.1201,24.2317,21.6721
2000-07-27,21.6721,21.7532,19.296,21.0281,24.1657,21.3203
2000-07-28,21.3203,21.4286,19.3135,21.0768,24.0824,21.5368
2000-07-31,21.5368,21.3745,19.3309,21.25,23.989,22.2403
2000-08-01,22.2403,21.4286,19.3549,21.6017,23.9241,22.8896
2000-08-02,22.8896,22.619,19.3846,21.9318,23.8792,22.7543
2000-08-03,22.7543,22.8355,19.4143,22.1483,23.8456,23.1061
2000-08-04,23.1061,22.7543,19.4429,22.5054,23.8315,23.5457
2000-08-07,23.5457,23.0519,19.473,22.9072,23.8187,23.8636
2000-08-08,23.8636,23.8095,19.504,23.2319,23.8038,24.2424
2000-08-09,24.2424,23.9719,19.5366,23.5024,23.7922,24.5671
2000-08-10,24.5671,24.2424,19.5718,23.865,23.7567,24.6753
2000-08-11,24.6753,24.513,19.6086,24.1788,23.7318,25.7576
2000-08-14,25.7576,24.6753,19.6535,24.6212,23.7621,25.4058
2000-08-15,25.4058,26.0552,19.6961,24.9297,23.7952,25.6223
2000-08-16,25.6223,25.4058,19.7378,25.2056,23.819,26.6775
2000-08-17,26.6775,25.8658,19.7861,25.6277,23.8736,26.0011
2000-08-18,26.0011,26.5152,19.8315,25.8929,23.9072,25.9199
2000-08-21,25.9199,26.0823,19.8772,25.9253,23.945,26.0687
2000-08-22,26.0687,26.0823,19.9261,26.0579,23.9713,27.2051
2000-08-23,27.2051,26.5152,19.9776,26.3745,24.0235,26.434
2000-08-24,26.434,26.7316,20.0241,26.3258,24.0419,26.8128
2000-08-25,26.8128,26.461,20.0707,26.4881,24.0825,27.0157
2000-08-28,27.0157,26.7045,20.1208,26.7073,24.1085,27.638
2000-08-29,27.638,27.381,20.1738,27.0211,24.1688,27.2727
2000-08-30,27.2727,27.5433,20.2248,27.0346,24.2273,27.2727
2000-08-31,27.2727,27.2186,20.2735,27.2024,24.2662,27.7327
2000-09-01,27.7327,27.2727,20.3182,27.3864,24.3333,28.1115
2000-09-05,28.1115,28.0844,20.3653,27.6055,24.3956,28.7338
2000-09-06,28.7338,28.1115,20.4196,27.8247,24.4724,28.6797
2000-09-07,28.6797,28.7338,20.4777,28.1061,24.5519,27.6786
2000-09-08,27.6786,28.3009,20.536,28.1872,24.6013,28.5714
2000-09-11,28.5714,27.7597,20.5972,28.355,24.6533,28.5714
2000-09-12,28.5714,28.5714,20.6596,28.447,24.7155,27.7056
2000-09-13,27.7056,28.5714,20.7234,28.2413,24.7528,27.5433
2000-09-14,27.5433,27.8139,20.7836,28.0141,24.8286,28.355
2000-09-15,28.355,27.6515,20.8465,28.1494,24.9336,27.9035
2000-09-18,27.9035,28.7879,20.9095,28.0158,25.0247,27.0563
2000-09-19,27.0563,27.895,20.9695,27.7127,25.1047,27.1374
2000-09-20,27.1374,27.3539,21.0347,27.5991,25.1518,25.7576
2000-09-21,25.7576,27.0563,21.0964,27.242,25.1827,25.5952
2000-09-22,25.5952,25.8117,21.1543,26.69,25.2232,25.3247
2000-09-25,25.3247,25.2165,21.2111,26.1742,25.2606,25.7035
2000-09-26,25.7035,25.7576,21.2704,25.9037,25.3152,26.4069
2000-09-27,26.4069,25.974,21.3291,25.7576,25.3742,25.6494
2000-09-28,25.6494,26.1364,21.3847,25.7359,25.4267,25.5952
2000-09-29,25.5952,25.9199,21.4375,25.7359,25.496,26.0823
2000-10-02,26.0823,26.0281,21.4905,25.8874,25.5961,25.7576
2000-10-03,25.7576,26.0281,21.5424,25.8983,25.6978,24.6483
2000-10-04,24.6483,25.7576,21.592,25.5465,25.7811,23.8095
2000-10-05,23.8095,24.6212,21.6347,25.1786,25.8326,23.6201
2000-10-06,23.6201,24.026,21.6773,24.7835,25.8715,24.053
2000-10-09,24.053,23.7013,21.7194,24.3777,25.9262,27.4892
2000-10-10,27.4892,25.1082,21.7765,24.724,26.0452,28.4903
2000-10-11,28.4903,28.0303,21.8422,25.4924,26.1702,28.2738
2000-10-12,28.2738,27.5974,21.9035,26.3853,26.2779,27.0563
2000-10-13,27.0563,28.4632,21.9601,27.0725,26.3639,26.5152
2000-10-16,26.5152,27.0563,22.0127,27.5649,26.4321,27.4892
2000-10-17,27.4892,26.5152,22.0763,27.5649,26.511,26.9751
2000-10-18,26.9751,27.4892,22.1405,27.2619,26.5732,26.4881
2000-10-19,26.4881,26.8669,22.2003,26.9048,26.6181,26.6234
2000-10-20,26.6234,26.4069,22.2539,26.8182,26.6593,25.9199
2000-10-23,25.9199,26.6234,22.3042,26.6991,26.6842,25.5411
2000-10-24,25.5411,25.9199,22.3558,26.3095,26.6798,24.2424
2000-10-25,24.2424,25.2165,22.4005,25.763,26.6566,24.4589
2000-10-26,24.4589,24.6753,22.4468,25.3571,26.6333,23.3766
2000-10-27,23.3766,24.3506,22.486,24.7078,26.5673,23.8095
2000-10-30,23.8095,23.7013,22.5281,24.2857,26.5234,23.9448
2000-10-31,23.9448,24.3506,22.5637,23.9665,26.4839,25.1082
2000-11-01,25.1082,25.1082,22.6056,24.1396,26.4647,24.3777
2000-11-02,24.3777,25.0812,22.6434,24.1234,26.4082,24.2154
2000-11-03,24.2154,24.2695,22.6773,24.2911,26.3638,23.9177
2000-11-06,23.9177,24.2154,22.7121,24.3128,26.3059,24.0801
2000-11-07,24.0801,24.1342,22.7467,24.3398,26.2472,24.2965
2000-11-08,24.2965,24.3506,22.7834,24.1775,26.1804,24.053
2000-11-09,24.053,24.513,22.8227,24.1126,26.116,24.053
2000-11-10,24.053,24.026,22.8627,24.0801,26.0516,23.4848
2000-11-13,23.4848,24.2424,22.9011,23.9935,25.9666,23.8095
2000-11-14,23.8095,23.7013,22.938,23.9394,25.8806,25.1082
2000-11-15,25.1082,24.5671,22.9816,24.1017,25.8081,25.6764
2000-11-16,25.6764,25.2165,23.0276,24.4264,25.748,25.487
2000-11-17,25.487,26.0281,23.0749,24.7132,25.7042,26.0552
2000-11-20,26.0552,25.7576,23.1224,25.2273,25.6538,26.8128
2000-11-21,26.8128,26.2987,23.1765,25.8279,25.6187,27.0292
2000-11-22,27.0292,26.7045,23.2358,26.2121,25.6051,27.1645
2000-11-24,27.1645,27.3268,23.2923,26.5097,25.5976,27.2998
2000-11-27,27.2998,27.1104,23.3514,26.8723,25.5765,26.434
2000-11-28,26.434,27.2998,23.4019,26.9481,25.5471,24.6753
2000-11-29,24.6753,26.434,23.4387,26.5206,25.4995,22.619
2000-11-30,22.619,24.5671,23.4649,25.6385,25.4091,23.8636
2000-12-01,23.8636,23.2684,23.499,24.9784,25.3712,24.2154
2000-12-04,24.2154,24.4048,23.5392,24.3615,25.3436,23.2413
2000-12-05,23.2413,24.2424,23.5764,23.7229,25.3019,24.7835
2000-12-06,24.7835,23.4037,23.6233,23.7446,25.2835,25.1623
2000-12-07,25.1623,25.4329,23.6766,24.2532,25.2587,25.2706
2000-12-08,25.2706,25.1623,23.7322,24.5346,25.2511,26.5422
2000-12-11,26.5422,26.0823,23.7908,25.0,25.27,27.1374
2000-12-12,27.1374,26.5693,23.8475,25.7792,25.2911,26.7316
2000-12-13,26.7316,27.0022,23.9035,26.1688,25.3106,25.3247
2000-12-14,25.3247,26.7857,23.9486,26.2013,25.3241,25.5952
2000-12-15,25.5952,25.3247,23.9943,26.2662,25.3598,27.8409
2000-12-18,27.8409,26.0281,24.0488,26.526,25.4443,27.7597
2000-12-19,27.7597,27.8409,24.0947,26.6504,25.5184,26.7857
2000-12-20,26.7857,27.5974,24.137,26.6613,25.5043,27.0833
2000-12-21,27.0833,26.7857,24.1826,27.013,25.4762,27.7597
2000-12-22,27.7597,26.8398,24.2332,27.4459,25.4659,30.0595
2000-12-26,30.0595,28.3009,24.2943,27.8896,25.526,31.0877
2000-12-27,31.0877,30.0866,24.3604,28.5552,25.6174,31.6829
2000-12-28,31.6829,31.0877,24.4316,29.5346,25.7013,30.3301
2000-12-29,30.3301,31.71,24.4917,30.184,25.7684,30.6548
2001-01-02,30.6548,30.1407,24.556,30.763,25.8517,28.6255
2001-01-03,28.6255,30.6818,24.6114,30.4762,25.8918,27.2727
2001-01-04,27.2727,28.5444,24.6578,29.7132,25.9188,29.1667
2001-01-05,29.1667,27.9221,24.7101,29.21,25.9913,29.4643
2001-01-08,29.4643,29.5455,24.765,29.0368,26.0958,28.8149
2001-01-09,28.8149,30.0325,24.8167,28.6688,26.1829,28.7608
2001-01-10,28.7608,28.8149,24.8682,28.6959,26.2906,28.8149
2001-01-11,28.8149,29.1126,24.9164,29.0043,26.3907,28.1656
2001-01-12,28.1656,28.7879,24.9538,28.8041,26.4751,28.1926
2001-01-16,28.1926,28.1926,24.9877,28.5498,26.5368,26.7857
2001-01-17,26.7857,27.868,25.0139,28.1439,26.585,25.8117
2001-01-18,25.8117,25.974,25.0372,27.5541,26.6169,26.0552
2001-01-19,26.0552,25.46,25.064,27.0022,26.6596,26.5963
2001-01-22,26.5963,26.3528,25.096,26.6883,26.71,26.6234
2001-01-23,26.6234,26.6234,25.1248,26.3745,26.7565,26.5963
2001-01-24,26.5963,27.1645,25.1523,26.3366,26.8074,27.6515
2001-01-25,27.6515,27.0022,25.19,26.7045,26.8793,26.8128
2001-01-26,26.8128,27.7597,25.2195,26.8561,26.9459,26.3074
2001-01-29,26.3074,26.71,25.2428,26.7983,26.9958,25.2641
2001-01-30,25.2641,26.0173,25.2627,26.5264,26.999,24.9351
2001-01-31,24.9351,25.5411,25.2833,26.1942,26.9841,24.7273
2001-02-01,24.7273,25.1948,25.309,25.6093,26.9689,26.039
2001-02-02,26.039,25.0,25.3386,25.4545,26.9686,26.1429
2001-02-05,26.1429,25.9957,25.3643,25.4216,26.9552,26.7792
2001-02-06,26.7792,25.8658,25.3958,25.7247,26.9502,27.1645
2001-02-07,27.1645,26.8831,25.4256,26.1706,26.9502,26.8398
2001-02-08,26.8398,27.1645,25.4561,26.5931,26.941,27.1429
2001-02-09,27.1429,26.6234,25.4878,26.8139,26.9552,27.0649
2001-02-12,27.0649,27.1472,25.5195,26.9983,27.003,27.368
2001-02-13,27.368,26.8398,25.5515,27.116,27.098,26.9264
2001-02-14,26.9264,27.684,25.5772,27.0684,27.1592,26.4199
2001-02-15,26.4199,26.4935,25.5998,26.9844,27.2033,26.5714
2001-02-16,26.5714,26.8831,25.6263,26.8701,27.2699,27.0996
2001-02-20,27.0996,26.8615,25.6465,26.8771,27.3162,26.8701
2001-02-21,26.8701,27.7056,25.6597,26.7775,27.3504,26.4589
2001-02-22,26.4589,26.8398,25.668,26.684,27.3742,25.9913
2001-02-23,25.9913,26.6667,25.6768,26.5983,27.3631,26.2727
2001-02-26,26.2727,25.9913,25.6869,26.5385,27.3458,26.2121
2001-02-27,26.2121,26.1905,25.6931,26.361,27.3355,25.4113
2001-02-28,25.4113,26.4502,25.6911,26.0693,27.3372,25.6667
2001-03-01,25.6667,25.5411,25.6907,25.9108,27.3386,26.3333
2001-03-02,26.3333,25.9524,25.6975,25.9792,27.3085,27.0303
2001-03-05,27.0303,26.71,25.7052,26.1307,27.2939,28.0519
2001-03-06,28.0519,27.2727,25.7144,26.4987,27.3192,29.0173
2001-03-07,29.0173,28.5714,25.7321,27.2199,27.3579,29.6537
2001-03-08,29.6537,29.2208,25.7547,28.0173,27.3958,29.1775
2001-03-09,29.1775,29.6537,25.7784,28.5861,27.3781,28.1818
2001-03-12,28.1818,28.658,25.8003,28.8165,27.32,27.5022
2001-03-13,27.5022,28.2684,25.8168,28.7065,27.2364,27.0519
2001-03-14,27.0519,27.2294,25.8291,28.3134,27.1708,26.6926
2001-03-15,26.6926,27.4026,25.8384,27.7212,27.0916,26.2814
2001-03-16,26.2814,26.71,25.8381,27.142,27.0447,26.7792
2001-03-19,26.7792,26.6234,25.8424,26.8615,27.0348,27.1515
2001-03-20,27.1515,26.9264,25.857,26.7913,26.9945,26.0693
2001-03-21,26.0693,26.6667,25.8685,26.5948,26.9266,24.6407
2001-03-22,24.6407,26.039,25.8696,26.1844,26.8431,25.3983
2001-03-23,25.3983,25.5411,25.8768,26.0078,26.7759,25.8009
2001-03-26,25.8009,26.0823,25.8842,25.8121,26.7156,25.0433
2001-03-27,25.0433,25.7576,25.8893,25.3905,26.6532,24.6017
2001-03-28,24.6017,25.1082,25.8885,25.097,26.5813,23.7619
2001-03-29,23.7619,24.0693,25.8844,24.9212,26.5209,24.9394
2001-03-30,24.9394,24.026,25.8815,24.8294,26.5034,23.5714
2001-04-02,23.5714,24.9351,25.8754,24.3835,26.4537,22.381
2001-04-03,22.381,23.5714,25.8588,23.8511,26.3694,23.1602
2001-04-04,23.1602,22.684,25.8515,23.5628,26.3002,24.0216
2001-04-05,24.0216,23.5931,25.8498,23.6147,26.2487,24.0736
2001-04-06,24.0736,23.7013,25.8436,23.4416,26.1771,24.9307
2001-04-09,24.9307,24.5368,25.8463,23.7134,26.1395,25.6926
2001-04-10,25.6926,25.2381,25.8498,24.3758,26.1272,25.3896
2001-04-11,25.3896,25.671,25.8523,24.8216,26.1297,26.1905
2001-04-12,26.1905,25.974,25.8597,25.2554,26.1548,27.013
2001-04-16,27.013,26.4286,25.8687,25.8433,26.2005,27.6407
2001-04-17,27.6407,27.0173,25.8771,26.3853,26.2326,26.697
2001-04-18,26.697,27.2944,25.8833,26.5861,26.2436,26.4502
2001-04-19,26.4502,26.6234,25.8863,26.7983,26.2371,26.2857
2001-04-20,26.2857,26.4502,25.899,26.8173,26.2195,27.342
2001-04-23,27.342,26.6234,25.9201,26.8831,26.2295,27.4892
2001-04-24,27.4892,27.5974,25.9408,26.8528,26.2365,28.2771
2001-04-25,28.2771,27.4892,25.967,27.1688,26.2607,28.8139
2001-04-26,28.8139,28.2771,25.9871,27.6416,26.2896,28.3247
2001-04-27,28.3247,28.7013,26.0077,28.0494,26.3176,27.6883
2001-04-30,27.6883,28.3117,26.0283,28.1186,26.3429,26.8831
2001-05-01,26.8831,27.4286,26.0454,27.9974,26.3492,25.1082
2001-05-02,25.1082,26.3636,26.0561,27.3636,26.3094,24.8052
2001-05-03,24.8052,25.1472,26.0628,26.5619,26.2681,24.9654
2001-05-04,24.9654,24.9134,26.0725,25.89,26.2382,25.4113
2001-05-07,25.4113,25.2814,26.0889,25.4346,26.2266,25.2468
2001-05-08,25.2468,25.4113,26.1098,25.1074,26.2061,25.974
2001-05-09,25.974,25.5541,26.1363,25.2805,26.2013,25.7922
2001-05-10,25.7922,25.974,26.1628,25.4779,26.2089,25.3117
2001-05-11,25.3117,25.5411,26.1832,25.5472,26.2018,26.0519
2001-05-14,26.0519,25.4113,26.2051,25.6753,26.1962,26.71
2001-05-15,26.71,26.3203,26.2321,25.968,26.1898,26.4762
2001-05-16,26.4762,26.8831,26.2568,26.0684,26.1583,26.7532
2001-05-17,26.7532,26.4502,26.2793,26.2606,26.113,27.8788
2001-05-18,27.8788,26.9264,26.3043,26.774,26.0775,28.2771
2001-05-21,28.2771,28.2684,26.3319,27.219,26.0595,27.4286
2001-05-22,27.4286,27.9221,26.3535,27.3628,26.0444,26.3203
2001-05-23,26.3203,27.4329,26.3674,27.3316,26.0208,25.974
2001-05-24,25.974,26.3853,26.3779,27.1758,25.9992,25.7532
2001-05-25,25.7532,25.9567,26.3855,26.7506,25.9804,25.2165
2001-05-29,25.2165,26.1039,26.3887,26.1385,25.9591,25.5844
2001-05-30,25.5844,25.2814,26.3933,25.7697,25.9352,25.7792
2001-05-31,25.7792,25.5411,26.3934,25.6615,25.9078,25.2597
2001-06-01,25.2597,25.7792,26.3926,25.5186,25.8916,25.671
2001-06-04,25.671,26.1039,26.3929,25.5022,25.9122,25.5368
2001-06-05,25.5368,25.974,26.3872,25.5662,25.915,24.8095
2001-06-06,24.8095,25.1299,26.3812,25.4113,25.8952,23.7532
2001-06-07,23.7532,24.6753,26.3704,25.0061,25.8694,24.1082
2001-06-08,24.1082,23.5498,26.3606,24.7758,25.8595,24.0823
2001-06-11,24.0823,24.3723,26.345,24.458,25.8659,24.6494
2001-06-12,24.6494,24.5238,26.336,24.2805,25.8601,23.7879
2001-06-13,23.7879,24.6494,26.3209,24.0762,25.8644,23.6364
2001-06-14,23.6364,23.8095,26.304,24.0528,25.8895,23.355
2001-06-15,23.355,23.5974,26.2826,23.9022,25.8934,23.0346
2001-06-18,23.0346,23.29,26.2614,23.6926,25.8737,22.8182
2001-06-19,22.8182,23.2035,26.2391,23.3264,25.8486,22.6234
2001-06-20,22.6234,22.9004,26.2136,23.0935,25.8024,21.9697
2001-06-21,21.9697,22.7056,26.1829,22.7602,25.728,22.5325
2001-06-22,22.5325,22.2944,26.1519,22.5957,25.6708,22.4719
2001-06-25,22.4719,22.684,26.1208,22.4831,25.5965,22.5022
2001-06-26,22.5022,22.7273,26.095,22.4199,25.5062,21.8615
2001-06-27,21.8615,22.1861,26.0614,22.2675,25.3906,20.9524
2001-06-28,20.9524,21.8615,26.0233,22.0641,25.2758,21.9697
2001-06-29,21.9697,21.0823,25.9946,21.9515,25.1861,21.342
2001-07-02,21.342,21.9481,25.9636,21.7255,25.0873,21.4286
2001-07-03,21.4286,21.3723,25.929,21.5108,24.969,22.0823
