ticker,CME US Equity,CME US Equity,CME US Equity,CME US Equity,CME US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2013-08-01,72.17,74.84,73.7044,73.5014,61.5587,72.3
2013-08-02,72.3,72.0,73.4044,73.686,61.6383,72.06
2013-08-05,72.06,71.98,72.9464,73.8446,61.7143,72.39
2013-08-06,72.39,72.08,72.5964,74.0016,61.7888,71.88
2013-08-07,71.88,72.3,72.16,74.1294,61.8588,72.22
2013-08-08,72.22,71.93,72.17,74.2214,61.9316,72.16
2013-08-09,72.16,72.22,72.142,74.269,62.0099,71.55
2013-08-12,71.55,71.8,72.04,74.3414,62.0844,74.44
2013-08-13,74.44,71.5,72.45,74.4548,62.1742,73.95
2013-08-14,73.95,74.35,72.864,74.5504,62.2612,74.83
2013-08-15,74.83,73.61,73.386,74.6616,62.3604,73.35
2013-08-16,73.35,74.64,73.624,74.7502,62.45,72.3
2013-08-19,72.3,72.83,73.774,74.7562,62.5319,72.39
2013-08-20,72.39,72.35,73.364,74.7438,62.6115,72.29
2013-08-21,72.29,72.48,73.032,74.7418,62.6944,72.66
2013-08-22,72.66,72.42,72.598,74.7494,62.777,72.58
2013-08-23,72.58,72.87,72.444,74.7182,62.858,71.94
2013-08-26,71.94,72.53,72.372,74.6712,62.9398,70.5
2013-08-27,70.5,71.6,71.994,74.5534,63.0187,70.77
2013-08-28,70.77,70.61,71.69,74.4232,63.101,70.47
2013-08-29,70.47,70.33,71.252,74.3134,63.1816,71.11
2013-08-30,71.11,70.43,70.958,74.1938,63.2674,72.33
2013-09-03,72.33,71.94,71.036,74.1046,63.3612,73.65
2013-09-04,73.65,72.61,71.666,74.0564,63.4591,73.37
2013-09-05,73.37,73.82,72.186,73.9962,63.5547,72.43
2013-09-06,72.43,73.17,72.578,73.9186,63.6446,72.53
2013-09-09,72.53,72.57,72.862,73.8388,63.7343,73.23
2013-09-10,73.23,72.83,73.042,73.7844,63.8283,72.69
2013-09-11,72.69,73.18,72.85,73.708,63.9185,72.72
2013-09-12,72.72,72.57,72.72,73.6584,64.0058,72.35
2013-09-13,72.35,72.76,72.704,73.5912,64.0961,71.73
2013-09-16,71.73,72.47,72.544,73.4736,64.1802,71.95
2013-09-17,71.95,71.73,72.288,73.3668,64.2642,70.88
2013-09-18,70.88,71.72,71.926,73.2504,64.3423,73.86
2013-09-19,73.86,70.84,72.154,73.1986,64.4337,74.55
2013-09-20,74.55,73.93,72.594,73.1546,64.5332,73.61
2013-09-23,73.61,74.32,72.97,73.08,64.6277,73.03
2013-09-24,73.03,73.53,73.186,72.9982,64.7177,74.56
2013-09-25,74.56,73.92,73.922,72.9636,64.8157,75.31
2013-09-26,75.31,74.73,74.212,72.9492,64.9219,74.83
2013-09-27,74.83,74.79,74.268,72.9178,65.0314,73.88
2013-09-30,73.88,74.22,74.322,72.9004,65.1368,74.8
2013-10-01,74.8,73.8,74.676,72.922,65.2548,73.97
2013-10-02,73.97,74.06,74.558,72.9278,65.3685,73.93
2013-10-03,73.93,73.6,74.282,72.9338,65.4801,75.0
2013-10-04,75.0,74.25,74.316,72.957,65.593,74.39
2013-10-07,74.39,74.73,74.418,72.9688,65.7018,72.44
2013-10-08,72.44,74.42,73.946,72.9306,65.807,72.04
2013-10-09,72.04,72.57,73.56,72.8886,65.9135,74.5
2013-10-10,74.5,72.7,73.674,72.8974,66.0319,74.75
2013-10-11,74.75,74.11,73.624,72.949,66.1519,75.35
2013-10-14,75.35,74.63,73.816,73.01,66.2769,75.17
2013-10-15,75.17,74.97,74.362,73.0722,66.4022,76.49
2013-10-16,76.49,75.5,75.252,73.1542,66.5313,76.76
2013-10-17,76.76,76.01,75.704,73.2518,66.6584,76.83
2013-10-18,76.83,77.02,76.12,73.344,66.7847,76.64
2013-10-21,76.64,76.7,76.378,73.4336,66.8991,77.73
2013-10-22,77.73,76.87,76.89,73.5572,67.0203,77.22
2013-10-23,77.22,77.38,77.036,73.6128,67.1419,76.97
2013-10-24,76.97,77.48,77.078,73.6732,67.2624,76.5
2013-10-25,76.5,76.86,77.012,73.7066,67.3783,75.17
2013-10-28,75.17,76.46,76.718,73.743,67.4841,75.01
2013-10-29,75.01,75.27,76.174,73.7972,67.5875,74.95
2013-10-30,74.95,75.0,75.72,73.8484,67.6885,74.21
2013-10-31,74.21,75.06,75.168,73.8868,67.7856,74.7
2013-11-01,74.7,74.2,74.808,73.9276,67.8817,73.82
2013-11-04,73.82,73.93,74.538,73.9524,67.9733,73.66
2013-11-05,73.66,73.91,74.268,73.9868,68.0586,74.73
2013-11-06,74.73,73.66,74.224,74.0714,68.148,74.66
2013-11-07,74.66,74.75,74.314,74.1492,68.2349,77.81
2013-11-08,77.81,74.83,74.936,74.296,68.3354,77.94
2013-11-11,77.94,77.28,75.76,74.4326,68.4368,78.57
2013-11-12,78.57,77.9,76.742,74.5574,68.5401,78.63
2013-11-13,78.63,78.46,77.522,74.657,68.6426,78.84
2013-11-14,78.84,78.69,78.358,74.7664,68.7476,79.56
2013-11-15,79.56,78.71,78.708,74.909,68.8502,79.77
2013-11-18,79.77,79.59,79.074,75.0538,68.9577,81.14
2013-11-19,81.14,79.93,79.588,75.212,69.0675,81.42
2013-11-20,81.42,81.26,80.146,75.3866,69.1909,83.58
2013-11-21,83.58,81.53,81.094,75.6038,69.3243,83.85
2013-11-22,83.85,83.34,81.952,75.8338,69.4572,82.29
2013-11-25,82.29,83.99,82.456,76.045,69.584,81.95
2013-11-26,81.95,82.17,82.618,76.245,69.7078,82.31
2013-11-27,82.31,82.44,82.796,76.4736,69.833,81.95
2013-11-29,81.95,82.08,82.47,76.6354,69.9506,81.39
2013-12-02,81.39,82.02,81.978,76.7722,70.0649,80.97
2013-12-03,80.97,81.18,81.714,76.9194,70.175,80.06
2013-12-04,80.06,80.59,81.336,77.06,70.2852,79.11
2013-12-05,79.11,79.8,80.696,77.151,70.3927,79.97
2013-12-06,79.97,79.44,80.3,77.2442,70.501,81.03
2013-12-09,81.03,79.97,80.228,77.3682,70.6172,79.74
2013-12-10,79.74,80.66,79.982,77.4854,70.721,78.93
2013-12-11,78.93,79.69,79.756,77.568,70.8156,80.11
2013-12-12,80.11,79.05,79.956,77.6908,70.9178,81.51
2013-12-13,81.51,80.14,80.264,77.8424,71.0257,82.36
2013-12-16,82.36,82.0,80.53,77.9896,71.1331,82.89
2013-12-17,82.89,82.21,81.16,78.1596,71.2394,84.64
2013-12-18,84.64,83.2,82.302,78.4036,71.3526,83.68
2013-12-19,83.68,84.16,83.016,78.6364,71.4623,83.79
2013-12-20,83.79,83.6,83.472,78.8222,71.5696,83.12
2013-12-23,83.12,84.36,83.624,78.9896,71.6722,80.03
2013-12-24,80.03,80.38,83.052,79.0832,71.7599,79.88
2013-12-26,79.88,80.37,82.1,79.1774,71.8467,78.91
2013-12-27,78.91,80.21,81.146,79.2258,71.9258,78.44
2013-12-30,78.44,79.11,80.076,79.2594,72.0023,78.46
2013-12-31,78.46,78.93,79.144,79.292,72.0817,77.96
2014-01-02,77.96,77.96,78.73,79.3184,72.1658,79.2
2014-01-03,79.2,78.12,78.594,79.3478,72.2517,78.4
2014-01-06,78.4,79.0,78.492,79.3714,72.339,77.82
2014-01-07,77.82,78.55,78.368,79.3884,72.42,77.06
2014-01-08,77.06,76.82,78.088,79.3996,72.4989,77.1
2014-01-09,77.1,77.34,77.916,79.4382,72.5766,76.49
2014-01-10,76.49,77.2,77.374,79.4678,72.6522,74.02
2014-01-13,74.02,76.39,76.498,79.4492,72.7153,75.29
2014-01-14,75.29,74.57,75.992,79.4708,72.7871,75.76
2014-01-15,75.76,75.38,75.732,79.492,72.8629,75.5
2014-01-16,75.5,75.32,75.412,79.5256,72.9402,75.49
2014-01-17,75.49,75.26,75.212,79.5622,73.0176,75.73
2014-01-21,75.73,75.75,75.554,79.5822,73.099,75.85
2014-01-22,75.85,75.75,75.666,79.606,73.177,75.51
2014-01-23,75.51,75.37,75.616,79.56,73.2548,74.42
2014-01-24,74.42,75.01,75.4,79.4896,73.3258,72.93
2014-01-27,72.93,74.43,74.888,79.3768,73.3865,73.2
2014-01-28,73.2,73.18,74.382,79.2682,73.4501,72.34
2014-01-29,72.34,72.71,73.68,79.1382,73.5176,74.32
2014-01-30,74.32,73.13,73.442,79.0334,73.5919,74.76
2014-01-31,74.76,73.5,73.51,78.9332,73.6721,73.18
2014-02-03,73.18,74.48,73.56,78.774,73.7453,73.61
2014-02-04,73.61,70.7,73.642,78.6178,73.8183,73.555
2014-02-05,73.555,74.05,73.885,78.4173,73.8847,75.98
2014-02-06,75.98,73.98,74.217,78.2599,73.9653,75.69
2014-02-07,75.69,76.71,74.403,78.1279,74.0429,75.56
2014-02-10,75.56,75.65,74.879,78.0001,74.1155,76.55
2014-02-11,76.55,75.64,75.467,77.8849,74.1944,76.8
2014-02-12,76.8,76.58,76.116,77.7819,74.2742,76.99
2014-02-13,76.99,76.43,76.318,77.6939,74.3549,77.11
2014-02-14,77.11,76.76,76.602,77.6167,74.4398,76.22
2014-02-18,76.22,77.14,76.734,77.5399,74.5189,74.77
2014-02-19,74.77,75.79,76.378,77.4531,74.5895,73.76
2014-02-20,73.76,74.68,75.77,77.3289,74.6535,73.71
2014-02-21,73.71,73.9,75.114,77.1825,74.7197,74.32
2014-02-24,74.32,73.91,74.556,77.0741,74.7878,73.26
2014-02-25,73.26,74.17,73.964,76.9607,74.8503,72.58
2014-02-26,72.58,73.31,73.526,76.8101,74.9006,73.16
2014-02-27,73.16,72.41,73.406,76.6431,74.952,73.82
2014-02-28,73.82,73.19,73.428,76.4723,75.0026,74.11
2014-03-03,74.11,73.18,73.386,76.2967,75.0529,76.0
2014-03-04,76.0,75.16,73.934,76.1239,75.1118,76.42
2014-03-05,76.42,75.77,74.702,75.9787,75.168,76.76
2014-03-06,76.76,76.23,75.422,75.8381,75.2255,76.97
2014-03-07,76.97,76.84,76.052,75.7151,75.2888,76.73
2014-03-10,76.73,77.05,76.576,75.6491,75.3571,75.91
2014-03-11,75.91,76.65,76.558,75.5697,75.416,76.05
2014-03-12,76.05,75.69,76.484,75.5125,75.4735,74.78
2014-03-13,74.78,76.32,76.088,75.4393,75.52,75.36
2014-03-14,75.36,75.06,75.766,75.3773,75.5587,76.26
2014-03-17,76.26,75.84,75.672,75.3433,75.5911,75.91
2014-03-18,75.91,76.12,75.672,75.2775,75.631,75.71
2014-03-19,75.71,75.76,75.604,75.2237,75.6657,76.92
2014-03-20,76.92,75.53,76.032,75.2057,75.7044,77.45
2014-03-21,77.45,77.75,76.45,75.2135,75.7453,77.04
2014-03-24,77.04,77.67,76.606,75.2123,75.7859,76.54
2014-03-25,76.54,77.37,76.732,75.2133,75.8086,75.02
2014-03-26,75.02,76.88,76.594,75.2333,75.8187,73.92
2014-03-27,73.92,74.87,75.994,75.2059,75.8263,73.83
2014-03-28,73.83,74.18,75.27,75.1673,75.8341,74.02
2014-03-31,74.02,73.89,74.666,75.1377,75.8335,72.66
2014-04-01,72.66,74.42,73.89,75.0811,75.8253,72.27
2014-04-02,72.27,72.73,73.34,75.0119,75.8047,72.18
2014-04-03,72.18,72.11,72.992,74.9385,75.7792,70.6
2014-04-04,70.6,73.02,72.346,74.8403,75.7524,67.59
2014-04-07,67.59,70.36,71.06,74.7037,75.7049,69.13
2014-04-08,69.13,67.8,70.354,74.6277,75.6666,69.53
2014-04-09,69.53,68.09,69.806,74.5543,75.634,68.37
2014-04-10,68.37,69.31,69.044,74.4749,75.5939,66.95
2014-04-11,66.95,67.76,68.314,74.3275,75.5471,67.25
2014-04-14,67.25,67.22,68.246,74.1773,75.5008,67.79
2014-04-15,67.79,67.58,67.978,74.0695,75.46,68.73
2014-04-16,68.73,68.21,67.818,73.9719,75.4211,69.3
2014-04-17,69.3,68.73,68.004,73.8868,75.3916,69.43
2014-04-21,69.43,69.25,68.5,73.7558,75.3602,71.14
2014-04-22,71.14,69.41,69.278,73.6648,75.3278,71.4
2014-04-23,71.4,70.96,70.0,73.5816,75.2984,70.9
2014-04-24,70.9,71.89,70.434,73.4686,75.2694,70.39
2014-04-25,70.39,70.82,70.652,73.3404,75.2391,70.75
2014-04-28,70.75,70.62,70.916,73.2156,75.2091,70.83
2014-04-29,70.83,70.76,70.854,73.09,75.1765,70.39
2014-04-30,70.39,70.65,70.652,72.9734,75.1429,70.68
2014-05-01,70.68,70.81,70.608,72.8916,75.1148,69.57
2014-05-02,69.57,70.67,70.444,72.8078,75.0825,69.745
2014-05-05,69.745,69.19,70.243,72.7285,75.0493,68.55
2014-05-06,68.55,69.4,69.787,72.6131,75.0183,70.36
2014-05-07,70.36,68.84,69.781,72.5551,75.0015,69.17
2014-05-08,69.17,70.01,69.479,72.4869,74.9789,69.59
2014-05-09,69.59,69.23,69.483,72.4155,74.9587,70.91
2014-05-12,70.91,69.9,69.716,72.3573,74.9441,70.59
2014-05-13,70.59,70.84,70.124,72.2869,74.928,69.81
2014-05-14,69.81,70.58,70.014,72.1631,74.9053,69.48
2014-05-15,69.48,69.8,70.076,72.0243,74.882,68.68
2014-05-16,68.68,69.52,69.894,71.8627,74.8551,70.35
2014-05-19,70.35,68.64,69.782,71.7303,74.846,68.52
2014-05-20,68.52,70.33,69.368,71.5661,74.8271,70.02
2014-05-21,70.02,69.0,69.41,71.4483,74.8169,71.34
2014-05-22,71.34,69.84,69.782,71.3541,74.8116,71.0
2014-05-23,71.0,71.29,70.246,71.2785,74.8072,71.67
2014-05-27,71.67,71.4,70.51,71.2047,74.8045,71.93
2014-05-28,71.93,71.53,71.192,71.1181,74.8034,72.46
2014-05-29,72.46,72.02,71.68,71.0491,74.8079,72.0
2014-05-30,72.0,72.41,71.812,70.9749,74.7957,71.95
2014-06-02,71.95,72.06,72.002,70.8755,74.7857,70.99
2014-06-03,70.99,71.59,71.866,70.7463,74.7665,70.26
2014-06-04,70.26,70.66,71.532,70.6107,74.751,69.51
2014-06-05,69.51,70.56,70.942,70.4701,74.7371,69.82
2014-06-06,69.82,69.3,70.506,70.3661,74.7243,70.61
2014-06-09,70.61,69.92,70.238,70.2999,74.7158,70.03
2014-06-10,70.03,69.97,70.046,70.2239,74.7027,70.46
2014-06-11,70.46,69.87,70.086,70.1527,74.6921,70.89
2014-06-12,70.89,70.38,70.362,70.1173,74.6868,71.45
2014-06-13,71.45,70.99,70.688,70.1009,74.6916,70.9
2014-06-16,70.9,71.46,70.746,70.0753,74.6922,72.12
2014-06-17,72.12,70.78,71.164,70.1057,74.7005,72.28
2014-06-18,72.28,72.06,71.528,70.1995,74.7063,71.73
2014-06-19,71.73,72.16,71.696,70.2515,74.7033,71.75
2014-06-20,71.75,72.12,71.756,70.2959,74.6939,72.19
2014-06-23,72.19,71.65,72.014,70.3723,74.6879,70.77
2014-06-24,70.77,71.88,71.744,70.4487,74.6797,70.68
2014-06-25,70.68,70.91,71.424,70.5173,74.6704,70.5
2014-06-26,70.5,70.53,71.178,70.5715,74.6567,70.42
2014-06-27,70.42,70.3,70.912,70.6053,74.6454,70.95
2014-06-30,70.95,70.85,70.664,70.6383,74.6366,70.99
2014-07-01,70.99,70.98,70.708,70.6695,74.6298,71.06
2014-07-02,71.06,70.77,70.784,70.6679,74.6264,72.36
2014-07-03,72.36,71.35,71.156,70.6871,74.6284,72.14
2014-07-07,72.14,72.24,71.5,70.7119,74.6348,71.05
2014-07-08,71.05,72.09,71.52,70.7251,74.6207,71.58
2014-07-09,71.58,71.28,71.638,70.7417,74.6058,70.13
2014-07-10,70.13,70.6,71.452,70.7277,74.5884,70.49
2014-07-11,70.49,69.94,71.078,70.7297,74.5757,71.28
2014-07-14,71.28,71.35,70.906,70.7417,74.5593,71.28
2014-07-15,71.28,71.32,70.952,70.7759,74.5392,71.02
2014-07-16,71.02,71.34,70.84,70.8014,74.5202,71.13
2014-07-17,71.13,70.54,71.04,70.853,74.5064,72.46
2014-07-18,72.46,71.46,71.434,70.895,74.4947,73.38
2014-07-21,73.38,72.21,71.854,70.9792,74.4918,74.57
2014-07-22,74.57,73.46,72.512,71.0788,74.4949,74.88
2014-07-23,74.88,74.54,73.284,71.1582,74.4943,75.36
2014-07-24,75.36,74.9,74.13,71.2536,74.4992,75.05
2014-07-25,75.05,75.03,74.648,71.3584,74.5122,75.14
2014-07-28,75.14,75.15,75.0,71.4716,74.5277,75.5
2014-07-29,75.5,75.11,75.186,71.608,74.5327,75.83
2014-07-30,75.83,75.9,75.376,71.7176,74.5381,73.94
2014-07-31,73.94,74.5,75.092,71.826,74.5311,74.18
2014-08-01,74.18,73.71,74.918,71.9092,74.5261,74.17
2014-08-04,74.17,74.33,74.724,71.9658,74.5145,73.65
2014-08-05,73.65,73.9,74.354,72.0188,74.499,73.59
2014-08-06,73.59,73.55,73.906,72.0572,74.4828,73.22
2014-08-07,73.22,74.05,73.762,72.083,74.4657,73.35
2014-08-08,73.35,73.5,73.596,72.1008,74.4438,73.37
2014-08-11,73.37,73.69,73.436,72.1282,74.4246,73.21
2014-08-12,73.21,73.25,73.348,72.1534,74.4057,73.54
2014-08-13,73.54,72.25,73.338,72.2044,74.3909,73.59
2014-08-14,73.59,73.54,73.412,72.271,74.3831,73.36
2014-08-15,73.36,73.95,73.414,72.348,74.3748,73.81
2014-08-18,73.81,73.94,73.502,72.4278,74.3691,73.51
2014-08-19,73.51,73.98,73.562,72.4858,74.3656,74.165
2014-08-20,74.165,73.41,73.687,72.5685,74.3629,74.64
2014-08-21,74.64,74.08,73.897,72.6521,74.367,74.86
2014-08-22,74.86,74.46,74.197,72.7315,74.373,75.65
2014-08-25,75.65,75.33,74.565,72.8155,74.3776,76.36
2014-08-26,76.36,75.37,75.135,72.9247,74.3861,76.46
2014-08-27,76.46,76.26,75.594,73.0115,74.3794,76.58
2014-08-28,76.58,75.94,75.982,73.0975,74.3726,76.55
2014-08-29,76.55,76.88,76.32,73.1939,74.3625,76.75
2014-09-02,76.75,76.58,76.54,73.2939,74.3531,76.52
2014-09-03,76.52,77.03,76.572,73.3805,74.3415,76.61
2014-09-04,76.61,76.67,76.602,73.4973,74.3267,76.45
2014-09-05,76.45,76.53,76.576,73.6127,74.3101,75.935
2014-09-08,75.935,76.02,76.453,73.7214,74.2841,75.68
2014-09-09,75.68,75.92,76.239,73.8266,74.2554,76.01
2014-09-10,76.01,75.89,76.137,73.9278,74.2176,77.52
2014-09-11,77.52,75.91,76.319,74.0584,74.1859,79.33
2014-09-12,79.33,77.53,76.895,74.2238,74.1711,79.82
2014-09-15,79.82,79.0,77.672,74.373,74.1605,79.87
2014-09-16,79.87,79.64,78.51,74.5276,74.1483,80.69
2014-09-17,80.69,79.75,79.446,74.7204,74.142,82.96
2014-09-18,82.96,80.34,80.534,74.948,74.1498,82.84
2014-09-19,82.84,83.66,81.236,75.2022,74.1592,82.57
2014-09-22,82.57,82.67,81.786,75.4438,74.1717,81.13
2014-09-23,81.13,82.54,82.038,75.6408,74.1818,81.28
2014-09-24,81.28,81.13,82.156,75.8408,74.1884,79.2
2014-09-25,79.2,80.96,81.404,76.0044,74.1792,80.03
2014-09-26,80.03,79.74,80.842,76.1824,74.1807,79.5
2014-09-29,79.5,79.3,80.228,76.3232,74.1835,79.955
2014-09-30,79.955,79.57,79.993,76.4547,74.1827,79.4
2014-10-01,79.4,79.96,79.617,76.5513,74.1722,80.42
2014-10-02,80.42,79.73,79.861,76.6621,74.1625,80.95
2014-10-03,80.95,79.76,80.045,76.7739,74.1528,81.35
2014-10-06,81.35,81.29,80.415,76.8999,74.1363,79.75
2014-10-07,79.75,80.94,80.374,76.9921,74.1167,81.16
2014-10-08,81.16,79.92,80.726,77.1053,74.1035,80.98
2014-10-09,80.98,80.93,80.838,77.2083,74.0928,81.605
2014-10-10,81.605,81.11,80.969,77.3616,74.1007,79.01
2014-10-13,79.01,80.82,80.501,77.4582,74.0964,79.85
2014-10-14,79.85,79.67,80.521,77.5718,74.1011,79.31
2014-10-15,79.31,79.06,80.151,77.685,74.1054,79.13
2014-10-16,79.13,77.99,79.781,77.7958,74.1088,78.26
2014-10-17,78.26,79.57,79.112,77.8966,74.1103,79.39
2014-10-20,79.39,78.33,79.188,78.0174,74.1112,80.04
2014-10-21,80.04,80.02,79.226,78.1508,74.1194,79.49
2014-10-22,79.49,80.25,79.262,78.2764,74.1278,81.2
2014-10-23,81.2,80.33,79.676,78.4296,74.1485,82.31
2014-10-24,82.31,81.06,80.486,78.604,74.1745,81.98
2014-10-27,81.98,82.22,81.004,78.7764,74.202,81.33
2014-10-28,81.33,82.05,81.262,78.9268,74.2385,81.83
2014-10-29,81.83,81.14,81.73,79.0932,74.2712,81.56
2014-10-30,81.56,81.55,81.802,79.2411,74.3002,83.81
2014-10-31,83.81,82.75,82.102,79.4245,74.3417,84.79
2014-11-03,84.79,84.11,82.664,79.6231,74.3883,85.27
2014-11-04,85.27,84.68,83.452,79.8155,74.436,85.77
2014-11-05,85.77,85.73,84.24,80.0037,74.4856,86.27
2014-11-06,86.27,85.7,85.182,80.1999,74.5394,85.6
2014-11-07,85.6,86.08,85.54,80.3803,74.5953,85.95
2014-11-10,85.95,85.6,85.772,80.5683,74.6604,86.29
2014-11-11,86.29,86.0,85.976,80.7591,74.7258,85.6
2014-11-12,85.6,86.07,85.942,80.9407,74.7921,85.14
2014-11-13,85.14,85.95,85.716,81.1113,74.8462,84.82
2014-11-14,84.82,85.19,85.56,81.2787,74.8965,84.09
2014-11-17,84.09,84.61,85.188,81.4418,74.9511,83.71
2014-11-18,83.71,84.39,84.672,81.6024,75.0016,83.78
2014-11-19,83.78,83.51,84.308,81.7578,75.0527,83.585
2014-11-20,83.585,83.19,83.997,81.8791,75.0907,83.14
2014-11-21,83.14,84.58,83.661,81.9553,75.128,83.36
2014-11-24,83.36,83.56,83.515,82.0261,75.167,83.53
2014-11-25,83.53,83.01,83.479,82.0993,75.2019,83.69
2014-11-26,83.69,83.6,83.461,82.1593,75.2363,84.64
2014-11-28,84.64,84.12,83.672,82.1929,75.2746,84.61
2014-12-01,84.61,84.59,83.966,82.2283,75.3121,85.61
2014-12-02,85.61,84.65,84.416,82.2891,75.359,86.74
2014-12-03,86.74,85.39,85.058,82.4013,75.4189,87.24
2014-12-04,87.24,86.43,85.768,82.5205,75.4863,88.74
2014-12-05,88.74,87.65,86.588,82.7113,75.5614,88.93
2014-12-08,88.93,87.96,87.452,82.8893,75.6345,88.58
2014-12-09,88.58,88.04,88.046,83.0709,75.7111,89.03
2014-12-10,89.03,88.22,88.504,83.2524,75.7933,88.48
2014-12-11,88.48,89.52,88.752,83.434,75.8699,87.08
2014-12-12,87.08,87.82,88.42,83.5672,75.9362,87.94
2014-12-15,87.94,87.67,88.222,83.707,76.0054,87.5
2014-12-16,87.5,87.5,88.006,83.83,76.0629,89.94
2014-12-17,89.94,87.7,88.188,84.0338,76.1305,92.28
2014-12-18,92.28,90.06,88.948,84.2562,76.2081,92.36
2014-12-19,92.36,91.93,90.004,84.4838,76.285,92.905
2014-12-22,92.905,92.27,90.997,84.7098,76.3659,92.72
2014-12-23,92.72,93.2,92.041,84.984,76.4499,90.58
2014-12-24,90.58,91.0,92.169,85.1986,76.5226,90.39
2014-12-26,90.39,91.04,91.791,85.4202,76.6006,90.18
2014-12-29,90.18,90.02,91.355,85.6412,76.6747,89.845
2014-12-30,89.845,89.96,90.743,85.8729,76.7427,88.65
2014-12-31,88.65,90.09,89.929,86.0581,76.8064,88.14
2015-01-02,88.14,89.22,89.441,86.2201,76.8685,88.64
2015-01-05,88.64,87.9,89.091,86.4031,76.9271,87.285
2015-01-06,87.285,89.0,88.512,86.5248,76.9763,88.3
2015-01-07,88.3,87.0,88.203,86.6446,77.0326,88.71
2015-01-08,88.71,89.26,88.215,86.7792,77.0934,88.79
2015-01-09,88.79,88.7,88.345,86.9284,77.1623,87.61
2015-01-12,87.61,88.93,88.139,87.044,77.2307,87.13
2015-01-13,87.13,88.6,88.108,87.1554,77.2972,85.01
2015-01-14,85.01,85.39,87.45,87.1794,77.3522,84.87
2015-01-15,84.87,84.93,86.682,87.181,77.4132,85.04
2015-01-16,85.04,84.48,85.932,87.1764,77.4771,85.55
2015-01-20,85.55,86.74,85.52,87.172,77.5439,85.55
2015-01-21,85.55,85.29,85.204,87.1576,77.6187,88.57
2015-01-22,88.57,85.58,85.916,87.217,77.7236,88.515
2015-01-23,88.515,88.5,86.645,87.2683,77.8205,88.79
2015-01-26,88.79,88.62,87.395,87.3183,77.9168,87.37
2015-01-27,87.37,88.3,87.759,87.3537,78.0118,85.17
2015-01-28,85.17,88.02,87.683,87.3543,78.1029,86.22
2015-01-29,86.22,85.22,87.213,87.3823,78.1977,85.3
2015-01-30,85.3,85.09,86.57,87.4065,78.2853,87.08
2015-02-02,87.08,85.84,86.228,87.4739,78.377,87.27
2015-02-03,87.27,87.17,86.208,87.5437,78.4669,89.25
2015-02-04,89.25,87.74,87.024,87.657,78.566,90.84
2015-02-05,90.84,89.79,87.948,87.811,78.6645,94.21
2015-02-06,94.21,92.04,89.73,88.028,78.7785,93.82
2015-02-09,93.82,93.62,91.078,88.2338,78.8931,94.62
2015-02-10,94.62,94.04,92.548,88.4524,79.0143,94.805
2015-02-11,94.805,94.58,93.659,88.6557,79.1346,95.31
2015-02-12,95.31,94.89,94.553,88.8697,79.257,93.92
2015-02-13,93.92,94.83,94.495,89.0359,79.3746,94.2
2015-02-17,94.2,94.01,94.571,89.1851,79.4922,93.76
2015-02-18,93.76,94.16,94.399,89.3155,79.6132,94.18
2015-02-19,94.18,93.65,94.274,89.4243,79.7354,94.245
2015-02-20,94.245,94.11,94.061,89.5306,79.8638,94.99
2015-02-23,94.99,93.98,94.275,89.6588,79.987,96.17
2015-02-24,96.17,95.24,94.669,89.8016,80.122,96.53
2015-02-25,96.53,96.03,95.223,89.9626,80.2567,96.02
2015-02-26,96.02,96.25,95.591,90.1414,80.3822,95.93
2015-02-27,95.93,95.79,95.928,90.3012,80.5089,97.12
2015-03-02,97.12,95.73,96.354,90.4936,80.6455,97.095
2015-03-03,97.095,96.7,96.539,90.6367,80.7836,96.49
2015-03-04,96.49,96.87,96.531,90.7209,80.9226,96.82
2015-03-05,96.82,96.42,96.691,90.8101,81.055,95.42
2015-03-06,95.42,96.21,96.589,90.8604,81.1895,96.57
2015-03-09,96.57,95.57,96.479,90.9374,81.3222,95.3
2015-03-10,95.3,95.48,96.12,91.0318,81.442,96.29
2015-03-11,96.29,95.76,96.08,91.1498,81.5685,97.33
2015-03-12,97.33,97.02,96.182,91.2928,81.6968,96.825
2015-03-13,96.825,97.2,96.463,91.4324,81.8212,100.06
2015-03-16,100.06,97.71,97.161,91.6606,81.9592,99.75
2015-03-17,99.75,99.29,98.051,91.8928,82.098,98.99
2015-03-18,98.99,99.44,98.591,92.0998,82.2332,99.67
2015-03-19,99.67,99.0,99.059,92.3475,82.3766,99.75
2015-03-20,99.75,100.1,99.644,92.5765,82.524,98.75
2015-03-23,98.75,99.52,99.382,92.7773,82.6702,97.34
2015-03-24,97.34,98.46,98.9,92.9483,82.8078,94.27
2015-03-25,94.27,97.26,97.956,93.0815,82.9261,94.79
2015-03-26,94.79,94.9,96.98,93.2347,83.0499,94.66
2015-03-27,94.66,94.39,95.962,93.4277,83.1709,95.29
2015-03-30,95.29,95.45,95.27,93.6361,83.2929,94.71
2015-03-31,94.71,94.65,94.744,93.8295,83.4092,94.5
2015-04-01,94.5,94.48,94.79,94.0085,83.5272,92.91
2015-04-02,92.91,94.68,94.414,94.1557,83.6312,92.095
2015-04-06,92.095,92.5,93.901,94.2262,83.7303,90.575
2015-04-07,90.575,92.37,92.958,94.2674,83.8245,90.36
