ticker,CME US Equity,CME US Equity,CME US Equity,CME US Equity,CME US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2006-08-09,97.04,98.51,96.2316,93.1036,85.2743,95.3
2006-08-10,95.3,97.2,96.9688,93.2444,85.3955,92.982
2006-08-11,92.982,94.92,96.1364,93.2792,85.5014,92.28
2006-08-14,92.28,94.3,95.1204,93.3016,85.6011,93.4
2006-08-15,93.4,93.37,94.2004,93.3934,85.7149,93.55
2006-08-16,93.55,93.4,93.5024,93.5025,85.8201,93.0
2006-08-17,93.0,93.2,93.0424,93.5824,85.92,92.27
2006-08-18,92.27,92.95,92.9,93.6278,86.0213,91.03
2006-08-21,91.03,92.27,92.65,93.6352,86.1037,90.28
2006-08-22,90.28,91.028,92.026,93.6568,86.1811,89.12
2006-08-23,89.12,89.75,91.14,93.6748,86.2448,89.1
2006-08-24,89.1,89.16,90.36,93.6942,86.3021,89.696
2006-08-25,89.696,89.1,89.8452,93.6941,86.3626,87.45
2006-08-28,87.45,89.8,89.1292,93.6261,86.4193,87.49
2006-08-29,87.49,87.45,88.5712,93.5969,86.4649,86.85
2006-08-30,86.85,87.998,88.1172,93.5342,86.5124,88.0
2006-08-31,88.0,86.47,87.8972,93.3822,86.5682,88.418
2006-09-01,88.418,88.05,87.6416,93.2676,86.6234,88.878
2006-09-05,88.878,88.42,87.9272,93.134,86.6899,88.88
2006-09-06,88.88,88.752,88.2052,92.9744,86.756,88.202
2006-09-07,88.202,88.484,88.4756,92.8442,86.8211,88.74
2006-09-08,88.74,89.34,88.6236,92.729,86.8814,88.588
2006-09-11,88.588,88.742,88.6576,92.5499,86.9425,90.9
2006-09-12,90.9,89.2,89.062,92.4033,87.0103,91.4
2006-09-13,91.4,90.54,89.566,92.2439,87.0704,90.75
2006-09-14,90.75,91.408,90.0756,92.0484,87.1528,94.45
2006-09-15,94.45,93.44,91.2176,91.9345,87.255,94.62
2006-09-18,94.62,94.0,92.424,91.8466,87.3739,93.532
2006-09-19,93.532,95.412,92.9504,91.7633,87.4731,92.016
2006-09-20,92.016,93.92,93.0736,91.681,87.5634,92.81
2006-09-21,92.81,92.056,93.4856,91.6436,87.6654,92.326
2006-09-22,92.326,92.45,93.0608,91.6268,87.7674,93.852
2006-09-25,93.852,92.274,92.9072,91.6472,87.8896,94.11
2006-09-26,94.11,93.852,93.0228,91.6835,88.0021,95.87
2006-09-27,95.87,94.16,93.7936,91.757,88.1215,95.34
2006-09-28,95.34,96.1,94.2996,91.7798,88.2308,95.65
2006-09-29,95.65,95.8,94.9644,91.8408,88.3398,93.37
2006-10-02,93.37,95.4,94.868,91.9002,88.4373,95.2
2006-10-03,95.2,93.8,95.086,91.9442,88.5452,97.854
2006-10-04,97.854,94.9,95.4828,92.0802,88.6654,98.35
2006-10-05,98.35,97.74,96.0848,92.2472,88.79,98.16
2006-10-06,98.16,98.15,96.5868,92.4291,88.9091,104.298
2006-10-09,104.298,97.78,98.7724,92.701,89.0566,100.598
2006-10-10,100.598,103.598,99.852,92.8682,89.1834,99.8
2006-10-11,99.8,100.4,100.2412,93.0188,89.3026,99.998
2006-10-12,99.998,100.4,100.5708,93.1983,89.4239,100.178
2006-10-13,100.178,99.95,100.9744,93.3696,89.5508,100.65
2006-10-16,100.65,100.01,100.2448,93.4397,89.686,103.3
2006-10-17,103.3,107.002,100.7852,93.5585,89.835,101.45
2006-10-18,101.45,103.602,101.1152,93.6275,89.9793,100.2
2006-10-19,100.2,101.65,101.1556,93.6907,90.1225,98.036
2006-10-20,98.036,100.2,100.7272,93.7454,90.2486,100.65
2006-10-23,100.65,98.42,100.7272,93.8988,90.3769,101.0
2006-10-24,101.0,101.054,100.2672,94.0732,90.5009,99.3
2006-10-25,99.3,101.98,99.8372,94.1912,90.6179,99.89
2006-10-26,99.89,99.302,99.7752,94.318,90.7314,101.06
2006-10-27,101.06,100.78,100.38,94.4792,90.8565,99.996
2006-10-30,99.996,101.06,100.2492,94.6337,90.9742,100.2
2006-10-31,100.2,100.3,100.0892,94.8171,91.0932,100.266
2006-11-01,100.266,100.2,100.2824,95.0168,91.218,100.23
2006-11-02,100.23,99.666,100.3504,95.239,91.3372,100.21
2006-11-03,100.21,100.31,100.1804,95.4612,91.4616,102.368
2006-11-06,102.368,100.636,100.6548,95.7147,91.589,101.93
2006-11-07,101.93,101.98,101.0008,96.0043,91.6902,100.944
2006-11-08,100.944,101.2,101.1364,96.2734,91.7927,99.058
2006-11-09,99.058,100.9,100.902,96.5175,91.8793,99.164
2006-11-10,99.164,99.6,100.6928,96.7408,91.9734,99.796
2006-11-13,99.796,99.2,100.1784,96.9684,92.0684,102.744
2006-11-14,102.744,100.29,100.3412,97.2457,92.1589,106.502
2006-11-15,106.502,101.95,101.4528,97.5981,92.2773,108.01
2006-11-16,108.01,106.002,103.2432,97.9943,92.4011,107.0
2006-11-17,107.0,107.6,104.8104,98.3595,92.5201,108.32
2006-11-20,108.32,107.29,106.5152,98.7541,92.6439,110.4
2006-11-21,110.4,108.32,108.0464,99.1441,92.7959,110.772
2006-11-22,110.772,111.1,108.9004,99.5316,92.9459,110.648
2006-11-24,110.648,110.772,109.428,99.9295,93.1005,106.554
2006-11-27,106.554,110.4,109.3388,100.1716,93.233,107.398
2006-11-28,107.398,106.774,109.1544,100.4272,93.3671,107.808
2006-11-29,107.808,107.4,108.636,100.7127,93.4945,107.12
2006-11-30,107.12,108.0,107.9056,101.0148,93.6181,106.28
2006-12-01,106.28,107.12,107.032,101.2842,93.7385,106.62
2006-12-04,106.62,106.39,107.0452,101.57,93.8576,108.362
2006-12-05,108.362,107.0,107.238,101.8602,93.9873,108.29
2006-12-06,108.29,107.6,107.3344,102.1438,94.1061,107.73
2006-12-07,107.73,108.65,107.4564,102.381,94.2276,109.228
2006-12-08,109.228,107.73,108.046,102.6588,94.3511,108.628
2006-12-11,108.628,109.378,108.4476,102.9184,94.4593,108.352
2006-12-12,108.352,108.828,108.4456,103.218,94.5754,106.384
2006-12-13,106.384,108.9,108.0644,103.4417,94.6759,105.9
2006-12-14,105.9,106.7,107.6984,103.6026,94.7719,106.6
2006-12-15,106.6,106.17,107.1728,103.7676,94.8707,105.4
2006-12-18,105.4,106.62,106.5272,103.9124,94.9695,106.992
2006-12-19,106.992,105.25,106.2552,103.9663,95.0815,104.9
2006-12-20,104.9,106.53,105.9584,104.0523,95.1862,102.806
2006-12-21,102.806,105.5,105.3396,104.1124,95.2836,102.2
2006-12-22,102.2,102.806,104.4596,104.1565,95.3662,101.634
2006-12-26,101.634,101.85,103.7064,104.1856,95.4505,102.158
2006-12-27,102.158,101.8,102.7396,104.2158,95.5308,102.59
2006-12-28,102.59,102.172,102.2776,104.2016,95.6112,101.95
2006-12-29,101.95,102.4,102.1064,104.2116,95.6931,104.6
2007-01-03,104.6,103.192,102.5864,104.2996,95.7916,105.36
2007-01-04,105.36,104.0,103.3316,104.446,95.8894,105.854
2007-01-05,105.854,105.36,104.0708,104.5501,95.9969,106.98
2007-01-08,106.98,106.2,104.9488,104.6697,96.1062,107.598
2007-01-09,107.598,106.94,106.0784,104.8357,96.2145,110.674
2007-01-10,110.674,107.22,107.2932,105.0514,96.3326,111.334
2007-01-11,111.334,110.64,108.488,105.2568,96.4419,114.8
2007-01-12,114.8,111.3,110.2772,105.5529,96.5715,113.95
2007-01-16,113.95,114.8,111.6712,105.8279,96.6932,116.4
2007-01-17,116.4,113.95,113.4316,106.1506,96.8273,115.5
2007-01-18,115.5,117.0,114.3968,106.456,96.9573,115.466
2007-01-19,115.466,115.2,115.2232,106.7611,97.0959,114.0
2007-01-22,114.0,115.98,115.0632,106.9938,97.221,116.87
2007-01-23,116.87,114.4,115.6472,107.2926,97.3615,118.308
2007-01-24,118.308,116.94,116.0288,107.6398,97.4976,115.8
2007-01-25,115.8,118.74,116.0888,107.9747,97.5961,117.772
2007-01-26,117.772,116.58,116.55,108.3468,97.7008,115.17
2007-01-29,115.17,117.786,116.784,108.6543,97.7941,113.65
2007-01-30,113.65,111.0,116.14,108.8724,97.8724,112.66
2007-01-31,112.66,114.04,115.0104,108.9956,97.9456,115.564
2007-02-01,115.564,113.4,114.9632,109.1467,98.0311,115.78
2007-02-02,115.78,115.1,114.5648,109.3223,98.1147,115.52
2007-02-05,115.52,116.25,114.6348,109.4663,98.1939,115.816
2007-02-06,115.816,115.52,115.068,109.5746,98.2781,117.47
2007-02-07,117.47,115.94,116.03,109.7086,98.3654,116.838
2007-02-08,116.838,117.4,116.2848,109.8324,98.456,114.65
2007-02-09,114.65,117.15,116.0588,109.9943,98.554,112.8
2007-02-12,112.8,114.65,115.5148,110.1023,98.6493,114.4
2007-02-13,114.4,113.6,115.2316,110.2342,98.7538,114.6
2007-02-14,114.6,114.666,114.6576,110.3838,98.8688,114.518
2007-02-15,114.518,114.6,114.1936,110.5485,98.9878,114.952
2007-02-16,114.952,114.15,114.254,110.7152,99.1016,115.4
2007-02-20,115.4,114.954,114.774,110.8559,99.2275,113.454
2007-02-21,113.454,115.35,114.5848,110.9592,99.3177,110.0
2007-02-22,110.0,113.25,113.6648,111.0046,99.3817,108.97
2007-02-23,108.97,110.05,112.5552,110.9994,99.443,107.318
2007-02-26,107.318,110.01,111.0284,110.9732,99.4984,102.198
2007-02-27,102.198,106.0,108.388,110.8502,99.5294,107.83
2007-02-28,107.83,103.89,107.2632,110.8791,99.6058,109.046
2007-03-01,109.046,106.2,107.0724,110.942,99.6896,108.05
2007-03-02,108.05,108.8,106.8884,110.971,99.773,110.88
2007-03-05,110.88,108.2,107.6008,111.0806,99.867,112.91
2007-03-06,112.91,112.37,109.7432,111.199,99.9869,112.206
2007-03-07,112.206,112.738,110.6184,111.3451,100.1049,113.538
2007-03-08,113.538,113.17,111.5168,111.5597,100.223,113.592
2007-03-09,113.592,114.55,112.6252,111.7876,100.3553,113.5
2007-03-12,113.5,113.592,113.1492,112.0249,100.4858,110.09
2007-03-13,110.09,113.2,112.5852,112.1835,100.6031,112.794
2007-03-14,112.794,111.4,112.7028,112.3876,100.7231,106.576
2007-03-15,106.576,110.802,111.3104,112.4801,100.8074,105.4
2007-03-16,105.4,107.64,109.672,112.4961,100.8975,106.05
2007-03-19,106.05,106.0,108.182,112.5099,100.9864,106.49
2007-03-20,106.49,106.38,107.462,112.5226,101.0627,108.1
2007-03-21,108.1,106.49,106.5232,112.545,101.1474,108.826
2007-03-22,108.826,108.68,106.9732,112.5696,101.2475,108.168
2007-03-23,108.168,108.826,107.5268,112.5195,101.3478,107.64
2007-03-26,107.64,108.3,107.8448,112.4456,101.441,107.482
2007-03-27,107.482,107.59,108.0432,112.2992,101.5284,105.85
2007-03-28,105.85,107.472,107.5932,112.1372,101.6044,106.222
2007-03-29,106.222,106.6,107.0724,111.9337,101.6895,106.492
2007-03-30,106.492,106.1,106.7372,111.7535,101.7808,108.776
2007-04-02,108.776,107.42,106.9644,111.6197,101.8841,110.18
2007-04-03,110.18,108.876,107.504,111.5433,101.9865,111.42
2007-04-04,111.42,110.3,108.618,111.4343,102.0893,110.7
2007-04-05,110.7,111.402,109.5136,111.2822,102.1981,110.1
2007-04-09,110.1,111.0,110.2352,111.1682,102.2986,110.1
2007-04-10,110.1,110.25,110.5,111.0147,102.3711,110.1
2007-04-11,110.1,109.982,110.484,110.9133,102.4509,110.67
2007-04-12,110.67,110.13,110.334,110.8537,102.5265,110.298
2007-04-13,110.298,111.06,110.2536,110.8065,102.5936,111.748
2007-04-16,111.748,110.338,110.5832,110.7302,102.6788,111.64
2007-04-17,111.64,111.75,110.8912,110.6474,102.7645,111.72
2007-04-18,111.72,111.64,111.2152,110.5714,102.8354,110.77
2007-04-19,110.77,111.462,111.2352,110.4704,102.8981,111.178
2007-04-20,111.178,111.5,111.4112,110.3446,102.9571,109.48
2007-04-23,109.48,111.178,110.9576,110.1974,103.0019,106.26
2007-04-24,106.26,109.88,109.8816,110.0296,103.0325,106.14
2007-04-25,106.14,106.78,108.7656,109.8964,103.0681,103.75
2007-04-26,103.75,106.6,107.3616,109.6834,103.0984,104.398
2007-04-27,104.398,103.8,106.0056,109.4794,103.1397,103.35
2007-04-30,103.35,104.794,104.7796,109.256,103.1831,102.52
2007-05-01,102.52,103.5,104.0316,109.0074,103.2298,103.06
2007-05-02,103.06,103.3,103.4156,108.7606,103.281,104.2
2007-05-03,104.2,103.06,103.5056,108.5755,103.3405,102.98
2007-05-04,102.98,104.2,103.222,108.4351,103.3944,101.59
2007-05-07,101.59,101.6,102.87,108.2875,103.4314,101.75
2007-05-08,101.75,101.25,102.716,108.1762,103.4771,101.39
2007-05-09,101.39,100.95,102.382,108.16,103.5321,99.59
2007-05-10,99.59,101.4,101.46,107.9952,103.565,107.26
2007-05-11,107.26,105.03,102.316,107.9595,103.6461,105.898
2007-05-14,105.898,107.26,103.1776,107.9164,103.7256,104.68
2007-05-15,104.68,105.94,103.7636,107.7924,103.8036,104.31
2007-05-16,104.31,104.88,104.3476,107.6204,103.8717,104.76
2007-05-17,104.76,104.0,105.3816,107.4715,103.9343,103.98
2007-05-18,103.98,104.852,104.7256,107.2804,103.9928,103.0
2007-05-21,103.0,103.978,104.146,107.0685,104.0527,104.432
2007-05-22,104.432,102.8,104.0964,106.8872,104.1168,103.878
2007-05-23,103.878,104.4,104.01,106.7629,104.1505,102.45
2007-05-24,102.45,104.0,103.548,106.556,104.1759,102.7
2007-05-25,102.7,102.84,103.292,106.4785,104.1994,105.204
2007-05-29,105.204,103.392,103.7328,106.4746,104.2402,105.57
2007-05-30,105.57,104.4,103.9604,106.465,104.2916,106.2
2007-05-31,106.2,105.7,104.4248,106.4592,104.3577,107.4
2007-06-01,107.4,106.59,105.4148,106.4452,104.4333,107.05
2007-06-04,107.05,107.4,106.2848,106.4097,104.5015,107.854
2007-06-05,107.854,106.794,106.8148,106.4034,104.5731,108.48
2007-06-06,108.48,107.684,107.3968,106.4202,104.6505,107.894
2007-06-07,107.894,108.44,107.7356,106.4284,104.7286,109.926
2007-06-08,109.926,108.0,108.2408,106.51,104.8231,111.414
2007-06-11,111.414,109.99,109.1136,106.6138,104.9287,109.7
2007-06-12,109.7,111.42,109.4828,106.678,105.0316,110.25
2007-06-13,110.25,110.05,109.8368,106.7074,105.1374,109.498
2007-06-14,109.498,109.95,110.1576,106.6938,105.2364,110.54
2007-06-15,110.54,110.716,110.2804,106.6762,105.3518,109.198
2007-06-18,109.198,110.23,109.8372,106.6462,105.4604,109.256
2007-06-19,109.256,107.22,109.7484,106.6293,105.5724,108.78
2007-06-20,108.78,109.4,109.4544,106.6029,105.6763,109.85
2007-06-21,109.85,109.13,109.5248,106.5979,105.7835,107.99
2007-06-22,107.99,109.46,109.0148,106.5443,105.879,106.68
2007-06-25,106.68,107.8,108.5112,106.4719,105.968,106.18
2007-06-26,106.18,106.66,107.896,106.3606,106.0579,108.432
2007-06-27,108.432,105.6,107.8264,106.2964,106.1564,108.096
2007-06-28,108.096,108.434,107.4756,106.2239,106.2539,106.872
2007-06-29,106.872,108.096,107.252,106.146,106.3338,106.5
2007-07-02,106.5,107.76,107.216,106.0524,106.4093,107.87
2007-07-03,107.87,107.8,107.554,106.0202,106.4949,111.138
2007-07-05,111.138,108.4,108.0952,106.1178,106.5783,114.96
2007-07-06,114.96,111.0,109.468,106.2942,106.68,114.116
2007-07-09,114.116,114.6,110.9168,106.5015,106.7829,112.16
2007-07-10,112.16,114.0,112.0488,106.6567,106.8837,116.01
2007-07-11,116.01,111.526,113.6768,106.9099,106.9997,117.56
2007-07-12,117.56,116.15,114.9612,107.2107,107.1258,116.9
2007-07-13,116.9,117.2,115.3492,107.4875,107.2411,117.26
2007-07-16,117.26,116.8,115.978,107.7487,107.3568,116.75
2007-07-17,116.75,117.9,116.896,108.0241,107.4612,115.528
2007-07-18,115.528,116.848,116.7996,108.3029,107.5622,114.4
2007-07-19,114.4,115.9,116.1676,108.5559,107.6559,112.4
2007-07-20,112.4,114.45,115.2676,108.7761,107.7511,111.92
2007-07-23,111.92,112.4,114.1996,109.0227,107.8347,109.8
2007-07-24,109.8,111.4,112.8096,109.0735,107.8944,109.504
2007-07-25,109.504,110.4,111.6048,109.1456,107.9502,107.5
2007-07-26,107.5,108.4,110.2248,109.202,107.9969,111.3
2007-07-27,111.3,107.6,110.0048,109.3418,108.0319,114.31
2007-07-30,114.31,112.794,110.4828,109.5328,108.1004,110.5
2007-07-31,110.5,114.998,110.6228,109.6632,108.1539,112.274
2007-08-01,112.274,111.004,111.1768,109.8487,108.2153,111.196
2007-08-02,111.196,112.594,111.916,109.984,108.2704,111.58
2007-08-03,111.58,111.8,111.972,110.138,108.325,114.844
2007-08-06,114.844,112.2,112.0788,110.3859,108.3828,115.8
2007-08-07,115.8,114.3,113.1388,110.6479,108.4545,121.0
2007-08-08,121.0,115.906,114.884,110.9638,108.5585,118.75
2007-08-09,118.75,117.8,116.3948,111.2274,108.6621,118.85
2007-08-10,118.85,119.402,117.8488,111.4804,108.7531,116.214
2007-08-13,116.214,120.038,118.1228,111.6567,108.8292,112.46
2007-08-14,112.46,116.6,117.4548,111.7649,108.895,107.98
2007-08-15,107.98,112.606,114.8508,111.7674,108.9354,105.9
2007-08-16,105.9,106.5,112.2808,111.7158,108.9596,108.77
2007-08-17,108.77,108.366,110.2648,111.7333,109.0035,107.524
2007-08-20,107.524,109.03,108.5268,111.6853,109.0401,110.8
2007-08-21,110.8,106.858,108.1948,111.673,109.0928,109.32
2007-08-22,109.32,111.58,108.4628,111.6654,109.1382,111.01
2007-08-23,111.01,109.28,109.4848,111.6806,109.1922,112.072
2007-08-24,112.072,111.012,110.1452,111.7321,109.2407,111.72
2007-08-27,111.72,111.3,110.9844,111.7557,109.2897,110.84
2007-08-28,110.84,111.34,110.9924,111.7885,109.3392,112.02
2007-08-29,112.02,111.02,111.5324,111.8438,109.404,110.45
2007-08-30,110.45,112.6,111.4204,111.8772,109.4604,110.96
2007-08-31,110.96,110.824,111.198,111.8994,109.5162,112.96
2007-09-04,112.96,111.34,111.446,111.9988,109.5673,112.9
2007-09-05,112.9,112.91,111.858,112.1232,109.5993,111.406
2007-09-06,111.406,113.528,111.7352,112.2277,109.6163,108.93
2007-09-07,108.93,110.2,111.4312,112.2377,109.6259,107.93
2007-09-10,107.93,109.71,110.8252,112.2344,109.624,109.63
2007-09-11,109.63,108.6,110.1592,112.2895,109.6201,108.642
2007-09-12,108.642,109.24,109.3076,112.3324,109.6095,110.15
2007-09-13,110.15,109.8,109.0564,112.378,109.607,109.72
2007-09-14,109.72,109.78,109.2144,112.3496,109.6228,108.02
2007-09-17,108.02,109.6,109.2324,112.2108,109.6259,110.504
2007-09-18,110.504,108.82,109.4072,112.1386,109.6394,110.382
2007-09-19,110.382,110.848,109.7552,112.103,109.6557,108.45
2007-09-20,108.45,110.328,109.4152,111.9518,109.6666,108.85
2007-09-21,108.85,109.92,109.2412,111.7776,109.6777,108.02
2007-09-24,108.02,108.85,109.2412,111.6,109.676,110.482
2007-09-25,110.482,107.98,109.2368,111.4644,109.687,116.22
2007-09-26,116.22,111.594,110.4044,111.4538,109.7294,117.7
2007-09-27,117.7,117.004,112.2544,111.4973,109.7718,117.47
2007-09-28,117.47,117.644,113.9784,111.5587,109.816,121.66
2007-10-01,121.66,118.206,116.7064,111.7439,109.8825,120.59
2007-10-02,120.59,121.4,118.728,111.9173,109.9536,122.112
2007-10-03,122.112,120.6,119.9064,112.1635,110.0346,120.97
2007-10-04,120.97,122.24,120.5604,112.3928,110.1065,125.83
2007-10-05,125.83,121.858,122.2324,112.7594,110.2086,125.0
2007-10-08,125.0,125.83,122.9004,113.0334,110.2987,126.16
2007-10-09,126.16,125.84,124.0144,113.2704,110.405,125.2
2007-10-10,125.2,126.2,124.632,113.5644,110.5169,124.5
2007-10-11,124.5,126.35,125.338,113.809,110.6284,125.9
2007-10-12,125.9,124.2,125.352,114.103,110.7498,124.538
2007-10-15,124.538,125.8,125.2596,114.3622,110.8617,124.052
2007-10-16,124.052,124.0,124.838,114.5464,110.969,124.27
2007-10-17,124.27,125.18,124.652,114.7158,111.0806,124.588
2007-10-18,124.588,123.4,124.6696,114.7875,111.1805,122.73
2007-10-19,122.73,123.8,124.0356,114.8671,111.2674,123.74
2007-10-22,123.74,122.4,123.876,114.9649,111.3568,126.92
2007-10-23,126.92,124.134,124.4496,115.179,111.4565,130.0
2007-10-24,130.0,127.4,125.5956,115.5298,111.5685,134.43
2007-10-25,134.43,130.31,127.564,116.0588,111.6873,132.6
2007-10-26,132.6,136.376,129.538,116.5928,111.7936,132.4
2007-10-29,132.4,133.584,131.27,117.0654,111.8816,131.222
2007-10-30,131.222,132.138,132.1304,117.5394,111.968,133.25
2007-10-31,133.25,132.2,132.7804,117.9884,112.0522,129.794
2007-11-01,129.794,132.372,131.8532,118.3979,112.1237,129.95
2007-11-02,129.95,130.312,131.3232,118.7767,112.1961,130.55
2007-11-05,130.55,128.0,130.9532,119.1462,112.2789,133.82
2007-11-06,133.82,131.276,131.4728,119.5882,112.3636,132.0
2007-11-07,132.0,133.0,131.2228,120.0114,112.4321,132.46
2007-11-08,132.46,131.01,131.756,120.4202,112.5154,129.34
2007-11-09,129.34,130.452,131.634,120.798,112.5732,126.56
2007-11-12,126.56,128.402,130.836,121.11,112.6302,129.5
2007-11-13,129.5,127.37,129.972,121.4408,112.7094,130.288
2007-11-14,130.288,131.0,129.6296,121.7886,112.7976,129.602
2007-11-15,129.602,129.512,129.058,122.1525,112.8677,130.55
2007-11-16,130.55,130.214,129.3,122.5849,112.9416,130.2
2007-11-19,130.2,129.6,130.028,123.0303,113.015,129.78
2007-11-20,129.78,130.148,130.084,123.4333,113.0848,126.56
2007-11-21,126.56,128.454,129.3384,123.7917,113.1303,127.75
2007-11-23,127.75,127.2,128.968,124.1437,113.1848,124.934
2007-11-26,124.934,127.502,127.8448,124.448,113.2362,124.6
2007-11-27,124.6,125.778,126.7248,124.7796,113.2952,130.68
2007-11-28,130.68,125.4,126.9048,125.1831,113.3766,131.8
2007-11-29,131.8,130.522,127.9528,125.6114,113.4626,131.72
2007-11-30,131.72,134.0,128.7468,126.0768,113.5487,132.16
2007-12-03,132.16,131.6,130.192,126.543,113.6347,134.05
2007-12-04,134.05,132.03,132.082,127.0636,113.7279,139.45
2007-12-05,139.45,135.202,133.836,127.643,113.8579,139.96
2007-12-06,139.96,138.844,135.468,128.1178,114.0077,141.4
2007-12-07,141.4,139.96,137.404,128.5918,114.1699,140.5
2007-12-10,140.5,141.1,139.072,129.0524,114.3358,136.23
2007-12-11,136.23,140.998,139.508,129.3438,114.5059,137.634
2007-12-12,137.634,139.568,139.1448,129.6847,114.655,140.2
2007-12-13,140.2,136.684,139.1928,130.0464,114.8107,139.81
2007-12-14,139.81,139.548,138.8748,130.4232,114.9695,138.3
2007-12-17,138.3,139.482,138.4348,130.6726,115.1066,138.4
2007-12-18,138.4,139.58,138.8688,130.9406,115.2341,138.7
2007-12-19,138.7,138.7,139.082,131.1914,115.3666,140.2
2007-12-20,140.2,139.992,139.082,131.4914,115.4999,142.15
2007-12-21,142.15,140.974,139.55,131.8444,115.6427,138.8
2007-12-24,138.8,138.252,139.65,132.1024,115.7692,138.0
2007-12-26,138.0,138.5,139.57,132.3717,115.9087,135.6
2007-12-27,135.6,138.4,138.95,132.6026,116.0227,136.5
2007-12-28,136.5,137.3,138.21,132.8472,116.1724,137.2
2007-12-31,137.2,136.0,137.22,133.0995,116.3314,134.798
2008-01-02,134.798,137.198,136.4196,133.3408,116.4751,130.07
2008-01-03,130.07,134.814,134.8336,133.4674,116.593,124.3
2008-01-04,124.3,129.176,132.5736,133.415,116.674,122.814
2008-01-07,122.814,125.204,129.8364,133.2713,116.7439,119.6
2008-01-08,119.6,123.4,126.3164,132.9747,116.8011,120.068
2008-01-09,120.068,119.402,123.3704,132.7241,116.8632,122.34
2008-01-10,122.34,118.6,121.8244,132.5229,116.9375,123.534
2008-01-11,123.534,121.456,121.6712,132.3691,117.0259,124.672
2008-01-14,124.672,124.4,122.0428,132.1976,117.1182,119.35
2008-01-15,119.35,123.35,121.9928,131.9887,117.1825,115.352
2008-01-16,115.352,118.2,121.0496,131.6967,117.2154,108.946
2008-01-17,108.946,115.608,118.3708,131.2646,117.2092,111.68
2008-01-18,111.68,109.084,116.0,130.8218,117.2105,116.2
2008-01-22,116.2,107.006,114.3056,130.5058,117.238,121.998
2008-01-23,121.998,113.802,114.8352,130.2966,117.2975,127.028
2008-01-24,127.028,121.6,117.1704,130.2504,117.3821,125.8
2008-01-25,125.8,127.112,120.5412,130.2352,117.4606,125.0
2008-01-28,125.0,128.82,123.2052,130.1452,117.5323,123.4
2008-01-29,123.4,124.222,124.6452,130.0074,117.5978,119.65
2008-01-30,119.65,122.3,124.1756,129.8084,117.6373,123.48
2008-01-31,123.48,118.1,123.466,129.667,117.6965,122.012
2008-02-01,122.012,124.0,122.7084,129.5032,117.748,123.8
2008-02-04,123.8,123.842,122.4684,129.3836,117.8131,117.76
2008-02-05,117.76,124.35,121.3404,129.2076,117.846,97.05
2008-02-06,97.05,116.698,116.8204,128.5936,117.7839,105.602
2008-02-07,105.602,102.4,113.2448,128.207,117.7806,103.4
2008-02-08,103.4,105.952,109.5224,127.783,117.7669,104.3
2008-02-11,104.3,103.4,105.6224,127.2554,117.7696,106.05
2008-02-12,106.05,105.8,103.2804,126.7404,117.7779,107.002
2008-02-13,107.002,106.7,105.2708,126.246,117.7961,106.19
2008-02-14,106.19,107.002,105.3884,125.7266,117.8145,105.394
2008-02-15,105.394,106.132,105.7872,125.1535,117.8262,104.0
2008-02-19,104.0,105.72,105.7272,124.4445,117.8252,104.3
2008-02-20,104.3,103.0,105.3772,123.7313,117.8318,103.288
2008-02-21,103.288,104.3,104.6344,122.969,117.8403,105.02
2008-02-22,105.02,103.2,104.4004,122.2594,117.8566,106.2
2008-02-25,106.2,105.06,104.5616,121.6588,117.8807,105.856
2008-02-26,105.856,105.4,104.9328,121.0233,117.912,105.344
2008-02-27,105.344,104.8,105.1416,120.3262,117.9024,103.46
2008-02-28,103.46,104.2,105.176,119.5992,117.8902,102.66
2008-02-29,102.66,102.59,104.704,118.8864,117.8801,103.406
2008-03-03,103.406,102.33,104.1452,118.1865,117.8756,100.6
2008-03-04,100.6,102.244,103.094,117.4245,117.8548,103.688
2008-03-05,103.688,100.6,102.7628,116.6942,117.8533,101.09
2008-03-06,101.09,102.976,102.2888,115.873,117.8438,98.282
2008-03-07,98.282,100.46,101.4132,115.0627,117.813,92.25
2008-03-10,92.25,97.512,99.182,114.1477,117.7549,100.9
2008-03-11,100.9,94.87,99.242,113.4537,117.7471,99.68
2008-03-12,99.68,100.04,98.4404,112.7173,117.732,101.37
2008-03-13,101.37,97.742,98.4964,112.0007,117.7129,97.21
2008-03-14,97.21,102.082,98.282,111.2489,117.6711,89.84
2008-03-17,89.84,93.678,97.8,110.4443,117.5893,94.6
2008-03-18,94.6,94.206,96.54,109.8503,117.5253,89.98
2008-03-19,89.98,93.706,94.6,109.1936,117.4399,94.4
2008-03-20,94.4,89.462,93.206,108.6896,117.3726,97.6
2008-03-24,97.6,94.876,93.284,108.2403,117.3182,100.642
2008-03-25,100.642,97.6,95.4444,107.8063,117.282,97.786
2008-03-26,97.786,99.6,96.0816,107.2914,117.2213,97.882
2008-03-27,97.882,98.256,97.662,106.7556,117.1536,95.86
2008-03-28,95.86,97.376,97.954,106.2858,117.0844,93.82
2008-03-31,93.82,93.834,97.198,105.8551,117.0023,99.998
2008-04-01,99.998,94.974,97.0692,105.6762,116.9548,101.62
2008-04-02,101.62,100.158,97.836,105.475,116.9102,102.78
