ticker,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2005-10-03,67.31,67.16,66.558,65.9462,60.7202,66.76
2005-10-04,66.76,67.82,66.882,65.9728,60.7834,65.98
2005-10-05,65.98,66.76,66.988,65.9786,60.845,65.59
2005-10-06,65.59,66.23,66.64,65.9434,60.9029,65.08
2005-10-07,65.08,65.3,66.144,65.906,60.9537,64.64
2005-10-10,64.64,65.55,65.61,65.8608,61.0041,64.84
2005-10-11,64.84,64.76,65.226,65.8206,61.0549,64.32
2005-10-12,64.32,65.1,64.894,65.7644,61.101,63.27
2005-10-13,63.27,63.82,64.43,65.6728,61.1419,64.69
2005-10-14,64.69,63.5,64.352,65.638,61.1899,64.8
2005-10-17,64.8,64.79,64.384,65.6342,61.2391,65.08
2005-10-18,65.08,64.65,64.432,65.6396,61.2952,67.78
2005-10-19,67.78,65.09,65.124,65.7002,61.3668,66.56
2005-10-20,66.56,68.03,65.782,65.7396,61.4349,66.99
2005-10-21,66.99,66.81,66.242,65.7764,61.5032,69.38
2005-10-24,69.38,67.59,67.158,65.8634,61.587,68.78
2005-10-25,68.78,69.13,67.898,65.9254,61.6652,70.18
2005-10-26,70.18,68.79,68.378,66.041,61.751,71.2
2005-10-27,71.2,70.0,69.306,66.1702,61.8421,71.11
2005-10-28,71.11,71.35,70.13,66.3012,61.9324,72.79
2005-10-31,72.79,71.32,70.812,66.4564,62.0269,72.0
2005-11-01,72.0,72.9,71.456,66.597,62.1117,71.79
2005-11-02,71.79,71.44,71.778,66.7488,62.1963,75.6
2005-11-03,75.6,74.75,72.658,66.9806,62.3039,73.93
2005-11-04,73.93,75.35,73.222,67.1628,62.404,74.21
2005-11-07,74.21,74.3,73.506,67.3628,62.5062,73.71
2005-11-08,73.71,74.02,73.848,67.5584,62.6054,74.12
2005-11-09,74.12,74.8,74.314,67.779,62.706,73.5
2005-11-10,73.5,73.9,73.894,67.9616,62.8035,74.62
2005-11-11,74.62,73.75,74.032,68.1202,62.9096,74.33
2005-11-14,74.33,74.4,74.056,68.2932,63.0117,74.36
2005-11-15,74.36,74.8,74.186,68.4346,63.112,75.1
2005-11-16,75.1,75.2,74.382,68.5798,63.2138,76.5
2005-11-17,76.5,75.35,74.982,68.7606,63.3207,75.96
2005-11-18,75.96,76.6,75.25,68.9316,63.4195,76.45
2005-11-21,76.45,76.55,75.674,69.1216,63.5221,77.3
2005-11-22,77.3,76.85,76.262,69.3356,63.6299,77.14
2005-11-23,77.14,77.3,76.67,69.5552,63.7306,77.01
2005-11-25,77.01,77.3,76.772,69.7428,63.8278,77.04
2005-11-28,77.04,77.0,76.988,69.9282,63.9227,77.96
2005-11-29,77.96,77.6,77.29,70.1306,64.0218,77.4
2005-11-30,77.4,78.06,77.31,70.3126,64.116,77.2
2005-12-01,77.2,77.4,77.322,70.5172,64.2068,76.77
2005-12-02,76.77,77.05,77.274,70.7386,64.3001,76.44
2005-12-05,76.44,76.77,77.154,70.9602,64.3913,75.78
2005-12-06,75.78,77.2,76.718,71.1766,64.4854,75.52
2005-12-07,75.52,75.85,76.342,71.3842,64.5785,76.22
2005-12-08,76.22,76.0,76.146,71.5996,64.674,75.8
2005-12-09,75.8,76.53,75.952,71.769,64.7633,75.86
2005-12-12,75.86,75.93,75.836,71.935,64.8576,76.32
2005-12-13,76.32,75.96,75.944,72.1152,64.9517,76.4
2005-12-14,76.4,76.32,76.12,72.308,65.0486,76.0
2005-12-15,76.0,76.3,76.076,72.5084,65.1421,74.81
2005-12-16,74.81,76.25,75.878,72.6928,65.2246,74.77
2005-12-19,74.77,75.0,75.66,72.8866,65.3052,75.74
2005-12-20,75.74,74.87,75.544,73.1086,65.3944,75.83
2005-12-21,75.83,76.15,75.43,73.3284,65.4847,75.01
2005-12-22,75.01,75.7,75.232,73.5422,65.5701,74.31
2005-12-23,74.31,75.0,75.132,73.763,65.6518,74.04
2005-12-27,74.04,74.4,74.986,73.95,65.7257,74.06
2005-12-28,74.06,74.04,74.65,74.1352,65.8029,73.74
2005-12-29,73.74,74.05,74.232,74.3084,65.8796,73.19
2005-12-30,73.19,73.66,73.868,74.4166,65.9515,75.69
2006-01-03,75.69,73.8,74.144,74.5992,66.0333,76.41
2006-01-04,76.41,76.07,74.618,74.7876,66.1201,75.83
2006-01-05,75.83,76.0,74.972,74.9166,66.214,75.75
2006-01-06,75.75,76.5,75.374,75.056,66.3079,76.47
2006-01-09,76.47,75.5,76.03,75.1818,66.4074,75.95
2006-01-10,75.95,76.4,76.082,75.2768,66.5026,76.52
2006-01-11,76.52,76.48,76.104,75.385,66.6025,75.49
2006-01-12,75.49,76.53,76.036,75.439,66.6951,75.51
2006-01-13,75.51,75.72,75.988,75.5092,66.7856,75.03
2006-01-17,75.03,75.0,75.7,75.574,66.8752,74.59
2006-01-18,74.59,75.03,75.428,75.5538,66.9595,73.9
2006-01-19,73.9,74.67,74.904,75.5532,67.0415,73.19
2006-01-20,73.19,73.95,74.444,75.5328,67.1202,74.43
2006-01-23,74.43,73.25,74.228,75.5472,67.2024,74.9
2006-01-24,74.9,74.2,74.202,75.5628,67.2881,74.84
2006-01-25,74.84,74.89,74.252,75.5896,67.3724,76.33
2006-01-26,76.33,75.71,74.738,75.6238,67.4619,76.0
2006-01-27,76.0,76.5,75.3,75.6572,67.553,75.78
2006-01-30,75.78,75.85,75.57,75.6856,67.6431,75.34
2006-01-31,75.34,75.79,75.658,75.6904,67.7384,75.93
2006-02-01,75.93,75.34,75.876,75.679,67.8347,75.01
2006-02-02,75.01,75.68,75.612,75.66,67.9248,74.62
2006-02-03,74.62,74.51,75.336,75.6234,68.0186,75.25
2006-02-06,75.25,74.84,75.23,75.5824,68.1139,74.8
2006-02-07,74.8,75.1,75.122,75.5356,68.2084,75.64
2006-02-08,75.64,75.4,75.064,75.5082,68.3073,75.31
2006-02-09,75.31,74.1,75.124,75.4736,68.4054,75.25
2006-02-10,75.25,75.31,75.25,75.4194,68.5046,74.61
2006-02-13,74.61,74.75,75.122,75.3636,68.6015,76.15
2006-02-14,76.15,74.86,75.392,75.3426,68.6965,75.77
2006-02-15,75.77,75.76,75.418,75.3226,68.7895,76.06
2006-02-16,76.06,75.52,75.568,75.315,68.8823,75.32
2006-02-17,75.32,76.0,75.582,75.3058,68.9624,75.54
2006-02-21,75.54,75.2,75.768,75.3062,69.0461,76.53
2006-02-22,76.53,74.77,75.844,75.3124,69.1322,76.55
2006-02-23,76.55,75.93,76.0,75.3274,69.2145,77.42
2006-02-24,77.42,77.1,76.272,75.3586,69.3067,77.48
2006-02-27,77.48,77.12,76.704,75.3818,69.3938,77.04
2006-02-28,77.04,77.04,77.004,75.3946,69.4812,76.07
2006-03-01,76.07,77.04,76.912,75.396,69.5664,75.59
2006-03-02,75.59,75.57,76.72,75.4116,69.6358,74.73
2006-03-03,74.73,75.05,76.182,75.4108,69.7043,74.73
2006-03-06,74.73,75.0,75.632,75.3906,69.7744,75.51
2006-03-07,75.51,74.8,75.326,75.3842,69.8466,75.76
2006-03-08,75.76,75.4,75.264,75.3992,69.9202,75.62
2006-03-09,75.62,75.55,75.27,75.4254,69.9936,76.04
2006-03-10,76.04,75.52,75.532,75.4654,70.0684,75.26
2006-03-13,75.26,75.91,75.638,75.4894,70.1433,76.42
2006-03-14,76.42,75.238,75.82,75.543,70.214,77.06
2006-03-15,77.06,76.13,76.08,75.6204,70.2855,76.37
2006-03-16,76.37,77.038,76.23,75.634,70.3508,76.54
2006-03-17,76.54,76.86,76.33,75.6366,70.4153,77.08
2006-03-20,77.08,77.0,76.694,75.6616,70.4899,76.26
2006-03-21,76.26,77.12,76.662,75.6718,70.566,76.37
2006-03-22,76.37,74.52,76.524,75.6698,70.6325,76.42
2006-03-23,76.42,76.22,76.534,75.6792,70.7007,76.18
2006-03-24,76.18,76.34,76.462,75.6724,70.7671,77.43
2006-03-27,77.43,76.48,76.532,75.7112,70.8378,77.22
2006-03-28,77.22,77.4,76.724,75.7454,70.9055,77.3
2006-03-29,77.3,77.23,76.91,75.7908,70.9756,76.67
2006-03-30,76.67,77.05,76.96,75.8324,71.0405,75.81
2006-03-31,75.81,76.59,76.886,75.8706,71.1001,75.61
2006-04-03,75.61,75.84,76.522,75.919,71.1584,76.69
2006-04-04,76.69,75.81,76.416,75.9642,71.2214,76.98
2006-04-05,76.98,76.69,76.352,76.0058,71.2823,76.82
2006-04-06,76.82,76.45,76.382,76.0454,71.341,76.19
2006-04-07,76.19,76.87,76.458,76.0426,71.3939,75.9
2006-04-10,75.9,76.19,76.516,76.0406,71.4493,75.32
2006-04-11,75.32,75.89,76.242,76.0314,71.5019,74.92
2006-04-12,74.92,75.06,75.83,76.023,71.5488,74.82
2006-04-13,74.82,74.9,75.43,76.0008,71.5915,74.43
2006-04-17,74.43,74.75,75.078,75.9892,71.6321,75.85
2006-04-18,75.85,74.51,75.068,76.0138,71.6831,76.33
2006-04-19,76.33,75.8,75.27,76.0354,71.7323,76.45
2006-04-20,76.45,75.87,75.576,76.0684,71.7777,76.38
2006-04-21,76.38,76.79,75.888,76.0832,71.8266,76.21
2006-04-24,76.21,76.38,76.244,76.1012,71.8761,75.98
2006-04-25,75.98,76.21,76.27,76.1158,71.9186,77.5
2006-04-26,77.5,76.28,76.504,76.1736,71.9683,78.89
2006-04-27,78.89,77.4,76.992,76.2284,72.0232,78.13
2006-04-28,78.13,78.9,77.342,76.2756,72.0738,77.66
2006-05-01,77.66,78.2,77.632,76.3076,72.1314,78.79
2006-05-02,78.79,77.9,78.194,76.377,72.196,78.58
2006-05-03,78.58,78.25,78.41,76.4378,72.2576,76.99
2006-05-04,76.99,77.52,78.03,76.447,72.3058,78.34
2006-05-05,78.34,77.5,78.072,76.4828,72.3638,77.37
2006-05-08,77.37,78.0,78.014,76.4818,72.421,77.15
2006-05-09,77.15,77.38,77.686,76.4752,72.4796,78.75
2006-05-10,78.75,76.75,77.72,76.5094,72.5462,77.69
2006-05-11,77.69,79.5,77.86,76.5418,72.6062,76.84
2006-05-12,76.84,77.77,77.56,76.5668,72.6537,78.54
2006-05-15,78.54,76.92,77.794,76.643,72.7116,78.12
2006-05-16,78.12,77.0,77.988,76.7108,72.7677,76.08
2006-05-17,76.08,77.22,77.454,76.7222,72.8139,75.5
2006-05-18,75.5,75.3,77.016,76.717,72.8557,76.73
2006-05-19,76.73,75.74,76.994,76.7392,72.9001,75.54
2006-05-22,75.54,76.73,76.394,76.7292,72.9457,75.6
2006-05-23,75.6,76.2,75.89,76.736,72.9987,75.75
2006-05-24,75.75,75.85,75.824,76.7226,73.0534,75.99
2006-05-25,75.99,76.05,75.922,76.7012,73.1096,75.78
2006-05-26,75.78,75.89,75.732,76.6894,73.1656,75.03
2006-05-30,75.03,75.02,75.63,76.6592,73.215,76.15
2006-05-31,76.15,74.85,75.74,76.6406,73.2706,77.35
2006-06-01,77.35,76.15,76.06,76.6624,73.3289,77.73
2006-06-02,77.73,77.23,76.408,76.6896,73.3956,76.52
2006-06-05,76.52,77.72,76.556,76.6916,73.4545,77.01
2006-06-06,77.01,77.02,76.952,76.7082,73.5167,76.78
2006-06-07,76.78,77.39,77.078,76.6952,73.5755,77.44
2006-06-08,77.44,76.9,77.096,76.6996,73.6378,77.03
2006-06-09,77.03,77.19,76.956,76.6942,73.702,76.01
2006-06-12,76.01,77.02,76.854,76.681,73.762,74.9
2006-06-13,74.9,76.05,76.432,76.6628,73.8124,74.45
2006-06-14,74.45,74.8,75.966,76.6396,73.8636,76.22
2006-06-15,76.22,74.45,75.722,76.6302,73.925,75.62
2006-06-16,75.62,75.66,75.44,76.603,73.9877,75.15
2006-06-19,75.15,75.98,75.268,76.5696,74.0416,75.74
2006-06-20,75.74,75.3,75.436,76.5606,74.0868,76.35
2006-06-21,76.35,75.6,75.816,76.5696,74.1402,75.6
2006-06-22,75.6,76.3,75.692,76.5752,74.1817,75.38
2006-06-23,75.38,75.26,75.644,76.5844,74.2194,76.8
2006-06-26,76.8,75.28,75.974,76.624,74.2661,75.77
2006-06-27,75.77,76.0,75.98,76.6508,74.3079,76.22
2006-06-28,76.22,75.77,75.954,76.6582,74.3543,77.92
2006-06-29,77.92,76.73,76.418,76.69,74.4109,77.7
2006-06-30,77.7,78.0,76.882,76.715,74.4686,79.06
2006-07-03,79.06,77.77,77.334,76.7686,74.5257,78.0
2006-07-05,78.0,78.5,77.78,76.8044,74.5769,78.11
2006-07-06,78.11,77.9,78.158,76.847,74.6282,77.56
2006-07-07,77.56,78.12,78.086,76.8482,74.6745,78.45
2006-07-10,78.45,77.81,78.236,76.8394,74.7319,79.06
2006-07-11,79.06,78.45,78.236,76.858,74.7987,78.26
2006-07-12,78.26,79.07,78.288,76.87,74.8632,76.86
2006-07-13,76.86,77.76,78.038,76.8314,74.9227,76.5
2006-07-14,76.5,76.7,77.826,76.7898,74.9795,77.04
2006-07-17,77.04,76.45,77.544,76.7908,75.0375,76.57
2006-07-18,76.57,76.8,77.046,76.7554,75.0837,77.36
2006-07-19,77.36,76.57,76.866,76.7552,75.1327,77.4
2006-07-20,77.4,76.88,76.974,76.7602,75.1831,77.74
2006-07-21,77.74,76.6,77.222,76.74,75.238,78.73
2006-07-24,78.73,78.1,77.56,76.7608,75.3018,78.83
2006-07-25,78.83,78.73,78.012,76.8006,75.368,77.97
2006-07-26,77.97,78.35,78.134,76.7892,75.4324,77.51
2006-07-27,77.51,78.45,78.156,76.777,75.4968,78.71
2006-07-28,78.71,78.05,78.35,76.8296,75.5661,78.64
2006-07-31,78.64,78.4,78.332,76.8924,75.6377,78.42
2006-08-01,78.42,78.8,78.25,76.9262,75.7135,78.28
2006-08-02,78.28,78.35,78.312,76.981,75.7814,73.66
2006-08-03,73.66,75.0,77.542,76.9422,75.8257,72.36
2006-08-04,72.36,73.66,76.272,76.8744,75.8621,72.06
2006-08-07,72.06,71.5,74.956,76.7958,75.8835,71.91
2006-08-08,71.91,73.7,73.654,76.7184,75.9103,71.95
2006-08-09,71.95,72.38,72.388,76.6568,75.9351,72.29
2006-08-10,72.29,72.05,72.114,76.5796,75.9496,72.5
2006-08-11,72.5,71.84,72.142,76.4826,75.9682,71.96
2006-08-14,71.96,73.15,72.122,76.3672,75.9771,72.6
2006-08-15,72.6,72.12,72.26,76.2888,75.9841,72.42
2006-08-16,72.42,72.99,72.354,76.197,75.9907,72.09
2006-08-17,72.09,72.36,72.314,76.1032,75.9872,72.98
2006-08-18,72.98,72.13,72.41,76.014,75.9921,72.89
2006-08-21,72.89,72.99,72.596,75.9312,75.9976,71.87
2006-08-22,71.87,72.92,72.45,75.8484,75.9789,71.98
2006-08-23,71.98,71.95,72.362,75.79,75.9692,72.8
2006-08-24,72.8,72.7,72.504,75.757,75.9621,72.89
2006-08-25,72.89,72.55,72.486,75.6904,75.958,73.72
2006-08-28,73.72,72.89,72.652,75.6524,75.956,73.75
2006-08-29,73.75,73.57,73.028,75.6244,75.9573,73.03
2006-08-30,73.03,73.75,73.238,75.5702,75.9493,73.41
2006-08-31,73.41,73.0,73.36,75.5114,75.9447,73.15
2006-09-01,73.15,73.65,73.412,75.4624,75.9387,72.83
2006-09-05,72.83,72.89,73.234,75.4114,75.9273,72.1
2006-09-06,72.1,72.79,72.904,75.3174,75.9053,71.47
2006-09-07,71.47,72.05,72.592,75.2314,75.8829,72.0
2006-09-08,72.0,72.45,72.31,75.147,75.8606,73.05
2006-09-11,73.05,71.75,72.29,75.0496,75.8394,73.09
2006-09-12,73.09,73.55,72.342,74.9574,75.8191,72.8
2006-09-13,72.8,72.9,72.482,74.8322,75.7981,73.0
2006-09-14,73.0,72.9,72.788,74.7322,75.7779,73.94
2006-09-15,73.94,73.94,73.176,74.6488,75.7578,73.89
2006-09-18,73.89,74.35,73.344,74.5754,75.7402,73.73
2006-09-19,73.73,74.1,73.472,74.481,75.7228,74.9
2006-09-20,74.9,73.9,73.892,74.3978,75.7135,74.57
2006-09-21,74.57,75.0,74.206,74.324,75.7041,75.15
2006-09-22,75.15,74.69,74.448,74.2898,75.701,76.09
2006-09-25,76.09,75.77,74.888,74.2816,75.7038,75.34
2006-09-26,75.34,75.6,75.21,74.2476,75.6994,75.7
2006-09-27,75.7,75.35,75.37,74.2302,75.699,76.92
2006-09-28,76.92,76.08,75.84,74.2214,75.7042,76.25
2006-09-29,76.25,76.5,76.06,74.1984,75.7039,76.31
2006-10-02,76.31,76.25,76.104,74.1698,75.7034,76.03
2006-10-03,76.03,75.98,76.242,74.1158,75.7036,77.16
2006-10-04,77.16,76.0,76.534,74.0824,75.7154,77.65
2006-10-05,77.65,76.97,76.68,74.076,75.7298,77.38
2006-10-06,77.38,77.3,76.906,74.0734,75.738,77.27
2006-10-09,77.27,76.95,77.098,74.0446,75.7452,76.87
2006-10-10,76.87,77.23,77.266,74.0092,75.7544,77.63
2006-10-11,77.63,76.64,77.36,73.9934,75.7711,77.29
2006-10-12,77.29,77.5,77.288,73.9736,75.7873,77.79
2006-10-13,77.79,77.17,77.37,74.0562,75.806,77.45
2006-10-16,77.45,77.51,77.406,74.158,75.8245,77.55
2006-10-17,77.55,77.15,77.542,74.2678,75.8463,78.44
2006-10-18,78.44,77.8,77.704,74.3984,75.8601,77.92
2006-10-19,77.92,78.04,77.83,74.5178,75.8676,77.26
2006-10-20,77.26,78.08,77.724,74.6172,75.8748,77.87
2006-10-23,77.87,77.27,77.808,74.7246,75.8854,77.52
2006-10-24,77.52,77.72,77.802,74.8358,75.8906,78.36
2006-10-25,78.36,77.98,77.786,74.951,75.9027,78.62
2006-10-26,78.62,78.5,77.926,75.075,75.9132,77.58
2006-10-27,77.58,78.37,77.99,75.1848,75.9236,77.54
2006-10-30,77.54,77.59,77.924,75.276,75.9338,76.93
2006-10-31,76.93,77.55,77.806,75.3568,75.9433,76.32
2006-11-01,76.32,77.15,77.398,75.4458,75.9519,78.93
2006-11-02,78.93,78.23,77.46,75.5848,75.9771,78.51
2006-11-03,78.51,79.31,77.646,75.699,76.0037,79.26
2006-11-06,79.26,78.41,77.99,75.8264,76.0278,79.44
2006-11-07,79.44,79.0,78.492,75.9408,76.0505,79.3
2006-11-08,79.3,79.44,79.088,76.0518,76.0728,78.1
2006-11-09,78.1,79.16,78.922,76.1532,76.0817,78.03
2006-11-10,78.03,78.2,78.826,76.2456,76.0918,79.25
2006-11-13,79.25,78.27,78.824,76.3676,76.1092,79.58
2006-11-14,79.58,79.75,78.852,76.5026,76.1304,81.0
2006-11-15,81.0,79.65,79.192,76.6806,76.1557,82.15
2006-11-16,82.15,81.55,80.002,76.8942,76.1914,81.54
2006-11-17,81.54,81.8,80.704,77.085,76.226,81.45
2006-11-20,81.45,81.2,81.144,77.253,76.257,80.72
2006-11-21,80.72,81.4,81.372,77.4056,76.2866,80.47
2006-11-22,80.47,80.02,81.266,77.559,76.3108,80.29
2006-11-24,80.29,80.01,80.894,77.7048,76.3357,79.26
2006-11-27,79.26,79.91,80.438,77.8112,76.3557,79.77
2006-11-28,79.77,79.15,80.102,77.9288,76.3815,80.23
2006-11-29,80.23,80.02,80.004,78.0588,76.4019,81.48
2006-11-30,81.48,80.23,80.206,78.1904,76.4305,81.86
2006-12-01,81.86,81.41,80.52,78.3362,76.4595,82.24
2006-12-04,82.24,82.0,81.116,78.478,76.4941,84.28
2006-12-05,84.28,82.23,82.018,78.6418,76.5378,86.59
2006-12-06,86.59,85.5,83.29,78.8668,76.5881,86.84
2006-12-07,86.84,86.84,84.362,79.0896,76.6395,86.24
2006-12-08,86.24,86.56,85.238,79.276,76.6836,86.31
2006-12-11,86.31,86.57,86.052,79.4772,76.7278,86.67
2006-12-12,86.67,86.56,86.53,79.6844,76.7759,86.09
2006-12-13,86.09,86.7,86.43,79.8856,76.826,86.24
2006-12-14,86.24,86.35,86.31,80.0672,76.8793,86.05
2006-12-15,86.05,86.24,86.272,80.2352,76.9359,85.43
2006-12-18,85.43,86.3,86.096,80.3962,76.9894,86.31
2006-12-19,86.31,86.0,86.024,80.577,77.0434,86.34
2006-12-20,86.34,86.47,86.074,80.7664,77.0963,85.31
2006-12-21,85.31,86.58,85.888,80.92,77.1447,85.4
2006-12-22,85.4,85.94,85.758,81.0822,77.1915,85.95
2006-12-26,85.95,85.5,85.862,81.2454,77.245,86.16
2006-12-27,86.16,86.45,85.832,81.4196,77.2937,85.91
2006-12-28,85.91,85.79,85.746,81.5868,77.3379,85.86
2006-12-29,85.86,85.7,85.856,81.7352,77.3854,86.25
2007-01-03,86.25,85.97,86.026,81.9018,77.4339,85.9
2007-01-04,85.9,86.25,86.016,82.0746,77.478,85.69
2007-01-05,85.69,85.57,85.922,82.231,77.5252,86.22
2007-01-08,86.22,85.54,85.984,82.405,77.5744,85.88
2007-01-09,85.88,86.5,85.988,82.5554,77.6217,86.94
2007-01-10,86.94,85.73,86.126,82.7218,77.6755,87.78
2007-01-11,87.78,86.86,86.502,82.9258,77.7273,87.68
2007-01-12,87.68,87.8,86.9,83.1286,77.7796,88.61
2007-01-16,88.61,87.79,87.378,83.3622,77.8361,87.98
2007-01-17,87.98,88.5,87.798,83.5954,77.8927,88.05
2007-01-18,88.05,88.47,88.02,83.7778,77.9539,88.56
2007-01-19,88.56,88.48,88.176,83.9788,78.0186,88.18
2007-01-22,88.18,88.36,88.276,84.1572,78.0761,88.16
2007-01-23,88.16,87.98,88.186,84.3316,78.132,88.67
2007-01-24,88.67,88.15,88.324,84.519,78.1912,87.57
2007-01-25,87.57,88.5,88.228,84.7084,78.2481,87.95
2007-01-26,87.95,87.58,88.106,84.9068,78.3084,88.16
2007-01-29,88.16,88.0,88.102,85.085,78.3726,88.97
2007-01-30,88.97,88.48,88.264,85.2728,78.4428,89.13
2007-01-31,89.13,88.45,88.356,85.4354,78.5143,90.01
2007-02-01,90.01,89.13,88.844,85.5926,78.5922,90.33
2007-02-02,90.33,90.0,89.32,85.7684,78.6647,89.86
2007-02-05,89.86,90.44,89.66,85.9366,78.7323,89.73
2007-02-06,89.73,89.77,89.812,86.1168,78.7987,90.37
2007-02-07,90.37,89.65,90.06,86.3148,78.8687,92.14
2007-02-08,92.14,91.5,90.486,86.5518,78.9483,91.33
2007-02-09,91.33,92.7,90.686,86.7932,79.0251,91.05
2007-02-12,91.05,91.32,90.924,87.0188,79.0928,91.73
2007-02-13,91.73,90.79,91.324,87.2488,79.157,92.55
2007-02-14,92.55,91.73,91.76,87.4702,79.2291,91.84
2007-02-15,91.84,92.0,91.7,87.6698,79.3,92.51
2007-02-16,92.51,91.4,91.936,87.8752,79.3686,93.1
2007-02-20,93.1,92.51,92.346,88.0516,79.4412,92.63
2007-02-21,92.63,92.4,92.526,88.1724,79.5194,92.69
2007-02-22,92.69,92.5,92.554,88.2894,79.5912,92.45
2007-02-23,92.45,92.47,92.676,88.4136,79.6666,92.37
2007-02-26,92.37,92.45,92.648,88.5348,79.7427,90.21
2007-02-27,90.21,92.26,92.07,88.6056,79.8,90.94
2007-02-28,90.94,90.21,91.732,88.7026,79.8662,90.38
2007-03-01,90.38,90.95,91.27,88.7854,79.9339,89.91
2007-03-02,89.91,90.22,90.762,88.8626,79.9907,89.28
2007-03-05,89.28,89.74,90.144,88.9396,80.0465,89.75
2007-03-06,89.75,89.75,90.052,89.0084,80.1149,89.56
2007-03-07,89.56,89.51,89.776,89.0728,80.1852,90.29
2007-03-08,90.29,90.0,89.758,89.1724,80.253,90.31
2007-03-09,90.31,90.54,89.838,89.2706,80.3268,90.17
2007-03-12,90.17,89.91,90.016,89.355,80.3997,87.91
2007-03-13,87.91,89.78,89.648,89.39,80.4605,88.66
2007-03-14,88.66,88.0,89.468,89.445,80.5238,89.15
2007-03-15,89.15,88.6,89.24,89.5108,80.5907,88.65
2007-03-16,88.65,89.36,88.908,89.5588,80.6588,89.79
2007-03-19,89.79,89.44,88.832,89.6366,80.727,90.21
2007-03-20,90.21,89.9,89.292,89.727,80.7913,91.14
2007-03-21,91.14,90.16,89.788,89.8254,80.8583,91.04
2007-03-22,91.04,91.14,90.166,89.9286,80.9309,91.23
2007-03-23,91.23,90.79,90.682,90.0144,81.002,91.05
2007-03-26,91.05,91.23,90.934,90.0798,81.0734,90.6
2007-03-27,90.6,90.65,91.012,90.1382,81.1392,89.97
2007-03-28,89.97,89.94,90.778,90.1654,81.2039,90.11
2007-03-29,90.11,90.19,90.592,90.208,81.2744,90.26
2007-03-30,90.26,90.28,90.398,90.2522,81.3512,90.21
2007-04-02,90.21,90.4,90.23,90.2852,81.43,91.41
2007-04-03,91.41,90.46,90.392,90.3498,81.5059,91.61
2007-04-04,91.61,91.43,90.72,90.4188,81.5859,91.66
2007-04-05,91.66,91.61,91.03,90.4786,81.6684,91.68
2007-04-09,91.68,91.91,91.314,90.5608,81.7481,91.63
2007-04-10,91.63,91.61,91.598,90.6344,81.8245,91.35
2007-04-11,91.35,91.75,91.586,90.6982,81.9033,91.98
2007-04-12,91.98,91.05,91.66,90.7584,81.9863,92.07
2007-04-13,92.07,92.34,91.742,90.8172,82.0626,93.0
2007-04-16,93.0,92.06,92.006,90.877,82.1488,93.23
2007-04-17,93.23,93.03,92.326,90.935,82.2338,93.96
2007-04-18,93.96,93.11,92.848,91.017,82.314,93.65
2007-04-19,93.65,93.13,93.182,91.0954,82.3938,94.23
2007-04-20,94.23,94.03,93.614,91.1726,82.4696,93.88
2007-04-23,93.88,94.03,93.79,91.2074,82.549,94.08
2007-04-24,94.08,93.85,93.96,91.2624,82.6289,95.74
2007-04-25,95.74,94.75,94.316,91.3562,82.7198,95.41
2007-04-26,95.41,94.84,94.668,91.4298,82.8046,95.45
2007-04-27,95.45,95.42,94.912,91.4878,82.8865,95.0
2007-04-30,95.0,95.7,95.136,91.551,82.9702,95.22
2007-05-01,95.22,95.48,95.364,91.6052,83.062,96.8
2007-05-02,96.8,95.33,95.576,91.6792,83.1635,99.65
2007-05-03,99.65,98.01,96.424,91.8196,83.2766,100.61
2007-05-04,100.61,99.85,97.456,91.978,83.3968,101.25
2007-05-07,101.25,100.85,98.706,92.154,83.5162,101.02
2007-05-08,101.02,100.61,99.866,92.327,83.6343,101.61
2007-05-09,101.61,101.1,100.828,92.555,83.7537,101.51
2007-05-10,101.51,101.42,101.2,92.7664,83.8676,102.28
2007-05-11,102.28,101.72,101.534,93.0044,83.9848,101.78
2007-05-14,101.78,102.0,101.64,93.2418,84.1039,101.44
2007-05-15,101.44,101.89,101.724,93.485,84.2235,101.92
2007-05-16,101.92,101.7,101.786,93.7284,84.3396,102.3
2007-05-17,102.3,101.99,101.944,93.9832,84.4579,102.92
2007-05-18,102.92,102.45,102.072,94.2358,84.5804,103.17
2007-05-21,103.17,102.91,102.35,94.493,84.7048,102.72
2007-05-22,102.72,103.17,102.606,94.744,84.8501,101.35
2007-05-23,101.35,102.73,102.492,95.0128,84.9951,100.31
2007-05-24,100.31,101.3,102.094,95.2458,85.1363,100.37
2007-05-25,100.37,100.24,101.584,95.4702,85.2786,101.53
2007-05-29,101.53,100.22,101.256,95.7278,85.4265,101.73
2007-05-30,101.73,100.95,101.058,95.9666,85.5737,102.02
2007-05-31,102.02,102.5,101.192,96.2028,85.7213,101.63
2007-06-01,101.63,102.53,101.456,96.4126,85.8697,100.75
2007-06-04,100.75,101.15,101.532,96.6068,86.0104,100.57
2007-06-05,100.57,100.95,101.34,96.7936,86.1512,99.46
2007-06-06,99.46,100.75,100.886,96.9618,86.288,97.49
2007-06-07,97.49,98.98,99.98,97.0996,86.4106,99.09
2007-06-08,99.09,97.49,99.472,97.282,86.5416,99.49
2007-06-11,99.49,99.09,99.22,97.4696,86.6797,98.36
