ticker,APH US Equity,APH US Equity,APH US Equity,APH US Equity,APH US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2011-06-24,12.7075,12.8375,13.218,12.727,13.3606,12.74
2011-06-27,12.74,12.6975,13.2244,12.7685,13.3531,12.92
2011-06-28,12.92,12.7775,13.2297,12.809,13.3464,13.0475
2011-06-29,13.0475,12.99,13.2357,12.8585,13.3484,13.4975
2011-06-30,13.4975,13.0925,13.244,12.9825,13.3605,13.715
2011-07-01,13.715,13.455,13.2539,13.184,13.3602,13.6075
2011-07-05,13.6075,13.705,13.2628,13.3575,13.3583,13.5825
2011-07-06,13.5825,13.5925,13.2704,13.49,13.3563,13.8875
2011-07-07,13.8875,13.7275,13.2801,13.658,13.3561,13.55
2011-07-08,13.55,13.72,13.2895,13.6685,13.3467,13.17
2011-07-11,13.17,13.3675,13.2968,13.5595,13.33,12.7825
2011-07-12,12.7825,13.11,13.2998,13.3945,13.3061,12.83
2011-07-13,12.83,12.8475,13.3034,13.244,13.2827,12.5975
2011-07-14,12.5975,12.855,13.3052,12.986,13.257,12.6925
2011-07-15,12.6925,12.645,13.3072,12.8145,13.2365,12.5375
2011-07-18,12.5375,12.625,13.3086,12.688,13.2116,12.92
2011-07-19,12.92,12.66,13.3119,12.7155,13.1918,12.5375
2011-07-20,12.5375,13.0,13.3143,12.657,13.1631,12.64
2011-07-21,12.64,12.585,13.3148,12.6655,13.1311,12.7575
2011-07-22,12.7575,12.65,13.3168,12.6785,13.1085,12.7025
2011-07-25,12.7025,12.6,13.3185,12.7115,13.0864,12.715
2011-07-26,12.715,12.715,13.3205,12.6705,13.0655,12.295
2011-07-27,12.295,12.6175,13.3204,12.622,13.0361,12.27
2011-07-28,12.27,12.2925,13.3201,12.548,13.0085,12.2225
2011-07-29,12.2225,12.1525,13.3189,12.441,12.9769,12.095
2011-08-01,12.095,12.3325,13.3176,12.3195,12.9443,11.6275
2011-08-02,11.6275,11.99,13.313,12.102,12.9036,11.7525
2011-08-03,11.7525,11.615,13.3094,11.9935,12.8706,10.89
2011-08-04,10.89,11.5925,13.3029,11.7175,12.8247,10.845
2011-08-05,10.845,11.075,13.2963,11.442,12.776,10.2925
2011-08-08,10.2925,10.58,13.286,11.0815,12.7144,11.0225
2011-08-09,11.0225,10.4775,13.2797,10.9605,12.6654,10.6475
2011-08-10,10.6475,10.8075,13.2704,10.7395,12.6081,11.5175
2011-08-11,11.5175,10.705,13.2656,10.865,12.5726,11.625
2011-08-12,11.625,11.5725,13.2619,11.021,12.5392,11.805
2011-08-15,11.805,11.7175,13.2592,11.3235,12.5127,11.6425
2011-08-16,11.6425,11.65,13.2548,11.4475,12.485,11.4525
2011-08-17,11.4525,11.68,13.2496,11.6085,12.454,10.6125
2011-08-18,10.6125,11.0475,13.2387,11.4275,12.4115,10.5325
2011-08-19,10.5325,10.51,13.227,11.209,12.3653,10.5875
2011-08-22,10.5875,10.7975,13.2138,10.9655,12.3203,11.0375
2011-08-23,11.0375,10.645,13.2028,10.8445,12.2877,11.0325
2011-08-24,11.0325,10.985,13.1924,10.7605,12.2518,10.8175
2011-08-25,10.8175,11.0425,13.1813,10.8015,12.2146,11.1225
2011-08-26,11.1225,10.675,13.1712,10.9195,12.187,11.5325
2011-08-29,11.5325,11.2725,13.1648,11.1085,12.1668,11.5975
2011-08-30,11.5975,11.47,13.1596,11.2205,12.1481,11.745
2011-08-31,11.745,11.685,13.1554,11.363,12.1287,11.4575
2011-09-01,11.4575,11.7125,13.1515,11.491,12.1018,10.7275
2011-09-02,10.7275,11.125,13.1438,11.412,12.0588,10.8375
2011-09-06,10.8375,10.3925,13.1349,11.273,12.0214,11.27
2011-09-07,11.27,11.06,13.1272,11.2075,11.992,11.08
2011-09-08,11.08,11.17,13.1188,11.0745,11.9552,10.745
2011-09-09,10.745,10.9325,13.1104,10.932,11.9092,10.8475
2011-09-12,10.8475,10.5975,13.1008,10.956,11.8562,10.915
2011-09-13,10.915,10.8575,13.0921,10.9715,11.8002,11.2125
2011-09-14,11.2125,10.975,13.0849,10.96,11.7523,11.28
2011-09-15,11.28,11.3675,13.0788,11.0,11.7062,11.1125
2011-09-16,11.1125,11.3575,13.0697,11.0735,11.6507,10.85
2011-09-19,10.85,10.8875,13.0579,11.074,11.5967,10.7175
2011-09-20,10.7175,10.8825,13.0453,11.0345,11.5477,10.6275
2011-09-21,10.6275,10.69,13.0322,10.9175,11.5046,10.5075
2011-09-22,10.5075,10.2725,13.0185,10.763,11.4581,10.4325
2011-09-23,10.4325,10.4325,13.0049,10.627,11.4148,10.705
2011-09-26,10.705,10.5125,12.992,10.598,11.3751,10.9375
2011-09-27,10.9375,10.955,12.9801,10.642,11.3431,10.625
2011-09-28,10.625,10.945,12.9666,10.6415,11.2972,10.8
2011-09-29,10.8,10.8575,12.9541,10.7,11.2624,10.1925
2011-09-30,10.1925,10.5975,12.9391,10.652,11.2135,9.95
2011-10-03,9.95,10.095,12.9224,10.501,11.1573,10.26
2011-10-04,10.26,9.745,12.9072,10.3655,11.1085,10.4475
2011-10-05,10.4475,10.29,12.8936,10.33,11.0631,10.6425
2011-10-06,10.6425,10.4475,12.8809,10.2985,11.0301,10.5975
2011-10-07,10.5975,10.7125,12.8676,10.3795,10.9966,11.0
2011-10-10,11.0,10.8125,12.857,10.5895,10.9722,10.71
2011-10-11,10.71,10.9125,12.8444,10.6795,10.9445,10.815
2011-10-12,10.815,10.83,12.8323,10.753,10.9282,10.8075
2011-10-13,10.8075,10.725,12.82,10.786,10.9093,11.0375
2011-10-14,11.0375,10.97,12.8091,10.874,10.9123,10.6975
2011-10-17,10.6975,10.94,12.7966,10.8135,10.9093,11.025
2011-10-18,11.025,10.685,12.785,10.8765,10.924,10.475
2011-10-19,10.475,10.4925,12.7719,10.8085,10.913,10.5475
2011-10-20,10.5475,10.415,12.7597,10.7565,10.911,11.405
2011-10-21,11.405,10.7175,12.7522,10.83,10.9088,11.72
2011-10-24,11.72,11.4125,12.746,11.0345,10.9107,11.53
2011-10-25,11.53,11.595,12.7387,11.1355,10.9052,11.825
2011-10-26,11.825,11.7075,12.7324,11.4055,10.9088,12.4875
2011-10-27,12.4875,12.2425,12.7288,11.7935,10.9295,12.3175
2011-10-28,12.3175,12.49,12.7246,11.976,10.9636,11.8725
2011-10-31,11.8725,12.1325,12.7186,12.0065,10.9904,11.6375
2011-11-01,11.6375,11.4325,12.7107,12.028,11.0114,11.84
2011-11-02,11.84,11.85,12.7038,12.031,11.0275,12.0525
2011-11-03,12.0525,12.0175,12.6986,11.944,11.0479,11.9625
2011-11-04,11.9625,11.9025,12.6918,11.873,11.0708,11.9725
2011-11-07,11.9725,11.675,12.6832,11.893,11.0878,11.9625
2011-11-08,11.9625,12.0225,12.6742,11.958,11.0964,11.36
2011-11-09,11.36,11.6825,12.6618,11.862,11.0916,11.3425
2011-11-10,11.3425,11.5325,12.6476,11.72,11.0836,11.7125
2011-11-11,11.7125,11.55,12.6373,11.67,11.0887,11.6575
2011-11-14,11.6575,11.645,12.6265,11.607,11.1073,11.855
2011-11-15,11.855,11.6025,12.6146,11.5855,11.1276,11.77
2011-11-16,11.77,11.7375,12.602,11.6675,11.1376,11.4175
2011-11-17,11.4175,11.71,12.5882,11.6825,11.1444,11.2475
2011-11-18,11.2475,11.425,12.5725,11.5895,11.1544,10.9025
2011-11-21,10.9025,11.0525,12.555,11.4385,11.1555,10.8025
2011-11-22,10.8025,10.885,12.5378,11.228,11.1533,10.4275
2011-11-23,10.4275,10.655,12.5182,10.9595,11.1376,10.395
2011-11-25,10.395,10.3975,12.4976,10.755,11.1199,10.7225
2011-11-28,10.7225,10.7275,12.4781,10.65,11.1121,10.685
2011-11-29,10.685,10.7075,12.4589,10.6065,11.1088,11.3325
2011-11-30,11.3325,11.0625,12.4436,10.7125,11.1211,11.31
2011-12-01,11.31,11.32,12.4283,10.889,11.1347,11.2675
2011-12-02,11.2675,11.52,12.4129,11.0635,11.1499,11.4575
2011-12-05,11.4575,11.49,12.3984,11.2105,11.1704,11.375
2011-12-06,11.375,11.4625,12.3846,11.3485,11.1838,11.3275
2011-12-07,11.3275,11.2975,12.3707,11.3475,11.1916,10.985
2011-12-08,10.985,11.25,12.3547,11.2825,11.1988,11.2425
2011-12-09,11.2425,11.01,12.3398,11.2775,11.2077,10.9025
2011-12-12,10.9025,11.095,12.3225,11.1665,11.2219,10.6425
2011-12-13,10.6425,10.985,12.3054,11.02,11.2357,10.45
2011-12-14,10.45,10.6,12.2864,10.8445,11.2395,10.415
2011-12-15,10.415,10.595,12.2652,10.7305,11.2389,10.405
2011-12-16,10.405,10.5,12.2442,10.563,11.2341,10.2725
2011-12-19,10.2725,10.495,12.2233,10.437,11.2276,10.9175
2011-12-20,10.9175,10.5,12.2053,10.492,11.226,11.0125
2011-12-21,11.0125,11.125,12.1882,10.6045,11.232,11.2525
2011-12-22,11.2525,11.07,12.1739,10.772,11.2408,11.425
2011-12-23,11.425,11.2825,12.1607,10.976,11.2531,11.4575
2011-12-27,11.4575,11.4025,12.1475,11.213,11.2615,11.3075
2011-12-28,11.3075,11.4875,12.1344,11.291,11.2737,11.46
2011-12-29,11.46,11.3575,12.1236,11.3805,11.2824,11.3475
2011-12-30,11.3475,11.43,12.1118,11.3995,11.2999,11.49
2012-01-03,11.49,11.635,12.1003,11.4125,11.3187,11.455
2012-01-04,11.455,11.4375,12.0874,11.412,11.3197,11.5525
2012-01-05,11.5525,11.375,12.0763,11.461,11.3164,11.5575
2012-01-06,11.5575,11.5325,12.0659,11.4805,11.3169,11.755
2012-01-09,11.755,11.64,12.0568,11.562,11.3155,11.995
2012-01-10,11.995,11.875,12.0488,11.663,11.3057,11.9575
2012-01-11,11.9575,11.965,12.0411,11.7635,11.2985,12.0525
2012-01-12,12.0525,12.005,12.0328,11.8635,11.3021,12.0375
2012-01-13,12.0375,11.9775,12.0239,11.9595,11.3101,12.0675
2012-01-17,12.0675,12.2125,12.0163,12.022,11.3146,13.39
2012-01-18,13.39,13.535,12.0177,12.301,11.3414,13.7225
2012-01-19,13.7225,13.3425,12.0209,12.654,11.3766,13.84
2012-01-20,13.84,13.6275,12.0249,13.0115,11.4139,13.77
2012-01-23,13.77,13.8525,12.028,13.358,11.4501,13.6875
2012-01-24,13.6875,13.66,12.0308,13.682,11.4966,13.675
2012-01-25,13.675,13.5625,12.0334,13.739,11.5433,13.6775
2012-01-26,13.6775,13.7675,12.0365,13.73,11.5826,13.6025
2012-01-27,13.6025,13.62,12.0394,13.6825,11.6215,13.5475
2012-01-30,13.5475,13.3925,12.0413,13.638,11.6553,13.6075
2012-01-31,13.6075,13.645,12.0437,13.622,11.6921,13.7
2012-02-01,13.7,13.8075,12.0459,13.627,11.7377,13.56
2012-02-02,13.56,13.7025,12.049,13.6035,11.784,13.7675
2012-02-03,13.7675,13.7475,12.0534,13.6365,11.8413,13.7125
2012-02-06,13.7125,13.6525,12.0533,13.6695,11.8995,13.7175
2012-02-07,13.7175,13.62,12.0534,13.6915,11.9653,13.665
2012-02-08,13.665,13.7075,12.0533,13.6845,12.0307,13.825
2012-02-09,13.825,13.69,12.0529,13.7375,12.0927,13.705
2012-02-10,13.705,13.6725,12.0513,13.725,12.1531,13.7875
2012-02-13,13.7875,13.825,12.0503,13.74,12.2022,13.765
2012-02-14,13.765,13.7475,12.0492,13.7495,12.2513,13.7175
2012-02-15,13.7175,13.81,12.0478,13.76,12.3003,14.0875
2012-02-16,14.0875,13.7,12.0488,13.8125,12.3529,14.0775
2012-02-17,14.0775,14.1925,12.0506,13.887,12.407,14.1025
2012-02-21,14.1025,14.0825,12.0522,13.95,12.4625,14.0425
2012-02-22,14.0425,14.0175,12.0529,14.0055,12.5236,14.0225
2012-02-23,14.0225,14.02,12.0531,14.0665,12.5792,14.075
2012-02-24,14.075,14.09,12.0523,14.064,12.6427,14.035
2012-02-27,14.035,13.955,12.053,14.0555,12.7105,14.1275
2012-02-28,14.1275,14.0325,12.0546,14.0605,12.7841,13.99
2012-02-29,13.99,14.1675,12.0558,14.05,12.8556,14.1125
2012-03-01,14.1125,14.035,12.0575,14.068,12.9297,14.0575
2012-03-02,14.0575,14.12,12.0596,14.0645,13.0054,13.9475
2012-03-05,13.9475,13.995,12.0603,14.047,13.066,13.7725
2012-03-06,13.7725,13.75,12.0605,13.976,13.1212,14.0025
2012-03-07,14.0025,13.8,12.0622,13.9785,13.1762,14.0875
2012-03-08,14.0875,14.105,12.0656,13.9735,13.2295,14.2075
2012-03-09,14.2075,14.095,12.0708,14.0035,13.2845,14.1775
2012-03-12,14.1775,14.185,12.0752,14.0495,13.3419,14.5
2012-03-13,14.5,14.2725,12.0809,14.195,13.4027,14.33
2012-03-14,14.33,14.4875,12.0852,14.2605,13.4623,14.4325
2012-03-15,14.4325,14.345,12.0898,14.3295,13.5212,14.4325
2012-03-16,14.4325,14.465,12.0955,14.3745,13.5807,14.4
2012-03-19,14.4,14.4025,12.101,14.419,13.6377,14.155
2012-03-20,14.155,14.31,12.1061,14.35,13.6896,14.2175
2012-03-21,14.2175,14.16,12.1121,14.3275,13.7389,14.2125
2012-03-22,14.2125,14.115,12.1181,14.2835,13.7832,14.2
2012-03-23,14.2,14.235,12.1254,14.237,13.8281,14.4825
2012-03-26,14.4825,14.3,12.1336,14.2535,13.8767,14.765
2012-03-27,14.765,14.5175,12.1433,14.3755,13.9312,14.6525
2012-03-28,14.6525,14.77,12.1532,14.4625,13.9829,14.7625
2012-03-29,14.7625,14.5325,12.1629,14.5725,14.0104,14.9425
2012-03-30,14.9425,14.82,12.1742,14.721,14.0348,15.3325
2012-04-02,15.3325,14.9575,12.1883,14.891,14.0646,15.175
2012-04-03,15.175,15.285,12.2015,14.973,14.0927,14.91
2012-04-04,14.91,15.0,12.2134,15.0245,14.1172,14.8325
2012-04-05,14.8325,14.84,12.224,15.0385,14.1403,14.6275
2012-04-09,14.6275,14.57,12.2331,14.9755,14.1593,14.2875
2012-04-10,14.2875,14.42,12.2402,14.7665,14.173,14.41
2012-04-11,14.41,14.4375,12.2487,14.6135,14.1903,14.7775
2012-04-12,14.7775,14.46,12.2589,14.587,14.2137,14.6975
2012-04-13,14.6975,14.7925,12.2678,14.56,14.2336,14.7675
2012-04-16,14.7675,14.82,12.2764,14.588,14.2578,14.9875
2012-04-17,14.9875,14.875,12.2838,14.728,14.2822,14.5225
2012-04-18,14.5225,14.87,12.2878,14.7505,14.2984,14.4075
2012-04-19,14.4075,14.5975,12.2918,14.6765,14.3122,14.42
2012-04-20,14.42,14.4575,12.296,14.621,14.3273,14.19
2012-04-23,14.19,14.2625,12.2975,14.5055,14.3346,14.13
2012-04-24,14.13,14.2325,12.3004,14.334,14.3431,14.33
2012-04-25,14.33,14.3525,12.3062,14.2955,14.3539,14.6225
2012-04-26,14.6225,14.32,12.3154,14.3385,14.3711,14.67
2012-04-27,14.67,14.6875,12.3246,14.3885,14.3901,14.535
2012-04-30,14.535,14.61,12.3343,14.4575,14.3991,14.475
2012-05-01,14.475,14.54,12.3432,14.5265,14.407,14.49
2012-05-02,14.49,14.415,12.353,14.5585,14.4148,14.175
2012-05-03,14.175,14.4675,12.3593,14.469,14.4174,13.8375
2012-05-04,13.8375,14.055,12.3658,14.3025,14.4137,13.7025
2012-05-07,13.7025,13.81,12.3711,14.136,14.4063,13.6325
2012-05-08,13.6325,13.6525,12.3755,13.9675,14.3982,13.6875
2012-05-09,13.6875,13.4775,12.3804,13.807,14.3894,13.555
2012-05-10,13.555,13.8275,12.3846,13.683,14.3807,13.51
2012-05-11,13.51,13.47,12.3907,13.6175,14.3687,13.365
2012-05-14,13.365,13.34,12.3961,13.55,14.3548,13.295
2012-05-15,13.295,13.37,12.4015,13.4825,14.3418,13.1725
2012-05-16,13.1725,13.355,12.4069,13.3795,14.3298,13.065
2012-05-17,13.065,13.1875,12.4141,13.2815,14.311,12.7975
2012-05-18,12.7975,13.1225,12.4193,13.139,14.2852,13.115
2012-05-21,13.115,12.875,12.4304,13.089,14.2634,13.245
2012-05-22,13.245,13.1275,12.4424,13.079,14.2447,13.36
2012-05-23,13.36,13.1,12.4578,13.1165,14.2219,13.315
2012-05-24,13.315,13.3825,12.4692,13.1665,14.2016,13.305
2012-05-25,13.305,13.335,12.4825,13.268,14.1791,13.5175
2012-05-29,13.5175,13.4525,12.4925,13.3485,14.1608,13.3175
2012-05-30,13.3175,13.4025,12.501,13.363,14.1391,13.2975
2012-05-31,13.2975,13.3125,12.5084,13.3505,14.122,12.9
2012-06-01,12.9,13.025,12.5147,13.2675,14.0956,13.055
2012-06-04,13.055,12.915,12.5227,13.2175,14.0725,13.3175
2012-06-05,13.3175,13.035,12.5363,13.1775,14.0548,13.5375
2012-06-06,13.5375,13.4125,12.5513,13.2215,14.0359,13.6375
2012-06-07,13.6375,13.7075,12.5665,13.2895,14.0134,13.715
2012-06-08,13.715,13.5625,12.5799,13.4525,13.9946,13.5
2012-06-11,13.5,13.8225,12.5923,13.5415,13.9694,13.6725
2012-06-12,13.6725,13.5325,12.6065,13.6125,13.944,13.73
2012-06-13,13.73,13.6275,12.6196,13.651,13.9119,13.6025
2012-06-14,13.6025,13.73,12.6299,13.644,13.8805,13.93
2012-06-15,13.93,13.7025,12.6416,13.687,13.8609,14.11
2012-06-18,14.11,13.83,12.6534,13.809,13.8464,14.3325
2012-06-19,14.3325,14.2175,12.6678,13.941,13.8405,14.1825
2012-06-20,14.1825,14.28,12.6851,14.0315,13.8384,13.7
2012-06-21,13.7,14.2075,12.6994,14.051,13.8242,13.7775
2012-06-22,13.7775,13.7675,12.7119,14.0205,13.8042,13.38
2012-06-25,13.38,13.5775,12.7234,13.8745,13.7779,13.365
2012-06-26,13.365,13.39,12.7365,13.681,13.7498,13.4375
2012-06-27,13.4375,13.3875,12.7495,13.532,13.7188,13.3075
2012-06-28,13.3075,13.305,12.7614,13.4535,13.6945,13.73
2012-06-29,13.73,13.62,12.774,13.444,13.681,13.6725
2012-07-02,13.6725,13.7225,12.786,13.5025,13.666,13.7975
2012-07-03,13.7975,13.6475,12.7994,13.589,13.6582,13.7825
2012-07-05,13.7825,13.775,12.8141,13.658,13.6512,13.38
2012-07-06,13.38,13.6225,12.8274,13.6725,13.6322,13.3125
2012-07-09,13.3125,13.3625,12.8408,13.589,13.606,13.12
2012-07-10,13.12,13.335,12.8539,13.4785,13.575,12.9575
2012-07-11,12.9575,13.095,12.8665,13.3105,13.5435,12.8675
2012-07-12,12.8675,12.8575,12.8773,13.1275,13.5113,13.02
2012-07-13,13.02,12.8925,12.8877,13.0555,13.4819,12.93
2012-07-16,12.93,13.0,12.8992,12.979,13.457,12.84
2012-07-17,12.84,12.9925,12.9094,12.923,13.4371,14.735
2012-07-18,14.735,14.015,12.9322,13.2785,13.4577,14.7525
2012-07-19,14.7525,14.6925,12.9562,13.6555,13.4801,14.545
2012-07-20,14.545,14.61,12.9776,13.9605,13.4973,14.525
2012-07-23,14.525,14.2775,12.998,14.2795,13.5167,14.425
2012-07-24,14.425,14.525,13.0169,14.5965,13.535,14.665
2012-07-25,14.665,14.495,13.0372,14.5825,13.561,14.9825
2012-07-26,14.9825,14.875,13.0571,14.6285,13.5947,14.9975
2012-07-27,14.9975,15.0575,13.0786,14.719,13.6312,14.92
2012-07-30,14.92,14.9525,13.0991,14.798,13.6683,14.72
2012-07-31,14.72,14.9,13.1187,14.857,13.7068,14.69
2012-08-01,14.69,14.8125,13.1369,14.862,13.7383,14.515
2012-08-02,14.515,14.495,13.156,14.7685,13.7637,14.9475
2012-08-03,14.9475,14.76,13.1756,14.7585,13.7954,15.085
2012-08-06,15.085,15.015,13.1987,14.7915,13.8308,15.34
2012-08-07,15.34,15.12,13.2226,14.9155,13.8715,15.2425
2012-08-08,15.2425,15.2975,13.2418,15.026,13.906,15.2175
2012-08-09,15.2175,15.245,13.2593,15.1665,13.944,15.26
2012-08-10,15.26,15.0325,13.278,15.229,13.9833,15.4525
2012-08-13,15.4525,15.2725,13.2961,15.3025,14.0343,15.47
2012-08-14,15.47,15.5,13.311,15.3285,14.0826,15.4275
2012-08-15,15.4275,15.41,13.3266,15.3655,14.1248,15.5825
2012-08-16,15.5825,15.4725,13.3451,15.4385,14.1657,15.5975
2012-08-17,15.5975,15.5875,13.3649,15.506,14.2049,15.54
2012-08-20,15.54,15.5575,13.3834,15.5235,14.2414,15.485
2012-08-21,15.485,15.5575,13.4006,15.5265,14.2811,15.24
2012-08-22,15.24,15.475,13.417,15.489,14.3125,15.2375
2012-08-23,15.2375,15.2075,13.4333,15.42,14.3426,15.415
2012-08-24,15.415,15.2275,13.4506,15.3835,14.3789,15.4075
2012-08-27,15.4075,15.4275,13.4708,15.357,14.4084,15.195
2012-08-28,15.195,15.185,13.4901,15.299,14.4301,15.2
2012-08-29,15.2,15.195,13.5075,15.291,14.4475,15.08
2012-08-30,15.08,15.1075,13.5246,15.2595,14.4654,15.2175
2012-08-31,15.2175,15.1875,13.5414,15.22,14.4958,15.34
2012-09-04,15.34,15.2875,13.5593,15.2065,14.527,15.095
2012-09-05,15.095,15.37,13.5777,15.1865,14.5613,15.4375
2012-09-06,15.4375,15.195,13.5986,15.234,14.6028,15.5075
2012-09-07,15.5075,15.45,13.6216,15.3195,14.6442,15.3825
2012-09-10,15.3825,15.48,13.6445,15.3525,14.6857,15.355
2012-09-11,15.355,15.3825,13.6692,15.3555,14.7182,15.3175
2012-09-12,15.3175,15.41,13.6938,15.4,14.7511,15.6075
2012-09-13,15.6075,15.2975,13.7182,15.434,14.7873,15.795
2012-09-14,15.795,15.58,13.7438,15.4915,14.8275,15.7725
2012-09-17,15.7725,15.7925,13.766,15.5695,14.8754,15.655
2012-09-18,15.655,15.7525,13.7877,15.6295,14.9222,15.6025
2012-09-19,15.6025,15.715,13.8094,15.6865,14.9719,15.4725
2012-09-20,15.4725,15.52,13.8294,15.6595,15.0222,15.4725
2012-09-21,15.4725,15.5425,13.8499,15.595,15.0743,15.1775
2012-09-24,15.1775,15.3975,13.8692,15.476,15.1174,15.045
2012-09-25,15.045,15.24,13.8895,15.354,15.1597,14.8
2012-09-26,14.8,15.025,13.9073,15.1935,15.1989,14.82
2012-09-27,14.82,14.7875,13.9268,15.063,15.2006,14.72
2012-09-28,14.72,14.7475,13.9472,14.9125,15.2,14.4425
2012-10-01,14.4425,14.795,13.9672,14.7655,15.1979,14.4925
2012-10-02,14.4925,14.56,13.9876,14.655,15.1973,14.5575
2012-10-03,14.5575,14.5375,14.0083,14.6065,15.1999,14.4875
2012-10-04,14.4875,14.615,14.0294,14.54,15.1964,14.69
2012-10-05,14.69,14.555,14.0483,14.534,15.1905,14.58
2012-10-08,14.58,14.5775,14.0661,14.5615,15.1822,14.625
2012-10-09,14.625,14.56,14.083,14.588,15.1763,14.5875
2012-10-10,14.5875,14.585,14.0988,14.594,15.1736,14.625
2012-10-11,14.625,14.7075,14.1146,14.6215,15.1723,14.6425
2012-10-12,14.6425,14.63,14.1313,14.612,15.1749,14.75
2012-10-15,14.75,14.6725,14.1478,14.646,15.1709,15.0425
2012-10-16,15.0425,14.79,14.1662,14.7295,15.1701,15.3825
2012-10-17,15.3825,15.375,14.1857,14.8885,15.1709,15.4425
2012-10-18,15.4425,15.45,14.2056,15.052,15.1749,15.2775
2012-10-19,15.2775,15.4175,14.2243,15.179,15.1761,15.39
2012-10-22,15.39,15.2275,14.2434,15.307,15.1787,15.25
2012-10-23,15.25,15.1975,14.2609,15.3485,15.1747,14.98
2012-10-24,14.98,15.25,14.2758,15.268,15.1649,15.025
2012-10-25,15.025,15.0725,14.2912,15.1845,15.1568,15.0325
2012-10-26,15.0325,15.0375,14.3061,15.1355,15.1458,15.0325
2012-10-31,15.0325,15.0225,14.321,15.064,15.1345,15.2625
2012-11-01,15.2625,15.015,14.337,15.0665,15.129,15.2075
2012-11-02,15.2075,15.31,14.3461,15.112,15.1234,15.4375
2012-11-05,15.4375,15.135,14.3547,15.1945,15.1274,15.525
2012-11-06,15.525,15.4025,14.3631,15.293,15.1331,15.225
2012-11-07,15.225,15.2475,14.3704,15.3315,15.1293,15.0875
2012-11-08,15.0875,15.2325,14.3774,15.2965,15.1229,15.26
2012-11-09,15.26,15.0775,14.3853,15.307,15.1242,15.3475
2012-11-12,15.3475,15.2725,14.3936,15.289,15.1272,15.1575
2012-11-13,15.1575,15.2175,14.4014,15.2155,15.1287,14.8075
2012-11-14,14.8075,15.1875,14.4077,15.132,15.1205,14.68
2012-11-15,14.68,14.805,14.4131,15.0505,15.1073,14.78
2012-11-16,14.78,14.675,14.4185,14.9545,15.101,15.125
2012-11-19,15.125,14.92,14.4263,14.91,15.0948,15.105
2012-11-20,15.105,15.0925,14.433,14.8995,15.0867,15.1875
2012-11-21,15.1875,15.1375,14.4404,14.9755,15.0828,15.38
2012-11-23,15.38,15.2375,14.4487,15.1155,15.0833,15.4475
2012-11-26,15.4475,15.35,14.4576,15.249,15.0859,15.265
2012-11-27,15.265,15.41,14.4648,15.277,15.0791,15.39
2012-11-28,15.39,15.1675,14.4732,15.334,15.071,15.5
2012-11-29,15.5,15.42,14.4818,15.3965,15.0655,15.48
2012-11-30,15.48,15.5275,14.4904,15.4165,15.062,15.2625
2012-12-03,15.2625,15.6125,14.4981,15.3795,15.0552,15.24
2012-12-04,15.24,15.35,14.5038,15.3745,15.0506,15.2425
2012-12-05,15.2425,15.235,14.5097,15.345,15.046,15.2775
2012-12-06,15.2775,15.2425,14.5155,15.3005,15.048,15.4075
2012-12-07,15.4075,15.3475,14.5224,15.286,15.0552,15.475
2012-12-10,15.475,15.345,14.5296,15.3285,15.0687,15.7025
2012-12-11,15.7025,15.54,14.5378,15.421,15.0864,15.7225
2012-12-12,15.7225,15.795,14.5462,15.517,15.1064,15.6525
2012-12-13,15.6525,15.6875,14.5538,15.592,15.1306,15.635
2012-12-14,15.635,15.65,14.5621,15.6375,15.1535,15.94
2012-12-17,15.94,15.68,14.5712,15.7305,15.1811,16.1725
2012-12-18,16.1725,15.95,14.5818,15.8245,15.2148,16.2125
2012-12-19,16.2125,16.18,14.5931,15.9225,15.2453,16.2525
2012-12-20,16.2525,16.245,14.6055,16.0425,15.2787,16.2375
2012-12-21,16.2375,16.1975,14.6167,16.163,15.311,16.1775
2012-12-24,16.1775,16.1725,14.6271,16.2105,15.3428,16.13
2012-12-26,16.13,16.2175,14.6367,16.202,15.3729,16.15
2012-12-27,16.15,16.125,14.6466,16.1895,15.403,15.8975
2012-12-28,15.8975,16.045,14.6536,16.1185,15.426,16.175
2012-12-31,16.175,15.8975,14.6628,16.106,15.4486,17.02
2013-01-02,17.02,16.4725,14.6757,16.2745,15.4814,16.8025
2013-01-03,16.8025,16.875,14.6876,16.409,15.5086,16.735
2013-01-04,16.735,16.805,14.6993,16.526,15.5377,16.7575
2013-01-07,16.7575,16.7175,14.7123,16.698,15.5651,16.6725
2013-01-08,16.6725,16.7225,14.7246,16.7975,15.5935,16.8775
2013-01-09,16.8775,16.71,14.7379,16.769,15.6315,16.9625
2013-01-10,16.9625,16.965,14.7517,16.801,15.6702,17.0925
2013-01-11,17.0925,16.985,14.7647,16.8725,15.7114,17.045
2013-01-14,17.045,17.1125,14.7761,16.93,15.7517,17.0875
2013-01-15,17.0875,16.9225,14.7883,17.013,15.7882,17.065
2013-01-16,17.065,17.0875,14.7998,17.0505,15.8253,16.9575
2013-01-17,16.9575,17.0125,14.8099,17.0495,15.8557,16.8925
2013-01-18,16.8925,17.035,14.8177,17.0095,15.8831,16.9525
2013-01-22,16.9525,16.875,14.8266,16.991,15.9176,16.915
2013-01-23,16.915,16.94,14.8366,16.9565,15.9542,16.9375
