ticker,APH US Equity,APH US Equity,APH US Equity,APH US Equity,APH US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2006-01-20,6.1613,6.2,5.227,5.9342,5.4261,6.1363
2006-01-23,6.1363,6.2013,5.2341,6.0082,5.4512,6.2288
2006-01-24,6.2288,6.14,5.2419,6.1,5.4779,6.1625
2006-01-25,6.1625,6.2463,5.2497,6.1952,5.5026,6.2375
2006-01-26,6.2375,6.18,5.2579,6.1852,5.5286,6.2638
2006-01-27,6.2638,6.2375,5.2662,6.2057,5.5544,6.3225
2006-01-30,6.3225,6.2463,5.2748,6.243,5.582,6.3538
2006-01-31,6.3538,6.325,5.284,6.268,5.6105,6.4388
2006-02-01,6.4388,6.3637,5.2935,6.3232,5.6391,6.345
2006-02-02,6.345,6.45,5.3023,6.3447,5.6658,6.2525
2006-02-03,6.2525,6.3138,5.3097,6.3425,5.6893,6.2325
2006-02-06,6.2325,6.2625,5.3164,6.3245,5.7089,6.1588
2006-02-07,6.1588,6.225,5.3223,6.2855,5.7271,6.2
2006-02-08,6.2,6.175,5.3283,6.2377,5.7464,6.1425
2006-02-09,6.1425,6.2413,5.3341,6.1972,5.7659,6.13
2006-02-10,6.13,6.1175,5.3398,6.1727,5.785,6.0575
2006-02-13,6.0575,6.1063,5.3456,6.1377,5.8018,5.9875
2006-02-14,5.9875,6.0588,5.3508,6.1035,5.8159,6.1263
2006-02-15,6.1263,5.965,5.3566,6.0887,5.8311,6.27
2006-02-16,6.27,6.1875,5.3632,6.1142,5.8525,6.2375
2006-02-17,6.2375,6.2825,5.3698,6.1357,5.8711,6.2125
2006-02-21,6.2125,6.2675,5.3764,6.1667,5.8887,6.1825
2006-02-22,6.1825,6.3238,5.3826,6.2057,5.9064,6.185
2006-02-23,6.185,6.1625,5.3889,6.2175,5.922,6.325
2006-02-24,6.325,6.195,5.396,6.2285,5.9378,6.335
2006-02-27,6.335,6.3688,5.4031,6.248,5.9541,6.2787
2006-02-28,6.2787,6.3363,5.4099,6.2612,5.9678,6.4775
2006-03-01,6.4775,6.2938,5.4177,6.3202,5.985,6.3813
2006-03-02,6.3813,6.4275,5.4252,6.3595,6.0012,6.2925
2006-03-03,6.2925,6.35,5.4309,6.353,6.0183,6.2263
2006-03-06,6.2263,6.3,5.4361,6.3312,6.0335,6.1875
2006-03-07,6.1875,6.195,5.4412,6.313,6.0477,6.2025
2006-03-08,6.2025,6.175,5.4464,6.258,6.0616,6.115
2006-03-09,6.115,6.2025,5.4508,6.2047,6.0719,6.2813
2006-03-10,6.2813,6.1275,5.4562,6.2025,6.0888,6.265
2006-03-13,6.265,6.2813,5.4616,6.2102,6.1037,6.2938
2006-03-14,6.2938,6.2713,5.4669,6.2315,6.1176,6.3438
2006-03-15,6.3438,6.2825,5.4724,6.2597,6.1338,6.4262
2006-03-16,6.4262,6.3738,5.478,6.322,6.1512,6.3388
2006-03-17,6.3388,6.4588,5.4833,6.3335,6.1631,6.3113
2006-03-20,6.3113,6.3263,5.488,6.3427,6.1753,6.2575
2006-03-21,6.2575,6.2875,5.4925,6.3355,6.1844,6.2488
2006-03-22,6.2488,6.245,5.4969,6.3165,6.1908,6.2213
2006-03-23,6.2213,6.2525,5.5013,6.2755,6.1982,6.2787
2006-03-24,6.2787,6.33,5.506,6.2635,6.2079,6.295
2006-03-27,6.295,6.2938,5.511,6.2602,6.2184,6.28
2006-03-28,6.28,6.325,5.5158,6.2647,6.2286,6.52
2006-03-29,6.52,6.28,5.5217,6.319,6.2436,6.5063
2006-03-30,6.5063,6.52,5.5276,6.376,6.26,6.5225
2006-03-31,6.5225,6.5375,5.5337,6.4247,6.2647,6.48
2006-04-03,6.48,6.5188,5.5395,6.4617,6.2711,6.5
2006-04-04,6.5,6.5125,5.5455,6.5057,6.2784,6.5338
2006-04-05,6.5338,6.4963,5.5519,6.5085,6.2845,6.5913
2006-04-06,6.5913,6.5538,5.5583,6.5255,6.2931,6.5
2006-04-07,6.5,6.6225,5.5642,6.521,6.2983,6.425
2006-04-10,6.425,6.4988,5.5701,6.51,6.3015,6.3338
2006-04-11,6.3338,6.4288,5.5763,6.4767,6.3018,6.3288
2006-04-12,6.3288,6.3363,5.5825,6.4357,6.3013,6.5175
2006-04-13,6.5175,6.4425,5.5894,6.421,6.3028,6.4675
2006-04-17,6.4675,6.475,5.5965,6.4145,6.3053,6.5225
2006-04-18,6.5225,6.4788,5.604,6.434,6.3107,7.3175
2006-04-19,7.3175,6.9025,5.6151,6.6307,6.3324,7.5225
2006-04-20,7.5225,7.3175,5.6262,6.8695,6.3597,7.3563
2006-04-21,7.3563,7.5313,5.6361,7.0373,6.3828,7.2425
2006-04-24,7.2425,7.325,5.645,7.1923,6.4048,7.2113
2006-04-25,7.2113,7.2338,5.6533,7.33,6.4264,7.1475
2006-04-26,7.1475,7.2413,5.661,7.296,6.4482,7.165
2006-04-27,7.165,7.165,5.6687,7.2245,6.4718,7.225
2006-04-28,7.225,7.1338,5.677,7.1982,6.4937,7.2775
2006-05-01,7.2775,7.2938,5.6857,7.2052,6.5139,7.34
2006-05-02,7.34,7.2688,5.695,7.231,6.5359,7.415
2006-05-03,7.415,7.3738,5.7051,7.2845,6.56,7.625
2006-05-04,7.625,7.5,5.7155,7.3765,6.5888,7.6575
2006-05-05,7.6575,7.625,5.7254,7.463,6.6183,7.5363
2006-05-08,7.5363,7.6125,5.7346,7.5147,6.6425,7.4963
2006-05-09,7.4963,7.5875,5.7438,7.546,6.6657,7.3825
2006-05-10,7.3825,7.45,5.7527,7.5395,6.6878,7.2588
2006-05-11,7.2588,7.3938,5.761,7.4662,6.7034,7.01
2006-05-12,7.01,7.2013,5.7683,7.3367,6.716,7.0038
2006-05-15,7.0038,6.9475,5.7754,7.2302,6.7302,6.985
2006-05-16,6.985,7.0325,5.7825,7.128,6.7454,6.805
2006-05-17,6.805,6.9538,5.7891,7.0125,6.7578,6.7263
2006-05-18,6.7263,6.875,5.7952,6.906,6.7682,6.8025
2006-05-19,6.8025,6.7438,5.8018,6.8645,6.782,6.7638
2006-05-22,6.7638,6.775,5.8082,6.8165,6.7916,6.77
2006-05-23,6.77,6.82,5.8148,6.7735,6.8017,6.7013
2006-05-24,6.7013,6.7388,5.821,6.7527,6.8099,6.7163
2006-05-25,6.7163,6.7825,5.8271,6.7507,6.8173,6.865
2006-05-26,6.865,6.7388,5.8342,6.7633,6.8261,6.77
2006-05-30,6.77,7.0625,5.8404,6.7645,6.8347,6.9438
2006-05-31,6.9438,6.8,5.8476,6.7992,6.8474,7.1788
2006-06-01,7.1788,6.955,5.8558,6.8947,6.8658,7.1638
2006-06-02,7.1638,7.1863,5.8641,6.9842,6.8841,7.045
2006-06-05,7.045,7.15,5.8717,7.0202,6.9006,6.8125
2006-06-06,6.8125,7.0575,5.8788,7.0287,6.9113,6.6925
2006-06-07,6.6925,6.805,5.8852,6.9785,6.9192,6.615
2006-06-08,6.615,6.5,5.8914,6.8657,6.9259,6.6125
2006-06-09,6.6125,6.6513,5.8978,6.7555,6.9278,6.3263
2006-06-12,6.3263,6.6625,5.9031,6.6117,6.9242,6.275
2006-06-13,6.275,6.1875,5.9079,6.5042,6.9192,6.3738
2006-06-14,6.3738,6.26,5.9134,6.4405,6.9171,6.7188
2006-06-15,6.7188,6.3975,5.9207,6.4612,6.9215,6.6925
2006-06-16,6.6925,6.7813,5.928,6.4772,6.9246,6.545
2006-06-19,6.545,6.7063,5.9343,6.521,6.9237,6.53
2006-06-20,6.53,6.525,5.9407,6.572,6.9243,6.795
2006-06-21,6.795,6.5425,5.9482,6.6562,6.9317,6.74
2006-06-22,6.74,6.7375,5.9553,6.6605,6.9398,6.7288
2006-06-23,6.7288,6.7188,5.9622,6.6677,6.9478,6.855
2006-06-26,6.855,6.75,5.97,6.7297,6.9546,6.7938
2006-06-27,6.7938,6.8313,5.9776,6.7825,6.9611,6.705
2006-06-28,6.705,6.7925,5.985,6.7645,6.9648,6.9813
2006-06-29,6.9813,6.7363,5.9942,6.8127,6.958,6.995
2006-06-30,6.995,6.9863,6.0036,6.866,6.9475,7.1038
2006-07-03,7.1038,6.995,6.014,6.9157,6.9424,6.8738
2006-07-05,6.8738,7.075,6.023,6.9317,6.9351,6.8575
2006-07-06,6.8575,6.8738,6.033,6.9622,6.928,6.7513
2006-07-07,6.7513,6.85,6.0423,6.9162,6.9201,6.755
2006-07-10,6.755,6.7775,6.0521,6.8682,6.9119,6.7375
2006-07-11,6.7375,6.7275,6.0619,6.795,6.9021,6.54
2006-07-12,6.54,6.8,6.0706,6.7282,6.8874,6.4838
2006-07-13,6.4838,6.4875,6.078,6.6535,6.8702,6.36
2006-07-14,6.36,6.4625,6.0849,6.5752,6.8491,6.3825
2006-07-17,6.3825,6.3425,6.0921,6.5007,6.8243,6.4113
2006-07-18,6.4113,6.4075,6.0989,6.4355,6.7994,6.8588
2006-07-19,6.8588,6.7188,6.108,6.4992,6.7858,6.915
2006-07-20,6.915,6.8588,6.1174,6.5855,6.7742,6.6813
2006-07-21,6.6813,6.895,6.1259,6.6497,6.7602,6.8688
2006-07-24,6.8688,6.68,6.136,6.747,6.7524,6.97
2006-07-25,6.97,6.8588,6.1464,6.8587,6.7516,6.9225
2006-07-26,6.9225,6.9588,6.1568,6.8715,6.7499,6.96
2006-07-27,6.96,6.975,6.1667,6.8805,6.7494,7.0538
2006-07-28,7.0538,7.0,6.1774,6.955,6.7544,7.01
2006-07-31,7.01,7.0538,6.1878,6.9832,6.7601,6.8513
2006-08-01,6.8513,6.9875,6.1973,6.9595,6.7611,7.0313
2006-08-02,7.0313,6.8713,6.2069,6.9812,6.7664,7.07
2006-08-03,7.07,6.9875,6.2165,7.0032,6.7724,7.1138
2006-08-04,7.1138,7.125,6.2265,7.0152,6.7807,7.075
2006-08-07,7.075,7.125,6.2361,7.0282,6.7878,7.0063
2006-08-08,7.0063,7.1,6.2461,7.0592,6.7907,6.955
2006-08-09,6.955,7.075,6.2559,7.044,6.7944,7.1013
2006-08-10,7.1013,6.93,6.2661,7.0502,6.7975,7.05
2006-08-11,7.05,7.075,6.2762,7.0375,6.7949,7.145
2006-08-14,7.145,7.1075,6.287,7.0515,6.7946,7.375
2006-08-15,7.375,7.1875,6.2993,7.1252,6.8012,7.5
2006-08-16,7.5,7.4075,6.3122,7.2342,6.8149,7.465
2006-08-17,7.465,7.5,6.3245,7.307,6.8304,7.4238
2006-08-18,7.4238,7.4475,6.3369,7.3818,6.8465,7.2388
2006-08-21,7.2388,7.37,6.3481,7.4005,6.8591,7.3363
2006-08-22,7.3363,7.22,6.3599,7.3928,6.8793,7.3263
2006-08-23,7.3263,7.3588,6.3716,7.358,6.9003,7.2488
2006-08-24,7.2488,7.3375,6.383,7.3147,6.9178,7.2275
2006-08-25,7.2275,7.2188,6.3947,7.2755,6.928,7.3313
2006-08-28,7.3313,7.2163,6.4069,7.294,6.9407,7.2413
2006-08-29,7.2413,7.3313,6.4185,7.275,6.9547,7.245
2006-08-30,7.245,7.2475,6.43,7.2587,6.969,7.1838
2006-08-31,7.1838,7.2488,6.4411,7.2457,6.9767,7.1613
2006-09-01,7.1613,7.2013,6.4522,7.2325,6.9852,7.325
2006-09-05,7.325,7.1688,6.4641,7.2312,6.9971,7.1938
2006-09-06,7.1938,7.2825,6.4751,7.2217,7.0039,7.2388
2006-09-07,7.2388,7.1938,6.4862,7.2205,7.0128,7.205
2006-09-08,7.205,7.2388,6.4969,7.2247,7.0228,7.2325
2006-09-11,7.2325,7.1888,6.5068,7.239,7.0278,7.3125
2006-09-12,7.3125,7.23,6.5171,7.2365,7.0341,7.3963
2006-09-13,7.3963,7.2863,6.5279,7.277,7.04,7.4313
2006-09-14,7.4313,7.3875,6.5392,7.3155,7.0511,7.5938
2006-09-15,7.5938,7.5275,6.5513,7.3932,7.0659,7.515
2006-09-18,7.515,7.5688,6.5628,7.4497,7.0811,7.47
2006-09-19,7.47,7.5088,6.5737,7.4812,7.0954,7.6463
2006-09-20,7.6463,7.4838,6.5851,7.5312,7.1136,7.7325
2006-09-21,7.7325,7.6988,6.5978,7.5915,7.1375,7.6313
2006-09-22,7.6313,7.7263,6.6094,7.599,7.1604,7.7225
2006-09-25,7.7225,7.65,6.6214,7.6405,7.1877,7.895
2006-09-26,7.895,7.72,6.6344,7.7255,7.2179,7.9725
2006-09-27,7.9725,7.8638,6.6472,7.7908,7.2491,7.8425
2006-09-28,7.8425,7.9675,6.6587,7.8128,7.2688,7.7413
2006-09-29,7.7413,7.8313,6.6698,7.8348,7.2853,7.8163
2006-10-02,7.8163,7.81,6.6809,7.8535,7.308,7.7875
2006-10-03,7.7875,7.8038,6.6918,7.832,7.3264,7.905
2006-10-04,7.905,7.7425,6.7035,7.8185,7.3451,8.0338
2006-10-05,8.0338,7.8913,6.7164,7.8567,7.3673,8.005
2006-10-06,8.005,7.9838,6.7291,7.9095,7.3882,8.0913
2006-10-09,8.0913,7.9125,6.7422,7.9645,7.409,7.9675
2006-10-10,7.9675,8.1188,6.7545,8.0005,7.4281,8.0013
2006-10-11,8.0013,7.9125,6.7665,8.0197,7.4511,8.17
2006-10-12,8.17,8.0275,6.7802,8.047,7.4739,8.25
2006-10-13,8.25,8.15,6.7938,8.096,7.4975,8.2363
2006-10-16,8.2363,8.3063,6.807,8.125,7.52,8.1125
2006-10-17,8.1125,8.175,6.8199,8.154,7.5407,8.5138
2006-10-18,8.5138,8.425,6.8347,8.2565,7.5709,8.6563
2006-10-19,8.6563,8.5675,6.8493,8.3537,7.6049,8.4375
2006-10-20,8.4375,8.625,6.863,8.3912,7.6316,8.3875
2006-10-23,8.3875,8.4375,6.8759,8.4215,7.6584,8.515
2006-10-24,8.515,8.3563,6.8888,8.502,7.6858,8.5938
2006-10-25,8.5938,8.5,6.9025,8.518,7.7101,8.655
2006-10-26,8.655,8.625,6.9168,8.5177,7.7332,8.6038
2006-10-27,8.6038,8.6325,6.931,8.551,7.756,8.5325
2006-10-30,8.5325,8.5375,6.9448,8.58,7.7782,8.4875
2006-10-31,8.4875,8.5138,6.9584,8.5745,7.8032,8.165
2006-11-01,8.165,8.4875,6.9708,8.4887,7.8197,8.205
2006-11-02,8.205,8.0938,6.9804,8.3987,7.8373,8.2813
2006-11-03,8.2813,8.23,6.991,8.3342,7.858,8.35
2006-11-06,8.35,8.3125,7.002,8.2977,7.8804,8.4213
2006-11-07,8.4213,8.3288,7.013,8.2845,7.9022,8.4025
2006-11-08,8.4025,8.3638,7.0242,8.332,7.9254,8.425
2006-11-09,8.425,8.4575,7.0351,8.376,7.949,8.4913
2006-11-10,8.4913,8.4688,7.0463,8.418,7.9752,8.5488
2006-11-13,8.5488,8.5038,7.0574,8.4577,8.0029,8.6413
2006-11-14,8.6413,8.5613,7.0689,8.5017,8.0293,8.625
2006-11-15,8.625,8.6,7.0798,8.5462,8.0579,8.6288
2006-11-16,8.6288,8.6613,7.0912,8.587,8.0857,8.47
2006-11-17,8.47,8.6163,7.1023,8.5827,8.111,8.4438
2006-11-20,8.4438,8.44,7.1133,8.5617,8.1352,8.6325
2006-11-21,8.6325,8.4863,7.1257,8.56,8.1616,8.6213
2006-11-22,8.6213,8.6238,7.1378,8.5592,8.1861,8.5825
2006-11-24,8.5825,8.59,7.15,8.55,8.2091,8.29
2006-11-27,8.29,8.6125,7.1608,8.514,8.2231,8.3638
2006-11-28,8.3638,8.2813,7.1723,8.498,8.24,8.5438
2006-11-29,8.5438,8.41,7.1851,8.4802,8.2615,8.5163
2006-11-30,8.5163,8.5563,7.1971,8.4592,8.2789,8.5063
2006-12-01,8.5063,8.5825,7.2083,8.444,8.2944,8.5038
2006-12-04,8.5038,8.5313,7.2196,8.4867,8.3118,8.5925
2006-12-05,8.5925,8.535,7.2315,8.5325,8.3292,8.6
2006-12-06,8.6,8.5988,7.2436,8.5437,8.3433,8.4838
2006-12-07,8.4838,8.6138,7.2551,8.5372,8.3536,8.525
2006-12-08,8.525,8.5438,7.2661,8.541,8.3672,8.3363
2006-12-11,8.3363,8.5213,7.2761,8.5075,8.3791,8.0438
2006-12-12,8.0438,8.2988,7.2849,8.3977,8.3837,8.1088
2006-12-13,8.1088,8.075,7.2931,8.2995,8.3901,8.2638
2006-12-14,8.2638,8.2,7.3025,8.2555,8.3973,8.0425
2006-12-15,8.0425,8.2713,7.3112,8.159,8.3974,7.965
2006-12-18,7.965,8.0938,7.3199,8.0847,8.3966,7.9438
2006-12-19,7.9438,7.94,7.3287,8.0647,8.3937,7.8563
2006-12-20,7.8563,7.9363,7.337,8.0142,8.3915,7.7738
2006-12-21,7.7738,7.915,7.3453,7.9162,8.3869,7.8075
2006-12-22,7.8075,7.8138,7.3529,7.8692,8.3797,7.8675
2006-12-26,7.8675,7.81,7.3609,7.8497,8.372,7.925
2006-12-27,7.925,7.8675,7.3691,7.846,8.3658,7.8425
2006-12-28,7.8425,7.9375,7.3766,7.8432,8.3604,7.76
2006-12-29,7.76,7.8738,7.3832,7.8405,8.3453,7.9688
2007-01-03,7.9688,7.7875,7.3914,7.8727,8.3316,8.2275
2007-01-04,8.2275,7.9688,7.401,7.9447,8.3274,8.0788
2007-01-05,8.0788,8.185,7.4101,7.9755,8.3212,7.92
2007-01-08,7.92,8.0013,7.4184,7.991,8.3093,7.7563
2007-01-09,7.7563,7.925,7.4261,7.9902,8.2925,7.6988
2007-01-10,7.6988,7.6563,7.4332,7.9362,8.2734,7.9313
2007-01-11,7.9313,7.7438,7.4414,7.877,8.26,7.9363
2007-01-12,7.9363,7.8763,7.4497,7.8485,8.248,8.055
2007-01-16,8.055,7.975,7.4573,7.8755,8.2394,8.17
2007-01-17,8.17,8.1875,7.4657,7.9582,8.2395,8.0513
2007-01-18,8.0513,8.24,7.4733,8.0287,8.2364,8.0225
2007-01-19,8.0225,8.035,7.481,8.047,8.2312,8.0063
2007-01-22,8.0063,8.03,7.4885,8.061,8.2244,8.235
2007-01-23,8.235,8.0063,7.497,8.097,8.2206,8.415
2007-01-24,8.415,8.305,7.5062,8.146,8.2209,8.2813
2007-01-25,8.2813,8.415,7.5151,8.192,8.218,8.3513
2007-01-26,8.3513,8.2838,7.5247,8.2577,8.2152,8.3125
2007-01-29,8.3125,8.385,7.5346,8.319,8.2105,8.3663
2007-01-30,8.3663,8.325,7.5448,8.3452,8.205,8.465
2007-01-31,8.465,8.3175,7.5545,8.3552,8.2018,8.4725
2007-02-01,8.4725,8.4763,7.5645,8.3935,8.1987,8.4675
2007-02-02,8.4675,8.4738,7.5743,8.4167,8.1986,8.47
2007-02-05,8.47,8.4675,7.58,8.4482,8.1991,8.4675
2007-02-06,8.4675,8.4875,7.5848,8.4685,8.1958,8.5275
2007-02-07,8.5275,8.4925,7.5906,8.481,8.194,8.5262
2007-02-08,8.5262,8.5262,7.597,8.4917,8.1928,8.44
2007-02-09,8.44,8.5513,7.6032,8.4862,8.1958,8.405
2007-02-12,8.405,8.435,7.6095,8.4732,8.1967,8.445
2007-02-13,8.445,8.4325,7.6159,8.4687,8.1947,8.4438
2007-02-14,8.4438,8.4738,7.622,8.452,8.1932,8.4338
2007-02-15,8.4338,8.4475,7.6277,8.4335,8.1918,8.3725
2007-02-16,8.3725,8.4188,7.6329,8.42,8.1892,8.49
2007-02-20,8.49,8.3725,7.6383,8.437,8.1871,8.49
2007-02-21,8.49,8.4688,7.6426,8.446,8.1849,8.4738
2007-02-22,8.4738,8.5,7.6467,8.452,8.1847,8.4788
2007-02-23,8.4788,8.4625,7.6514,8.461,8.1838,8.505
2007-02-26,8.505,8.5325,7.6564,8.4875,8.1872,8.1538
2007-02-27,8.1538,8.3875,7.6603,8.4202,8.1894,8.0775
2007-02-28,8.0775,8.1413,7.6644,8.3377,8.1887,8.05
2007-03-01,8.05,7.9588,7.6696,8.253,8.1845,7.9025
2007-03-02,7.9025,8.0188,7.6741,8.1377,8.1817,7.8063
2007-03-05,7.8063,7.83,7.6782,7.998,8.1785,7.8963
2007-03-06,7.8963,7.75,7.6836,7.9465,8.1775,7.84
2007-03-07,7.84,7.875,7.6892,7.899,8.1772,7.9113
2007-03-08,7.9113,7.9125,7.6948,7.8712,8.18,8.0913
2007-03-09,8.0913,7.955,7.7014,7.909,8.1856,8.1838
2007-03-12,8.1838,8.0613,7.7085,7.9845,8.192,7.9825
2007-03-13,7.9825,8.1038,7.7149,8.0017,8.1931,8.0413
2007-03-14,8.0413,8.0063,7.7215,8.042,8.1971,8.055
2007-03-15,8.055,8.0188,7.7274,8.0707,8.203,8.0125
2007-03-16,8.0125,8.0675,7.7337,8.055,8.2039,8.1063
2007-03-19,8.1063,8.0375,7.7395,8.0395,8.2014,8.1413
2007-03-20,8.1413,8.08,7.7443,8.0712,8.2027,8.22
2007-03-21,8.22,8.1563,7.7496,8.107,8.2087,8.26
2007-03-22,8.26,8.2325,7.7556,8.148,8.2188,8.2788
2007-03-23,8.2788,8.2475,7.763,8.2012,8.2304,8.2263
2007-03-26,8.2263,8.31,7.7706,8.2252,8.2363,8.1663
2007-03-27,8.1663,8.1975,7.7784,8.2302,8.2409,8.1788
2007-03-28,8.1788,8.135,7.7862,8.222,8.2433,8.0763
2007-03-29,8.0763,8.25,7.795,8.1852,8.2415,8.0712
2007-03-30,8.0712,7.99,7.804,8.1437,8.2419,8.21
2007-04-02,8.21,8.105,7.8131,8.1405,8.2456,8.405
2007-04-03,8.405,8.285,7.8216,8.1882,8.2536,8.535
2007-04-04,8.535,8.44,7.8308,8.2595,8.2596,8.485
2007-04-05,8.485,8.5475,7.8405,8.3412,8.261,8.3925
2007-04-09,8.3925,8.5,7.8498,8.4055,8.2632,8.4175
2007-04-10,8.4175,8.4025,7.8579,8.447,8.2645,8.355
2007-04-11,8.355,8.435,7.866,8.437,8.2654,8.4425
2007-04-12,8.4425,8.355,7.8745,8.4185,8.2669,8.45
2007-04-13,8.45,8.5025,7.8825,8.4115,8.2666,8.6575
2007-04-16,8.6575,8.5125,7.8918,8.4645,8.2703,8.64
2007-04-17,8.64,8.6475,7.9015,8.509,8.2738,8.945
2007-04-18,8.945,8.825,7.9113,8.627,8.2833,9.015
2007-04-19,9.015,8.91,7.9214,8.7415,8.2942,9.0425
2007-04-20,9.0425,9.06,7.9311,8.86,8.3045,8.875
2007-04-23,8.875,8.9975,7.9411,8.9035,8.3115,8.9
2007-04-24,8.9,8.9025,7.9514,8.9555,8.3207,8.895
2007-04-25,8.895,8.925,7.9621,8.9455,8.3305,8.9325
2007-04-26,8.9325,8.8775,7.973,8.929,8.3402,8.875
2007-04-27,8.875,8.935,7.9836,8.8955,8.3489,8.7775
2007-04-30,8.7775,8.8625,7.9948,8.876,8.3557,8.92
2007-05-01,8.92,8.76,8.007,8.88,8.3667,8.9675
2007-05-02,8.9675,8.9,8.0201,8.8945,8.3762,8.99
2007-05-03,8.99,8.9975,8.0331,8.906,8.3862,9.085
2007-05-04,9.085,9.0025,8.0465,8.948,8.3985,8.985
2007-05-07,8.985,9.0875,8.0571,8.9895,8.4086,8.915
2007-05-08,8.915,8.97,8.0671,8.9885,8.4168,8.9475
2007-05-09,8.9475,8.8875,8.0784,8.9845,8.4327,8.665
2007-05-10,8.665,8.8925,8.0874,8.9195,8.4444,8.8275
2007-05-11,8.8275,8.675,8.0967,8.868,8.46,8.62
2007-05-14,8.62,8.825,8.1052,8.795,8.4743,8.5525
2007-05-15,8.5525,8.605,8.1131,8.7225,8.4892,8.5975
2007-05-16,8.5975,8.5925,8.1209,8.6525,8.5033,8.6
2007-05-17,8.6,8.5725,8.1288,8.6395,8.5185,8.7625
2007-05-18,8.7625,8.635,8.1384,8.6265,8.5355,8.8075
2007-05-21,8.8075,8.575,8.1472,8.664,8.5498,8.8075
2007-05-22,8.8075,8.7925,8.1559,8.715,8.5623,8.8175
2007-05-23,8.8175,8.725,8.1644,8.759,8.579,8.6375
2007-05-24,8.6375,8.795,8.1723,8.7665,8.5909,8.685
2007-05-25,8.685,8.69,8.1807,8.751,8.6035,8.74
2007-05-29,8.74,8.7475,8.1896,8.7375,8.6181,8.8125
2007-05-30,8.8125,8.6775,8.1981,8.7385,8.6322,8.945
2007-05-31,8.945,8.8575,8.2076,8.764,8.6483,9.08
2007-06-01,9.08,8.96,8.2173,8.8525,8.6655,9.025
2007-06-04,9.025,9.035,8.2255,8.9205,8.6808,8.8425
2007-06-05,8.8425,8.9625,8.2322,8.941,8.692,8.875
2007-06-06,8.875,8.79,8.2393,8.9535,8.705,8.695
2007-06-07,8.695,8.84,8.2457,8.9035,8.7156,8.935
2007-06-08,8.935,8.6975,8.2541,8.8745,8.7307,8.8775
2007-06-11,8.8775,8.895,8.2618,8.845,8.7467,8.7425
2007-06-12,8.7425,8.825,8.2689,8.825,8.7602,8.9375
2007-06-13,8.9375,8.7875,8.2774,8.8375,8.7747,9.11
2007-06-14,9.11,8.9675,8.2868,8.9205,8.7888,9.165
2007-06-15,9.165,9.1925,8.2959,8.9665,8.8014,9.06
2007-06-18,9.06,9.125,8.305,9.003,8.8129,8.955
2007-06-19,8.955,9.0125,8.3136,9.0455,8.8242,8.8525
2007-06-20,8.8525,8.975,8.3219,9.0285,8.8329,8.9725
2007-06-21,8.9725,8.815,8.331,9.001,8.8452,8.94
2007-06-22,8.94,8.975,8.3391,8.956,8.8552,8.905
2007-06-25,8.905,8.96,8.3476,8.925,8.8643,8.7825
2007-06-26,8.7825,8.935,8.3553,8.8905,8.8668,8.825
2007-06-27,8.825,8.725,8.3634,8.885,8.8705,8.9
2007-06-28,8.9,8.815,8.3718,8.8705,8.8696,8.9125
2007-06-29,8.9125,8.9475,8.3798,8.865,8.8675,9.0025
2007-07-02,9.0025,8.97,8.3878,8.8845,8.8667,8.9625
2007-07-03,8.9625,8.9925,8.3955,8.9205,8.8685,8.965
2007-07-05,8.965,8.995,8.4023,8.9485,8.8698,8.905
2007-07-06,8.905,8.9775,8.4093,8.9495,8.87,9.0125
2007-07-09,9.0125,8.905,8.417,8.9695,8.8716,8.9125
2007-07-10,8.9125,8.9425,8.4233,8.9515,8.8723,8.8975
2007-07-11,8.8975,8.8925,8.4291,8.9385,8.8747,9.3225
2007-07-12,9.3225,8.99,8.4376,9.01,8.8828,9.325
2007-07-13,9.325,9.325,8.4456,9.094,8.8899,9.2675
2007-07-16,9.2675,9.3175,8.4525,9.145,8.8955,9.4875
2007-07-17,9.4875,9.24,8.46,9.26,8.9035,9.275
2007-07-18,9.275,9.1875,8.4672,9.3355,8.9093,9.4825
2007-07-19,9.4825,9.4075,8.4759,9.3675,8.9207,9.3825
2007-07-20,9.3825,9.4675,8.4837,9.379,8.9294,9.2075
2007-07-23,9.2075,9.395,8.4908,9.367,8.9402,9.025
2007-07-24,9.025,9.145,8.4964,9.2745,8.9442,8.94
2007-07-25,8.94,9.105,8.501,9.2075,8.9506,8.7675
2007-07-26,8.7675,8.95,8.5048,9.0645,8.9549,8.66
2007-07-27,8.66,8.725,8.5076,8.92,8.9561,8.75
2007-07-30,8.75,8.67,8.5115,8.8285,8.9591,8.565
2007-07-31,8.565,8.825,8.5144,8.7365,8.9552,8.945
2007-08-01,8.945,8.795,8.5182,8.7375,8.9579,8.96
2007-08-02,8.96,8.9525,8.5218,8.776,8.961,8.7025
2007-08-03,8.7025,8.9675,8.5241,8.7845,8.9587,8.5975
2007-08-06,8.5975,8.77,8.5265,8.754,8.9579,8.6425
2007-08-07,8.6425,8.55,8.5272,8.7695,8.957,8.685
2007-08-08,8.685,8.7075,8.5273,8.7175,8.9559,8.5575
2007-08-09,8.5575,8.4725,8.5279,8.637,8.9508,8.8475
2007-08-10,8.8475,8.495,8.5302,8.666,8.9489,8.8075
