ticker,WST US Equity,WST US Equity,WST US Equity,WST US Equity,WST US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2011-02-15,20.325,20.24,18.8087,20.182,20.3059,20.735
2011-02-16,20.735,20.41,18.8073,20.319,20.333,20.515
2011-02-17,20.515,20.515,18.8053,20.419,20.3556,21.045
2011-02-18,21.045,20.435,18.808,20.579,20.3908,20.425
2011-02-22,20.425,20.745,18.8091,20.609,20.4156,20.055
2011-02-23,20.055,20.41,18.8053,20.555,20.4205,20.16
2011-02-24,20.16,19.995,18.8022,20.44,20.4217,20.585
2011-02-25,20.585,20.155,18.7993,20.454,20.4237,20.555
2011-02-28,20.555,20.735,18.7966,20.356,20.4248,20.205
2011-03-01,20.205,20.565,18.7948,20.312,20.4109,20.205
2011-03-02,20.205,20.17,18.7918,20.342,20.3953,20.535
2011-03-03,20.535,20.435,18.7897,20.417,20.3945,20.53
2011-03-04,20.53,20.52,18.7897,20.406,20.3893,20.33
2011-03-07,20.33,20.595,18.7927,20.361,20.3782,20.86
2011-03-08,20.86,20.32,18.7977,20.492,20.3754,21.015
2011-03-09,21.015,20.835,18.8047,20.654,20.3736,20.72
2011-03-10,20.72,20.715,18.8113,20.691,20.3671,20.82
2011-03-11,20.82,20.75,18.8187,20.749,20.3626,20.815
2011-03-14,20.815,20.525,18.823,20.846,20.3572,20.615
2011-03-15,20.615,20.215,18.8277,20.797,20.3575,20.5
2011-03-16,20.5,20.455,18.834,20.694,20.349,20.67
2011-03-17,20.67,20.745,18.8386,20.684,20.3514,21.265
2011-03-18,21.265,20.8,18.8457,20.773,20.3639,21.555
2011-03-21,21.555,21.47,18.859,20.921,20.3852,21.57
2011-03-22,21.57,21.5,18.8742,21.112,20.4088,21.545
2011-03-23,21.545,21.5,18.8895,21.321,20.4315,21.665
2011-03-24,21.665,21.66,18.9049,21.52,20.4552,21.73
2011-03-25,21.73,21.765,18.9195,21.613,20.4858,21.915
2011-03-28,21.915,21.725,18.9345,21.685,20.5191,22.145
2011-03-29,22.145,21.895,18.9504,21.8,20.5538,22.26
2011-03-30,22.26,22.13,18.9656,21.943,20.5902,22.385
2011-03-31,22.385,22.265,18.9819,22.087,20.6392,22.575
2011-04-01,22.575,22.5,18.9998,22.256,20.698,22.745
2011-04-04,22.745,22.555,19.019,22.422,20.7648,22.765
2011-04-05,22.765,22.75,19.0383,22.546,20.8251,22.91
2011-04-06,22.91,22.83,19.0596,22.676,20.886,22.675
2011-04-07,22.675,22.975,19.0801,22.734,20.9328,22.385
2011-04-08,22.385,22.81,19.0995,22.696,20.9716,22.44
2011-04-11,22.44,22.385,19.1192,22.635,21.0214,22.365
2011-04-12,22.365,22.39,19.1382,22.555,21.0688,22.37
2011-04-13,22.37,22.485,19.1592,22.447,21.1088,22.55
2011-04-14,22.55,22.17,19.1807,22.422,21.1524,22.62
2011-04-15,22.62,22.42,19.2029,22.469,21.1972,22.37
2011-04-18,22.37,22.27,19.2246,22.455,21.2421,22.15
2011-04-19,22.15,22.41,19.2446,22.412,21.2801,22.58
2011-04-20,22.58,22.42,19.2667,22.454,21.3268,22.695
2011-04-21,22.695,22.785,19.2893,22.483,21.3797,22.56
2011-04-25,22.56,22.64,19.3103,22.471,21.4306,23.0
2011-04-26,23.0,22.585,19.3341,22.597,21.4857,23.115
2011-04-27,23.115,22.96,19.3572,22.79,21.5425,23.69
2011-04-28,23.69,22.94,19.3847,23.012,21.6098,23.62
2011-04-29,23.62,23.75,19.4121,23.197,21.6675,23.72
2011-05-02,23.72,23.735,19.4425,23.429,21.7316,23.655
2011-05-03,23.655,23.645,19.4731,23.56,21.7838,23.365
2011-05-04,23.365,23.615,19.5014,23.61,21.8426,23.195
2011-05-05,23.195,23.23,19.5309,23.511,21.9054,23.23
2011-05-06,23.23,23.385,19.5595,23.433,21.9668,23.44
2011-05-09,23.44,23.14,19.5882,23.377,22.0239,23.72
2011-05-10,23.72,23.5,19.6161,23.39,22.0872,23.595
2011-05-11,23.595,23.68,19.6423,23.436,22.155,23.7
2011-05-12,23.7,23.5,19.6707,23.537,22.2249,23.445
2011-05-13,23.445,23.74,19.6982,23.58,22.2831,23.22
2011-05-16,23.22,23.31,19.7235,23.536,22.3369,23.01
2011-05-17,23.01,23.13,19.7465,23.394,22.3905,23.215
2011-05-18,23.215,23.09,19.7749,23.318,22.4376,23.22
2011-05-19,23.22,23.335,19.8007,23.222,22.4817,22.945
2011-05-20,22.945,23.125,19.8261,23.122,22.5262,22.575
2011-05-23,22.575,22.635,19.8508,22.993,22.5613,22.485
2011-05-24,22.485,22.66,19.8739,22.888,22.5947,22.49
2011-05-25,22.49,22.415,19.8987,22.743,22.6322,22.665
2011-05-26,22.665,22.4,19.9266,22.632,22.6755,22.895
2011-05-27,22.895,22.73,19.9548,22.622,22.72,23.24
2011-05-31,23.24,23.06,19.9871,22.755,22.7595,22.655
2011-06-01,22.655,23.165,20.0161,22.789,22.7815,22.375
2011-06-02,22.375,22.65,20.0405,22.766,22.7976,22.005
2011-06-03,22.005,22.06,20.0621,22.634,22.8068,21.95
2011-06-06,21.95,21.985,20.0871,22.445,22.8125,21.765
2011-06-07,21.765,22.115,20.1113,22.15,22.8132,21.805
2011-06-08,21.805,21.675,20.1367,21.98,22.811,21.885
2011-06-09,21.885,21.895,20.1624,21.882,22.8058,21.65
2011-06-10,21.65,21.745,20.1853,21.811,22.7936,21.55
2011-06-13,21.55,21.71,20.2088,21.731,22.7769,21.795
2011-06-14,21.795,21.73,20.2319,21.737,22.7613,21.355
2011-06-15,21.355,21.61,20.2546,21.647,22.7335,21.505
2011-06-16,21.505,21.405,20.278,21.571,22.7083,21.335
2011-06-17,21.335,21.625,20.2989,21.508,22.6768,21.495
2011-06-20,21.495,21.22,20.3193,21.497,22.6532,21.665
2011-06-21,21.665,21.615,20.3395,21.471,22.6388,21.475
2011-06-22,21.475,21.57,20.3632,21.495,22.6195,21.19
2011-06-23,21.19,21.19,20.3853,21.432,22.596,21.28
2011-06-24,21.28,21.245,20.4079,21.421,22.5742,21.32
2011-06-27,21.32,21.3,20.4303,21.386,22.5496,21.645
2011-06-28,21.645,21.365,20.4537,21.382,22.5301,21.62
2011-06-29,21.62,21.68,20.4779,21.411,22.5151,21.88
2011-06-30,21.88,21.71,20.5025,21.549,22.5097,22.24
2011-07-01,22.24,21.855,20.53,21.741,22.5029,22.355
2011-07-05,22.355,22.26,20.5582,21.948,22.4961,22.55
2011-07-06,22.55,22.385,20.586,22.129,22.4959,22.78
2011-07-07,22.78,22.665,20.6157,22.361,22.4915,22.725
2011-07-08,22.725,22.545,20.6453,22.53,22.4837,22.54
2011-07-11,22.54,22.505,20.6754,22.59,22.4607,22.665
2011-07-12,22.665,22.415,20.7061,22.652,22.4416,23.0
2011-07-13,23.0,22.755,20.7385,22.742,22.4272,22.74
2011-07-14,22.74,23.0,20.7682,22.734,22.4089,22.87
2011-07-15,22.87,22.805,20.797,22.763,22.399,22.675
2011-07-18,22.675,22.65,20.8246,22.79,22.3886,23.01
2011-07-19,23.01,22.725,20.8543,22.859,22.3842,22.78
2011-07-20,22.78,22.96,20.8845,22.815,22.371,23.17
2011-07-21,23.17,22.865,20.9149,22.901,22.36,23.225
2011-07-22,23.225,23.16,20.9448,22.972,22.3526,22.94
2011-07-25,22.94,22.985,20.9726,23.025,22.3374,22.49
2011-07-26,22.49,22.98,20.9972,22.921,22.3183,22.14
2011-07-27,22.14,22.335,21.0198,22.793,22.2967,21.79
2011-07-28,21.79,21.9,21.0402,22.517,22.2723,21.935
2011-07-29,21.935,21.445,21.0598,22.259,22.2467,21.48
2011-08-01,21.48,22.12,21.0767,21.967,22.2119,21.04
2011-08-02,21.04,21.38,21.0919,21.677,22.1738,21.17
2011-08-03,21.17,21.115,21.1079,21.483,22.1457,20.805
2011-08-04,20.805,20.925,21.1231,21.286,22.1121,20.955
2011-08-05,20.955,21.055,21.1382,21.09,22.0814,20.29
2011-08-08,20.29,20.445,21.1491,20.852,22.0339,21.405
2011-08-09,21.405,20.6275,21.1659,20.925,22.0041,20.17
2011-08-10,20.17,20.98,21.1767,20.725,21.9427,20.72
2011-08-11,20.72,20.255,21.1902,20.708,21.904,20.46
2011-08-12,20.46,20.87,21.2032,20.609,21.8657,20.865
2011-08-15,20.865,20.61,21.2176,20.724,21.8429,20.385
2011-08-16,20.385,20.67,21.2303,20.52,21.8116,20.17
2011-08-17,20.17,20.495,21.2415,20.52,21.7797,19.3
2011-08-18,19.3,19.585,21.2455,20.236,21.7296,19.205
2011-08-19,19.205,18.88,21.2464,19.985,21.676,19.315
2011-08-22,19.315,19.715,21.2449,19.675,21.6293,19.88
2011-08-23,19.88,19.35,21.2461,19.574,21.5959,19.875
2011-08-24,19.875,19.91,21.248,19.515,21.5575,19.515
2011-08-25,19.515,19.995,21.2489,19.558,21.5207,19.675
2011-08-26,19.675,19.41,21.2493,19.652,21.4841,20.225
2011-08-29,20.225,19.78,21.2532,19.834,21.4619,19.98
2011-08-30,19.98,20.11,21.2576,19.854,21.4316,20.06
2011-08-31,20.06,20.065,21.262,19.891,21.3995,19.975
2011-09-01,19.975,20.035,21.268,19.983,21.3695,19.105
2011-09-02,19.105,19.57,21.2693,19.869,21.3278,19.12
2011-09-06,19.12,18.57,21.2688,19.648,21.2846,19.79
2011-09-07,19.79,19.35,21.2718,19.61,21.254,19.225
2011-09-08,19.225,19.645,21.2724,19.443,21.2056,18.89
2011-09-09,18.89,19.055,21.2721,19.226,21.151,19.08
2011-09-12,19.08,18.695,21.2705,19.221,21.095,19.42
2011-09-13,19.42,19.115,21.2712,19.281,21.0386,19.955
2011-09-14,19.955,19.535,21.2748,19.314,20.9906,20.015
2011-09-15,20.015,20.07,21.2801,19.472,20.9399,20.035
2011-09-16,20.035,20.01,21.2831,19.701,20.885,19.68
2011-09-19,19.68,19.73,21.2844,19.821,20.8241,19.55
2011-09-20,19.55,19.745,21.2852,19.847,20.7643,19.035
2011-09-21,19.035,19.56,21.2835,19.663,20.6917,18.61
2011-09-22,18.61,18.51,21.2796,19.382,20.6039,18.815
2011-09-23,18.815,18.595,21.2772,19.138,20.5254,18.995
2011-09-26,18.995,18.93,21.2763,19.001,20.4479,19.345
2011-09-27,19.345,19.28,21.274,18.96,20.3813,18.455
2011-09-28,18.455,19.375,21.2657,18.844,20.2902,18.79
2011-09-29,18.79,18.76,21.2573,18.88,20.2104,18.55
2011-09-30,18.55,18.55,21.2475,18.827,20.118,17.87
2011-10-03,17.87,18.43,21.2324,18.602,20.0109,18.77
2011-10-04,18.77,17.75,21.2213,18.487,19.9275,19.025
2011-10-05,19.025,18.775,21.2135,18.601,19.8582,18.905
2011-10-06,18.905,18.96,21.2041,18.624,19.7935,18.515
2011-10-07,18.515,18.93,21.1923,18.617,19.728,19.055
2011-10-10,19.055,18.82,21.1825,18.854,19.6704,18.945
2011-10-11,18.945,18.95,21.1717,18.889,19.6197,19.13
2011-10-12,19.13,19.07,21.1622,18.91,19.5815,18.96
2011-10-13,18.96,19.075,21.1517,18.921,19.5373,19.205
2011-10-14,19.205,19.14,21.1423,19.059,19.5053,18.525
2011-10-17,18.525,18.935,21.132,18.953,19.4567,18.805
2011-10-18,18.805,18.56,21.1214,18.925,19.427,18.8
2011-10-19,18.8,18.835,21.1126,18.859,19.3749,18.735
2011-10-20,18.735,18.8,21.1031,18.814,19.3462,19.345
2011-10-21,19.345,18.865,21.0974,18.842,19.3187,19.87
2011-10-24,19.87,19.38,21.0948,19.111,19.3069,19.285
2011-10-25,19.285,19.76,21.0891,19.207,19.2753,19.495
2011-10-26,19.495,19.51,21.0842,19.346,19.2575,20.57
2011-10-27,20.57,20.06,21.0861,19.713,19.2655,20.4
2011-10-28,20.4,20.495,21.0868,19.924,19.2875,19.435
2011-10-31,19.435,20.03,21.0819,19.837,19.2921,18.715
2011-11-01,18.715,18.75,21.0733,19.723,19.2801,19.025
2011-11-02,19.025,18.87,21.0688,19.629,19.263,19.605
2011-11-03,19.605,19.2,21.0686,19.436,19.2576,19.375
2011-11-04,19.375,19.405,21.0685,19.231,19.2548,19.52
2011-11-07,19.52,19.32,21.0673,19.248,19.2517,19.805
2011-11-08,19.805,19.575,21.067,19.466,19.2433,18.85
2011-11-09,18.85,19.505,21.0596,19.431,19.2207,19.24
2011-11-10,19.24,19.03,21.0536,19.358,19.2043,19.59
2011-11-11,19.59,19.43,21.0518,19.401,19.1966,19.26
2011-11-14,19.26,19.515,21.0481,19.349,19.1997,19.44
2011-11-15,19.44,19.18,21.0434,19.276,19.2061,19.005
2011-11-16,19.005,19.245,21.0366,19.307,19.1904,18.825
2011-11-17,18.825,19.005,21.0288,19.224,19.1824,18.83
2011-11-18,18.83,18.9,21.0224,19.072,19.1812,18.52
2011-11-21,18.52,18.52,21.0137,18.924,19.17,18.465
2011-11-22,18.465,18.545,21.0048,18.729,19.1509,17.955
2011-11-23,17.955,18.305,20.9943,18.519,19.1109,17.8
2011-11-25,17.8,17.96,20.9833,18.314,19.0666,18.29
2011-11-28,18.29,18.445,20.9735,18.206,19.0317,18.36
2011-11-29,18.36,18.34,20.9639,18.174,19.0053,19.265
2011-11-30,19.265,18.94,20.9586,18.334,18.9996,19.09
2011-12-01,19.09,19.165,20.9504,18.561,19.0007,18.875
2011-12-02,18.875,19.355,20.9422,18.776,19.006,19.0
2011-12-05,19.0,19.12,20.932,18.918,19.0097,18.97
2011-12-06,18.97,19.0,20.9247,19.04,19.0092,19.0
2011-12-07,19.0,18.9,20.9194,18.987,19.0023,18.36
2011-12-08,18.36,18.86,20.9104,18.841,19.0004,18.69
2011-12-09,18.69,18.445,20.9009,18.804,18.9984,18.505
2011-12-12,18.505,18.485,20.8907,18.705,18.9975,18.35
2011-12-13,18.35,18.665,20.8814,18.581,19.0071,18.105
2011-12-14,18.105,18.18,20.8709,18.402,18.9938,18.19
2011-12-15,18.19,18.275,20.8592,18.368,18.9771,18.125
2011-12-16,18.125,18.26,20.8472,18.255,18.9615,18.04
2011-12-19,18.04,18.23,20.8357,18.162,18.952,18.355
2011-12-20,18.355,18.325,20.8232,18.163,18.938,18.555
2011-12-21,18.555,18.255,20.8109,18.253,18.9302,18.655
2011-12-22,18.655,18.57,20.8006,18.346,18.9207,18.775
2011-12-23,18.775,18.675,20.7903,18.476,18.917,19.01
2011-12-27,19.01,18.67,20.7813,18.67,18.9131,18.85
2011-12-28,18.85,18.97,20.7725,18.769,18.9196,18.975
2011-12-29,18.975,18.905,20.7649,18.853,18.923,18.975
2011-12-30,18.975,18.925,20.7564,18.917,18.9265,19.075
2012-01-03,19.075,19.425,20.7454,18.977,18.9333,18.895
2012-01-04,18.895,18.99,20.7321,18.954,18.9243,18.915
2012-01-05,18.915,18.77,20.7189,18.967,18.9052,18.975
2012-01-06,18.975,18.95,20.706,18.967,18.899,19.015
2012-01-09,19.015,19.06,20.6928,18.975,18.8894,19.275
2012-01-10,19.275,19.22,20.6805,19.015,18.8635,19.345
2012-01-11,19.345,19.13,20.6676,19.105,18.8424,19.475
2012-01-12,19.475,19.335,20.6543,19.217,18.8432,19.145
2012-01-13,19.145,19.18,20.6387,19.251,18.8518,19.245
2012-01-17,19.245,19.31,20.623,19.297,18.8562,19.58
2012-01-18,19.58,19.265,20.608,19.358,18.8557,19.84
2012-01-19,19.84,19.6,20.5935,19.457,18.865,19.94
2012-01-20,19.94,19.835,20.5794,19.55,18.8734,19.905
2012-01-23,19.905,19.85,20.5644,19.702,18.8754,19.985
2012-01-24,19.985,19.83,20.5509,19.85,18.8981,20.355
2012-01-25,20.355,19.965,20.5408,20.005,18.9204,20.235
2012-01-26,20.235,20.32,20.5297,20.084,18.9333,20.295
2012-01-27,20.295,20.125,20.5194,20.155,18.954,20.19
2012-01-30,20.19,20.14,20.5085,20.212,18.969,20.24
2012-01-31,20.24,20.3,20.4969,20.263,18.9937,20.745
2012-02-01,20.745,20.36,20.4876,20.341,19.0321,20.76
2012-02-02,20.76,20.745,20.4795,20.446,19.0707,21.15
2012-02-03,21.15,21.02,20.4745,20.617,19.1233,20.855
2012-02-06,20.855,21.01,20.4659,20.75,19.1711,20.735
2012-02-07,20.735,20.85,20.4561,20.849,19.2267,20.825
2012-02-08,20.825,20.75,20.4474,20.865,19.2872,20.53
2012-02-09,20.53,20.84,20.4351,20.819,19.332,20.335
2012-02-10,20.335,20.37,20.4212,20.656,19.3715,20.51
2012-02-13,20.51,20.55,20.4053,20.587,19.3964,20.56
2012-02-14,20.56,20.39,20.39,20.552,19.4258,20.605
2012-02-15,20.605,20.63,20.3744,20.508,19.4604,21.34
2012-02-16,21.34,20.735,20.3628,20.67,19.5072,21.335
2012-02-17,21.335,21.34,20.3527,20.87,19.5545,21.22
2012-02-21,21.22,21.295,20.3428,21.012,19.5989,21.27
2012-02-22,21.27,21.18,20.333,21.154,19.6571,21.4
2012-02-23,21.4,21.265,20.3228,21.313,19.7113,21.24
2012-02-24,21.24,21.405,20.3104,21.293,19.766,21.14
2012-02-27,21.14,21.035,20.2981,21.254,19.8218,21.0
2012-02-28,21.0,21.145,20.2846,21.21,19.8797,20.8
2012-02-29,20.8,21.0,20.2714,21.116,19.9319,20.915
2012-03-01,20.915,20.8,20.2599,21.019,19.9877,20.36
2012-03-02,20.36,20.83,20.2466,20.843,20.0341,20.335
2012-03-05,20.335,20.225,20.2322,20.682,20.0737,19.96
2012-03-06,19.96,20.14,20.2159,20.474,20.1018,20.1
2012-03-07,20.1,20.025,20.2017,20.334,20.1307,20.275
2012-03-08,20.275,20.205,20.1902,20.206,20.1607,20.56
2012-03-09,20.56,20.255,20.1806,20.246,20.1917,20.37
2012-03-12,20.37,20.54,20.17,20.253,20.2221,20.915
2012-03-13,20.915,20.55,20.1612,20.444,20.2609,20.64
2012-03-14,20.64,20.84,20.1499,20.552,20.2942,20.775
2012-03-15,20.775,20.635,20.1376,20.652,20.3282,20.745
2012-03-16,20.745,20.755,20.1281,20.689,20.3652,20.935
2012-03-19,20.935,20.72,20.1209,20.802,20.4056,20.82
2012-03-20,20.82,20.78,20.1149,20.783,20.4425,20.73
2012-03-21,20.73,20.895,20.1088,20.801,20.4768,20.64
2012-03-22,20.64,20.52,20.1032,20.774,20.5041,20.805
2012-03-23,20.805,20.58,20.0982,20.786,20.5333,21.39
2012-03-26,21.39,21.045,20.0957,20.877,20.5716,21.34
2012-03-27,21.34,21.435,20.0942,20.981,20.6155,21.34
2012-03-28,21.34,21.305,20.0931,21.103,20.6574,21.39
2012-03-29,21.39,21.155,20.0911,21.253,20.6936,21.265
2012-03-30,21.265,21.505,20.0907,21.345,20.7221,21.465
2012-04-02,21.465,21.21,20.0905,21.36,20.7526,21.33
2012-04-03,21.33,21.48,20.0904,21.358,20.7811,20.785
2012-04-04,20.785,21.1,20.0869,21.247,20.7971,20.625
2012-04-05,20.625,20.74,20.0817,21.094,20.8025,20.175
2012-04-09,20.175,20.25,20.0752,20.876,20.8013,19.89
2012-04-10,19.89,20.135,20.0687,20.561,20.7932,20.035
2012-04-11,20.035,20.09,20.0625,20.302,20.7901,20.245
2012-04-12,20.245,20.01,20.0571,20.194,20.7902,19.825
2012-04-13,19.825,20.145,20.048,20.034,20.7718,19.965
2012-04-16,19.965,19.855,20.0397,19.992,20.7559,22.525
2012-04-17,22.525,21.0,20.0429,20.519,20.7834,21.695
2012-04-18,21.695,22.25,20.0402,20.851,20.8002,21.405
2012-04-19,21.405,21.655,20.0355,21.083,20.8136,21.44
2012-04-20,21.44,21.64,20.0299,21.406,20.8259,21.02
2012-04-23,21.02,21.21,20.0211,21.617,20.8357,21.125
2012-04-24,21.125,21.0,20.0131,21.337,20.8515,21.46
2012-04-25,21.46,21.395,20.0077,21.29,20.8705,21.77
2012-04-26,21.77,21.61,20.0032,21.363,20.8947,22.19
2012-04-27,22.19,21.785,19.9992,21.513,20.9264,22.45
2012-04-30,22.45,22.21,19.9977,21.799,20.9486,22.365
2012-05-01,22.365,22.445,19.9952,22.047,20.9692,22.4
2012-05-02,22.4,22.16,19.9938,22.235,20.9928,22.13
2012-05-03,22.13,22.275,19.9894,22.307,21.01,21.495
2012-05-04,21.495,21.985,19.983,22.168,21.0119,21.835
2012-05-07,21.835,21.405,19.9763,22.045,21.0238,22.115
2012-05-08,22.115,21.63,19.9708,21.995,21.0433,22.06
2012-05-09,22.06,21.855,19.9664,21.927,21.0645,22.135
2012-05-10,22.135,22.225,19.9646,21.928,21.0912,22.065
2012-05-11,22.065,21.915,19.9642,22.042,21.1142,22.14
2012-05-14,22.14,21.815,19.966,22.103,21.1498,22.595
2012-05-15,22.595,22.105,19.9693,22.199,21.195,22.695
2012-05-16,22.695,22.69,19.9754,22.326,21.2497,22.805
2012-05-17,22.805,22.7,19.9842,22.46,21.3038,22.38
2012-05-18,22.38,22.77,19.9902,22.523,21.3459,22.995
2012-05-21,22.995,22.465,20.0012,22.694,21.3946,22.83
2012-05-22,22.83,22.975,20.0106,22.741,21.4438,23.015
2012-05-23,23.015,22.61,20.0242,22.805,21.4858,23.49
2012-05-24,23.49,22.99,20.0346,22.942,21.5428,23.505
2012-05-25,23.505,23.435,20.0513,23.167,21.5974,24.025
2012-05-29,24.025,23.75,20.0678,23.373,21.663,23.925
2012-05-30,23.925,23.82,20.0851,23.592,21.7228,23.9
2012-05-31,23.9,23.995,20.1003,23.769,21.7844,23.695
2012-06-01,23.695,23.4,20.1169,23.81,21.8437,23.725
2012-06-04,23.725,23.745,20.1346,23.854,21.9054,24.03
2012-06-05,24.03,23.615,20.1583,23.855,21.9699,24.21
2012-06-06,24.21,24.195,20.1833,23.912,22.0263,24.215
2012-06-07,24.215,24.45,20.2078,23.975,22.0838,24.045
2012-06-08,24.045,24.14,20.2286,24.045,22.1379,23.85
2012-06-11,23.85,24.285,20.2485,24.07,22.1871,24.19
2012-06-12,24.19,23.995,20.2719,24.102,22.2456,24.7
2012-06-13,24.7,24.195,20.297,24.2,22.3103,24.635
2012-06-14,24.635,24.755,20.3191,24.284,22.3764,24.69
2012-06-15,24.69,24.63,20.3426,24.413,22.4545,24.64
2012-06-18,24.64,24.575,20.3655,24.571,22.5348,24.93
2012-06-19,24.93,24.77,20.3903,24.719,22.6299,24.85
2012-06-20,24.85,24.975,20.419,24.749,22.7291,24.52
2012-06-21,24.52,24.945,20.446,24.726,22.8188,24.48
2012-06-22,24.48,24.58,20.4695,24.684,22.9035,24.275
2012-06-25,24.275,24.21,20.4947,24.611,22.9925,24.245
2012-06-26,24.245,24.325,20.5215,24.474,23.0781,24.615
2012-06-27,24.615,24.27,20.5492,24.427,23.1199,24.69
2012-06-28,24.69,24.54,20.5755,24.461,23.1798,25.245
2012-06-29,25.245,25.095,20.602,24.614,23.2566,25.485
2012-07-02,25.485,25.27,20.6293,24.856,23.3375,25.49
2012-07-03,25.49,25.195,20.6566,25.105,23.4269,25.225
2012-07-05,25.225,25.495,20.6843,25.227,23.5089,25.095
2012-07-06,25.095,25.02,20.712,25.308,23.5816,25.215
2012-07-09,25.215,24.94,20.7429,25.302,23.6505,25.36
2012-07-10,25.36,25.35,20.7767,25.277,23.7139,25.56
2012-07-11,25.56,25.375,20.8104,25.291,23.7761,25.195
2012-07-12,25.195,25.475,20.8414,25.285,23.8327,25.82
2012-07-13,25.82,25.35,20.8738,25.43,23.9011,25.47
2012-07-16,25.47,25.64,20.9089,25.481,23.9679,25.58
2012-07-17,25.58,25.595,20.9428,25.525,24.0496,25.625
2012-07-18,25.625,25.505,20.9782,25.538,24.1254,25.385
2012-07-19,25.385,25.625,21.0158,25.576,24.1908,25.085
2012-07-20,25.085,25.17,21.0473,25.429,24.2513,24.99
2012-07-23,24.99,24.735,21.0772,25.333,24.3084,25.145
2012-07-24,25.145,25.025,21.1084,25.246,24.37,25.355
