ticker,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,Close Tomorrow
2012-10-17,55.27,55.08,45.451,54.93,50.5338,56.535
2012-10-18,56.535,55.235,45.5403,55.29,50.6921,55.36
2012-10-19,55.36,56.55,45.6232,55.32,50.8365,56.0
2012-10-22,56.0,55.435,45.7086,55.62,50.9897,55.69
2012-10-23,55.69,55.795,45.7926,55.771,51.1397,55.41
2012-10-24,55.41,56.0,45.8731,55.799,51.2692,55.705
2012-10-25,55.705,55.62,45.9552,55.633,51.402,55.51
2012-10-26,55.51,55.735,46.0356,55.663,51.5293,56.26
2012-10-31,56.26,56.115,46.1208,55.715,51.6782,56.18
2012-11-01,56.18,56.5,46.2048,55.813,51.8219,55.75
2012-11-02,55.75,56.24,46.2875,55.881,51.9768,55.81
2012-11-05,55.81,55.82,46.3671,55.902,52.128,57.49
2012-11-06,57.49,55.815,46.4552,56.298,52.316,56.41
2012-11-07,56.41,57.195,46.5361,56.328,52.4739,55.91
2012-11-08,55.91,56.42,46.6135,56.274,52.6175,56.215
2012-11-09,56.215,55.955,46.6899,56.367,52.7668,56.45
2012-11-12,56.45,56.3,46.7699,56.495,52.9226,56.305
2012-11-13,56.305,56.305,46.8486,56.258,53.0787,56.025
2012-11-14,56.025,56.35,46.9252,56.181,53.2265,56.445
2012-11-15,56.445,56.07,47.0029,56.288,53.379,56.51
2012-11-16,56.51,56.5,47.0757,56.347,53.5063,57.0
2012-11-19,57.0,56.875,47.1535,56.457,53.6378,56.74
2012-11-20,56.74,57.075,47.2274,56.544,53.7668,55.005
2012-11-21,55.005,56.67,47.2919,56.34,53.8823,55.715
2012-11-23,55.715,55.1,47.361,56.194,54.0206,55.0
2012-11-26,55.0,55.63,47.4267,55.892,54.1359,54.645
2012-11-27,54.645,55.07,47.4899,55.421,54.2329,54.2
2012-11-28,54.2,54.475,47.551,54.913,54.3324,53.8
2012-11-29,53.8,53.39,47.6101,54.672,54.4116,54.0
2012-11-30,54.0,53.7,47.6682,54.329,54.4965,53.275
2012-12-03,53.275,54.065,47.7199,53.984,54.5763,53.065
2012-12-04,53.065,53.22,47.7715,53.668,54.651,53.16
2012-12-05,53.16,53.055,47.823,53.46,54.6992,52.985
2012-12-06,52.985,53.155,47.8729,53.297,54.7552,53.245
2012-12-07,53.245,53.21,47.9244,53.146,54.8171,53.245
2012-12-10,53.245,53.125,47.9757,53.14,54.8724,53.77
2012-12-11,53.77,53.435,48.0275,53.281,54.9238,53.705
2012-12-12,53.705,53.755,48.0805,53.39,54.9618,53.495
2012-12-13,53.495,53.715,48.1311,53.492,54.9973,54.535
2012-12-14,54.535,54.145,48.1874,53.75,55.0469,54.855
2012-12-17,54.855,54.775,48.2446,54.072,55.067,55.34
2012-12-18,55.34,54.875,48.3045,54.386,55.0898,55.435
2012-12-19,55.435,55.465,48.3652,54.732,55.1146,56.32
2012-12-20,56.32,55.605,48.4321,55.297,55.1569,55.965
2012-12-21,55.965,55.955,48.4955,55.583,55.198,55.595
2012-12-24,55.595,55.945,48.554,55.731,55.2143,55.045
2012-12-26,55.045,55.465,48.6137,55.672,55.2205,54.965
2012-12-27,54.965,55.08,48.6729,55.578,55.2156,54.88
2012-12-28,54.88,54.81,48.7293,55.29,55.2232,55.265
2012-12-31,55.265,54.915,48.7859,55.15,55.2298,54.6
2013-01-02,54.6,54.765,48.839,54.951,55.2164,54.965
2013-01-03,54.965,54.61,48.8924,54.935,55.185,54.92
2013-01-04,54.92,55.0,48.9467,54.926,55.1762,54.145
2013-01-07,54.145,54.76,48.9986,54.779,55.1391,54.835
2013-01-08,54.835,54.145,49.0527,54.693,55.122,54.82
2013-01-09,54.82,54.86,49.1083,54.737,55.1102,54.84
2013-01-10,54.84,54.945,49.166,54.712,55.0929,54.6
2013-01-11,54.6,55.045,49.2179,54.648,55.0747,54.74
2013-01-14,54.74,54.52,49.2701,54.767,55.0443,55.155
2013-01-15,55.155,54.53,49.3253,54.831,55.0238,56.06
2013-01-16,56.06,55.19,49.3824,55.079,55.03,56.325
2013-01-17,56.325,56.275,49.4386,55.376,55.0403,56.615
2013-01-18,56.615,56.435,49.4974,55.779,55.0228,57.36
2013-01-22,57.36,56.565,49.5606,56.303,55.0418,56.96
2013-01-23,56.96,57.355,49.6282,56.664,55.0628,57.165
2013-01-24,57.165,56.985,49.6965,56.885,55.0818,57.265
2013-01-25,57.265,57.21,49.7691,57.073,55.0981,56.825
2013-01-28,56.825,57.395,49.8413,57.115,55.1085,57.49
2013-01-29,57.49,56.69,49.9147,57.141,55.1378,57.44
2013-01-30,57.44,57.39,49.985,57.237,55.1577,57.705
2013-01-31,57.705,57.385,50.0591,57.345,55.1816,58.36
2013-02-01,58.36,57.815,50.137,57.564,55.2088,57.445
2013-02-04,57.445,58.15,50.2075,57.688,55.2229,58.29
2013-02-05,58.29,57.7,50.2821,57.848,55.2886,59.1
2013-02-06,59.1,58.195,50.3596,58.18,55.3563,59.465
2013-02-07,59.465,59.215,50.4378,58.532,55.4456,59.46
2013-02-08,59.46,59.655,50.5196,58.752,55.5419,59.4
2013-02-11,59.4,59.47,50.6006,59.143,55.6459,59.215
2013-02-12,59.215,59.4,50.6769,59.328,55.7542,59.37
2013-02-13,59.37,59.245,50.7532,59.382,55.8616,59.605
2013-02-14,59.605,59.94,50.8283,59.41,55.9882,58.73
2013-02-15,58.73,59.25,50.9005,59.264,56.1015,57.95
2013-02-19,57.95,57.245,50.9661,58.974,56.1973,58.09
2013-02-20,58.09,58.035,51.0405,58.749,56.2994,57.8
2013-02-21,57.8,57.965,51.1163,58.435,56.3905,58.025
2013-02-22,58.025,57.925,51.1955,58.119,56.4861,57.715
2013-02-25,57.715,58.27,51.2725,57.916,56.565,58.11
2013-02-26,58.11,57.925,51.3494,57.948,56.6531,59.135
2013-02-27,59.135,58.03,51.4313,58.157,56.7659,59.81
2013-02-28,59.81,59.275,51.5199,58.559,56.8714,60.015
2013-03-01,60.015,59.61,51.6128,58.957,56.9746,60.905
2013-03-04,60.905,60.0,51.7123,59.595,57.0859,61.675
2013-03-05,61.675,61.105,51.8151,60.308,57.2107,60.975
2013-03-06,60.975,62.145,51.9131,60.676,57.3038,59.455
2013-03-07,59.455,60.365,52.007,60.605,57.3736,59.36
2013-03-08,59.36,59.7,52.1018,60.474,57.4489,59.2
2013-03-11,59.2,59.36,52.1858,60.133,57.532,58.68
2013-03-12,58.68,59.1,52.2786,59.534,57.6063,58.6
2013-03-13,58.6,58.815,52.3706,59.059,57.6807,59.275
2013-03-14,59.275,58.605,52.4619,59.023,57.7609,59.1
2013-03-15,59.1,58.935,52.553,58.971,57.8509,58.64
2013-03-18,58.64,58.86,52.6395,58.859,57.9244,58.94
2013-03-19,58.94,58.61,52.73,58.911,58.0048,59.52
2013-03-20,59.52,59.105,52.8245,59.095,58.1123,58.87
2013-03-21,58.87,59.35,52.9183,59.014,58.193,58.885
2013-03-22,58.885,58.94,53.0101,58.971,58.2743,58.95
2013-03-25,58.95,59.06,53.0984,59.033,58.3565,59.16
2013-03-26,59.16,58.98,53.1847,59.077,58.4477,59.1
2013-03-27,59.1,58.875,53.2694,58.993,58.5349,59.295
2013-03-28,59.295,59.135,53.3519,59.078,58.6177,59.955
2013-04-01,59.955,59.32,53.4393,59.292,58.6956,63.6
2013-04-02,63.6,61.4,53.5425,60.222,58.8411,62.655
2013-04-03,62.655,63.485,53.6383,60.921,58.9619,62.665
2013-04-04,62.665,62.59,53.7313,61.634,59.068,62.69
2013-04-05,62.69,62.16,53.8213,62.313,59.1826,62.875
2013-04-08,62.875,62.61,53.907,62.897,59.2968,62.855
2013-04-09,62.855,63.025,53.9874,62.748,59.4086,62.67
2013-04-10,62.67,62.88,54.0663,62.751,59.5255,63.525
2013-04-11,63.525,62.69,54.1543,62.923,59.6462,63.455
2013-04-12,63.455,63.4,54.235,63.076,59.7665,62.095
2013-04-15,62.095,63.27,54.3098,62.92,59.8543,63.25
2013-04-16,63.25,62.53,54.3909,62.999,59.9521,62.415
2013-04-17,62.415,63.075,54.4647,62.948,60.0515,60.74
2013-04-18,60.74,62.13,54.5266,62.391,60.1005,61.31
2013-04-19,61.31,60.96,54.5876,61.962,60.1447,61.165
2013-04-22,61.165,61.425,54.6494,61.776,60.1787,61.51
2013-04-23,61.51,61.445,54.7127,61.428,60.2197,60.965
2013-04-24,60.965,61.59,54.7736,61.138,60.251,60.425
2013-04-25,60.425,61.145,54.8341,61.075,60.2752,60.095
2013-04-26,60.095,60.55,54.8912,60.832,60.2897,59.51
2013-04-29,59.51,60.02,54.9469,60.501,60.2878,59.325
2013-04-30,59.325,59.42,55.0,60.064,60.2997,59.2
2013-05-01,59.2,59.325,55.0516,59.711,60.3247,58.95
2013-05-02,58.95,59.505,55.0989,59.416,60.3419,58.66
2013-05-03,58.66,59.3,55.1449,59.129,60.3591,59.14
2013-05-06,59.14,58.81,55.1917,59.055,60.3814,58.78
2013-05-07,58.78,59.385,55.239,58.946,60.4027,64.685
2013-05-08,64.685,60.26,55.3164,60.043,60.5342,64.295
2013-05-09,64.295,64.73,55.3949,61.112,60.6374,65.595
2013-05-10,65.595,64.345,55.4851,62.499,60.7531,64.97
2013-05-13,64.97,64.955,55.5729,63.665,60.8522,65.455
2013-05-14,65.455,65.1,55.6609,65.0,60.9432,65.14
2013-05-15,65.14,65.345,55.7423,65.091,61.0125,64.03
2013-05-16,64.03,65.095,55.8159,65.038,61.0736,64.07
2013-05-17,64.07,64.025,55.8868,64.733,61.1659,63.535
2013-05-20,63.535,64.075,55.9584,64.446,61.2494,63.305
2013-05-21,63.305,63.555,56.0284,64.016,61.3315,63.055
2013-05-22,63.055,63.345,56.1002,63.599,61.419,62.78
2013-05-23,62.78,62.705,56.1659,63.349,61.5026,62.56
2013-05-24,62.56,62.54,56.2394,63.047,61.5683,63.74
2013-05-28,63.74,62.835,56.3156,63.088,61.6611,62.31
2013-05-29,62.31,63.275,56.384,62.889,61.7345,63.24
2013-05-30,63.24,62.52,56.4595,62.926,61.8205,62.035
2013-05-31,62.035,63.05,56.528,62.777,61.8708,62.755
2013-06-03,62.755,62.15,56.6008,62.816,61.9485,62.48
2013-06-04,62.48,62.57,56.6685,62.564,62.0204,61.56
2013-06-05,61.56,62.175,56.731,62.414,62.0726,62.625
2013-06-06,62.625,61.6,56.7984,62.291,62.1419,63.21
2013-06-07,63.21,62.86,56.8704,62.526,62.2241,63.8
2013-06-10,63.8,63.235,56.9444,62.735,62.3142,64.705
2013-06-11,64.705,63.22,57.0279,63.18,62.4092,65.005
2013-06-12,65.005,65.02,57.1117,63.869,62.4373,64.93
2013-06-13,64.93,64.855,57.1959,64.33,62.4828,64.415
2013-06-14,64.415,64.895,57.2754,64.571,62.5178,65.08
2013-06-17,65.08,65.0,57.3571,64.827,62.5656,64.75
2013-06-18,64.75,65.07,57.4371,64.836,62.6031,63.41
2013-06-19,63.41,64.605,57.5109,64.517,62.6142,61.445
2013-06-20,61.445,62.95,57.5756,63.82,62.5897,61.75
2013-06-21,61.75,62.25,57.6412,63.287,62.5542,61.52
2013-06-24,61.52,61.475,57.7047,62.575,62.5155,60.975
2013-06-25,60.975,61.77,57.7588,61.82,62.4931,60.985
2013-06-26,60.985,61.405,57.8116,61.335,62.4478,61.135
2013-06-27,61.135,61.425,57.8659,61.273,62.4222,60.4
2013-06-28,60.4,60.83,57.9217,61.003,62.4154,60.575
2013-07-01,60.575,60.815,57.9806,60.814,62.4007,57.0
2013-07-02,57.0,57.5,58.0194,60.019,62.3174,56.95
2013-07-03,56.95,56.59,58.0552,59.212,62.2262,57.28
2013-07-05,57.28,57.2,58.0955,58.441,62.1525,58.44
2013-07-08,58.44,58.06,58.1385,58.049,62.1128,58.0
2013-07-09,58.0,58.5,58.1797,57.534,62.0709,58.2
2013-07-10,58.2,58.065,58.2243,57.774,62.0447,60.255
2013-07-11,60.255,59.07,58.2789,58.435,62.0633,60.615
2013-07-12,60.615,60.195,58.3282,59.102,62.0916,60.13
2013-07-15,60.13,60.83,58.3779,59.44,62.1152,58.98
2013-07-16,58.98,58.95,58.4221,59.636,62.1216,59.19
2013-07-17,59.19,59.225,58.4656,59.834,62.1226,58.66
2013-07-18,58.66,59.41,58.5029,59.515,62.1202,58.98
2013-07-19,58.98,58.25,58.5388,59.188,62.0061,59.305
2013-07-22,59.305,58.84,58.5767,59.023,61.9063,59.21
2013-07-23,59.21,59.655,58.6125,59.069,61.7786,58.795
2013-07-24,58.795,59.29,58.6372,58.99,61.6551,58.785
2013-07-25,58.785,58.5,58.6602,59.015,61.5217,58.86
2013-07-26,58.86,58.69,58.6835,58.991,61.3961,58.44
2013-07-29,58.44,58.615,58.7047,58.818,61.2843,58.13
2013-07-30,58.13,58.62,58.7258,58.602,61.1655,58.205
2013-07-31,58.205,58.37,58.7429,58.484,61.0589,58.59
2013-08-01,58.59,58.5,58.7622,58.445,60.9646,58.75
2013-08-02,58.75,58.615,58.7799,58.423,60.8785,58.695
2013-08-05,58.695,58.785,58.8008,58.474,60.7968,58.17
2013-08-06,58.17,58.695,58.817,58.482,60.709,56.965
2013-08-07,56.965,57.525,58.8255,58.234,60.5735,56.825
2013-08-08,56.825,57.15,58.8269,57.881,60.4638,57.175
2013-08-09,57.175,56.9,58.836,57.566,60.3425,57.365
2013-08-12,57.365,57.225,58.8428,57.3,60.2491,57.325
2013-08-13,57.325,57.465,58.851,57.131,60.1405,57.3
2013-08-14,57.3,57.35,58.8605,57.198,60.0369,56.65
2013-08-15,56.65,57.0,58.8652,57.163,59.9387,56.05
2013-08-16,56.05,56.53,58.8679,56.938,59.8072,55.575
2013-08-19,55.575,56.0,58.8645,56.58,59.6545,55.975
2013-08-20,55.975,55.735,58.8634,56.31,59.498,55.245
2013-08-21,55.245,55.77,58.8609,55.899,59.3088,54.985
2013-08-22,54.985,55.345,58.8568,55.566,59.1084,55.18
2013-08-23,55.18,55.17,58.8452,55.392,58.9134,55.425
2013-08-26,55.425,55.18,58.8403,55.362,58.7336,54.37
2013-08-27,54.37,54.975,58.8326,55.041,58.5194,54.01
2013-08-28,54.01,54.385,58.8216,54.794,58.3046,54.01
2013-08-29,54.01,53.925,58.8094,54.599,58.1166,53.755
2013-08-30,53.755,54.0,58.7966,54.314,57.9628,54.295
2013-09-03,54.295,54.365,58.788,54.088,57.8137,54.72
2013-09-04,54.72,54.41,58.7794,54.158,57.6777,55.775
2013-09-05,55.775,54.66,58.7757,54.511,57.5737,55.295
2013-09-06,55.295,55.72,58.7672,54.768,57.4599,56.04
2013-09-09,56.04,55.24,58.7637,55.225,57.358,55.81
2013-09-10,55.81,56.36,58.7677,55.528,57.2662,55.7
2013-09-11,55.7,55.81,58.7676,55.724,57.1687,56.0
2013-09-12,56.0,55.7,58.7726,55.769,57.1487,55.75
2013-09-13,55.75,55.97,58.7781,55.86,57.1247,56.61
2013-09-16,56.61,56.1,58.7902,55.974,57.1113,59.1
2013-09-17,59.1,56.77,58.8167,56.632,57.1245,58.65
2013-09-18,58.65,59.1,58.8399,57.222,57.1375,58.53
2013-09-19,58.53,58.77,58.8662,57.728,57.1441,58.47
2013-09-20,58.47,58.8,58.8932,58.272,57.1084,57.95
2013-09-23,57.95,58.03,58.9172,58.54,57.0551,57.6
2013-09-24,57.6,57.86,58.9403,58.24,57.0045,57.37
2013-09-25,57.37,57.54,58.9609,57.984,56.9723,57.6
2013-09-26,57.6,57.48,58.9827,57.798,56.9405,56.98
2013-09-27,56.98,57.32,58.9987,57.5,56.9069,56.9
2013-09-30,56.9,56.66,59.0147,57.29,56.8653,57.77
2013-10-01,57.77,56.89,59.0361,57.324,56.8346,57.94
2013-10-02,57.94,57.41,59.0531,57.438,56.8092,57.67
2013-10-03,57.67,57.76,59.0672,57.452,56.7867,58.37
2013-10-04,58.37,57.82,59.0823,57.73,56.7784,58.0
2013-10-07,58.0,57.77,59.0951,57.95,56.7612,57.51
2013-10-08,57.51,57.9,59.1011,57.898,56.7426,57.36
2013-10-09,57.36,57.62,59.1081,57.782,56.7272,58.12
2013-10-10,58.12,57.75,59.1207,57.872,56.7255,57.95
2013-10-11,57.95,57.9,59.1352,57.788,56.7127,57.55
2013-10-14,57.55,57.59,59.1481,57.698,56.6887,57.18
2013-10-15,57.18,57.1978,59.1596,57.632,56.6584,57.84
2013-10-16,57.84,57.39,59.1725,57.728,56.6518,57.86
2013-10-17,57.86,57.75,59.1888,57.676,56.6697,58.06
2013-10-18,58.06,58.19,59.2043,57.698,56.6944,57.0
2013-10-21,57.0,57.67,59.2147,57.588,56.6909,56.78
2013-10-22,56.78,56.95,59.2279,57.508,56.6792,56.07
2013-10-23,56.07,56.77,59.234,57.154,56.6541,55.82
2013-10-24,55.82,56.23,59.239,56.746,56.6245,55.44
2013-10-25,55.44,55.91,59.242,56.222,56.6003,56.23
2013-10-28,56.23,55.47,59.2502,56.068,56.6039,56.49
2013-10-29,56.49,56.45,59.2589,56.01,56.6222,55.98
2013-10-30,55.98,56.5,59.2631,55.992,56.6223,56.21
2013-10-31,56.21,56.09,59.2638,56.07,56.6416,56.57
2013-11-01,56.57,56.2,59.265,56.296,56.6733,56.75
2013-11-04,56.75,56.65,59.2657,56.4,56.7047,56.53
2013-11-05,56.53,56.71,59.2616,56.408,56.7268,55.03
2013-11-06,55.03,54.55,59.2519,56.218,56.74,55.76
2013-11-07,55.76,55.03,59.2449,56.128,56.775,56.3
2013-11-08,56.3,55.86,59.2401,56.074,56.8208,56.96
2013-11-11,56.96,56.6,59.2407,56.116,56.8849,58.43
2013-11-12,58.43,56.94,59.2454,56.496,56.9676,58.3
2013-11-13,58.3,58.42,59.2497,57.15,57.0392,58.69
2013-11-14,58.69,58.5,59.2547,57.736,57.0975,58.89
2013-11-15,58.89,58.93,59.2573,58.254,57.1694,59.27
2013-11-18,59.27,59.15,59.2664,58.716,57.234,58.3
2013-11-19,58.3,59.3,59.2665,58.69,57.2838,57.84
2013-11-20,57.84,58.72,59.2602,58.598,57.3266,56.89
2013-11-21,56.89,57.85,59.2473,58.238,57.3444,56.54
2013-11-22,56.54,56.92,59.2327,57.768,57.3602,61.55
2013-11-25,61.55,59.02,59.2435,58.224,57.459,60.58
2013-11-26,60.58,61.42,59.2503,58.68,57.4886,59.88
2013-11-27,59.88,60.59,59.2528,59.088,57.5132,59.55
2013-11-29,59.55,59.93,59.2526,59.62,57.5336,59.19
2013-12-02,59.19,59.44,59.2549,60.15,57.548,58.5
2013-12-03,58.5,59.2,59.2576,59.54,57.559,57.27
2013-12-04,57.27,58.25,59.2535,58.878,57.5524,57.12
2013-12-05,57.12,57.24,59.2501,58.326,57.5474,58.26
2013-12-06,58.26,57.22,59.2513,58.068,57.5606,62.17
2013-12-09,62.17,58.48,59.2736,58.664,57.6644,61.44
2013-12-10,61.44,62.25,59.2902,59.252,57.7552,60.63
2013-12-11,60.63,61.25,59.2977,59.924,57.8124,60.19
2013-12-12,60.19,60.72,59.2996,60.538,57.8574,60.3
2013-12-13,60.3,60.2,59.301,60.946,57.91,60.02
2013-12-16,60.02,60.83,59.2966,60.516,57.943,60.22
2013-12-17,60.22,59.83,59.2893,60.272,57.9874,62.27
2013-12-18,62.27,61.39,59.2958,60.6,58.0826,61.69
2013-12-19,61.69,62.01,59.307,60.9,58.1692,62.64
2013-12-20,62.64,61.97,59.3234,61.368,58.2596,63.26
2013-12-23,63.26,63.0,59.3437,62.016,58.3658,63.25
2013-12-24,63.25,63.18,59.3665,62.622,58.4798,63.39
2013-12-26,63.39,63.31,59.3905,62.846,58.604,63.36
2013-12-27,63.36,63.59,59.4109,63.18,58.7144,63.29
2013-12-30,63.29,63.49,59.4318,63.31,58.823,63.37
2013-12-31,63.37,63.57,59.4555,63.332,58.9292,64.78
2014-01-02,64.78,63.36,59.4847,63.638,59.0848,64.47
2014-01-03,64.47,64.71,59.5094,63.854,59.2386,64.8
2014-01-06,64.8,65.08,59.5391,64.142,59.4132,65.2
2014-01-07,65.2,64.88,59.5707,64.524,59.6008,65.44
2014-01-08,65.44,65.15,59.6031,64.938,59.8008,65.64
2014-01-09,65.64,65.84,59.6355,65.11,59.989,64.74
2014-01-10,64.74,65.85,59.6637,65.164,60.154,64.47
2014-01-13,64.47,64.7,59.6896,65.098,60.3238,64.97
2014-01-14,64.97,65.11,59.7147,65.052,60.499,64.48
2014-01-15,64.48,65.0,59.7191,64.86,60.6572,64.65
2014-01-16,64.65,64.58,59.729,64.662,60.8152,64.83
2014-01-17,64.83,64.9,59.7398,64.68,60.9812,65.24
2014-01-21,65.24,65.39,59.7526,64.834,61.1854,66.49
2014-01-22,66.49,65.21,59.7707,65.138,61.4,65.59
2014-01-23,65.59,66.08,59.7843,65.36,61.5858,64.2
2014-01-24,64.2,65.19,59.792,65.27,61.7306,63.97
2014-01-27,63.97,64.11,59.7942,65.098,61.8414,64.32
2014-01-28,64.32,64.0,59.7985,64.914,61.9618,63.9
2014-01-29,63.9,64.0,59.8076,64.396,62.066,64.91
2014-01-30,64.91,64.46,59.8159,64.26,62.1864,64.93
2014-01-31,64.93,64.15,59.8284,64.406,62.2996,63.05
2014-02-03,63.05,64.94,59.84,64.222,62.3946,62.74
2014-02-04,62.74,63.4,59.8471,63.906,62.4926,63.2
2014-02-05,63.2,62.73,59.8573,63.766,62.6188,63.74
2014-02-06,63.74,63.37,59.8685,63.532,62.7628,63.62
2014-02-07,63.62,63.8,59.8817,63.27,62.8042,63.84
2014-02-10,63.84,63.73,59.8988,63.428,62.8694,64.33
2014-02-11,64.33,63.79,59.92,63.746,62.9584,66.35
2014-02-12,66.35,67.93,59.9542,64.376,63.0944,66.25
2014-02-13,66.25,65.88,59.9888,64.878,63.2356,66.37
2014-02-14,66.37,66.1,60.0247,65.428,63.393,66.83
2014-02-18,66.83,66.69,60.0641,66.026,63.5842,66.07
2014-02-19,66.07,66.73,60.1011,66.374,63.7632,65.78
2014-02-20,65.78,65.99,60.1343,66.26,63.9136,66.13
2014-02-21,66.13,65.95,60.1711,66.236,63.9928,67.5
2014-02-24,67.5,66.05,60.1851,66.462,64.114,66.95
2014-02-25,66.95,67.37,60.1984,66.486,64.2404,67.5
2014-02-26,67.5,66.96,60.2079,66.772,64.3866,68.02
2014-02-27,68.02,68.22,60.2232,67.22,64.541,68.73
2014-02-28,68.73,68.38,60.2396,67.74,64.7152,68.37
2014-03-03,68.37,68.27,60.2557,67.914,64.8782,68.75
2014-03-04,68.75,68.8,60.2793,68.274,65.0078,68.37
2014-03-05,68.37,68.77,60.3008,68.448,65.1414,68.75
2014-03-06,68.75,68.55,60.3269,68.594,65.2636,68.78
2014-03-07,68.78,69.12,60.3543,68.604,65.374,68.46
2014-03-10,68.46,68.75,60.3813,68.622,65.4782,68.69
2014-03-11,68.69,68.53,60.4109,68.61,65.5842,68.32
2014-03-12,68.32,68.3,60.4397,68.6,65.6834,68.12
2014-03-13,68.12,68.38,60.4616,68.474,65.78,68.2
2014-03-14,68.2,68.15,60.491,68.358,65.8766,68.48
2014-03-17,68.48,68.4,60.5172,68.362,65.9506,69.23
2014-03-18,69.23,68.55,60.5532,68.47,66.0458,69.79
2014-03-19,69.79,69.21,60.5884,68.764,66.1456,69.8
2014-03-20,69.8,69.69,60.625,69.1,66.2376,69.81
2014-03-21,69.81,70.29,60.6662,69.422,66.325,68.46
2014-03-24,68.46,70.01,60.6954,69.418,66.3814,68.61
2014-03-25,68.61,68.75,60.7224,69.294,66.4588,68.9
2014-03-26,68.9,68.93,60.7479,69.116,66.5474,68.39
2014-03-27,68.39,68.9,60.7663,68.834,66.6158,68.45
2014-03-28,68.45,68.48,60.7835,68.562,66.6952,68.85
2014-03-31,68.85,69.1,60.8031,68.64,66.7792,69.34
2014-04-01,69.34,69.0,60.8278,68.786,66.8694,69.08
2014-04-02,69.08,69.45,60.8478,68.822,66.9462,69.56
2014-04-03,69.56,68.84,60.8718,69.056,67.0076,68.07
2014-04-04,68.07,70.05,60.8951,68.98,67.0572,67.35
2014-04-07,67.35,68.11,60.9246,68.68,67.1202,68.46
2014-04-08,68.46,68.39,60.9582,68.504,67.21,69.22
2014-04-09,69.22,68.81,60.9967,68.532,67.308,67.95
2014-04-10,67.95,69.2,61.0316,68.21,67.389,67.3
2014-04-11,67.3,67.58,61.0631,68.056,67.4368,67.82
2014-04-14,67.82,67.46,61.0966,68.15,67.4946,68.41
2014-04-15,68.41,68.23,61.1366,68.14,67.6018,69.16
2014-04-16,69.16,67.95,61.1795,68.128,67.7302,69.51
2014-04-17,69.51,69.13,61.2421,68.44,67.8564,69.62
2014-04-21,69.62,69.47,61.3054,68.904,67.974,69.54
2014-04-22,69.54,69.56,61.3667,69.248,68.0924,69.42
2014-04-23,69.42,69.41,61.4216,69.45,68.204,69.38
2014-04-24,69.38,69.59,61.4785,69.494,68.305,69.56
2014-04-25,69.56,69.44,61.5353,69.504,68.3692,69.24
2014-04-28,69.24,69.88,61.5803,69.428,68.429,69.71
2014-04-29,69.71,69.54,61.6257,69.462,68.4958,69.3
2014-04-30,69.3,69.57,61.6716,69.438,68.5452,69.93
2014-05-01,69.93,69.39,61.7263,69.548,68.6224,67.39
2014-05-02,67.39,68.5,61.7673,69.114,68.6546,67.12
2014-05-05,67.12,67.0,61.8096,68.69,68.6744,67.19
2014-05-06,67.19,66.95,61.8507,68.186,68.6682,67.78
2014-05-07,67.78,67.25,61.8931,67.882,68.6848,67.33
2014-05-08,67.33,67.8,61.9337,67.362,68.6814,67.75
2014-05-09,67.75,67.22,61.9784,67.434,68.676,68.08
2014-05-12,68.08,67.82,62.0249,67.626,68.663,67.89
2014-05-13,67.89,68.18,62.0701,67.766,68.6534,67.68
2014-05-14,67.68,67.76,62.1163,67.746,68.632,67.73
2014-05-15,67.73,67.5,62.1643,67.826,68.6192,67.53
2014-05-16,67.53,67.86,62.2109,67.782,68.5948,67.47
2014-05-19,67.47,67.46,62.2553,67.66,68.5686,67.52
2014-05-20,67.52,67.47,62.2991,67.586,68.5498,68.35
2014-05-21,68.35,67.62,62.3474,67.72,68.543,68.16
2014-05-22,68.16,68.35,62.3974,67.806,68.5398,68.79
2014-05-23,68.79,68.25,62.4565,68.058,68.5532,69.35
2014-05-27,69.35,69.0,62.5191,68.434,68.5762,69.2
2014-05-28,69.2,69.42,62.5792,68.77,68.5906,69.9
2014-05-29,69.9,69.4,62.6419,69.08,68.604,70.59
2014-05-30,70.59,69.88,62.7082,69.566,68.62,71.21
2014-06-02,71.21,70.81,62.7778,70.05,68.6482,71.47
2014-06-03,71.47,71.21,62.8519,70.474,68.6814,71.71
2014-06-04,71.71,71.44,62.9302,70.976,68.7464,72.06
2014-06-05,72.06,71.64,63.0126,71.408,68.8154,71.91
2014-06-06,71.91,72.23,63.0923,71.672,68.8756,71.93
2014-06-09,71.93,71.96,63.1757,71.816,68.9464,71.69
2014-06-10,71.69,71.71,63.2592,71.86,69.0112,71.08
2014-06-11,71.08,71.23,63.3387,71.734,69.0558,70.94
2014-06-12,70.94,71.13,63.4163,71.51,69.0878,70.79
2014-06-13,70.79,70.88,63.4984,71.286,69.122,70.77
2014-06-16,70.77,70.7,63.5822,71.054,69.1462,70.18
2014-06-17,70.18,70.55,63.6631,70.752,69.1884,70.42
2014-06-18,70.42,70.14,63.7464,70.62,69.2498,71.58
2014-06-19,71.58,70.49,63.8328,70.748,69.3122,71.83
2014-06-20,71.83,71.8,63.9184,70.956,69.3644,71.53
2014-06-23,71.53,71.68,63.9971,71.108,69.436,71.39
2014-06-24,71.39,71.55,64.0776,71.35,69.5178,71.86
2014-06-25,71.86,71.34,64.1567,71.638,69.5986,71.61
2014-06-26,71.61,71.74,64.2357,71.644,69.6626,72.95
2014-06-27,72.95,71.48,64.322,71.868,69.7384,72.32
