ticker,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2012-12-28,61.77,62.015,58.9859,62.405,61.5055,62.86
2012-12-31,62.86,61.625,59.0309,62.409,61.5287,64.23
2013-01-02,64.23,64.12,59.0693,62.705,61.576,64.32
2013-01-03,64.32,64.125,59.1081,63.098,61.609,65.445
2013-01-04,65.445,64.42,59.1528,63.725,61.6802,65.135
2013-01-07,65.135,65.2,59.1988,64.398,61.7395,65.09
2013-01-08,65.09,65.045,59.2435,64.844,61.8091,65.445
2013-01-09,65.445,65.295,59.2956,65.087,61.9093,65.545
2013-01-10,65.545,65.55,59.3511,65.332,62.0038,65.485
2013-01-11,65.485,65.725,59.4002,65.34,62.0774,65.67
2013-01-14,65.67,65.51,59.4523,65.447,62.1605,65.72
2013-01-15,65.72,65.49,59.5111,65.573,62.2152,65.68
2013-01-16,65.68,65.485,59.571,65.62,62.289,65.835
2013-01-17,65.835,66.1,59.6315,65.678,62.3683,66.245
2013-01-18,66.245,66.04,59.6887,65.83,62.4456,66.86
2013-01-22,66.86,66.23,59.7537,66.068,62.5614,67.675
2013-01-23,67.675,66.76,59.8211,66.459,62.7046,66.92
2013-01-24,66.92,67.225,59.8841,66.707,62.8405,67.385
2013-01-25,67.385,67.265,59.9555,67.017,62.9705,66.435
2013-01-28,66.435,67.6,60.0253,67.055,63.086,67.38
2013-01-29,67.38,66.395,60.0977,67.159,63.259,65.585
2013-01-30,65.585,66.985,60.1536,66.741,63.3908,65.73
2013-01-31,65.73,65.63,60.2121,66.503,63.5298,66.98
2013-02-01,66.98,66.42,60.2768,66.422,63.6723,65.995
2013-02-04,65.995,66.375,60.3338,66.334,63.7919,66.57
2013-02-05,66.57,66.25,60.3925,66.172,63.9229,66.62
2013-02-06,66.62,66.175,60.4614,66.379,64.0355,66.0
2013-02-07,66.0,66.515,60.5232,66.433,64.1368,66.575
2013-02-08,66.575,66.19,60.5836,66.352,64.2458,66.71
2013-02-11,66.71,66.53,60.6408,66.495,64.3521,67.335
2013-02-12,67.335,66.74,60.6938,66.648,64.4672,67.645
2013-02-13,67.645,67.46,60.7486,66.853,64.5923,68.085
2013-02-14,68.085,67.305,60.8043,67.27,64.7397,68.415
2013-02-15,68.415,68.145,60.8653,67.638,64.8843,68.765
2013-02-19,68.765,68.66,60.9221,68.049,65.031,67.36
2013-02-20,67.36,68.88,60.9713,68.054,65.1468,67.125
2013-02-21,67.125,67.18,61.0217,67.95,65.2498,68.01
2013-02-22,68.01,67.265,61.0778,67.935,65.3577,66.59
2013-02-25,66.59,68.3,61.1267,67.57,65.4536,66.97
2013-02-26,66.97,66.85,61.1788,67.211,65.546,68.355
2013-02-27,68.355,66.975,61.2409,67.41,65.6662,68.555
2013-02-28,68.555,68.575,61.3026,67.696,65.7946,68.285
2013-03-01,68.285,68.205,61.3636,67.751,65.9034,69.175
2013-03-04,69.175,68.135,61.4318,68.268,66.0153,69.54
2013-03-05,69.54,69.555,61.4985,68.782,66.1484,69.48
2013-03-06,69.48,70.0,61.5659,69.007,66.2768,68.51
2013-03-07,68.51,69.445,61.638,68.998,66.3902,69.35
2013-03-08,69.35,68.825,61.7168,69.211,66.5222,69.845
2013-03-11,69.845,69.385,61.7906,69.345,66.672,69.5
2013-03-12,69.5,70.0,61.8597,69.337,66.8158,69.78
2013-03-13,69.78,69.43,61.9273,69.397,66.976,70.5
2013-03-14,70.5,70.0,61.9976,69.795,67.1288,70.845
2013-03-15,70.845,70.18,62.0721,70.094,67.2611,70.105
2013-03-18,70.105,69.95,62.1412,70.146,67.3768,69.79
2013-03-19,69.79,70.115,62.2155,70.204,67.4637,69.565
2013-03-20,69.565,70.375,62.2848,70.161,67.5523,69.185
2013-03-21,69.185,69.125,62.3605,69.898,67.6342,69.57
2013-03-22,69.57,69.365,62.4422,69.643,67.7167,68.595
2013-03-25,68.595,69.98,62.5175,69.341,67.7777,69.74
2013-03-26,69.74,69.14,62.5907,69.331,67.8628,70.415
2013-03-27,70.415,69.305,62.6671,69.501,67.9577,71.205
2013-03-28,71.205,70.55,62.7465,69.905,68.0674,70.05
2013-04-01,70.05,71.205,62.8227,70.001,68.1548,70.41
2013-04-02,70.41,70.51,62.8944,70.364,68.2463,69.42
2013-04-03,69.42,70.41,62.9607,70.3,68.3098,69.23
2013-04-04,69.23,69.295,63.0228,70.063,68.3572,69.27
2013-04-05,69.27,68.145,63.0819,69.676,68.3891,69.81
2013-04-08,69.81,69.2,63.1355,69.628,68.4469,69.865
2013-04-09,69.865,70.015,63.1888,69.519,68.4965,70.65
2013-04-10,70.65,70.0,63.2488,69.765,68.5808,70.7
2013-04-11,70.7,70.865,63.3137,70.059,68.6472,70.635
2013-04-12,70.635,70.7,63.3757,70.332,68.7482,67.88
2013-04-15,67.88,70.23,63.4302,69.946,68.7912,69.805
2013-04-16,69.805,68.505,63.4926,69.934,68.8477,68.47
2013-04-17,68.47,69.385,63.5479,69.498,68.8972,71.23
2013-04-18,71.23,70.23,63.6158,69.604,68.9904,72.925
2013-04-19,72.925,71.615,63.6821,70.062,69.1165,73.72
2013-04-22,73.72,73.025,63.7543,71.23,69.2709,73.715
2013-04-23,73.715,73.975,63.8255,72.012,69.4137,73.65
2013-04-24,73.65,73.915,63.8982,73.048,69.5525,74.11
2013-04-25,74.11,74.065,63.9768,73.624,69.688,73.76
2013-04-26,73.76,74.21,64.0507,73.791,69.8103,73.71
2013-04-29,73.71,73.535,64.1281,73.789,69.9228,73.98
2013-04-30,73.98,73.745,64.2067,73.842,70.0341,72.835
2013-05-01,72.835,73.835,64.2801,73.679,70.1155,73.585
2013-05-02,73.585,72.945,64.3527,73.574,70.24,74.715
2013-05-03,74.715,74.375,64.4313,73.765,70.3918,75.7
2013-05-06,75.7,74.8,64.514,74.163,70.5456,76.86
2013-05-07,76.86,75.995,64.6018,74.739,70.751,77.69
2013-05-08,77.69,76.525,64.6833,75.71,70.9654,76.835
2013-05-09,76.835,77.345,64.7685,76.36,71.135,77.15
2013-05-10,77.15,77.0,64.861,76.847,71.3069,76.95
2013-05-13,76.95,76.985,64.9538,77.097,71.4802,78.47
2013-05-14,78.47,76.9,65.0527,77.419,71.6661,79.015
2013-05-15,79.015,78.07,65.1457,77.684,71.8556,78.52
2013-05-16,78.52,78.745,65.2321,78.021,72.0364,79.955
2013-05-17,79.955,78.895,65.324,78.582,72.2653,79.815
2013-05-20,79.815,79.85,65.4166,79.155,72.4746,79.23
2013-05-21,79.23,79.755,65.5088,79.307,72.6623,78.795
2013-05-22,78.795,79.225,65.5982,79.263,72.8482,78.035
2013-05-23,78.035,78.005,65.6771,79.166,73.0133,78.405
2013-05-24,78.405,77.78,65.7606,78.856,73.1714,78.87
2013-05-28,78.87,79.39,65.8468,78.667,73.3319,78.065
2013-05-29,78.065,78.1499,65.9322,78.434,73.4911,78.585
2013-05-30,78.585,78.35,66.0219,78.392,73.667,77.31
2013-05-31,77.31,78.16,66.1034,78.247,73.8219,77.945
2013-06-03,77.945,77.6,66.1889,78.155,73.9971,77.86
2013-06-04,77.86,78.16,66.274,77.953,74.1629,75.845
2013-06-05,75.845,77.4,66.3439,77.509,74.3079,77.25
2013-06-06,77.25,75.74,66.4179,77.242,74.4581,79.065
2013-06-07,79.065,78.0,66.5007,77.593,74.6311,78.54
2013-06-10,78.54,79.3,66.5826,77.712,74.7778,77.41
2013-06-11,77.41,77.875,66.6578,77.622,74.925,77.16
2013-06-12,77.16,78.055,66.7319,77.885,75.06,78.475
2013-06-13,78.475,77.015,66.8148,78.13,75.2411,78.51
2013-06-14,78.51,78.35,66.8974,78.019,75.4267,77.985
2013-06-17,77.985,79.035,66.9782,77.908,75.601,78.975
2013-06-18,78.975,78.085,67.0643,78.221,75.7843,77.83
2013-06-19,77.83,78.815,67.1465,78.355,75.9436,76.59
2013-06-20,76.59,77.03,67.226,77.978,76.0624,76.345
2013-06-21,76.345,77.26,67.3041,77.545,76.1753,74.67
2013-06-24,74.67,75.3,67.3718,76.882,76.256,76.71
2013-06-25,76.71,75.505,67.4573,76.429,76.4326,78.15
2013-06-26,78.15,77.44,67.5449,76.493,76.5995,77.67
2013-06-27,77.67,78.525,67.6276,76.709,76.7835,77.14
2013-06-28,77.14,77.47,67.7062,76.868,76.9017,77.71
2013-07-01,77.71,77.825,67.7843,77.476,76.9974,77.6
2013-07-02,77.6,77.635,67.8599,77.654,77.075,77.65
2013-07-03,77.65,77.29,67.932,77.554,77.1537,78.74
2013-07-05,78.74,78.205,68.0046,77.768,77.2555,78.125
2013-07-08,78.125,78.795,68.078,77.965,77.3358,79.705
2013-07-09,79.705,78.62,68.1599,78.364,77.4547,78.815
2013-07-10,78.815,79.505,68.2414,78.607,77.5568,79.68
2013-07-11,79.68,79.25,68.3374,79.013,77.6708,80.375
2013-07-12,80.375,79.175,68.4409,79.34,77.8216,79.9
2013-07-15,79.9,80.54,68.5376,79.695,77.9479,79.61
2013-07-16,79.61,80.365,68.6347,79.676,78.0458,79.84
2013-07-17,79.84,80.15,68.7366,79.881,78.1286,80.68
2013-07-18,80.68,79.95,68.8437,80.081,78.205,81.68
2013-07-19,81.68,80.55,68.9554,80.342,78.2848,81.64
2013-07-22,81.64,81.9,69.0672,80.69,78.3809,80.83
2013-07-23,80.83,81.68,69.1736,80.934,78.4545,79.7
2013-07-24,79.7,80.8,69.2705,80.906,78.5095,80.04
2013-07-25,80.04,79.765,69.3668,80.778,78.5409,79.7
2013-07-26,79.7,79.88,69.4599,80.382,78.5546,78.61
2013-07-29,78.61,79.52,69.5464,79.776,78.5564,79.36
2013-07-30,79.36,79.625,69.64,79.482,78.5445,79.295
2013-07-31,79.295,79.485,69.7342,79.401,78.5341,81.385
2013-08-01,81.385,79.97,69.8388,79.67,78.5772,81.685
2013-08-02,81.685,81.52,69.9446,80.067,78.635,80.985
2013-08-05,80.985,81.405,70.0472,80.542,78.694,80.0
2013-08-06,80.0,80.76,70.1387,80.67,78.7259,79.54
2013-08-07,79.54,79.655,70.2271,80.719,78.7393,80.275
2013-08-08,80.275,80.01,70.3151,80.497,78.7835,79.895
2013-08-09,79.895,80.24,70.4051,80.139,78.8097,79.585
2013-08-12,79.585,79.445,70.4922,79.859,78.8552,80.095
2013-08-13,80.095,79.595,70.5846,79.878,78.8982,79.295
2013-08-14,79.295,79.9,70.6789,79.829,78.9269,78.39
2013-08-15,78.39,78.765,70.7668,79.452,78.9778,78.965
2013-08-16,78.965,78.22,70.8526,79.266,79.0121,78.24
2013-08-19,78.24,78.885,70.9362,78.997,78.9956,78.22
2013-08-20,78.22,78.26,71.0124,78.622,78.9892,77.435
2013-08-21,77.435,78.25,71.0896,78.25,78.9897,79.3
2013-08-22,79.3,77.65,71.1768,78.432,79.0325,79.03
2013-08-23,79.03,79.395,71.26,78.445,79.0436,78.265
2013-08-26,78.265,79.075,71.346,78.45,79.0387,76.795
2013-08-27,76.795,77.5575,71.4274,78.165,79.0149,77.0
2013-08-28,77.0,76.475,71.5118,78.078,78.9754,77.075
2013-08-29,77.075,76.9,71.5927,77.633,78.9603,76.77
2013-08-30,76.77,77.35,71.6733,77.181,78.9639,76.87
2013-09-03,76.87,77.45,71.764,76.902,78.9744,77.655
2013-09-04,77.655,76.855,71.8573,77.074,79.0341,78.06
2013-09-05,78.06,77.56,71.9537,77.286,79.0611,77.46
2013-09-06,77.46,78.26,72.0417,77.363,79.0473,78.315
2013-09-09,78.315,77.825,72.1332,77.672,79.0602,78.625
2013-09-10,78.625,78.81,72.2262,78.023,79.0899,78.625
2013-09-11,78.625,79.06,72.3144,78.217,79.1082,77.5
2013-09-12,77.5,78.625,72.3972,78.105,79.1062,77.375
2013-09-13,77.375,77.48,72.4785,78.088,79.1007,78.18
2013-09-16,78.18,78.46,72.5624,78.061,79.0895,78.72
2013-09-17,78.72,77.985,72.6481,78.08,79.1014,79.75
2013-09-18,79.75,78.705,72.7399,78.305,79.1023,80.435
2013-09-19,80.435,80.18,72.8385,78.892,79.1347,79.775
2013-09-20,79.775,80.33,72.9314,79.372,79.1366,79.61
2013-09-23,79.61,79.545,73.0223,79.658,79.1213,79.62
2013-09-24,79.62,79.5,73.1126,79.838,79.1157,78.73
2013-09-25,78.73,79.67,73.1964,79.634,79.0981,78.975
2013-09-26,78.975,78.65,73.2782,79.342,79.0808,78.295
2013-09-27,78.295,78.71,73.3607,79.046,79.0331,77.67
2013-09-30,77.67,77.515,73.4373,78.658,78.9529,78.34
2013-10-01,78.34,77.73,73.5173,78.402,78.8869,78.065
2013-10-02,78.065,78.055,73.5969,78.269,78.8316,77.69
2013-10-03,77.69,78.06,73.6711,78.012,78.7914,76.95
2013-10-04,76.95,76.775,73.738,77.743,78.7296,76.365
2013-10-07,76.365,76.46,73.8054,77.482,78.6629,76.085
2013-10-08,76.085,76.435,73.8705,77.031,78.6124,76.205
2013-10-09,76.205,76.305,73.9373,76.659,78.5493,78.565
2013-10-10,78.565,76.98,74.0164,76.834,78.5347,78.685
2013-10-11,78.685,78.52,74.0981,77.181,78.4807,78.63
2013-10-14,78.63,78.18,74.1797,77.634,78.4196,78.155
2013-10-15,78.155,78.52,74.2616,78.048,78.363,78.58
2013-10-16,78.58,78.575,74.3402,78.523,78.3346,75.58
2013-10-17,75.58,78.25,74.3969,77.926,78.2554,76.05
2013-10-18,76.05,76.0,74.4556,77.399,78.1709,76.95
2013-10-21,76.95,76.05,74.5131,77.063,78.112,77.365
2013-10-22,77.365,77.13,74.5743,76.905,78.0676,77.45
2013-10-23,77.45,77.32,74.6361,76.679,78.0147,77.075
2013-10-24,77.075,77.575,74.6942,76.978,77.9703,76.18
2013-10-25,76.18,77.09,74.7474,77.004,77.9261,76.045
2013-10-28,76.045,76.295,74.8002,76.823,77.8677,75.285
2013-10-29,75.285,76.195,74.8483,76.407,77.8086,75.295
2013-10-30,75.295,74.865,74.8961,75.976,77.7501,75.7
2013-10-31,75.7,75.34,74.9462,75.701,77.7154,76.385
2013-11-01,76.385,76.055,74.999,75.742,77.6571,76.88
2013-11-04,76.88,76.855,75.0522,75.909,77.6141,76.605
2013-11-05,76.605,76.63,75.1009,76.173,77.5809,77.125
2013-11-06,77.125,76.93,75.1481,76.539,77.5875,77.07
2013-11-07,77.07,77.32,75.1989,76.813,77.5889,77.52
2013-11-08,77.52,76.765,75.2496,77.04,77.5978,77.905
2013-11-11,77.905,77.565,75.3069,77.245,77.6205,78.33
2013-11-12,78.33,77.91,75.3617,77.59,77.6497,79.025
2013-11-13,79.025,77.735,75.4289,77.97,77.6771,79.15
2013-11-14,79.15,79.035,75.496,78.386,77.6989,79.745
2013-11-15,79.745,79.2,75.5598,78.831,77.7446,79.65
2013-11-18,79.65,79.795,75.6281,79.18,77.7713,79.05
2013-11-19,79.05,79.525,75.6905,79.324,77.7798,79.285
2013-11-20,79.285,79.36,75.7538,79.376,77.793,80.39
2013-11-21,80.39,79.455,75.8257,79.624,77.8508,81.01
2013-11-22,81.01,80.635,75.8979,79.877,77.9235,80.99
2013-11-25,80.99,81.005,75.9693,80.145,77.9797,80.815
2013-11-26,80.815,81.055,76.0367,80.498,78.0216,81.42
2013-11-27,81.42,81.065,76.1056,80.925,78.055,81.02
2013-11-29,81.02,81.275,76.1703,81.051,78.0667,81.765
2013-12-02,81.765,81.06,76.237,81.202,78.1065,81.23
2013-12-03,81.23,81.575,76.2993,81.25,78.1389,80.695
2013-12-04,80.695,81.035,76.366,81.226,78.1604,81.185
2013-12-05,81.185,81.375,76.4363,81.179,78.2095,82.17
2013-12-06,82.17,81.95,76.5071,81.409,78.2734,82.25
2013-12-09,82.25,82.28,76.5854,81.506,78.3525,81.38
2013-12-10,81.38,81.845,76.6575,81.536,78.4267,80.35
2013-12-11,80.35,81.4,76.7174,81.467,78.4669,80.485
2013-12-12,80.485,80.25,76.7771,81.327,78.5153,80.375
2013-12-13,80.375,80.665,76.8375,80.968,78.569,80.85
2013-12-16,80.85,80.685,76.8959,80.688,78.647,80.515
2013-12-17,80.515,80.92,76.9508,80.515,78.73,81.78
2013-12-18,81.78,80.8,77.0123,80.801,78.8439,82.095
2013-12-19,82.095,81.485,77.0802,81.123,78.9617,81.8
2013-12-20,81.8,82.115,77.1425,81.408,79.0264,82.475
2013-12-23,82.475,81.755,77.2056,81.733,79.1022,82.82
2013-12-24,82.82,82.43,77.2722,82.194,79.186,83.21
2013-12-26,83.21,82.185,77.3394,82.48,79.2871,83.025
2013-12-27,83.025,83.325,77.402,82.666,79.376,83.025
2013-12-30,83.025,83.05,77.4629,82.911,79.5249,84.0
2013-12-31,84.0,83.205,77.5324,83.216,79.6839,83.555
2014-01-02,83.555,84.2,77.6012,83.363,79.816,83.425
2014-01-03,83.425,83.71,77.6705,83.406,79.9372,82.58
2014-01-06,82.58,83.585,77.7375,83.317,80.0398,83.31
2014-01-07,83.31,82.69,77.8062,83.374,80.1645,83.465
2014-01-08,83.465,83.9275,77.8805,83.267,80.3102,84.635
2014-01-09,84.635,83.595,77.955,83.483,80.482,85.19
2014-01-10,85.19,84.42,78.0289,83.836,80.6801,84.025
2014-01-13,84.025,85.17,78.093,84.125,80.8547,84.41
2014-01-14,84.41,84.11,78.1648,84.345,81.0289,85.075
2014-01-15,85.075,84.445,78.2381,84.667,81.2027,83.98
2014-01-16,83.98,83.785,78.3109,84.536,81.3447,83.92
2014-01-17,83.92,83.965,78.3843,84.282,81.491,84.06
2014-01-21,84.06,84.79,78.4583,84.289,81.6297,84.25
2014-01-22,84.25,84.54,78.5305,84.257,81.7733,87.06
2014-01-23,87.06,86.195,78.6165,84.654,81.9641,85.82
2014-01-24,85.82,86.075,78.6923,85.022,82.1224,85.605
2014-01-27,85.605,86.03,78.7668,85.359,82.2679,86.4
2014-01-28,86.4,85.71,78.8456,85.827,82.4154,85.975
2014-01-29,85.975,86.08,78.9361,86.172,82.5519,88.115
2014-01-30,88.115,87.375,79.0277,86.383,82.7193,87.12
2014-01-31,87.12,87.34,79.1209,86.643,82.8687,85.87
2014-02-03,85.87,87.3,79.1941,86.696,83.0051,86.625
2014-02-04,86.625,86.535,79.2626,86.741,83.1519,86.315
2014-02-05,86.315,86.295,79.3256,86.809,83.2704,87.56
2014-02-06,87.56,86.45,79.3948,86.698,83.4014,88.45
2014-02-07,88.45,87.895,79.4688,86.964,83.5506,87.39
2014-02-10,87.39,88.325,79.5352,87.268,83.6821,88.85
2014-02-11,88.85,87.615,79.6107,87.713,83.8307,89.425
2014-02-12,89.425,88.945,79.6893,88.335,83.9988,89.32
2014-02-13,89.32,88.84,79.766,88.687,84.1499,90.07
2014-02-14,90.07,89.14,79.8521,89.011,84.3267,89.15
2014-02-18,89.15,90.12,79.93,89.363,84.4958,87.935
2014-02-19,87.935,88.69,79.9961,89.18,84.6308,88.935
2014-02-20,88.935,88.035,80.0622,89.082,84.7661,89.56
2014-02-21,89.56,89.25,80.1257,89.13,84.9123,89.805
2014-02-24,89.805,89.61,80.1863,89.077,85.0808,89.35
2014-02-25,89.35,89.985,80.2489,89.117,85.2608,88.605
2014-02-26,88.605,89.0,80.3062,89.251,85.4232,89.25
2014-02-27,89.25,88.445,80.3677,89.314,85.6007,90.19
2014-02-28,90.19,89.395,80.4263,89.44,85.7875,89.755
2014-03-03,89.755,89.585,80.48,89.43,85.9723,91.925
2014-03-04,91.925,90.9,80.547,89.945,86.1752,92.17
2014-03-05,92.17,92.155,80.6081,90.658,86.3767,92.93
2014-03-06,92.93,92.3,80.6736,91.394,86.5993,93.785
2014-03-07,93.785,93.29,80.7464,92.113,86.8255,93.11
2014-03-10,93.11,93.635,80.818,92.784,87.0313,92.885
2014-03-11,92.885,93.26,80.8922,92.976,87.2248,93.77
2014-03-12,93.77,92.445,80.9691,93.296,87.4397,92.93
2014-03-13,92.93,93.98,81.0394,93.296,87.6378,92.57
2014-03-14,92.57,92.73,81.1119,93.053,87.8092,93.685
2014-03-17,93.685,93.24,81.1874,93.168,88.0118,94.7
2014-03-18,94.7,93.85,81.2743,93.531,88.2373,93.425
2014-03-19,93.425,94.92,81.3517,93.462,88.4542,94.365
2014-03-20,94.365,93.22,81.4343,93.749,88.6753,93.665
2014-03-21,93.665,94.99,81.5234,93.968,88.8793,94.0
2014-03-24,94.0,93.825,81.6071,94.031,89.0666,93.49
2014-03-25,93.49,94.235,81.6792,93.789,89.2326,92.155
2014-03-26,92.155,93.93,81.7473,93.535,89.3952,91.655
2014-03-27,91.655,91.78,81.8185,92.993,89.5401,92.375
2014-03-28,92.375,91.9,81.8946,92.735,89.6861,93.83
2014-03-31,93.83,92.895,81.9714,92.701,89.8831,94.22
2014-04-01,94.22,94.19,82.0499,92.847,90.0891,94.54
2014-04-02,94.54,94.18,82.1327,93.324,90.2987,94.585
2014-04-03,94.585,94.885,82.2108,93.91,90.5054,94.025
2014-04-04,94.025,94.845,82.2917,94.24,90.6447,93.125
2014-04-07,93.125,93.9,82.3744,94.099,90.7908,92.665
2014-04-08,92.665,92.91,82.456,93.788,90.932,93.285
2014-04-09,93.285,92.91,82.5491,93.537,91.0697,91.79
2014-04-10,91.79,93.34,82.6245,92.978,91.186,90.535
2014-04-11,90.535,91.205,82.6864,92.28,91.2344,91.05
2014-04-14,91.05,91.31,82.7533,91.865,91.313,92.765
2014-04-15,92.765,91.21,82.8314,91.885,91.4509,94.075
2014-04-16,94.075,92.72,82.9133,92.043,91.5999,94.795
2014-04-17,94.795,91.255,82.9992,92.644,91.7695,95.77
2014-04-21,95.77,95.0,83.0898,93.691,91.9337,96.025
2014-04-22,96.025,96.02,83.1763,94.686,92.0852,95.95
2014-04-23,95.95,96.025,83.2654,95.323,92.2564,95.29
2014-04-24,95.29,96.15,83.3433,95.566,92.3852,93.89
2014-04-25,93.89,95.3,83.4187,95.385,92.4745,93.965
2014-04-28,93.965,94.38,83.4901,95.024,92.5674,94.945
2014-04-29,94.945,94.175,83.563,94.808,92.6649,95.215
2014-04-30,95.215,94.955,83.6395,94.661,92.7862,94.4
2014-05-01,94.4,95.15,83.7135,94.483,92.9155,94.0
2014-05-02,94.0,94.49,83.7843,94.505,93.0168,93.875
2014-05-05,93.875,93.87,83.8503,94.487,93.1031,93.65
2014-05-06,93.65,93.75,83.9101,94.228,93.18,94.175
2014-05-07,94.175,93.81,83.9728,94.02,93.2765,94.355
2014-05-08,94.355,94.185,84.0404,94.011,93.3915,94.66
2014-05-09,94.66,94.225,84.1152,94.143,93.4997,95.815
2014-05-12,95.815,94.77,84.1941,94.531,93.6122,96.45
2014-05-13,96.45,96.015,84.2778,95.091,93.7461,96.105
2014-05-14,96.105,96.45,84.3653,95.477,93.8297,95.56
2014-05-15,95.56,95.94,84.4463,95.718,93.8975,97.58
2014-05-16,97.58,95.985,84.5377,96.302,93.9905,97.795
2014-05-19,97.795,97.63,84.6198,96.698,94.0707,96.935
2014-05-20,96.935,97.775,84.696,96.795,94.1472,97.625
2014-05-21,97.625,97.29,84.7792,97.099,94.242,97.65
2014-05-22,97.65,97.5,84.8675,97.517,94.3196,98.13
2014-05-23,98.13,97.9,84.9604,97.627,94.4236,98.545
2014-05-27,98.545,98.545,85.0518,97.777,94.5431,98.185
2014-05-28,98.185,98.58,85.1432,98.027,94.6331,98.9
2014-05-29,98.9,98.51,85.2398,98.282,94.7171,99.635
2014-05-30,99.635,98.675,85.3375,98.679,94.8413,99.585
2014-06-02,99.585,99.68,85.439,98.97,94.9457,98.695
2014-06-03,98.695,99.5,85.5405,99.0,95.0463,98.915
2014-06-04,98.915,98.695,85.6402,99.146,95.1446,100.17
2014-06-05,100.17,98.905,85.7499,99.4,95.2782,100.93
2014-06-06,100.93,100.68,85.8634,99.659,95.4537,102.14
2014-06-09,102.14,101.87,85.9869,100.17,95.6634,102.42
2014-06-10,102.42,102.88,86.1025,100.915,95.8643,102.18
2014-06-11,102.18,102.06,86.2183,101.568,96.0313,100.67
2014-06-12,100.67,101.76,86.3303,101.668,96.1603,100.9
2014-06-13,100.9,100.68,86.4509,101.662,96.2875,99.81
2014-06-16,99.81,100.25,86.5649,101.196,96.392,99.37
2014-06-17,99.37,99.94,86.6764,100.586,96.4989,100.67
2014-06-18,100.67,99.535,86.7959,100.284,96.6498,101.03
2014-06-19,101.03,100.68,86.9167,100.356,96.8171,101.08
2014-06-20,101.08,101.06,87.0338,100.392,96.973,100.69
2014-06-23,100.69,101.18,87.147,100.568,97.151,99.68
2014-06-24,99.68,100.34,87.2581,100.63,97.3339,100.09
2014-06-25,100.09,99.63,87.3669,100.514,97.5147,99.57
2014-06-26,99.57,100.21,87.4717,100.222,97.6508,99.64
2014-06-27,99.64,99.57,87.5767,99.934,97.7621,99.75
2014-06-30,99.75,99.54,87.688,99.746,97.8612,100.1
2014-07-01,100.1,99.96,87.8016,99.83,97.9478,100.07
2014-07-02,100.07,100.045,87.911,99.826,98.0287,100.98
